究极热乎
谢谢！！！！
al right
高考加油
谢谢！！！！
饮茶哥，我高考完可以跟你上船饮茶吗
OK
谢谢您 去考场了
借你吉言
三点几啦，考试先啦
6min，我出息了
OK
10分钟！！！
后面风景不错
OK
借你吉言
希望大家能三点钟饮茶
来新加坡玩我
我系饮茶哥呢度
字幕错了吧，应该是“我係飲茶哥呢度”
OK
ok
ok
借你吉言
28分钟!出息了!
Alright
应该说是 这里 才对
ok
OK
饿ruai
OKOK
yes sir
饮茶哥疫情过后就是你来广州饮茶之时
alright
吼耶吼耶
多谢！
OKOK！
OK
OK！
紧跟时事
借你吉言
考试
三点几考卵考，饮茶先
明白喔
ok 考完准时饮茶
alright
okook
Alright
多謝飲茶哥哥
ok
OK
讲声多谢饮茶哥啦
van♂我
考完来新加坡工地等我（doge）
（这里）
多谢饮茶哥
OK
谢谢饮茶哥
借你吉言
OK！
借你吉言
alright
多谢饮茶哥
OK!
三点几嘞，饮茶先啦，数学做那么多都没用啦（滑稽）
ok
多謝！！
OK
OK
OK
多谢饮茶哥啦
得闲饮茶
OK
多谢饮茶guo
All right
OK
alright
OK
Alright
考甘多都没用
奥入爱！
OK
OK
谢谢！！！！！
OK
ok
ok
考400分
alright
OK
OK
多谢饮茶哥
多谢饮茶哥
Ok
OK
单押alright
单押alright
lidu(这里的意思)
OK
OK
高考啦，三点几嘞（bushi）
ok谢谢饮茶哥
OK
Alright
OK
OK
OK
OK
借你吉言
"ok,thank you"
去鸟
借你吉言
OK
OK
OK
他说的是“星”加坡  ，香港那边的称呼 
48万粉了，我去
OK!!!!
饮撚饮，考好先啦
借你吉言
说的是“我是饮茶哥，这里”吧
考580分
OK!
alright
OK
okok
去新加坡哪里找你啊？哥哥
多谢饮茶哥！
OK
bilibili
where are you man 
OK！！
ok，借你吉言
alright
ok~
okok
OK
alright
收皮啦
OK
借你吉言
考什么考，饮茶先了！
喂 饮茶先啦
OK
OK
多谢
alright
OK
前方高能预警
OK
alright
allright
借你吉言
借你吉言
Alright
alright
一定吻我来新加坡
多谢饮茶哥
饮茶先！
逆水行舟
OK
OK
OK
Ok
OK
OK
OK
OK
Alright 
这里是饮茶哥
ok
OK
OK
all right
OK
OK
看进度条！
OK
OK
不是（你的），是（这里）
alright！
OK！
OK！
一定van♂我来新加坡
OK
alright
雷好欧
OK
OK
多谢
Ok
高考加油！多谢饮茶哥！
OK
OK
多谢茶哥
OK
OK
借你吉言
OK
Ok
ok
借你吉言
OK
OK
里豆是这里的意思
OK
新加坡之光
OK
OK
OK
oK
OK
OK
OK
thank  you  sir
ok
OK
OK
3Q啊
OK
OK
OK
OK
OK
OK
OK
正在去考场 感谢饮茶哥！
OK
与时俱进，OK
OK
Ok
喂！7号呢！考试先呢！
OK
哦瑞儿
OK
OK
谢谢你 饮茶哥
高考三点要饮茶提神吗[doge]
OK
OK！
"不是你的，是""这里"""
先Allright 为敬
OK！
谢谢你！
OK
I'm Elvis here.
OK
OK
okk
ok
哈哈哈哈 好可愛
OK
ok
倒  装  句
OK
高考必胜！
OK
ok
Ok
OK
OK
OK!
