你对视频是有什么误解？
这个要注册而且。。。要钱
告诉你个意外，不管是点赞还是收藏都没破一千[doge][doge]
你这把自己老底快榨干了
去收藏夹吃灰吧
国内什么功能软件基本要注册会员
三条弹幕
牛逼
借你吉言
这不是b站鬼畜区的必备软件？
蛋墓 护体
发了
没有小姐姐的
你还在期待什么啊
好好好
脑弱
两条弹幕
搜图神器
有我想要的吗
两条弹幕
行了，去我的收藏夹，沉睡吧
发两条弹幕
去收藏夹吃灰吧
一条弹幕
这个广告真硬！！
思考一下你们为什么点进来
很好啊，这样就好多了
大家快来组成弹幕
无人区
有学习资料吗
两条弹幕
已经在收藏夹了，不太会点赞
都是英文吗，收藏吃灰吧
我还是比较喜欢pixiv
广告？
真不戳
《两条弹幕》
我也在上传
522在看？
两条弹幕
白嫖没商量
吃灰
我要预告片有何用？
i了i了
去我的收藏夹吃灰吧
爱必应
好的  三连了
我来啦，第二条弹幕
？
进收藏夹吃灰
应该不会点赞
两条弹幕 
已收藏
弹幕
嫖
用过
我想问下vj师怎么算免费的？好像每个都要好几十
我为什会看你这个视频你就应该要明白，我就是个资深白嫖党
吃灰去吧(=^^=)
此付费非彼付费 哎 我多想了
好好好
在我的收藏夹吃灰吧
有启蒙老师的网站吗
授人以鱼，不如受人以渔。问题是资源都给了，点赞还没收藏多。
这些素材谨慎下载，商用需要购买，免得惹上官司
弹幕呢
搜图神器
两条弹幕
两条弹幕
我看得懂？（doge）
爱了
字体家也不错
第二条
哈哈哈
太贵了
这个太贵了
收藏了。当然我也三连了
好家伙，发完都封了
。
吃灰吃灰
要付费了
太感动了
两条弹幕
我三个朋友 ~
两条弹幕
微机师？
卧槽，我用的最顺手的VJshi网，摄影师神器简直
滴滴
原来大家都喜欢收藏不点赞，所以
两条弹幕
诶 让我康康
设计导航
质量确实高
如你所愿，两条弹幕
吃灰去吧
来个galgame的，哈哈
呵呵 这是免费吗 ?
都看得太认真了，弹幕都忘记发了已经
两条弹幕
关键是有些免费不代表可以商用
666
弹幕
素材中国好多已经收费了
经常用
好吧
两条弹幕
进我收藏夹吃灰去吧
下次一定
發了
两条弹幕
两条
（真•收藏比点赞多）系列
你真有钱
个
是
发
两条弹幕
两条弹幕也行啊
弹幕
两条弹幕
两条弹幕
爱给真的良心
两条弹幕
这个网站我用，我电影院的
这里不是很懂，我要一个预告片干嘛？
一条弹幕
两条弹幕
好
吃大灰去吧
2条了
如果不是绿巨人我就三连了
一到这种视频收藏就很多
散了散了，没有我们想要的，最好举报bai
点了点了
这个好贵啊……
两个弹幕
b站终于可以长按倍速播放了
绿就不必了
答应你答应你
已三连
两
两
什么资源
加油
去我收藏夹吃灰去吧
两条弹幕
直接三连
两条
我有个朋友说想看看有没有特别的
两条弹幕
进我收藏夹吃灰吧
三连
有那种付费内容的吗？
点赞怕你说我没学到精髓
两条弹幕
措手不及
好的这就把大会员续费停了
俩条弹幕
下次丕
两条弹幕
两条弹幕
↑free控是吧
两条弹幕
弹幕*2
VJ师到处被安利
已一键三连
好的好的，知道了
去我收藏吃灰去把
好家伙
真的吗？
吃灰去吧
哦可
两条弹幕
fnmdp
两个弹幕
标题党
两条弹幕
看标题，摆明是不想要币啊
这次一定
我用极光影视
白嫖
被封了
进我收藏册吃灰去吧
这次已定
两条弹幕
已进收藏夹
但是要付费啊
好耶
啥？91？doge
三连
等等，51，好熟悉啊，好像哪里见过
两条弹幕
收藏是点赞两倍
我受不了了，直接关注
两条弹幕
我有一个朋友
两个弹幕
？？？
66666666
两条
第一条弹幕
收藏夹见
收藏大于点赞系列
那必须滴
弹幕+1
收藏夹吃灰
组成弹幕
第二条
标题党，都要付费的
发的第一条弹幕
发的第二条弹幕
两条弹幕
收藏夹吃灰
啥叫免费
没我想要的
两条弹幕
两条弹幕
一百条弹幕
什么叫惊喜
各位会上b站
三连奉上
有没有铃木心春
你说对了
不是，我下载预告片干嘛？
*
我想要你这个思维导图的文件
i了i了
2条
做视频就爽了
搜壁纸去了
第两条弹幕
不难，容易找 难啊，不好找
收藏
不错啊
弹幕
去收藏夹吃一下灰
两条弹幕
VJshi  LOGO我做的~
我的眼里之有白膘游戏
666
咋了 动你蛋糕了？
两条
两条弹幕
这个是要钱的
找不知道预告片有啥用的看这视频干啥，大概率也用不上
收费的并不是不收费啊
不，我要缓存
再见
果然收藏大于点赞
←举报一下你就没了
骂up的笑死我了，真的是什么人都有。
好的好的
一键三联
两条
没什么意思
这个网站很老了
啥玩意啊
不会英文整点其他的
哪有这么多免费，骗小白差不多
所以我为什么要看预告片
两条弹幕
笑死网站根本打不开
谢谢，收藏点赞了
第二条
？？？？？？
吃灰去～
一堆弹幕
up牛
两条弹幕
我要预告片干啥？
不是免费的吗
预告片？？？？？
预告拿来剪视频啊！
VJshi免费个毛线
确定是托无疑了
预告片里的素材更集中更劲爆，懂了吗小朋友们
两条弹墓
这个是我经常使用的hhh
三连
抵制你娘的腿盗版，有的东西腾讯自己有版权吗？古典音乐他配收费吗？
和我一起去收藏夹吃灰吧！！！
666
两条弹幕
去我的收藏夹里躺着吧！
什么资源？
走了，走了，拜拜ﾉBye~
赞
好快的车车
两条弹幕
上车
不是我想要的反手一个举报
两条弹幕
torrentkitty
16达不溜的收藏，是个犭良人
两条弹幕
两条弹幕
看不懂英文怎么办？
预告片有啥用？
下次一定
散了吧，没你想要的
收藏了
很棒
劳苦大众就需要你这样的引路人
正 经
弹幕
芜湖
反手就是赞
表白站长素材网
干货
嗯
下次一定
哈哈哈哈
两条弹幕
一条弹幕
收藏吃灰
失望
两倍点赞数的收藏量   惹不起惹不起
看不懂
吃灰去吧
去吃灰吧
可以可以，收藏吧
有哲学吗？
这个很少有好看的，我搜到过很多次
两条弹幕
51talk
两条弹幕
卧槽
为啥都是英文网站
发了
两条弹幕
两条弹幕
这叫免费？？？
又是收藏吃灰
Steam那个？
聊天的嘛
已三连
两条弹幕
.
我不知道你们要预告片干嘛，但我需要
发两条弹幕
.
两条弹幕
以下为up主，要的“两条弹幕”
两条弹幕
666
sai选
去收藏夹吃灰
发个弹幕
弹幕
到收藏夹吃灰吧
两条弹幕
再免费送你们一条
两条弹幕
两条弹幕
图片
l两条弹幕
我买了给网会员
这和我想的资源不是一回事啊
91
5
两条弹幕
两条
收藏超过点赞两倍了
两条
你什么意思
辛苦了
看都没看完，去收藏吃灰去吧
两条弹幕
吃灰去吧
这个贵得一比
我想要那种………啊…的网站
已点赞
我在这里发了一百多张照片了~
两条弹幕
第二条弹幕
up不用谢
wallhaven有那些你们想看的图片
xmind可还行
去我收藏夹吃灰了
牛壁
Wallhaven是真的好用，推荐
吃灰
腾讯执法部门表示很痛心
51ppt需要付费成为会员才能下载
mp3也很好
完美
我要的是电影，不是预告片
79.9万的播放，20.5万收藏
大家想想自己为什么会点进来
第二个弹幕
收藏比点赞和投币加起来还多好几万系列
两条弹幕
收藏
好啊好啊
我经常用!
谁说的51要付费??，我大学一直用的51，全免费下载，种类可多
两条弹幕
可以可以
爱你
这收藏数就离谱
免费？
两条弹幕
感觉是广告贴呢？
收藏比点赞多（真实）∠( ᐛ 」∠)_
两个弹幕
.
都下载壁纸去了？这就没人了？？？？
属实卑微了
？？
已三连，谢谢贴心又帅气的up主
两条弹幕
两条弹幕
感谢分享
好耶好耶
优品确实可以
你这是让我玩免费游戏别充值吧
发弹幕
两条弹幕
已点赞收藏
这个很贵 资源量还行
不错
保护
你币有了
我缺的是这种网站吗，我明显缺的是那种网站（手动滑稽）
嘻嘻第一次发弹幕哎
两条弹幕
两条弹幕
51CTO
你币有了，收藏夹吃灰吧
币还我，说好免费的
我直接下载你整个视频吼吼
33不行
欲上其车 必承其重
666a
Vj师素材好贵
借你吉言
这个网站可以输中文的
up主用心了，一键三连了
字体！
如你所愿
两条弹幕
freepik我每年都买会员，轻量使用者很够了
你教我白嫖，我让你知道我学的多好
收费收费
这个价格很贵好吧
三连
麻烦举报
好家伙，23万收藏
到收藏夹吃灰去
我一般用第一PPT
红红火火恍恍惚惚
啊有我想要的那种资源吗
两条弹幕
下次丕定
三连了三连了
搜日文快不快，，
两条弹幕
良心
两条弹幕
三条弹幕
两条弹幕
我要的是这个
两条弹幕
昂好
两条弹幕
两条两条
三联了
孩子说很好用
我下载绘本都在第一PPT
预告片？
我都有能直接看的软件啊
2个弹幕
随着年龄的增长，时间就是金钱，越来越发现，免费的才是最贵的，
两个弹幕
正经的？吃灰去吧
一定一点
白嫖香
吃灰去吧
感谢
如你如愿
两条弹幕
这些网站的东西有版权么？
两条弹幕
两条弹幕支持
第二条
这是托吧
这次一定
哦，我就说看看后面还有多少人
没听懂 没听懂 没听懂
你有点贪啊
。
。
。
收藏两条弹幕
第二条
两条弹幕
两条弹幕
举报就行了
两条弹幕
哈哈哈
两条弹幕
太强了
有没有不正经的（doge
联了
两条弹幕
发了
外网的网站都需要注册登陆后才能下载，有两个需要成为会员，不是免费的
阿里巴巴那个也只支持英文搜索？
高清！！！
两条弹幕
两条弹幕
??????????
爱给网一直用
干货，三连了
好耶
一袋一袋
预告片有啥用？ 我直接豆瓣看不行吗
6
白嫖失败 币给你
我爱你，你爱我，蜜雪冰城甜蜜蜜
这个要钱
这个收费有点严重！
一条弹幕
收藏夹吃灰吧
两条弹幕
嘎嘎
第一ppt可能更好
两条弹幕
吃灰去吧
两条弹幕
两条弹幕
嘴是借来的么？急着还？
hh
两条
条弹幕  弹幕  幕
现在白嫖成为一种好习惯了吗？
51单片机
说好的免费呢？
一脸兴奋的进来，一脸失望的离开
迅雷VIP劝退
去吃灰吧
要money
国外能上？
66666
大型动作片
两条弹幕
支持
没人了b
还在
免不免费试试就知道了在这BB个毛线啊
两条弹幕
无需思考，遵循本性
