哈哈哈哈哈
666
第一第一！！！！
火钳刘明
6666  GENJI太牛了
先...放收藏夹一下吧
1
66666
刚发的第一
收藏=会了
趁热赶紧点赞！！
太牛了
想学AE很久了
genji辛苦了！
genji辛苦了！！！！
genji辛苦了！genji辛苦了！genji辛苦了！
眼珠子！！！！
眼珠子
1111
genji辛苦了！genji辛苦了！
哈哈哈翘屁股
扣完了，感觉很好，就是不知道谁把灯关了
666666
66666
三连了，你最棒
genji真棒！
承包空屏
吃灰吧
一个赞学一小时，我看看能不能学噶屁[妙啊]
他好像真的想教会我们ae
支持，genji辛苦了，好好护肝[给心心][给心心]
up up 我好爱[脱单doge]
先三连后收藏[
111
1
1
1
一个赞学一小时，我看看能不能学噶屁
genji加油！这个质量是真的高，就是更新速度
1
好家伙，内卷？
1
666
辛苦辛苦
你是不是在我家装了监控！！
谢谢up主，眼睛已经扣掉了
+
牛啊牛啊
三连了！
还有余温么
1
眼珠子
没错
进夹吃灰
Ae太难了，真的太难了，一点都不简单
我自学的PS，Pr，Ai，Ae，AU
1
到我的收藏夹吃灰吧！
牛啊
一定要学完这个课！
眼珠子
我要学特效找到好工作！
眼珠子
你再骂
去我收藏夹吃灰吧
包图网AE模板哈哈哈哈
学费已交
1
收藏从未停止，学习从未开始
？？？？？？？？？？？？？
我有一个梦想，成为秧歌star
我就不一样啦~我是真心来学哒~感谢UP主~~对您的感激之情犹如滔滔江水奔流不息~~~
这两个币就当交学费了，学不会回来扣up眼珠子
嗯，2个小硬币
这必须得投币支持
现在只有50个评论，火钳刘明
群里朋友特来助阵
UP主，谢谢你
一下子全看完了，坐等更新
一个赞学....十分钟！！！打工人太难了
进入，收藏，退出，一气呵成
心心妹儿也想学Ae[给心心]，三连奉上！
支持，genji辛苦了，好好护肝[
我：妈！我真的在B站学习！没有看番看游戏！^_^
加油
开始吧
去收藏夹吃灰
努力摳眼珠子
给给给
收藏=雪藏
1
1
太牛了！！！！
1
老规矩，先收藏
进收藏夹 等于 学会了
眼珠子
不容易
辛苦了
知我者up也
课程的简写是啥
牛逼
1
1
收藏夹吃灰去
收藏吃灰
1
#1
1
收藏了
必须学以致用
滚去吃灰叭！！！！
先三连再看
到位
到我收藏夹里吃灰去吧
等我真的看完再回来扣
你币有了
吃灰
当你的代码跑起来
1111
下眼珠子
进去吃灰去吧!
1
收藏，退出，告辞！
吃灰去吧！
进我的收藏夹吃灰吧
真实
给我的C4D插上翅膀！
学废up主
2.4万收藏1万赞是怎么回事╭(°A°`)╮
1
眼珠子
hhhhh
1
111111
收藏退出
眼珠子
1
明年此时再见
啊这 1
看都没看 直接就收藏了
111111
滚进我收藏夹里吃灰去把
1
去收藏吃灰吧
111
我要睡觉！
1
1
进来 收藏 拜拜
11111
1
进收藏夹吃灰
在，摄像头拆了吧，没意思
点进来，收藏，退出
1
眼珠子
1
1
眼珠子
大脑:学费了。手：你放屁！
源氏可还行
1
眼珠子
肚脐眼
1
1
去我收藏夹吃灰吧
我在蹲厕所
1
一眼珠子
会用是会了，电脑撑不起呀
你把摄像头拆了！
哈哈哈哈哈哈哈哈
加油
不留遗憾
掌握技能我能行
收藏从未停止，学习从未…… 不，今天就是要学！
之前有一个人是真的每天都在打卡完成的，我还连着几天去看，后来。。后来是我没坚持住
他好像真的想教会我们ae
他好像真的想教会我们ae！！
GENJI！！！！
励志，学习，收藏，吃灰＿基本操作
我就不一样啦~我是真心来学哒~感谢UP主~~对您的感激之情犹如滔滔江水奔流不息~~~
我就不一样啦~我是真心来学哒~感谢UP主~~对您的感激之情犹如滔滔江水奔流不息~~~
genji加油！这个质量是真的高，就是更新速度
genji加油！这个质量是真的高！二刷了！
三刷了
币给你了[脱单doge] 但是还是请你到我的收藏夹吃灰吧！
币给你了 但是还是请你到我的收藏夹吃灰吧！
666
励志，学习
真的是非常非常良心的公益课了！
收藏从未停止，学习从未……
学不学那是能力问题 但不收藏 这就是态度问题了
啊这，我之前真去学了pr和ps
收藏=学会（去我收藏夹吃灰吧）
真不错
真想
真香！
做免费课程不易
牛逼牛逼
GENJI牛！！！！！！！！
太给力了！
谢谢！
756再看你们好
856在看你们好
554个小伙伴你们好
笑死 264人投票
收藏了收藏了
666
针不辍
GENJI太牛了
表白！！
加油
一直在收藏，从未开始学
资本不同意
吃灰去
"才三集吗, 这么少?"
很难不支持
三连好了 就关掉
摄像头？
11111眼珠子
我劝你不要说出来哈哈哈哈哈
眼珠！
已收藏
ae的插件回复什么内容啊，关注了找不到
眼珠子
辛苦了
计算机一级冲压
辛苦
礼貌提问：AE和EA game有什么关系
么么叽
下眼珠子
什么这竟然不是片头吗
冲！
三联了
吃灰吧
啊啊啊啊，一个月后我再回来看我学到了哪里
新的风暴已经出现
米奇不是穿的背带裤吗？！
收藏没用系列
收藏夹又多了一个吃灰
收藏夹吃灰去
进我收藏夹吃灰吧
吃灰吧！
进收藏夹吃灰吧
收，走
是的
吃灰
冲！
1928年 米奇 儿童节快乐
进我的收藏夹吃灰去吧！
去收藏夹吃灰
下次一定
好用吗
这个视频好吗
进我收藏夹里吃灰吧
进我的收藏夹吧
我是坐马桶上
眼珠子
交学费啦
我踏马的真的扣了自己眼珠子。。去医院的路上
到我的收藏夹里吃灰吧
杰哥～不要啊～～～
这个开头，有点像狂阿弥
吃灰！
源氏辛苦了
你吗知道你有个孩子吗
建议输出
点赞，收藏，一气呵成
狂阿弥风格？
收藏先
进收藏夹吃灰去吧
我先来，收藏，退出
同四级考完看，加油
皮影戏拯救你
点个收藏，出去了
我希望我所学的知识到最后是开心而有收获的
为了梦想和給世界留下点东西
收藏了
已收藏√
收藏吃灰
牛逼
学费已缴
收藏夹吃灰系列
1928年？
快去收藏吃灰
一定要学会
创造奇迹
眼珠子
孟冬推荐
眼珠子
牛逼up！
干货啊太干了up
收藏，吃灰
滚进我的收藏夹吧
去我的收藏夹里吃灰吧
斜杆青年
虽然不知道是什么，但是收藏吧
收藏了
.Zzzzzzzz
藏，灰
从入门到放弃
吃灰去吧
进收藏夹吃灰吧
良心啊
辛苦了辛苦了
？头一次见学习视屏排名这么高
把摄像头拆了
根鸡
先收藏
吃灰吃灰
吃灰
收藏希望后台自动学会
Life is fantastic
日常吃灰系列
说错了，我现在坐在坐便器上，点了收藏，准备擦屁股时退出……啥时擦就看阿婆主的视频质量了
三连啦！！！
软件不难 思维和审美最重要
收藏吃灰去
精彩绝伦了
已经收藏了，准备退出
收藏夹吃灰
收藏夹满了
吃灰去吧
我不是，我在电脑桌前看你的视频
友情提示，看看这个up之前的教学，全部只有开头，全部烂尾
提醒一下，这个u的教学视频全都是只有开头，烂尾
源氏辛苦了！
眼珠子
收藏，吃灰
打工是不可能打工的！！！
先收藏了
为表谢意，收藏了
扩展知识面
我就看看，学是不可能学的
，
收藏夹吃灰系列
倪老师的作业视频剪辑 我包了
热门什么鬼。。
收藏
冰冰就是逊
进我的收藏夹里吃灰吧！（doge）
王根基？
先收藏
才不到一个小时，有啥不能学的
收藏夹里吃灰去吧
收藏夹里吃灰去吧
看到这么多收藏我就放心了
去做
美术作业拍广告的需要
吃灰
听到这反手就是关注
大家好我先马了
快点赞啊
 点 进 ——— 收 藏 ——— 退 出   一 气 呵 成
尴尬。。没币了
去我收藏夹里吃灰吧
谢谢
收藏>投币>点赞 就离谱
进收藏夹吃灰吧
总有一些视频想吃灰（狗头）
收藏从未停止，学习从未开始
学了pr才能剪片子做阿婆
眼珠子
为了星辰大海
你是什么？源氏？！
源老师哈哈哈哈哈
加油
眼珠子
打工是不会打工的
眼珠子
吃灰去吧
是你，源氏
声音好听
点开   收藏    退出  一气呵成 
点进来，收藏，再见朋友们
爱你up
我前对象专业学AE 老子要学的比他好 告诉她“loser is you
先进我收藏夹
到我收藏夹吃灰去吧(*￣m￣)
活到老，学到老
我他喵的还是半藏呢
吃层
去收藏夹里吃灰吧你！！！
努力不会徒劳
进收藏夹吃灰去吧
收藏夹吃灰
7w
吃灰吧
这就非常良心了
为了多学一门技术
不，我在蹲坑
眼珠子
快来收藏夹吃灰
这标题党，太逗了， 能学会我跟你信
吃灰
你就是跟机吧
一键三连，告辞
到我的收藏夹吃灰去吧
收藏从未停止
眼珠子
进夹吃灰
滚去我的收藏夹吃灰吧！
666
三连，告辞
免费支持！！
我在自习室hhh
关注已点
收藏夹 吃灰
收藏夹里吃灰吧
去我的收藏夹吃灰吧
投个币交个学费
吃灰
你就是 根基吧
吃灰吧！！热门！！！
收藏，退出
平时都白嫖的我这次必须三连了！
平时都白嫖的我这次必须三连了！~
平时都白嫖的我这次必须三连了！
平时都白嫖的我这次必须三连了！~
平时都白嫖的我这次必须三连了！~·
吃灰去
百粉变万粉，质量还是依旧的高
百粉变万粉，质量还是依旧的高！
不错，有资格进我的收藏夹
吃灰吧你
进收藏夹吃灰去吧
收藏，退出
look before you leap，andnever give up.
zj我们一定要好好的
眼珠子
我还叫源氏呢
已收藏  再见
b b b h
已经收藏到《吃灰去吧》收藏夹
已经收藏到《吃灰去吧》收藏夹
已经收藏到《吃灰去吧》全家桶收藏夹
一键三连加关注
三连表示感谢 太牛了
视频界面动态和设计也很好，赏心悦目了
哈哈
牛逼啊
视频界面动态和设计也很好，赏心悦目了
视频界面动态和设计也很好，赏心悦目了
视频界面动态和设计也很好，赏心悦目了=
做免费课程真的良心，支持
做免费课程真的良心，支持-
做免费课程真的良心，支持/
吃灰吧你
做免费课程真的良心，支持
看起来很用心
感谢这位王先生做的免费教程
眼珠子
我一定会学会AE
去我收藏夹里吃灰
进我的收藏夹吃灰去吧！
收藏从未停止动手从未开始
去玩收藏夹吃土吧
收藏，退出
收藏夹里吃灰去吧
先直接三连 过后再看
从入门到放弃
眼珠子
做教程辛苦
先放在收藏夹吃灰
一定学完
吃灰去吧
到收藏夹吃灰去吧
辛苦啦
好巧，怎么知道我今天刚下载AE的？
眼珠子
所有我看都没看就给你点赞投币了
眼珠子
很好
你就是根基吧
良心
为了找到喜欢的人
收藏了，我先走了
看都没看 直接就收藏了
up不是我不给三连，而是我没硬币了
吃灰去吧
收藏夹走起！！！
来了，滚去我收藏夹吃灰去
收藏吃灰
收藏了（手残了）
迪士尼版权警告！！！
乘风破浪
去收藏夹吃灰
到我收藏夹吃灰去吧！
好的，我去套模板
吃灰吧！！！！！
眼珠子
我后来，收藏，退出
进我收藏家吃灰吧!
扣眼珠？？
众所周知 学会和精通是两回事
吃土去吧
如收藏夹吃灰
辛苦了
王根基呗
你可真了解我
厕所看的
收藏夹吃灰系列
哇
6666666
进灰
必须三连
吃灰去吧
加油
10万了
收藏从未停止，学习从未开始
菩萨！！！
来我收藏夹吃灰吧
源氏？？
眼珠子
收藏
三连再看
收藏夹吃灰去吧
学会了就是人
我收藏了＝我学会了
吃灰去！
我坐着在（滑稽）
进收藏吃灰吧您嘞
我是漫画家
满怀希望所向披靡！
已经困了
收藏比点赞多
你监视我
王根基？
眼珠子
眼珠子
就好感动
收藏了，马上学！！！
收藏吃灰
眼珠子
辛苦了
去我收藏夹吃灰吧
我要悄悄学习，然后惊艳自己？
学会了就三连
良心
眼珠子抠瞎了，除了看不见其他都还好
1.。。
点赞，收藏，退出，一气呵成
关注一波，后面再看。
我相信我自己！！
去我的收藏夹里吃灰吧！！
直接奉上我的三连
点进来，收藏，退出，一气呵成
三连了！这次一定！
相信自己的才能吧！尽管相信就是了！
我会是真正全能的设计师
错了，我趴着呢
不要做梦了，你教不会我的
吃灰吃灰
眼珠子
为了未来！
眼珠子
有  pr不？？
我在下载 哈哈哈
动画生 表示那个我熟悉
这是米高梅动画片啊喂
赞过就是看过
扣眼珠子
？
夹吃灰
凿壁偷光，用心苦读
这可怕的收藏量
一个月学会
1.希望你不要不识好歹
好的，我会了，我要关了
不可能，绝对不可能
猜错了，我趴着。
吃灰吧
学了会痛苦但是不学更痛苦
我买不起那么多绿布主要是
眼珠子
三联了！感谢UP主
虽然我是老AE了，但还是三连了
yanzhuzhi
AE是什么
收藏从未停止，学习从未开始
ok收藏夹吃灰
吃灰去吧
吃灰区内容又变多了
进我收藏夹吃灰去吧
他好像真的想教会我们ae
他好像真的想教会我们ae
他好像真的想教会我们ae~
他好像真的想教会我们ae
在我家装摄像头了？？？
眼珠子 
我可能会睡着
收藏
夹吃灰
学习使我废寝忘食！！！！
收藏了，我退出了
已经收藏到《吃灰去吧》收藏夹
软件就是个工具，根据使用的人能权衡最终价值。
收藏夹吃灰系列 1
小小梦庵
开始了，肝啊
先吃灰去吧
chhuiquba
吃灰去吧
点赞，收藏，推迟
没，瘫在沙发上呢
我习惯白嫖
下眼珠子
要坚持住
先马一个
吃灰去吧
666
去收藏夹里吃灰
成为更优秀的人
卧槽我真的是躺在床上看这个
进我收藏夹吃亏吧
我在拉萨
.+
什么叫国际特效师啊
根鸡
先收藏为敬
三连了，再看
眼珠子
进我收藏夹吃灰去吧
*-*+
你需要治疗吗？
山有高峰  梦有海阔
先进我收藏夹
我要当设计大佬
666
6666
教练，我要学这个
收藏
132
123123
231321
到我的收藏家里吃灰吧
只要学不死，就往死里学
我想学AE！
到我收藏夹里吃回去吧
我瞎了。[疼]
去我的收藏夹吃灰吧
三连了
投币交学费
溜了下次见
笑死了 是我
买个新电脑，开干！！！
吃灰
成为引进AE达人
吃灰。。。
眼珠子
夹吃灰
必学完
1111
并不，在图书馆学习过程中摸鱼
吃灰系列+1
到收藏夹吃灰
我要赚钱，做鬼畜大佬
I need healing
点个收藏，再见
先一键三连，一定会听完的
眼珠子
你想教会我
学习
好了，去吃灰吧
加油
眼珠子
为了装逼技能  必须学下去
眼珠子
眼珠子
111
眼珠子
我直接三连
良心UP主
哼，不是，是为了上班在学习知识
收藏 吃灰
先撤了，有空再看
你的声音和内容 真的是教程里最好的
四连，关注，点赞，投币，收藏
眼珠子
根基
1111
下次一定
要改变啊！
收藏了
谢谢大老
冲冲冲
为了转专业一定要学会！
为了自己想做的事
1111
愿与时间不公做抗战
眼珠子
“收藏比币和赞都多”系列
吃灰去
打工人打工魂
你是根基吧
0
童年啊
卧槽刚躺下
眼珠子
我不想成为打工仔
1111
加进去，没领到资料
拼搏百天 我为有口饭吃
这是什么电影？
眼珠子
眼珠子
辛苦啦
其实一键三连啦
您
我一定要学会AE
眼珠子
11
医药费打一下
眼珠子
没有，我开着ae坐在电脑前
这个暑假，登上神坛
眼珠子
111
收藏一下，吃不吃灰看看以后的我吧。
这个人在试图教会我。
这是我的故事，我的坚持
没电脑 
点赞投币收藏吃灰一条龙~
看起来很有趣的样子~
进收藏夹吃灰把！
眼珠子
眼珠子
收藏从未停止  行动从未开始
眼珠子
等待着弃坑的我回来哭
高考完了也要充实自己
眼珠子
看到标题我以为是学术英语
11
眼珠子
眼珠子
太可爱了哈哈哈
然而我的AE只会套模板
?
我想当阿婆主
我是如何浪费2分钟的。。
这收藏量该死的离谱
!1
重播一遍   只为了一键三连
灰
加油！
别人可以的，我也要会！！！
只为完成自己的理想
认真学，做出想要的作品
22222
下次一定学
我要成为海贼的男人
我要成为海贼的男人
收藏等于学过了
码一下
有志者事竟成
啊 你按摄像头在我家了？
哎 跟着ak我也没学会ae 跟着灰猩猩我也没学会c4d
老子以为要讲米奇的历史
现在的努力都是为了以后和雯雯
进我的收藏夹里吃灰吧！
虽然我不用，但是还是给你两币。加油&谢谢
学完后，一定要制作一个优秀的特效
首先要下载一个ae
眼珠子
真不错
去吃灰
你觉得我可以学会？
然后呢
我也没学会啊
学学看
宁可枝头抱香死，何曾吹落北风中。
眼珠子
这次一定，实战
要捍动我的梦想
"噫，我什么时候收藏的,-)"
眼珠子
学习，成长，加油！！
学费已交
下眼珠子
已三连
收藏，退出
进收藏夹吃灰吧
去收藏夹吃灰吧
吃灰吃灰
眼珠子
你说对了
收藏
所以啥是AE涅？
预言家，刀了刀了
先赞后看
1111
眼珠子
眼珠子
olaolaolaolaolaola
来我文件夹吃
为了梦想我来我来
眼珠子
吃灰吧
干翻好莱坞dog
三连啦
硬币是负数只能点赞了
成长！！
woc
先三连一下，吃灰去吧
脚丫子
太酷了
加油！解锁钞能力
辛苦了！
眼珠子
吃灰吧
I 'm free
收藏  退出
3
‘？p22111
那三连都不交那岂不是更值？
收藏
必拿下
吃灰去吧
三点几了 饮茶先啦
眼珠子
眼珠子
111
我要学AE
眼珠子
吃灰吃吹
进收藏夹吃灰吧
感兴趣，来学一下
建议b站收藏自动点赞
去吃灰吧
a，阿婆主
眼珠子
不敢有没有学会一定要回来回我！
眼珠子
1111
笑死，居然想教会我
眼珠子
学下去
眼珠子
眼珠子
芜湖！
过去的25年里我一事无成，那么现在就加油学习。只问耕耘，不问收获。
白嫖吃会应该没事吧
111
眼珠子 眼珠子 眼珠子
哈哈哈哈哈哈
呀耶！冲啊！
眼珠子
步履不停
做个动画
我想学特效
怎么说 明天六点就要交一个作业我现在必须得学了
收藏了就等于我会了
我要看完学完
扣
扣
爱了
愿现在年轻的自己，不会到老了而失望
吃灰
牛逼
躺在椅子上
不要浪费自己的青春
占坑支持！我觉得公开课在形式上一定要比付费课做的好。付费的价值其实是不方便公开讲的行业信息和系统化的社交价值。公开课拼的是知识本身的含金量。
必须三连  良心UP主
然鹅点赞只有十万（）
争取做个有技术含量的动漫剪辑
多学一样技能，升职加薪2K~不轻易被时代淘汰！！
源氏
加油，你一定能学会的！
这次一定！！！
—— 先吃灰为敬 ——
弹幕笑死
直接收藏得了，走吧
眼珠子 抠掉
眼珠子
111
吃灰
眼珠子
眼珠子
已吃
111
本来就会 来进修 应该能坚持hhhh
眼珠子
进来吃灰吧
1和眼珠子 哈哈哈
扣眼珠子
我发个气人的，除了PR有什么好用的视频剪辑软件吗？PR我这里不是很稳定。
为了生活，为了未来
眼珠子
我花一万多报的班是不是亏了
眼珠子
真的很不错收藏了
我不一定学会AE，
眼珠子
眼珠子
谁借个眼珠子给我扣
眼珠子
好耶
眼珠子
眼珠子
看完这个视频
这也太夸张了吧
眼珠子
进收藏吃灰去吧
前来自学
在座的弹幕简直【嗨到不行】
7号前看完一遍
交学费啦
眼珠子
扣眼珠子
为了上流！！！
ADC
但是
2021630
来收藏夹吃灰吧
我要剪片子做社畜
111眼珠子不可能抠
靠 我真的在床上躺着
眼珠子
很好啊，收藏夹吃灰吧
冲!
眼珠子
你猜错了
眼珠子
加油，学会了就很牛批
收藏夹见
眼珠子
爷要成为大佬！
眼珠子
眼珠子
眼珠子
学完滚去工作
希望学完之后能够变得更加优秀！！！
我要杀回武汉！！！！！
为了8千！
眼珠子
加油少年，成为一个温柔的人
居然有人敢说能教会我
人话：416天零16个小时
dd
眼珠子
眼珠子
人取我弃，人弃我予
我必学成归来
※该努力了
加油加油
对工作有帮助
眼珠子
我要变得更加优秀
收藏就是我会了
这些封面特效就很用心
为了过我想过的生活而不断学习~
眼珠子
眼珠子
yanzhuzi
4
眼珠子
牛牛
为了自己，好好学下去
眼珠子
错！我电脑已经打开AE了
加油加油
