哈哈哈哈哈
为什么选择学AE
眼珠子
群主你好我来认真学习AE了，上课全部素材请问怎么获得，每次一个个下很麻烦
我要成为ae大佬!!!
学习
不成功便成仁
必须完成
眼珠子
让自己能够有能力创造自己大脑中的故事
为前女友做一个“生日礼物”
我爱你
收藏从未停止，学习从未…… 不z今天就是要学！
收藏从未停止，学习从未…… 不1111今天就是要学！
眼珠子
勤勉多岁月
等我学会了再回来
他好像真的想教会我们ae
他好像真的想教会我们ae！！！
眼珠子
我眼珠子不见了，谁看见了
只为学会剪个动画快剪！冲鸭
我想做出能让我热血沸腾，反复回味好久的剪辑!
有没有ae  pr软件的啊  哥哥帮帮我吧 好人一生平安
我王多鱼投了两个币
因为我自己
加油加油，为了自媒体
眼珠子
眼珠子
拿来吧你
有部叫《世界尽头从零开始》的动画不久将诞生
眼珠子
支持
奥里给 干了兄弟们
把喜欢的事做到极致！！
眼珠子
眼珠子
冲冲冲！
nb
不学完，老子倒立吃耙耙
眼珠子
收藏等于点赞加投币的总和
想给伯远做好看的视频！
眼珠子
欧蕾哇劲夫，欧蕾哇是这个世界终结者
救命我怕我看睡着
眼珠子
希望看完课程我可以不用再跟别人说“爷不会”了
现在的学习是为了以后的自己！！
其实猫和老鼠是米高梅的
报道
一定要学完！！！
眼珠子
眼珠子
我没有！
希望别被饿死。
眼珠子
到我收藏夹吃灰吧
一定要成功 
眼珠子
加油
？？？？？？？？？？？？？？？？？？？？
吃灰去吧你！
快学吧，要不然时间又过去了
哈哈哈哈哈哈要成为励志区up主呀！！！
我一定成为大佬
太贴心了
做视频
眼珠子
11
爷要一代金十红丝路赤兔军爷！
眼珠子
我头发太多了
我爱你
学tm的！
我要成为MADer！fighter！
牛逼
蓦然回首
过自己想要的生活
已三连
眼珠子
眼珠子
眼珠子
两个硬币获取教程
两个硬币获取教程
眼珠子
连电脑都没有的我该怎么学呢
10天！
54
眼珠子
学，无止境
你就是genji把
这个教程也要学完
去中传 去央视
眼珠子
61个兄弟  你们好啊
眼珠子
'‘’‘’‘’‘’】‘
坚持！
新手村开始了！！！
AE是啥
成为百万up
你币有了
每次都是半年
眼珠子
。
下次一定
眼珠子
自己所热爱的事物，必须以百倍的努力方能不负心中之志
辛苦了
打卡大卡
111
没有！我在一边煮面一边看~
眼珠子
眼珠子
眼珠子
学完以后做手书
我！橙子！一定学完回来打卡！！！
无限进步！
我瞎了
为了梦想，为了生活，加油，陌生人和我
学会了好好干科普
眼珠子
眼珠子
眼珠子
拼搏白天，我要当b站百大up
我一定能找到一份自己满意的工作的！
真心感谢
眼珠子
眼珠子
为了那个曾经辜负的自己
我想配得上他们天天叫我剪辑大佬的称号
学完一定回来打卡(^o^)／
出走半生 归来人仍是少年
我想把快乐传递下去
yanzhuzi
眼珠子
眼珠子
眼珠子
加油加油加油一定要学完
加油认真学完，忘掉她！
已经学会pr，再来学AE
我励志学习AE！成为班上技术人员！
下次一定
暑假学完
11111111
完善知识体系
米高梅
两天我要把这点视频看完，
bjyxszd
0.00.0
奖学金！！拿来吧你
吃灰 啊
眼珠子
眼珠子
眼珠子
眼珠子
加油！别让别人赚到你的钱！
希望能坚持学下来
希望自己能够更快上手这个行业
给了给你
来了
眼珠子
听Up主的声音我还以为是技术姐呢2333
开始学习！
believe
ʘʚʘ
眼珠子
爱了爱了
爱了爱了
已收藏
一定要坚持下去！
打卡第一天
冲啊，成为最牛逼的人
拿下
辛苦了
眼珠子
眼珠子
用ae搞钱！！！！！
眼珠子
一个星期学完
加油！
有基佬开我裤链
眼珠子
留下足迹！
我希望我自己能忙起来，再见
一定要学会啊!
吃灰吧你
收藏夹吃灰吧
老子这回一定要学完！
up辛苦了
学到这儿啦~
“梦想”
三连是什么意思啊
我必学会
加油我行的！
希望看完之前能睡着
眼珠子
跟上笔老师的步伐
眼珠子
扣眼珠子
眼珠子
看个教程也能遇到胖姐姐？！
眼珠子
为了二次元
我要学会这些！
今天上午学完一半
希望你不辜负这个课程，嗯
扣眼柱子了
没办法现在开始学
眼珠子
夹吃灰
下眼珠子
占领银河系！
眼珠子
映心re，上！
已三连
眼珠子
2个硬币交学费
眼珠子
收  藏  区  up  主
我发誓完成，完成了做mad
*我做东方鬼畜音mad，好吗*
辛苦了
想
为了生活！！！！！！！！！！
想学C4D，AE是基础
一定一定要好好学，多一门技能多一条路子！
没有，我开着电脑拿着笔旁边是课堂笔记本
眼珠子
现在马上21w赞了
AE需付费，而你最良心
眼珠子
眼珠子
眼珠子
三联
为了美好的未来
眼珠子~
眼珠子
眼珠子
书山有路勤为径，学海无涯苦作舟。
势必达成
用AE做出高质量立体投影效果
牛！
这画质绝了
工作需要、。。。。。
眼珠子
眼珠子
有枪不用和没枪用不了不一样
靠技术恰逢
眼珠子
眼珠子
.
我一定要把我家北极圈支棱起来
从入门到入土（dogo）
眼珠子！
眼珠子
做完第一个特效了吗
眼珠子
眼珠子
塞拉斯蒂亚保佑我学会ae！
做好静止系就算成功
我想成为全能设计师
软件一天会 入行一天废
我一个下午看完
没错是我了
我想成为大佬
学费已交
眼珠子
熟练掌握
眼珠子
一个小时就能学会 必须马上学啊 放什么收藏夹
眼珠子
我要做鬼畜！！！！
"md,上课睡着了作业不会做，看个教学视频搞得我热血沸腾"
加油！为了一刀！
加油，伞兵！
收藏从未停止
73人正在观看
眼珠子
666
米娜桑！这里是Genji的某笔记狂魔！你可以在这里找到还不错的笔记哦~
我要白嫖！
我要学会，我要成为大佬
赚钱！
追上她！
眼珠子
我一定要做一名视频后期师！
我要做鬼畜!
成功保导！
眼珠子
老子要全部学会
一定
抱歉买不起设备
眼珠子
我要加油
我无敌
眼珠子
眼珠子
深海
眼珠子
7
眼珠子
拼搏白天，我要当太空人
眼珠子
塔塔开！！！！！
眼珠子
不不不，我坐在宿舍桌子旁，开好AE了
为什么我现在才发现这个nb课程
我有一个梦想
三连了！
动画换百大
自带1.25倍速
眼珠子
希望可以坚持下去，加油
我正要点收藏来着
眼珠子
加油 每天学习互助小组打卡
眼珠子
加油学会
我之前都没看到这收藏完就退出了。
眼珠子眼珠子
眼珠子
想做出属于自己家oc的异能cg！
TMD，老子英雄儿好汉，扣眼珠子吧
眼珠子
不会？没关系啊都不会啊 我可以学！
ae能做很多好玩的，给俺学！！！
我要做出自己的动画
好耶
我怎么看不到了
眼珠子
我在大便！
不成功，便成仁
眼珠子？
课程简写是啥
用美好创造美好
AE 大师就是我
我要在伊蕾娜生日祭上发一个有模有样的MAD
冲！
加油！一定要装到！
眼珠子
一定一定要加油！！！！
抠眼珠子
加油！
加油，今天一定要学会
nb6666
gam
必拿下
你猜错了
坚持吧，为了自己，为了自由
为了变nb
眼珠子
Lich:还没开始，但我已经开始。
上课摸鱼
眼珠子
我要当大佬
求进群
她在学，我焉能不学，作为一个励志要谈恋爱的男人，这只是开始
学了就能做好看的手书！
我在用电脑
YANZHUZI
三连了
眼珠子
眼珠子
眼珠子
为了手书！！！
我要成功
眼珠子
眼珠子
做出高质量剪辑！
加油加油，大学四年不能荒废
AE是什么呀
加油！
我要挣大钱！
大眼珠子
做自己小说的pv！！
加加加加加油
什么？我已经收藏过了？告辞！
学会他
steamboat Willie
技多不压身，成为大佬
得劲
死亡如风，去死吧孩子
眼珠子
为了姚坤莉，为了能做出独属于我们的视频，加油！
jiayou
卧槽，选购！
眼珠子
眼珠子
细胞你绝对可以！！奥利给！！！
辛苦了
6666
成为动画人
眼珠子
3天，加油吧
为了我的二次元老婆
yanzhuzu
GENGJI帅哥辛苦了！
到我收藏夹里吃灰去吧
收藏夹里吃灰去吧
闹着玩扣眼珠子？
用ae帮助自己
做一个强大的人
扣自己的眼珠子吗
好好努力，远离XX
成为你不敢成为的人
我学完后一定回来打卡
扣眼珠子
眼珠子
眼珠子
眼珠子扣下来了，怎么装回去，在线等，挺急的
学习表达的艺术，为了我们的星辰大海
不学完就卸载b站
眼珠子
为理想添一把火
眼珠子
？？？
加油！
总有一个技能是底气的一种
赔我眼珠
不 我正坐在电脑前准备上课呢
坐在马桶上
眼珠子
爱了 爱了
为了老婆！
辛苦啦
我要剪AMV
艾欧尼亚，昂扬不灭
提升技能，赚钱
支棱起来！！
不不不我在图书馆看你
有钱就充电
我会努力学习的，为了称为大up主！
眼珠砸
必须关注！
躺在床上是真的 在看也是真的
眼珠子
眼珠子
可以自己赚钱
这辈子一定要学会AE
学好动画加油！！！
眼珠子
吃灰去吧
宝藏阿婆主
学无止境！！！
学会回来打卡！加油！
良心视频
为了发弹幕去答题转正表达的对up主的感谢
眼珠子
眼珠子
眼珠子
猫和老鼠好像是出自华纳的
感谢
学！
为了自己，加油！努力！
眼珠子
我要做我圈粮仓！！
嗯，加油，早日完成校报的作业
老师好，我是罗同学
一切为了生活
眼珠子捏
学成归来
为中华之崛起而学AE！！！
明天要交作业，今天开始学习
我怎么瞎了
交学费。
哈哈哈哈哈
