那么健康那么年轻，就这样变成了一盒骨灰，好难过
肃然起敬
致敬‘’
致敬
致敬
致敬
致敬
敬礼
致敬
点错了，三连
致敬
致敬致敬
好难受
致敬
致敬
泪目
呜呜呜太伟大了，致敬
致敬
致敬
致敬
向英雄致敬
致敬
致敬
泪目
致敬
致敬
致敬
致敬
致敬
致敬
哭死了
致敬
先投为敬
1
哭死了
致敬
致敬
致敬
向这群最可爱的人致敬！
致敬
我讨厌流量明星
致敬！
英雄
致敬
永远不忘！
泪目
致敬
致敬
致敬
这是我们的后浪
致敬
致敬
致敬
崩了崩了
致敬
致敬
致敬
真英雄从来没和我们要过什么。你出道的哥哥算什么？
三连致敬
致敬
和平时代永远的英雄
这是定要致敬的！致敬英雄！！！
敬礼
炎炎夏日，肃然起敬
我希望你们每一个人都好好活着！
天呐…
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！！！！！！！！！！！！！！！！
致敬
致敬
致敬
致敬
致敬
致敬！
致敬英雄
致敬
致敬英雄
天呐！
致敬
致敬！
感谢！
追星只追五角星
致敬英雄们
致敬!!!
致敬致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬！
致敬
致敬
好心痛
感谢，向您致敬
致敬
先救队长的是对越反击战
都是年轻人阿
致敬
点错了
致敬
致敬
爆炸的企业负责人有张睾离背景
看得人想哭，致敬英雄
致敬
致敬
致敬
致敬
致敬
致敬英雄！
致敬
致敬
致敬
致敬
致敬
敬礼
致敬
谢谢
致敬英雄
致敬
致敬
致敬
我们自己也要注意，不要给他们找麻烦，致敬
英雄不朽
致敬！
致敬
致敬
致敬
娱乐至死真悲哀  
致敬
致敬
致敬
致敬！英雄们！！！
全体成员！！！！敬礼
致敬
他们有一个共同的名字 人民子弟兵
致敬！
致敬默默保护我们的英雄们！
这位英雄的名字叫顾金海！
致敬
致敬
致敬
致敬
对不起我看不下去了，太难受了
致敬
致敬
致敬
致敬
致敬
致敬
永远的英雄
致敬
致敬
捧着战友骨灰盒的一直在憋着哭
致敬
呜呜致敬
致敬
致敬
致敬
什么叫不配，什么叫配得上
致敬
向所有英雄致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬
泪目
致敬
很多企业堆放易燃易爆物都不合格，起火的时候就支支吾吾不肯说，导致二次爆炸，进去就回不来
谁知道企业家是不是故意堆叠货物的，
致敬
致敬
致敬
泪流的不停
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
这是最可爱的人  致敬
致敬
致敬
致敬
致敬
致敬！
致敬
敬礼
致敬
致敬
新闻头条不应该是那些明星
致敬
致敬
致敬
致敬
致敬
愿世界和平！不再有灾难战乱
致敬
相信天堂么？可以介绍你认识
为英雄呐喊！！
致敬
哭了
致敬
致敬
致敬
致敬
天哪。。
致敬
致敬
致敬
致敬
致敬
敬礼
我们要好好珍惜现在的生活，都是他们换来的
更先进的技术和装备保护他们
致敬
致敬
致敬
致敬
致敬
上惟忠，能次之。下为实，术次之。不明其心，厄之难止
致敬
致敬
致敬
投币投币了
致敬
致敬
致敬
致敬
致敬
致敬
欢迎回家
致敬
致敬
致敬！
致敬
致敬
致敬
致敬英雄
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
我哭了
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬！
致敬
晚安，勇士！
致敬
致敬英雄！致敬最可爱的人！
致敬
致敬
我的鸡皮疙瘩啊
致敬
致敬！
致敬
致敬
敬礼
天津二次爆炸死了一个消防队，留了一个请假的是吗
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
这眼神震慑心灵
致敬
致敬
致敬
敬礼
致敬
英雄永不过时
致敬！
哭死我了
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬消防员
致敬
致敬
致敬！！！致敬！！！！
致敬
致敬
致敬
2
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
先救队长这个是战场实拍 没有任何艺术加工成分 就是真实画面
致敬
中华儿女多奇志
致敬
致敬
致敬
希望饭圈的多看看
致敬
致敬
能有今天的美好生活全都是有他们的存在，敬礼！！！
致敬
致敬
致敬
致敬
致敬
致敬
向英雄致敬
致敬
致敬
好
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄！
致敬
向英雄致敬
致敬
致敬
致敬
泪目
致敬
致敬
致敬
致敬
致敬
致敬
太难过了
致敬
谢谢
致敬
天津塘沽那时候牺牲的更多
致敬
致敬
致敬
致敬！
致敬
致敬
致敬英雄
致敬
你们是最可爱的人！
三连了
致敬！！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
谢谢你们，致敬
致敬
致敬
致敬
致敬！！！
尊敬
何为明星？这才叫明星
泪目
致敬
致敬
致敬
.
致敬最可爱的人
致敬
致敬
致敬
感恩，致敬！！！
致敬
致敬
致敬
致敬
破防了
致敬！
致敬
致敬英雄！
老兵不哭‘敬礼！
致敬！
致敬
谢谢你们，保护我们国泰民安。敬礼
致敬
致敬
致敬
致敬泪目了
致敬
致敬
痛心
眼泪哗哗流
致敬
哪有什么岁月静好，只是有人为我们挡着 
致敬
致敬
致敬！
致敬
致敬
英雄永不消逝，他们英魂在守护者我们
致敬
致敬
致敬
想起外国一部电影，也是救山火全队消防员牺牲。山火太可怕了
致敬
致敬
致敬
致敬
哭了
致敬
致敬
致敬
我先撤，看不下去了
致敬
致敬致敬
致敬
致敬
致敬
致敬英雄！
致敬
致敬
泪目
致敬
致敬
致敬
致敬！人民的英雄
致敬
致敬
致敬
致敬英雄！
致敬
致敬
致敬，泪目
致敬
致敬
致敬
致敬
致敬
哭死我了
1
致敬
致敬
致敬
致敬
致敬英雄，一路走好
致敬
致敬
1
致敬
致敬
看哭了
致敬！
致敬
致敬
致敬
致敬
致敬
待我成尘时，你将看到我的笑
致敬
致敬
致敬英雄
致敬
致敬！
致敬
致敬
致敬
泪目
有的人死了，他还活着
致敬
向英雄们致敬！
你们最棒 致敬！
致敬
2222222
致敬
致敬
致敬！
致敬
我的天这个眼神
致敬
致敬
致敬
致敬
去看下蓝色防线
致敬
致敬
致敬英雄
这位士兵和他的队长都牺牲了......
致敬
致敬
致敬！
致敬
致敬
致敬！
致敬
致敬
致敬！！！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬！英雄1永垂不朽！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
我哭了，你们呢
致敬
致敬
致敬
致敬
致敬
李瓒
致敬
哭了
跨越了生死的这份信仰，他们是最帅气也最值得敬佩的英雄
致敬
致敬
致敬英雄
致敬
致敬
致敬守护我们的英雄
人民英雄永垂不朽
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬
致敬
致敬英雄
致敬!
致敬
致敬
致敬
致敬
致敬！
致敬
英雄
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬致敬英雄
致敬英雄
我要这币有何用？
看不了这样的视频~~太伤心~~~
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
放个司马投票挡着干啥？
致敬，愿永远没有伤亡！平安归来！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
泪目
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄，这些英勇的战士才是真正的偶像，而不是那些所谓的流量明星
眼睛进原子弹了
此致     敬礼
致敬
致敬
致敬
铭记
致敬！
致敬
致敬
年纪大了。。。不敢看。。。
致敬
致敬
致敬
致敬
我能不能一次全部给完？
致敬
致敬
哪有什么岁月静好，只不过有人替我们负重前行，泪目
致敬
致敬！！
致敬！
致敬
致敬
08在看呢，前面的看不起谁
致敬
致敬
致敬
致敬英雄
致敬
破防了
致敬
谢谢你们
致敬
一路走好
致敬
致敬
致敬
这盛世被你们守护
致敬
致敬
致敬
致敬，我的偶像
谢谢你们 致敬
致敬英雄
致敬
致敬
最可爱的人
致敬
致敬
致敬
致敬
国之脊梁
致敬
致敬
致敬
致敬
将真的，我现在都不知道该说什么，我只能说：“英雄永存！！”
致敬
2021即将入伍的前来报到
致敬！
致敬
致敬
致敬！
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
走时红花戴身  归时国旗护体  致敬人民的子弟兵
致敬
致敬
致敬
好感人！！！！！！！
啊！！！！！！！！！！！！！
致敬致敬
看不下去了….人老了 泪太多了
BGM：周深 和光同尘
致敬
致敬
泪目
老了看不了这些
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
对越反击
致敬
我就问哪个明星有这些人一半帅？
致敬
致敬
致敬
致敬
致敬！
有哦
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
这才是真正的英雄
致敬
致敬
泪目好几次了啊啊啊
致敬
致敬
致敬，这眼神！
致敬
致敬
致敬
致敬
致敬
看的很难受
致敬
英雄回家啦
这踏马不比明星流量爱豆热血
欢迎回家！！！！
致敬
致敬
致敬！
致敬
致敬！
致敬
谢谢你们
三连有了
致敬
致敬
致敬
英雄不朽
致敬
致敬  致敬  致敬
致敬
致敬所有的英雄！！！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
这个前辈真男人也！
致敬！
致敬
所有人都在背向灾难逃跑，只有他们在面向灾难前行！致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬致敬致敬致敬
致敬！！
致敬！！
致敬中华儿女的中流砥柱
致敬！！！
致敬
致敬
看不了这种，眼泪停不下来
致敬
致敬
我先不看了，周围人太多了
致敬
致敬
致敬致敬英雄
致敬
致敬英雄
致敬
致敬英雄
致敬
致敬
致敬
致敬
致敬
致敬
人民英雄
致敬
致敬！！！
致敬
致敬
三连了
眼泪啪嗒啪嗒往下掉
致敬
致敬   铭记
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
唉。。。天津港太惨了。。
致敬真正的英雄！
致敬   
致敬
致敬
致敬
英雄
致敬
致敬
致敬！
致敬最可爱的人
致敬
泪目
致敬
致敬
致敬
致敬
致敬
致敬
英雄回家，致敬！
致敬
致敬
致敬
致敬
致敬英雄
致敬
感谢 致敬
致敬英雄
致敬
致敬！
致敬
致敬
哪有什么岁月静好，只是有人替我们负重前行
致敬英雄！
1
致敬
所有英雄，一路走好
敬礼
是1向英雄敬礼
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
向英雄们致敬！
这才叫明星
致敬
致敬
致敬
致敬英雄！
致敬
致敬
致敬
致敬英雄！三连！
致敬
致敬
致敬
哭了
致敬
致敬
年级大了   看了满眼泪
致敬！！！
致敬
致敬
致敬！
致敬
致敬
越战
致敬
致敬
致敬
致敬英雄
他们心里得多难受啊
人民心中永远有他们
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬！！！！！！！！！！！！
我直接泪目
致敬
致敬
致敬！
致敬
致敬英雄
致敬
致敬！
致敬
维和部队
致敬
致敬
致敬
致敬
致敬
致敬，鞠躬，感谢您们，为了我们负重前行
心之所向，必至
我哭了   我是33岁的男人啊
致敬
致敬
心疼，谁不是父母生养
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
谢谢你们
致敬
致敬
致敬
致敬英雄
致敬
致敬
致敬
致敬
致敬
我弟弟也是18退伍
致敬！
致敬
致敬
致敬，英雄
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
我02年的，这才是大家该追的星
致敬
致敬
致敬
为什么这些英雄的工资缺没有那些戏子的零头多？？？？？？
致敬
致敬
致敬
消防官兵真的很危险
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
泪目
致敬！
致敬致敬致敬致敬致敬致敬致敬致敬
致敬
致敬！！！！
致敬
送英雄回家！
致敬
致敬
这才是我们应该追的明星
致敬
致敬！！！
致敬
致敬
敬礼
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬
致敬
致敬
泪目。我们有什么资格不去珍惜生命呢
致敬
致敬
致敬！
致敬
致敬英雄!
致敬
泪目
致敬
1
致敬英雄
泪目
企业家为了400%的利润，敢冒一切的风险
堆叠货物有可能是为了省钱或省事的决定，图个方便却害命
致敬
致敬
致敬
致敬
致敬
中国人的脊梁
致敬
致敬英雄
致敬英雄
致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
天津人在这里，一想到那次曝炸，胆战心惊
致敬
致敬
致敬
致敬英雄
致敬 
致敬
08年的，这才是我们的星，不是那些唱唱跳跳的。
致敬
致敬
致敬
泪目
只有消防
中国人民解放军万岁
致敬                        致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
人固有一死，或重于泰山
致敬英雄
谢谢你们
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬！
岂曰无衣，与子同袍
致敬
致敬
致敬
致敬
没同甘共苦的不会理解那是多悲伤的事
哪有岁月静好 都是你们在守护我们
致敬！
致敬！
致敬
保护好自己
致敬
致敬
英雄
致敬
致敬
致敬
致敬
向英雄致敬
致敬
致敬英雄
心理治疗要跟上
致敬英雄
杨树朋我老乡！我们的骄傲
致敬致敬
看的感动，但是up主恶心老子
致敬
致敬
致敬！
致敬
致敬
向你们致敬，永远的神
致敬英雄！
感觉很心痛，每看一遍都是。致敬
致敬
致敬英雄！
致敬
致敬最可爱的人们
"吃饭刷到的,不知道怎么就吃了一嘴水"
明年在军营里的我们也要努力，因为这是中国人，也将会是中国军人
致敬
致敬
敬礼
致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬
致敬
致敬
致敬
那有什么岁月安好，只不过有人替你负重前行
致敬、
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
"国之强,致敬~英雄~"
致敬
平安
致敬
致敬！
致敬
致敬
致敬
流量明星 你们凭什么万众瞩目
致敬
致敬
泪目
致敬
致敬
致敬
致敬
致敬
敬礼
致敬
致敬英雄
致敬
向英雄致敬
致敬
盘它!
致敬
看不下去了
致敬英雄！
致敬！
致敬
致敬
致敬
英雄
致敬
致敬英雄
致敬
致敬！
致敬最可爱的人
致敬
这些人才是我们应该去学习崇敬的偶像！！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
热泪盈眶！致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬
追星只追五角星！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
要为他们高兴，这些人都是要封神的（泪目）
致敬
致敬
泪目
致敬
致敬！
致敬
致敬
致敬
致敬
曾经我也是名战士，敬礼
致敬
致敬
致敬
致敬
致敬
致敬
致敬
哪有什么国泰民安，只不过是有人在替我们负重前行
致敬
英雄
致敬
致敬
致敬
致敬
致敬
致敬！！！！！！！！
致敬
致敬
英雄走好
致敬！
走好
谢谢你们保护我们
真的好难过！真的泪目
致敬
致敬
致敬
致敬
致敬！
帅！
致敬
致敬
致敬
愿你每次执行任务都能平安归来！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄
愿世界再无用到他们的时候
致敬
致敬
致敬
啊，太难受了
致敬
致敬
致敬
慷   慨   赴   死
致敬
敬礼
致敬
致敬
致敬！你们是我们的英雄！！！
致敬英雄！
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
哭了
致敬！
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
所以我们记录下他们的面容，为了不让后来者面临同种困境
致敬
致敬
真的看不了
感谢有你们
致敬
致敬    致敬
这一个个的，都还是些孩子啊
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
这里面有个小鲜肉粉丝算我输
致敬
“啊！我手裂个口子 绷带！绷带！啊啊啊”
致敬
致敬
致敬
致敬英雄
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬!
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
眼睛有光！！！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
希望他们都能平安归来  如果不能  下辈子生在不需要有人牺牲的世界
致敬！
这种片子，就不敢看
致敬
致敬英雄
英雄走好
致敬
致敬
致敬
致敬
致敬
致敬
他们好帅啊
致敬
致敬致敬
致敬
致敬！
致敬
致敬英雄
致敬！
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄们
泪目致敬
致敬
致敬
致敬
致敬
致敬致敬致敬致敬
致敬
敬礼
致敬
致敬英雄
致敬
致敬
致敬！感谢！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
送英雄回家  敬礼
救命啊
咱们去盘它
致敬！
致敬
这哥们一辈子估计都不会忘  全中对就剩他一个电话员了
致敬
谢谢你们 我们的英雄
致敬
致敬
致敬
致敬
向英雄们致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
岁月静好 不是最可爱的人 在负重前行
致敬
致敬
致敬
致敬
致敬
致敬，致敬
致敬
致敬
致敬
致敬，英雄！
致敬！泪目.
致敬
致敬
致敬
致敬
致敬
请给消防员同志更好的！
致敬
致敬
致敬
致敬
向英雄致敬
致敬
致敬
魂
致敬
致敬
致敬英雄
先救队长
致敬
致敬
致敬英雄
致敬
致敬
曹，为什么
致敬！英雄
这句话 他的眼中
致敬
致敬
致敬
致敬
致敬
致敬，好人一生平安
致敬致敬致敬致敬
致敬英雄
致敬
致敬
致敬
救命！哭死
致敬
致敬
致敬
致敬
致敬！
2
致敬
一日为兵，终身为兵，，，若有战召必回!!
致敬
致敬！
致敬
致敬英雄
致敬
致敬
致敬
致敬
致敬！
致敬英雄！泪目！！
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄
天津那个存危险品的真的是太过分了
致敬
向英雄致敬
他们是英雄
致敬
和光同行
致敬
致敬
共和国脊梁
致敬
致敬
致敬
致敬
顾金海
致敬
致敬
致敬
致敬
致敬
泪目
致敬
致敬
致敬
致敬
致敬
那个礼仪兵憋的好难受，好想一起哭
致敬
致敬
致敬
致敬
致敬
致敬
这才是真正的明星
致敬
致敬
致敬
致敬
绷不住了
好好活着！努力工作！
对不起我看不下去了
致敬
致敬
致敬英雄
蓝盔
顾金海战士
和其光，同其尘
致敬
致敬
我崩了
泪目致敬
致敬！！！
00后报到
致敬
致敬，心怀
致敬
致敬
致敬
天津港那年，看到现场那个消防车，真的没忍住
致敬
最帅的人
致敬
致敬
致敬
致敬
致敬!
向英雄致敬！！！！
致敬
致敬
致敬
致敬！
致敬！！
致敬！！
致敬
致敬
致敬
致敬
致敬
致敬
兰州军区 蓝剑B，对越自卫反击战
呜呜呜呜
致敬
致敬
致敬
致敬
致敬
我心痛了
致敬
致敬
心情低落时候看到我人民子弟兵牺牲，我对不起呀们的付出。
致敬
致敬
致敬
1
致敬啊
心疼！致敬英雄们！
致敬
致敬
永远致敬为国家奉献的伟人！！！
致敬
致敬
泪目
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
心理创伤多大啊
致敬
致敬
如果有一天祖国需要用生命去守护，我会犹豫，但是不会后悔。
致敬
泪目
致敬
致敬
致敬英雄
致敬
致敬
致敬
致敬
致敬
致敬
致敬！！！！
哭死我了，致敬英雄！  类目
致敬英雄！！！
致敬
致敬英雄！
致敬
永远的英雄，民族的希望
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
感恩有你们
致敬！！！
致敬
致敬
致敬英雄
致敬
受不了   太难受了
致敬
致敬
致敬！
致敬 英雄
致敬！我们的英雄！
英雄！！，应该被所有人记住！
致敬英雄
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬！
致敬英雄
致敬
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬
国士无双！
致英雄
致敬
猛男落泪
致敬
致敬
谢谢 真的谢谢
致敬，维和步兵营
致敬
致敬
致敬
向英雄致敬
你们永远都是最棒
致敬
致敬！
致敬！
致敬！！！！！
小鲜肉也算明星
看看现在那些小鲜肉，唉
致敬
…怎么这里也要扯到追星啊
致敬
致敬
致敬
致敬
致敬
致敬
致敬
英雄
致敬
致敬！
致敬
致敬
致敬！
致敬
致敬
致敬
他们是光
致敬
致敬
致敬英雄
致敬
致敬
吊打鲜肉
致敬
致敬
致敬
致敬英雄，惋惜
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
这才是中国应该有的样子
致敬！！！
致敬
致敬
最可爱的人
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
币就该给他！！！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
哭的不行了，真的致敬！
致敬最可爱的人们
致敬
好心疼，感谢你们！
致敬
致敬
致敬
致敬
真的泪目了
致敬
致敬
致敬
致敬，你们是最可爱的人呐
大江大河
致敬
致敬
泪目
致敬！
致敬
致敬
致以最崇高的敬意！
即使素不相识，我也因你们而触动，致敬
致敬
致敬
致敬
你们身后还有14亿个人都是民子弟兵
早点回来
致敬
致敬
致敬
敬礼！！！
看到这终于挺不住了
明星是狗
泪目
致敬！！！
不光要纪念缅怀烈士、英雄，大家在生活中也要尽到自己的社会责任，注意生产、生活安全
致敬
致敬！
致敬
致敬
谢谢你们
致敬
致敬
看哭了
致敬
致敬！！！！！
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬英雄
致敬
致敬！
完了，按错了
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
这种心灵创伤真的是心理治疗很久不行的
致敬
致敬！
致敬
致敬
英雄
致敬
致敬
致敬
致敬
致敬
致敬
致敬
他们才是我们应该追的星
致敬
致敬！
致敬
一定要平安啊
致敬
致敬
致敬
z致敬
致敬
致敬
致敬
致敬！
致敬
致敬英雄
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄
不敢再看了纸不够了
致敬
致敬
致敬
致敬
致敬！
致敬！
战士永远活在我们心中！
不为低谷而去
致敬
致敬
致敬英雄
致敬
感谢你们
可惜我币用完了
致敬
致敬
泪目
对着亲属都忍不住了快
致敬英雄
致敬
致敬！
致敬
妈呀破防了
他们也是人啊！也是活生生的生命啊！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬致敬
致敬
致敬英雄！
谢谢你们的守护！我们的家是最美丽的
那真的很绝望……
致敬
这才是真正的高危职业
他们都是但走的路都凡人的最前面
致敬
致敬
致敬英雄！
致敬
致敬
泪崩了
致敬
致敬
致敬
若有战召必回
致敬
致敬！
3，致敬
致敬
致敬
致敬！！！
致敬英雄
致敬！
致敬！
致敬
致敬
天津港爆炸
致敬！！！
好帅啊这小伙
致敬
致敬
泪目
先救队长！
致敬
致敬
致敬
致敬
流量明星有什么用！他们又不会保卫国家！真正值得尊重的是那些努力保卫国家，建设国家的人！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬英雄！
这是越战老兵 牺牲了
致敬
致敬
致敬
致敬 
致敬
致敬
太心疼了
致敬
致敬
致敬
致敬！
致敬！
致敬
致敬
泪目，致敬
致敬
致敬
致敬
致敬
哭出了声！
致敬
致敬
向英雄致敬！
致敬
致敬！
bgm
致敬！
致敬
致敬
致敬
..
致敬心疼
致敬
为有牺牲多壮志，敢叫日月换新天！人民英雄永垂不朽，敬礼！
致敬！
致敬
三连致敬英雄
致敬
致敬
太痛心了。
1
泪目了
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
实在看不了！太心痛了！
致敬
致敬
致敬
致敬
致敬！
致敬
队长救救我
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
