哈哈哈  一个老师是最帅的
数学老师，语文老帅
哈哈哈哈哈哈好可爱
吃人嘴软哈哈哈哈
只有小女孩是在吃饭！
好温馨
看得我泪流满面
全班唯一
哈哈哈哈审美养成
哈哈哈哈哈哈
哈哈哈哈哈
只有小女孩在吃米饭
加油
好感动
是光
加油
非常帅
非常帅
非常帅
非常帅
非常帅
非常帅
非常帅
兄弟加油
老师真好
非常帅
非常帅
非常帅
中国需要你这样的思考者，8090是被自己抛弃的一代，对社会的进步没有多大帮助因为缺乏思考
非常帅
非常帅
非常帅
一点点
火钳刘明
世界的参差。。
简朴
华科食堂啊
150个那样的老师也抵不过一个你这样脚踏实地的理想主义者
迪加！
你棒！！！
1千7多一个月
高情商:多留几天
乡村的学生都已经往城镇聚拢咯
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
棒棒哒！
5
5
5
5
5
5
5
5
5
5
5
5
5
5
点错啦，呜呜呜
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
4
5
5
5
5
5
5
5
5
5
5
5
5
5
哈哈哈哈哈哈哈哈
5
5
5
5
5
5
5
5
5
5
5
5
4
5
5
5
5
5
6
5
5
5
5
5
5
5
5
5
5
5
感动到了
5
5
5
5
5
5
哈哈哈哈哈
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
上热门吧
5
5
5
5
5
5
5
5
5
5
选错了
不过成绩好性格好的学生也需要关爱哦
就一个
bgm犯规了
抵不了
精神匮乏
又开始喷了
一眼华科
人生在事，万事珍贵，保重。
10人以下…
还是分配问题
不！一百五十个那样的老师都比不过一个你这样的老师！
乡村凋敝，慢慢一切都没了！
代价，牺牲
两桃杀三士。。。。
你是光照亮孩子们
教育和房子挂钩，很多村里没有小学了，农民只能在城里买房送孩子去城里读书
哇哦居然还会做饭
我也想去了
点错了！！！对不起啊
6
点错了啊啊啊啊啊啊
这个旦吵饭好可爱
他是黙黙奉献的坚持者
可繁华并不属于我们
给爷火
《点错了》
做到了我做不到的事情
  好温馨的画面
国 泰 民 安
罗翔老师的感觉
你是光
投币了
爱和善良让一个人强大
华科
up镀不镀金那个，你看过up其他视频吗？张口就来吧
好感动啊
真的太棒了，像黄文秀
值得每一个人尊敬
it is my life
不，你抵15个那样的老师，甚至更多。
您的精神高度早已远超一部分老师。
哇塞
36个
应该带着孩子们一起收拾，劳动教育也要跟上
啊完了，手滑给了个一
奶茶不喝也罢，把身体喝垮
“打我”？
我也全科准大四
其实可以叫小朋友帮忙收拾，相信她们也会愿意的
点错了
你是小朋友们的迪迦呀
好感动！！
有点泪目是怎么回事
up加油
火钳刘明
学生真的会因为这个老师对自己的态度而对这个学科产生相应的情绪
想到了杀老师
眼皮浅看不得这
才发现是迪迦奥特曼的bgm
投币了，希望up主能开开心心的，孩子们都开开心心的
take me higher
BGM对了
迪迦 是光？
他是光
pso
结尾针不能苟同
up全篇排比式的对比话语，从一开始就不甘于支教，支教是一种信念支撑，不能与有形的比较
哈哈哈哈哈
华科校友呀！！
点错了
你很好
你是勇敢而善良的人，你有一颗金子般的心，你的光芒令我羞愧，你是我梦想中的样子，但我没有勇气去成为你，谢谢你能成为这样的老师，谢谢这个世界还有你，愿你一世平安。
光
是光
高考满分作文
至少孩子们没说谎
BGM太对味了
你救不了天下，但可能可以救到一个可以拯救苍生的孩子
哈哈哈哈
同款炸锅
看看城里那些老师的嘴脸
你好棒！
同款空气炸锅
大家有币的都投一下，请孩子们喝奶茶。
这个币是留不住了
顶上去兄弟们
这是最好的时代，也是最坏的时代
不你们一个抵那样的15个!
他们眼中本都有光
迪迦！！！！！
这是提早当了几十个孩子爸爸的感觉了
又当蝶又当妈，比有的亲生父母都强，，国家应该重视留守儿童的全方位教育，所以要给优秀的乡村教师加工资，留住他们
居然是我华科校友
不是的！
不是的！不是的！
投币了
不太好
是让他们学谦让是吧
哈哈哈哈
致敬
respect
兄弟加油！！！
我知道几十年前父母辈读书就是全科老师教书，没想到现在还是
按错
