好早
以前赔的很少的
温情的人民警察
好瘦好帅。
到成华大道
劳动力和不是劳动力的区别
我觉得这个是这个节目里最惨的
自然蹲下
循环论证
我还在抱怨什么……
爷青回
那些年肯定没赔多少钱，估计是什么私人煤矿
05年的
唉都是苦命人
是有后续么
塌方说了
回归
向前看
还能找到他吗谭sir
荒野求生
中国的百姓是最淳朴最善良最温和的百姓
真的难 人真是苦 
我要投币！
好温柔
泪目了
没钱买
泪目
这样岂不是要矿里面补很多钱，还是说就被一笔钱就了事了
简介，希望有一个好的结局
视频是05年的，那时候谭sir还没那么多粉丝吧
活着
加油！
哭了
这句话估计当时问出来就后悔了
这样的，最好是开一个食杂店，就是怎么搬东西呢。。
卧槽，这朋友可深交，
是尿袋
岁月是一把猪饲料
谢谢提醒投币，看的入神都忘了
庆祝！
《没关系》
太苦了
亚撒西
庶民的胜利？
这哥们现在还能找到吗
明天再见
有钱人谁会下井挖煤啊？
新闻里的山呼万岁怎么没有他
确实啊 这个高度很容易进入大车视野盲区 很危险
零几年我在北站五块石隧道口遇到过他，用粉笔写印刷宋体字
看谭谈交通三天，谭sir治好了我的精神内耗
卖艺，也是正儿八经挣钱的
煤炭不是美团
我去 三多子
努力生活  打不倒我！一定可以的！
值得尊敬的人
热乎热乎
1080p
《士兵突击》
哎
都没有赔偿吗？
泪目
坚强的小伙儿
这时候的谭sir还是一级警司
这么严重的工伤没给养老？厂子的钱去哪了？
这期是谭警官早期的吧，好嫩啊哈哈哈
去二仙桥
好好活就是做很多有意义的事，有意义的事就是好好活
找个阴凉地，他真的好温柔我哭死
唉
谭警官太会说了
生活太苦了
士兵突击
致敬！祝好！
热乎的。
-8000
我们要好好的活，好好的活。（史铁生《我的母亲》）
谭sir这样问才能引出来后面的话，而且他必须这样问
自贡人
许三多名言
励志啊
这也没太阳啊
有点帅
我弹幕呢？？
我大自贡的人
没有赔偿
老谭至始至终都是蹲着的，比别人低，是一种对别人的尊重
我大自贡的人
《道法》
二仙桥二仙桥
二仙桥
泪目
类目了
唉，太难受了
到二仙桥
到二仙桥
到二仙桥
没钱
没有什么比活着更难
真实
投币了
好惨啊
如果谭sir不这么问，我们怎么会了解后面的情况。
到二仙桥（即答）
疾苦啊
蹲下来说话好评
只见说身后一众大小法师同时使用了闪现
谭sir去找他！！！
太难了
哎，难受
现在看，谭sir这样交流，哎，真是，这才是人民警察啊​
下期安排专访？
加油
三多
啊啊啊啊你好帅！！！
见多了人间疾苦，谭sir
真的泪目了
泪目
感动
喜剧的核心其实是悲剧
强者
绯红之王
煤矿主也不赔钱，真的黑心，哪怕是国营的，也要安排人下半辈子啊
三多精神
引话而已，谁不知道都是因为经济条件呢
到二仙桥(doge
终于再次发谭谈交通了，泪目
爷青回！
后面有个靓仔
好久不更的谭谈交通了
自强不息
爷青回
我们俩好好活
好同事啊
太真实了
往前看
呵呵
爷青回
啧啧
爷青回
泪目
许三多
好青涩的谭sir
？
 生活的磨难，但是他依然微笑向上
谭警sir情商是真的高
到二仙桥
心酸
好人
欢迎回归
许三多?
好心酸
05年的 我靠
捐款
破防
到二仙桥
刚开始想说谭婶颜值巅峰时期，但是看完了之后，总感觉这种轻佻的梗在这个视频下面是如此的不合时宜。
只要有一口气在，人就要好好地活
青涩
"这个世界真讽刺...他们这种身体有残缺的人想好好活着,而像我这种四肢健全的却不想活着...[捂脸]"
爷青回
劳动保护法呢 
类目
这个时候的谭警官好年轻最多25岁
打伤是受伤的方言，还是真被打伤了不肯说
加油！
永遠支持你，譚警官
众生皆苦
高情商
终于发了
士兵突击
精光好~
       只要有一口气，就要好好活着        
许三多的话
泪目
见过一个九几年塌方咂瘫的，赔了2w
山西矿总跑美利坚了
你是做什么工作的？
谭sir知道的，故意这么说的
麻绳专挑细处断，厄运专找苦命人
这是2005年拍的，十八年后也就是今年吗？
泪目
腼腆的劳动人民
看看人家
那时候的谭警官还是很正经的
明刘钳火此在鹏云李！
值得学习的精神
助力每一个梦想
大家能投币就投一点支持一下谭sir
《活着》
好人
谭涩的颜巅时期
好人啊
泪目
好兄弟
泪目
走进寻常百姓家
大叔好人
好惨
又见谭警光
泪目
终于发谭谈交通
投币投币，好好活着
太励志了
我觉得这个问题，可不止是帮观众问的，这是给上层领导的警醒
十年左右前的谭sir
这个社会不公平富人动辄几百个亿，穷人活都活不下去
现实
二仙桥！（嘶吼）
努力奋斗
伟大了正确
复兴了
到二仙桥
落叶归根的情义
复兴复兴，光荣
泪目
买他字！
小沈阳
那些动不动就抑郁的明星好好看看
早期节目，还是开的这车
好耶
好好活
赞
好人！
好瘦的sir
只要有一口气在，就要好好活着
二仙桥
必须投币了
这句话治好了
蹲下好评!
泪目
底下是尿袋啊
士兵突击
这趴着的小伙子还年轻啊。。。
泪目
辛酸
世人皆苦
活着！
下矿的真的拿命换钱
感动
好稚嫩阿这个时候的谭警光
泪目
煤老板不干人事
闪现。。。
导尿带
何不食肉糜
许三多名言
求后续，谭sir
没有关系
-8000
泪目
三连，三连
2005年的
略显青涩的
他骄傲了
爷青回
-8000
《没啥关系》
哎
后面那个叔叔哭了
这么年轻啊……
该走哪条道？
泪目
后面吃瓜群众
现实
啊啊啊~后面那群人被外星人掳走了
下面的是尿袋吗？
唉。。。
好像许三多也说过这句话
泪目
活着
泪目了
二仙桥
万恶的黑煤矿
不然怎么办呢！
真正的勇者！致敬
想起了许三多 说过类似的话
没有弹幕吗
这个世界对于穷人来说就是地狱
类目
泪目
蹲下是给别人的尊重！
死亡是永远醒不过来的黑暗
欢迎回归
警官！
真的是让人感动
后面的吃瓜群众
致敬
@史铁生
泪目
刘浩存滚
哎 祝福
这笑的让人心疼
零几年，别想赔偿了
还何不食肉糜，乐死我了，谭乔能不懂，人家只是正常采访通过引导让人家自己说出原因而已
。
泪目
呜呜呜呜
这样的好综艺，怎么舍得下架
听到画外音谭sir了哈哈哈
这时候的谭sir好帅
有后续吗？
这个就是个公益节目，太多感动
泪目
谭警官说的太好了
弹幕呢？
谭警官，哎。。。。。。
年轻谭sir早期爆改小黑车上线
帅气的谭警官
升华了
瑞斯拜！！
当然没钱了，有钱谁不想用专用车
两个币不成敬意
谭婶好帅啊
安排再见面？
好好活着
说何不食肉糜的赶紧治治脑子吧，谭sir又不是那个意思
他温，我哭
这视频三个人都值得尊敬
背景汽修好亲切，全国一个样
泪目
乐观
泪目
真的好啊
没有赔偿吗
至敬
我老家这煤矿砸死人赔百万以上伤残就不知道了
好帅的谭sir
士兵突击
成都成都
有这位大哥的后续吗？
谭警官这时候好帅啊
泪目
出了一次意外了要更小心
人间疾苦
爷青回
泪目了
这不是许三多的台词么？
泪目
治一下精神内耗
确实帅
泪目
“因为只要有一口气在，人就要好好地活”
后面的赛欧箱货版有年头了哈
这才是正能量
众生皆苦
←镜头左边有摄像菌的手指
警光好！
怎么买得起呀？他们一看都是那种打零工的，估计有时候连住处都是个问题。
那会的谭警官好帅啊
没有工伤赔偿？
真实
好帅的谭警官
老哥年轻时候应该挺帅的
到二仙桥
好乐观
乐观？？？
那时还很正经哈哈
泪目
现在还有多少贴近底层百姓生活的节目
煤炭压垮没给工伤赔偿吗？
士兵突击
05年士兵突击都没开播呢
加油
寻人
想看现在的他
泪目
就算遭遇不幸他也保有一份温柔
冒顶了吧
那时候的谭警官还很羞涩
生活不易
士兵突击印象很深的这句台词！！
看得出来真的很早期的了，那时候谭警光还没有放飞自我，还会正经结尾
唉！难受
谭sir好帅
太帅了
泪目
青回
有些人光活着已经很艰难了
泪目
为啥要帮他！因为只有底层善良的人民才会互相帮助
谭警官，加油！
泪目
道法哈哈哈
听哭了
现在这种还能上电视吗 :-(
好年轻
这个人心态真的值得我们学习
许三多：好好活，就是人生的意义
泪目
二仙桥
泪目，好久没有发谭谈交通了
唉
类目
唉，太不容易了
煤矿啊
泪目
泪目
好高兴
一种提问方式罢了 电视机前要这么问的
暗中观察↓
害羞了，好乐观啊
黑心矿老板
都要好好的活
太理想化了
升华主题！！
谭sir还是挺帅的嘛
生活难，难于上青天
活着，苦着
活着！
前面那个弹幕，你自己想想问什么这么问，难道你直接让这个人讲讲自己的苦难？
好好的活！
哈哈，后面有几位饭店小哥
现在还找得到吗
都是老实巴交的打工人，能像爽子们张口就说得清楚吗
士兵突击
这种“车”在马路上真的很危险，如果是在人行道就安全些
这不是何不食肉糜嘛！虽然知道是为了节目效果才这样问的
尿袋
工地的赔偿呢？
唉，负重前行！
不这样问怎么让你们了解情况
许三多
许三多精神
道德与法（不是）
谭警官好年轻呀
这种情况见得多我也会抑郁
哈哈哈哈哈哈哈
谭sir好年轻啊
三多！！！！！
唉
停播的原因就是这个吧？
爷青回
太伟大了
这破板车速度还挺快的……%
·泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目
泪目
谭乔好帅 好瘦
何不食肉糜呜呜呜
不容易
泪目
泪目
特别是现在经济这么困难，太泪了
可以看出他对此很骄傲
道法自然 所以随性就好
谭谈交通治好了我的精神内耗
许三多：有意义的事情就是好好活
士兵突击表示很赞
他不问，我们怎么知道呢难道谭乔不知道吗
欢迎回来
可以发了？谈妥了？
谭sir说的真的好好
文艺复兴
怎么不开汽车送外卖，电动车多不安全
爷青回
泪目，比富贵大爷还惨
哭了哭了
泪目
破防了
泪目了泪目了
真实
空瓶
不赞颂苦难，但是赞颂坚强的人
回来了，我感觉都回来了
这边坚强的活着，那边靠起诉生活无忧
突然想起了这是一个交通节目
这句话说出来就很真实
唉 难受
向前看
是寻人记要出这个人了吗
没钱买
许三多∶你没自己的词吗［doge］
向前看
正道之光
爷青回
欢迎回归
泪目
谭谈交通呜呜呜呜我爱谭sir！！！
嫩警
爷青回
泪目
劳动人民是最伟大的！
人间真实
道法自然
真的好温柔好爱谭sir
穷病
求后续
雇来的，怪不得说没关系
泪目
刚刚那个是尿袋...
《道法》自然，真的是法律和古典哲学结合最好的一次
欢迎回来！
善良又坚强
看到骨头突然头皮发麻
求后续
《只要有一口气在，人就要好好的活》
这大哥现在还在吗？
谭sir这样问是引出问题
三多！
温柔
正道的光
泪目
泪目
还是蛮乐观的
2005？？
泪目
爷青回
《平凡的世界》
世界上只有一种病，“穷病”
哇这工友好好
欢迎回来
世界上只有一种病治不好，那就是穷。
好人啊
这也太。。。。唉
专家没给他发一辆
一级警司
太年轻了吧
谭警官依靠自身知名度和众多律师的帮助才能“和解”
好兄弟
《活着》
谭Sir真的好棒！
谭警官好年轻啊
我是东星汽修
买得起吗
死生之间有大恐惧，之间是什么呢？？是生活！
致敬
评论区看到这句话没什么。听他说出来我就哭了
这四分钟好漫长……
真正的勇士就是在看清生活的真相后，依然热爱生活
这世界上只有一种病，穷病
解锁新朋友
泪目！
有意义的事就是好好活
节目更新了
人活一口气
泪目
谭sir希望你能找到他
谭sir真的好好！蹲下来说话
仗义每多屠狗辈，负心尽是读书人
爷青回！
祝你梦想成真
买不起
泪目
他没钱买，可怜啊
难啊
大家都好温柔善良！！！
已投币
找到他吧……！
泪目
哭了
哽咽了
当年真帅气！
钱压折了多少人的脊梁！
年轻真是帅这侧脸
帅死了
大爷真的好人
致敬
世界上只有一种病
希望每天都更新一集谭谈交通
爷青回
谭乔的眼神细节
真的泪目了
后续呢有吗，这位仁兄现在咋样
仔细听有《象鸣》
....
泪目
真 泪目
不乐观不行啊，要活下去
世界上只有一种英雄主义
泪目
可怜人
哎，我不如他
你觉得下矿老板能赔你多少钱？给你赔几万都谢天谢地了
煤矿死的太多了
这句话直接薄纱我
我不是药神
如今又是谁的盛世呢
大姐也有点瘸啊
主要是专用车不能趴着开
到幸福生活去
这么年轻，唉
道法自然
蹲一个后续，一定要有呀！
yao shi wo  guji jiu zhishale
人只要还有一口气在，就要好好活着！
我们胜利了！
泪目
天啊 世上的苦真的是有千种万种
后面这大姐腿脚也不方便
帅哥
这么年轻就半身瘫痪了，可惜
引话而已，小学生太多看不出来
自贡内江这边的口音
二仙桥
谭sir蹲下来交流，超温柔
泪目
说的好
我看成只要有一口气在，人就要有好活（误）
此处@劳动法
加油啊陌生人
声音青涩
鬼鬼
十七年前的，现在不知道情况什么样了
细节，谭警官蹲下来对话
真的善良的人都是
B有了
Welcome back dude
孙少平
穷病
深入到人间 都是苦难 却还微笑着 令人佩服 我们都要好好的
警光好！
求后续
现在人还在不
欢迎回来
血书求这位兄弟的现状（2/1000000）
加油
乐观  无奈罢了
第三代二仙桥大爷
下面那个是尿袋吧，遇上这事真挺倒霉的··
不要罚款了
我吹空调，你吹空调外机
那是尿袋
不容易啊
这就是谭乔被无数人喜欢的原因
挂尿袋的
年轻的川岛警官
要么忙着活着，要么忙着死去
他没有收到赔偿款吗
水滴筹
因为买不起
好可怜哦
泪目
许三多：好好活就是有意义，有意义就是好好活
如愿盛世
欢迎回来
许三多
何不食肉糜
爷青回
多好的节目，小的时候跟爸爸一起看的，就是普通人的心酸快乐，爸爸已经走了，很想他
希望有后续
很受激励
有些人赚的就是昧良心的钱，煤矿塌方肯定没赔什么钱
谭谈交通回来拉
可以做一个回访吗，看看他现在的生活
生活从来都没公平过，真是难过啊
1
像陈道明
大家点赞，让谭老师找找这位身残志坚的人17年后的生活，
大家点赞，让谭老师找找这位身残志坚的人17年后的生活，
大家点赞，让谭老师找找这位身残志坚的人17年后的生活，
大家点赞，让谭老师找找这位身残志坚的人17年后的生活，
大家点赞，让谭老师找找这位身残志坚的人17年后的生活，
大家点赞，让谭老师找找这位身残志坚的人17年后的生活，
大家点赞，让谭老师找找这位身残志坚的人17年后的生活，
乐观点叫做写艺术字，现实点叫做乞讨……
常德口音
这句话说的云淡风轻但真的深沉啊
怎么趴着？为什么不用脚登啊？
好年轻。
6666666
这问的就如同  何不食肉糜
欢迎回归~
看着好难受啊
憋不住了
呜呜呜谭sir真的好好
煤矿老板不赔偿钱吗？
我爱你谭sir呜呜呜呜
同志
芜湖起飞
呜呜呜
买不起啊！
穷人别生娃了，这个世道不值得
“为什么不吃肉呢”
这不比一些影视正能量多了
开个铺子，然后疫情了……
三连！
支持
向前看
活着
求现状
尿袋
谭sir能将镜头对准这些人，值得敬重！
为什么不能直接提供给需要的人呢，竟然还卖钱
如此接地气的节目怎么就停了？杀了信使，改变不了坏消息！
想想自己算的了什么，没媳妇jie
许多三
我的天…
生命啊它苦涩如歌
希望谭sir能找到他，不枉我的币
工伤没赔钱啊草
吃饭都不香你还赤月
说乞讨的真不尊重别人，我们也不要尊重他
而且一看这个车也是用钢铁组装起来的
二仙桥
太难了 谭sir也不知道说什么了
卡中了！不好意思
泪目
对面红星的
投币投币
道自已然还是道自己然
＂没有关系”
帮别莫错你莫走你就走
残联呢
谭警官，蹲下身子讲话。
只要有一口气在，人就要好好活!
支持，欢迎回归
哎 穷病。。。好多人有这个病
何不食肉糜
这大哥心态太好了 敬佩
故事的背后到底还有多少人
这笑的 真的心酸了 我们正常人真的很难理解
这种节目，居然被下架，资本干的事
为什么不把闲置的房子出租呢？
哈哈 泪目
唉，谭sir做不下去了
唉唉
许三多
合理
温柔潭sir
三连我给了 你们看着办
在中国穷几千几万年都改变不了的
谁说对弈平凡的不算英雄
谁说对弈平凡的不算英雄
这时候谭sir好帅！
爷青回
谭sir一级警司
情义值千金
世界上只有一种病，“穷病”
草莓基地
有后续么 做成纪录片吧  那些国家奔跑前进被撞到的人
谭警官碰到的人间疾苦太多了 又没有办法 就是这节目停掉的主要原因吧 
煤老板肯定赔少了
全世界无产者联合起来！！
是赢了吗，又可以发了
比我们自己不容易的人已经很多了，但他们还是努力生活
只要有一口气在，人就要好好活
这大哥好有素质啊
还是...不想.......
到二仙桥
赵本山落叶归根，众生皆苦诶
只要有一口气在，人就要好好的活着
泪目
大叔是个好人
但是活着的意义是啥？
好人呐
买不起啊，何不食肉糜
挺帅的小伙子
生活太难了
这个问题是何不食肉糜
谭sir人真的好好啊！
开直播啊
蛮乐观的
这个时候谭sir好年轻啊
一分钱难倒英雄汉、
居然没有弹幕 不科学啊
许三多？
最起码人家没去乞讨啥的，凭本事吃饭
淦，好痛
截瘫啊哎很痛苦
还有尿管
道法自然
为什么不是工伤
那个时候还是能在电视台播放真实的
苦命人啊
哭啊
道路交通安全法吧
人间疾苦
好好活着
助力梦想
好久没听到这样的话了
《没关系》
这口音是我们自贡的吗？
也就是矿石
三多！
@邯郸交巡警，看看人家是怎么执法的
学着点
都准备躺平的时候看到这个视频
人生苦短
赔了多少钱？
好年轻呀
不想看了太难受了
底下那个是尿袋吗？
《好好活着》
因为砖家让他租出去了
这工伤应该很多年前的了
砖家还让他把多余的房子跟车子租出去
只要有一口气在，人就要好好地活
只要有一口气在，人就要好好地活
众筹吧
我觉得这些视频还有富贵大爷的能给很多焦虑，抑郁的人很大力量，我算一个
这个哥们感觉心态很不一般，很强
爷青回
老实人，为什么就活得这么苦
05年的
三连了
泪目
小孩子才做选择，成年人根本没得选
成都电视台萎了
因为穷啊
谭撒年轻时候真年轻
顶板事故是22年煤矿主要事故
何不食肉糜
许三多
三连了
何不食肉糜
穷，也没人管
欢迎
去双流吃兔头
欢迎回来
这问题太沉重了吧
这真是一个公益暖心节目
有真心的人就是谭sir
一声叹息
欢迎回来
自尊自强
我在期望什么
愚鲁人，说话尖酸刻薄，既贫穷，必损寿元；聪明子，语言木讷优容，享安康，且膺封诰。
凭什么要求他继续热爱生活呢，能不被打击过大而恢复一点精神就不容易了
真的 好人啊
泪目
找到他！！
欢迎归来
爷青回！
二舅能治好他不
不断的不断地说谢谢，小伙子也是很乐观
穷病 泪目
不喜欢歌颂苦难，可是苦难总挥之不去
双流县?
相信祖国
这样一直趴着也很累
《活着》
《温柔》
这不比二舅治愈
他好年轻，能做矿的很不容易了
好好活
支持回归
何不食肉糜？
谭sir有温度
致敬
唉
可以寻找一下
1
真滴是个大好人
三连
这也只是活，和很多人的躺平式活着很像。
我的妈呀
？
致敬
希望谭SIR能找到他
蹲下来太温柔了
很想知道他的现状如何
200块钱又要登场可
？
突然就想哭我去，人间疾苦
年轻的时候多帅哦
爷青回
二流
谭sir: 我向你salute（认真
买不起真实
何不食肉糜
心酸
@残联
泪目
许三多
这个愿望，广大网友一定帮你实现
买得起吗？问这个
想起一部电影：落叶归根
确实，有个铺面不必天天在外面跑
《穷》
又可以看了
好好活着
他为什么没肉吃呢？
还有尿袋 基本下半身彻底废了 能活下来都不容易
欢迎回来！
苦笑
穷阿
呜呜呜
呜呜呜，大哥要好好活呀
我上次听见这句话，还是在《士兵突击》里
人生疾苦
欢迎归来
只要有一口气在，人就要好好地活
工伤，我跟你讲那个时候煤矿出了事，别说工伤，命没了都不管你
这话说的……听的真的……心酸往肚子里咽！还努力笑着！
满满的正能量！
道法自然，
那时候谭警官还是个帅小伙
还能找到他吗
果然
中国的工业化真的是千千万万的中国劳动者用双手创造出来的
铜锣湾汽修
说得好
欢迎回来，谢谢回来
年轻时候的谭sir好年轻啊（doge）
真二舅
硬核狠人
活着就是在做有意义的事
听了这句话，除了点赞还能干嘛
许三多说过的话  当年看哭了
那时的谭sir真帅
看谭谈交通品百味人生
蹲下好评
这个视频没看过
许三多！
说得太好了
你这背景太假啦
to leave
66666
这话真的顶
求个后续
明明是我不喜欢买房子，我就喜欢租
生活以痛吻我，我却报之以歌
这是新的？
前三十秒全是耿鬼
四川人精神没话说
好好活就是做有意义的事
这大哥有文化
好年轻的谭警光
有一口气在，人就要好好地活
盛世
血书助力每一个梦想
人间疾苦
泪目
只要有一口气在，人就要好好地活
勇士
最起码没有去乞讨！
还很年轻啊
泪目了
欢迎回来
@史铁生
谭警官去找找他吧 
 士兵突击 表示很赞 
警官好
好好的活着
许三多！
三多子！！！
欢迎回归
人行道要是好走他也不会上机动车道
谭sir才是能治好精神内耗的那个
哈
哈
自贡口音
最可爱的人
落地生根
一句话把我给说哭了
你为什么不住汤臣一品呢，是因为不喜欢吗
人间自有真情在！
我真看不得这些。。泪目。。
精神上的巨人
唉
祝福你
欢迎回归
煤矿应该赔钱呀
欢迎回归
爷青回
说赔很多钱的   根本就没有接触过社会吧
欢迎回归!
找个阴凉地儿，好温柔
致敬！！
想知道他现在还好吗
最爱的剧《士兵突击》啊啊啊
确实帅
还有尿袋
太惨了
好年轻啊
哇，没关系想到来帮忙！！敬重
煤矿没工伤？
三连了
何不食肉糜
欢迎回来
要花钱啊
天哪~这收入很低微吧~感觉只够买蔬菜的
谭警官真的好尊重人。
何不食肉糜
←他必须这么问啊 不然关心你怎么知道情况  说何不食肉糜的  你阅读理解0分吧
谭警官是个性情中人
找一下啊 谭sir
二舅
许三多
何不食肉糜不是用在这种场合的
谁不想住别墅
找到他吧
何不食肉糜现代版
这是谁？好瘦（doge）
四川双流县
如数家珍。
淘宝京东：你想得美
二仙桥
老板赔得太少了
煤矿没赔钱吗
"没钱啊,谁有钱愿意坐这玩意儿"
苦笑
欢迎回归
执法人员都这样就好了
牛逼！！！！
边上还有个尿袋，太苦了
我扮演那个何不食肉糜者心是不滴血的
泪目
心碎
欢迎回归
有个电影他也是这样的板车，还有条狗狗
血书求这位兄弟的现状（8/100000）
挺年轻的啊
泪目，诶
活着
这不比炒作二舅的人真实
三连送谭sir持续上热门
哎
活着
泪目
笑起来很好看
？？？这还没关系
人间的心酸
泪目
欢迎回来
他太暖了
害，害 有钱不咯
工伤难道煤炭老板不负责的吗
哭辽
这世界上只有一种病，穷病
伤残赔付疑似有问题，劳动者需要得到足额的赔付
欢迎回来
伤残赔付疑似有问题，劳动者需要得到足额的赔付
伤残赔付疑似有问题，劳动者需要得到足额的赔付
伤残赔付疑似有问题，劳动者需要得到足额的赔付
三连，赶紧三连
到二仙桥
欢迎
《活着》三连了！！！
好心酸
pdd
好惨
湖北口音啊
买不起
泪目
就算遭遇不幸他也保有一份温柔
泪目
nj哭了
30000000.
欢迎回归，谭sir！！！！
真该给那些跳楼的看看
工伤待遇不少吧，应该够生活了
真实
《活》
唉，悲凉
泪目
谭sir也是故意问。让他说出来。什么何不食肉糜
钱永远是道坎
支持谭老师
难怪谭警官后面得了抑郁。看不得苦又无力帮助
警光好
许三多的名言
吃瓜吃到自家门口
真理
唉
补贴呢哎
真实的世界
赔钱腿也回不来
活着
蹲下暖心
世界上只有一种病，那就是穷病
眼泪下来了
欢迎回来！！！
没钱啊
好好活着
"终于干回正业了,三连奉上"
这是能播的吗？
skr
"后面走过一堆(注意这个用词)白领,真的很有镜头感,唉"
只是想活着啊
还是要罚钱
老板揪出来赔钱
二舅一句话没说，但是这位是自己发自内心
欢迎回归
想起了狂人日记
煤矿塌方
眼睛湿润了
道法自然
矿上赔钱了吗
小伙子还能发出爽朗的笑声
泪目
煤矿的老板必须赔偿
1000+
矿主又赔了多少钱？
谭sir好帅啊
苦笑，唉
买不起
刘浩存你还心安理得嘛！！！！
泪目
↑你觉得你很幽默？
想知道现状
有钱大家都想坐豪车
我他妈要哭了
卖艺为生
受教了
太修了
年轻的谭sir
谭ser，我们投币能给他捐一个吗 或者是给需要的人搞的募捐网站
谭警官啥时候减肥哦
泪目
何不食肉糜？
他好温柔
没有赔款吗这是工伤呀
《没关系》
唉！
真实人间
哈哈哈 呼——
欢迎回归
1000+观看
我爱你谭乔
没关系
爸爸在我6岁的时候也是煤矿出事，直接走了。
没关系
明知故问，这样真的很不礼貌
笑着笑着就哭了！
都给我哭
血书（2/1000000）
这个时候还没有抓到那位刚放出来的哥们儿吧
道法自然
欢迎回来。
欢迎回归
看着还挺年轻
普通人面对这样的事，又能怎么办呢
泪崩了
泪目
好帅啊
赔偿款呢？
大哥还是换在当今 我相信会有人捐他一辆车的
社会保障制度实在太差
欢迎回来
欢迎回来
欢迎谭sir回归！
？？？
你不觉得太残忍了吗？你做节目利用别人
赔地的钱呢
血书求这位兄弟的现状（2/1000000）
照顾他应该是给钱的
你该走什么道啊
警官好
他又是谁的二舅
欢迎回归
我们不歌颂苦难，歌颂战胜困难的精神
鼻子酸了
何不食肉糜？？？
他买不起啊
欢迎回来
欢迎回家！
同志们，“何不食肉糜”用在这里并不合适，因为谭警官做这么多期节目不可能不知道平民百姓有难处，但他做节目得问啊
基金会哪儿去了
活着
《我公平》
欢迎回归
为什么每次看到各种各样的平民百姓，然后脑子想到的就是高危职业明星，想到现在的国产剧
现在又有谁为他们发声
超它！
好心酸啊
穷病真的太难了
这还用问吗？没钱
欢迎归来！
好好
谭警官能不知道？ 讲给谁听呢？
欢迎回来
欢迎回来
道法自然
好好地活
所以我不是英雄
能不能找下这位大哥
这俩都好温柔
生活中只有一种英雄主义，就是在认清生活的真相之后，依然热爱生活。
这个节目为啥没有办下去
5555
泪目
欢迎回归
可以做客服 
人间疾苦！
唉
爱b站 爱大家呀
前面说工伤的你是不知道这世界到底什么颜色
开朗
乐观
向善
苦难击垮了你的身体，但你的精神永远屹立
谭谈交通治好了我的精神内耗
欢迎回来
到二仙桥
劳动人民最光荣，《光荣》
暗中观察
煤矿没有赔偿吗？
泪目
这才是真的治好了精神内耗
谭瑟这个时候好嫩哦
爷青回！
接地气的节目
谭sir：何不食肉糜？
这也是我的想发
工伤赔偿到位了吗
