为什么一播放45个赞
亭子是道具（）哈哈哈哈哈哈哈
《开始不耐烦了》
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
惊起却回头，有恨无人省
从底下一拍就振出去了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
人是P的
视频会不会也是假的
你打我撒你打我撒
我不要是这个背景，不假的话，为什么你后面的那个椅子不动呢？
省流，你打我撒打我撒
我刚提的新鞋(
《 绝 命 毒 师》
新素材
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
新特效
我发现这人是假的
百万了
他这拖鞋了
这真实的物理引擎
这是90后吗
不是几天前你还才几千粉丝现在怎么就100万了？
这是须弥？
打败你的不是天真而是无鞋
新素材
BGM:你打我杀
背景是真的，人是假的
惊了，张飞
我开始怀疑手机是不是假的了[doge]
抠，钙，Se，噪
哈哈哈哈哈
痛失爱鞋
气出家乡话
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈up好可爱
预言家刀了刀了
《猛の回头》
同款拖鞋
哈哈哈哈
这几天湖水没干，怎么不假
三天之内，我要再次在鬼畜区看到你
反正留下另一只也没用，不亏
五遍了！五遍了！还笑出猪叫
涨粉狂魔
Come on the way.
哈哈哈哈哈哈，笑死我了
这下又可以买新拖鞋了！
污染环境（dogo
虽然，但是，背景确实像假的。
逐渐暴躁
那不是水吗？喝两口(doge)
建议倒放
期待已久的事情终于发生了
最后通牒
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈！
哈哈哈哈哈哈哈哈哈哈哈哈
太乙真人的你打我撒。
口↑干↓舌↑燥↓
喜提新鞋 梅开二度
你打我撒
甚至妖娆
三天啊，三天（意味深）
超级男人（幻视）
拖鞋：你清高，你了不起
哈哈哈哈哈
省流：赔了夫人又折兵
我趣同款拖鞋哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈好
头上长伞
同款拖鞋
《你打我撒》
《喜上加恶》
《好事成双》
哈哈哈哈
哈哈哈哈哈哈哈哈
吊车吊上去的
喝點水唄 後面很多(bushi 
你这背景很精神
求求你们别再乱玩梗了，能玩的别乱玩行吗
身高是假的(doge)
预言家刀了刀了↓
预感第二支也得上去
BGM空耳   你打我撒！你打我撒！
快用眼镜腿勾下来……
哈哈哈哈哈
用万叶飞上去
现在看更假了
沧桑
哈哈哈
BGM原唱：太乙仙人（doge
预言家拖出去刀了
4：6分
三七分上七下三
谢谢，下期鬼畜等你点赞
越来越糙了哈哈哈哈哈
可是真的很假啊
这个好！这个好 哈哈哈哈哈
你打我撒
豆瓣怎么评分
你这背景太真了！！！
疆域阿童木
我还以为俩鞋都要搭上去了
哈哈哈哈哈哈
《猛回头》
远处突然消失的鹅鹅鹅
扔！
注意看，后面是沙漠
遇到可爱的人，生活一下子不艰难了
你打我撒
蒙猜又挂了上去
《你打我撒，你打我撒》
太乙真人进入直播间
你这鹏太高了（
给你投个币，重新买一个吧
《置换反应》
“你再说我扔鞋子了啊”
他真的好听话
《猛       回       头》
《梅开二度》
《双喜临门》
特效好真实啊！
哈哈哈哈哈哈
罗布人村寨
好可爱哈哈哈哈
鞋子质量挺好的，非常的防滑，给我发链接
鞋
踢拉板
同款帽子
网友们不要再玩梗了，up都已经很无奈了
更黑了
省流:好  事  成  双  [doge]
同款鞋子 
为什么这么好笑
你在说我扔鞋子啦!
人和背景总是不和谐
虎躯一震
确实假
哈哈哈哈哈
《好事成双》！
我居然看到了官方的
猜中结局
重做任务失败的你
你打哪吒（幻听）
救命，同款拖鞋哈哈哈哈哈哈
你不说我帮你说
心 肺 骤 停
背景音乐我成了你打我三你打我三你打
背景音乐我听成了你打我撒你打我撒
你这背景还是假的！
自己的梗只有自己能超越
你打我撒
真的好像假的
你打我萨
惨了呀
鞋没了
同款拼夕夕拖鞋
刚去过！罗布人村寨！
你打我撒
没日一边 你打我撒
《我有他手上的同款拖鞋》所以你这拖鞋是假的
笑死
同款帽子
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
《猛回头》阿里木著
诶~我塞。
背景终于真的啦
你打我撒、
短腿小柯基
哈哈哈哈哈
更假了
up不丑的话还是蛮帅的（手动狗头）
物理水(doge)
，
流批
红红火火恍恍惚惚
哈哈哈哈
省流:一双
有点儿矮
同款拖鞋
好事成双
哈哈哈哈哈哈哈
你打我撒
短袖上是杨戬！
明明是加成反应
什么叫尴尬?这就叫尴尬!
新的鬼畜素材出现了
玩梗适度啊
哈哈哈哈哈哈哈哈哈哈哈
《好事成双》！
鬼畜区开工！
红红火火恍恍惚惚
新梗啊，兄弟们
可爱捏
感觉好像土行松 哈哈哈哈
新装扮，帅！
省流:赔了夫人又折兵
咦?人工毛发技术已经这么先进了?
哈哈哈
这个背景真的是假的
上一个视频也是你
星爷？
一大莫那，一大莫那
已经共青团官方整活了
但是看起来还是很假
为什么能这么假
身高劣势
两只一起才最好
有鳄鱼吗
这景不错呀
臀好翘呀
叛逆の拖鞋
1米五？？
你打我撒
前 凸 后 翘
《肃然起敬》
《肃然起敬》
确实可以换梗了
up记得去剪胡子哦
《丽丽》
你这背景更假了
太矮了
你打我撒 你打我撒
叔叔 你为什么这么顽皮呢
有新素材了
解释得已经口干舌燥（dogs
哈哈哈哈哈哈哈哈哈哈哈哈
《经典咏流传》
三天不打上房揭瓦
阿利木的《大长腿》
新素材
涨粉狂魔
没人p个最新的吗
退，退，退
看着还是很假啊！
嘴上说的真好听，不与我们斤斤计较，但是言语里就充满了对我们的愤怒，不然为什么强调一下不是假背景
发了那么多视频，就只为一件事就是，证明背景不是假的不希望看到自己成为别人的笑料
说实话这个背景真有点假，不知道为啥
背景是真的，人是假的
《首尾呼应》
又有新蔬菜了
哈哈哈哈哈哈哈哈哈
爷青回
短腿特效
哈哈哈哈哈哈哈哈
你打我撒你打我撒
盲猜有人盲猜
真的假
蓦然回首，拖鞋却在灯火阑珊处
为什么要开短腿特效
妖娆
解释到长出胡子（）
一哒哒一哒哒哒
这个物理引起后期也太辛苦了吧 ！（doge）
哈哈哈哈哈哈哈哈哈哈哈
马库斯 斯玛特
潘周聃
《赫然回首，那人已在灯火阑珊处》
人应该也是假的吧
一模一样的拖鞋
人与背景格格不入
是真的假
你打你发，你打你发，你打你啥？
在沙漠，败给身高差距
悲伤小曲
甚至还把另一双拖鞋都搭上去了
原来背景是真的吗
好事成双
BGM原唱：太乙真人
沙漠中怎么可能有水呢？
头发是假的
同款拖鞋哈哈哈
我开始怀疑这个戴帽子小哥是假的了
人是假的
呀呀呀呀呀~
你这背景太假啦。
同款拖鞋诶
哈哈
垂死病中惊坐起
你摄影师是假的吧
哎呀，我滴妈换背景可真快呀
鬼畜区三天见
拖鞋：我免费了！
置换失败
救命真的很像假的
后面就是湖，你随时可以喝
哈哈哈哈哈
卷我屋上三重茅，茅飞渡江洒江郊
猛回头
猛回头
猛回头
哈哈哈哈哈哈
你真厉害假了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
hhhh
鲁滨逊
《我就说，你打我撒》(doge）
这粉丝太多了
刚好又有素材了！
好像更黑了哇
鞋      子      上        树
玩梗不笑人，扶贫真男人
《放送事故》
你打我撒
亻尔在讠兑
可是真的太假
怎么又黑了
你打我撒
你这特效太好了
买一送一
hhhc他急了他急了
鬼畜区狂喜
拖鞋杀手
更帅了。
扔！
赔了夫人又折兵
似曾相识
看你这么惨的份上，给你一个三连
你这背景一点也不真
同款同位关注同位错错
同款从未关注过我刚刚
为什么和背景这么泾渭分明？！
从未关注，从未错过。
涨粉狂魔
哈哈哈哈哈哈哈
慢羊羊行为
树上的拖鞋成双对
曲对币有
徒留我孤单在湖面 成双
徒留我孤单在湖面 成双
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
真的不是假的吗
好逝成双
摄影师同款帽子
アニメ連動しちゃう
踏风！（雾）
万一这是一个cg呢？
无奈的刘帅
我觉得背景有点假
秒换背景
《详 略 得 当》
画质好高
《不打脸要，要要要得不》
成双成对
新的王雷 已经出现
助力每一个背景
《化合反应》
总算扔出去了
新背景
但是今天这个真的有点假啊。doge
你去看看特效小哥
省流:两个都上去了
《新的鬼畜素材》
还是像假背景（doge）
你好可爱(/≧▽≦/)
特级咒灵
可以换下一个阿力木了
红红火火恍恍惚惚
好帅，结芬！！！！！！
大臂骨
一看，我就知道事情不妙
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
会不会是换个BGM就好了（doge）
你这特效太真了
哈哈哈哈哈哈哈哈
这音乐很上头
人越来越假了doge
不仅背景假人还假视频都是假的
买一送一
《买一送一》
哇 你居然用了这个背景音乐 
呵呵，有人证明你是合成的了
你再说我扔鞋子了啊
你再说我扔鞋子了啊～
我也可以p出来的。
同款拖鞋。
这个地方我梦到过一模一样！！！
既无奈又沧桑
双鞋成行
bgm哈哈哈
楼上预言家
《天真无鞋》
我开始怀疑手机是不是假的了[doge]
你打我撒，你打我撒
888888
《你再说我扔鞋子了啊！》
“你打我撒”
你写没了
哈哈，新的梗啊
蓦然回首，那鞋却在，草房屋顶上
hhhhhhhhhhhhh
短腿特效？
哈哈哈哈哈
《买一送一》
猛  回  头
《无独有偶》
拿不下来了笑死了
人是假的
哈哈哈哈哈哈哈哈哈哈哈哈
惊现同款拖鞋
霸占空屏
假背景の小曲
人呢
不过真的好像假的哈哈哈哈哈
怎么没人发弹幕？
哈哈哈
？
？
快乐加倍～
须弥（doge）
沈逸
q
扔到房顶上是我没想到的
《此处无声胜有声》
同款拖鞋谢谢
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
猛男回头
我打你三我打你三我打你三我打你撒
我超同款拖鞋
哈哈
好事成双(￣y▽￣)~*捂嘴偷笑
为什么看起来那么假？
背景音乐指导：太乙真人
三天之内，我要看到这个视频的鬼畜
拖鞋－1
拖鞋－2
哈哈哈哈哈哈哈哈
猛  回 头
一个梗玩多长时间了
好可爱
双喜临门
省流：赔了夫人又折兵
省流假戏真做
哇，新背景特效(dogs)
禁止污染水源
一家人要整整齐齐。
创造名场面
都是假的
有个人用画画技术还原了
因为除了声音，其他全tm是假的
《你打我撒》
你打我撒，你打我，你打我，你打我
哈哈哈
笑死 这个结局我想到了 
水咋那么高？
这个是真的有点假
梅开二度
卧槽，跟我同款拖鞋
哈哈哈
建摸技术挺不错的
预言家，刀了刀了
省流：加 聚 反 应
《你打我撒》
好事成双
同款拖鞋唉
谁怀疑背景了你人才是假的
哈哈哈哈哈哈哈哈唉
鞋子上房
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
梅开二度
拖鞋卡了，假的！
我现在在怀疑我是不是假的 
关键是这个背景真的很假
官方整活，最为致命
满级推销商
好  你鞋没了
拖鞋：首先我没惹你们任何人
《  化  合  反  应  》
小短不腿挺好
你打我撒
有个特效小哥已经证明了背景是假的，而且人也是假的
自带虚化肯定假的
哈哈哈哈哈哈
阿里木处刑曲
每日必看
哈哈哈
你打我撒，你打我撒
这拖鞋好熟悉
bgm也表示口干舌燥了
真*太2
你打我撒
蓦然回首，那“人”却在灯火阑珊处
省流，都挂道具墙上了
确实好像假的哦
哈哈哈哈哈哈哈哈哈哈哈哈
还是太假
hah
说出电音
惊起却回头
哈哈哈哈，笑死我了，不行了，成双成对
省流：天真无鞋
看他无语的表情
好事成双
同款拖鞋 
少年派二里的肖遥
实话实说这次看着确实有点假，但没想到是真的哈哈哈哈
其实他这人也是假的
现在换个音乐，换成早安大森林
《你打撒，你打我撒》
《同款拖鞋》
新梗？
买一送一
社死x114514
终于找到原人了！
这么多水怎么口干舌燥
xdm爆地图了，快把boss打了拿首杀
这回像真背景
经典小曲
气急败坏
笑
口干舌燥了就去喝一下路边的山泉水罢（
大棚实物大背景录像
为什么他和三次元融不到一起？
为什么他和三次元融不到一起？
“哈哈哈”
141.5w粉丝
省流：拖鞋再次成为受害者
不忘初心
你是怎么做到和背景格格不入的
67.6万
印度啊sa
看这个树 确实有点假
阁下两米八？
不得不说扔拖鞋这个动作实在是太经典了
哈哈哈哈哈哈哈哈哈哈哈
这个是真的。
这人挺讲诚信，前面说要扔鞋真扔了
行了，可以换双鞋了（）
哈哈哈哈哈哈哈哈哈哈哈哈哈
这一秒，确实很假诶哈哈哈哈
哈哈
你人也是假的
WC！居然是真的，还以为是扣图
你打我噻
哪里是置换 明明是化合！
退退退
哈哈哈哈哈
故技重施
故技重施
垂死病中惊坐起￼
猛男回头 超级男人(幻视)
哈哈哈哈
哈哈哈哈哈
果然
哇靠我也是服了他都摸着那伞了，还是更假的一样
无声当有声
你发洪水了
人和背景都是假的。
i
你这背景又假了。
传送门 帮助他找回拖鞋（doge00:01
战歌起
有没有一种可能，他是在致敬绝命毒师里的把披萨扔到房顶的梗（大雾
你打我撒 你打我撒
《钟离》
说真的，这个背景挺真了，就是人有点假，后期优化要加油哦
确实假
上不去用万叶的e啊
你打我撒
你打我噻
好像不高
还真是真的
你打我撒，你打我撒（空耳）
梗王
你碰的到的是真的，碰不到的是假的
不太聪明的样子
不 你整个人都是假的 
他急了他急了！
哈哈
传送00：01
我的孩子 飞上去了 
哈哈哈哈哈
《联系上下文》
哈哈哈哈哈啊哈哈哈
你这背景一定是假的。
惊起却回头，有恨拖鞋飞~
三刷了
《大聪明》
我笑了(๑>؂<๑）
笨蛋用温迪e啊
省流:全部卡上去了
可是你的背景真的很假
椅子是真的其他都是假的
[每周必看]
《 以 物 换 物 》
这身材不错
假背景
@特效小哥
你再说！假吗！
假背景
每周必看
同款拖孩
好白好嫩滴脚丫子
""
