芜湖，烫手
vvhb？他坛坛罐罐
七龙珠战力眼睛！爆炸镜
这延迟，，我C++大笑
战五渣
在宿舍呢这是
在吊床上工作哈哈哈哈
不过由于安全隐患的问题巨大，所以已经gg
yyds！
问号的都拷走
牛逼
去年参加比赛的时候，有个北工大的做过类似的
？？
一代神机小米6
中国的供应链如此强大，制造什么都可以
MIUI赛高
龙珠侦测器
很早就有了
警擦叔叔。。。
我以为封面被打码了
狼灭
建议逆向
小鲁班3D打印机
哇哈哈打钱
2077
我
首页通知书
不明觉厉
惊了！电池还能改！
牛啊
硬核
这破车也能开
大佬有公司合作么
是战斗力只有5的渣渣。
超纲了超纲了
让我男朋友也给我做一个
牛逼
勇闯无人区
赛博朋克
进度条
躺着干活 舒服了
厉害
？？？？？
万物基于MIUI是真的
楼主需要的话光学部分我有设计挡，图纸给你拿去加工
？
厉害
↑老酷安了
战斗力5哈哈哈
BGM好评
同款打火机。
好家伙，小米六重获新生，以后不用换新电池了，直接换新设备
家里有矿
6
boom了就成了小福子二号了
我去。。。牛逼
米6
大佬
只要朋克，不要赛博
渣渣，战斗机只有5的渣渣
你能帮帮我么？
前面的，因为弹幕里真的有很多老师傅啊。。。
才看懂要干什么
哉亚
我前排提醒，这货还是个学生，各大厂不要抢人
手持小米6观看
这是大佬
锡焊好评
千坂的歌ohhhhhhh
超级赛亚人
牛逼
同款移动硬盘
woc，真大佬
查水表
战斗力不足0.5鹅
龙珠？
+
会不会用着用着突然爆炸？
刀剑好评
？？？？？
奈何寡人没文化，一句卧槽走天下
好家伙，物理报纸上的眼镜
bilibili phone 制造商
同款万用表
66666
跪了
.................................................
牌面
1108人正在观看，火钳刘明
七彩虹平板做工
可靠又实用的物理按键
小米6的新生
我战斗力有5吗？
？
牛掰
卧槽刷起来啊
牛牛牛牛牛牛
BGM应该是the edge的改版吧.......
拷走的也拷走
寝室?
嗯？
绝
boom
恭喜你发现宝藏
一打开，里面全是飞线
翅片
千坂bgm好评
壳我还要就不给你了！
亿点细节
战斗力检测仪
大跌眼镜
敢拆电池！狠人
哇哈哈打钱
请问是怎样刷入系统的？
戴上别看我，否则爆眼镜！
所以 投币 是吗
赛博朋克2020
亿点
普通的人类强者战斗力才有五，以为自己有5的可以抬下去了
认真看
要这币何用？
赛 博 朋 克 2 0 2 0
战五渣
目前除了开头拆快递这步能做到其他都不会
爷青回
#空降13:60
#空降13:30
这个吊床爱了
吾辈楷模
确定这不是头盔？而是眼镜？
牛啊
presented by ZAIA
好家伙，我直接好家伙，散热片直接怼电池，
不怕摔一下刺穿电池或者电池过热呢
小米6
太强了
。。
？那一声是啥
太强了
666666
nb了
赛博朋克？
@tt
必须投币，up加油
膜拜大佬
没倒角
小米六永远滴神
？？？？？？？
这你们不投币？
啊~我的手机
？？？
bgm；sky
看都会，做都废
........
武者眼
66666666
亿点细节
感觉好重的样子
硬核
锂电池非专业人员真的不建议操作，真的会爆炸
苹果的ar眼镜好像快发布了
牛逼啊
小米盒子？
好家伙，我直接好家伙
这和万基米有啥关系
4k好评
666666
进度条不对劲啊
厉害啊
寝室焊东西很正常，我们大三焊了一整年
全村吃饭
你这能测战斗力吗
吊床好评
赛博朋克2077
猝不及防
逐渐忘记标题。。。。
你们宿舍凭什么能用老铁
阿婆主，你和手工耿搞个合作吧
！！！！！！！危
赛 博 朋 克
这电池很重，200多克
在寝室用电洛铁怎么了？
小米打钱
酷安基友发来贺电[doge]
感受到g
哈哈哈哈哈哈哈哈
f'f's'f
防守方
防守方是否
同款笔电
这都哪学的
？？？？？？？？
？？？？？？？？？
？
好可怕，我怕我一碰它会触电似的
666
王多鱼不投吗？
江西鹰潭？
战力测量计
Btb和FPC这么多，能焊上也是大佬行为
请勿模仿
首页通知书
三连了
666
序列之争指日可待
这个项目我王多鱼投了
歧路司的吗
烙铁50w算个啥
厉害
亿点小细节
强啊
亿点
那个是3D打印机吧
初版战斗力观测仪
666
Up主长得好像我地理老师……
我
999
我们学校有用这个作弊的
龙珠？
牛壁
自组电池教程.jpg
老赛博朋克了
哈哈哈哈哈哈哈哈哈哈或或或
左下角琴女～
666
6
你冒犯到我米6钉子户了
会不会太重？戴的头疼？
wow
大学宿舍吧
牛
？
这也太超纲了
酷炫
电池是有加密的必须把保护板拆下来
说很成熟的，现在市场上不好卖就是因为不够成熟，或者说功能不痛不痒，没达到痛点
洛洛历险记
牛啊，虽然看不懂
+
苏打水打钱
电焊工
深蓝之海
这你tm都能看出来胃不好
?
封面以为是二狗学长
谁寝室里没点违禁电器了
"Google,Yes!"
碧蓝之海（打错了）
度数多少的
如此生活   岂不美哉
?????
123D
牛
这也太牛啦啊啊啊啊
斯考特（确信）
手工耿和他比不了，手工耿只会做机械
ohhhhhh
雷军狂喜！又一位米6用户要换机了！
ohhhhhhhhhhh！
直接变色
直接设计一个眼镜，都好过这个，一边重一边轻
真就什么都会
危险操作！！！非专业人员切勿模仿！！！
戴上能变赛罗吗
?/?
是要在口袋里玩手机吗
刚成正式用户
666666
一个五七六千
这手手我爱了，他是不是女孩子啊(手动狗头)
咋没人说话了
牛皮
nb
酷安基友发来贺电
打火机是鸡哥
666666
谷歌头盔好点
呕吼
呕吼，，，，
教练我想学
主机换成云电脑，眼镜天线变sim卡，妥妥云电脑接收器
UP：散热片和电池直接用了灌胶硅胶工艺处理哦
哈哈哈哈
嫌一边重一边轻的可以给你左边加个配重.jpg
哈哈哈哈
卧槽
这是……吊床？
我去，4000多人
小米6，永远滴神
米6直呼内行
增益高有什么用
我想知道当年谷歌眼镜风头正盛的怎么突然就没下文了
嫌重的头戴式应该可以满足你
不明觉厉
这么强的吗
酷安大佬
卧槽！
教练：我也想学
强
国内太缺这样动手能力强的技术宅
请允许我大声说一句：卧槽
【】【】【】【】【】【】【】【】【】【】【】【】【‘’】‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’
nb
哉亚出品
小米6
看完忘记投币了 滚回来三连的
1117
强啊霸哥
这线。。
和 LLVISION好像啊
up主，申请专利吧
sky
没考虑精度误差还是没考虑余量啊
小米哈哈
2077
丐版歧路司
首页通知书
首页通知书
牛逼啊
bgm：sky
同款打火机
还不投？
亿点细节
妈妈我也想学
教练，我学不会啊
亿点小细节
大佬
躺   着   干   活
工科男生宿舍一般都有电烙铁吧，难道你们不焊电路板吗
sao
赛博朋克
能测试战斗力吗
有这技术想不发财都难
原来是你，贝吉塔
空降 13:30
暴露地址
BGM是little end的sky！！！
基安报道
战斗力只有0.5的渣渣
2077
？
华强北需要你这种人才~
发生肾么事了
强啊
好有钱
战力5是撒旦，撒旦再怎么说也是普通人类巅峰了，你也就战力0.5
这个有点太重了。。。
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhh
看不懂的扣1
看完回来告诉你们，王多鱼值得投
大佬
哉亚 森帕森托
不要把那声音想歪了
啊
nb
18小时
bgm：sky（little end）
逐渐离谱
前面那个哉亚可还行，我已经森帕森头了
网络链接方案，没有网络就废了
你们努力也可以的
地址泄露了
改装电池.jpg
自制系统，超纲了
在寝室？
握草 同款小鲁班3D打印机
拿来作弊
教练我想学这……算了学不会
牛壁
超纲了
散热片压电池！！！！！！
空降13:30
战斗力5
这也能开？[Doge]
啊，是little end的歌
????
老师，这题太难了啊
n b
哔哔.哼！战斗力只有五的渣滓
牛逼
kk
超纲了，超纲了
好家伙
由内味了
科技给人带来的感官冲击真的不是一般的大
这哪是分享技术啊，这是仙术叭hh……
我看了一眼进度条……
这只是原型机啊，真要批量可以缩小的
有钱人
卧槽可以刷了么
我要开始卧槽了
我是应该先学编程？还是电子电工？还是3D打印建模？
"改装电池容易炸,非专业人士请勿尝试！"
外放人员注意
3D打印是真的厉害
太强了
赛博朋克2020
666
？？
太强了
666
恐怖如斯
看成采用网易云方案
半导体
UP主学的什么专业，这正是我一直想学的
是的
中国骄傲！！！
大佬啊
宿舍？、
70后 满眼蚊香圈 @-@
唉有钱真好
NB
你们真会玩呀，我们70后只能做收音机。
：我要好好学习，长大成为科学家，算了
演艺之海
颜艺之海
一定要三连！！！
混入其中
找人才，上b站（滑稽）
买新不买旧除非小米6
牛逼
电子信息工程等你来报到
这啥专业
海伍德一哥
你们看进度条
哇哈哈打钱
娃哈哈打钱
王多鱼那个没办法点赞啊
热评通知书
教练：不，你不想┐（─__─）┌
NB
开始离谱
???????/
崽种，直视我
我们都不对劲
3d打印
教练：ntm看我像是会的人吗
13：30
13:30
狠人
改装电池，酷友吃饭改装电池，酷友吃饭
改装电池，酷友吃饭
斐讯移动硬盘。
空降13:30
太厉害啦，一定要加油哇
老公好棒
老公好棒
老公好棒
？？？？？
UP的专栏之前写过，闪烁的是RGB背景灯233333
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
bgm sky
666
房间里充满了胶枪和锡丝的味道
感觉弹幕被清过
亿
???
这样最后能达成什么呢
这个床铺，跟我们学校好像(✪▽✪)
鬼见条
3M魔术贴
FBI   warning
牛逼
nb啊
？？？？nb
打印出了粉丝
王多鱼：我投了，马上开始量产
2倍速冲压
有谁注意到刚才电脑旁的纸巾了？？
妙啊
小米6最爱
首先买台3d打印机
这个长度有问题
“战斗力只有五，真是渣渣”
战斗力只有五的渣渣
稚辉君看到这里已死亡
3D打印机
NB
《物理天才》
NB
这个项目我王多鱼投了！
????2077?
无人？
牛啊
好帅!!!!!!!!!!!!!!!!
???
一点魔法
买新不买旧，除非小米六
注意:UP是文科生
牛
超纲了
这可以当毕业设计了
功率不高能用
校友np啊
封面有限丑
技术不错，颜值换的
技术不错，颜值换的
战斗力只有5的渣渣
教练：滚，我也想学
这技术力
战斗力时候
战斗力只有5的渣渣
教练：别说了，我也想学
ohhhhhhhhhhhhhhhhhh
千万不要乱试，锂电池一旦戳破会快速放热燃烧
现在的锂电池不会爆的。都做穿刺实验的
右眼视野基本没了
BGM好评！
管你看没看懂，牛逼就完事儿了
卧槽
好家伙是从伊拉克拿回来的吗
牛逼
生石灰！
羡慕
打英雄联盟怎么没意义了？
？？？？？？
同为大学生，感到惭愧
哼！战斗力只有5的渣渣！
以前触屏机刚刚流行那会，想要另外买块电池是可以去手机店按照尺寸切一块的
巨制
斐讯H1 泪目
？？？
红蓝癫痫发作
赛博朋克
你有什么证据什么资格说国内动手能力差？
战  术  目  镜
这就是b站科技区吗？
？？？？？？？？？
？？？？？？？？？？？？
原生android它不香吗
千坂
厉害
这一戴上眼睛瞎得更快
牛皮，这个已经不是一台手机了
1085个小伙伴
我可以收回我说的吗
uP主悦“：怎么这么重？”
太强了
超级赛亚人
战斗力只有5的渣渣
眼镜有点重
这环绕音效
必须三连啊
这东西很危险啊！电池导线散热片
很容易爆炸 不知道有没有保护电路
？？？？？？？？？？？？？？？
打火机占据一席之位
神
来了来了
超纲了
2233年挨了
np
我一看，哦，原来是战五渣
twrp好评
???
"还有按键, 不会手势识别吗"
战斗力达到了一亿
你这能测战斗力吗 我战斗力500万
哉亚出品
我的小米6...
直视我，崽种
我米6现在还在用
机械电子计算机
森帕森特
车库搞起
3D打印真香
快进到全村吃饭
可以用那种透明玻璃屏幕更便携…
如果这些设备我全有，我也不会做
3D打印机7000多
先跪了
电烙铁才几十瓦啊。。。。
牛批
强
空降13:30
哈哈哈哈哈哈
赛博朋克2077
战五渣？
？？？
会做手机吗？国货之光等你了
估计都是理工科学校毕业的
模型只需要讲明白大概设计流程连接原理，投入产线需要二次开发集成一体
虽然完全看不懂这些操作，但是想象力跟行动力值得膜拜
h1
换T12配注射式免洗助焊剂吧，用了都说好
太硬核了
我是王多鱼这个项目我投了
我编程太弱了，硬件和电路还行
战斗力只有-5的渣渣
哇哈哈打钱
味儿大啊，我都是牵线到走廊的
猥琐
赛博朋克
红蓝光闪的我瞎了
硬盒
“哼！战斗力只有5的渣渣！”
感觉可以给机车头盔搞一个
好厚呀
牛的传人!
啊眼镜爆了
加油
电池保护电路呢
等一张图
非发改装，滑稽
电气工程的表示看不懂
很难不投币
这个女孩子想抱走见妈妈
虎狼之词
战25渣
呵~
呵~
赛博朋克？？
叼床上办公？？
破路开车容易翻
硬核
套个热缩管能绝缘做好
666
nb
萌新回避，电池装不好，会炸的
钢铁侠初代盔甲
优毕
3D打印机比手机便宜了现在
刀剑风格好评
天使投资
强的一批
学校宿舍？
加油，是否尝试申请专利了，别忘了
那个包裹呼吸来
3D打印？
后边同款螺丝刀！
这个debug口是屏幕接口
小米打钱！
耳机带差点怀孕
西红柿首富：这个项目我投了
可以往识别物品方向发展
its over 9000！
心脏骤停
巨佬
进度条好评
刀剑神域
所以做这个要先学什么
求购同款吊床
同款万用表
6
RK3035G
lsp了
技术宅
真·技术宅
亿点点
酷安刚刚过来
按钮外部中断
？？？
亿点细节
大佬佬工作台牛逼啊
同款硬盘。，
???
小米6:新征程
目标战力 ：5
????????????????????
酷安了的
？？？？？
？？？？？？？？？？
酷安基佬前来报道
酷安基佬前来报道
酷安基友全村等吃饭
焊接这些很简单 主要是原理难
酷安好像看到过
woc手拆电池！？？？
我好爱冬虫夏草
超梦
用这个眼镜是不是能测出战斗力只有五
？？？
小米排面
小米
酷安基友发来贺电哈哈哈
拉丝了呀正常哈哈，应该是装置稳定性的问题
大佬
我还在用米6呢哈哈哈
这还加散热？？
大户人家
任性
.
...
小米6主板
虽然看不懂但总之就是非常厉害
酷安观光团
同款h1
大户人家
牛逼
我来看大佬又做什么好东西啦！
这只能大量的实践才能解决
gs66
我是fw！
?
这破道也能开车？
你真的是大学生嘛，，，原来我差到这种地步了…
小白不建议自行拆解电池哦
6666666
酷安NB！
要先学会三连
up主可以到2077年当义肢医生
技术王
2077
本文科生 不明觉厉
我们全班都有电烙铁
？？？？？？？
管你文科生理科生 做出来就nb 
玩机大神
卧槽 SAO里的血条
这也太硬核了
为科技人才投币
只要有雏形和架构，小型化就不难
酷安上那个老哥？
Bgm：sky
。
酷安老哥前来助阵
巨佬
用小米6看小米6的被拆
卧槽
酷安过来的
《一点》
主板散热接电池？不怕炸了？
千坂？
千坂的啥改的
经费在燃烧
这东西戴上去要是爆炸可就惨了
耳膜震爆
同款移动硬盘
？
android
酷安观光团
大佬
小米6排面
爆头
你就是速趴塞牙金
好家伙
酷安观光团
斐讯？
牛B
酷安路过
大佬
这才是真的搞机人
3d打印机学校实验室一堆啊，设备不是问题的
酷友帮顶
真有闲钱
3d打印机日常拉丝hhhc
小容量，大智慧
同款吊床
电池鼓包了
酷安来到
这个项目我王多鱼投了
太强了
这是在宿舍  卧槽
实验室吗？
亿
亿点点
这是个组装视频吗。。。
不用画电路板写代码的吗？
卧槽
同款过时123D
做个微软hololens才算牛逼啊
键盘是那款啊
大佬
知识果然能改变自己
这是大学寝室吗
B站真的人均大佬。。。
直视我，栽种
刚看完图文，你就在这发了
厉害啊
？？
啊这
我的眼
你们那一般几人一桌
赛亚人？
真啥都会啊
万基mi
经费在燃烧
修手机很强
？？？
厉害厉害厉害
 讲一个鬼故事 进度条
江灵夏草
酷友牛逼
硕佬
小米6，永远的神
p10plus？
酷安基佬
雷军狂喜
酷安观光团
我还多嘴鱼呢
厉害
3Dp?
卧槽
酷安基佬观光团
说危险的，你手上的手机也很危险。
赛博朋克
大佬
收下我的膝盖吧！大佬！
收下我的膝盖吧！大佬！
收下我的膝盖吧！大佬！
小伙子，加油！别放弃！你很棒
祖国需要你这样的人才
真。。有钱人
tech otakus save the world
酷安刷到了
不愧是你冬虫夏草
教教我吧老师，这道题太难了
真可怕，人家的宿舍桌床是个小型实验室，我的只有书和电脑
赛亚人战斗力显示仪
这个项目我投两个币
那什么电焊啊，那是热熔胶
矿里有家
雷军看着你的小米6欣慰的笑了：又少一个钉子户
教练：我也想学
卧槽
焊接？编程？电路？手工？
碧蓝之海，哦哦
酷安来的
不会爆炸，起码也就是化学反应冒烟，生产一股刺鼻的气息，然后起火。
不要问我怎么知道
little end！！！
酷安基友发来贺电
ohhhhhhhhhhhhhhhhh
ohhhhhhhhhhhh
？？？？
老王的电池
13：30
酷安老哥np
葱葱人是吧
酷安观光团打卡
？？？
？？？？？？
然并卵
桐人直呼内行
是酷安老哥吧
这个项目我王多鱼投了
你又技师资格证吗？我要告你，侵权！
背景音乐里好像有防空警报？
cood gaess
cy传说护目镜
电池一扎
画一个一体化的板子不香吗
战斗力 3300
这个3d打印机在哪能买到？
????
基安报道
基本的3D很简单的
cy战术目镜
13:59
你不对
斤
秀
新年快乐
13:30
酷安老哥!
钉子户
好家伙直接拆手机
流弊
酷安观光团
哼 战斗力只有5000的渣渣
酷安都来了
酷安来的
66666，大佬威武
光学镜片是哪里搞到的呢
同款斐讯硬盘盒
牛b
你这能预测战斗力吗
战斗力只有5
CyberPunk 2〇2一
娃哈哈打钱
家里有矿系列，哈哈哈哈
同款火机
屁话，我看着都不会
？
电烙铁也不违禁啊
飞线ᵀᴹ
空降13:30
钉子户不当了？
注意：你的视频已经被电脑报采用
炸了就好玩了
17：52​
很好我要开始学编程了（不会英语
我想加入车队
我的妈呀，啥都会
看到了后面的斐讯H1
up可以去找电子厂实习一下练练焊接技术
还搁这电烙铁
专利申请了吗？
毕业设计就差论文了
大佬，3D打印机，小型家用机床，有钱人
？
见过最牛逼的人
米6再战江湖
这不算违规电器么
¿
女的？
膜拜EE大佬
Little End的歌！！！！！！！！！
空降3:00
酷安观光团
我宿舍烙铁和风枪就放在桌面
，666
我靠！有这种机器的你说他没钱？？
吊床上焊接
小米6，久经沙场
亿点
三连了
sao
3D打印机质量都不怎么好，我就是生产汇天威工业3D打印机的人。
？？？
求bgm
大佬！！！！
佩服这种发烧友
相信我这个巨难喝不过贼醒神
？？？
？？？？
现场拉丝
机床这玩意是真的贵
在b站刷到酷安“人均”
战五渣探测器
牛逼
组装 不是自制
斐讯h1
可以把一点小细节发个教程吗
这是真的牛
这就是清华的计算机专业吗
这接收模块用的是什么啊？
娃哈哈打钱
woc
他好像真的想教会我们
我就想问UP还有什么是你不会的
进度条
。。。这都是个啥。。。
江西工程学院
加油
？？
小树
小鲁班
赛博精神病［狗头］
苏打水打钱
论知识的重要性
可以在汽车上装传感器，把参数在眼睛上显示出来
其他都有没手机
步进电机丢步了，参数设置的不恰当
离平台太高了
[冰墩墩]​
机车头盔可不兴改啊
惊现安鑫450mah电池
Little End 啊啊啊啊啊
这打印机一万起步
强
牛
好
我想要一款能只能识别的眼镜，瞄到哪里都会自动搜索然后在旁边出现简单的相关信息那种
空降13:30
有钱
首先你有一台3D打印机。
"跟加密有个屁关系, 他是要改成大容量的"
""
一个小时烫烫tnag
外行看个热闹
up真的很厉害
6666
哈哈边看翻，边焊电路
山城还行
!!!!!!
这不投币？必须投币！
太厉害了！
有内味了
sao
linkstart
SAO
这鼠标好用啊
很强
天秀
有刀剑那味了
什么意思啊⊙_⊙
mi6
可以啊，这个还原的好厉害啊
太硬核了吧也！
帅啊
哈哈哈哈哈一边刷番一边工作
太强了
大佬的桌面
太nb了
牛逼
女少啊
纳米级工艺
谢谢提醒我是个凑数的人
好棒！
还刀剑神域UI，有点意思
刀剑
这是SAO啊
程序员，技术宅，牛
哇，酷友
哇，酷友
牛逼
很强了
太强啦
nb
这样鼠标很不灵敏的
完全看不懂的懵壁群众，围观看个热闹，并向弹幕里所有的野生懂帝们啐一脸口水，Hetui丶
酷安大佬。。
酷安草
6着干嘛 
酷
就是自制视频接口？
太强了
小爱同学！
格子衬衫就是如此浪漫的人，。
这波山城很瑟
酷安大佬啊
刀剑
……格子衬衫……标准装备
刀剑神域的味道
火钳刘明
太大了
要么我不是人，要么你不是人
番名:我不是说了能力要平均值么
这个走线可能不太好，vcc在最前面可以保护后面的信号～
可以用bacnet协议吗
刀剑迷
跪了，牛
SAO风格，酷
卧槽
感觉挺帅，虽然看不懂
感觉挺强
频闪
祖传视频
透明电视的led可以做眼镜吗？
这UI投出来是不是应该把那个东西放左眼体验更好
科研UP猪
闪烁应该是因为摄像机的原因吧
雨滴桌面为基础
出现啦格子衬衫
二次元浓度查询
近日一小伙…………
遥望不可及
他在做增强现实眼镜
给华强北提供一下资源
毕业以后大有前途啊
刀剑的UI
战损小米6
小爱同学
近日一小伙竟然用手机做这中事……
牛逼
刀剑？
cool
今天第一个币投给你
边看番，边工作。像极了补作业的我。
！
电子新生前排围观
进度条告诉我 不简单
6k的3D打印机还没你这个效果好
看不懂
太厲害啦
划重点格子衬衫要考
老二次元了
刀剑？
6666
SAO操作
两个光学问题，一个图像亮度太低，一个图像放大率太小
ohhhhhh
SAO
大佬太强了吧…
AR眼镜
我感觉我大学就是混过来的
想看up主头发
进度条才一半
sao的菜单。。
格子衫。。。程序员实锤了
公主殿下
程序员可做不来这事
刀剑神域！！！！！！
刀剑好评
发现程序员，大家快来欺负他！！！
刀剑？？
这手机长得针不错
格子衫！
记得专利啊
sao units+1
Sword Art Online
好家伙
伤眼睛吧
好厉害我去
频闪是因为摄影…说实话up这个很好了…
这个项目我王多鱼
刀剑！！！！！
SAO
sao
sao
SAO的菜单！
我觉得是电信科的（狗头）
震惊，闻者伤心听者落泪，江灵夏草竟然做出这种事。。。。。。。。。。。。
强啊
酷安大佬
哈哈哈酷安
进度条警告
SAO？
程序员是程序员，这是嵌入式工程师的活
投了
不明觉厉
SAO？？？
内行人看门道，外行人叫大佬
老刀剑了
老刀剑了
找个人看看战斗力
还是扩展屏幕
"这是个什么东西,我是个什么东西"
酷安排面
格子衫 是大神了
小爱？
ohhhhhhhhh
所以我战力是？
看头发那个别走
刀剑
xposed
慕了
是刀剑程序
进度条
虽然我啥也看不懂但感觉就是很牛逼
印度大佬
多少钱，我买了
学电子的吧
兄弟，闪屏是因为用相机拍的
掌握这个得掌握多少技能
原来大佬是公主殿下（doge
顶尖人才
这才是 人类的精英
哇啊( ⊙ o ⊙ )啊
sao 
牛逼炸了
这个二次元就很程序员
感觉毕业可以去达摩院
mi6
卧槽
好家伙
没有太深的技术方面的东西，看动手能力
这是把手机拆了吗
分屏叼啊
ohhhhhh
投了！
2097人正在观看
这…刀剑的画风
"二营长，把我的意大利炮...面端出来,给友军尝尝。"
进度条好评
？？？
快去为国家做贡献吧
程序员专用衣服
关注达到十万才肯露脸的颜值UP
我大中华牛人也很多
飞鼠
帅
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
这跟程序员有半毛钱关系
电子工程
刀剑UI
这个鼠标可以换成摇杆啊，淘宝上这么便宜
人眼看不见闪频的
程序猿。攻城狮
牛逼
刀剑
魅族Pro7
大佬
啊这 想起了14年弄的手机桌面
毕业论文出来了
挑战杯材料也出来了
小米6
太厉害了吧
天秀
啊这
牛皮
拷走
我会3d one
刷新率比较低嗷
ohhhhhhhhhhhh
进度条告诉我，此视频，不简单
一看就是大佬的衬衫
哈哈哈哈哈
格子衬衫哈哈
强
牛逼噶拉斯
导线倒了
刷新率不一定像视频里这么低，可能只是和相机拍摄频率对不上发生的频闪
抖音过来的 芜湖
666
同款胶水
我拿着小米六在看他的小米六。真不错
吾辈楷模！！！
能看一下阿婆主头发吗/滑稽
人眼没有频闪
SAO
link死大头
你以为系统不用编程？
这学校里没浪费时间
大佬威武
可以和厂家合作出产品
提升空间很大
nb
模块化
秀啊
还有debug
中科院：这个人我要了
ohhhhhhh
我看到现在还是懵逼的
选择这个bgm有
6666
多用电表？
酷安nb
战损开机
trance好评
进度条魔鬼
大佬
草夏江
程序员没那么厉害
进度条感人
壮哉我大刀剑
牛逼
山城！
nb
sao utils
膜拜大佬
烧钱
我的登出键呢？
直接nm分屏？
nb
怎么感觉是个女生
分辨率呢。。。
刀剑神域
3.
sao！！upNB！
虽然一看就是一个专业，但是我不配
np
ohhhhhhhhhhhhhhhhhhhhh
nb
刀剑桌面
终于知道谷歌为什么放弃这种产品了，真伤眼睛
同款mi6
哇
你太强了
浮云心!
10万粉丝才露脸。
帅炸了
不是感觉挺强 就是很强
n
一个成熟的胶佬
标准程序员衬衫
我红牛没有面子吗
牛
可视频闪是伤眼睛
看不见闪频不代表不存在，也伤眼睛啊
三连有了
好评
公主殿下
伊拉克战损小米
楼主键盘是什么款
人眼看不见频闪
太SAO了
啊这？！
我不轻易一键三连，不过这次我老是重复去按住点赞按钮
城镇电器修理工桌面
看起来很容易的样子（？？？）
人眼看不到频闪的
牛牛牛！
格子衫、技术宅、二次元=小县城电器维修工
老格子衫人了都
算了算了，看不懂
同样是活着！！！唉！！！
@小米 要不要投一波市场化生产
闪瞎眼
哈哈哈哈哈哈哈ohhhhhhhhhhhhhhh
此处@小米  支持量产一波不
看不懂，我去结尾喊牛逼了
没人了吗
。。
揣兜里玩
SAO MD 风格爱了爱了
说屏闪伤眼睛的请参考电脑屏幕或者手机屏幕
同款桌面壁纸
啥动漫能看出来吗
好家伙，SAO风格
搁着做毕设呢
刀剑
我有手，我不行
羡慕这套开发设备
刀剑爱了爱了
这玩意还能自己做吗？
同样是学单片机，我死了
卧槽
壮哉我刀剑
卧槽
卧槽
大佬
卧槽            卧槽          卧槽
卧槽  卧槽   卧槽    卧槽     卧槽
再过6年 让你们见识下世界的伟大
不错的实践。可惜不能感知环境与环境交互，这才是MR的未来。
频闪跟拍摄有关的
酷安大佬
我TM甚至怀疑他的电脑也是他自己做的
建议弄个黑幕看得更清楚
