一播放17点赞B站特色doge
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
火云邪神(doge)
2007个同志你好
2023个同志你好
cool
别老杠学校了行不？这个视频重点是秀操作，不是上学
就我一个发现这是1.17吗？
能不能别刷Dream，人家那是被追杀，和这个情况不一样的好吗
霍格沃兹
蓬舟吹取三山去
首页通知书
好家伙，地狱校区
暗示禁止白嫖
ohhhhhhhhhhhhhhh
Fo，yyds
别打了别打了，我给还不行吗
我刚好是第九千个
建议可以式一式落地浆果。
提前打死老师，老师就不会被僵尸杀死了，暗示up帮助三连的人
ohhhhhh
跋山涉水就是为了杀个老师吗？
这是高度512的世界吗？
第二遍
简介好活
up主辛苦了!、
woc，前两天才看到的操作，这么快就会了？？
ohhhhhhhhhhhhhhhhhhh
撑船跳
10432个赞
所以学校呢
求求你们不要ky了
哈哈哈哈哈哈哈哈哈去学校的路上经过地狱还行
夸父行为
辍学逃课￼
dream直呼内行+3
FoFTG yyds！
盲猜有岩浆搭路
所以你还是没上学
迟没迟到不知道，反正摔死了
看简介
这次一定
你马没了
建议1.5倍速
暗示学校是地狱
地狱逝世
正道的光
你迟到了
快乐的二傻子
dream直呼内行
看简介
关于我在上学路上打死一条龙成为人类英雄这一件事。(狗头)
火钳刘明
学校即是地狱（bushi）
走地狱要快啊，
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
FOnb!!!!
？？？
你迟到了！
OHHHHHHHBHHBHHHHHHHHHHHHHHHHHHHHHHHHHHHH
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
点个赞就不算白嫖了 
来到学校的时候才发现，已经放学了！
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
timer不支持！（doge）
代善人
看简介
咋了 ?
我想问一下，你没迟到是怎么去上学的（doge）
谁家会住在这里啊!魂淡
你迟到了
上完学怎么回家
1.17？？？
1.17？
FOFTG！
卡点好评
ohhhhhhhhhhhhhhhhhh
过河拆桥
ohhhhhhhhhhhhhhh
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
封面我们学校
光影好评
试图在岩浆里游泳
牛^O^
首页通知书
？？？
马叫声
上学重要性
为了上课连下地狱也要做的鉴
早迟到了！！doge
这也要刷dream吗……又不是追杀……
你这怕不是霍格沃兹
永久反弹[doge]
电脑首页通知书！！
好....好好看啊！！！
看个视频还能吵起来你们屁话怎么那么多
反弹
老初三了
ohhhhhhhhhhhhhhhhhh
2w了
这个还是比较简单的，难的是用两个船，因为船在碰到岩浆的一瞬间不会烧掉，所以我们可以吸到他，就这样用两个船循环，如果用一个船的话有时可能吸的比较晚
dream
前前后后熬夜制作一个月的成果！一定要三连啊啊啊啊！！真的对我很重要很重要很重要！！！！！感谢！！！点赞过2W原地螺旋升天开新巨坑！！！！！░░░░░░░░░░░▄▄░░░░░░░░░░░█░█░
飞船
芜湖芜湖
我恐高症犯了
戴耳机不会突然去世吗
前前后后熬夜制作一个月的成果！一定要三连啊啊啊啊！！真的对我很重要很重要很重要！！！！！感谢！！！点赞过2W原地螺旋升天开新巨坑！！！！！░░░░░░░░░░░▄▄░░░░░░░░░░░█░█░
您正在收看的是：《跋山涉水上学路》
RTX ON！
落地水失败了就是另一个故事了
迟到了
吓死我了，我还以为你要顺便屠个龙……
八艘跳
Ohhhhhhhhhhh Foyyds！！！
日常上学打龙
你三连没了
应该再加个穿越一格空间的挑战
三连加两币
快要落地时下来再上来是不会受到伤害的!(doge)(不喜勿喷)
芜湖起飞
应该是是穿上冰霜行者，我表示那样非常好看
你这课室有点远啊
hoooooo
迟到两分钟了，滚出去罚站
ohhhhhhhhhhhhhhhhhhh
是光追吗
恐高症无了
此生不悔入mc，来世还玩mc
这学不上也罢
心脏bongbongbong
投币点赞
前前后后熬夜制作一个月的成果！一定要三连啊啊啊啊！！真的对我很重要很重要很重要！！！！！感谢！！！点赞过2W原地螺旋升天开新巨坑！！！！！░░░░░░░░░░░▄▄░░░░░░░░░░░█░█░
？
发生了什么
别刷dream好吗
你已经迟到了
看简介
真的有这么丝滑吗？
你已经迟到了
O hhhhhhhhhh
没有冰霜行者差评
大山里的孩子辛苦了
卡点
白嫖7个月了，因为fo这期视频，三连给了
问题来了你放学怎么回去
像极了上学还有一分钟迟到的你
这...牛逼！
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
这次一定！
又要鸽
可以可以非常好！
你真棒
我的世界白玩了
三连了
坛之浦八艘跳
OyydsF
ohhhhhhhhhhhhhhhhhhhhhhhhhh
帅
那一天 又有一个人化成了光
BGM是什么
???????
ohhhhhhhh
喜欢
这是什么阴间学校
RTX 
咋这么远
所以你到学校了吗
你币有了
是怎么上去的
虽然不懂我的世界，但看起来很厉害的亚子
早上起床，到校太阳都下山了
可现在已经两分钟了呀！
螺旋升天execute @p ~~~ tp ~~0.05~~10
首页通知书
籽岷行为
信仰之跃
你家离学校到底多远？
ohhhhhhhhhhhhhh
赞是点给你这个好显卡和记忆体，在光追的压榨下还能跑酷
请停止你的dream行为
Dream直呼内行
下次丕定
信仰之跃
学生或成高危职业
牛逼了牛逼了
芜湖起飞
512？
做得好棒，tql
三连了
512！
hhhc
问题是，你是怎么回家的，我很好奇
我就想知道放学了怎么回家
某梦直呼内行
某人再次直呼内行
啊这
我建议这个片段应该出现落地船
BGM是什么
ohhhhhhh
你特么住学校里算了
死了就回家了不是
你这是霍格奥兹没赶上火车吧
dream直呼内行
踩点狂魔
手机能
不如直接不去了
地狱省路
我感觉刷了也没什么关系吧，毕竟都是dream的名场面
现在水桶是不是没水了
学校的大门。
远山恋人？
这次一定
哦豁
一分多钟了，已经迟到了
那你是每天都要走着一段路吗？
ohhhhhhhhhhh
ohhhhhhhhhhhh
你家住这里啊，但，你要怎么回家呢
好看
已经三连！
你的币和赞都有了
左边有人
炮爷出击
上学还顺带打个龙【doge】
霍格沃兹欢迎您
霍格沃兹欢迎您
太强了
逐渐忘记标题
这课都开始上了，你还没到
迟到了兄弟
ohhhhh'hhhhhhhhhhhhh
nb
没放到hhhhhc
你怎么回家
zhehua这画质，舒服
OHhhhhhhhhhhhhhhhhhhhh
恐高狂喜
看简介
动量守恒定律
BGM好评
当场去世
所以封面呢
在重庆上学即将迟到的你
ohhhhh
1325个同志们你们好
热门第一！ohhhhhhhh！
你怎么回去
眼睛要瞎了
学校=地狱(doge)
ohhhhhhhhhhhhhhhhhhhh
丝滑！
高能
ohhhhhh
音乐大了
真是个爱好学习的孩子啊草
？？？
？？？
\爪爪牙
Ohhhhhhh
上个学把腿帅惨了
你家真偏
老师：卧槽你在干什么(눈_눈)
看看进度条，你要站在门口了fo
亲！建议您现在办理住校手续
kz
所以学校呢？
ohhhhhhhhhhhhhhhhhh
各位请看简介
如果住宿的话可能就没这个视频了
真漂亮
这个是地狱一格等于八格他用这个赶路
如果住宿的话可能就没这个视频了
Fo永远的神
飞翔的河南人号！
这次一定
0.5倍没看清
你这是跑到游戏地图外面去了吗
感觉看着很解压。
这光影爱了
ohhh
恐高症慌得一批
迟到了
别去了，在家睡觉多好
再来一遍
带善人哈哈哈
你真棒
这边建议直接去看简介
仔细看一下这地形伸出
我懂了，MC大神马上就要迟到的时候的速度加技术
懂了，学校＝地狱
問BGM的那位 歌名是這個：Dusk Till Dawn
出现了！撑船跳
老师：门外站着去
堡垒之夜？
首页通知书
这画质绝了
求bgm！！！
热门第一!
我要这硬币有何用
学校这么大
炮爷出击！只为正义！
炮爷出击！只为正义！
炮爷出击！只为正义！
我想看你放学回家
见封进
森sei~~
）
我顶着被同学打死的危险投了个币和收藏点赞（俗称3连）
早迟到了..
好了你迟到20 秒啦
发生甚莫事辽
哈哈哈哈哈哈哈哈哈
火钳刘明
其实吧，你已经迟到了。。。
下界合金块！！！
飞渡浮舟
飞渡浮舟
1439个人
牛
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
啊啊啊啊啊啊bgm杀我！！
简介好用心
芜湖
白嫖失败
飞翔的松饼号（doge）
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
NPNPNPNPNPNPPNPNPNPNPNPNPNPNPNPNPNPNPNPNPNPNPNPNPNPNP
dream直呼内行
nb
恐高的孩子适合玩这个不
白嫖失败
、
丝滑
让我们在深入一些吧，现在还不行
wu
沙仁猪星一
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
老师，我因为拯救末地和地狱迟到了两分钟
来了来了
c418
看简介
就我黑屏？
你也是牛若丸?
我只想回收封面
还有4秒
3秒
迟到了
HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH&HHHH&HHHHHHHH
看不懂……
ohhhhhhhhhhhhhhhhhhhh
Dream行为
芜湖
飞渡浮舟
石粒
这次一定三连
地狱大学
你家在荒山野岭吗上学这么辛苦。。
新账号怎为什么不能评论啊？
可能现在还是早读还没开始上课
1609人
BGM好评
你是去美国留学吗
那已经迟到了，还差一分钟就迟到，这都过了多久啦？
燃起来了
汉台闪电侠
所以你的学校到底在哪。
bgm：dust till down
这次一定
7:59往往是下了课跑操的时间
芜湖起飞
松饼号飞船出发！
芜湖起飞
这好像调世界高度了
timer一开三秒就到【doge】
这特么叫学校
NB
都快3分钟了，你迟到了
ohhh
o h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h
卧槽，信仰之跃？
先说好 我虾了
ohhhhhhhhhhhhhhhhhhhhh
前面的，我
干得漂亮
f
c
热门通知书
我直接tp（doge）
░░░░░░░░░░░▄▄░░░░░░░░░░░█░█░
我恐高
太dream了
肝疼的音乐
恭喜你迟到三分钟
ohhhhhhhhhhhh
看简介
ohhhhhhhhhhhhhhhhhh
真不错
孩子上个学真不容易
好看，我已三连
后来up花了一个晚上回到家……
白嫖失败
这画质堪比vr
牛逼
。
我擦
迟到了
建议住宿
好家伙 给孩子在学校旁边建个房子吧
我点了一个赞
好家伙
封面我们学校
？
都给爷三连
帅气
n
这叫ky？前面的刚学个词就瞎用？
啊啊，你是离学校有多远？
好家伙阴间学校
我没币了
跋山涉水上学路好评
你币有了
封面是我学校
看到封面就已经笑了
我晕了
村民：noooooooo
学校呢
ahhhhhh
好评!!!!
似李，牛若丸
？？？？
太强了！
BGM是啥
这是1.17的快照版本吧
不就银币吗，给你就是了
OHHHHHHHHHHHHHHHHHHHHHHHHHH
ohhhhhhhhhhhhhhhhhhhhhhhhhhh
芜湖！
ohhhhhhhhhhhhhhh
贫  困  山  区
要不盖个学区房吧
火云邪神（暗示灰机）
才过了6秒而已
这是逃课被抓
9
迟到了
迟到了
奢侈
这 次 一 定
炮爷出击，只为正义！
炮爷出击，只为正义！
ohhhhhhhhhhhhhhhhhh
以三连了   制作不易！   告辞了
卧槽
你迟到了
你迟到了.
简介给我横着看!!!
新版本的生物？
封面我学校哈哈哈笑死我了
o h h h h h
这水真好
问怎么回家的，死回去啊
ohhhhhhhhhhhhhhhh
已经三连了
？？？？
BGM好评
ohhhhhhh
SEUS PTGI
这操作如丝般顺滑
dream行为
山一程，水一程，身向学校那畔行，过去多久了？
帅！！！！！！！！
干脆住学校算了
你已经迟到了
告诉你个秘密，今天周六
你怎么回家
我说实话，应该拿锄头，不仅不耗耐久，而且还挖的快
《千绪的上学路》
你迟到了
你迟到了（doge）
up主nb
up主nb
dusk till down
投币了
迟到了
就冲你这个简介你币有了
棒棒棒
神特么炮爷哈哈
三连了
你的学校这么远
bgm好评啊
所以封面呢
up辛苦了
本来是打算白嫖的现在准备举报了
迷你做不到！
dream行为
迷你做不到！
信 仰 之 跃！
这是重庆吧，看似地面实则高空
我三连
Ohhhhhhhhhhh 
你迟到了
骑的是什么
这才叫技术
我瞎了
我有瞎了
救命七点二十到班就迟到了
666
这次一定
就不能在本省上学？
出国留学去了？
看简介
这画质太好了
看简介。
好耶
想当年，有个绿色的男人卸磨杀驴
以三连
ohhhhhhhhhhhhh
ohhhhhhhhhhhhhhh
bgm是什么啊
!!!!ZYAN！！！！！！！！！！！！
牛
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
牛6
帅
fo为防止老师被僵尸打死，自己先动了手，感人啊
论学区房的重要性
害怕
我币没了
好多dream行为
迟到了
这是在干嘛，
请收下我的膝盖
nb
迟到了，慢慢走吧
你家真远
BGM是什么
ohhhhhhh
问题来了，你家为什么这么高？
这个视频有很多地方都能看出，阿婆主家很高，所以去学校要往下跳doge
dream行为
为了上学跨越了半个地球
音乐好评
建议籽岷过来看看这个操作
汉台闪电侠
哈哈哈
wc，学校在地狱
厉害
ohhhhhhhhhhhhhhhh
万物皆虚，万事皆允
白嫖失败
好家伙立体机动装置
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
就特么好奇你杂回去的。。
吓死我了
学校呢
这封面是我以前学校诶
这光影还不错
眼晕了
三连了
完全看不懂是在干嘛
学校就是地狱
你快放学了哥们儿
万一八点十分上课呢
nb
这次一定
迟到4分钟
从家到学校走一大圈
村民:我带你们打
从学校到家左转再右转就到家了
太美啦
NB!
卧槽!
卧槽!!!
？？？？？？？？？？
这次一定
截图成功
这次一定！
fo行为
白嫖的我又变帅了
进度条我劝你善良
这次一定
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
看简介
别喷的世界
热门通知书
好家伙，都放学了
？？？看不懂
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
BGM好评
ohhhhhhhhhhhhhhhhhh
那你怎么上去呢？
还有3秒迟到
你书包没带
此去蓬山无多路，青鸟殷勤为探看
看不懂
山 底 洞 人
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
这么简单，有手就行好吧（我没有手）
哇哦你们快看简介
这次一定
学校呢
氢氧根风暴走起来
ohhhhhhhhhhhhhhhhhhhhhhhhhhh
哈哈哈
NB！！！！！
明示白嫖
？
好人呢
用干草块做点小麦，做成面包，早上不吃饭对身体不好*^_^*
封面母校诶
三连成功
！
11
你迟到了
操场
你迟到了
dream行为
你迟到了
上楼梯(
UPZS
到学校已经放学了
EX
村民：**
离谱
完了白嫖不了了 
？
地图绝了
ohhhhhhhhhhhhhhhhhhhh
但是，你迟到了！
附魔鞋真把我笑死了
这波也很牛壁
...这是在展示 不是
前前后后熬夜制作一个月的成果！一定要三连啊啊啊啊！！真的对我很重要很重要很重要！！！！！感谢！！！点赞过2W原地螺旋升天开新巨坑！！！！！░░░░░░░░░░░▄▄░░░░░░░░░░░█░█░
等我有币了一定给你
ky5
你家真大
我感觉他让我们看的是我的世界的目的
让我们知道，我们玩我的世界不仅仅是好玩而是
开心
哈哈哈哈哈哈做个人吧
怎么回去？死一次就回去了
ohhhhhh
下次丕定。。。因为这次一定
你迟到了同学
ohhhhhhhhhhhhh
热    门
这首歌太配了
懂了!上课迟到就从楼上落地水下来到学校
你的学校在地狱？
我恐高  告辞
三连了
封面我学校
这边建议您住校
我已经开始笑了
额
旺财呢
音乐剪辑太棒了
‘】
恐高了!   突然想起被欢乐谷纸支配的恐惧
帅
我非常的喜欢
简介nb
sia
岷叔失误的跳船跑酷
带制作
肝疼
这应该是，高度的限制改了之后的地图
卡点好评
上                         学
进我收藏夹吃灰吧
迟到了啊
0ohhhhhhhhhhhhhh
明明是个封面党应当合理举报
《当千绪玩到minecraft》
dream行为
这不比博人传热血
三连了
dream行为
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
头晕了
v，太厉害了
看到简介反手就给两币
？？？
白——嫖——课——老——师——
电脑真的很简单
封面我学校
你币有了
渣爷的歌
太帅了！！！！你币有了！！！！！！
666
厉害厉害
哈哈
老师：你为什么迟到  我：花了四分钟周游世界
该死，这熟悉的音乐。
奢侈
时间洪流怀表：再睡一天呗
好了，你迟到了
你在地狱上学？
nb
咱这个学不上也罢
崎岖的上学路
三连了
飞鞋出现了。。。。。
3+
dream行为
肝疼
你迟到了
我直接九连
当你上学经过地狱 
哦～这熟悉的BGM
起床战争
你上学还要用滑翔器
旷课一天doge
芜湖起飞
芜湖起飞
支持
住校吧
冲这个bg
冲着这个bgm你biyou
好人好事
信仰之跃
飞翔的荷兰人
+
你币有了
跳船那个怎么就dream行为了，dream说他也是从论坛学的
Sia!
干得漂亮
没币了
牛
上面的你好牛逼啊
辛苦了
gamemode1
牛逼
兄弟 你迟到了
您就是千绪？
哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇
反冲，动量守恒
汉台中学来的扣一
这种地形我爱了，有感觉
虾仁猪心
没硬币了
1
下次丕定
ohhhhhhhhhhh
热门啊！Fo妈妈爱你！！
热门啊！Fo妈妈爱你！！
热门啊！Fo妈妈爱你！！ 
但是我是真的没有币了
二中？
信仰之跃
666
来了来了
卧槽
在？为什么不住校
66
阴间学校
dream行为
天堂学校
众所周知，up家跟学校距离50+米，高度相差1000+米
ohhhhhhhhhhhhhhhhhh
这次一定
头晕
dream行为
卧槽
懂了
懂了
太棒了！
家在珠峰，学校在死海
太帅了
dream行为
dream直呼内行
满满的dream行为
帅
好家伙到学校才发现书包忘记带了
180天是高考时间啊
好漂亮呀
飞翔的荷兰人
这我只在梦里见过55555
MC好评
三连等你
@籽岷
～～～～～
我寻思着你直接把地球挖穿反而快一点
怎么回去啊
累死在放学的路上
干得漂亮
走地狱更快
np
玩MC迟到系列
ohhhhhhhhhhh
有饼啊，什么玩意
宝具：【八艘跳】
Dream直呼内行
没事，老师还没来
怎么回去？
在找学校吧
你书包落家里了
我只想知道这家离学校是有多远呢
111
熟悉的音乐，史蒂夫起床了（滑稽）
我牙的歌！！
学校在大麦哲伦星系
表白sia
牛bi
汉台闪电侠
咋回家啊
骑得是火云邪神
信仰之跃
不错不错
此生无悔入MC，来世愿做方块人！
此生无悔入MC，来世愿做方块人！
36岁的我看不懂
村民:虽然我是奸商，但你是真的苟
我直接好家伙
三连了
芜湖、
简介！！！
bgm炸我
已三连
老师：wdnm
红牛赞助？
我*****
dream行为
dream行为
Dream知乎内行
ohhhhhhhhhh
白嫖失败
虽然看不懂 但还是已赞
我学校
。
哈哈哈哈
杀人诛心
啊这
辛苦了
ohhhhhhhhhh
我恐高
谁家的学生
2呵呵
上学路途遥远
暗示学校是地狱
学校在一环，家在十八环
ohhhhhhhhhhhhhhhh
三连了
出国上学？
RTX On
你放学怎么回去呢
我好晕
dream行为
好家伙，跑这么远发现书包没带
太丝滑了
牛批
10秒开始
太顶了
求BGM
见标进
哦豁
迟到了
ohhhhhhhhhhhhh
哇这也太震撼了
 太帅了
ohhhhhhhh
倒放回家
我只想知道你怎么回家
恐高症表示你币没了
燃nm，草起来了
你这房子不算学区房怎么上的学
离学校这么远不算学区房怎么能上学呢
哈哈哈这个好有趣
这bgm
好丑啊你不要过来啊
烟花踩点好评
求bgm
牛逼
哈哈
跟上课迟到有什么毛线关系？？？
答应我，辍学吧！
牛逼
？打老师啦
杀人诛心
前面锄头的，用锄头的话视频时间和音乐就对不上了
牛逼牛逼。我赞了
早有准备
这里呢建议您住校
看简介
这不是你带伟吗
倪代维就差一秒
牛逼的一批
我已经头晕了
汉台中学？
封面我我学校
迟到了
你路走反了 同学
去地狱是因为赶路（从地狱出来会往搭门的地方前进800多格）
肝疼
Fo就不拿个锄头吗，剪刀挖干草块看得我难受……
你已经迟到。
ohhhh
nb
牛啊
海    底    两    万    里    学    校
dream行为
这个光影无敌了啊！！
买早餐
牛逼
ohhh
下辈子别上学了要不
本期《跋山涉水上学路》结束，期待与您下次相遇
危
←海底神殿
果然是大神，都要迟到了还在玩mc
ohhhhhhhhhhhhh
你迟到了
你迟到了
ohhhhhhhhhhhhhh
所以说你学校呢？?？
迟到了
求bgm
0...............00.
你迟到了
村民:烧了都不给我，黑啊！
还有一分钟迟到你跑了三分多钟，所以还是迟到了
这次一定
芜湖
你们怎么不说dream行为了TNT飞黑曜石柱也是dream发的
精 罗 震 怒
你真棒！
这个是巨大化生物群系然后开了超大化地形吧
白嫖失败
飞翔的荷兰人号
霍格奥次
ohhhhhhhhhhhhh
自然选择，前进4！
平静的BGM
ohhhhhhhhhhh
dream行为
ohhhhhhhhhhhhhhhhhhhhhhhhhhhh
666
你走向了世界的尽头
jh
请停止你的dream行为
请停止你的dream行为
牛逼
我永远爱方块人
曾经的母校啊，忆往昔峥嵘岁月
TP是个好东西
TP是个好东西
学校在地狱真实
好美
啊婆主把z打成s可还行
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
令人肝疼的音乐
此生无悔入mc!!!!!!!!!
两分多种了……
上学跳下来，那回家飞上去。
ohhhhhhhhh
你的学校是霍格沃茨吧，上学还去打龙
给炽足兽放岩浆，up良心
这个我熟
玩船有手就行
三连成功
2333
到了
你迟到了
三连了
请停止你们的小鬼行为
怎么找到那么远的学校
流批
流弊
ohhhhhhhhhhhhhhhhhhh
有点意思
光影：PTGI E12
看简介
Ohhhhhhhhhhhh
劫掠
首页通知书
我有个好友盗用阿婆主的名字和头像，举报了
ptgi光影
炮爷出击，只为正义！
老师：你作业呢？
简介！！！
神奇的学校
MCnb
ohhhhhhhhhhhhhhh
诗句打错了笑死我了哈哈
你迟到了3分25秒
 哦吼
 哦吼
牛
你没带书包
论学位房的重要性
床已被破坏或被阻挡
所以学校呢？
ohhhhhhhh
这次一定
呀呀呀呀呀呀呀呀呀呀呀！
没人注意马没了嘛
老师：！！！！
建议退学
请问这个标题和视频的关联是什么 还有封面
学校在下界
看到这里给个三连
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
K
这是巨大化世界，在世界生成选项里就有
幻音:好美的光影♪♬
幻音:我爱MC
浮舟飞渡
干得漂亮
你迟到了
dream行为
到了发现教授生病不来了
格兰芬多
我币没了啊！！！
你学校在另一半球？
这个光影配bgm太有感觉了
宁上学的路得多坎坷(doge)
这边建议宁住校哦
外你
我该怎么办？
？
你学校到底在哪啊？
这次一定
鱼?
想看回家
回去拿作业
这个时候他看了一眼表，终于发现自己迟到了。
哦豁
燃起了咯
这是我的世界新地图 新的刷新体系
。dream
不至于吧
先笑为敬
迟到多时
3D眩晕
你上学的时间就用了一天
买早餐
炮爷出击，只为正义！
刚刚在打卡
原来大神是喊自己，那没事了
。
我举报你盗的号
肝痛
把老师s了就不算迟到doge
所以说上课迟到了吗
大佬佬
白嫖失败
这不比博人传热血？
喂喂书包没带...
这手怎么还反光啊
这史蒂夫的手尼玛反光
1.17可以锁定潜行开背包蹲下，亲测，没开东西
有bear loe
有bear lie
显卡在烧焦
ohhhhhhhhhhhhhhh
8
作为一名手机玩家，我不该拥有这样的我的世界
马：你是不是不怕我死
求bgm
这踩点绝了
《白—嫖—课—老—师》
坐等200万播放
dream行为
见图进［doge］
辛苦了
lVB
漫漫求学路
者电脑多少币锕？？
你已经迟到了
好家伙，建议搬家住学校
谁上课带床走啊，方便睡觉吗
霍格沃兹
白嫖客老师
标题党，举报了/doge
汉台中学？？
汉台中学？？
《书  包  没  带》
信仰之跃
《家》
20W了
ohhhhhhhhhhhhhhhhhhhhhhh
吃了好几斤德芙吧
书包呢？童鞋
跨时空上学
你币有了我币没了
宇宙尽头的学校
每日一遍
ohhhhhhhhhhhhhhhhhhhh
迟到了迟到了
学校建在地狱？
666
解气啊
l
来了
这房子地段不错
飞    船
为在屁
是屁
大屁
你离学校到底有多远
time set night
卧槽，残忍
但凡有一次失误。
村民：我真谢谢你
真实
系统提示您：您已迟到
太好看了
蔡徐坤？
诸神学院
dream??????
我不想看你怎么到学校 只想看你放学回家
??
ohhhhhhhhhhhhhhh
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
牛逼
你迟到了
np
神罗天征
s。。
？？？？
o h h h h h h h h
简介可以啊
走     读
扔一颗末影珍珠即可。
早已放学。
为什么在下界里还有土方块。
你教室呢？
啊啊啊啊啊我恐高人没了
哈哈哈哈哈
牛壁牛壁
嘶～
我要这币有何用
首页通知书
你迟到了
dream是创世神吗？这么刷他？
你三连有了！
这次一定
哦吼
卧槽
上学
看了进度条我知道你迟到了
如    何    回    家
恐高啊
一定要让你老师家访 ！
。。。双冠。。
可以可以
1分40秒了
ohhhhhhhhhhhhhhhh
学……学校呢
学，学校呢
OHHHHHHHHHHHHHHHHHHHHHHHHH
《如    何    回    家》
《宇   宙   尽   头   的   学   校》
