啊，我受不了了，再听下去要哭了，我溜了
吃着炸鸡，喝着啤酒，感 叹日子艰难
感动
十年了
泪目啊
怀念高中
泪目泪目泪目
泪目
508的宝贝，一定要好好的啊。我永远爱你们
南外高二哭了
听哭
我记得有个方丈的彩蛋
泪目
每天喝八杯水很难，但是干八碗饭，只需要你一句我请你吃饭
爷青回！
这句听出了梁竞元的声音！！
西家大塘高级中学有么有
梁竞元姐姐声音好听诶
泪目
还有8天考研，当时高中刚毕业
哈尔滨工业大学
你和我说说2010年有什么短视频？真就张嘴就来？？？？？
我东南有人吗！
泪目
爷青回
泪目
19届whuer路过 这照片上还有我认识的人哈哈
闻道楼
写部分是新改的吧
重新填的词更戳我了，可能也是因为毕业多年的缘故吧
我高中文科班也有一个外号叫方丈的同学
哭了
泪目
哭了
哭晕
前面的，我们也是高中班歌，不过，做了改编
从自己高三走过来到现在是高三老师，还是那个学校，但是身份已然变化了
后浪
牛
哭了
爷青回
这首歌唱的时候会哭
最让人怀念的还是高中啊
竟然是我们学校…
我还会唱！
十年了
你们怕是对南外有错误认识
班级歌曲，16年毕业，想他们了
最后的改编简直让我们泪目啊
雷姆
泪目
这首歌十年了吗？我的天我16岁了……时间这么快
泪目
wa
我天居然十年了
高中有个舍友老喜欢这首歌了
莱州一中+1 八年打卡
我们以前班级歌唱比赛唱的就是这个，哭了
爷青回
wocao
这样的广告我还要啊啊啊啊
南外都是神仙
鸡皮疙瘩
基本全保送剩下的也基本是清北复交
我突然好冷
全员学霸
天科大牛!!!
我永远想念那个原来的A6班，愿你们一切安好！
十年了
2020没有毕业照哭了
啊啊啊，重新填的词也超好啊
爷青回
湖大？！
高中时候的班歌
爷青回
爱了爱了
高三班级元旦联欢会我们女孩子一起唱了这首歌，转眼我都大学毕业啦，是青春啊
泪目
离开高中我以为我离开了地狱，没想到那是我永远回不去的青春
恍若隔世
这句太戳我
6眼泪了
天科大排面
泪目了
好清爽的声音
声音好听
我们的班歌是羽泉的《奔跑》
20毕业生真哭了
好清爽干净的小姐姐
爷青回
顾平生
今天拍毕业照
泪目
声音好干净 舒服
泪目
是内味
我前几天还在想着这首歌！
泪目
泪目
卧槽，爷青回
当某天在唱着，这首歌会是在哪一个角落
那年是高二
这群人人均博士我去了
梦回高中！！！淦
爷青回
哭了
哇这是哪个架子可以夹平板
泪目
天呐，多少人的回忆
11届高中生报告
爷青回
泪目
高中艺术节班级合唱，都是回忆啊
泪目
方丈当然不是校长啊
爷青回，但我还是个学渣
爷青回
十年啊。。。。。。。。
人越来越好看了
女神
开始的开始的
还真是独自浪在中国外国不同地点
爷青回
天呐 时间过得真快 十年了
哭，……心里难受，我的高中，，我的青春
泪目
荣耀牛壁！！！
一转眼我也毕业了，当时才刚初中
居然有汕头大学。。。
泪目
从没想过买荣耀，开始想买了
泪目
北京东路!
你却从不知道，，，都随着时光消逝了……
都是大佬
泪目
爷青回！！！！！！！！！！！
看看我，哎
荣耀可以的！！
太好哭了
泪目
船新版本
新歌词啊！！！
这不得刷一波爷青回？
泪目
湖大排面
卧槽，同届同班
我哭死了呜呜呜呜呜呜呜
这句哭了
新词！！
大连海湾高中打卡
泪目
淦
羡慕
绝了，太真实了，长大了TAT
爷青回
爷青回
第一次听还在高一班级合唱比赛 现在已经已经过去了五年
我农的老校门！
泪目
泪目
泪目
泪目泪目
十年了
泪目
da
重庆十八中20级毕业生留
你们以为得地狱，是我再也回不去的天堂
这个级别不是有钱就能做到的，得拼命
今年，宿舍的四个人连散伙饭都没来的急吃，就各奔东西了
爷青回
nku！
NKU
湖南大学！
下个十年间，昊昊留
前面东南的，等着我！还有七天考研！
爷青回
荣耀加油啊
上岸！！
荣耀加油啊
不是小班制出人才，人家是国际班基本都不参加高考
方丈是他们班主任。。。
南外普通家庭的孩子很多
宝中加油
上次听这首歌时我还不知道季风洋流是什么  现在都大二了
爷青回
刚才的姐姐好漂亮
泪目了
大街小巷
再见之后再也没见
牛逼
好想回到初中
我开排面
窝工排面！
鸡皮疙瘩
那句 方丈你们好吗 有点泪目
泪目  眼泪不争气的流出来了
广安友谊中学2015级15班
我的币要来何用
我武牛逼！
爷青回了
不忘初心太难了
青春啊
wtybill
这广告牛逼
荣耀加油
手机好用就好
哭了
普通家庭成绩好也可以上的啊…外国语学校是个体系
泪目
我大南开！
找到好工作
下一个shinianjia
陆川中学1511
真的没相见，我哭了呜呜呜
爷青回
泪目
想起了508的相信我们会创造奇迹
方丈是他们老师
南外常年一本率100%能不学霸么
声音真的好好听
唉！！！
泪目
我的工大！
泪目
我可以惹！！！！
如今识得愁滋味，却道天凉好个秋
爷青回
每个男生的回忆里都曾有过一个女孩；既成青春，也成遗憾
一个又一个毕业季
这个词填的挺不错的，旋律也朗朗上口，关键是学生唱得质朴无华，令人引起共鸣
期待十年之约
厚多？霄峰！
刘思思我喜欢你！
高三在读
青春再见
我大武汉
绥化一中2014级1班
武大化学的来了
六年过去了
纪念
09级的学渣路过，有没有大象的同仁
这句唱得绝了，谁啊？
清华
泪目
雅思绝了
南大
泪目
黄冈中学广州学校明年十周年见
初中听的，现在研究生，回忆杀
啊啊啊爷青回啊！！！
泪目
这个笔有点不跟手啊
别说了5555
小姐姐好漂亮
乓帅握草
ipad冠名吗
武大！！
回不去了
武大！！！
爷青回
他们唱歌没感动，抱在一起感动了
泪目
合肥六中12届打卡
这就是北京啊
高中是最美好的时光
想念
泪目
真的爷青回，泪目了
都好nb
牛逼啊
好看
泪目
学姐好美！！！
新歌词
肯定都是大佬，那可是南外啊
南京大学大二在读报道
金陵中学毕业两年打卡
天呐好怀念啊。
考研的加油啊！
荣耀别买64g的，我tm内存不够用了。。。。。。
爷青回
高中的确是最快乐的
蕾姆
哭了
小学时候听！
3233的兄弟们
哭死了
爷青回
南外真滴强
真的再也见不到了
泪目
爷青回啊
广安友谊中学2018届7班
卧槽
初中的班歌啊
高中毕业那天唱得也是这个
南外！！！
才发现这首歌听了十年了
自是人生长恨水长东
我是文员
我农排面！！
泪目
南外人直接破防
原班人马泪目
南师附中毕业四年发来贺电
学霸集合了
KCL！
woc居然有我湖
泪目
大一新视野枯了
爷青回
初中在北京西路
佛一想你了
全身起鸡皮疙瘩
新的歌词！
wow～Cranbrook的大神
爷青回
泪目
终于眼泪止不住了
高中也唱着歌
再次重逢不容易
今天正好想起了这首
这一个班都是学霸
iPad Pro可还行
哦吼
貌似bill真的是南外毕业的
珍惜现在吧 真的
汪源是哪个怎么没出现
泪目，十年了啊，告别了校园
买买买
破防了
还是没绷住
挺有心
高中隔壁班 改成了 团结村路的日子  爷青回啊
有钱真好
哭鸟
爷青回
十年后啊改歌词了，我爆哭
泪目
泪目
高中是我最想逃离的地方，也是现在我最想回去的地方
十年了 我再也没有见过他了
我记得是“方丈 我爱你”
泪目了
爷青回
泪目
南外yyds
泪目
考研加油啊可以的一定可以的
yyds！
只说句，嘻嘻一些
我的眼泪不值钱了
哎，这首歌满怀高中的回忆
武大哭崩了
爷青回
yieq
班歌
不久也就十二三年吧
我不行了
上个墙
20没有毕业照片啊
一说毕业，就真的有人再也见不到了
泪奔
当年正好高一，泪目了
这句破防了
该毕业了
泪目
回忆杀
都是尼玛大佬
哭了哭了
荣耀加油！
好怀念啊
唉，都成大叔大妈了，我的青春啊。。。
剑桥！！！
66.6的粉丝数了，不忍心破坏
泪目
荣耀加油啊
爷青回
爷青回
泪目
哭了，年少轻狂
泪目
泪目
爷青回泪目
哦斯！
爷青回
泪目
哭了
哭了
太好哭了
爷青回
啊啊啊啊啊
泪目
给我推歌的小伙伴已经不联系了呜呜呜
高中毕业十年了！
鸡皮疙瘩
无情
梦开始的地方
泪目
呜呜呜呜呜呜呜呜哭了
高中是我最美好的时光了
我荣耀牌面
泪目
好想时间可以这样停留下来，但四季如烟终究抵不过下一个十年
都好强
重温经典
校友！！！
昨天晚上回家路上我才听了这首歌 枯了。。。
梦回初中
我还想当个孩子
潞城镇中学小学
我最想回去的时光被唱出来了
三连了！
泪目
KCL!!!!!!!
爷青回
真的没再见
真的没再见
翰林八班
孩子都满地跑了吧
枯了
爷青回
普通二本路过……
不得不承认，青春真的结束了
我艾利斯顿的
牛p
我哭了
泪目
全程鸡皮疙瘩
泪目Ing
泪目
泪目
恭喜自己毕业了，工作了才懂得上学的好
泪目
鸡皮疙瘩起来了
惟楚有才，于斯为盛！！！
新歌词！！
前面顾老师的等等我
卧槽我农
泪目
不是小班制出人才，是人才分成了小班。搞清楚
泪目
学姐
武汉大学!
莱州六中，三年打卡
我可以…
爱死了这波情怀营销
寻找18届清华校友
“我们不可能”…
好家伙，直接头皮发麻
字好看啊
刘千楚女神天下第一！
泪目
这是青职回音广场
爷青回
泪目
l泪目
十年了我也老了10岁
十年了
泪目
三连
广告做得牛逼，我也看！
重庆十八中15级留念
王者荣耀十周年快乐
天啊，这改编呼应之前的歌词啊
我枯了
泪目
泪目 谢谢你们
泪目
山西运城学院附中报道
一模一样的汪源
再见了
大家一起优秀，谁也别落下
.
泪目
16年！勇士打骑士，永远滴神
呜呜呜呜呜呜呜
泪目
加油荣耀，你依然姓华中华的华。
为什么感觉他们都没有以前好看了
爷青回
好家伙，群星原来就是你们！
HNU湖大！加油！
青春很好
爷青回
好好哭，前奏一起秒哭
爷青结
头皮发麻
桐乡一中
桐乡二中
麻蛋，给整泪目了
野鸡大学不配拥有姓名
校内搬到了b站
鸡皮疙瘩一身啊啊啊啊啊姐青回
爷青结
聚在一起不容易
爷青回
泪目。那些没有得到，是因为你值得更好的。明年加油！！！
太好哭了
辍学人独自打卡
辍学人独自打卡
泪目
真的没想到还能听到新版，前几年听一次哭一次
爷青回
都好厉害呀
马上就要大学毕业了
全是高中呀
爷青回
时间过得真的好快啊！！！！！
泪目
泪目
小学的回忆啊
爷青回
好像回去高三
好久不见，同学们
中大
泪目
泪目！
爷青回
前面16届的别跑！我也是！！！nfls牛批！！
高中过去了，回不去了
握草  都是大佬啊
规格严格 功夫到家！
青职？！
我没了
爷青回
爷青回！！！！
泪目
爷青回
荣耀加油
怀恋啊我们的青春啊
泪目 好好哭
泪目
泪目了
我的青春
泪目
爷青回...
泪目
爷青回
爷青回
大佬云集
看到校友姐姐了
十年后我还在上学 但已经不再是那个只担心明天数学课的同学
爷青回
青春不再，继续努力。加油各位！
淚目
回头看都是美好的
泪目
都是后浪
第一次听这歌在初二 现在大一了 
哭死了
想起了我的大学
前面的莱芜一中，有
meteega哈哈哈哈
蕾姆
泪目
2020届南外人泪目
雷姆
泪目了
眼泪哗哗的
第一次听这首歌我才13岁 现在一月份就21了  8年了  真快啊
泪目了 此时无言胜有言
弱弱的问一句，怎么没有一个国防七子，毕业的
泪目，新词
他们南京的吧
泪目
泪目了，十年后
我第一次听也是在初中
我开牌面
哈工大
新的新的！！
感动
爷青回
泪目
第一次听是三年级 现在初三了
呜呜呜呜呜呜呜呜呜呜
高三毕业晚会我们班就是唱的这个，现在都出身社会几年了，哎
泪目了
听这首歌我才初一
鸡皮疙瘩起来了，那个没有智能手机的时代
设计总监！！！
泪目
爷青回
泪目
济南育贤一小
满满的回忆！
爷青回
爷青回
"我为了自己审视自己,有时候我并没有得到我想要的,因为,我值得更好的！"
破防了
泪目
今年过的可真快。
天科大路过
泪目
高州一中15届初三6打卡
高一的班歌，那年最美好的高一17班
卧槽，爷青回!!!!!!!
泪目
怀念
都是大佬
中农排面！
爷青回
哭了
我们初三班歌
泪目
泪目
还记得当初高中宿舍熄灯后大家一起唱这首歌 QwQ
开口就已经白嫖失败
南外可不只是学霸
泪目
南京航空航天大学发来贺电！
全都回不去了
好帅这个女生
害 6眼泪咯
幹 好想哭
一定要是研究生
上班着呢，忍不住哭了
工大！
爷青回
好哭
狗哥
爷青回！
花都一中来此报道
 新歌词
泪目
前几天我还听了 呜呜呜
6年了
爷青回
全都是学霸
泪目
爷青回
感谢荣耀
泪目
潍坊滨海中学14级9班留念
华为影业
类目
爷青回
十年了
大佬学历
给我哭
鸡皮疙瘩出来了
我正在自己为自己，为自己而努力。有时我没有得到我想要的是因为我值得更好的。
红岭中学
泪目
泪目
十年了
泪目
这学历。。。
十年了啊
爷青回
哥大校友！！！
泪目
高中真是太美好了
爷青回
金陵中学
武大
HIT
UWM
泪目
想回高中了
破防了qwq
类目
爷青回
爷青回
泪目
泪目
变了
泪目
没有勇气见面
泪目
泪目
我们的第七年
听哭了！！1
回不去了
爷青回
王源给我带包中华
老公老公老公老公老公老公好帅
后浪
爷青回
不是一个班，是整个学校都是大神
音乐起眼泪就止不住
不知道为什么 有点想哭
当时上六年级现在大三
爷青回
真就十年了要
泪目
原来，十年真的很快啊！
梦回高三
十年之约
泪目
时间啊，真的很快啊
这首歌始终在我的歌单里
泪目
我来人间凑数
泪奔
原理在打广告啊……我现在才反应过来
给我推荐这首歌的女孩也已经不是我的女孩啦
牛啊
爷青回
leng
爷青回
12年初三毕业，8年了，想你们了
哲学系！
可惜回不去了。
高中要好好读书啊 
安大安大安大
是西索儿啊
都是大佬
泪目
因为疫情，大学毕业照都没照，哎
泪目
泪目
所以这是青职院
泪目
爷青回
时代的眼泪
青岛职业
怀念初中生活
现在我i就要大学毕业，心里总是充满了舍不得
高三的时候
好漂亮
哭了
我交呢
期待二十年荣耀版
南外牛逼……
泪目
爷青回
泪目
过程是痛苦的，结果是幸福的
哇我农！
泪目啊
马上要毕业了听真的很感触
普通人有几个能上南外的？
泪目啊啊啊啊啊
爷青回
啊啊啊啊啊啊啊啊啊啊啊啊
大佬 大佬
泪目
这张湖大的，是我们班的毕业照！
我湖排面
南外太强了吧
牛逼
小学听的，现在大一
爷青回
哭了
起鸡皮疙瘩了
泪目
前面说外国大学崇洋媚外的，这几个外国大学确实都很厉害啊
我外号叫方丈 从初中到高中一直都有人叫我阿方 现在天各一方 爆哭
qwq
泪目
感动
泪目
泪目
爷青回
“我要出国留学”
5555
泪目了
学霸班
回不去的青春
以前想长大现在想回去
之前这个男生表白，女生说要出国留学，仙子女生甩给他一本雅思
毕业3年了，我还是一事无成
C语言
是在说C语言吗？
爷青回
有点想要哭
长乐华侨中学1613
爆哭
十年之约的新词哎666
武安一中2020届
当初老师说高中是最幸福的时候我们还不信
泪目
大家都有自己不同的回忆，为回忆感动流泪
感慨万千
爷青回
好听
好像我也长大了呢
那年喜欢的女孩她过的得还好吗
真的新歌词听哭了，初中听的歌，现在已经毕业了
鸡皮疙瘩没下去过
眼泪进了砖头
新词啊
好快啊，当初初一
要好好珍惜高中的日子呀
2020没有毕业照LV了
金陵中学发来贺电
泪目
安徽大学
泪目
啊啊啊啊哭了
重庆十八中10级毕业生留
南京外国语学校仙林分校打卡
都是学霸啊
爷青回
后来都是大佬啊
爷青回
爷青回
泪目
知道什么是超级中学了吧
嘉兴外国语学校
2010年高中毕业，现在就是创意总监，大佬大佬
泪目
哭了
荣耀开始情结版
我也想有这样的同学感情
泪目
阿孟
看哭了
泪目
天科！！
泪目
泪目
十年过去了
头皮发麻
学大汉，武立国！！
爷青回
我高中听的，可我现在才大四
泪目
前方高能
泪目
这十年，从小学到大学
泪目
考编加油！
即墨区萃英中学2020级毕业生
哭了
南京外国语是我们市数一数二的学习了
今年疫情毕业照都没拍就匆匆而别了
上学的日子历历在目，音乐带来的记忆相通
爷青回
呜呜呜高中真的好快乐
哭了，虽然刚毕业
谢谢
爷青回
十年了，亲爱的自己还有你们～都好么？
那时候我一直想去武大
留学狗瞬间哭了出来了
都是巨佬啊
人家是南京大学校
泪目
莱州一中2015级47班
那年我初一
这就十年了~ 真快
哇爷青回
犹中20届21班还记得我们一起的合唱
爷青回
呜呜呜
那个图书馆男神啊……都过去这么久了啊原来
泪目
进来就泪目了
爷青回
爷青洁
还我眼泪
加油加油加油
爷青回
泪目
爷青回
一个重点中学，尖子班十年后拉出来大佬多得一比
泪目
爷青回
爷青回
窝工
我也是高三六班的，只不过我今年刚刚毕业
想回外国语
爷青回
泪目
爷青回
爷青回
爷青回
泪目
鲁迅中学柯桥校区
爷青回
泪目了
泪目
贼想回到高中
泪目泪目
爷青回
好厉害呜呜呜
泪目qaq
爷青回
.
爷青回
我忍不住了，6月刚本科毕业
厚仁中学
初二班歌，现在大二了
合肥一中15届23/30班
南外牛逼
说北京的笑死我了这是南京
这个NB
爷青回
郑外来啦！
第一次初一，现在高三了
天科大排面
爷青回
想起了初中
爷青回
真的爷青回了
爷青回
荣耀这植入也太出戏了2333
对不起
第一次听是因为王冰，初中同学，初一2010年
原班人马 牛滴
南外牛逼
bill是谁？
泪目
爷青回
诸葛大力本力啊
西安高新一中牛逼
实验中学初三一班留念
ZJU
爷青回
天呐 鸡皮疙瘩...
天科大！！！
泪目
爷青回
天哪回忆杀
荣耀加油
谢谢荣耀
2021高考加油
从小学毕业到大一，8年了
原班人马！！！
卧槽
泪目
太好哭了
泪目
东湖中学
平湖市东湖中学
我哭了呜呜呜
都是大佬，给跪了
爷青回
好帅呜呜呜
跪拜
太好了
初中，已毕业
初一听的现在大一了
2016绿野高中
哭了
嘻嘻一些
呜呜呜呜
愿所有的约定都有赴约之日
泪目
这个广告创意挺不错的
爷青结
那是还是高中
十年了
泪目
南昌大学科学技术学院
爷青回
爷青回
石家庄42中13届13班
爷青回
鸡皮疙瘩
每次听到这句歌词都会哭
全身鸡皮疙瘩！
泪目泪目
是北京东路的南京外国语学校！
有点想你们了
泪目
真好听，下次一定
天呐 都是名校
金角？？？
石家庄一中13级3班
四季如烟终究抵不过下一个十年
爷青回
四季如烟终究抵不过下一个十年
是青春
我在人间凑数的日子
湖南大学牛逼
哭了
初二音乐课考试唱过
汕大出镜
原来我们说了再见之后真的再没相见
大佬还会唱歌
原来我们说了再见之后真的再没相见
高中毕业11年，是真的怀念
头皮发麻
新词!!!
泪目
爷青回
泪目
白嫖失败
泪目
爷青回
一群大佬
音量放大仔细听！有树叶的声音
都是学霸啊
带着谁的孩子哦天呐！！
爷青回
考研成功
闯红灯??
牛逼
抿嘴果然是姐妹了
泪目
呜呜呜
高中ktv的大合唱，
不是上海吗
现在大一
为什么没有山西的大学？哈哈哈哈哈哈 
安工大
河曲中学270班小周发来贺电！
好了我这就去写作业
真的会有十年
泪目
泪目
泪目
+--
人生若只如初见 何事秋风悲画扇
泪目
我也是，给我推歌的朋友已不知去往了何地
女：我还有裤子没有洗呢~
全都成才，无一例外
高一听的，现在七年了
这都是什么神仙名字啊
都是大佬
突然发现自己和高中小伙伴的相识已经十年了
石家庄一中2012届
都是想回去的时光
我当时初中听的，现在大学毕业了，呜呜呜
全是大佬
爷青回
挖槽！！！
大力
这首歌歌词不适合普通中学
泪目
南大！！！
长春外国语学校
都好猛啊
高中最好的朋友音乐考试唱的是这首歌
原来已经高中毕业半年了，，
顾萍nb!!!
2022年考研冲冲冲！
爷青回
爷青回
22考研冲冲冲！
最爱的高中时光
原来我们说了再见之后真的再没相见
武大校友泪目
剑桥。。。。
惊现安大！
爷青回
破防
爷青回
呜呜
白银市第十一中2015届一班
哭T﹏T
18级青职的毕业生路过
我农排面！
泰安一中青年路2017届6班伦哥的兄弟姐妹们还记得吗
泪目
爷青回
满满的回忆
爷青回
泪目
哈工大！
鸡皮疙瘩了
真的好怀念啊
真的再没见过
这首歌治好了我的干眼病
听前面的声音就已经想流泪了  但不是因为怀念 只是单纯的泪失禁！！握拳）我才没想你们呢
以前真美 现在......
爷青回
开口眼泪就止不住
东湖中学？平湖新华爱心中学在这
啊啊啊啊啊啊啊啊啊啊啊啊啊哭的好难受
冯希瑶？？？
c位是我舍友  她是青职的旅游学院
泪目
c位是我舍友  她是青职的旅游学院
十年了我还没有考上北大
我没有青春
泪目
泪目
蚌埠二中2019届
成都理工大学2021届毕业生
华北电力大学路过
泪目
哭死
第一次听这首歌的时候是五年级
爷青回
留学大佬们
泪目
大佬
江苏省海安高级中学2017届毕业生
爷青回
爷泪目
一个个学霸
第一次听的时候还是高中
都给爷哭！！！
当时听的时候才小学，现在我都大一了
要毕业了 我哭死了
类目
十年了，我即将再次毕业，以后校园生活只存在回忆里了[大哭][大哭][大哭]
这真的是十年之约
泪目
新词瞬间把我唱哭
小学12年级听的，现在已高三。
蕾姆
高中毕业十年了
我毕业三年了，时间过的真快
爷青回
词改的太棒了
大佬牛逼
顾老师呜呜呜呜等等
用心了
爷的青春早已经结束了。回不去了
大佬还是大佬
初一到大学毕业
爷青回
从初三到大三
泪目
泪目
泪目
泪目
我看到我自己了
高三是这辈子最幸福开心的一年
南宁三中
谢谢老师，老师再见！
原来我们说了再见之后真的再没相见
泪目，头皮发麻
爷青回！！
爷青回！！！！
校友！
爷青回
新县三中
白嫖失败
南阳二中
头大排面！！！
我不想长大了
第一次听五年级现在大一了
柳地高2012届
泪目
同款手机
都好漂亮啊呜呜呜
高陵一中
辽宁石化职业技术学院辽宁石化职业技术学院
泪目
泪目
咸林中学
我想问一下这是在青职取景的哪一部网剧啊，我要去看看
效实中学1702班
歌词变了诶
泪目
前面郑外的别走
湖东路一号
梦回初中
初一到大四 即将不再是孩子
荣耀不要阉割系统！​
曾经真的幻想过十年之后是什么样子
第一次听说五年级，现在还经常唱经常听，非常喜欢！满满回忆啊！
六年级到大一
环城东路50号
说大佬的笑死爷了.就打两个字什么什么大学谁不会
这句唱得我起一身鸡皮疙瘩
北京东路在南京
他们当年都是保送的啊
泪目
爷青回
爷青回
爷青回
南宁二中毕业学子
规格严格，功夫到家
爷青回
泪目
泪目
韶华易逝，光阴易老
漳州诏安一中路过
爷青回
厦门大学17级
那会儿我还在上初中
天菜
爷青回
哭了
爷青回
泪目
前面的，这是南京的学校
闯红灯，带头的50，其他一人20
十年过去了啊.......
新词！泪目
我们班毕业唱的歌
泪目
泪目
记录的是几代人的青春
不行 泪目了
你可以让我哭，但是也不能闯红灯。
南外打卡
19届毕业的老班长又想你们了
曾雪锋你好帅
曾雪锋你好帅
女生十年后都变得好漂亮啊
泪目
青春完结撒花，荣耀成了，你们的十年，我大学毕业的一年
珍惜呀
爷青回
没有一个学工科的
江苏省海安高级中学排面！
回忆啊
泪目啊啊啊
20毕业太惨了
爷青回
10年好快
泪目
我也是⬆️
太牛了都是大佬
一中 回不去的青春
泪目
这就是我的青春吗
鸡皮疙瘩啊
都是大佬
哭了
泪目
泪目
我哭了
初二到大四
窝工！
幼儿园到高二
我也是2010级高三6班，好巧
宝鸡中学，2013届6班，时候有机会十年后再见？
泪目
好漂亮啊
泪目
荣耀8x报道
当年初一，现在大一
泪目
遂宁东辰14级6班
后面这段新的歌词最扎心
泪目
十年，全新荣耀全新启程！
忻州六中295班学生 留念
爷青回
在地铁上泪目
虽然但是 北京东路是南京的 
女大十八变
尤溪一中打卡
爷青回
羡慕
泪目
哭了
泪目
南京外国语学校的
大三了
珠海一中!
爷青回
我tm直接投币加三连
淦，这不是爷的宝贝嘛
疾风洋流 
鸡皮疙瘩
