来了
1
K桑nb！！
K桑NB！！
啊！！！！怒九笑！！
 怒九！！！
怒九笑！！！
10
勇闯无人区
岚少！！
K桑NB！！！
好可爱！！
10
nb
二到家了水蛭
热乎
岚少和怒九！！！！！！
好帅
K桑nb！！
k桑nb！！
满意满意
十分！
3分钟，热乎的烫嘴
帅死了
ohhhhhh
哈哈哈哈哈哈兎凉
k桑nb！！
k桑nb！
啊，ksr桑，你画的凉风怎么头发这么多
终于出了！
啊，ksr桑，你画的tool凉头发怎么这么多啊？
哈哈哈哈哈哈
蛙麻哈哈哈哈哈哈哈哈哈哈哈
k桑牛逼！！！
超白！！！！
帅帅帅
可可爱爱
kbdyd！！！
电路最近已经学会化形了
一模一样
哈哈哈哈哈哈
hhhhhh耿哥也在啊
悍匪！！
坂齐喵！
草
KSR桑NB
满意满意！！！
十分！直接十分不过分！
双厨狂喜！！
恭喜k桑完成大业
k桑NB
好红红火火恍恍惚惚呵呵哈哈哈
哈哈哈哈哈哈哈哈哈
可可爱爱
哈哈哈哈哈哈哈哈哈
k桑nb！！！
格式！！！！！！！！！！！
好看
这个太帅了！
10
10！！！
张姐牛逼！
哇的天 
完全一致
哈哈哈哈哈哈
哈哈哈哈哈
刑部尚书
10
老张的锅盖头
我给你10分
村长！
木偶！！！
啊啊啊啊啊啊啊啊竟然有超白姐 哭辽~
好…涩啊…
NBNBNBNBNBNBNBNBNBNBNBNNBNBNBNBNBNBNBNBN
挖马
刑部尚书
帅！
帅!!!!
村长排面！！！
k桑nb
k桑冲冲冲
月影永远滴神! ! !
老张!!!!!!!!
画得好可爱!!
陕西恶霸
哈哈哈哈哈哈哈哈哈哈哈哈
K桑nb！！！！！
，10
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
k桑nb
村长哈哈哈哈哈哈
卧槽超白妈妈iiiiiiiiiiiiiiiiiiiiiiiii了
她唱歌超级好听的！！
谁目睹了全程
哈哈哈哈哈哈
凉风！
k桑nb
K桑NB!
好可爱hhhhhhhhhhhhh
k桑nb
K桑NB
手工耿！！！哈哈哈哈哈哈哈哈哈
凉风：气抖冷
k桑nb！！
k桑nb
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
k桑牛逼
打泥泥赛高
刑部尚书
k桑NB
刑部尚书
完全一致
刑部尚书
啊啊啊啊啊啊啊啊啊啊啊啊啊
刑部尚书
刑部尚书
K桑nb！！！
wow~
k桑nb！
k桑牛笔
K桑nb
天才！
k桑nb
k桑nb
连接
k桑NB
哈哈哈
10
K桑nb！！！
中 东 悍 匪
连接！！！！！
中东悍匪
kb！！！！！
水蛭！！
10
天灾之下，人间之上！！！！
超白！！！
k桑nb！！！
0000
同套都搞起来了
崽种！吃香菇啦你！
好帅！！！！！！！！！！！
k桑nb
KB！！！十分！！
K桑nb！
ksr桑nb！！！
木偶……
牛牛牛
啊啊啊啊
在现场
左下角  居然有点像曾小贤
靠北
10
K桑nb
k桑nb!
我在现场
10
10
梦幻联动
木偶哎
草
怒九！！
好喜欢这个打泥泥
卧槽电鹿
K桑nb！
K桑nb
老张好帅！！！
在现场！真的画了挺久的
热乎
兽人控狂喜
那不得全十分！
k桑nb
帅
k桑nb
怒九和岚岚！！！！！！！！！！！！！！！！
nb
k桑nb！！
JR我爱！！
满分10
崽种！
800在看
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
不秃0分！
100
10
k桑nb
打泥泥打泥泥打泥泥打泥泥
10
哈哈哈哈哈
中东悍匪哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
10
满分！
超白！！！
噢！！！命令方块！！！
张张子排面！！
k桑nb
小心你变成打泥泥下一视频的素材哦哈哈哈
10
k桑nb！！！！！！！！
好像啊
K桑牛逼！！！！
泥泥太强啦！超喜欢
JRJRJR！
哈哈哈哈哈哈
满分满分
10
100分！！！
K桑永远的神！
K桑np
10！
这个头发我好爱
10
画的好帅
满意!!!10!!!分
曾老师xswl
感觉你画的胖了
然而我打了10¹º分
kb！
致命红唇!!!!!
电鹿！
岚岚排面！！！
鹿控狂喜
K桑NB！
10
双厨狂喜
k桑nb！
坂总帅！
10
帅！
kkz!
K桑nb
童年毁灭者！
木偶！
哈哈哈哈哈
k桑nb！
888
k桑nb！
10
K桑nb！！
K桑NB!!？
打泥泥排面！！！
10
NB
K桑NB！！！
好看
k桑nb!!!!
k桑nb
K桑NB！
沃玛！！！！
这个还没碎？
电鹿！！
5
！！！！木偶！！
老婆！！
K桑NB！！！！
太可爱了jr
JR！JR！
刑部尚书！
可，爱了爱了我直接10分
岚少！！！！！！！！！！！！！！！！！
K桑NB！！！！
K桑NB!
一毛一样
k桑牛逼！！！！！
k桑nb
怒九！
散人！！
K桑nb！！！
沃玛！
10
ksr桑nb
岚岚！
鬼影！！！
天呐这个衣服有心了
10
超白！！！！！！！！！
k桑NB!!!
K桑nb！
啊啊啊
k桑NB
岚少！！！
K桑我*的NB~\(≧▽≦)/~
10
k桑nb
K桑NB！！！
哈哈哈哈
月影，噢噢噢噢
背景音乐白金处刑曲！
木偶！！！
ksr永远的神
k桑nb
k桑Nb！！！
k桑NB
锅盖hhhh
太帅了太帅了
岚岚可以再清秀帅气一点
全部十分！！！
10
岚少啊
k桑NB！！！
身高也就哈哈哈哈哈哈哈哈哈
k桑NB
巨人NB
ksr桑牛逼！！！
村长！
好看的
K桑nb!
10
k桑nb
←曾小贤            浑元→
dyd！！！！！！
哈哈哈哈哈哈哈哈哈
