别杀了别杀了我倒了（哭腔）
好听好听
好听好听太好听了
第一第一
曾经的rng
UZI
太星星好听了，词填的真好
你毕有了
毫无违和感
投币了
莫名泪目
就离谱
泪目
火钳刘明
很棒
作词的是鬼才
必须火，我坐等
好听
三连给了！赏！
6
长枪依在
神形灭
火钳刘明
好词
百万填词
词填的不错
冲天词你三连有了
太棒了，666
你三连有了
一个能打的都没有
好听
好看不活？
填词好好
兄弟们，让这首歌火起来！
火钳流明
欢迎来到英雄联盟
这个视频真的很棒呀 词也很好
首页通知书！
漫天星斗！以己之身净化联盟
双厨狂喜
太棒了，三连给你了
神行灭
艾欧尼亚昂扬不灭！
卧槽卧槽卧槽……那是梦
帅啊，up优秀
这段要是改成跟每个英雄画面配起来就好了
"[""52"",""569"",""1-0.35"",""3"",""这个满脸杀气的男人"",0,0,""350"",""370"",""550"",0,1,""SimHei"",1]"
"[""50"",""555"",""1-0.35"",""3"",""这个满脸杀气的男人"",0,0,""350"",""270"",""550"",0,1,""SimHei"",1]"
"[""0.05"",""0.9"",""1-0.35"",""3"",""这个满脸杀气的男人"",0,0,""0.33"",""0.3"",""550"",0,1,""SimHei"",1]"
"[""0.05"",""0.9"",""1-0.35"",""3"",""这个满脸杀气的男人"",0,0,""0.33"",""0.7"",""550"",0,1,""SimHei"",1]"
UP主人才
好好听！
欢迎来到英雄联盟
百万填词
首页通知书！
三连了！
欢迎来到英雄联盟
泪目
开头见！
火钳刘明
欢迎来到英雄联盟
泪目
不说了三连就位
视频都是历年cg…
欢迎来到英雄联盟!
三连
彩！！！
为索子哥打call
诺克萨斯！
网易云安排下，谢谢
好活，当赏
再来亿遍
三连以上！！
情不自禁投币了
有意思
哦哦哦哦哦
欢迎来到英雄联盟！
三连了
JJ的歌支持支持
干活
火钳刘明
词填的是真好
双厨狂喜
你币有了
这不比s10主题曲强十倍？？？
??????
???????
泪目
这次一定
欢迎来到英雄联盟
终究有着许许多多的意难平啊
第一次发弹幕
欢迎来到英雄联盟！
byl
百万填词
这开场跟五杀摇滚乐皮肤太TM匹配了
再来亿遍
火钳刘明
火钳刘明
开头见
狐生九尾，只一眼叫人心神俱废
懦弱之举，我绝不姑息
已三连了
针不戳
莫名有点像林俊杰的声音
凭什么就赵信有台词（bushi）
谁敢横刀立马，唯我虎大将军
亚索呢
哈塞给
欢迎来到祖安
火钳刘明，1.4w
欢迎来到英雄联盟
欢乐时光就要开始了
再来亿遍
好看不火
火钳刘明
这个惊鸿太好听了
这一幕配上歌词，帅爆
泪目
太棒啦  大爱
好活，当赏
火钳刘明
加油！@@@！！！
泪目兄弟萌
可以单曲循环了
双厨狂喜
首页通知书
LOL
下次一定
牛皮
这次一定
火钳刘明
我感觉到了…回来了…全都回来了
打工人晚安
等待我的小巴德
欢迎来到英雄联盟
三连了，这次一定。
快！！！乐！！！开！！！始！！！
皎月女神天下第一！
好家伙
这次一定
三连了
这次一定
新人都是魔鬼吗
一点寒芒先到   随后枪出如龙
没有人能够突破我的枪围！！
牛逼
大师兄
没狗熊爸爸？
声音好有磁性，好好听
牛皮牛皮的
太燃啦
上号上号
火钳刘明
首页通知书
绝对火哇！
人才啊
这次一定
这次一定
鸡皮疙瘩起来了
好听
坚如磐石！
坚如磐石！
欢迎来到英雄联盟（本命石头）
火钳刘明
泪目
好听的
再来亿遍
这次一定
？？？？？
张杰？？？
来早了
飒
艾欧尼亚 昂扬不灭
离谱
欢迎欢迎
棒棒棒
HIA
欢迎来到英雄联盟
这次一定
梦幻联动
填词真的号
这波是肉蛋葱鸡！！！
送你上首页
nb
可以出歌了
神形灭
必火
好牛逼
火钳刘明。
欢迎来到英雄联盟【本命俄洛伊】
太强了
精彩
百万填词
中二
欢迎来到英雄联盟
词填的不错啊，三连有了
火钳刘明、
下次一定~~~
火钳刘明
意难平啊
。
肉蛋充饥！
欢迎来到英雄联盟！
火钳刘明
0/21/0
这个押韵太好了
卧槽
火钳刘明
0-21-0
太强了
强！！！！
火钳刘明
打他蛋打他蛋
三连，必须滴
欢迎来到英雄联盟
你币有了
好活 赏
有点JJ那味儿
给爷哭
女少口阿
三连了
我在等英雄联盟更新好
这次一定
艾欧尼亚 昂扬不灭！！
欢迎来到英雄联盟！
梦幻联动
意难平
句句押韵就离谱。
I了I了
火钳刘明
火钳刘明
火钳刘明
火钳刘明
火钳刘明
火钳刘明
火钳刘明
火钳刘明
火钳刘明
火钳刘明
火钳刘明
火钳刘明
我们是LPL！
我们是LPL！
我们是LPL！
我们是LPL！
我们是LPL！
我们是LPL！
我们是LPL！
我们是LPL！
我们是LPL！
我们是LPL！
我们是LPL！
牛逼了，三连了
心神俱废
坐等火
针不戳
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
死也要把RNG顶进决赛！
火钳刘明
强啊
1w硬币纪念
死也要把RNG顶进决赛！
冠军中单毒硬币
卧槽投币比点赞多哦
老婆
艾欧尼亚  昂扬不灭
我们是LPL！
哈哈哈哈哈迎面而来的动画片主题曲
欢迎来到英雄联盟
我鸡皮疙瘩起来了
艾欧尼亚昂扬不灭
出歌直接他添加收藏
爱了
必火
这次一定
再来亿遍
火钳刘明
666
首页通知书
这词填的不错
太强了
首页通知书
组安人哈哈哈
77777777
首页通知书。把老哥整的泪目
居然还不错
牛呀
好词
S8LPL洲际赛下位种子RW强杀LCK一号种子KZ
S1FNC
S2台北暗杀星TBA（S9的JT前身）
不看歌词我以为是周杰伦呢
S3SKT（出道巅峰的Faker）
niub
为什么我觉得唱的时候是憋着音的。。
呜呜呜呜这个人夹带私活
我狗挡罪
S5S6SKT（Faker时隔一年连夺两届S赛，体重均衡的下路组）
够中二！！！
冲
不带重样是真的猛
好棒！！！！
还是下次吧
S7三星SSG（决赛复仇SKT重夺冠军）
”我以为你从来不会选我呢“
火钳刘明
欢迎来到英雄联盟
简直了
S10DWG（全线碾压！独树一帜的LCK队伍——重铸LCK荣光。）
三连了
可以出专辑了
强的很呀
白嫖失败
剑姬！
！
太牛了
双厨狂喜
面对疾风吧
梦幻联动，双厨狂喜
哈哈哈 经典
建议出道
前面还好，到后面，直接泪目
这游戏真的是my love了
牛批牛批
面对疾风吧
牛逼
火钳刘明
火钳刘明
梦幻联动
妙啊
帮你们打个第五把 光之承诺
好活，当赏
下次一定
开头见
这次一定
无敌了
0-21-0
哈撒给
牛逼，鸡皮疙瘩
