弹幕清了？
发音好棒
不行
收到
周迅 还是这么年轻
zip
没收到
这个超有用
我爱你
好像何同学
索尼顾梭
收到
用手机直接给我出现了锤子和广告
换UC？？！！！
不管用呀
爱了
-主持人？
心理学快要期末考了....
？？？？？？？
收到
给我来个坚果手机
记啥？（滑稽）
搜乔依琳全是恋爱先生
钟毓仪
收到
？
哈哈哈哈哈
排除广告
我试了不管用诶
你搜个锤子
对对对
？？？？？？？？？？？
厉害了
收到
-莆田医院
BT
学习资料
再来学习了
哈哈哈
厉害啊
防不胜防
学到了
google不好用
真的有用，牛逼大了。刚找到着了好久的文件
你这封面挺porn的嘛
比如QQ空间
我搜你个锤子
没用
收到，over
封面。。。。。。
收到
哈哈哈
你这封面？
确实 nature 搜索小写都搜不到
三连了
s搜索
收到
罗永浩震怒
收到
收到
@酷安
信息检索课有教 但大三才开课比较晚……
蜡笔-小勋
你币有了
你扣完脚洗手了吗？就摸脸？
爱了爱了
哈哈哈哈哈哈
.mp4
收到
干货，以后我找老师们的资源方便多了
收到
金高银
有被勾引到
真实啊！找不到想要的资料特地回来看下
封面？？？？
收到
？？？还能这样？？？
喇叭为啥搜索这些词汇呀
不好意思，VIP警告
6没用7找文献挺好的
我的妈呀，何同学好像你
要么夸克要么知乎
Ctrl＋F不香吗
罗永浩退出直播间
字幕打错字了，“非营利机构”
这个有用
去收藏夹吃灰吧
收到
学英语
反弹
巧了，刚好有个情报学专业的老师在教授信息检索。
认真的吗……截图
这个鼠标点击声好舒服
？？？？？？？
知网是什么
帮大忙了
收到
学习资料
谁还记得第一个是啥
？？
说话感觉好难受
李佳琦
我也是，哈哈哈哈
封面不错
传统手艺人
夸克真的好
666
收到
这方法在b站不好使啊
收到
对对对
torrent.
。。。虽然我也用夸克，但没必要到处推
试过了 不行
有
熊呢？
封面有点东西
厉害了
逐渐看不懂
精确查找 和模糊查询   
大舌头
那种资料有没吗
封面？
感觉S发音有点那个
蜡笔好白呀
蜡笔真白
我丢，好平的衣服
txt
仙女魔法棒 芜湖~
对了
收到
对
文献检索课？
太真实啦，我做PPT找资料的时候，经常气的我想摔电脑。
3gp
google
收到
哇！
空格很重要
我也是只有三条
收到
币有了
最近正好在研究认知心理学.....
哈哈哈太真实啦了 之前论文要用到联合国的某份报告，愣是搜不到
b站的搜索引擎也很差
收到
我在吃饭。。。
蜡笔读的搜不是soy
对
搜个锤子hhh
哈哈哈哈哈哈
666
？？？全部拷走
抠脚大汉
四六级资料？
你怎么不搜医院
感觉像是  是白无常
ctrl+f
收到
收到
收到
巴啦啦小魔仙
谢谢，发现宝藏
粉丝有了
那可不
收到
ph封面？
机器学傻了
载 第四声
还能这么玩？
收到
allin
这个仙女棒很好看
口味重
对，最近考试
⊙∀⊙！
收到
up怎么有点大石头
koujiao intext：labihexiaoxun
收到
intitle：抠jio
但是要吉他吉他鸡塔！！
file
filetype:jpg 抠脚
“打 拉崩 吧”
收到
冈本冈本
收到
有用的好吧，自己去试
记得以前好像有学（然后忘光了）
收到!
没错正是在下
应该没有做这个功能
对！那些政务网站搞得我以为不正常
考研资料
学习资料
学校
收到
蜡笔是不会发正确得S音吗。。。听着好难受
妹子你好倔强的，我好喜欢
大学信息素养了解一下
收到
Ohhhh
去我收藏夹吃灰吧
这个功能夸克不行
6
收到
收到
学到了
封面有点熟悉
url是统一资源定位符。
爷青结，上一次看蜡笔的视频还是戴口罩的
以前老师有教
老婆
收到
就是信息素养课
收到
收到
完蛋了谷歌用不到
-手机版 -破解版
我也没有用
抠脚大汉
还可以这样
噢噢原来这样
学到了
对，经常有这种网站
@豆瓣 阿北出来挨打
收到
这是何同学她姐吗
何同学？
？？？
哈哈哈哈哈
眼影像是开了仙人模式
艾玛呀，阿婆主的舌尖发音太让我分心了。。。。。。我很想好好听内容
收到
信息检索有教，虽然我都没听课
filetype
文献检索的知识？
可以可以get到
对不是每个地方都有钱搞好的搜索引擎对
文献检索课
锤子 -张京华
啊~
你搜个锤子
—
学到了，谢谢！
？？？？？？？？？？？？
有很多没有搜索功能的网页哈哈哈学到了
罗老师别
学到了
哦吼
学到了
夸克
我TM不想听到心理。。。我作业还没写完。。。。。。
觉得难受可以不看
学到了
这个视频怎么收藏
收到
哈哈哈哈
收到
UP主厉害
减号没用小时候老师教过，但是我尝试了没用
收到
收到
减号不好使呀
还是“约”三条hhh
666
Ohhhhhhhhh
收到！！！
牛逼啊！
牛逼
哈哈哈哈哈哈哈哈哈
真，学习
很好，我一个也没听懂
收到
收到
懂了
我试了怎么变成全是锤子手机
bing不行？？？（挠头
66666666
不错不错
学习资料
爱了爱了
卧槽？
眼影像02
收到
逐渐看不懂
66
学 习 资 料
up有牙套
搜索的全是封面杀手 点进去完全不是封面那样。烦死了
被周深炸出来
收到
这封面就离谱
收到
收到
小米 -小米手机
好东西
收到
学习进步
传统手艺
学习资料
收到
学习资料
收到
杨少侠？？？
收到
？？？
夸克
封面上道
google
总是在网上不找好东西？
学到了
学  习  资  料  （白色）
大舌头？
太需要了
突然get到up和唐艺昕有点像诶
收到
我的老师姓波，不是你
这个功能还挺好用的
印度吧友路过
收到
感觉就是专业点的给方便，小白看广告
你要搜索还想一下有哪些干扰项嘛
ohhhhhhhhhhhhhh
磁力
这有什么用
李白-王者农药
小姐姐太可爱了叭哈哈哈哈
收到
精灵棒！芭比芭比芭比！！！
，
大吼道
收到
收到
收到
为啥不直接 后缀名+关键词 ？
收到
收到
收到
avi
求一个卷发教程
我在喝水…噗哈哈哈哈！
我感觉我在学编程？？？？？？？
没有用
吆西
夸克必须拥有姓名
收到
我试试
还能这样啊
-张京华
我本来不懂的
懂了
女版何同学
罗老师震怒
我喜欢这牙齿
多搜多试试
手机不行吧
知乎好用啊
谷歌和bing
搜索算法
直接去知乎搜就好了呀
收到
刚刚通过b战考试
罗永浩用改变了锤子的格局
学到了
收到
为什么不直接去知乎搜
冒号要用英文全角格式下的 好像
心  理  狂  喜
这些在高中信息技术课离都有吧
收到
收到
我要把猫主子召唤出来，嘤嘤嘤
我要把猫主子召唤出来，嘤嘤嘤
我要把猫主子召唤出来，嘤嘤嘤
秒啊
老师 为啥不用人知乎自己的搜索
给夸克打call
强推夸克
经典封面
时间管理
chrome天下第一
为什么我的不行
收到
看到深深了哈哈哈
收到
星比赞多系列
收到
刷google的脑瘫吧
用正则表达式
截图成功
收到
搜个锤子
b站起名文化太奇葩了
哈哈哈小广告
好像陆柯燃。。。
？？？？？
这口音，有点山东普通话的赶脚
Txt
女版何同学
对的
我现在就在扣
收到
你知道URL是啥不
蜡笔太好看了吧
如何优雅的抠脚（哈哈哈哈哈哈）
好实用
妙啊
thou thuo
为什么是收到
这个thou thuo可
很懂嘛
你说到avi
小米风评被害
-广告
收到
扣完脚还摸脸
收到
B站多好（滑稽）
朋友们，标准号英文和中文间有个空格(来自质量管理人员的强迫症)
有用！！！学到了
夸克真的好用
这是一门专业课 信息检索与利用
夸克也好用
收到
收到
收到
加油
学到了
收到
收到
优雅地抠脚？为什么会有这种奇葩问题啊2333
学习资料
必应being就不错
文献检索了解一下
我试了一下没用，难道要电脑上才行吗
樱花？
收到一半
逐渐超标
说的对
B站的弹幕水平跌落到斗鱼虎牙的层次指日可待！
文献检索基操？
论文好贵
喜欢蜡小 爱了
来了来了
收到
收到
我有种看何同学的错觉
红字真实
噗哈哈哈哈哈哈
谢谢
收到
学习资料
收到
周迅 
还能这什么用?
filetype：
没收到
意 外 惊 喜
找到了 没会员
罗老师别这样罗老师
星星瞩目
url就是网址的意思
牛逼牛逼牛逼、
收到
哇塞
夸克等等我
一定空格加减加关键词！
美美美!
就是正则表达式吧
苹果-苹果手机，，，还是苹果手机
收到
对的学
收到
厉害了
？？？？？？
好久没看，蜡笔露脸了哈哈哈
这个tho索真的难受
成功截屏发朋友圈。
皮鞭？
学习
解锁记忆老师的教导谢谢您啊哈哈哈哈
蜡笔牙齿漏风了
蜡笔这是把我们到猫撸嘛？
收到
mp4
模棱两可
集美是不是大舌头？
收到
我来帮你
不 不要让我看到这两个字！
以前下载盗版小说的时候经常这么搞，txt
找书啊5555
收到
收到
你教我搜个锤子
万一要搜带减号的公式咋办
收到
我也是via
吼吼吼
封面域名呢
hock
真的巨像何同学
三连
我深!
66666
site:
我连mp4都搜不到
UC
为什么要用下巴对我
小姐姐好漂亮
got it
懂了
UCUCUCUCUCUCUCUCUCUCUCUCUCUCUCUCUCUCUCUCUCUCUCUCUCUC
UCUCUCCUCU
弹幕里不要老提别人吧，弹幕礼仪就有不要提无关人士啊
学习资料
必应谷歌不香吗？
？？？？？？
？？？？？？
好康的
-罗永浩
学会了！
gb就只是国标的意思
学到了
收到
这个我不知道
这个我早就会了
才5天就有6.3wan的硬币啊
夸克
~收到~
~~
哈哈哈哈哈哈
~这个~
打印多了倒是不经常看了
买来链接好去打印
Reg
学到了
？？？？
哇学到了
蜡笔和心动的信号里的凯雯好像啊！
收到
收到
chorme
逗猫呢你
收到
那个？
封面？？？
收到
谷歌不香嘛
我就是来看笔姐的
收到
woc惊了
勘误：工科生老师叫我们GB在一律读作国标
收到
收到
filetype
搜啥啥不行
我是什么颜色的
我是什么颜色的
双引号
老罗哭了
filetype:avi tokyohot
收到
前面那个只收藏的加一
大家都是明白人啊  学习资料
稍等
这不文献检索教的吗，温习温习
封面？？？？？？
老罗感觉很淦
乱跑
GB除了国标还能有什么意思
这不是我们的文献检索课吗？
这个衣服在哪买的
师太的拂尘不错呀
仙女姐姐收到
收到
- 广告
收到
表示发音听得好难受
gbgb=给不给吧
学习资料
-广告
你币有了
手艺？
一列姆打钱
封面？？？？？
收到
觉得可以
？？？？
收到
666666
bt
没错，就是我
刚试了没用啊
t66y
torrent
搜个锤子
老师，为啥不用人知乎自己的搜索
罗老师别这样
搜索引擎的高级搜索
是的
手艺不行，莫得办法
site
over！
哈哈哈哈
收到
收到
哟西!!索嘎思捏！！
可以   -广告 吗
糟糕，看到黄加黑的图片就情不自禁点进来了
封面选的好，绅士少不了
你币有了
收到
你是不是何同学！！！
我看了两分钟终于知道她长得和谁像了，何同学是你吗！！！
google
惊现老叶？？？！！
没用啊
心理专业狂喜
医学检索
收到
收到
语文课本有过好像
avi
小姐姐和“何同学”是同乡吗？
木大木大木大木大
吃灰去吧
收到
老师 为啥不用人知乎自己的搜索
收到！
封面好评
收到
啥时候到第8个技巧？
我有夸克搜
打扰了
学到了
小勋呢
???
这个嘴、口、哦，不，舌头真的很出戏
哈哈哈哈哈哈
罗永浩——1
正则表达式了解一下
收到
封面选的好，绅士少不了
收到
收到
哇！！！！
我去
有道理
厉害了
？？？？
Torrent
在座的都是封面绅士
传统手艺
-百家号
收到
戴了隐适美
收到
？？？
收到
好家伙，直接搜出来一个手机吧
不是大舌头啦 up矫正牙齿呢
罗老师.我感觉我被侵犯
这么喜欢评论别人？
用谷歌啊
收藏10.2万
还能这样？
我想用谷歌
巴啦啦能量－卡沙沙！！
收到
说周迅的，别走！
混入其中
漏风的味道，我喜欢
混合的味道
搜索，小勋 —蜡笔
收到
bgm好评
封面好赞
666666
好可爱的小姐姐啊啊啊！！！i了i了
但是万一需要减号就不行了hhh
我还是白色的吧
学到了
减号前要先打一个空格
突然发现是马里奥三代的BGM
提醒一下，减号和前面要搜索的之间要有空格
强推夸克！！！
同是天涯沦落人
收到
花擦
完美
直接去知乎用他们的搜索引擎不可以嘛
收到
学习网站PH
学习资料 懂
感同身受
真实
哦呦怎么这里也有深深（的图片）
收到
牛肉粒！
计算机实验课第一课就是这个
计算机实验课第一课就是这个[笑哭]
那为什么不在知乎里搜嘞？
记住了！
收到
老师，为啥不用人知乎自己的搜索
学习资料？？？？？？？
逗猫棒有了，我想看的猫怎么没出来呢
avi
收到凸^-^凸
封面？
哈哈，厉害厉害
感觉有点大舌头
罗永浩牛逼
收到
s收到
收到
注意弹幕礼仪好吗？啥都挑毛病
衣服上有油点，推荐去油洗衣液】
衣服上有好些由点点
两个词一样，那样就没有相关网页
up主好白啊
罗老师别这样
收到
不懂
好快的车车
？？？？？？？
收到
美女，你最后不把8个检索方法做成一张图吗
学习资料？？？
？？？？？
收到
学习资料.torrent   新技能get！！！！
此处应有罗永浩自扇巴掌的动图。。。。。。
收到
罗老师别这样，罗老师。。。。
收到！
哪些？那个呢？
ohu
可以屏蔽推广的
牛逼
我曹，我真的在抠脚
加空格就可以了
第一个没用
收到
搞事的封面 珊瑚红+黑+白
好 东 西
懂了
收到 已经刻在dna里了
我搜个锤子
知乎也是啊，我在bd搜到一篇想看完整，然后搜不到
那么“月经贫困是什么”
小虎牙挺可爱啊。
avi
收到
罗老师：？？？？我不配
－张京华
学 习 资 料
收到
学习资料
收到
小学就会
哈哈哈哈
是不能出现的关键词
收到！！
到收
-三连
mp4
dogedoge呀
学 习 资 料 ？
水？？！
收到
学习资料
没用
好使，得劲
说漏气的，你们真的每看见，姐姐少了颗牙嘛(狗头）
收到
文献检索类似
收到
3501.
同学
说话漏风哈哈哈
哈哈
我不会告诉谁你们，搜狗里面有个知乎的分栏
咬舌头了
是一点都不清楚
uo你出汗了
长得好像何同学
学习资料？
【翟天临进入直播间】
收到
我一年级学的，不过是大学一年级
91
收到
所有都必须是英文标点。中文不行
手艺？？？？
那我锤子-锤子呢
收到
收到
第一个不管用啊。还是锤子手机啊
看个弹幕，咋那么多找话说的无聊人呢？
没用
大家都是来看视频的吗，为什么盯住她发音不放呢？
跟我读，（sou）搜（suo）索
收到
Porn - hub
如何优雅的抠脚哈哈哈哈哈
封面搞事情啊
哈哈哈哈哈，
不行啊
没有用啊
锤子？
学习资料
谷歌呢
非常多
估计是得用搜索语言才行吧
1144人再看？
收到
高级黑
filetype:avi
对啊，找不到高清（doge）
b站的搜索引擎也很差
thou
跑题了
收到
你们别吵架了
哈哈哈哈
舌头有点大  手动滑稽
收到
666
793人正在观看，原来认真学习的人这么多，得抓紧了
知网是查重的
收藏比点赞多
就这
vqst midi
收到
GHS
哈哈哈哈，任性
有用！
ohhhh我懂了
所谓的机器学习
有学plc的吗 互相学习
懂了
11
学习新思想 争做新青年
刚刚试了一下 没有用哈哈哈
.torrent
心理学专业狂喜
hub
VIP警告
干货！
学到了
收藏比点赞多，比投币多，哈哈哈哈
是的
666
应该搜Menstrual cycle吧
弹幕有些人有病吗，非要纠结口音，这视频是来科普的不是教你说普通话的，听不惯的赶紧出去别发弹幕影响其他人观看
想要啥就是啥？(狗头)
收到
你没洗手，就摸脸？
还有不普通的锤子咩？
疯狂按时
搜索引擎跟浏览器有什么关系？
度娘虽然广告多，但是实力是真的强
水？
哈哈哈哈哈
考研资料
这个我经常用，其实只要“关键词+空格+网站名”就可以了
不是，up怎么这么好看
收到
awk '/regex/{print}'
深深哈哈
直接在关键词后面输网址也OK
国标国标
国标
正则表达式。。。
收到
收到
说话有意思
收到
学到了
rmvb
哈哈
罗老师 别这样 罗老师
up估计英文学多了，sou suo的发音全程都是thou thuo
牛批
学会了
我去搜搜那些
收到
币有了
学 习  资 料
收到
女版和同学
又开始逗我们了，当我们是猫啊
罗老师：谢谢 又被冒犯到
真实
收到
深有同感
关键词-关键词怎么办
学到了 感谢
收到
收到
减百家号
检索式2333
收到
就是因为封面进来的。。。。
收到
学到了学到了
我懂了
这个确实
有一说一确实
我变色了
收到
GB国标的意思
此学习非彼学习
收到
哈哈哈哈
逗猫呢你
up的口腔结构可能异于常人，大家不要再纠结发音了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这个我们初中微机课学过，不过我从来没用过。。。
大学信息素养了解一下
对‘
学习资料
蜡笔怎么突然大舌头了
收到…………了吗
过滤器
封面犯规了
terrent
对对对
这个不行啊
排除两个怎么办
根本没做模糊查询吧。。。
小姐姐你口水流衣服上了
你懂个锤子哦
收藏比赞多系列
你的衣服上两块埋汰地方
大舌头
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
"这个技术能力没关系,就是产品经理懒."
这不是基操？走了。
不得不提那些内置真的难用
hhhhh
为什么要对观众使用逗猫棒？？？
有点女版何同学的感觉
新粉报道！
.直接高级搜索，不简单吗
爱了爱了
原来还有这种
收到
收到
收到
更爱 电脑配件
这个还真不知道
老师有点大舌头
车，好快的车
封面？？？
？？？
右耳聋了
avi
懂了
糟糕的封面
收到
学习治疗
手上是逗猫棒
周迅？？？
google
学到了
咳咳咳
那确实
收到
收到
这不是大学计算机基础
pandownload以前可以找到很多
涩了
哦⊙∀⊙！
这个舌头吖听着。。。
-csdn
布尔逻辑
建议重修文献检索这门课
？？？？？？？？？？
hacker语法
这不是文献检索里学的吗
这个可以
我就记了UP主
经典黑白配色
你搜个锤子
收到
不行诶
老师为啥不用人知乎直接搜
老师 为啥不用人知乎直接搜
学到了
没用啊
这个。。。我记得小学的信息课就有教吧
get
没错
诶呦，脱口罩了
收到
优雅地抠脚？
这个搜狗好像不行
收到
收到
你币有了
wow
学会了
封面在哪里？？？？我貌似封面很熟悉
进收藏夹吃灰吧
收藏夹吃灰吧
文献检索了解一下
收到
好                        东                           西
title  是因为title标签
无内鬼发点关键词
唉
真的
仙女棒吗哈哈哈
filetype：torrent 星辰大海捞种子
仙女棒
没用的
也没用
？？？？？？
李姐
收到
实际上并没有用
-广告
收到
这个世界需要更多的英雄
妙啊
这个姐姐有点好看哦
bing
收到
Get！
讲得太好啦！感谢感谢，好实用
卧槽，学到了
达拉崩吧-周深
使得
张京华
收到
因为没有做全文搜索
收到
yahoo
哈哈哈哈哈
-广告
google
洗手了吗
sd
收到
有LKS的感觉。。。
收到
这个舌头可以的
学到了
还有这种操作？
感觉开始上英语课了
收到
我只顾着看小姐姐了
你说了啥，我只顾看你了
真好看
收到
小姐姐真好看
输入法知道你是吃货
试了一下 没有卵用
我啥也没听，我只盯着小姐姐看
奇怪的知识有增加了
别这样！！
P站配色
收到
云中君
对的对的
收到
又比如B站2333333
thou thuo
收到
已经三连
是那个学习资料吗
胳肢窝热了？
没收到
去试了一下，不太行
我的弹幕在哪里
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
收到
口腔溃疡了吧
比如B站。
收到
盲猜UP主是青岛的
收到
学习资料
别白嫖了，收藏比点赞还多
记他
btbt
学习资料
这不错啊  有点用
周迅？
SWAG 的咱们好好探讨一下
收到
今天信息课刚学嘿嘿
哈哈哈哈up山东人嘛
filetype:torrent
UP主很漂亮
你手上的棍子对我有深深的困扰
收到
shoudao
姐姐太好看了
收到
bing没有
打开了新世界大门
为什么鼻孔对着我？
说知网那个，你是真的来学习的吧。。。
宁是周迅吧
厉害啊
如何优雅的抠脚哈哈哈哈哈
啊这，这封面
filetype：torrent
好好好
有一些网站有设置二十秒后才能再次搜索
avi
夸克！！！！！！！！
我现在车牌号都搜不到了
如何优雅的抠脚，噗笑死我
爱了
收到
ohhhhhhhhhhhhhhhhhhhhh
强啊学到了
好的——学到了
某站
终于可以发弹幕了
6666学到了
我挺喜欢学习资料的
结果我搜的全是锤子手机了
比如B站
所以封面怎么搜索（doge）
懂了
自带的搜索 下架的东西统统没有
AVI？！？！？！？！！
收到
-马赛克
学习
抠脚？？？！！！
.torrent
大威天龍
居然看到周深了哈哈
我爱白嫖
罗永浩：搜索“小米-小米手机”一样好使
不太好用
sdsdsd
好平
白嫖失败
我币没了
收藏大于点赞
学到了
收到
？？？？？？
收到
对！逐渐毕导化哈哈哈哈哈哈
暂停成功！
手艺？
有味道
来来来进我收藏吃灰
666
啊吧啊吧啊吧
老师 为啥不用人知乎自己的搜索
罗永浩坐不住了
收到
没收到
怎么越看越像何同学啊。。。
select ppppppp
收到
menstry?
罗老师：？？？？？？？？
锤子 - 锤子
收到
赞了
select * from xxx where title like %关键词%；
罗老师别这样 被这样
没有关键词搜索功能
搜这个发音好奇怪
filetype：pdf
巴啦啦小魔仙全身变
收到
收到
学到了
收到
666
哈哈
付费
是分享干货又不是来给你演讲
magnet
copy that
收到
搜笔记本 -笔记本电脑，出来的还是笔记本电脑
好东西
亲测标点符号中英文的都可以！！！
帮 大 忙 了
-+锤子
进收藏夹里吃灰去吧
-+关键词
-广告
弹幕呢？
你衣服脏了
-csdn
还有这操作
学 习 资 料
收到
没收到
你手上是什么
哈哈哈小姐姐好可爱
B站有个公开课叫超级搜索术，里面讲的就是这些
收到
开始看不懂
高手
逗猫棒？？
site:google.com keyword
哈哈
收到
好东西
小姐姐咬舌尖说话听着有点点难受
get
真的！！
收到
get
-广告厉害了
6
收到
Google语法
注意这里的双引号得是英文双引号
巧了，刚好在抠脚
懂了懂了
收到
懂了懂了
收到
有点点小勋的感觉了
PRON
site:？id=   title:公司
好评
进收藏夹吃灰去吧
作为一名程序员表示：对不起，我们都是有自己的模板，好吧，就是我们懒
学习了，学习了
收到
这么好的视频为什么只能投两个币！！
搜索
AA
？？？封面有点东西
这个会
信息检索
蜡笔嗓音怎么变了呀
知乎龙源爱学术万方维普，这是我收藏引擎
我兄弟让我问一下这个技巧黄xxx可以用吗？
哇哇哇 刚刚好可爱！！
黄色
fan法？？？
水？
第二个图好好笑 我们东厂就需要你这样的人才
夸克必须要吹一下
这是个逗猫棒吗
太及时了！！
这是个什么玩意哈哈哈哈
avi
好平
学习资料
你确定信息检索不教这个？这是基础好不好
哈哈哈哈哈哈哈
porn
收到
手机可以不
黄忠-王者荣耀
收到
哈哈哈哈哈哈哈
仿佛看到了部门群，班群，网课群
这封面似曾相识
仿佛看到了部门群，班群，网课群
记下了
收到收到
搜了这么多年，都自己摸索出来了
这不是大学上课学的吗？？？
老师 为啥不用人知乎直接搜
收到
收到
收到
收到
看起来没吵架哈哈哈哈
手上拿的是仙女棒？
我用的学习软件，不用找的
对，有的还要收费
如何优雅的抠脚瞩目
如何优雅的1
nb
z收到
5错不及防、
锤子科技(doge
真实
sou   来 舌头捋直了
卧槽 我真的不知道这个诶
学习资料
直接抠脚    空格 知乎也可以
不吃亏
时间+1
这嘴型有时候不太对啊，比如说搜索的搜
用简洁的搜索引擎就好多了
收到
B站的搜索引擎也不好
收到
还有这操作
好漂亮
上了这么多年的网，才知道
-罗永浩
我滴睛一直追着逗猫棒，我有猫病了吗？
收到
tfidf的PageRank了解下
收到
收到
加引号取消模糊查询
真有点像周迅
avi搜不到的
我真的以为是学习资料
没用呢
为什么我搜不到扣脚
S收到
bing
有用有用
学到了
？？都这么开放了嘛
？？？
马上试试
发问号的你怎么了啊有问题直接说啊
搜个锤子
-+
张京华
收到
收到
哈哈哈哈
浏览器不是搜索引擎
收到
有用
教务网站搜索功能有点鸡肋
太对了
myss!!!
姐姐说话漏风
666
吹爆磁力宝
666
谢谢！
收到
学习资料？
太棒辣
收到
我莫名想要姐姐手上的仙女棒
我莫名想要
周迅？
来了来了
666呀
受到
妈呀惊现我的深深？？
收到
萌叔？？？？？？？？？？？？？？！！！！！！！！！！！！！！！！！！！！！！！！！
哈哈哈哈
收到
这和编程语言有关系扯什么中文
学   习  资   料
收到
收到
收到
锤子好评
夸克
破人能互补
罗永浩：你再骂？
谷歌浏览器没排面？
收到
知网是什么？
收到
？？？？
filetype
Up 神似何同学
没有关键词搜索
收到
我是来看美女的、
2048 ？？
专门回来再看一遍
收到
Google
音频轨是不是使De-Esser去齿音去过了...怎么有点大舌头
盲猜一会会有来喷知乎的
盲猜一会会有来喷知乎的
大舌头
为啥我出来的全是锤子手机
收到
？？？？？？？
有点漏气感觉
sh
收到
实测有用
收到
能不能 -百家号
黄惊慌
心理学！？
夸克宝藏，看小说哈哈
收到
我咋听不懂了
找什么东西？
信息检索也不教这个啊
收到
？？
？？？
逗猫
电到了
-baijiahao
妙啊
感觉近两期视频风格变了
收到
收到
类似于知网
收到
收到
夸克没话说
真的这么丝滑吗
戴黄看黄
厉害
Pr?
英文输入法下的冒号才可以
开幕颜值暴击
学习/滑稽
中文的搜索引擎非得加英文的限制词才能起作用，[摊手]
爱了
全文检索hhh
厉害
夸克真的超棒
上学的时候好好听讲，这些技巧你都会
WHO很真实了……做Presentation写essay的时候可把我找得
？？？？？？？？？？？？
哈哈哈哈哈哈哈哈哈哈哈怎么那么想笑
Ohmygod
收到
收到！
收到了
这个牛批
经费不足可能
这篇现在已经被删除了
怪不得我搜索C++老是变成C
收到收到
三连！太多干货了！
Copy that!
google
衣服要干了
mcbbs
笔姐好好看
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
收到
学习资料
搜个锤子
B站可以这样搜吗？
rmvb！
收到
蜡笔真好看
学到了
试了不行啊
收到
同感！
收到(｡>ㅿ<｡)
你再骂？
？？
暂停成功！
-广告
?????????????????????????????????????????????/
收到
收到
首页通知书
锤子
收到  收到
封面颜色搞事情
收到
这封面，难道是某个学习网站?[doge]
学到了()
收到
衣服上是什么污渍
哇。这个不错。我每次找国标下载都会找哭我
666
多人运动
EIO
学到了！
学到了学到老
真实
站
p
（白嫖
太真实了！
收到
学到了✓
收到
懂了✓
你的魔法棒好晕人
懂
收到
姐姐你身上怎么有水
水？
三连有了
site：bikibili+蜡笔抠脚
引号要英文的
学习资料hhh
哈哈哈哈哈哈哈
还能这样啊
哇
收到
课代表
没人？
知网排面啊
收到
长得好像和何同学啊哈哈哈
楼主口里是不是在吃糖
收到
布尔逻辑算符
46级资料
没错
对
满满干货，必须点赞投币收藏一条龙啊
via！！！
这个最妙
收到
学到了学到了
学到了学到了
这是小仙女呢
