等到
糟糕的片名
这电影我印象中至少看了两遍
场景好美
陌生害怕，和我一样
JOJO立
听说过
寄了
确实像马伯庸哈哈哈哈
记得哪个老师好像放过这个
改编自同名小说那山那人那狗
小时候看过…
可爱？
来了
我爸根本不愿意听我的故事和话题。他喜欢的话题我一说他就沉默了。我也不知道为什么。关系一般
来了来了
终于等到这部了
陈好那时真的很美好
不是兽医
以前就是接班制，还好现在改了
我记得我爸爸给我说过这部电影
叫什么？
6
看过
好质朴
没毛病
难怪刘烨届时是中国最年轻的最佳男主角，真的演技超好
国内当年欣赏水平和能力都达不到，这片子和大话西游命运如出一辙……
先三连再看
画面好美
刘烨演蓝宇的时候也好嫩
靓仔总是孤独的
陈好太美丽了
晓得，江西老表?
上映时确实无人问津，观众决定电影
我看了三次
万人迷
梦婷你是不是也在看
和妈妈一起看过 太压抑了 不想再看了
我妈最爱看了
8亿日元吧
那年 那兔  那些事
我都是跟在我爸后面哈哈哈
生疏了
这个镜头好好看啊
感觉这里好美啊，羡慕
没坚持看完我
、
这电影我看过啊
真的好像马亲王
开局一人一狗失败？
OHHHHHHHHHH
这个地理老师给我们看过
背景音乐也好好听
背景音乐都好好听
刘烨
我爸走的很快，经常把我忘了……
那时候就是接班
me too
你演我
来了
画面
差点看成越共
看过小说，印象深刻，尤其女主眼睛里的水光
这是刘烨第一部电影 当时直接金马提名
爱了爱了，全网表白木鱼男神
篱笆女人和狗
来了来了
高一试卷小说阅读题考过节选
木鱼辛苦了
我超爱的电影
刘烨那时候真好看
你这玉米怎么看都像没熟的
画面特别美
刘烨
虫师借鉴此作品  了解一下  
许万昌？好熟悉的名字
西游记里的哪吒？？？
好久不见~
遂宁黄桑
陈好好美
真实
开局一条，诶，快来呀，旺财快来呀
人间是邮递员，怎么不能说普通话
靓仔转身
这才是文艺片
提前大彻大悟
刘烨俺来了
我也是
唉你骂人
这不是我么
刘烨学长！二实验学弟报道
24:00
哈哈哈哈哈爸，我妈呢p
刘烨好帅啊真的
谢宗儒是你！
谢宗儒是你！
只要在劳动，做什么都是光荣的，有谁会说？被迫害妄想症？
和我同岁
哈我们高中放过
南方很多人说晓得的
这就是先见之明啊
印象很深的电影，电影频道见过
开局一只狗
好长
写作课老师拿来做新闻人物通讯来写
哈哈哈哈哈真实
JoJo立哈哈
这才是有中国味的电影
父亲做邮递员之前是造原子弹的
信客！！！
这是讲的湖南的事
我居然看过 泪目
陈好，我的女神
看了两遍
五味杂陈
枫香村，有没有花茂村
我看过
全程看狗子
画面太美
刘烨是真的好看
那山那人那狗
穷怕了
木鱼终于说这部电影了
狗狗像秃顶了，哈哈哈哈
你再骂
现在看到刘烨，总会想到《血色浪漫》
没看过
GANJUEHENHAOYA
回来了，都回来了
感觉这里父亲用方言好点
还好 初中语文老师带我们看过
中国文化对男人表达情感的方式有一定的约束
狗狗演技棒
咋骂人呢
狗子演得好
看过
人在江湖，嘴是路
暴露年龄
说方言给谁听？
钟跃民
马伯庸还说不是你！
7000人就离谱
哈哈哈，我爸爸也会这样说。老爷也是，我和姥姥亲，但也喜欢姥爷。爱你们
7882人你们好
PC版首页通知书
我就不跳过，你能咋滴
来了
但90年代到21世纪初社会矛盾还挺多的，大家价值观取向冲击不小
哈哈哈
下次一。。。不一定（doge）
有远见啊
很好看的
寄了
Doinb?
Doinb?
在我老家邵阳绥宁拍的！！！
来了来了
隔壁老许?
太有时代感了
，
 并不土味
好看
啊陈好
非战斗人员请撤离
高中班主任放过
楼上的，是金鸡男配提名啦
刘烨！
阿城陪你漫漫看说过
台词真舒服
你怎么骂人呢？
包浆冰糖玉米生吃也行
蒂法！
四川人叫老汉儿
在部队新兵的时候看过
辛苦了
想屁
刘烨？
那时，医生的孩子从小上山采药，店里帮忙，慢慢的也就是个医生了。
上年纪才懂，可那就晚了
真实
先三连
篱笆女人和狗
我可能会猜到母亲的结局
精细出好货，加油木鱼
骂人了
强烈建议关闭弹幕观看
老子  骂儿子了
26：02
有点真实
看过小说
失踪人口？？
语文阅读题！
真实
笑了，你以为晓得是你们本地话？
高中老师放过
老师放过
高中老师放过
以前挺多国企职工是接班的 比如铁路
看过
可怜天下父母心啊
这很日系
这个好看
额额
叫文书吧
那狗说的是我吧
BGM是《神秘园》？！！
父子情
我也是，每次都走在前面
8亿日元？  打破的什么记录？  说清楚啊。
cv0
三联！
看过
日本人喜欢看讲父子感情的电影
谁说国内无人问津，别乱说
河南那边，狼犬被唤作狼狗
说普通话不好？说山里话你听得懂？B站怎么这么多杠精啊
‘；’
想听木鱼说蓝宇
看过
我天
看过
我小时候真是把陈好当女神。。
兽医
看过大象解说。
好可爱
 失踪人口回归
父与子的必经历程
我看过
太真实了，从小父亲在外地工作现在就跟陌生人一样
小时候好像看过
哇，我看过耶
小时康过
我穿越了？？
小醉
在教室看的
26:02
我是在艺术鉴赏课上 老师给我们讲 并 看的
哈哈哈，看过。陈好
画面顶级
这电影好啊
感受颇深
来啦！！
这话在理
我爷爷以前在邮政局工作，把我爸也调到邮政局
别标不标准了，这是作品，是为了大家看懂，真的现实，你听得懂几句
首页通知书
说标准的话，是为了其他地方的人容易听懂啊，
学过这篇课文！！
高三刚刚做完。。。
实话
小叶子！！！
叶子！！！
刘烨
社长这部剧也超级棒
"这电影构图和色调太舒服了,剧情我觉得普通"
陈好真好看啊
哈哈哈哈哈哈
doinb。？？？
好像看过
k看到这一幕我已经哭了
好像看过
看过
哈哈哈哈
我也和我爸没啥话讲，不知道聊啥
以前老师放过
哈哈哈
我看过
高二时候语文老师趁着上课时候放给我们看
编导生路过
一人一狗一枪
佳片
我也
26:02
景色真好，儿时的记忆
哈哈哈哈哈哈哈哈
26：02
你再骂?
看过！
陈好绝了
歌王终于来了
我去，昨天刚考这个
泪目，爷的青春回来了
狗子好可爱
终于等到了，我在落叶归根就在留言等的
陈好太好看了
血脉压制
貂蝉
是我穿越了吗 我记得好久之前看过了啊
刘烨刘烨
方言就完美了
湖南
画面总感觉有种油画感
在CCTV6看过
狗好可爱 狗头毛茸茸的
陈好真的好好看啊
看性格的，我男的和我爸性格比较像就和我爸比较亲
贼真实。我就羡慕别人家的孩子爸妈不在家。没人管。我天天被骂。和打。哭了
啊啊啊啊啊啊初中语文老师放的片子了！
这。。。我刚考的2模语文阅读题题目就是这个
我爸觉得我走前面才看得到我不会丢
好看
厨子
26:01
那英呢
有点帅
来啦
终于更新了
好喜欢狼狗啊
这画面很有感觉
交口？我歪了，因为研表究明，汉字的序顺并不定一能影阅响读
哈哈哈哈哈哈哈哈哈哈
觉得是铁饭碗吧
影视鉴赏课看过
真是
以后再也没有叫爸爸的人了
我也是
老快递小哥了
看着很舒服
看过
陈好太美了
三连
那山那我那你
太美了
哈哈哈哈
喜欢狗狗
看过
公路电影
前面那个太真实了
这个好看
14年我的初三化学老师给我们放过这部电影
摄影差了点？自己不懂质朴的风格就不要说别人技术差
哈哈哈哈哈哈哈哈你怎么骂哈哈哈哈哈哈哈哈怎么骂人呢
第一次得到粉丝勋章是木鱼的
发现好像看过
失踪人口回归
有沒有4K修復版呀？
邮包被米尔人抢走了
这个特别好看
看过3遍
语文书上的课文
我看过一半，老师放的，蛮好看的
皮
感觉好真实
这配音才真实接地气，现在的配音太假了
秘书这头发够潮啊
果然是陈好，真的漂亮
好像在哪看过，大象放映室？
哈哈哈好可爱
哈哈哈哈哈哈哈哈
乡下的中华田园犬，最好了
。。。。。。。。。。。。。。。。。。。。
给社长打call
真实
······
进度条感人
可以的
我看过
叛逆期
为什么我好像看过
真的刘烨的大眼睛
小伙子，有想法
好看
看到年轻的刘烨就想到蓝宇…
摄影师：也问问我
此时老爸在想：儿子不说歇，他也不歇
bgm声音有点大
王记得？
看过
好喜欢这狗啊！！！
好喜欢这狗啊！！！
烨子
烨子排面
这里是不喜欢同行吗
我爸以前也说，什么事儿都是先找妈，不找爸233
看过看过
血色浪漫。钟跃民
再来一遍
初中时看的，还看哭了呢
推荐看阿成的去！
阿成漫漫看！
这是自然卷吧？
自来卷
老师给放过
篱笆女人和于老师
小时候好像不这样，但是越长大越像
前面米尔人别走 
演技有点青涩啊
我也是
信蜂！
故事可以，景有点假
晓得哪里有，不好好看视频
觉醒
一部成功的文艺片
封面是貂蝉吗
深有同感 出来工作才知道父亲不易 这时候人才会长大 懂得孝顺
指指点点
刘烨
99年就有条形码了！？？
真的好看
女儿儿子都和妈亲，因为父亲的爱太内敛了
浓浓的日本乡下风情
！！！有点像余秋雨的那个故事
狗子演的好
狗子演的好
二刷
这狗会多走路啊
退行性病变吧
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
这是讲的湖南西部地区的事情
哈哈哈哈哈哈哈哈h
进度条感人
那时候大众的审美还跟不上这种诗意的电影
小时候看过！
我也是这样，我不敢和我爸并肩走
钟跃民
和我一样
陈好？
我读过这本书
木鱼出品，三连后看
刘烨年轻时真的好嫩，还有蓝宇的时候嘿嘿
26:02
是你你愿意接这种工作吗？
这不是一道高考题吗。。。
看过
这个感觉至少看过类似的测评
谁陪伴的时间久睡亲
真香
！老师上课给我们放过这部
是邵阳绥宁哦不是遂宁
打工是不可能打工的
知晓得到
什么意思
感动哭
视频做的是极好的
cctv66666
看过
封面是？
高中看过
每一帧都是热爱
26:02
我都是走后面
我靠，当做了这篇语文阅读
最近正好在看粉红女郎
万人迷
割松油
我也是和我爸的关系差不多这样
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
赛虎
你再骂
好康
doinb的哈哈哈哈哈哈哈笑死我了
这一看就是我们湖南乡村
我们湖南都是讲塑普的 这么标准的普通话听着太违和了 
看过。
陈好可美了
是啊
在我家乡绥宁
哈哈哈哈
这镜头，绝了
这个地图能获得啥信息
旱烟
景色真美
某一弹幕有够无脑，1999年摄影技术能好?
你再骂
社长太帅了
无人问津吗 这很有名啊
最好的陈好
狗子好可爱
为什么siri被叫出来了
男主角
开局一条狗
这就是我跟我爸啊
现在上映估计会有好票房
邵阳人小小的骄傲一下 嘿嘿
中央六台放过
卧槽 这摄影是教科书级别啊兄弟
jojo 立
看刘烨这么青涩反倒想起他在蓝宇里的表现
刘烨
刘烨这时候19岁
我居然看过
看到这想起来了
可爱
中华田园犬，现在很少见纯种的了
陈好也太好看了！！
老师放过这个好像
这个场景就让人想哭
天哪，弹幕钢筋真多……
？？？刘烨拿金马奖的不是这个片子，这个片子是金鸡奖提名
你们怕不是不知道导演是摄影师出身吧，这个摄影不好吗。。。。
怪不得日本人就喜欢看这种
先投币收藏，有空再看
说高一考过的难道是同龄人？（我也对这个文章有印象
刘烨因此提名金鸡男配
刘烨的眼神纯净一丝懵懂
我叫许望昌
演员还挺好看的。。
听见狗勾呼哧呼哧
因为爸爸傲娇的多吧 哈哈
牙好人就好
不得不说，刘烨起点真的好高啊～
谁说的，我是女孩也跟妈亲
自然卷 我头发也这样
我外婆的父亲就是干这行的
1
隔壁老许？
jo厨狂喜
总喜欢走在人的后面
刘烨
兽医
好像有大河田常务
死亡搁浅
出了村 过了河
看过
不懂光线处理不懂打光，不懂摄影，不懂镜头语言的别说了
最喜欢的电影之一
火华年轻的时候可太好看了
那时候刘烨的台词好生硬哈哈哈哈
社长那忽闪忽闪的大眼睛
硬核秘书
老了
跟爸说的唯一一句话：爸，妈呢？
疯狂的石头才3000万票房  99年8亿日元  无敌了
画面真美
那山里的那人好像那条狗
丧尸片
之前说过。
三人一狗一车
啊啊啊啊，好看的
不俗个鬼
我也是
出了村，就过了河，过了河，就上了山，上了山，就进了城
开局一人一狗？
开局一人一狗。
陈好好美
还烫了头？？
刘烨太好看了吧
阿成来的
刘烨出道处女作，金鸡奖男配提名，起点真高
瑞祥QQ
这不部片子刘烨是金鸡提名，得金马影帝不是这篇
刘烨好好看！！！！
狼犬是犬，熊猫为什么不是猫？？
刘烨太好看了，尤其是眼睛
看过 很好
我看了两次
大学电影艺术选修课上期末考试就考的这个
真实，我偶尔和老爸默契的时候也会感觉很高兴
1m////*m////*++
山里的小县城，01还是02年的时候小学老师组织一起去电影院看过
木鱼大大牛壁
这个好像东宫男女主相认的地方
刘烨是东北人
龙鸣
看过解说
拓展训练观看过
社长排面
万人迷
之前看过
我在跟我爸喝了酒之后称兄道弟
真的像doinb
我们家也一样，总感觉和妈妈亲一点
刘烨，永远滴神
来了来了
还好吧
有远见啊
40分钟阿婆好厉害
下次一
好像
好想也拍一部电影
老狗
JOJO 都没看过
热乎
看过
我们老师给我们看过
陈好？？！
煮个这个漏液刘烨太纯了
哈哈哈哈哈哈
画面好美
爱你
i了i了
很有名的
这个感觉让我想起《边城》
很早以前看过，但是都快忘了
来咯
来了来了
怎么回事？今天杠精这么多？
我爱大象
看过
信蜂
场景太美了吧
三那
我知道
我们老师刚讲
我隔壁大爷当年是道班工人，洪水齐腰都要去抢修公路
马龙？
这个好康哇
日版贼好看
最近才考过
很接地气，看看路上的割松脂
好美的影片
这不就跟留守儿童一样吗对爷爷奶奶亲对父母没啥感情
?  好像看过了
摄影差 exm？这场景还差
？
这男的演过，落叶归根的尸体
沉江渡应该就是我们这里吧
再看一次
构图绝了
语文课上放过
看过 走不出的大山或者本来就是你的终点
1
8亿啥币啊
哈哈哈哈哈哈哈哈哈哈哈
看过
狗子:我不道哇
《落叶归根》中的死者是洪启文演的，那山那人那狗的父亲是滕汝骏演的
真实
太爱了，这狗
你回回出了村过了河
好真实的农村，好看又诗意
以前就是这样很多这种砖块的老房子
以前都是接班制度，连工厂的职位都可以接班
我看过啊
在大学老师放给我们看的
小的时候我看过，20年前的事情了，时间好快。
我们家乡的作家   骄傲
平江的作家 骄傲
我知道 我常跟我父亲说的话就是，我知道
那时候刘烨好嫩
我进初中，学校放的第一部电影
那年车马邮件慢  一生只够爱一人
那年车马邮件慢  一生只够爱一人  邮件慢  人生显得也慢
哈哈哈哈哈哈哈哈哈哈
那年车马邮件慢  一生只够爱一人 真的只够全心全意爱一人
陈好？
这是有点现实主义的拍摄手法
是不是有篇课文
暖春电影的爷爷？
哈哈哈
我的Siri也被叫出来了
JOJO立
你再吗？
你再骂
. 。。
哈哈哈总是想起恰同学少年
后来爸爸去哪儿还来这个电影的拍摄地了
离不开女人的狗
俺也一样
诗在远方
劳动最光荣
26:02
有点目送的感觉
为什么我总觉得陈好像katsumi
有同感
我语文考试刚考了这个小说
山中邮递员？
我看过
狗子:我咋造啊
这个好像看过
die狗
你再骂？
送邮件用走的？
原来是腿有毛病了
真实
那是准备丢了？
真的好看
。。。
陈好好漂亮
老师放过
看了五六遍
突然发现自己做个这个阅读题
祖安老爸
我看过小说？？？
真的好看
爱你，小鸡蛋
6
绥宁我老家~
绥宁！
高中的时候老师在课堂上放过，全班一起看
环境漂亮
对！只要劳动就是光荣的
日本人就喜欢看这种风格的
很感人，，，，
刘烨超灵
巴尔扎克与小裁缝 也很好看  陈坤 刘烨 周迅
看过
老爸吃醋了
上课的时候老师放过欸
国内一直说很好啊
终于有部我看过的了，当年听说获了很多奖
片名不觉得土啊
好帅阿刘烨年轻
我家同款狗
送货成瘾
那人那山那于老师
现在国产电影败笔就是金玉其外败絮其中，让人一点共鸣都没有
点题了
太美了
老牌子了
有的人就是不承认弱
看过。。。语文老师放给我们看的
滕汝骏演安建军的爸爸合适
不是发过了吗怎么又发一遍
建议看一遍原版，景色真的好看
想去看电影了
经典
老八
好真实
是个好电影
看过
我们公司集训时看的
这片子很火啊
这是我吧
在邵阳拍的，湖南人说知道都是说晓得
cctv6看过
现在的孩子是真的不知道以前的事啊 接班还奇怪吗
看过
地方对对对
上课老师放过
青涩的火话社长
刘烨好青涩
先三连，再看片
陈好？
好看
西南地区说“知道”不都讲“晓得”么？
平江人骄傲
万人迷
。
看完大象再来看木鱼 
特别这样的氛围
可惜最后不是公务员
03年看过
高中编导专业必看电影啊
社长
社长最帅
想到罗生门的场景了
看了二十来遍吧
每年都会看很多遍
我选修课说过
满分作文
好康
这镜头，很有寓意啊，像极了长大成人的我们即将离开父母
来了
高中的时候老师给我们放过
真实 我父亲也是差不多的情况
那年我出生
好看
陈好真的好看
快递员有编制？
邮递员有编制？
初中班主任放过
这就是我跟我爸啊
中国人特有的父子情
小时候看过
那时候的人能托付，真好
步履不停
我女的，跟我爸比较亲
懂摄影懂调度懂灯光，这片摄影确实一般，别尬吹。佳片不是什么都好
看过
哈哈哈哈哈马龙的你要笑死我吗
自己看真的看不下去
有意思 我也是在课堂上看的
高中班主任放的
有内味了
高中看过一篇初中作文《那山那人那船》
太形象了
感觉被骂了哈哈哈哈哈
必看榜！！！
社长啊啊啊啊啊啊啊啊啊啊啊啊
这张嗷嗷嗷
社长我来啦啊啊啊啊啊啊啊啊啊
社长
前面说那时候摄影技术查的更离谱，当时胶卷多珍贵，每拍一张之前，都要在心里构思许多，现在数码时代按下去就是几十张照片回去在挑选早已没有了那种匠心
乡村生活的质朴与善良，满满的自然风，看完心灵都会被净化。
刘烨那时候好帅啊
蒂法
哦哦哦，看过。立意非常高，剧情结构非常有意思
平江人
最爱的电影
我都看过好几遍了，还无人问津？？？
烨子嗷嗷嗷
烨子
烨子
烨子好帅
哈哈哈哈哈我们烨子
先三连哈哈哈哈哈哈哈哈哈哈
陈好太美了！
.
还是挺有名的吧
大海岳父
一年又一年
这部片子在日本相当出名
我也是 回家除了叫我爸吃饭叫爸 其他时候基本没叫
那英
现在要是再放一遍就好了
非常喜欢的一部老电影
刘烨陈好也太好看了 电影也好看
刘烨真好看
刘烨？？
篱笆女人和狗
烨子哥真的好帅啊
好漂亮的竹林
邮递员没有自行车？
这个画风挺日风的 难怪日本票房好
想到信客
粉红女郎
看过
哈哈，我温州的，我家里人也这么说，路在嘴巴上
大学选修课看过
刘烨这么多年都没变过
不会是王万昌吧？
想起刚要自驾开车去深圳工作，我爸坚决要陪我去，我坚决要自己去
狗子：你说这个谁懂啊
很小的时候看过
。。
啊啊啊啊啊啊，陈好也太好看了吧，爱了爱了
重新发了一遍？
看过
好清纯
我老家拍的
真实，我也是这样
刘晔
在我大绥宁拍的
邵阳人在那里
00..
今天上午周考就作到了这篇文章。还挺有缘的
八亿日元打破什么记录…………
真实
小狗狗
听说过
乡土社会
26:02
我好像看过
啊啊啊啊啊啊啊更新啦！
有幸在高中看过这部片子，一个老师放的
我父亲是邮政局的，过去土匪都不劫邮局的人
不土
画风？既非作画，何来“画风”？山水取景源自国内，又何来“日式”？？
26分02以后就不想看了 前面的解读好看
许万昌好熟悉的名字
好美的意境啊！！！
导演nbnbnbn
hhhhhhhhhhh
真实
那些问自行车的，你也不看看这是什么路，而且是什么时代
小时候喜欢看双响炮
好像教员啊
说句残忍的话 那狗现在可能已经不在了
邵阳
考研艺术基础就考这片子
1999年的大部分农村真的是这种房子
那么看重一个编制。。。。。。。。。。。
1999年，那时候的广东非珠三角地区真的很穷
那时候所有单位都能接班，大学是2000年之后扩招的
社长好帅
太棒了
被米尔人抢走你想笑死我
高中班主任放过
看过
聪明
这是新三国里演貂蝉的嘛
1999年的8亿，就是日元也不少了
嘻嘻 这部电影在我老家拍滴！
大学毕业也是干部身份
你再骂！
我家小烨子刘烨
曾经的儿子现在也已经成为父亲了
高中的时候看过
666
一人一狗天下我有
人被杀，就会死
刘烨
哪里都有jo小鬼？？
有部电视剧
虽然不是gei
好像看过，不记得是电影还是书了
大
陈好太美啦
为什么没有高清啊
看过小说
电影频道放过的！！！！！
很美
爸，我妈呢？
来了
看过 好看
刚做的语文阅读
老师给我们放过，真的好看
讲个笑话，劳动最光荣
烨子好美
这个青涩的烨子我承包了
承包青涩的刘烨
画面太美
