收藏了 罗杰出品 必属精品
哈哈，大明宫遗址公园就在你家旁边
秋千？？？
超棒超棒！
底特律变人bgm，爱了爱了，你币有了
借你吉言
这个看过
饿了
借你吉言
河西走廊也精彩
神秘的西夏
李清照是一般的女人吗
排面排面
历史老师推荐
？
猴子的脸？
老营销好了
银河系才一千颗恒星？你怕是读稿读错了吧
好看好看
.
西部世界
排面
荒野求生！！！
德爷全家挨饿记！！！
借你吉言
借你吉言
篆(zhuan)言搜不到啊
最爱了
星空 star sky
这猴子的表情，我TM裂开了
排面
海豚湾不是拿来推荐的
借你吉言
不可思议的宇宙，没有的话我不信
借你吉言
大奥bgm，超级喜欢啊啊啊
vip劝退
bbc
排面
我生日
bgm龙鼓•篆音
弹幕还是多了解一下易安宝宝叭！李怼怼~
西部世界
风味人间2也上映了
九重阊阖开宫阙，万国衣冠拜冕旒
华佗再世
古代杠精？
我10岁生日
航拍中国，没有？
吹爆！
。。好多天刀的bmg
我18岁生日
借你吉言
第二项羽吹
qwq
超级好看！
河西走廊看不下去
列开
西部世界
那是面具
动物愚蠢？？你要知道人也是动物
中国植物也很好看！
(⊙o⊙)哇
(⊙o⊙)哇
锤爆
吹爆这个
这个不错
(⊙o⊙)哇
数亿颗吧
我很幸运，第一次主动看的纪录片就是地球脉动
对人鱼是否存在的同学可以去看一下《人鱼:科学家的猜想》，看完真的很震撼
排面
我要去3刷
风味人间第二部出了
推荐西蒙的北回归线
life呢
哇⊙∀⊙！
大漠孤烟直，长河落日圆
我看过，真的好看
不，这是生产力的进步
我在故宫修文物
七个世界没有？？？？？？？
吹爆
求BGM
三连了！对于喜爱看纪录片的我来说 这简直是个宝藏！
宝藏视频啊 收藏了
罗杰出品 必属精品 收藏啦
好喜欢这个纪录片
我按了 真的有特效
这不是西部世界嘛
猞猁
借你吉言
好看死了
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
借你吉言
排面
这个真的好看
海洋专业必看的 蓝色星球1/2
我的手机铃声
我竟然看过
这个必须有排面
你币有了
这个真的好看
吹爆
河西走廊
全体起立
 电视。
电视上。
无影之下的片段吗
历史课上老师给我们看过视频
看起来特别好
强烈建议凌晨观看，拥有不一样的体验doge
借你吉言
借你吉言
爱死地球脉动
排面
这部真的太优秀了！
无影灯下太优秀了！
借您吉言
这个好看
bgm底特律吗
下次一定
此处BGM-《金风玉露》 天涯明月刀ol
nb！
手术两百年力推！
已开始下载
这个超好看!
下饭
不是   这不是欺负人嘛   讲历史记录   我们怕过谁
说明中医还是要比西医有用
人类消失以后嘞？
借你吉言
陈师傅忙碌了两个小时，开始制作宴皮……
舌尖很多错误，还是不够严谨
也是我生日啊
借你吉言
up主好用心
在分男女之前她们都是同一个文人阶层的
宋朝没毛病吧
jnjy
借你吉言
前面的，凌晨看这个，会不会馋死
人类星球也好看
借你吉言
你币有了
借你吉言啊   
借你吉言了
借你吉
借你吉言
bgm爱了爱了
看到名字就饿了。。。
最好的食材往往只需要最简单的做法
看了好几遍依然觉得好看
我爱
这是真的
无影灯下！！！
红字，那是改变世界观
后面垮是因为陈晓卿拍别的去了
就数千颗扯淡吧
嗨
看过好像
三胯的一批
河西走廊
借你吉言啦
？哈哈哈
底特律好评
天刀bgm
Top1应该是行星
厉害了
张口闭口营销号的能消停点吗？你见过质量那么好的营销号？
你见过那么用心的营销号？别在这里玩梗
地球脉动也有这样的镜头
只有中国菜有真正的历史
爱了
神作
搜不到的可以，网易云搜大漠孤烟
Bgm:大漠孤烟……网易云可以搜到
弹幕里有些同学，咱们读一读历史，了解一下在发言好吗，不是你自己觉得这个人是什么样就是什么样
你放个日本的曲子来配大唐，也太不搭了吧
说的是恒星，太阳那个级别的，地球这样的至少行星
西部！！！
借你吉言
爱了爱了
收藏 全看
bgm好听
排面排面
吹爆看了起码不下五次了
借你吉言
66
没看过
行星，好美历史那些事，服了
李清照是大家闺秀 能别篡改历史吗？
纪录片狂魔
借你吉言
这个真的可
CCTV9                                                                 
谢谢推荐，up主辛苦
名至实归
BGM:金风玉露（天涯明月刀里的音乐）
你们都是在哪看的
天刀的花灯节
点赞了哦
三连收藏 一部部看过去
BGM是？？
砖言搜不到？
超级好看的
假的 李清照没说过
借您吉言
懂 的东西多了 不就改变世界观了
bgm震撼
这个超级精彩
为什么是笑话啊
tk U up
推荐这个地球脉动
古代女人不会怼男人，但是李清照会
打错了，打成夺冠
这个很好看
80岁了
我生日
借你吉言
我要死了
借你吉言
BGM是什么
超爱超爱
bgm是底特律：变人的主题曲
西部世界
借你吉言
借你吉言！！！
借你吉言
西部世界？
西部世界
中西医各有所长罢了
西部世界。
吹爆!
没有中医你长辈都没了，没看到有人黑西医，却看到一群中医黑白眼狼
杂交还行？
这个是真的好
环球同此凉热也很好
强推大明宫！！！
盲猜河西走廊
这个我看过
这个才第五？
借你吉言借你吉言
这BGM
数千颗？是不是少了
好看
看过这部纪录片，其中有个片段让我难以相信，就是说还有一个原因五娘娘要赶快搬去大明宫是因为他在原本的宫殿中杀了很多贵妃。
下次一定
看过
看过
蓝色星球无数刷了
bgm好听
伟大的西医
忘记标题
银河系只有数千颗恒星?少了一点吧
第一会是中国通史吗？
toa pu五
我生日前一天hhhh
在我硬盘里10年了
时代精神系列有吗
啊啊啊啊啊啊啊我吹爆这个纪录片
时代精神系列强烈推荐
理所当然
J.T. Peterson - A Forgotten Dynasty [Epic Music - Powerful Beautiful Orchestral]
J.T. Peterson - A Forgotten Dynasty [Epic Music - Powerful Beautiful Orchestral]
J.T. Peterson - A Forgotten Dynas
如懿传零集
这个月不行吗？
看完了
这不无影灯下吗
。
据说喜欢看纪录片的人品味都很好
牛壁
看过
滴滴
借你吉言
我呸
这个超好看
华佗:？
日常下饭
我觉得一般般
这个一般
众所周知，李清照痴迷麻将
西部世界
华佗哪去了
河西走廊最爱了
这个我吹爆
7月24是我生日！！
我现在就在大明宫遗址公园溜达
我Jio得李清照说的没错
借你吉言
这个看过 很好看
天地玄黄 和轮回呢 
这个很下饭
已三连！
一个都没看过的我……
排面
那是外国历史了
伟大的卫国战争不配拥有排面乎?
西部世界开篇曲？
东坡鱼东坡豆腐东坡肉
东坡酥东坡肘子东坡粥
优秀哟
中医不只是传统的 现代中医也是很牛的
这个视频质量好高
舌尖上的足疗
si高一
借您吉言
天涯明月刀中秋节BGM
排面
这个一般
这个真的吹爆
猴子带着面具呢
大明宫看了不下六遍，真的完美
BGM真是天籁
李清照不会骂人的 谢谢
神作
文人相轻
啊啊啊啊啊啊啊啊啊 吹爆
借你吉言
盲猜海豚湾
为河西走廊发弹幕
河西走廊，帅！！！
借你吉言
是无灯影下的片头
看过了。
排面
风味人间也好看噢
"又是你,维特鲁威人!!!"
舌尖爱好者表示 同个导演的 风味人间也超棒的
地球脉动
借你吉言
嘴炮李清照？
有没有星球
字幕错了，，
套破2
最爱的纪录片了呢
陈晓卿走了 认准陈晓卿
我最爱的纪录片
bgm是底特律!
河西走廊我来啦
糟糕历史真的绝
                                    卧槽nb
两季都超好看
观察者效应
这个真的很好看
非常有味道，演员演技也很棒
妙
bgm是啥啊
白嫖失败
看了好几遍
全体起立
超爱这个
中医算是安慰剂也可以啊，全世界第一
没事里有温情，主要是温度
这个必须点赞
你币币有了
不是历史那（na）些事吗
文人都是看不起同行
日本盗版货
人间世，最喜欢的纪录片之一
BBC，假新闻。
←笑了，有好几个朝代风气比现在还开放呢
强推
那些拼命买中医药方专利的外资需要更多你们这样黑中医的傻子
帝血弑天
配乐也赞！！！
马克
官方转发了
好巧我收藏过这歌
一是。。。
这个老好看了！
挺老的了
借你吉言
最爱了
为了看蓝色星球，冲了俩月的腾讯会员
见封进！给我易安姐姐打call
超爱这部
吹爆第一季
嗯？
画画少素材，谢谢up的推荐给我开拓思路～
李清照在丈夫亡前亡后不一样好吗  多学学历史不会让你死的
bgm西部世界
都是近亲结婚，14岁生子客观因素别赖中医好吗？中医不是神学ok
排面
都说了星际不能免费，人家标题是改变世界观
晚上专用
bbc的文明呢
文明 也超好看！
还有风味人间
还有 七个世界 一个星球
中国古代朝代很多，几千年，有的比现在还开放
金风玉露!bgm
辛弃疾～苏东坡～
爱了
李清照是美女吗
河西走廊刚看完
吹爆河西走廊和里面的bgm！！！
超级好看
铁定河西走廊啊
悬泉置啬夫
战歌起，大佬来
河西走廊真的太太太太太棒了！！！
bbc海洋也不错
没有蓝色星球吗
借你吉言
mark住 挨个看
无影灯下就是手术两百年
借你吉言
借你吉言
借你吉言
11岁，五年级小学生，七月23日放暑假中期，应该在老家爷爷奶奶身边，还有小表妹会回来住一两个星期，很羡慕那时候的我
借你吉言
bgm环形物语！！！！！
2010年我好像14岁 还在上小学六年级 可能毕业了 记不清
盲猜河西走廊
进我收藏吃灰去
借你吉言
这
呃
这个
666
确实好看
不是生产力的进步
人家是文人阶级，性别我猜对她影响不打吧
Bgm金风玉露
BGM：大奥
借您吉言
我生日
借您吉言
为啥没有大国崛起
这个太困了
第三季呀
浮生一日！！！
河西走廊的bgm超级赞啊 给纪录片加了很多分
这个我超喜欢的
我想到了大明湖湖明大
古代女人怎么可能怼男人真的是把我笑到了，一句话就把古代男女个性全都给定义完了？多看看书我求你不要丢人现眼
我看过我看过，以前在点播电视上随便找到的
沙丁鱼
记录世界
66666
河西走廊太好看
吹爆河西走廊
bgm是什么
吹爆
前面的等等我，我也是为了在腾讯看纪录片冲会员
大中国排面！
超喜欢这个
无影灯下
好
Deloris本体下线，受不了啊……
夺冠？
我的生日。。。。
光明区区长
吹爆这部
没有鸟瞰地球，也没有航拍中国
724我生日
那时候的日本曲子和唐朝有十分紧密的联系
手术两百年好看
西部世界
地球脉动！！
人间世12
！！！
请注意弹幕礼仪
改变世界观到你这改变世界了?
这个真的超级超级好看！推荐！！！
生门？
这个超好看！
太阳系不是银河系，前面的
高中生物老师给我们放过！！
我家的下饭视频
猴子是带了面具
这个确实好看
借你吉言
什么BGM
这个BGM好像西部世界里的
河西走廊，地球脉动是真的好看
熟悉的音乐响起
牛比
后面几期不行
借你吉言
西部世界的开题曲
比如下个月我上学了？
超好看o(^o^)o
我的天起一身鸡皮疙瘩
sky star
只是第一季好看
霍去病！
借你吉言
斯国一
借你吉言
西部世界！！！
西部世界？
bgm：《底特律：成为人类》的Opening Theme
西部世界bgm
western world
超喜欢
嘤嘤嘤
我的最爱！！
强推！！！！！！！！宝藏！！！！！！
不要挡字幕
喜欢这一期的BGM和推荐
为什么顺序都是错的？
为什么喷苏轼不够？上下几千年李清照有几个
排面！这部我之前看了五遍以上！！！！
后面换人了
下次一定
世界上最不安的人
大明宫 可惜我看一半要会员了
BGM起
一步一步刷
借你吉言
哈哈哈哈哈哈哈哈哈哈哈哈哈这个我看了好多遍
这个画面绝了
4000多小时内存都炸了，怎么剪辑啊
666
嗷嗷嗷嗷嗷
排面
补上三连
真香啊
这个月吧
BBC的纪录片还是有实力的
西部世界的！！bgm！好搭
吹爆地球脉动好嘛
这个b站有
bgm在手术两百年有
这个好看，记录频道有放
吹爆。河西走廊太好看了
我看完了还充了会员
河西走廊吹爆
这个也很好看
嘎嘎嘎
我的第一部纪录片！！
祖安大佬
马克一下
哇哦
接着马克
好酷哦
西部世界？
我生日诶
忙碌了一天的陈师傅决定泡康师傅面
借你吉言
这个好看！
易安大人！
借你吉言
借你吉言
来了！
前方高能
我生日啊
看过，神片！
下饭
地球脉动第二季豆瓣唯一9.9
这个贼好看
起立
这个做的特别好
李清照姐姐我爱你!!!!!
全体起立
对，这个好看
罗杰出品 必属精品呐
告诉大家一个秘密 点住赞按钮3秒不松手 有特效
前方高能
特意充了大会员看纪录片
超级好看的
这个太残忍了 大家不要看哦
你币有了
这一段真好听 听了一亿遍
bgm好评啊 如懿传的
这个拍的有缺点，科普不够硬核
666666
排面排面
666
盲猜人生七年
全体起立
借你吉言
河西真的好看
九天阖闾开宫殿，万国衣冠拜冕旒
李清照怎么就不可能说苏轼了？前边的
西部世界
说不够格的你们怕是石乐志，当时的大家都被她喷过好吧。
看过两部
西部世界
我看过竟然
这个老师给我们放过
我看完了
哈哈哈这个好
看过
这个我吹爆啊啊啊啊啊啊
配音不好
借你吉言
我李亨不配拥有姓名？？
这个我先赞一波
BGM不是焚身以火吗
我点两下
海豚湾！！！！！
李清照的表妹夫是那个谁来的。。
姬神
你币有了 bgm好听
bgm哪里听？？
变人
李清照是男的好吧
大明宫真的帅
李清照是女的？？我学校学的是错的吗？
看了一半，还没看完……
BGM。金风玉露
老广的味道也很好看呀！
排面！
看过！还让侄子也喜欢上这个！
排面
吃货的力量
三连了 宝藏视频
来根易安？
西部世界赞
那个点赞三秒的！！！
这个好看！！偶然点进去，再也出不来
哇
这个真的是绝了
来了，河西走廊
医学生报道，老师假期喊我们看的这个
BBC出品，真的不错
西部世界bm
这个真的好看，看完觉得医学发展的神奇
数千个？？？？？？？？
借你吉言
西部世界战歌
我白嫖
蓝色星球
特别棒！！！
这个好看！
第一季可以，后面不行
借你吉言
见照进
借你吉言
牛
66
bgm：大奥 御殿
浮生日记？
下饭的很
o(*￣︶￣*)o
前面是真的好看‘’
你不把风味人间放眼里？
地球的主宰是菌类
河西走廊超级好看呀~
借你吉言借你吉言
太阳系良民，大大滴呦
偶然点进去 再也出不来了 好评
李清照 李商隐
第一航拍中国还是河西走廊？
明湖岸边有ha ma
古代一般女人的确不会去怼男人，但易安居士不一般
推荐狂野中国，这个也好看
应该有大国工匠
借你吉言
这个好
李怼怼
无影灯下
借您吉言
Bgm-Detroit become human opening theme
借你吉言
DJ 哦
现在人们的平均财产在上万而我却不到平均水平
借你吉言借你吉言
怎么没有《神秘的西夏》
人与自然
神秘的西夏 推荐
无影灯下
恒星，太阳才是恒星，地球是行星。恒星数量远远少于行星
还不如看人间世，更真实震撼
看过
这能叫纪录片？
这个我看过，推荐
等价交换。
ohhhhhhhhhhhhhhh
对，这个非常震撼
生物老师带我们看过
这部真的超级赞
脉。。。。动脉动?
无影灯下太棒了
借你吉言
我爱宇宙
借你吉言
来根易安
西部世界
Bgm  大奥
超喜欢舌尖上的中国，超喜欢ヾ(^▽^*)))
地球脉动    人类星球
这个我吹暴
借你吉言
之前给免费我不珍惜现在要会员我高攀不起
这部央视在播
风味人间比后面的几期更有味道
蓝色星球不错
因为人类有智慧
浮生一日
借你吉言
这个美爆！
这个好看
bbc神作
赞赞赞赞
超喜欢地球脉动
吃货东坡
好看
借您吉言
这个好看！！！
这个正在看，制作精良
航拍中国必须有一席之地
地球脉动是我心中的自然类纪录片TOP1！！
前面的，第三极也超好看
李工，沮渠蒙逊
借你吉言
借你吉言
现在叫《无影灯下》，强推！！！
一听到舌尖上的中国口水就涌出来了...
是 植物之歌 吧？
看完了！
好了吃灰吧
好康！
看过，很好
借你吉言
盲猜行星地球
7月24日是我生日！！！！
借你吉言
最爱
这个好看
这个我看过
妖言惑众
借你吉言
嗷嗷嗷历史那些事
王朝
爵士一定要多多出啊
借你吉言
|、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、
一代赌王李清照
你币有了
生日
hunt吹爆
好像基本都看过
这个超爱
强推！！！！！易安大人！
借你吉言
借你吉言
西部世界
吹爆地球脉动
天刀！！！！
配乐牛
河西走廊厉害
西部世界战歌起
这个BGM
请问我世界观怎么变了？
英语口语。。
熬了一晚上看完的
大赞op
厉害
好厉害呀，收藏比赞还多
强推how the universe works 9集
好了，收藏夹里吃灰去吧
河西走廊牛逼！
！
吹爆河西走廊！当时看就觉得很震撼！
世博会期间诶
海豚湾
西部世界！
这个最牛的不单每一帧都能用来做壁纸，更厉害的是颠覆了认知，解刨了世界
银河系有数千亿颗恒星  亿漏掉了哥
借你吉言
味道也不错
求bgm叫啥
民国遗韵在台湾
舌尖上的中国我真的看了好多变都不腻啊
bbc 我只拍9.9分的
哪一部？历史眼？
bgm 金风玉露
这个纪录片的配乐简直了，太好听了
收藏了
ps：“行星”腾讯视频可以看，普通话版的！！真的很值得康康！！！
这个看过
这个真的好看
我为什么要在半夜看到这个视频
我为什么要在半夜看到这个视频？
这部纪录片全集我收藏了，每一幅画面都能作为壁纸，非常精美。
必须三连
借你吉言
排面
看过啊
哈哈哈
西部世界BGM
西部世界！！！！？！！！！！！
因为正版还是在中国
西部世界bgm?
吹爆，地理老师有时间就放给我们看
天刀
河西走廊真的好
本草中国
又一个收藏比赞多的，我先收藏了，真香
bbc牛壁
也推荐个:海豚湾
前面的不要刻板印象好吗，不是所有古代女人都唯唯诺诺一个样子的
想知道在哪看这些纪录片
河西走廊看了两集
河西走廊真的好！
河西走廊！！
隐秘世界  也很不错
吹爆《河西走廊》，我心中最好的纪录片
夺冠？什么鬼
排面
河西走廊 大明宫超级赞
海豚湾呢？
怎么可能会喜欢，你想想他们的词风不一样的劲，苏轼不是正规的词，有诗的风骨在里面
真的厉害！！！
海豚湾？
66
看过
爱了
看过
第一季最好，后面的不行
这个强推，好看
在下东坡，是个吃货
借你吉言
雅尼配乐
地球脉动没有我倒立洗头啊啊啊
借你吉言
这个看完了
这个好看
里面有朱一龙
前两季好看
吹爆这个
粉了
借你吉言
2就拉胯了
来了，排面，冲
《海豚湾》
终于有一个全看完的了
收藏收藏
死亡率百分之三百的手术
实至名归
收藏比赞多系列
国考上岸！
有河西走廊吗
！！排面！！
啊啊啊啊
高中班主任放过
借你吉言
这个真的好看
盲猜海豚湾
天地玄黄
吹爆
我在电视上看过！！！
我在电视上看过！！！
西部世界
看过第一季
这个超搞笑的哈哈哈哈哈哈哈哈哈哈
强推！！！
喜欢人与自然
如梦令
圆明园有呀 小学的时候老师还放过
借你吉言
刘琮配的，大大的推荐
老师放过，一些镜头把我吓到了
才数千个？？
我看见了豹豹！要豹豹！
蓝色星球我吹爆 居然没有？
听到这里，起了鸡皮疙瘩
爱死这部
无聊就看一遍的下饭佳作
借你吉言
我看的第一个纪录片啊啊啊
BGM好听哦。。
哦豁！！！！
切尔诺贝利
我大中国排面！！
数千颗恒星？？是4000亿颗恒星啊！
这个是西部世界
借你吉言
看见台湾！
妙啊
借您吉言
借你吉言
真的
人生一串
排面啊
呵呵他写的好
音乐一响我就饿了
你为苏轼说话没毛病，但你喷李清照够格吗
河西走廊大明宫都看过
难道不是相对和平吗
啊啊啊  河西走廊
看过了没那么惊艳啊这
底特律变人的开头！！顶我上去！！！
西部世界啊
忙了一天的陈师傅，决定和康师傅一起泡面
别被up误导了！！！！数千个？？？？
河西走廊，强烈推荐
太阳系只有太阳一颗恒星，谢谢
老营销号了
王朝也可以
这个排名·····
可以理解，因为很多，每个人都有自己的排名
这个我看过，真的超级好看！
宇宙到底有没有边
啊啊啊啊啊啊啊我看过强推宝藏！！！！！
吹爆地球脉动
？？？？？？？？
看过
woc
！！！！！！！！！！！！！
我就在西安明宫旁边住
！！！！！！！！！！
众所周知苏东坡是个厉害的——————————吃货！！！
不是应该上班上班上班吗？
这个bgm犯规了
这个这个
啊啊啊啊啊吹爆地球脉动！！！
为历史那些事打call
何运晨
牛比
看探索里面讲，大明宫内有个避暑的地方，建在河里，都是大蟒皮
借你吉言
女的啊
吹
来了来了来了来了来了来了来了来了
66666666
12
午餐必看
借你吉言
真的只有30岁，一半的初生儿活不过一年
排面给起来
借你吉言
地理中国值得拥有名字
中医很早就有手术了
宇宙沙盒2？
BGM篆音，网易云没有版权改成大漠孤烟
底特律变人
承你吉言
这时我就要推一波神秘的西夏，太好了
开的会员就为了看地球脉动
好
河西走廊 必须要有名字
锤爆
河西走廊必须有
金风玉露啊
国产医疗科普，强烈推荐
风味人间
现在叫风味人间
这个很下饭
雅尼
我居然看过
这里背景乐是美剧西部世界片头曲
来了来了
太好看了
排面排面
。
66
AKA东坡
前来见证
top1
啊
也还好
玉玉爱你
good
没我
BGM都换了 呵呵呵呵
BGM好听
借你吉言
这个BGM是大澳？
借你吉言
排面排面
超喜欢植物的！
强推河西走廊
借你吉言
喋血长平打个分吧
世界上最不安的人，是最震撼的纪录片
吹爆bgm天涯！！
B站有
西部世界
这个看过
蓝色星球2也绝对值得一看
蓝色星球绝对值得一看啊 拍的太美了
前面生日别走，我也是
借你吉言
吹爆河西走廊
吉言
强
排面
这个第一当之无愧！
陈晓卿牛逼
这BGM太吵了
左下角，TOP5夺冠？
借你吉言
超级好看 啊啊啊
舌尖上的中国前面的确很好看，后面有点不精致了
航拍中国请求出战
去我的收藏夹里吃灰去吧
地球脉动当之无愧
好看，河西走廊
这个牛逼
忙碌了一天的陈师傅决定泡康师傅面
生门！！强推，爆泪
借你吉言
营销号警告
吹爆河西走廊
河西走廊看着都起鸡皮疙瘩
大明宫啊啊啊啊啊啊啊啊
借你吉言
深海恐惧症的我差点把手机掉在脸上，落下来画面放大的那瞬间差点去世
白朴。白嫖。
！！！！！！！！！！
一切都是虚妄。
都是虚妄。
讲真研究唐朝历史好啊真缺不了日本，他们把不少从唐朝借鉴来的东西都保持的很好，像建筑服饰还有音乐，很多在中国已经见不到了
没有奇迹系列那么硬核，知识有点浅
无影灯下
无影灯下
美术老师一学期给我们放完了！
李清照真的是怼王，对古代文人感兴趣可以看看中国文学史
觉得这本太枯燥的话推荐叶嘉莹先生出的书
借您吉言
借你吉言
卧槽bgm要命！
审判（滑稽）
排面
饿了(⊙o⊙)…
风味人间也不错
star sky
莫？我生日？？
西部世界
这个真的好看，b站现在有
李清照后期比较惨，心疼
西部世界
借你吉言
天涯明月刀！！！！！！
BGM-金风玉露《天涯明月刀》
排面
可！！！！B站就，我看了一半了
bgm是不是底特律里的?
手风琴大师
河西走廊
大国重器
冰冻星球
++++
你币有了
蓝色星球
西部世界
我柳永就喜欢青楼女子
河西走廊呢
古人确实寿命短些，但平均三十也不至于
怎么没弹幕
怎么没有弹幕
谢谢谢谢！
借你吉言
蓝色星球呢？？？？
‘’、、、、、、、、、、、、、、、、、、、、、87tttttttttttttttttttttttttttttttttttttttttttmn、
这个我看过片
数千颗？
闻人丰富
借你吉言
西部世界
借你吉言
排面
看到第三集睡着了
bgm：游戏《底特律变人》音乐
沸腾吧火锅
吹爆沸腾吧火锅
加油
去我的收藏里吃灰吧
西部世界
专 业 团 队
我喜欢
西部世界
啊啊啊喜欢一视角看历史的
数千颗？再见～
地球ol的梗好像就来自这里
绝对的巅峰
不是营销号
好看的
排面
吹爆
鸡皮疙瘩出来了
发现大部分都看过
大部分都看过
李清照写的书里面真的讲过
排面
排面
