43秒！
为中华之崛起而读书
热的
为中华之崛起而读书
罗老师更新好快
热乎的
防止成为张三
还没有弹幕0.0
来了
皇帝：何不食肉糜
来了！
厚  大  哲  学
因为钱
为了赚钱啊，为了装逼啊
承包空屏
火钳刘明
还需要看罗老师的视频吗？
小黄书
战术变音
现在好多了
热乎的
是的
热乎的
为了不当张三
东西
yeah
4494辣
读书只是为了爽
老师好
地中海若隐若现
罗老师手一直在动，好像摁住
没有弹幕啊
好好毒树
同学们成功主义越等于鸡汤吗
就得不了高分（doge）
来了来了
不能只读书，读死了，要明白在读书中培养自我独立思考逻辑
读书是为了有更多的选择
没毛病啊
偷瞄稿子哈哈哈
躺然地接受
法外狂徒
书中自有千般计
热乎
承包空屏
来了来了
丰富自我
辉煌是谁
战术变声
老师说得很好
7255
学成文武艺，货与帝王家
淦
偷看小抄狗头
所以我买了圆圈正义
你们怎么这么快
鸡汤和成功学从来不看
...内个..小说算不算书。。。
?!
全都是功利读书就不值得提倡了。
老师好
因为要读书
有道理 以后不读课外书了
都没有弹幕啊？
承包
热乎的
真实
辉煌一刻谁都有，别拿一刻当永久（滑稽）
兴趣学？！
看稿子哈哈哈
看不见我
同意
物质是生存的基础，有了钱才能谈陶冶性情，思想
为了娱乐
老师好
泪目
1000弹幕！！
12602.
芳华易逝，正义恒存
老师好
承包空屏
尊重谁，学渣吗？
大师，我悟了
战术假声
桓帝
书中车马多簇簇
厚     大      法       考
成功主义，感动自己
读书是手段，而不是目的
自知者明
承包弹幕
嗯
为了以法律系第一的成绩毕业（doge）
功利心
满分啊
我悟了
说得好！
个人觉得：为了自己能过上自己想过的生活！
读网文小说算不算读书啊？
满分作文
低迷的时候看小说
15381
+
laoluo ?
我悟了
我读小说恩。。。。。
什么是智慧
孙少平觉得很赞
老师好
赞同
心之所向，无问西东
人类的伟大就是勇气的伟大 人类的咱哥就是人类的赞歌
才12分钟就4.2万的播放量
确实，有时候就是这么想的
提高思想觉悟，不想被 阶级限制想象力
读书志在圣贤——《朱子治家格言》
为了学刑法（doge）
大佬牛逼
明白了，课外书是让我们重拾勇气的重要资源
肺腑之言
厚大哲学
张三落泪
东西
人类的赞歌就是勇气的赞歌
为了考试
在座的各位都是东西
厚  大  法  师
前面开学的别走
赚钱
宋朝第三代皇帝
对啊
嗯嗯
厚  大  哲  考
没有经历过失败的人，又怎么会懂得去上进呢？
我读书好像就是有功利性的
这里讲的是一个比例问题吧。井底之蛙自然觉得自己已经看到了全部。
不只是名利还有妹子
热乎的！！！！！
生活
老师好
我也刚下课哎
能不要再刷无关梗了吗，看见这条也不要回复我，大家认真讨论视频内容。。。
因为想变得强大去帮助别人
老师好
大师，我悟了
老师好
为了钱‘’
老师好！
突然赋诗。。。
进度条是怎么回事
说的真好
这个世界缺的不是完美的人
老师好
为中华崛起而读书
受教了
全世界无产者，联合起来！
老师，我悟了
热乎
我读书是为了好多
强者不是没有眼泪，而是可以含着眼泪奔跑
某种程度上说，就是因为被贬着才造就了苏轼文学地坛上如此高的成就
为了生存
为中华之崛起而读书
觉得知识太多了而无所谓而怎么办
重文轻武
命里有时终须有 命里无时莫强求
受教了
为了提升自己，修养性情，完成自己的梦想
内卷依据
好像是我
给我看哭了
罗  老  师  哲  学  小  课  堂
所以现在人很容易患抑郁症
书中自有黄金屋藏娇
嘧啶的魔鬼吧/doge
BLTV
我是君子君子要视金钱如粪土
妙啊
是真的
键盘侠们听到了吗
哇 两万人一起看耶
老师好
受教了
战术微笑
罗老师哲学小课堂
厚 大 法 考
这说的不就是那些骂九年义务教育的民科吗
厚大历史
厚大哲学
老师好
为了知识
开启智慧的大门
老师好
罗老师的视频别无脑刷承包空屏行不行
老师真的是教法律而不是教哲学的？
成功学只能当成手段，不能当成唯一目的
圆圈正义
我悟了 谢谢你罗老师
为了让自己懂的思考
为中华之崛起而读书
作文有素材了
厚   大    法   考
make china great again
想听张三的故事
来了
没有必要啊~
这个真的很重要
老师好
这不很正常吗
读书使我妈快乐
为了有块敲门砖
《人生的智慧》叔本华
因为可以在学校里和同学一起讨论
老师说的好对啊
老师好
我知道我一无所知
我悟了
成功学狂徒张三
毒树
害张三没了
读书是为了认识世界！！！
哭了
半桶水最晃
马云是你么
那他算不算犯法
弹幕相轻
老师好
老师好
老师好
就是为了人上人，才那么焦虑
为了应试
人 上 人
for the lich king
为中华之崛起而读书
就是为了一份好工作罢了
为中华之崛起而读书
因为在书中我们可以穿越时空和坐着对话，感受灵魂的碰撞
为中华之崛起而读书
提词板
老师好
老师好
我是东西
阿弥陀佛，善哉善哉
因为我想知道这个问题，所以需要去读书去了解
我是东西
“躺然”，形容我躺好了你来吧（指生活）
懂了 这就是我自习课看课外书的原因（狗头）
下面蓝字说的对！
"受教了,感谢老师"
也不需要辉煌的成就
...
yygq
下次一定
这个是真的
一语惊醒梦中人
这就去看鬼吹灯
感觉老师有鼻炎
bbtv-12
大小圆定理
战术憋笑
《活着的意义》《悉达多》
为了更好的认知人生 找到自己的目标
热乎的
为了我未来的老婆  学习鸭！！！！！！！
老师好
李
bilibiliTV.12                                
战术嘌眼
热乎
不读书成为张三呢样的人
说的真的好
学成文武艺，货与帝王家
我失业了
我悟了
泪目
快把张山叫出来
哈哈哈哈哈哈哈
为中华之崛起而读书
老师好
因为想多学知识
战术变声
我想成为一个理想主义者
读书为了考好大学
非功利性的读书才是真正的阅读
是的
《杀死一只知更鸟》
谦卑
老师好
讲讲张三的故事
我曾经也是东西
淦
苏格拉底：也许我比别人聪明的地方就在于我能意识到自己的无知
无问西东
为什么没有张三
是的哦
老师好
哈哈哈bbtv哈哈哈
我就没有那么高尚了，我就是为了搞钱、搞钱
战术看稿
看完这个视频我就开始好好学
泪目
罗老师数学考几分呀
我悟了
老师好
前面的失败主义谋士叉出去
老师去《奇葩说》吧一个人
老师好
有时候没办法 读个书都要思考考点会出在哪
混口饭吃 狗头保命
老师好
为了实现自己的梦想，有能力和资本做自己喜欢事情
罗老师我悟了
好！
老师好
时势造英雄
义务教育
老师真的很喜欢无问哎
作文素材get
新鲜的视频
境界高啊
承包全屏
接受命定？罗老师承认命运的存在吗
粉笔灰吸多了有气管炎，这是职业病
战术微笑
老师好
老师好
好玩才是核心要求
大师，我悟了
罗送汤  hhh
老师好
BBTV------------------------------------09.00
老师好
战术性嘴角上扬
我笑死了哈哈哈哈哈
因为长的丑 太真实了
6
明白了这就去看四六级辅导材料
?被冒犯了
希望，是我们这个时代像钻石一样珍贵的东西
BBTV3
勿忘国耻，振兴中华
就是为了不遭遇更多挫折跟苦难才要读书啊
是的
反正都是地狱副本了，为何不打打
真正的勇士敢於直面慘淡的人生
老师好
苏中
知道越不知道
老师好
好像是这样的。。
有学到
好读书，读好书，读书好
哭了，老师你说的这些我刚好都没有
成为罗老师的口才
我悟了
战术看槁
没有读书，连架都不会吵
老师好！
读书使我快乐
BLTV
感谢老师，我明白了
我就发现人类是有限度的，我不做人啦
《情商》
手在说话那个笑死我了
老师好
读书当然是为了张知识
钱
罗老师，你这是在憋笑还是节目效果
我想站在更高的角度去看待问题
老师好
