烫嘴
再来一遍
可惜我没有硬币了
耳机党的双音
泪目
哈哈哈哈
泪目
我很少收藏，真的很少
绝活
亿万填词
立意是真的深
牛批
投币了
牛逼
致郁
转音牛逼
三连
绝了
头皮发麻
二重唱好评
就是说那个医生啊
泪目
张三竟是我自己
下楼领快递被造谣
泪目
6666
神作
泪目
呜呜呜呜呜呜呜呜
泪目
太牛了！
卡卡西
再来一遍，真的触动心底
个人
乌鸦
可恨之人必有可悯之处
镇站之宝！
泪目
2、把李四推下楼的原因
《可 怜 的 李 四》
氧化钙
硬气
三连
罗老师牌面
《药》里的乌鸦么？
建议1.5倍速
乌鸦是我们每个人
哭了
这句好绝
这是个倒叙
牛
牛笔
66666
！！！！！
泪目
口吐芬芳
泪目
？？？？？
牛逼！
乌鸦竟是我自己。
泪目
《乌合之众》
最怕鬼畜中心升华
投了投了
还有转音，666
多重立意，爱了爱了
极具画面感，厉害了
老树开新花
泪目
泪目
《烟花声》
就怕鬼畜动真情
投币了
《可爱的羔羊》
泪目
震精
缅怀过去
泪目
冲冲冲冲榜首
6666
这词牛皮啊
懂了
阿 门
啊想起了那个拿快递的女生
泪目
泪目了
纪念下来小破站第一次三连
泪目
原来是倒序
麻了，突然
泪目
魔法
太厉害了
rap牛皮
我愿称之为绝活
这个巨龙是新冠肺炎
6666666
你在教张三做事？
泪目
泪目
NB
这次一定
头皮发麻
现在这么多人类目 到时候施暴的时候会这样吗
老子可是张三，我怕你
每刷一次，都发现宝藏！！！​每刷一次，都发现宝藏！！！​
每刷一次，都发现宝藏！！！​
牛逼
感觉这是lwl
泪目
这一段第二遍才看懂
卧槽 才看明白
最后亿次
高技术力
年轻人就要多上b站
谢谢UP住
分叙666
泪目
震惊体
流批流批
张三——
法外狂徒张三
泪目
再来亿遍
泪目
哈哈哈哈哈哈哈哈哈哈
人民万岁
这个真的厉害至极啊
泪目
张三已经死了，人们才来纪念他斗恶龙
视频太好了
苟晶、校服、春秋两不沾、李星星、清华定姐，这之后我再不急着站队
厉害厉害
泪目
泪目
泪目
泪目
如果不是字幕菌尽量少发底部弹幕啊
太强了
法外狂徒张三
泪目
爷青回
哇塞哇塞
泪目
开头见
巨龙做了什么。。。
我是乌鸦
66666
牛逼
我为什么哭了啊
诙谐话语道出的却是最沉重的内核
他还是个孩子啊！
提前泪目
妙啊
张三竟是我自己
泪目
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
泪目了
破防了
鬼畜慢慢变得有了意义
人人皆张三、
开口跪
操纵着热度舆论让你对社会失去信心
小时候怕鬼，因为鬼狰狞恐怖，长大后怕人，因为人衣冠楚楚
法外狂徒张三成神之路
误杀
乌鸦竟是我自己
这个作品很惊艳三连你有了
其实他已经违法
是乌鸦操纵的么，本来就是乌鸦吧
魑魅魍魉就是你我他
突然深刻
鸡皮疙瘩起来了
类目
你币有了
罗老师.........
三连了！
宝藏
《忘记》
泪目
5G  3k/s
好词
很强的构思
SKT牛逼！
沉默的羔羊
这填词也太强了！
被洗脑的后果
泪目
投币超过点赞
泪目
乌鸦竟是我 自 己
别让乌鸦操纵你的灵魂
泪目
一场大雨突如其来把这个世界冲刷
不火天理难容‘
泪目
建议看评论后二刷
逐渐深沉
再来一遍!
太震撼了啊啊啊啊
666
张三惊是我自己
刷lbwnb的举报了
ggggg
泪目
投票
投票吧
我要这币有何用~
揭示真相
无畏冲锋
好活，当赏
发个友善的弹幕见证当下
妙啊
第二遍 笑了
rap牛皮
厉害！！！！
就是你了
开头笑，希望听到最后你能哭
小丑竟在我身边
泪目
兄弟我三连了
人人都可能是张三
太强了太强了
泪目
人类的伟大就是勇气的伟大
好诡异
我不要当乌鸦
泪目
居然是倒叙
泪目
童 话
死了不许说 要推迟几个小时缓和民众情绪
镇站之宝
真的震撼到我了
666
再来亿遍
谢谢UP
别让乌鸦操纵你的灵魂别让乌鸦操纵你的灵魂别让乌鸦操纵你的灵魂别让乌鸦操纵你的灵魂别让乌鸦操纵你的灵魂别让乌鸦操纵你的灵魂别让乌鸦操纵你的灵魂别让乌鸦操纵你的灵魂别让乌鸦操纵你的灵魂别让乌鸦操纵你的灵魂
哭了T﹏T
鸡皮疙瘩
突然发觉到自己曾经也做过乌鸦……
李四不是摔死了吗
推下去不用判么
啊啊啊啊啊啊啊啊
对不起，l am Zangsan 对了最后问一遍棺材要滑盖的还是翻盖的？
希望之花
开口跪
“命题作文”四个字也太绝了！！！
这句厉害了，造谣抹黑再反转，挑起两个无关的群体互相攻击
好家伙
我什么也不是
好活
泪目
百万填词
牛逼牛逼牛逼牛逼牛逼
"MD,你币又了！"
好猛啊
建议重头再看一遍
流批
童话镇啊。。。是莫名的回忆呢
啊这...神仙打架啊（黄绿合战）
他们再也骗不了我了！
好可怜！！！
法外狂徒张三
泪目
我要打团，放我瞎子进去
薛定谔的张三
hhh
泪目
张三版
这是真实事件改编的吗
文亮
巨龙还没被打败吧
这TM不是说的就是新guan吗
你币有了
来了
666
新冠。。
谁要是能不看字幕就能听懂的那真是大佬
建议复习鲁迅的《药》
禁忌二重唱
隐匿的张三
牛逼
倒叙
泪目
真....
泪目
小丑竟是我自己
泪目
堂吉诃德
泪目
真的流弊
童话
双厨狂喜
乌鸦让我想到一打几乌鸦让我想到一打几乌鸦让我想到一打几乌鸦让我想到一打几乌鸦让我想到一打几乌鸦让我想到一打几乌鸦让我想到一打几乌鸦让我想到一打几乌鸦让我想到一打几
泪目。勇士！！！！！！！！！！！
这就是罗老师 说的勇敢！！！！！！！！
春天在哪里呀，春天在哪里，春天在那小朋友的眼睛里
好词
调音牛逼
天哪前阵子的事
满分作文
泪目
自己也当过乌鸦，太惭愧了
牛逼
深深叹气
一场大雨突如其来把这个世界冲刷
很有深度
乌鸦竟是我自己
泪目
泪目了
之宝
张三竟是我自己！！
别让乌鸦操纵你的灵魂
好
辣个女人
真的泪目了
乌鸦竟是自己
一个是跑去网吧的张三 他是为了打最后一把比赛赢了就能打职业
赏
泪目
扪心自问，自己被乌鸦操纵过没
泪目
哈哈这个好听
牛
哈哈哈
还有转音
谁都是张三
这词太绝了
提前点赞
泪目
不要随便发表自己的意见，要认清背后的真相
NB
投票投票
泪目
这次一定
人人都是乌鸦
好厉害的填词
别让乌鸦操纵了你的灵魂
“从前有个人叫张三”开始是第三个张三
张三在身边  人人又都是张三
真的有巨龙啊！
张三：不要怀念我，也不要我回来，我走了，你们都是我
这两年在bi站看过最走心的视频之一了  上次还是派大星的那句快乐是何时消失的呢？  乌鸦是谁？  张三又是谁？
泪目
二刷
三连了
年度最佳主演：张三！
泪目
666
眼泪不要钱
这个“可爱的羔羊”眼睛是红色，预示恶魔
别让乌鸦操纵你的灵魂
这是血雨啊！
此届最强
泪目
哭了，致敬
愿你走出半生，归来仍是少年
1.25起飞
泪目
不投张三了谢谢
羔羊是人们眼中的被害者或者说是弱者
深思
互 联 网 没 有 记 忆
杀死那个石家庄张三
医院的考勤表
再来十遍
哭了
别老想着我回来，要想着成为我
李四：我爸叫李刚
戴着皇冠的巨龙
看了好几遍才看明白啊，起鸡皮疙瘩了。
泪目泪目泪目泪目泪目泪目泪目泪目泪目
再来一次
币比赞多系列
泪目
文亮先生走好
强！
究竟谁才是张三....
多么有正义感  听得我内心澎湃
人类的伟大就是勇气的伟大
最怕鬼畜动了情
所以。此时的乌鸦，指的不就是。。。
倒序绝了
泪目
牛逼
乌鸦竟是自己
再来一遍
我竟然觉得有些害怕
头皮发麻 好沉重
每个人的头上都长出了魔鬼的角
双重叙事线啊
恶之花
全是键盘侠
蝙蝠翅膀的巨龙
这是我最烦的一句话
别骂了别骂了
张三竟是我自己
别让乌鸦操纵你的灵魂
所有张三都是人啊
谣言镇
泪目
注意这里！这里是拿上盾牌说明张三知道自己打不过龙
不懂
可怜的张三
觉得拉胯的你的理解能力太低下了！！
只有睿智的河水知道
曾经屠龙的少年。会不会有一天也变成巨龙
封神了
原来我是张三
黄绿每次都是神仙打架
雨是代表真相吧
神作神作神作神作神作神作
凌晨4点2千多张三同时看？
神作建议多看几遍，第一遍很难都理解
神作建议多看几遍，第一遍很难都理解，有生之年系列
神作建议多看几遍，第一遍很难都理解，有生之年系列
擦擦眼泪开头见
擦擦眼泪开头见
擦擦眼泪开头见
这是《唐吉可德》的骑士精神，人们嘲讽他的无知，却没有人有他的那屠龙的勇气。
嗯，什么什么什么
审判降临
谢谢 辛苦了
针不戳
乌鸦竟是我自己
牛啊
大雨过后，魔鬼受到洗礼，头上棱角没了
‘可怜的张三’
别让乌鸦操纵你的灵魂
唉
23333333
乌 鸦 审 判
泪目
牛批！！！！
我竟是乌鸦！
、
百万填词
突然有泪点了
谁是羔羊
文亮先生走好！
弹幕那些说我是张三的，其实你就是那个乌鸦。
可以说每个人都是张三，每个人也是乌鸦
分割线，这里是另外一个故事了
这里的春天只出现在小朋友的眼睛里，乌鸦的眼中是没有春天的
请收下我的膝盖
很多事情只看表象是看不来的。。在这一面，可能他是错的，又在另一面，可能是‘受害者’的错。。媒体只会‘曝光’其中一个人，只是张三不幸被选中。。
分割线，这里是第三件事，巨龙喻指新冠病毒
爱
我就是乌鸦
泪目
别让乌鸦操纵了你的灵魂
不错
人类的赞歌就是勇气的赞歌
乌鸦竟是我自己
填词很有框架的
重新定义可爱
泪目
我懂了，第二遍
互联网是高效的，但也是恐怖的，每个人在行动之前应该反思下自己的看法。
背景音CNM
好活儿
我服了这个歌
此作不封神，天理难容！！！
看懂了是悲剧啊
必须三连
撒旦的形象就是红色瞳孔的公羊
细思极恐
文艺复兴好家伙
可是张三他再也活不过来～
别让乌鸦左右灵魂
别让恶魔得逞
卧槽
乌鸦何为审判者？
泪目
前方高能
泪目
神秘的张三
投币投硬币
真正的英雄主义是认清生活的本质后面依旧热爱生活。
这是别人的笑点
投了 哭了
你币有了
牛啊
法外狂徒张三
这波黄对太强了
学好法律，捍卫他们的利益与尊严！！！
观众姥爷请一定 一定擦亮眼睛！！！
泪目了
我赛
别让乌鸦操纵了你的灵魂
真实
真的哭了
泪目
就是某些人说新冠不存在
为什么!为什么没有币了呜呜呜啊
张三的故事
我靠啊跪了
保护
别让乌鸦操纵你的灵魂
虾仁猪心
泪目
泪目
牛逼
恭喜OG
卧槽，有深度啊
懂了
看来不错
原来我竟是乌鸦
什么都不怕 就怕鬼畜动了情
别让乌鸦操纵你的灵魂
这里的巨龙是新冠
我币没了
张三：下一个就是你们
保持冷静保持善良保持主见
你三连有了
进我收藏夹吃灰吧
c
这个是推李四的张三
这里说的是CNM
注意，乌鸦是失去了目光的，好好想想这个含义
我竟是乌鸦与巨龙
马后炮，每个人都可以是张三，但巨龙来的时候，每个人都是那只乌鸦
要这币有何用
这4分钟好漫长
泪目
绝了
绝对音准
发现身边都是乌鸦，然后大叫，发现自己发出了乌鸦的叫声
泪目
TM的，这就是好人少的原因之一，
R.I.P.
真的泪目，太真实了
突然升华主题
骑士说谎不应该
呜呜 唐吉诃德
别让乌鸦操纵你的灵魂
糟蹋了吧
想要音频
感谢UP主
哈哈哈哈哈哈哈哈
音频出来了，好快啊
张三竟是我自己
有思想的
。。。家里断电，来到网吧，可一切都来不及了
鬼畜既遂
画的和填词太棒了
谎言骑士的故事
乌鸦最讨厌
下次一定
okok
乌鸦竟是我自己
填词可以的
词曲，rap，漫画，都有内容，再来一边
卧槽
匹夫之怒，让你血溅三尺
谣言之花
注意上方歌词
泪目
神作
倒序是吧，懂了
泪目
泪目
火钳刘明
泪目
别让乌鸦操作纵你的灵魂
人类的赞歌就是勇气的赞歌
看到盾牌上的“十”字瞬间泪目
映射自己。
太6了
良言一句三冬暖，恶语伤人六月寒！
 前方高能
一己之力，逆转黄绿！
乌鸦竟是我自己
nb
文艺复兴
有点牛
我觉得这个雨应该是事情的真相 驱散阴霾 淋湿乌鸦
庾澄庆觉得很赞
张三的传说
握着鼠标的手全是汗
三连了
NM每天黄绿对战都给我看哭
这里的张三是斜体，跟前面的张三不是一个人
看的我笑不出来
乌鸦竟是我
哭了
哭了
真的六
这是推李四的原因
寄意寒星荃不察，我以我血荐轩辕
张三已死
三连了三连
镇站之宝！！！
泪目
这一段还有原曲做和声
是两个张三 谢谢
别天神~
好有深度
哇 有震感！
此处应为红色
卧槽，真的太强了
再来亿遍
巨龙就是新冠疫情
禁忌二重唱
啊啊啊啊啊啊～
屠龙少年终成龙
巨龙就是新冠
我们每个人，都是张三，也是乌鸦
张三竟是我自己
这句话说得我头皮发麻
哭了
泪目
泪目
乌鸦是无良媒体
毛骨悚然
想他的第一千二百三十六天
现实
第二遍就已经哭到止不住了
《发个友善的弹幕见证一下》
我币没了
《正直的老板》
张三竟是我自己？
( Ĭ ^ Ĭ )
泪目
暗示转发的都是乌鸦？？？
恶魔在人间
秒啊
妙啊
泪目
牛皮哄哄
我是张三
乌鸦竟是我自己！！！
一场大雨把真相冲唰
神作
这个巨龙头戴皇冠
我管你张三是什么，我陈一发最牛逼
第二遍懂了
？
潘森开大？
泪目
朕要这币有何用
泪目
再来亿遍
这里的花边指的是花边新闻吧，就是每次有大事发生后公关都会用花边新闻来掩盖，并不是把谣言转发
本次黄绿之战的王者
快哭了又笑了
爱了爱了
张学习
乌鸦竟是我们
张三竟是我自己
我竟然在鬼畜区泪目，up太牛了
别让乌鸦操纵你的灵魂
原来我们在不经意间都成为了乌鸦 拒当键盘侠从现在做起
五刷
此处的盾牌表面十字架也说明了象意，一路走好，R.I.P
白嫖失败
他还是个孩子啊
nb
''
谁是张三？人人都是张三。
这段绝了
猝不及防 乌鸦竟是我自己
绝了
人人都是张三
三连了
跟刚才的张三不是一个张三
第一了，牛啊
别让乌鸦操纵你的灵魂
看一遍和看N遍感觉不一样
好好听啊
无良媒体
现在的鬼畜，已经越来越煽情了，已经慢慢进化
张三竟是我自己
我竟然是乌鸦？？？
这音质也太厉害了，b站很少有这种音质能满足我的耳机
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
别让乌鸦操纵你的灵魂
0.
张三竟是我自己
泪目
哭了
是我我也推
】、
神作
太秀了哈哈哈
舆论审判
倒叙666
强啊
第三遍了，我觉得没有更好的童话镇了
太nb了
可爱
在看的刷条弹幕，就8000了
币比赞多
顶上去，让更多的人看到
泪目
弹幕里就有不少乌鸦
莫名有点振聋发聩的感觉
乌鸦总是以为自己是正义的
太厉害了
庆幸我敢说我没中伤过任何人
居然敢招惹法外狂徒张三
我的天
naifal
卧槽，我看懂了
泪目
张三竟在你身边
别让乌鸦操纵你的灵魂
全体起立！！
泪目
直接泪目
好久不码视频了
神奇
小丑竟是我自己
，
你币有了
倒叙阿
别让乌鸦操纵你的灵魂
KPI绩效考核，又称“关键业绩指标”考核法
我想发麻麻了……
传奇人生
此作不封神，有违常理
泪目
卧槽，这段真的绝了
以为是搞笑的，没想到这么深刻
芸芸众生就是我们自己
张三竟在我身边
牛逼
可以可以
别做乌鸦
牛逼
春天在哪里呀，春天在哪里？春天在那小朋友的眼睛里
白嫖失败
吃口肉就好了
别让乌鸦操纵你的灵魂
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
太好听了吧
第三遍
再来亿遍
巨龙就在我面前，乌鸦都在我身边
循环两晚上老
神作
大家都是張三
真的无敌了好吧
太强了太强了
这里的埕是写错了还是有伏笔？
乌鸦就是身边每个人
卧槽
一声叹息。。泪
别让乌鸦操纵你的灵魂
还行吧
键盘侠竟是自己
倒叙牛
致敬
因为家停电所以晚上出门上网
乌鸦竟是我自己
泪目
最怕鬼畜动了情
说我自己
第二遍才看懂
泪目
乌鸦竟是我自己
youshan
没有剑
这币 不要也罢
手机震了
乌鸦竟是我自己
泪目
泪目
神作
别让乌鸦操纵你的灵魂
太强了吧。。。
为什么手机会震动
这段是真的难过
哈哈哈哈翔哥牛逼
卧槽
卧槽
别让乌鸦操纵你的灵魂
全体起立
所以不要随便发表评价！
泪目
在这里up不一定想表达真相的意思
张三之歌
+
第四遍
泪目
张三竟然有点帅
无敌
听成沙雕的人们
hhh
想她了
每日三刷，顾左右而言他
当代鲁迅
好听
你币有了
我悟了！
真理掌握在少数人手里 而大多数人都是这么认为的
三连了
这尼玛是鬼畜？
鸡皮疙瘩
泪目
画得还蛮好看
法外狂徒张三
无畏的姿态
哈哈哈哈哈哈哈哈哈哈哈
镇站之宝
泪目
乌鸦竟是我自己
深层含义，慢慢体会
nb
苦了
别让乌鸦操纵你的灵魂
泪目
半佛老尸
笑着笑着就沉默了
原罪
我愿称你为最强！
听哭了
笑着进来，流着泪出去
哭了
你我皆张三
哪有春天啊
哈哈哈
张三辞职回家就为了照顾女儿，为了让女儿考上好大学不像她一样
百万填词
牛逼啊
不信谣不传谣
泪目
泪目
可以入选镇站之宝了
前两次没哭第三次哭了
看到没回来这句直接哭了
我一定不要当无知的乌鸦  我一定不要当无知的乌鸦  我一定不要当无知的乌鸦
你三连有了
哈哈
我当年零下七度
币给你
小丑竟是我自己
R I P
我去小破站，居然有这种宝贝
卧槽好强
好活当赏
惹谁不好惹张三
每天一遍
屠龙少年还是变成恶龙  深深地悲哀  期待技术的到来
泪目
小丑竟是我自己
乌鸦竟是我自己
别让乌鸦操纵你的灵魂
爱了
牛逼
泪目
泪目
神作
很多石锤都是断章取义比纯粹的谎言更让人可怕
这是鬼畜
白嫖失败
瞬间泪目
卧槽
不要相信谣言
键盘侠..
泪目了
别让乌鸦操纵你的灵魂
他只拿了盾牌
破防了
忍不住想发个弹幕，太绝了
nb，细思极恐
小丑竟然是我自己
泪目
泪目
梦幻联动
可怜的三
可怜的三
好深奥
流泪了
泪目
牛逼
厉害
张三就是我自己
再来一遍
小丑竟是我自己
没这样做过，所以无法理解你们，
人生的意义，就是鼓起勇气，揭露生活中的不公与不义
法外狂徒张三
好厉害
啊Q
真实
别让乌鸦操纵你的灵魂
《可怜》
我币没了
人类的赞歌，就是勇气的赞歌
还有合声
？？？我以为是故事………
我枯了，我是身有感受。
天哪
好有深意
真的。第二遍就看哭了。
高手啊
好活当赏
明天刑法考试，罗老师保佑
泪目
67373upup 
去了就没回来
然而乌鸦的存在也是这世道不至于太坏的原因。
泪目
原来我手机里还有这首歌，居然下载了
听得头皮发麻
《可怜》
王冠，新冠？
还好没有成为乌鸦
人类的赞歌，就是勇气的赞歌
文亮医生
我的天啦。。。
全体起立
镇站之宝
这怎么弄？
别让乌鸦操纵你的灵魂
卧槽，百万填词
泪目
前方大多数人破防
乌鸦
《可怜》
真就是现实的正叙
张三竟是我自己
我想发姐了
想发姐了
《魔法》
泪目
这根本就不是一个级别的战斗，这太强了这个黄
泪目
67373up
太厉害了
流弊
山羊在圣经里是恶魔的代名词
绝逼
在阴霾下说过的话
龙头上有皇冠！暗指新冠！
鸡你太美
张三的赛博朋克2077
再来亿遍
绝了
放哨人
小丑竟是我自己
鬼畜的生华开始了
泪目
还有故事啊
哭了
泪目
好一个张三！
第三遍，看一遍一个体会
人言可畏
听到这有点感动
哈哈
为什么明明带了耳机手机还在震动
草，这是网上的正序！反转！
太爱这句话了
妙啊
神作
这不是LONGDD么
无法驱散黑暗，那就隐藏于黑暗之中
别让乌鸦操纵了你的灵魂
法外狂徒张三
别让乌鸦操纵你的灵魂
只能放亿点点
小丑竟然是我自己
张三竟是我自己
泪目
卧槽
我的眼睛不会在被蒙蔽
《可怜》
再来亿遍
众人皆醉唯三独醒（doge）
张三竟是我自己
我们都是张三
67373upup
泪目
张三是我自己
别让乌鸦操纵你的灵魂
泪目
毛骨悚然
这个振动功能好好玩
你以为是倒叙，其实这才是网络上的真实顺序啊！
这个填词真的绝
这一段升华了
画面感十足，哭了
再来亿遍
超现实主义
爱了爱了
张三竟是我自己
投币比点赞多
泪目
超厉害
要独立思考啊
我怎么一看到乌鸦就想到宇智波鼬
经典耶稣的典故
呜呜呜呜呜呜呜呜呜呜呜呜呜呜已经哭出来了
张三竟是我自己
n刷！
邪恶之花
白嫖失败
难
乌鸦竟是我自己
这段可以呀
张三竟是一半的自己
这里的“他”就是后文的乌鸦
红眼说明这是个恶魔，这个孩子其实就是后文那个富二代
乌鸦竟是我自己
此处说明了前面张三为什么要把李四推下楼
泪目
手机一直震动
人类的赞歌是勇气的赞歌，人类的伟大是勇气的伟大！
这里应该指的是揭露了真相
三连有了！
张三竟是我自己
别让自己成为乌鸦，
那个女人
不要停下来阿
词库哟米
啊这
草，绝了
有才
我手机为什么一直震动
张三多日单挑巨龙实属牛逼
我是张三我也是乌鸦
注意！张三只拿上了盾牌，任何武器都没拿
泪目
春天该在小朋友的眼睛里
张三竟是我自己
鸡皮疙瘩
十字架
1
没人吗
嗯，在这里我想问下作者答语是指什么？
“可 爱”
我流泪了
我是乌鸦
棒
死后的纪念也换不回张三了
去我的文件夹里吃灰吧
我怕鬼，但鬼未伤我分毫，我不怕人，但总让我遍体鳞伤
太强了我哭了
被迫，无奈，乌鸦就是我啊。。。。。。。。。
别让乌鸦操纵你的灵魂
nb
这词填的真好
谁都是张三
nb啊
张三啊
乌鸦
乌鸦竟是我自己
网爆么
人生的意义
人类永远无法感同身受
天呐这个歌声杀到我了
人们忘记了，张三忘不了
乌鸦不是其他人，而是媒体。
真的是可怜
《可爱的羔羊》
《镇站之宝》
罗翔老师前是没有童话的
挑起两个无关群体互相攻击也可以
我相信我们都有一颗炽热内心
推着我们在灰暗之中寻找光明
回头一看过去的自己是多么牛逼
可是总是有些人
他们别有用心
张三是这里的每个人，每个人又都是乌鸦
《张三们》
神仙剧情
别让乌鸦操纵你的灵魂
害怕
泪目
泪目
张三竟是我自己
弹幕？
两个张三字体不一样代表不同的人
春天在哪里啊
是因为 张冠李戴 吗？！（什么奇奇怪怪的东西）
这个巨龙戴着皇冠
危
这段儿歌太震撼了
月圆之夜
开头见
论光的消失
小丑竟是我自己
哭了哭了
张三穿的是防护服啊。。。
李四不是死了吗
勇士终成恶龙。
牛逼！
卧槽好厉害
lbwnb
我们是乌鸦
张三竟是我自己
《张三》
CNM
神级作品
堂吉诃德刚大于
谢谢
张三很不容易的
舆论舆论愚蠢的言论
镇站之宝
乌鸦是你们
笑着进来，哭着出去，2021开年哭泣
1.25新世界
乌鸦竟是我自己
别让乌鸦操纵你的灵魂
乌鸦竟是我自己
专门给我玩游戏
张三就是我们自己。
是病毒。
张三就是我们自己。
乌鸦竟是我自己
《魔法》
哭辽
你我皆张三
我们都是什么呀
泪目
前面俩张三和后面是同一个，倒叙啊
人皇sky
我的苹果开震动了？
乌鸦竟是我自己
冲冲冲冲
赏
已三连
]\
劳资以为手机坏了
经典投币比赞多
别让乌鸦操纵你的灵魂
乌鸦竟是我自己
两边神仙打架
每天一遍
别让乌鸦操纵你的灵魂
这玩意要我我也气啊啊啊啊
就是看不懂
这个鬼畜的质量高的离谱
乌鸦竟是我自己
前两个张三倒叙，乌鸦正叙，最后一个张三敬佩
别让乌鸦操纵你的灵魂
唉
阉了李四
李公走好
泪目
小时候怕鬼，因为鬼狰狞恐怖，长大后怕人，因为人衣冠楚楚
乌鸦竟是我自己
