bgm好评
他可能说的是跑了两个小时才坚持到1000万分
牛啊
我最多600多王，技术不算太强，主要用了很多滑板
举杯兄弟们敬童年
我小时候班里也是很流行玩这个…然后我玩到特别高分觉得没挑战就把手机倒过来玩…
这就是强者的世界吗？
好厉害啊
Bgm不错
我最高1.3个亿在一个全国月榜第3跑了1天多一把46万金币
千万不要穿弹跳鞋
300万玩家路过
都是怪物
玩到500万会累眼睛会疲劳
建议忍者必须死3
警察同志辛苦了，太敬业了
牛逼
这真的不会玩吐么 我看着都有点晕了
我跑到过
别瞎说，穿跳鞋死的多那是你不会用
我把一个魅族备用机跑没电了
三连
不喜欢高跳鞋
看滑板数就知道是大户人家
太复古了、高中的时候玩的游戏
这游戏还没凉了？
差不多呀
估计手指头磨的只剩下骨头了吧？
我跑到过两千多万，最后是因为不想玩了
万物比博然
说不变的人呢
酷
600万分玩家前来报道
挺慢的，到了后期道具反而阻挡视野
跑过500万分，一半时间都是在天上飞
跑这这只要往后看，预知地形。多跑两把练练熟练度，跑多远完全看心情
辛苦了
牛逼
一千一百万不是有手就行吗
这游戏还没凉
700万分路过
以前我玩速度快了马上就被卡死了
那个是浮点精度，不是天文数字
我之前跑了3000万，后面几乎都是重复了
想到以前她也玩这个游戏，就点赞投币了
滑板够多我能玩到一千万
场景重复，速度快到一定就不会快，看你累不累了
谭警官，小伙子你不讲武德
爷青回
保安是马拉松冠军
我怎么觉得好像踩点了
空降：1：40
我跑到过Integer overflow
前面没路的地铁怎么过去的
奖品拿到手抽筋
辛苦辛苦
我以前玩这游戏我记得有一个速度上限的，无论后面分再怎么高也不会再快，也可能是视觉问题，反正玩起来不觉得加速了
牛啊
666666
最高我跑到过三千万
辛苦辛苦
我也行
我最高差不多两千万吧，一个多小时，真的好累，然后就卸载了
好复杂
障碍物多了
我小学的时候有个大佬随便跑
nb
有没有和我一样拿手比划的
弹跳鞋最好用了好吗
我五千
玩得神志模糊
警察追出了腹肌
好忙
这不有手就行
屏幕不灵敏的手机肯定玩不了
想当年我也是这个速度
但凡有一点失误就死了
1000万分真的要跑两个小时的
罚款，全没收了（狗头）
真厉害啊！
跑了一个多小时就退了，没啥意思太简单了，高中玩太多了
比博燃
区别在1000万分手指不麻
跑了三个小时不停，然后不想玩了 
真的有这么丝滑吗
逮虾户
我以前开出过三十万金币
然后把商店能买的都买了
为什么这些地铁居然不撞？那么多路障
幸苦了
环球地铁
我跑一千万，只有有滑板真就有手就行
磁铁能吸金币？ 
果然最厉害的还是节奏大师
这人跑的都比地铁快了吧
我最高800w
屏幕得抹润滑油吧
警察：你是真能跑啊
这是什么游戏？跟我玩的完全不一样
100万我也跑过，真的。
小时候玩的这速度已经惊讶我了。
滑板多不一定是破解版，那些经常玩的滑板这个数正常
1000万分我跑了一个下午然后去上学回来再跑
广州地铁给你点个赞
最多6000w，然后接了个电话卡退了
厉害
速度快到我刚看清这是个猴
是我到不了的世界
经典老番
我1000万多点
后面的胖大叔真特么的能跑
其实还好，到后面都是刷滑板冲分的
承认别人优秀有那么难吗
警察才是王者
我玩破解版1亿分正常路过 
破解版1亿分正常路过
3亿分路过
我最多才14万
哈哈哈太厉害啦
我记得我当年三节课跑下来就100万分啊哪有1000万？
老跑高速 一开始适应不了了
后面速度就都一样了
怎么变成高铁跑酷了？
辛苦了
我输给了手机性能
这不得来个赞
少侠好轻功
我晕车了
警察：就这？
2倍速体验极佳
2倍速真香
6666666
你币有了
承认别人优秀有那么难吗？
财富之路
奖品拿到手软
已经晕了
2倍速表示真香
2倍速好看
2倍速体验极佳
使用2倍速肯定不会影响啊
得出结论2.2倍速真香
比博燃
比博燃
2倍速真香
upnb
300万路过
梅开二度
梅开二度
哈哈哈哈哈哈哈
秀秀秀
最多只跑过两百多万
牛逼牛逼
我最讨厌弹跳鞋，每次都很尴尬，所以从来不升级鞋子
一个硬币都没落下的
厉害厉害厉害
牛B
远古时期我将近一亿分过，有人信吗…
我竟然拿着手指不停地指挥，哈哈哈
上学的时候就是中午午休一直跑到上课
不穿是因为不会用
我一百万分后就不敢吃鞋子了
结束了罪恶的一生
玩这个眼花……视力不允许……
nb
结束了罪恶的一生
好家伙，倍数都是30
故意失误会减速
当时最快好像就这速度了 就不能再快了 腻了就删掉了…（不是吹 
倒过来玩的算我一个
现在这游戏广告太多了，随便点错一个就进入一个广告…
我可能会死在这段
 在18年我跑过110万
用加速滑板，和加速宝物会快点
一分路过
一亿分路过
666
10亿分路过
前面那么多就离谱
辛苦了！
这游戏还有呢？
很卡就是了
很好奇那几个榜首怎么跑的
ye qing hui
爷青回
 3300w玩家路过，玩了8小时
飞行器看远一点操作很容易吃全金币的
nb
，
弹跳鞋是个坑
650w极限了 这个速度对我来说真的正常
警察：我带你们打
游戏下载干了，手去哪领？
眼睛还好么
只要滑板够多，没什么分是我上不了的
厉害厉害
哇 好强啊！！！！！
手机，我好烫
我也是跳上去了再下来的时候特别容易死
1000万分玩家路过 
正片开始
其实后期一直用滑板就行了 基本不会死
这游戏现在看来也挺好玩的
真的牛批
辛苦辛苦
666666
我先来，高铁跑酷。
真不多，我滑板也就五百多个
这是要从黑龙江跑到广西？
小时候跑过1300w
up流落荒岛，靠玩地铁跑酷让屏幕摩擦起火
爷青回
机损画质
牛逼
求BGM呀
西 伯 利 亚 大 铁。路
最多跑过两百万
bilibili
别说50w会眼睛疼我之前10w2眼睛都疼
牛逼
我8000万分路过
游戏设计师：同学，死一死啊
八百万分路过
有这么长的铁路都环绕地球几百圈
该擦屁屁了。都干巴了
爷青回
穿鞋你根本反应不过来
解脱了
到后面速度就不变了，主要考验耐力专注力
666
这里其实可以跳起后马上翻滚来贪一波
警察:我不追了，你迟早要绕回来
从成都跑到华盛顿了
一千万分路过，皮肤麻了
其实我小时候总在想那么多障碍物，车从哪儿来
大跳板子你是真的勇
每次大跳鞋我都尽可能不吃，基本上穿了就一直無
三百多万分路过
太猛了
真棒真棒，支持支持
地铁酷飞
警察：從早上跑到晚上，我已經跑地球十圈了，還是抓不到他
然后我卡了？
八十万路过
前面的巧了，我最高记录也是800w
无道具无加成我都打到过100万，后面速度就不变了
10万分和500万差别挺大的
66666
什么样的地铁站能这么大
到后面速度就差不多了，不会提的很快
太恐怖了
同款筋斗云
我玩无限钻石也没跑这么多分
卡点好评
正无穷路过
好家伙，我以为没几个人玩这游戏
这是人玩的？
这个是我了
我不捡跳跳鞋，容易玩死
七百万路过
我卡了？
永远跑步累的屑警察
心脏骤停
嗯，我好像跑过这个速度的
踩点了
最多四千万
卡了
秀儿
我玩地铁跑酷从来不敢捡跳跳鞋
这不得累死
我卡了
当初用苹果4S跑出了600W+
卡住了
好家伙，从北京跑到广州了吧
这不就在火车上画了个画么，至于吗
一位700万分玩家路过
哇哦
看你打游戏真是一种享受
没有警察不会玩
大板子最好用了
我玩地铁跑酷最恨的就是弹跳鞋
我上次玩这个游戏还是用的三星盖世3
哇帅的一批！！！
up辛苦了
这我顶多坚持3秒
既然有磁铁为什么还要左拐右拐？
结束了罪恶的一生
在马桶上没起得来太真实了，直接麻了
我每次一穿跳高鞋就死
最高也才百来万
从西伯利亚到华盛顿的铁路
上亿分路过
我每次穿那个超级跑鞋最后就会头撞天花板去世
我也卡了
ohhhhhhhhhhhhhh
正片开始
通关路过doge
当年能玩到手机没电～哈哈哈
旋得偶脑壳子痛
1000多分报道
之前跑了半个多小时，在厕所蹲到腿麻
后面其实更考耐心
好的，在看了这个视频后，我又把我的汤姆猫跑酷下了回来
19年曾经跑过3092万
滚动的天空了解一下
我的最高记录好像是170多万
有区别吗？
再三确定我没有开倍速
晕了马上
跑起来
足力健老人鞋
太厉害了
十万我也可（真的没骗）
辛苦了
就离谱
DNA动了
同款空中划动收金币方式哈哈哈
woc
tql
离谱
看得我想玩了
警察不用操作
进击
血亏
这
之前跑了几亿分 
天  堂  制  造
760万路过
这反应绝了
5000万打了半天的路过
弹跳鞋后期无敌
因为涂鸦引起的事故
头晕
高铁跑酷
这不碰头？
80万分路过
在座各位一看就没玩过
600金币左右的速度就到最快了
到后期我可能不会捡鞋  跳的太高
倍数可以升级然后翻倍
前面紫色的高楼大厦，我这辈子都没跑到过
开2.0倍数爽歪歪！
玩过最久的一个游戏
7426w玩家路过
我小学六年级跑过五百多万分，用钥匙复活了四次，而且复活越高钥匙越多
辛苦了
然后我卡了？
后期我都不踩金币  只要不死就行
当初十几岁算上道具人物巅峰跑了几亿
看着莫名的爽
厉害
Up
Up很棒
棒棒
这才4000？ 那第一........
300万来了
高铁跑酷的哈哈哈哈哈哈哈哈哈哈哈哈
鄙人有幸跑到过一千万
2000万路过
超卡的，我还以为我手机坏了
还是里面的警察厉害
这是捅宝藏窝了
我开始好奇第一了
轻轻松松1200w没用复活
看傻了
背景音乐太好听了
我27倍的时候也到过1000万
天呐 瞎了
所谓踏空而行莫过于此了吧
手指跟着动起来就好像1000万的是我一样（doge
这确定没开倍速？（doge）
nvnv 
地球是圆的
500w不是有手就行嘛
辛苦了
宝藏up！！
晕了
一千八百万，全国第三表示年轻真好
高铁跑
脑浆都要摇匀了
一亿分路过
500万玩家路过
好像没什么区别只是快乐一点
你在后面的话就是你想跑多远就跑多远只要你有耐心
我就跑过三百万
让我会想起曾经跑5小时跑4000万的时候
妈呀眼睛看花
你可以去玩忍3
我七百多万
"2,000万分"
饿坏啊
400万玩家
 世界榜玩家路过
腱鞘炎游戏
我唯一会的就是踩着障碍物往前跳，障碍物二段跳
爷青回
我1500万
是真的千万不要穿弹跳鞋我被那个破鞋子害死好多次了
只要你手速够快，会往下滑，往后你随便拣鞋
我跑到过全球前50，断断续续跑了10天吧
这个上面可以上去
？我去
这次一定
辛苦了
我眼睛都看不过来了
90万分过
破解版无限钻石和滑板，我也可以（doge）
我靠在干嘛
眼瞎了
我应该也是几百万吧
手机不会爆
卡了加一
最搞跑到过770万
两倍速新体验
博人传：放个屁都比我燃
太强了
卧槽
正片开始
20w来观摩
闲 非常闲 和闲死算了
小学二年级跑过200万
nb
速度倒是没什么，晚了一个小时就不行了
400万路过
不敢捡弹跳鞋的太真实了
灵活运用滑板的重要性
不敢呼吸了
辛苦了！
1，2，4，8，16之后才是32
你跳过障碍物上火车吗
破鞋真实
两倍速的是魔鬼
牛逼
卡拉卡拉
从来没玩过这么高分
想保安致敬
没错，你卡了
爷青回
这个鞋加上内个大白鲨滑翔加速贼爽还不容易死
比博燃
节奏大师
腻害
牛
弹跳鞋挺好用啊
这警察天天这么跑还这么胖，而且玩家走哪跟那比玩家牛逼多了
但凡我做作业时有这种毅力。。。。
一千五百万分路过
这是穿了足力健么
666
竟然有这么久！
看晕了
我最多就跑过一个半小时多点
仙人
环球铁路
牛啊
1000万路过
23333
跑鞋你个坑
？
八百名路过
？
厉害！
爷青回
我没法理解这些人怎么越跑越快
后面的叔叔追的太累了吧【gout】
众所周知，警察能追上孙悟空
众所周知警察能追上孙悟空
1
看晕了
这下解答了以前的疑惑:他有没有终点
我表示开了二倍速后很爽
你以为你是主角，其实后面胖子才是
这反应速度绝了
卡了？
原来排名第三的就是你小子啊。
两千三百万分路过
这得多无聊
辛苦了
五年级跑到一百一十万
个人喜欢用风之子
有鞋子可以在这上隧道顶上
这个我跑到过
这就是
这么快！才够意思！！
？
这是永磁铁么
我有一次穿那个跳高鞋过桥洞跳的高砸上去挂了…
警察已经追不上了
pmmq
等级不同加分加成不同。
关键是看跑的时间有多长。
我最高纪录只能拿3000个金碧
腾讯的天天风之旅有人有印象么
说累的不知道可以暂停吗
当时班里同学拿着手机在操场边缘贴墙站一排玩儿这个
蹦蹦鞋一直没升过级，这玩意太东西了
高铁跑酷
爷青回
记得以前玩这个最后很快时，穿弹跳鞋竟然能撞隧道的墙
草，反应不过来了，话说这速度是闪电侠啊
辛苦了
1200W路过
当时玩到后面感觉速度不加了，是因为速度加的慢然后手速渐渐适应还是什么
科普一下。其实分数越高并不能代表跑得越快。不管分数加倍有多高。其所有分数速度都是一样的。
采点了orz
结束了罪恶的一生
我跑了两个小时手机没电关机了，正好小区停电，奶奶的
说类似就这这样的人，估计一万分都难咯
37级跑一千万牛啊
保安牛逼
加速了？
我以为我在玩，不自觉地滑了屏幕
杀疯了
nb
我最高好像跑了快50分钟的
一千万也太厉害了吧
你说的适应到底是怎么适应法呢
好活
爷青回
手指不自觉的左右滑
牛批！！！
为什么到这会卡
爷青回
其实现在玩地铁跑酷的一千万分真的很基础了
我玩了好久才40万记录
现在好跑的很，top100都是好几亿
地铁呢？这不是火车吗
辛苦了
我小学玩的呀 童年！
一亿四千万路过
手法和我一模一样哈哈
900万～
Ohhhhhh
有没有看着看着手跟着滑的hxd
好丝滑
累死了
我三千最多了哈哈哈哈哈哈哈
人类史上最大最绝望事件
世界第一路过
人都玩疯
眼睛都跟不上了 看着就难
真卡了
你搁这叠buff呢
谢谢 刚想试试 我退了
牛逼
和我一样老是喜欢跳下跳下
之前连续一局玩了2小时 手机都没电了
排名太真实了，一大堆挂
相信不止我是皱着眉头看的
辛苦辛苦
我的滑板比你多，我有700多个了哈哈哈
九十万路过
辛苦辛苦
没什么不一样的，不过是在飞而已
小时候最多也就跑过一百多万
您
强
牛逼
初中玩到现在的游戏
2亿路过。。。。。。。。
比地铁还快了
广告
我她妈也跟着划起屏幕来了
150w排名5w多
空降01:39
180w路过
卢本伟牛逼
我七百多万
溜车作业
我看的好激动
《  一  条  钥  匙  》
一边看一边动手指，好爽啊！！！（假装忘记自己玩这个渣的事实
目前400万极限
问题来了，摄影师是谁
跑1500万赚4万金币
百万路过
神庙逃亡玩过两个多小时 多少分忘记了
警察的衣服穿的真喜庆
260w路过
超级跑鞋其实很有用的后期。。难怪你们分不高
所以滑板这么能这么多内
2.3亿分路过
+++++++++++++++++++++++++++++++++++++++
我最高7000多金币
1500万分菜鸡路过
69万分路过
他奶奶滴，世界第三静静是你
第一名竟然是你，大师请教一下
其实400万之后虽然还在加快其实已经感觉不出来了
不行，这基本功不扎实（四千万手操无复活路过）
想跑的久久尽量别用弹力鞋，真的会出事
有磁铁还要去穿其他地方的屑up
这时候眼睛已经开始干了
1亿路过
亚欧大陆桥
开始了？
应由啊，你这
551.8万分报到
空降01：39
《论地铁玩家的耐力如何》
主义下方道具时间
这画质。。
额，说速度的，这个速度好像有上限的，没跑过不要云
100w之后速度就不变了 除了处罚特定宝物和特定滑板的时候会提点速 但宝物和滑板的时间一过视频里1000w的快 而且 说实话跑一千万花三个小时的话 也只能证明你宝物等级不够
锁屏可打（确信
""
