有点吓人
雷达竟然还是平面的，我觉得在宇宙里的话应该是球形雷达才好吧？
面板也能杠 真想爱国就自己做点什么而不是站在制高点对别人的成果指指点点
1:41
水漫上来的一下我差点别死过去
必须3连
生怕突然窜出来一只利维坦
1:46
都快凌晨两点了，竟然还有2000+！
都不睡是吧？
看着像那个战斗力吓死人的工程师
houdini
现在关注以后就是老粉了
太吓人了
2点2000+
今天礼拜天
不要啊，深海啊
凌晨两点整
还没检测这是啥液体就下吗
飞船看起来好眼熟
好喜欢这种感觉
告诉我什么电脑配置
三体要是这个画质 我再投个胎他就能上映了
顶级科幻电影了，很多3a还做不到
肉体凡胎怎么可能咬的动能在宇宙空间航行的飞船呢
我2点25分
麻烦升级到4K画质
《深海迷航》？
1000+？
真的好像大型游戏CG
两点半了还有1000多个小伙伴，你们不睡觉的吗？
画质绝了。
这是cg啊，三A大作做成这画质那容量不得上百
泰坦就绪：帝王
2.42
半夜两点多一千多人不睡觉看这个干嘛？？
火星套泰坦？
  利  维  坦  警  告  ！
末日蠕虫和锤头鲨已经感知到了你
想起了玩美丽水世界的时候
银翼杀手
不会冒出些深海邪神吧（咸鱼）
牛
等一个利维坦
"2.52,1000+人的陪伴"
上入太空下入深海
都不睡吗
卧槽
人革联来看看
星际穿越
别出现个海绵宝宝
光晕太强烈了，个人觉得
三连了
666火钳刘明
3:30  100+，你们不睡觉的么
太像星际公民了
3电半
现在是北京时间3:33，还有1000+在观看
Gopro10086(狗头)
等一条死神利维坦
3.41分1000+观看
你怎么知道是人类的
3.45
前面的，应该是水浪动画速度做的快了些，且波浪较大但是体块儿不够细腻，所以显的飞船小
先开声纳后开灯，这是安全准则
海怪：开始录像了？那我可以出场了
四点了你们都不睡的吗
1000+就离谱
我是第6465位关注的
这里环境有点像星际穿越，驾驶员有点像某个cg电影的的机器人，飞船像普罗米修斯号
星际穿越
目前北京时间4 :17 
4点23了 还是1000+
这质感就离谱！太真实了
大家都不睡觉吗
早上4点多还有1000人看
要是有4k就爽了
6号凌晨5:00 有人吗
其实是膀胱
国产剧学学怎么做特效啊
这材料nb了
↑弹幕小将《定义原始》
第7064 现在关注，我就是老粉
我觉得很晕๑_๑
深海开灯会引起谁注意？
871
5:52
早上好，兄弟们
现在是凌晨五点多，八百三十个靓仔在看
配音好好
没猜错的话会见到美女
就看个cg狗叫什么
新人都是怪物
用英文是投稿吸引锅外大公司吧
NBNBNBNB
eve的味道，这个加速
有潜渊症那味了..
6:37
第7590关注的以后就是老粉了
没错，竟然不是降轨
大片既视感
感觉用的还是现在的科技，见到海也不惊讶激动吗
泰坦加一
星际公民？
七个视频，7777个粉丝
说真的我开始紧张了
很棒   太赞了  一些地方已经做到了顶尖 不过还有许多地方可以做的更好 评论里一些领域的大佬的意见可以看看采纳。我也提个生物学意见 任何自然界的巨大生物都需要一个完整的生态体系尽行供养 这个星球的
科幻
飞船秒变潜水艇
手动驾驶，差评
7615关注
诺基亚单色屏幕欢迎你
7.11
我想知道这个短片一星期在B站能有多少票房  哈哈
这操纵杆肯定是红白机上拆下来的方方正正的
这真皮沙发看起来一点也不舒服
深海迷航了
不太行你来啊
是国人做的话，控制面板没必要弄英文的
早上2000+
深海迷航好歹还有很多光亮吧，这个是真恐怖
同深海迷航
卧槽。现在还有2000+的人看
跃迁已经启动
去到陌生星球不先环绕探测，就先深潜的设定是不是有点不河里（狗头）
没有安全带？
太厉害了
火钳刘明
无人深空即视感
什么都有种你做一个的，希望你对你未来的人生也是这个态度
土 卫 六
不错
滑动解锁，牛逼
3000+
有点窒息感了
好美啊靠
早上7点，3000+
四栖
真不戳
海蛾号
前进四
开门的音效听着好熟悉。。。小米伸缩前摄音效？
大早上的3000+
太强啦
潜渊症
两年多一个，哎，这种级别的太难做了。
深海迷航哎
这个运镜星际穿越了
平面宇宙理论，考虑一下
好！
搞得跟真的一样
这声呐怪吓人的
哪一天显示屏是中文就好了
大佬牛批
动画很细
亚煞极？
这不是星际公民？
是谁住在深海的大菠萝里~~？
2022年3月6日—我们一起出发！！！
3A是游戏，得你电脑实时加载的啊
泡水车
我要看后续
。____________________________ 。
龙哥预警
深浅我死了
请用中文操作界面。
铁驭
星际穿越的感觉
飞盘里屏幕为什么不用中文
科幻作品非要讲科学是吧，你杠你就赢
开始震惊
很像死亡空间吗？建议可以做成一个游戏cg
有巨浪吗(doge)
早上8点5000+
如果未来世界统一，用英语概率较大，而且英语也是语言体系里较为简单的。
师傅你是做什么工作的？
发动机进水了
星际穿越既视感
（（（（（（（（（（（（呐））））））））））））
（（（（（（（（（（（（呐））））））））））））
有星际穿越的感觉
有种战甲的即视感
投个币就当投资了
三连奉上
这是一个人做的吗？太强了！
牛逼
cg建模和游戏的不一样吧，这就别互相比了
光晕
星际穿越一毛一样
牛逼
真和无人深空一样啊
6000+
做过那种在深海和宇宙坐着未来载具漫游的梦，很解压
深呼吸，保持，深呼吸。
太像游戏，家园。飞行器也一样
两年半的功夫没白花，值得三连
深海迷航!
有深海迷航的感觉了
进度条危
真的是令人惊艳的作品
这不就是星际穿越嘛
好害怕这个星球真的只有水
这个声呐的音效似曾相识
哇塞
tql
不整点英文，就觉得不够高大上了？
国产科幻片看了都流泪
深海迷航卧槽
好厉害啊
这画质不给三连说不过去
也没说是什么年代，但肯定是材料学大幅进步之后
这个风格感觉有点像爱死机
太强了
英文？
海皇马上来
警告警告，侦测到在线核打击
八点半6000+
星际穿越
这是地球？
太强了
耗时两年半，渲染用了两年（doge
好真实
星际穿越
啊啊，卤素灯
有水诶！
好活当赏
为什么显示器上不是中文？？？
无人深空视感，嘿
这真的是一个人完成的吗！！！
这不搞一点水当燃料
深海恐惧症患者已经准备好扔手机了
不早说，刚憋死↑
未知星球深海开灯真没问题吗
大佬
这不就是星际迷航里的星球么
9点7000
有水
马里海沟
8000+
如果是中文的字幕就更好了
我有深海恐惧症啊啊啊
潜渊症的DNA动了
火钳刘明
换成这款能给我
吓老子一跳
当声纳上出现比船体还大的光点时…血压飙升
这不比 上海堡垒强？
亲爱的，山姆大叔，啊不，中国科幻需要你
我超，这个水面渲染
见证奇迹
像电影预告片吗
可恶，为什么我的飞行模式跟他不一样？
进度军感人
字由枪骑兵? 想起星际公民了
7000+
穿越成功
为什么操作菜单都是英文
前进三
曲率驱动飞船吗？
墩儿～墩儿～墩儿～墩儿……
像无人深空，草
火钳刘玥
朔旦屯直事，至暮蒙当受”，到了初一的下午，蒙卦当班。所以“昼夜各一卦”，白天算是一卦，夜里算是一卦。
有才弹幕:那是宇航服，皮夹克你大爷
木有陆地？
莫名的《星际穿越》
深海恐惧
这难道不像星际穿越吗
卧槽
scp-3000警告
有点星际穿越的感觉
我也好慌
这里好像星际穿越
为啥不是中文界面?
汽车都自动换挡，这还手动干嘛呢
这就是在寻找生命啊
爱了啊，xdm
为啥不是中文界面
该捏闸了
深巨星
这里航天器看起来像个模型，是因为浪太大的原因嘛？
手游玩傻了，休伯利安，开nm玩笑
冲冲冲
前进三
8000+了
卧槽好帅
星际穿越
你是外国人？
全是水没有陆地咋办
降落的话不该是减速吗，这个加速除了增加坠毁几率，意义何在……
火钳刘明
8000+
呼叫BT
去找海绵宝宝
照明灯居然不是LED是卤素灯Doge
有深海恐惧症
开始害怕
8000+们好
从太空到大气到深海，密度越来越大，模式也不一样，很有逻辑层次
八千人观看？！！
然后死神利维坦报脸了
币比赞多
死神利维坦
火线刘明
啊，这光，啊，这水
危
这个时候还有八千
果然水的细节是最难做的
火车侠
太牛逼了
好怕出来个克苏鲁
这灯的效果很好看
这是个人做出来的？不是电影？
无敌
使命召唤无限战争
海蛾号
害怕⊙﹏⊙
死神利维坦警告！
9:32 9000+
不够优雅
厚礼蟹
233
·            ·
我的妈好牛
深海迷航yyds
深海迷航，美丽水世界
深海恐惧症要窒息了
让我想起深海迷航
会不会海绵宝宝突然出现吓我一跳的
深海迷航
9000+在9:41分
9000+
异形
不怕巨兽，就怕没有生物生活……
《死亡空间》
我要这币有何用
危危危危危危危危危危危危危危危危危危危危
无  人  深  空
啊，这光，啊，这水
这里让人想起了潜渊症
这个代入感
火钳刘明
想到了星际穿越
光晕可以掩饰细节！
9000+
真的是深海迷航的音效
渲染用两年哈哈哈
我想起了《超级战舰》《神盾局》。。。
请收下我的膝盖
星际战甲的音效？
操作界面居然不是中文
9000+
牛批
总觉得要出事
一键滑动解锁
这水面波澜 太厉害了吧？
无人深空
太特么牛逼了吧
NB!
（（（呐）））
9000+
火钳刘明
星际公民
9000+九点五十七分
深海迷航
国产科幻片什么时候也能像这样我绝对都看现在的简直是个垃圾
很厉害
俺男神
太帅啦
玩深海迷航的时候我几乎都不敢到那种特别深的海里去，不是太黑了要不然就是利维坦
不合理！超勇的！未知环境肯定是无人机先开路，
众神之父赐于我视野
前方高能！可以呼吸
深海迷航的感觉开始了
这里很细节，低温火焰红色高温蓝色
渲染俩年估计不够
深海迷航
降落在水面上那一幕真的让我想到了星际穿越，这也太牛批了吧
下一个声呐就出现了死神利维坦
这叫声呐成像技术？
深海迷航的音效太爽了！
深海迷航
盲猜主角要凉
↑叫米勒，在黑洞旁边那个
星际公民?
肯定有怪物
白色斜涡轮
细节拉满
不自觉跳高手机亮度
着变换形态太帅了吧
666
太空不是应该没有音嘛？
请收下我的膝盖
这就是带摄像机的头
谁住在深海的大菠萝里？
有点像普罗米修斯的飞船
我淦，有大气层
演员片酬少点，应该可以看到这种质量电影了
不给币我心不安啊
niub
你们咋知道我有火钳？ 大家好我是刘明
有这能力不进个大公司就是浪费
好多细节
9000+
9000
我擦，大佬，三连送上！
行
我已经喘不过来气了
绝了
巨型安康鱼
真的牛逼
没玩过3a？3a现在都是cg即画面，没你原神画质好是吧
开灯也照不了多远
这里进入大气层是不是关闭可视化窗口比较合理一点？
建议换成中文界面
如果真的有这种水星孕育生命，那得多么巨大啊
真的厉害
看的我头皮发麻，太强了
人类最大的傲慢就是认为所有的生命体都是和自己一样的碳基生命
这种异星探险其实挺恐怖的，不知道会遇到什么
曼达洛人
10.18分
深海恐惧症已经窒息了
好家伙，有感觉的说
首先，宇宙飞船有窗但是不需要在正前方放那么大的，因为没必要
深海迷航！！！！！超喜欢
其实这种科技早都自动化了，不过手动看着爽
黑弯刀
弹幕护体
氧气够吗（）
按钮的文字应该改中文的
星际穿越
帅的啊
9000+观看
哈哈机身写着RIP
汉语显示会有代入感
这深度，我当场去世了，家人们救我（）
一开灯，卧槽，惊不惊喜！
米勒！是米勒，那颗全是水的行星！
先赞后看
是是是科幻作品都是抄袭别人的
深海恐惧
潜渊症
看到完全忘记发弹幕了，好强
深海迷航
9000+
这段太真实了吧~~~
在有小伙伴做，我建议用中文弄
深海恐惧症患者想看又不敢看……
9000+
三连
9000+牛逼魔鬼
还有滑动解锁哈哈哈
这能让我横屏观看，我认可了（doge）
感恩赐予我视野！
非常震撼，牛人，个人感觉界面的画面太多了稍微有点影响剧情的推进
危
我好喜欢深海，神秘感
S 、
星际穿越的BGM既感哈哈
雨刷器呢
【【【【【【呐】】】】】】
nb
年少有为
七千米该见到海皇了
真的牛
声呐的声音超棒
老外做的
做的实在是太棒了
声音好真实
吓我一跳
专业公司的水准啊，还是独立制作
有点害怕
有点恐怖了
好恐怖啊
什么大佬
向我开炮
这么牛
找生命跑这个深度应该莫得
深海幽闭症表示害怕
NB
10:42
开始害怕了 (ノ_・。)
能在太空航行进水里很河里
流行，回应少女的许愿吧
真的流批
弹幕保护！！！
想做中文你就去做，叫什么叫
细节做的很棒
太强了！！！
Woc，这水
牛逼
那不是山脉，那是海啸
66666
无人深空哈哈
火钳刘明
nb
流明
循环播放了怎么办
9000+观看
9000+
火钳刘明
一键滑动解锁
想到了普罗米修斯里的飞船
有鬼
这个声音渲染的真的很棒的。
心跳加速了
大神级文明
4K版无人深空？
让我想到了无人深空
竟然没有自动大灯，低配！
牙科第四号
这不是星际穿越的那个星球吗
模拟美军潜艇撞山
英文面板差评
没人觉得这个声呐音效很有战舰世界的味道吗
典型的西方科技设定
开了视频超清增强看，太爽了
高级啊
让我想起开海蛾号的日子了。
火钳刘明
怎么没有安全带呀？
突然好想学这个……
祖传档把
火钳刘明
放心看什么都没有
深海迷航?
这和看大片有什么区别
深海迷航吗
我觉得这段更像无人深空
深海迷航的声呐系统
233
应该先检测一下是什么液体再潜
高能预警
找海皇监狱的感觉
没有行车记录仪？
看波浪这海水的密度和粘度都不对劲，不是水可能是液态甲烷
重新定义个人制作
单机突入大气层
有点去鱼人岛的感觉
众神之父赐予我重伤倒地（doge）
恭喜你发现宝藏
NND为什么只能投两个币
一万人看
北方栖姬欢迎您
跃迁引擎启动
11级学长前来助威
喜欢太空
海绵宝宝？
。     。
这载具也太天顶星科技了
星际公民既视感
10000＋
深海迷航既视感！
录像(死定了)
潜渊症
有海怪，启动章鱼警报
CG做的很好，但是哪有不先上无人探测器的
大海，生命的暖房。
2.5 年，不容易啊
救命，面对无边无际的大海好窒息好无助啊
前进四！
说实话，不给你三连对不起我的内心
太强了
牛逼
我超，au
火钳刘明
呜呜呜我好害怕
天呐 海陆空三用的 
以人类现有技术，在外太空足够发现生命了
有深海恐惧症
太厉害了
赶紧投币
太厉害了
牛的一
你说这是拍的我都信
个人作品是真的顶
牛壁
关注了这么久没火不知道为什么
牛壁
高能有么
大片既视感
好酷啊，太激动了
我怕
我知道了 这一定是深海迷航游戏里的那一颗海洋星球
标题就离谱
像玩具飞机
突如其来的窒息恐惧感!
滑动解锁？苹果马上来告侵权
拿着这个offer随便挑了吧
这技术力也太强了
救命，好吓人
好家伙。强
这发动机没的说！
待会突然出现一个幽灵利维坦
无人深空（有端）
niubi
这是一个人做的？？？？？？
厉害了 我的哥
有点像超级战舰里面的外星人
全手动呀
蓝色水世界
节奏好慢，但我喜欢
星际公民既视感
科学讲究
啊这，果宝特攻？这眼神
渲染好厉害
丝滑
小伙子不会被吃了吧
仅剩的2.8币－1
已经非常好了，国外大片稀松平常的镜头，我们要费九牛二虎之力，希望多些你这样的人才
士官长：这我熟！
徐帆请你入组
很强
如果是中文UI就更完美了
（（（（（（（呐）））））））
为什么界面不是中文
？？？？？？？？？？这是制作的？？？
卧槽，牛逼
自然选择
怎么都喜欢用这种模糊的光效
太牛了吧
我还以为是要跃迁了
huojianliuming
B站百大up人均爱因斯坦和冯·诺依曼
大佬牛逼
星际公民
这里加速度没体现出来
行船记录仪
尾焰可以再优化一下
up你是在平行宇宙?
这玩意挺抗压的
如果界面是中文的会更好
好像剃刀冠号
会有利维坦吗？（god）
同问为啥不用中文呢？
这船的外壳，怕不是和水滴一样，是强互作用力材料做的，这么结实！
投币自持
有没有人
美丽水世界既视感
音效贼吓人
海的特效是真的流批！
“呀！有流星耶∽”
有水，有大气，有雷电
质量效应什么时候出新
真实的水..
强啊
这流固耦合效果可以
国产之光
牛啊
3.2万了
强啊，大佬
入站必刷预定
哇塞好帅
我以为是游戏
哇塞哇塞这个声音好帅
好爽这个音效
感觉自己在打孤岛危机
卧槽！
火钳刘明
你看这潜水半天连条鱼都没有
您
这么长
火钳刘明
流体做得不错
亿点点细节
深海恐惧症已经麻了
好牛
卧槽牛逼
高质量游戏开场动画
还没看 我先投币了
太帅了
怪兽呢？
nb
像极了我玩无人深空脉冲冲入星球
太强了吧
安全带?这个速度上帝都救不了你
前进四
个人作品  膜拜大佬
时长要是再长一点都可以当电影了
牛逼。。。
没文化，就来一句卧槽
没有光的深海最恐怖
为什么纠着英文不放，个人cg作品爱用哪国语言用哪国
为什么感觉这画面好熟悉啊，星际穿越？
前进四
星际穿越
宇宙里是不是没有这中气流线条的呀
大海无量
开始害怕
海绵宝宝！
牛逼了
这是我能免费看得到吗？
突然出现小可爱---------克总的小触手
满屏的英文真违和
为人的诞生献上礼炮
为啥不是中文界面
中国科幻片就靠UP主了！
再来亿遍
6档手自一体
身为深海恐惧症者，我有点慌尼
主动声呐激活
啦啦啦
我是肖大炮
为什么感觉画面有点糊呢
没有必要敌视英文，要做到这个水平你百分百脱离不了英文
背景水声亳2！shi
背景水声好真实！细节拉满！
开水听！
牛牛牛
火钳刘明
母亲呼叫深海
母亲呼叫深海
卧槽这手套上的细节
豆瓣那边说9.9分
恐怖水世界
莎子些，问为什么英语的作者在评论区说了，自己去看
这个质感！
火钳刘明
美丽水世界
这个人做的离谱
巨浪星球
助力每一个梦想
RIP
突然钻出一只沧龙就是另一个故事了
♂
牛壁啊握草！
膜拜
多放的小型无人机勘探
宇宙里 是不是有水的地方就会孕育生命体？？？？
为什么高科技都是英文
感觉有点无人深空
牛牛牛牛！！！！！
太强了
大佬
这个音效爱了爱了，太有质感了
7
顶上是超大星球
我一个下水
万里送人头
小说素材有了
一会儿看见海绵宝宝了
强啊
强啊
强啊
看完的时候粉丝量+3000
一个人做的？牛呀
太强惹
奔涌吧，后浪！
你币有了
太强了
元素视野
深海迷航
牛
顶顶顶顶顶
孤独感很浓
深海恐惧症福音
曲动力飞船不可能这么慢，驱动力可是超光速的
真怕突然窜出一只利维坦
朋友们！建议稍微屏蔽一下关键词英语 汉语
派大星
火钳刘玥
无人深空
火钳刘玥
火钳刘明
（（（呐～（（（呐～（（（呐～（（（呐～
《潜渊症》
为啥用英文
美丽水世界
主动探测很容易吸引利维坦的恍恍惚惚
为啥是英文界面，up是国外的？
我想起了星际公民
昨天晚上才4000多粉
火前刘名
深海迷航
突然被一只高高跃起的深海巨兽吞入腹中
可惜没有硬币了
这突然来个海底巨兽一口吞了……
像游戏cg
这？加速俯冲？
这是游戏宣传片吗？
我仿佛是在看纪录
好绝
惊了，这质感
我凑，TNND真牛逼
d a r k   f a n t a s y
深海迷航
潜渊症
还好是水，如果是液态甲烷就GG了
渲染两年笑死666
6666
细节很到位
利维坦警告
火钳刘明
心脏骤停
暴雪CG
火钳刘明
太帅了啊啊啊啊
开启对海搜索（德战快乐水听）
麻麻我害怕
呐笑死
你好
哔哩哔哩 - ( ゜- ゜)つロ 乾杯~
《独立制作》
这得加多少油才够飞
这音效
哔哩哔哩 - ( ゜- ゜)つロ 乾杯~
这飞船怎么没后视镜（doge）
建议放出4K呀。
万人空巷
牛逼
不用中文也完美，写你作业去吧
没有自动驾驶吗？
有一说一，这控制台也太简陋了
帅呆了
我感觉还是不会取消键位开关控制的，虽然触屏很炫酷
不是中文？
不是我说你这开局神似深海迷航啊
曲速引擎不至于吧
1.1万人正在观看，这恐怖的人潮
应景，我也开了鹦鹉螺下水了  哈哈
1.1万
按Q进行扫描
发现海绵宝宝的故居
确实不错
有点像星际穿越里那个水星球
美丽水世界开始了。。
这个有无人深空即视感
米勒
单机突入大气层，牛
这不是星际公民的画面吗？
哇 跟真的一样
不可思议
确实
牛啊这渲染
虽然看不懂，但我大受震撼
大制作啊！
火钳刘明
这就是强者的世界嘛
看见了吗？一个人就能完成这种作品！你说国内上亿投资的电影钱都哪去了？
卧槽，水面！
？
guardian
星际穿越
火钳刘明什么意思啊?蹲蹲
潜渊症
1.1万+
不出意外的话该出意外了
666666
这个飞船借鉴了普罗米修斯点烟里面那个？
幽灵利维坦在后面
深海迷航！！！！！
火钳刘明
带耳机音效拉满
惊呆了我的天呐
好家伙
一键三连
太强了
好舒服
你们好
Amazing
大片既视感
星际穿越
自然选择！前进四
nb
星际穿越的海
卧槽
加油，一定要把海绵宝宝捉回来！
牛逼
等待你的泰坦降落
9000+nb
功夫不负有心人
独眼巨人号（doge
天佬
我多么想看到中文操作界面啊！~哈哈哈不错
海绵宝宝！！！
为什么不先绕空飞行一周看看啊我好着急
怎么牛掰？
想到了b社的星空
星际穿越既视感
4546B欢迎您
这镜头上个有一点水迹的这个细节，太爱了
深海迷航！
666666
不可思议
太牛了这里
呐）））)
   9000+
虽然确实很强，但是如果是纯中国人做的没必要高英文啊，直接上中文它不行吗？
还上传实时，哔嘴
光建模就不知道要花多久了，起码好几个月起步，我才应该要半年以上
真有这种技术，该害怕的的是巨兽才对
高技术力
币比赞多
评论一下
233
绝了
牛逼
9000人呢
火钳刘明
不但是个飞行器还是个潜水器
我直接反手一个三连
9000+人正在观看
助力每一个梦想
火锅刘明
个人制作也太牛皮了吧
哔哩哔哩 - ( ゜- ゜)つロ 乾杯~
已经开始害怕了
太帅了我丢 这不火很难说的过去啊
想起了深海迷航
《星际穿越》既视感
出去记得把亮度调低
这个操纵屏幕有点简陋
前进4！
强
提前警告，这里是硬币丢失多发地段，请注意！
进水了！
别开灯no！！！！！
太高了
EVER SPACE 2
曲率引擎启动
做的真好看来假以时日我国科幻做的比国外出色
卧槽 这水
喜欢了 期待大佬更多作品
为什么感觉你这飞船随时要散架啊！
很喜欢，水的星球
英文操作界面。。。。。。。
前方有利维坦吗
海洋万岁
9000+的压追感
吊    炸    了
火钳刘明
美 丽 水 世 界
美丽水世界。啊不深海迷航，晚上也玩一玩
此处表层海水的微生物又度过了快乐的一天（doge）
不减速进入大气？？
无人深空是吧哈哈哈哈哈
剃刀冠（幻视
哔哩哔哩 - ( ゜- ゜)つロ 乾杯~
卧槽，我耳朵进水了
8000+
来海里做什么
深海恐惧发作
火钳刘明
8000人正在观看
这就是无人深空和星际公民的完美结合吗
星际穿越的感觉
别照了屏幕前的靓仔
早期地球
火钳刘明
美丽水世界
要是操作页面是中文会有违和感吗
泰坦要出场了
一个人能做出来  我要这硬币做什么
太牛了
两年半CG练习生
火钳刘明
害怕
发现海绵宝宝 海绵宝宝是真实存在
大佬
海底生物:自由麦 自由麦关一下
NB了
.
牛啊，大佬
太空应该没声音
一人吗？
出现克苏鲁
有意思
海龙马上到
火钳刘明
按任意键开始游戏
拜托，请带上我的眼睛
铁驭！
来点克苏鲁
大佬好牛
8000+
这是动画？
火候刘明
深海恐惧症有点方
开始害怕了
火钳刘明
显示器屏有点暗啊，看得清吗
突然传来一声：嗨嗨嗨
8000＋
您
星际穿越？？？？？
为什么要外国人看懂呢？我寻思很多游戏出来连简中都没啊
窗外是啥？
深海恐惧
卧槽，有大片那味了
借鉴了星际穿越的分镜
元素视野
牛啊
scan this area
卧槽
提示：可以大口呼吸
海陆空全能宇宙飞船
Q
好强啊
前进四
星际穿越
火钳刘明
火钳刘明
666
握草
显卡快给他烧没了
帅
卧槽，这个音效好顶
我去
火钳刘明
太强了
你这飞船功能挺多啊
你让某些动漫公司怎么活？
怎么看怎么像星际穿越里面的
太赞了
无人深空
你在干什么！
害怕下一秒蹦出来个利维坦
让我想起夺命深渊
7000
星际穿越
你好！另一种智慧生命！
如果是人联，理论上应该是简体中文
大制作
哔哩哔哩 - ( ゜- ゜)つロ 乾杯~
欢迎回家
真的好像星际穿越啊
火钳刘明
我已经开始怕了
自己做的
响一下，我的心就跟着跳一下。。
深海迷航2077
奥利给
深空失忆
友情提醒，看视频可以呼吸的
克苏鲁呢
尼 摩 船 长 和 他 的 鹦 鹉 螺 号
大家不要只关注画面，音效也牛逼透顶了
吓我十跳
深 海 迷 航
为什么都是英文
卧槽属于是 水 陆 空 潜 宇 ，五栖作战工具了
数值太精确了
竟然没有水印
进入大气层还加速？
按‘F’键打开舱门
克苏鲁的呼唤
爱死亡和机器人即视角
利维坦出来一下
中文就完美了
牛逼
名场面
牛哇牛哇！！！
火钳刘明
我前世的前世的前世...落了把宝剑，就是这里，麻烦了哟~
高能预警
我要这币有何用
终于有个在太空飞船外面没声音的cg了，
这种探索不是应该先丢个探测器之类的设备先确保安全再下潜吗
这儿感觉好厚重
你币有了
把这些洋文换成解放军的字
怎么这里没有弹幕
突然从无人深空切换到了 深海迷航（bushi）
最下面是海绵宝宝和派大星
下午17：16，8000+在线
8000+
这头盔面罩好帅啊
这里也有不少战犯呐
牛逼的狠啊，这个必需拍电影
这应该是up本人
连HUD都搞得那么专业
这个渲染国际水准啊！厉害！
海陆空天
火后刘明
什么时候出电影！n
、` 
酷啊
不可能一个人做的吧，这里面设计技术范围太广了
 每日一遍，硬币再见。
现在8000+
跃迁引擎启动
牛批
深海迷航！
火钳刘明
想起深海迷航1下潜熔岩第二层遇见幽灵利维坦
8000+
太强了
真的很不错
星际旅行？
这飞船挺牛啊
8000+星期日17.33
秒杀流浪地球
星际穿越？
虽然费时久了点，但真的很棒
好精良
该死，我的币！！
用英文不自信啊
一般来说，这种环境、这种氛围，不出意外的话结尾应该会出现点意外
前面问为什么是英文的，你有意见你做一个给我看
 你，我见证崛起！！！
人生第一个币
这是在找东西么
你怎么能假定主角是中国人呢
纠结是什么语言干什么
星际公民
不是中文看不懂是吧
我真的会服说不自信的，懂不懂专业术语用英文缩写可以更简洁表达啊
一起来挖大鱿鱼吧(≧∇≦)/
抱歉，我只会握草和三连。
确实。做成中文界面会更好
这硬币不要也罢
一个人？
飞船后视镜还行
星际穿越既视感
牛蛙
英文按钮扣分
牛逼
天顶星科技船体。。。
好活！当赏！
火钳刘明
泰坦尼克号出来挨骂
星际穿越
克苏鲁突然
那是。。。浪。。。
要是分辨率再高点就好了
太棒了
8000+你好
卧槽卧槽卧槽
哦天这个头盔的质感
好帅！
8000+
可以啊
大制作
8000+你好呀
这玩意是怎么浮在水面上的
火钳刘明
（无端联想）哔哔小子
这声呐好吓人
有点害怕
胶皮衣褶皱感太强了
不敢相信这是真的
哪来的光
星际穿越！！！！
加速冲不是火化吗
奥斯卡视觉效果奖
8000正在观看
潜渊症
这实景拍摄吧我去
比柳叶熙流弊多了
无人深空既视感
孕育生命百分之5.6能出什么巨兽，还是微生物呢
马里亚纳海沟
求你了先开个灯
这飞船至少是真牛逼
星际穿越
都跳跃年代了   还在用燃烧推进器
建议直接拍成电影，太强了
你别按了，我害怕
元素视野(确信)
先三连，慢慢看
8000+！！！
好帅好帅
