1播放
时长感人
这辈子第一次  刚刚！！！
周杰伦专场
hhh
看到我你就并不是第一了
早早早
牛
许嵩！！！！！！！！！
突然119
周杰伦
呜呜，我都听过
冷门歌手
时长感人
冲！！！
谢霆锋！BKING我爱了
每首都会唱 男人海洋也很经典！！！1
我留着等老陈一起来看
五月天啊啊啊啊
弹幕
帅
才知道后来原曲是日本歌
奶茶
黄昏
鸡皮疙瘩
见姿进
笑死根本停不下来
jay！！！！
周杰伦的出现是华语乐坛近二十年发生的最好的事
真是的
燕姿
jay，我的青春
2000+人正在观看
孙燕姿！
minemine
she！！！！
卧槽 遇见是这个人的歌
对我来说是陌生的名字，但是却是熟悉的歌词
最好也是最后的十年了
欧拉
靠前
现在看到谢霆锋满脑子都是那个互扇巴掌的鬼畜视频。。。。
词真不错
呜呜呜呜呜呜
我认识谢霆锋还真是从厨子开始
林俊杰！！！！！
我去这进度条
娘子
jay
哈哈哈哈哈
别看视频里好像是两个阿姨 她们年轻的时候很漂亮的
这位变成了奶茶教父
献世
不得不说 好听
foobar2000
最好且最后的十年。
霸屏
感动啊
最后的战役
冲啊！！！
我又想到之前看哪个节目说的一个哥们在澡堂唱我是女生(笑哭)
bgnb
音译歌名
我才知道是翻唱
贼帅！
冷门歌手
哈哈哈哈哈哈
现实讽刺
周杰伦！！！
456大弟子
帅啊
见周进
我爸妈超爱的
Eason！！！
夏洛呢？？？？？
中岛美雪大神
寂寞沙洲冷
这期得我应该都会，窝99年
全场起立
我才知道！
张惠妹
汉化组
真的超级喜欢周传雄的歌
忍不住想唱了
这是刻在我dna里的音乐
强烈推着去看《五岛医生诊疗所》
周传雄
片片你怎么转型了片片
小时候商场里会放这首歌
收藏向
红模仿
这首歌是谢霆锋的！！！？？？小时候天天听我爸放
哭了
先一键三连再看
见迅进
这挑战对我来说太简单了不怎么听华语歌
6000+
时长感人
为什么拍我
威廉古堡
她的睫毛
目前为止全是爱听的
中年厨子哈哈哈哈哈
我感觉这期的歌我可能都单循过
雨下一整晚
孙燕姿咋不是好东西了？求解答？。？
这部经典，当年有谁没有买过薰衣草瓶子
7000+过分了
周杰伦！！！！！！！！！！！！！！！！
许嵩
看的第一部偶像剧，当然陈乔恩还是配角呢，哈哈哈哈
谢霆锋现在还是很帅！！！他们不会变的嘛
get a life！
慢慢的回忆啊
季晴川爱梁以薰~~~~
7000＋
张雨生
那时候点播台基本都是谢霆锋，任贤齐的歌屠榜，
永远忘不了C哥的我是女生
迷迭香
以前的偶像标配是这个唱功
杰伦没有冷门歌
手写的从前
现在贼惨
娘子
经典啊
汉化组
对啊没有夏洛我不是很认可
这一笑真的好像年轻时的哥哥！
可惜他被伤病困扰了
中岛美雪
当年薰衣草的挂饰非常流行，学校门口蛋小卖部都在卖这个
即使现在也是一票难求
听着以前的歌，希望一切好起来
孙燕姿咋了？？？
我这里已经是8000+观看了
第610个三连送上
马天宇  
DNA动了
这不是ktv必点吗
Eason！
钟无艳的结尾曲
接了20年没接过去
对不起，其实，我是个厨子
阿桑
这期是90后专场
八度空间
9000+人
点歌台大神
疗伤烧肉粽
好家伙 我哭了
这是谢霆锋的啊
啊啊啊终于等到了
帅啊卧槽
花香，
黑色幽默
迷魂曲
这个时候的歌手 他们的歌现在还很好听
五月天！！！
谢霆锋！
全都会！这是属于我，85大叔的青春，哭
最好的，也是最后的，后者说最多到15年
呜呜 00-10年 真的是最好的十年啊啊啊啊
这些都听过，首首经典
冷门歌手
啊好熟悉
小刚 这么厉害
周大侠
他还唱过歌原来
爷青回
选秀，背后正是资本操控崛起，歌坛衰落就是因为资本操控，饮鸩止渴
火车叨位去
杨雪，红红火火恍恍惚惚
是我的青春啊
刘若英简直就是“怨妇”代言，我失恋必须去ktv唱痛快了才行
我的一个道姑朋友也是日文过来的
说晴天的注意审题
中岛美雪养活了半个华语乐坛
这时长爱了！
张悬
乱世春秋和将军
冷门
红豆你的爱1999谁懂！！！！！！！
李宇春。。。。这是刘诺英
郑钧也不错耶
林俊杰 韦礼安
时长爱了
太爱了，都是喜欢的
懦夫
夏洛
要知道霆锋当年可是除了帅能唱能跳能演能打全面发展
夏洛 ？？？？？谁？？？？？？？？
陈冠希
原来是她啊
回到童年了
周杰伦啊啊啊啊啊啊啊
张韶涵
绷不住了233333
周杰伦
为什么汪苏泷10年了还感觉像20的
啊啊啊花香!我妈带入的坑
东风破
燕姿！！！
帅是帅，但是演技是真拉胯
03年生，现在听杰伦
全体起立
许嵩
关键是太帅了
《对不起》应该是最冷门的，我听了这么多年，去年才知道
歌名不是《分飞》？？
啊这，还以为黑涩会美眉是原唱
困兽之斗
你可等坏我了
终于更新了
最爱的歌手没有之一
情歌教父永远的神
神仙打架的十年！不像现在妖魔鬼怪都可以当歌手
见汪苏泷进
我的青春，必须三连
张杰
