有啊！！！！看过啊！！
你们都觉得他面瘫吗 我从小到大一直觉得他酷炸了 戏精的我还yy过我和他相爱是什么样子
真认不清
煽情了两分钟后复活
原来只有十几集
应该可以
不是白龙马，是西海大太子
爆哭
无骨？是不是中空的意思
没有表情的瞎吗，眼神看不到吗
佛主谈恋爱真的是……以前只特别爱悟空的线
去掉鬼畜就是神作了
改编不是乱编
谢罪
新白娘子传奇表示不服
满分作文
摩昂
他不是从石头里蹦出来的吗，怎么又成舍利了
没人？
现在看不下去了 当时可感人了
我一充钱，快乐七天
是战斗力6000的龙爪手
背景音乐怀念了
所以他真的是悟空吗？被打死的真的是六耳猕猴吗？
这个剧能不能翻拍一下，就是不要在鬼畜了
从妖到大佛!
这个孙悟空是六小龄童版的武术指导
帅
如来捡现成的
凑齐17颗舍利  召唤如来
真认不出来
有种你们翻拍这个啊
我就认不出来，都一张网红脸
红豆生南国
谁说孙猴子没有生死概念   他被地府勾魂的时候呢
这片翻拍了叫石敢当，燕双鹰演的，可怕
大部分都看过
就是分不出来啊
金莱，你怎么看？
不是白龙马    是三太子好吧
如来成最大赢家
我一充钱快乐七天
曹荣
是西游记续集里的摩昂太子
他已经不在是猴子了，是龙马
谢罪吧
我觉得挺好看的
小时候就觉得很水
有人吗
喜欢片尾曲相思
当场圆寂
@周星驰！
周星驰济公？！
妆容服饰差不多，真的不好认啊
感觉是在圆寂的时候吴甜才出洞的，不是吴甜出动才圆寂的
若一去不回，那便一去不回
确实经典
不熟悉的真分不清
我喜欢的是孙悟空不是章金莱
最肯忘却 古人诗，最不屑一顾是相思
新倚天真的腊鸡尤其那个张翠山，就是小人嘛演的什么，家里有人吧
我一充钱   快乐七天
这剧翻拍了，叫石敢当
鬼畜鼻祖
确实不好分
谢罪
红豆生南国
小的时候没觉得有什么不好，反而觉得挺酷的
改编不是乱编
好看
好看
脸摊这个问题演员说过了，这个是面具的问题
我还没用力你就倒下了，我就想起老湿吐槽西游记后传这个梗。哈哈
我不当和尚了！佛祖！
这孙悟空不能转脖子
我一充钱，快乐七天
这反派不是被逼出来的？
鲁过的也太秀了
鬼畜祖师
是西海龙王的太子吧。
这剧情哈利波特也是这样
后传一直都很好看 当年就是老湿的吐槽唱衰它结果搞得很多人跟风
真的分不出来≥﹏≤
说解读有点过的 你显然没有看懂后传
尊敬的女娲大人，是金补天石，还是银补天石
谢罪
有个石敢当的电视剧，剧情一样
BGM：相思－毛阿敏
相思 一出 我心里都一怵
智商最好的猴子
无天真心不坏
斗战胜佛又不是弥勒佛干嘛一直笑
事实是我也分不清，也就粉丝才分得清
特效有的
如来谈恋爱就感觉很扯了
那是因为编剧是狄仁杰的编剧
片尾曲好听的
撸过的牛逼了
等一下 去掉回放呢？
最能打的唐僧上线了
他成了史上最面瘫的鬼畜猴
我小时候就觉得emmm
我欲胜天，快乐齐天
相思！！！
对观音撸过的那位，有没有对阿羞撸
是摩昂太子
是大太子好吧
这个太好看了，特别是发抖戏
孙悟空，哪吒jcp
这个翻拍过，叫石敢当，难看死了
最后他化身舍利的时候太伤感了！
这些情节都记得，我天哪
曾经有人跟我说过这是他觉得最好看的电视剧，没有之一……
我超级喜欢这片
我还看过
up普通话好标准的说
无骨鸡柳
他不是金轮法王吗
俺老孙来也
他是真正的放下屠刀立地成佛啊
我突然有点不习惯。
谢罪警告！
开花
剧情是不错的，就是打戏看不下去。
兄弟nb
战斗力只有6000的渣渣
我童年里的孙悟空是TVB版本的西游记 张卫健
新倚天可以的
阿羞是不是吃男人手指的那个女人
你根本没看后传吧
愣是鬼畜了十几集。
表情是因为面具问题吧
表白观音
真认不清
曹版悟空演的是新版西游记里的白龙马
新倚天脸盲的加我一个
好看
认不清原因很简单，我就认不清…长的真像，关键是不够知名
没有灵魂了
谢大脚演的女主
如来最贱
这么沉稳的斗战神佛还是美猴王吗
的确分不出来，你们自己的粉丝滤镜太严重了
当场圆寂
哈利波特
翻拍剧叫石敢当
然而新倚天才是最接近原著的
这个电视剧好看
好看
看完过
所有人都在忙着恢复三界秩序，如来跑去泡妞了。
这部剧神烦如来，有事时选择圆寂逃避，留下烂摊子给悟空收拾，悟空搞定了就回来享受成果
讲一个笑话，西游记后传的编剧是神探狄仁杰的导演
那英佛主
最后一个舍利子/泉眼/魂器。。。。当年这样的还蛮流行的
被如来救回来了
加微信114255638
他那块石头是佛祖坐过的，所以说他是舍利子也说得过去
真是什么杠精都有 不看你退出去o不ok
面无表情
小学五年级看的
黄海冰的唐僧
这里真哭死
燃灯
唐僧不仅帅而且能打妖怪
我还没用力
哈利波特
色字头上一把刀
为什么总是把玉皇大帝拍的
挺好看的
渐渐忘了主题……
路人表示，因为没看过，猛地看几眼，是没看出来，大概辨识度不够
观音太美了
大圣此去为何
怎么去掉的?
新倚天是什么？现在的电视剧能看？
为何渡我不渡她
我一充钱 快乐七天
神曲奈何歌手人品太渣……
最能打的唐僧
就知道翻拍，不知道弄点新的
不像猴子，像是一个假人
相思神曲，奈何歌手人品太差
不仅听过，我还会追过
前面石敢当的，两个局是同一个编剧
本来就没有辨识度 还喷人？
"不好意思,新倚天真的分不清脸"
如来好心机
早晚会翻拍的
这部可以深挖很多东西
哭了
当年哭死我
无骨鸡柳
表情很可以哎，现在的面瘫演技比得上？
就是看着3重复很傻缺，懒得看
刘欢吗
开花
我一充钱！快乐七天！
摩昂太子
满满的套路
这个如来太算计了
绿绿？
鲁过大脚
我还没用力你就趴下了
这动静咋听着这么像刘欢呢
我一充钱，快乐七天
石敢当是同一个导演
章金莱莱啦！
好看是好看，就是太短了
悲催的无天，心疼三秒
原来对队友喊别死啊真管用
如来设计成功除掉孙悟空
就是刘欢唱的
你这是要向全国人民谢罪
玉帝是真的惨啊
两首bgm都是高质量大手笔
就是短了点
打飞你的医保卡
老实说 剧情感觉还行滴
小时候就觉得超级好看，无天特别霸气
这个悟空是导演
大粽子哥哥  真童年男神
战力最高的唐僧
剧情是真棒
最后化身第十七颗舍利时，哭成狗
没错，就是刘欢
当年超迷这只猴子
当时哭了T﹏T
这个以前觉得这个剧情好棒
当年看的时候觉得还挺好看的
新倚天你也黑？这么好的电视剧还不行是要什么
这世上哪里有什么绝对的善恶对错
如来自己都没得逼数，后面被自己打脸，无天就算真喜欢这个女的，都比如来好
这小子果然不简单，我的战斗力只有八千，他的起玛有一万以上
那图鲁
我觉得很帅啊
无天出场就是大boss，之前那是无天的回忆。
灵儿，灵儿~~~
因为人家是斗战胜佛了
里面有个女妖精接吻时伸舌头到男的肚子里，我到现在都有阴影
我看过耶
原著西游记里孙悟空就挺有佛性的啊，还几次开导唐僧
比哈利波特的魂器要早几年呢
已经翻拍好了
好喜欢这首歌
一放我就想哭
为啥不与无天联手，推翻旧制度，建立新秩序 重整三界
喊一声就可以依靠的存在。这句厉害了。
剧情牛，好看
大结局把我看哭了呜呜呜T﹏T
Tvb的八仙过海也有
片尾曲好评
这叫创新。
我一充钱快乐七天
剧情早就忘干净了
BMG好听
原来结局是这样啊，哭
剧情牛逼
电视剧：佛祖下凡糙B记
中国人这么没创造力吗
比较一下于正翻的笑傲还可以
我还真分不清那些网红脸
。
以杀正道
新白娘子传奇了解一下
我看过
演悟空的曹荣，演过西游记九头虫那里的摩昂太子
这片的剧本很好
这悟空帅
无天才是角色魅力
我就想知道你这是舌头是不是绞带了
一个没看过
人家说这个剧里的悟空，因为脸上的模型装饰麻烦而且容易松动，所以很难敢一直笑着演戏。
如来合着什么也没干啊
片头曲刘欢 片尾曲毛阿敏
搞柴火垛子
逆抄袭了鸟山明么
倚天还好
建议去医院看下眼睛
确实剧情可以
就是刘欢
回放真的令人发指！
这特效巅峰好吗？这些年的电视剧都比不上
辣眼睛
我还是很崇拜这个猴子的
悟空最后又回来了
我觉得后传剧情真的好，就是这鬼畜三连真的受不了啊…
败也悟空，成也悟空
剧情超好看
好看的
秦叔宝
不苟言笑
开花
横冲直撞
当时超喜欢看
一直觉得神剧，脑洞极大
改变不是乱编，细说不是胡说
其实挺好看的，就是打架太闹心
小时候觉得很可怕 
劝风俗女子从良，拉良家妇女下水
小时候很喜欢这个剧
他不是女娲石么？？？
故事好
除了鬼畜太多，剧情是真的好
我记得当时我和奶奶一起看得，最后一集哭惨了
ED好听
西游记后传没了鬼畜情节叫石敢当
谢逊！交出屠龙刀
你们先打，我去把个妹再来参战
小时候可爱看了，歌曲都很经典
鬼畜届的始祖
我不入地狱谁入地狱
不苟言笑确定不是演员面瘫
哈哈哈笑死我了
好看！！
真不觉好看
哪些小兵是杀马特始祖
很棒的阴谋感
是斗战胜佛了呀
也是上映的早，不然早该被逼谢罪了。
不去掉也很好看，鬼畜镜头并不影响剧本的优秀
说解读过的就是跟风黑这剧烂的
超爱悟空，全程智商在线
喜欢后传所传达英雄主义以及对反派的多面刻画
第十七颗舍利子
新倚天分不出来的建议看看眼科，别跟风
这段哭了！我妈抱着我哄了一下午
 找到让你发抖的男人
别的先不说，贡献了很多好听音乐
无天这段故事非常好看
面瘫
这个观音姐姐也好漂亮。
其实动作设计还是很潇洒飘逸的
自带鬼畜的神剧
这部剧的女主女配都好漂亮。
这才是佛呀！拥有无上大乘智慧的佛
改编不能乱编
剧情确实不错
三界有难如来投胎谈恋爱，灾难离去如来会来当老大
好看
此去踏破凌霄
UP主每句话尾字都是降调
谢逊是你？
石破天我看到你了！
零头不摇晃就更好
废话，佛祖是第十七颗无骨舍利
战斗力5000?
霍霍，这文案
石敢当的剧情？
去掉电视剧中重复的武打动作可以缩略十集八集
战斗力梗的演员
我当时就感觉哪吒喜欢悟空
这就乱讲了，倚天几个女角真是各有特色了
我一充钱，快乐7天太真实了
hhhhh
如来这是渡红尘，人间修炼
这个版本悟空好像连反派boss的手下都打不过反派真的强悟空这么厉害都打不过
对，这里他死了的时候我哭了
这个悟空在这个版本中最聪明的
神作
开花吧
Bbbb了那么久还不进正题？？？
满分作文
新滤镜传奇
鬼畜鼻祖
这个电视剧我真的看不下去！重放辣眼睛！
西游宇宙！西游英雄
这个音乐响起来真的受不了
不是你这前戏也太长了吧
小时候我记得在恒阳家看的
我还没开始充钱，你就已经倒下了
说实话剧情不错 但打斗是真垃圾
满满的回忆啊
剧情无敌
他是最后一颗舍利子
这剧里的好多新设定 也是有理有据
都给我哭
无骨鸡柳
满分作文
主题曲刘欢片尾曲毛阿敏
这几年如来太坏了
就西游四人至善
西游五人至善
现在三遍鬼畜看到晕๑_๑，如果出个不鬼畜版本我买爆
几乎？？？？
这个就是讽刺现在社会
这部绝对有哲学意义编剧很牛
我欲充钱，快乐七天
最帅的孙悟空
无天至少不虚伪，全剧就没看到他杀一个人或者神，
不好意思，我是真分不清
可以啊
片尾曲太好听了
说新倚天可以的那是真的牛皮  
当时就觉得这部剧就很诡异，小学生看不懂
石敢当和西游记后传一个编剧
悟空道人
好看啊
他是李连杰魔教教主里的少林龙爪手
那猴子还有猴子的灵魂吗
我超喜欢
小时候看可恐怖了d(ŐдŐ๑)捂着眼睛看完的
去掉鬼畜莫的灵魂
是你 金毛狮王谢逊
凑时长集数没办法
这部不错的，除去回放很好看的，
谢罪就完事儿了
谢罪
谢罪
你这解说 详略安排不当
去掉回放就不好看了
我一充钱，快乐7天
看过，无天佛祖印象深
面瘫版悟空
石破天就很厉害了
头条就有剪辑版的吧
非常非常简直就是good
拍成电影系列不错
都是如来的阴谋，除掉悟空和无天两个心腹大患
最终还是那些还是缘
当时觉得挺好看的了看好多遍都没腻。。。
毛阿敏大神啊
黑新剧已经成为政治正确了
我还没倒下，你就用力了
这个确实好看，不过鬼畜是因为当时资金不够
曹荣，那个魔教教主里的那个战斗力几万的
扯淡
谢罪警告
反动的歌词
套你猴子，这个当初很火好不好
悟空在的，别闹，又没死喷啥喷
当年超喜欢看
这才不是我心中的孙悟空，我心中的猴子只有一个，那就是齐天大圣
他都成佛了，难不成还要像个野猴上蹿下跳?
文案可以啊
文案可以啊
我的战斗力只有两千，他起码有一万以上
我一充钱，快乐七天
提示 优酷搜索无鬼畜版 有全集哦⊙∀⊙！
我天，全是戏啊
这剧情做的真的厉害
无天就不可怜吗
不鬼畜就是神作了
六耳猕猴就是孙悟空自己啊，孙悟空的自导自演
谢逊，是你！
便一去不回
谢罪警告
昊天大帝
可能一集10分钟就完事了
这句话说的太好了，他成了真正意义上的斗战胜佛
孙悟空柯南
那个时候不回放时间不够不给上线
看看
相思，！！！！好听！！？
猴子都盘
一套3连击
改编不是乱编
哪吒
剧本太好了
去掉那鬼畜的打斗还是很好看的电视，剧情什么的都不错，除了反派手下傻了点
谢罪警告
谢罪警告
反而我倒喜欢后传里特效，有种古典真实，反感现今伸手遍地能日天的大招们！
说起来不是有火眼金睛嘛 这才是编剧上线的剧情
你自己看一遍就知道解说其实很中肯
那图鲁的等等我！打狗棍要看吐了
我还没出力 你就倒下了
去掉回放就神剧
就是刘欢老师唱的
只不过是佛那边的一颗棋子而已 
三连了，up辛苦了
生气得长出头发来
666
这是电视剧鬼畜，大规模
舍利尊王佛
没得灵魂了
没了猴性了
还记得有个妹子睡一觉割一个手指头
等等，突然觉得，这猴子是不是卢小鱼呀？
当时特别喜欢看
说实话一个动作重复3-4遍的菈姬片
编剧都没有才了
张卫健的孙悟空
封神演义烂的一B
特效留在十年前
好片，只是现在拍不出来这种片子了
石敢当就是抄袭的这部剧，一毛一样
我有两颗无骨舍利
认不出来 你自己脸盲甩锅演员？拉不出屎赖茅房？
就是鬼畜太多了，我当初才放弃追这个剧了
这个猴子超级苏
谢逊原来是无天转世
开花
两开花
bgm是真的好听
如来倒好 啥事不管 照常当如来
45集，除去回放20集
我也很理智你文本很厉害 我只夸这一点
石敢当………
剧本都是钱雁秋写的 
玉帝本来就这样
无骨舍利 孙悟空
八千一万的那个等等我
和神探狄仁杰一个编剧导演
结局爆哭
最后还是活了
后传的很多配乐都很好听!!!
满分作文
这不是迪克牛仔嘛？
酒杯中好一片蓝蓝风光
石敢当了解一下
我已充钱，快乐7天
西游记后传告诉我们，要想整倒一个男人就得送他一个女人，这句话是正确的
18吧
阎王的你笑死我
十八颗舍利子
开花警告
跑题了吧兄弟，你是欺负我不认识中国字吗
禅宗欢迎你
改变不是乱编 戏说不是胡说 
当年特别喜欢看这个剧，虽然重复镜头违和感十足………
当年哭死我
从齐天大圣到斗战胜佛
谢逊是你吗？
bgm犯规了
很好看，这剧
好看
好看
真心有过每个瞬间，才会有故事给后人看
佛祖完美表现了盛世和尚
不是白龙马，但是演的也是一个龙太子
对，是那个测战斗力的和尚哈哈哈哈
这个真的好看呀
喜欢阿羞和无天
好看哦
我不入地狱谁入地狱，泪目
我们陕西也能拍出这样的片子点赞
老舅
godv
石敢当是导演自己又拍了一遍
鬼畜始祖
无天的表情很逗
新倚天屠龙不算结局还挺好看的
唯一会打架的唐僧
我妈之前天天看，翻来覆去的看
超好看
东方姑凉还可以的
我不入地狱谁入地狱
谢大脚
啊，这个bgm
我欲充钱，快乐七天
一直没觉得好看啊，小时候看这个都是要吐的
其实我挺喜欢无天的，尤其是白无天
阿婆猪，实在是没啥蔬菜了
小时候最喜欢的剧
说实话，剧情感觉还可以
鬼畜始祖剧  说实话 挺好看
石敢当的既视感
满分作文
石敢当之雄峙天东了解一下
我的战斗力只有八千，他至少在一万以上
那姐2333
新倚天还行
好吧，我承认他是我童年的一部分
所以 点题之处呢
我小时候一直以为演孙悟空的是甄子丹。
去掉回放，倒是短了很多
黑子挺好看啊
五官不一样但是脸型基本差不多
哭了
剧情很好的
那估计拍不了十集
怪不得当时里面我最喜欢的就是悟空
先开花！
开花
我想搞笑 你在这给我煽情？
都是胡编乱造的，你还总结了
多少年前的剧水平这么高，反观现在真是越来越垃圾
。。。
童年最爱啊啊啊啊
佛是不会消失的
主题曲刘欢唱的
金吒是灵儿演的
改编不是乱编
肯定好看
妈呀头皮发麻了
片尾曲:《相思》，一直听到现在
和石敢当一个剧情
谢逊老贼！
不好看
。。。
鬼畜界始祖
私李！谢逊！
斗战胜佛唐三葬
谢罪
斗战胜佛说起来不是个战神么
如来：我回来了，你们怎能就打完了？
这就这样化身修罗了？
像这种优秀的改编六老师就不批判
剧情真的不错
我觉得好看
毛阿敏，《相思》
去掉是真的有意思，问题是没去啊
OP刘欢，ED毛阿敏，也是神仙配置了
结局哭了好久
无天很有人格魅力
空空空
南无大圣舍利尊王佛
这剧情不错啊，以前看的时候才一年级，根本不懂剧情
新倚天好的啊，赵敏是我认为最好看最符合原著的
99090 0
风俗行业可还行。。。。
小时候最后看到这竟然哭了
义父！！！
南无大圣舍利尊王佛
这剧最神的是代入了佛教的阿修罗界
这部戏只是添加了高法连和满天花雨而已
正因为去南海多了，才了解菩萨，所以很快就发现是假的
这里真的看哭了
小时候我以为踢了三次脚
真的是童年
以前的电视剧比现在好看多了好吗
最强战力唐僧
没有灵魂
挺喜欢里面的剧∴
为什么越看越像卢本伟
经费用来请歌手了
呜呜呜呜呜呜
快乐七天
片尾曲很好听
小时候真的好看
等一下 这个语调发音怎么跟越哥说电影的up那么像
那时候看的是真累的，真的是剧情才支撑看下去的
无天是真爱孙悟空，不然孙悟空早就化舍利子了
孙悟空假冒龙太子应该是致敬孙悟空演员在西游记后传里饰演过龙太子吧
黑袍是六耳猕猴
最后悟空圆寂成舍利后又复活真是又哭又笑了
无天的坏也挺正派的，不卑鄙不无耻。
鞠婧祎完全没资格做白娘子
无天大战如来（你在暗示我韦神和胖将军）？(ಡωಡ) 
我宁成魔！
即使有鬼畜也是神剧
面瘫孙悟空
无天超帅…
我欲成仙 快乐齐天
鬼畜鼻祖
刘欢好评
起自闹天宫，终于护天庭，从来处来，到去处去
孙悟空就是中国的超级英雄
新倚天的谢逊？
好看呀，BGM放红豆呀
好看
这部没有开花，可以的
是你，龙爪手
是你 谢逊!
如来为了坐玉帝的位置 安排了一切 可以最后大圣复活他没算到
仔细听！这一声期待好像rap
把无天放在“起点”里，就是个主角的模板
解说特别好！
就是这结局想起来我就气啊
悟空成长了啊
哇的一声哭出来我的空空啊
哇的一声哭出来
等等。。是不苟言笑还是面瘫。。。
我套你猴子
新倚天你是没看吧？人物刻画不要太好，比原著翻拍好看多了
这个跟卡卡罗特很像
肯定好看啊
如来凭什么做如来
无天前身是紧那罗
孙悟空自燃把我看哭了都
整容脸傻傻分不清
这是最卡的一部电视剧
灵儿~
过去很喜欢看啊
这部也翻拍了，不过换了猪脚
后来又去找了该剧。因为那个鬼畜 和画质还是看不下去
这个悟空应该就是倚天屠龙记那个  说自己战斗力只有8000
这如来真不是个东西
我不入地狱谁入地狱
结局的时候哭惨了
斩三尸返先天 
后天不是活了吗
悟空成佛了，法力无边加之大智慧
这里哭死了
ed相思吹爆
老子当时真的看哭了
去掉回放是个神剧
官方鬼畜
这里面的孙悟空就是智商担当
biubiubiv
头皮发麻+1
会吐血的悟空
看过
小时候玩的再高兴，只要一听到电视剧开始的声音，所有小孩就都跑回自己家看电视了，当然也包括我
悟空就是第十七颗
没错就是西游记里的三太子
渡我不渡她___无天
最后成祖佛了
小时候感觉挺害怕的
？？？？？突然成长向？？？
这部戏其实是如来借无天之手，干掉了三界中对他危难最大的孙悟空，本是女娲神石，岂是后天塑造的身体能媲美
当年西游记后传设定挺好的
真的分不出来
挺好看的，剧情不错
小时候超喜欢
成功
渐渐偏离主题
最强的一版孙悟空
原著悟空也是理智的
最帅唐僧没有之一
跑题啦
这里的猴子貌似是西游记里的小白龙
感觉悟空的行为应该大部分是人的行为
可以看出大师兄是真的成佛了
神奇的画质气不气
好久没看
可是我喜欢鬼畜啊√
优秀
声音很有磁性
我觉得新笑傲江湖挺好啊，陈乔恩非常好看
成佛之后，猴子都经历了什么
阿羞怎么有点像波多老师
红豆升南国
喜欢
"都是渣渣(﹁""﹁)"
我看过
倚天屠龙记每个角色都很好认啊 为什么要这样黑
石敢当是同一个编剧- -
去年又重新看了一遍，好看的不得了
有些人以前是无天，现在是金毛狮王
这里看哭了啊。小时候。真的是我一辈子都记得的电视
第一代杀马特
镜头转的头晕
片尾曲也很好听的
这歌真受不了，泪目
灵儿～笔友～
我就看看片头片尾
无骨舍利
花果山水帘洞里那个急躁鲁莽的猴子
长成了眼前沉稳不苟言笑的斗战胜佛
这个解说是认真的吗
黑子
片尾曲和片头都很容易记住
这个BGM听泪目了
这更bgm 是什么鬼
刘欢毛阿敏，足够了
我要去刷一下小时候的电视剧
故事剧情真的好
新笑傲江湖当成大话笑傲的话还挺不错的
颈椎不太好的孙悟空
认不清？
啥玩意？
知己好
当年觉得乔灵儿好帅啊
我一充钱，快乐七天
悟空就是个直脖子
谢大脚
本来就是刘欢
我记得最后一集我看哭了来着
谁能没听过啊
我也撸过
石敢当编剧同一人啊，钱雁秋
还剩三集
应该可以缩减到15集吧
总有故事让后人看
你们真的以为以前没有滤镜了
斗战胜佛！
好漂亮啊
阿羞也很漂亮
对对。这里当时真的惊叹猴哥的智慧
当场圆寂
我可以
我可以
戏说不是胡说
新喜剧之王
相思
开花就行了
毛阿敏的相思
这部片头和片尾曲也是经典
相思
最后的时候孙悟空还是把我感动哭了……
我只想知道乔灵儿有没有上了谢大脚
好好好好好好看
我若成佛，天下无魔。我若成魔，佛奈我何？这话说的原来是无天。
泪目
什么叫和，这部剧先出的好吧。再说同一个编剧
话说，东方不败真的刺绣很厉害啊，原著里他的武器就是绣花针
诚意在哪，你看这个孙大圣什么时候换过表情？
真的很不错，同时也是鬼畜鼻祖
我怎么老感觉你在念rap
记忆深刻呀
新倚天很不错啊，女的一个爱一个好看，而且都不是网红脸
我不入地狱谁入地狱，谁爱入谁入
我欲成仙，快乐齐天
石敢当那个，这个剧跟石敢当是一个编剧
六道轮回，十二缘起
石敢当的麻烦走开，不知道那部剧是仿的这部吗？
那图鲁不要走ヽ(≧Д≦)ノ黑木蛟不服
这个翻拍叫做成长？别的剧翻拍叫做不尊重原著？你不是为黑而黑给自己涨粉？
你在说什么玩意
？？？？
当年看到时候觉得挺好看的
不鬼畜还是好看的 当年看完了
戏说不是胡说，改编不是乱编！！！
小时候觉得这个片子像恐怖片
2首歌也很好听啊
剧情非常好啊！！！！！！
还不是网红脸啊？新倚天屠龙记简直辣眼睛
新笑傲江湖好看的
我还没用力，你就倒下了
哈哈哈哈
我还没出力 你就倒下了
我不管现在这些人怎么说，我从小爱它到现在一直到以后
猴哥的演员就是这部剧和新版西游记的武术指导
我爱这个猴哥
新白娘子传奇:喵喵喵
新白发魔女:喵喵喵
这个真的好看
黄海冰啊啊啊好帅
感觉一切都是如来设下的圈套
我觉得很好看啊
新白好看
很有哲理的片子
真的很好看，剧情好看
新白简直了，我觉得在看动画片
很好看啊
我喜欢这个哪吒
我小时候就觉得这片子的鬼畜很奇怪，哈哈哈
这个假八戒真的是坑
很好看啊
相思，爆好听
当年真的哭死了
哭死
哇....哭死我了
满分~~
心疼无天
就是刘欢唱的
有点像科比啊
名侦探孙悟空
看过当时那句我欲成仙法力无边对我的印象很深
哎逝去的青春快20年了呢
霍建华版笑傲不错的
剧情很不错的
玉帝啊
最肯忘却古人诗，最不屑一顾是相思
谁稀罕你的斗战胜佛，齐天大圣才是孙悟空
我不入地狱，谁爱去谁去
选角也很好
当年就是被特效劝退而错过了听说很不错的电视剧
没有特效？？
因为是剧场不够，不给播。又没钱了，所以为了播出才加的重播
估计被六告封了，不让看了
小时候可喜欢这个了
是他，开创了面无表情的孙悟空表演形象
现在剧情就是石敢当，没看过后传的去看看
剧长不够，没办法才重复的。剧情一流
片尾曲经典
人品太差?遇现在的大明星比起来小巫见大巫了
呜呜 刚看完复联4 想起了钢铁侠和黑寡妇  
他开创了一个动作重复三遍已显示其威力的后现代武打画面
小时候的记忆
当年就很喜欢看
印象中的唐僧帅一脸
这才是真正的改编啊
没有回放只能快乐一天了
up你这跑题跑到南非去了？。。。。。？？？？
咋觉得没有不对劲了。鬼畜一次我就得去倒杯水，生生一上午把我喝吐了
咿
好美
当时我可伤心了
很喜欢这部剧
当年就这样大家还不是看的津津有味
成佛的悟空确实该这样！
强行吐槽倚天，你说她改原著也就算了，我觉得女演员没得黑
我只记得这个结局！
第一次发弹幕
看起来挺好看的就是头晕
灵儿真帅
小时候看就感觉回放神经病啊
鬼畜鼻祖
开花
有鬼畜
满分作文
剧情真的好 原创
当时觉得很好看呢
bgm犯规啊
剧情简直不要太棒，而且当年这种鬼畜风格看着也挺有感觉
我一充钱，快乐七天
广坤
那英
妖猴
写剧本的是个大佬好不好
不瞒你说，我去年刚又看了一遍
我欲充钱，快乐七天
说实话要是玉帝，十个无天也不行
最后化身舍利子哭了
鬼畜鼻祖
那时候的技术拍成这样 可以了
当时是因为广电审核剪了很多镜头，所以才用重复镜头补充的
燃灯古佛舍利
我一充钱，快乐七天
小学四年级放的，印象深刻
这个演技还是堪忧呀
高情商的悟空
好剧，小时候每天等
刘欢
那便一去不回
昨夜雨疏风骤，浓睡不消残酒，串歌了
很火的一部让人不反感的新西游记
不是补天石嘛
没记错是成了燃灯古佛
这是地藏王菩萨的话
我以为这里讲解完孙悟空就完了，没想到后面还有无天角度的讲解，厉害了
陈乔恩版的笑傲江湖算好看的了好吧
