先三连再看
哈哈哈哈哈哈开心
徐志摩老渣男了
哈哈哈
行家啊
上期来的
梁启超怎么是这种人
舔狗
哈哈哈哈
哈哈哈哈哈
哈哈哈，确实
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
大佬
这个人说话怎么断断续续的
其实一直对梁启超印象挺好的 其本心应该也是救国吧
逐渐失去头发
致敬导师！
哈哈哈哈哈
哈哈哈哈哈
韩国偷国表示不服
哈哈哈
哈哈哈哈哈
都是大佬
书的范围稍微看广一些，自然就知道了
老师真的厉害啊
哈哈哈……漂亮国：这个我熟
哈哈哈
哈哈哈哈哈哈哈
这个老师本硕博是北师的，然后博后是清华的。2333
真有性格
戳心，哈哈
传统艺能
哈哈哈哈哈哈哈哈哈哈哈哈哈
我一口水水都喷出来了
憨坨！
66666
233333两个人三观也很合啦，跟徐志摩不是一个维度的人
学建筑的都知道，林徽因 梁思成是真的踏踏实实干了很多事的
哈哈哈哈哈哈
听完前面大师的各种宏观理论和实践总结，这感觉这种细枝末节
伟大的导师
母校
讲得好啊
哈哈哈啊哈哈
哈哈哈哈哈哈我太喜欢这位老师了
守常先生！！！
致敬
哈哈哈哈哈哈哈哈哈哈哈哈
工人到学生
哈哈哈哈哈哈
相由心生 
在加拿大被暗杀的
大师好年轻
老师好
说得好呀
哈哈哈哈哈哈哈哈哈哈
胡适只能算是个学者，不是一个好的实践家
大实话
哈哈哈哈哈
北师大哈哈哈
都是政治
谢谢老师
梁启超在梁思成林徽因1922年恋爱前，就已经是退出政坛成为学术大家了，
我家诶
好像今天的美国啊，不顾底层老百姓的生死
四郎
哈哈哈哈哈哈
哈哈哈哈哈说得好
哈哈哈哈哈
hhh说话好直啊
致敬
致敬
致敬
母校牛逼！！
我北师大哈哈
北师大确实猛
哈哈哈哈哈哈哈哈哈
握草
都不是好东西 呵呵
第二遍了
致敬导师
通透
天啊
卧槽，美国各党派啊
对
哈哈哈
康有为还不如梁启超
正是在下
哈哈哈哈哈哈哈哈
北师大这么喜欢起头
哈哈哈哈哈哈
原来是你们干的
历史的发展也是相当有趣的
致敬大佬
哈哈哈哈哈哈哈哈哈哈哈哈好
老师吐槽的好在点
守常先生千古！！！
好真实
好燃啊 短短几个字就能调动情绪
太明白了也不是好事
说得好
高
仲甫先生说的好
说的对
历史伟人的智慧不可想象
守常先生
你们确实有实力
老师讲的太好了
666666
哈哈哈哈哈
很懂了 哈哈哈哈哈哈
喜欢这个老师！
政治权力往往以复杂的面目出现
太牛了梁启超
哈哈哈哈
哈哈哈哈
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
老师好
哈哈哈
三连再看
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈云中鹤表示？
玩明白了
识时务者为俊杰
额   这到底有没有再说蔡元培
好家伙
哈哈哈
火力全开，再来一遍！
币不够了
哈哈哈哈哈哈哈
哈哈哈哈
牛逼
说得很透彻啊
说得好
哈哈哈哈
哈哈哈哈哈哈
林觉民的哥哥
林徽因真的好看
哈哈哈哈，原来如此
哈哈哈哈老师火力强大
哈哈哈哈哈哈哈
北师大牛！！！
哈哈哈
哈哈哈哈
哈哈哈哈哈哈
再来一遍
精辟
看了三遍！！！
好家伙 真敢说啊
反正都是为了国家好
哈哈哈哈哈哈哈哈哈哈哈
好好好
果然是还是广东人会做生意
当今美利坚
说到林长民和林徽因，就不得不@徐志摩
第二遍了！
哈哈哈哈哈
巨佬
好
梁前辈真是厉害的人
尤里原型
笑死
不是工人？
毒死的南瓜
原来如此，了解咋回事了
哈哈哈哈哈哈
哈哈哈
哈哈哈哈哈哈哈
再来一遍
66666666
赵贞吉
世炎的学校吗？？
我是持怀疑主义的，不能这样就否定梁启超
这些知识要更多地普及给中学生普及到课本里去
傅正老师是北师大副教授、清华的博士后，怼怼B大属于正常操作。哈哈哈哈
哈哈哈哈哈哈哈哈
老君主论人了
老君主论人了
这老师不会是清华的吧？
傅老师是哪里人？
动辄暗杀
倒是一直知道梁启超其人
这个确实历史老师讲过
下一期什么时候出
梁启超啊！破灭了
本来徐志摩就没机会 梁林都是世家
好像也不算政治联姻。
守常先生！
梁启超这么早就会搞国家主义了
哈哈哈哈确实
同盟会有点日本黑道背景，起初目的是“弱清”
哈哈哈哈是北师大啊
正统跟道统
宋教仁。。。唉
北师大这么厉害啊
再看一遍
这老师资料是很干货，但事情没想明白
传统艺能！
北师大决不屈服
这TM是舆论战啊！
北师大还有这光荣史呢
就喜欢老师这点名直面怼
还真不知道这些
徐志摩算老几 老师口头禅 哈哈哈
哇
刷新认识了
不是从青岛开始的吗
局限性
哈哈哈哈哈哈哈哈
北师大
犀利
这给整明白了?
用词精准
北师大这传统哈哈哈哈
傅老师太直接了，我喜欢。
高
徐志摩算老几！
“识 时 务 者 为 俊 杰”
常凯申：“我…我不就写写日记嘛！！！”
刘和珍君
北大才多少学生啊
哈哈哈哈哈
哈哈哈哈
哈哈哈哈哈哈哈
谁赢，他们帮谁！
补课了
守常先生千古
能为满清卖命的基本都是投机者
北师大毕业生在听课
哈哈哈
宋教仁也被杀了
哈哈哈哈哈哈哈哈哈九敏
666
徐志摩直接垮掉
老师讲话厉害
哈哈哈哈哈
扎心了，老铁
炸弹客能搞好个锤子
不投币行吗？
随意该影片由北大赞助？
梁思成老爸-林徽因老爸，俩亲家
真*畅聊哈哈哈哈哈！太棒了！
老师讲的清楚
老师“小嘴摸了蜜”喜欢
牛啊
梁启超？
五星杀手常凯申：“陶先生，吃药的时间到了。”
《九十九度中》
人是会变的
老师国士无双
哈哈哈哈哈哈哈哈哈哈哈哈哈
这句话真是太他妈痛快了
北师大排面
真实
美利坚内行
骂的好
哈哈哈哈哈哈哈
再来一遍
这个电视剧里有说
二度
他们好厉害啊
哈哈哈哈哈
第五遍 大神怎么还不更新！
观点有点独特，过段时间再想想
守常先生
哈哈哈哈哈
美国表示赞同
国就是民啊
公知都是这样的。
北师大！
梁思成头顶放光
哈哈哈哈哈哈
哈哈哈哈哈哈
北师大 排面儿
哈哈哈
哈哈哈哈哈哈哈哈
赵贞吉
就是说的不做，做的不说
和尚
现在怎么不敢买凶了？
再来一遍
说得好
说得好啊
这我也不知道
哈哈哈哈哈哈
前后不一，小人行径
听着真过瘾，梳理了历史
哈哈哈哈哈
哈哈哈哈哈哈 过瘾
哈哈，精辟。浮一大白，值得喝一杯
高情商
23岁的大佬
哈哈哈
爱美丽看
梁启超创立
太牛了
这么硬核的知识，居然是免费的！！
哈哈哈哈
呵呵哈哈哈
哈哈哈哈哈哈哈
专门回来看
这事欧美媒体帝国熟啊
徐志摩算老几
这理念也太准确了
民权指的自己是民
哈哈哈哈哈哈
那必须啊
卧槽  哈哈啊哈
66666
xs
任公的思想确实高，忘我为国。
哈哈哈哈哈哈哈
还有特务，想想郭沫若被特务打，就有点蛮搞笑的
和哈哈哈哈哈哈哈哈和
我以为是北大的招生广告
美国表示：这个我熟
守常先生
正如二战美国出力最多的言论一样，北大名气大，话语权大
这不苦一苦吗
毫无敬畏
哈哈哈哈
达瓦里氏
北师大牌面
哈哈哈
哈哈哈，牛逼666
李鸿章也是皖系人
哈哈哈哈
我师排面~
北师大吧
北师大狠人
守常先生千古！！！
胡适别提了好吧
哇哦
北大名头响啊
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
师爷是装糊涂的高手
川皇连连称赞
戴笠。暗杀的神
哈哈哈哈哈
守常先生
只有谭嗣同一个真君子，可惜。。。
哈哈哈
哈哈哈哈哈哈，听的舒服哈哈哈哈哈
这老师我喜欢
先生！！！！！！！！！
历史上理性的。
历史是理性的。
日常鞭尸
母校牛逼！
正确的
来了来了
呵呵哈哈哈
别看到一番话就重新认识一个人，了解梁启超的进步性也要懂得时代局限
林长民是林徽因的父亲
林徽因和梁思成是恋人、夫妻
徽成恋爱后林长明希望两人定娃娃亲
两人相交七年才结婚
再看一遍
来了
哈啊哈哈哈
哈哈哈哈哈哈或
说得对！！！！！！！！！
哈哈哈哈哈
知道林徽茵，其他不知道
你站在后世说风凉话倒是简单得很
老马基雅维利了。
古来英雄多寂寞
紧要
可以过渡到美国两党制（
守常先生千古
梁启超去了一趟美国，活明白了算是
马布里（玩笑）
这个反覆无常又之心不变就特么很迷！！！
这不是美国嘛，美国黑帮变成政客党派
没有那个能力知道吧
""
这能耐也不小
这个做法是正确的
徐树铮的评价两极分化
从龙之功
专业，一切都信手拈来，太强了
清末民初都是一批屑人，只有那个男人从未改变过
大屑人
这新大佬厉害啊
想死你们了
这位小老师讲的真不错呀
这个系列是真不错
哇塞 莫名觉得这番政治斗争挺厉害 
完全不顾普通人
哇
小时候都没听懂，现在听着很清楚，谢谢老师
一时不知道该称研究系为投机者还是爱国者
美国人估计都还没学会自己的政治体制还能这么玩
密集输出
本来就不对付，互相穿小鞋
哇历史书上讲的太简单了
一箭双雕啊
河北、安徽的近现代闪光时刻？？
都是一群烂人啊
两群猪仔233
这些所谓上流知识分子完全只顾自己家族的利益
还有其他人，不过他们太早挂了
守常先生也没变过
wow
这就是党派斗争，还是封建士大夫那套
建国的正确历史全是一步步试错试出来的
这么少弹幕，没理由啊
老师的逻辑好清晰
也许可以说他们都是按照自己的想法挽救自己的国家？
讲的深入的历史书很多就是太枯燥了。很难看下去特别是北洋这段历史
都是算计
学习
人性是复杂的。。不是简单的好人坏人
好家伙
哈哈哈哈
梁启超也不是什么善男信女啊
历史真的是难懂
好家伙，是真的乱
小徐
所以说 历史啊 真的太重要了
一切都是复杂的
段祺瑞好勇嚯
严复大佬
嗯
哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈哈
哈哈哈哈哈哈哈
大佬厉害
哈哈哈哈哈
冯巩！！
还有千千万万牺牲的烈士们，人民才是历史的主人
这老师讲的好(✪▽✪)
好家伙明白了
歪果仁
真实历史太复杂了，
中间产物
就像现在美国
利益集团
原来如此！
好家伙，明朝
人性真复杂
看来，怼人厉害，是大佬们的标配
什么居然在外国人那里？
666
历史很深的
666
哈哈哈
交通银行是不是这么来的
不要借那是个狼子野心的家伙
菊人兄
都在听课
真实的历史，符合人性
难怪我国有那么多“交通大学”
这人腻害啊
笑死，根本没有钱
哪有时间发弹幕，怕稍不留神就听不懂了
同归于尽了么
骑墙高手
半封建半殖民地你当开玩笑的啊
所以老话说玩政治的都脏
难啊。
他们都不是单纯地为了拯救国家，真正的理想主义者大公无私
清末关税就不在了，那个是给洋大爷赔款最稳定的收入来源
所以交通大学才能建起来
.
梁启超 手腕很高明啊
？？？！！！
哇
大佬能否常驻？
老驱虎吞狼了
但是妥协性太重了
研究系，究极骑墙大师
驱虎吞狼
好家伙，文人政府在那个时候注定一事无成
小徐
原来如此！
以前的初中历史教科书就是这么说的
研究系本来就有救亡理想，但是做派太投机了
五路财神
就觉得自己聪明，啊哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈  怼的漂亮
统一是符合中国国情的，但统一力量进不进步太重要了
我去
恶心
半殖民地半封建社会不是说着玩的
这些人真是只顾个人利益
关税
大佬常驻
段祺瑞手握十万大军在天津组织讨逆军
冯巩跟他太爷爷太像了吧！是太爷爷吗？
转折算吧
张勋：
张勋：你们觉得很幽默么？
污妖王：我必须存在？？？
wow
矛盾的转化
董卓直呼内行
张勋:小丑回魂
哈哈哈哈哈哈哈哈哈哈哈根本没有钱
人无完人啊
就是无根基
完全听不懂了 好晕嘤嘤嘤
这就是政客
这就是作茧自缚
淦
两群猪仔可还行
可以说是当代人对推动时代进步方式的各种尝试
老美直呼内行
哈哈哈哈哈哈
这波操作在平流层
这是真骂
借了不还呗
交通大学的交通不是那个意思好吗
历史果然是错综复杂的
我去，这不就是汉末三国那群世家玩的手段吗？
交通银行为啥四大里面第五呢  就是这原因
张鹤伦么不是
这么复杂
原来如此，
黑社会
曾祖父吧，确实有八分相像
只要有物种存在，那么就有个体利益和团体利益。
交通银行
唯利是图
妈呀！大家都是演技派！
权力的游戏-北洋纸牌屋
权力的游戏-北洋麻将桌
一个国家的事情哪有简单的谁是谁非
好家伙！
大佬厉害！
这段剧里有
是
可军队还在军阀手里
冯巩
人都是有两面性的
这段历史比教科书写的复杂的多
何进：俺也一样
那可是乱世啊  那会有书上写的那么简单
小扇子
这些人虽然有相对进步的思想，但是缺少力量，在行动上必然有意无意的依附于强者
这也算是抓住了当时的病根
问为什么关税在外国人那的好好学学历史，中国近代战争赔款都是用海关关税抵押做赔款的。
这个老师讲的真的好
哈哈哈哈哈
666
交通大学就是交通系弄的
我成替身了
哈哈哈
牛逼
冯巩祖父
老狐狸徐世昌
老师慢慢说
这。。。
脚踏实地的理想主义者，真的不多，是少数人
说的太好了
驱虎吞狼
晕了晕了，玩不了政治
驱狼吞虎
借钱
吃果实
态度转变
群龙无首
后视
怎么感觉像是东汉末年一样
这跟美国建国的资本家为自己的利益很像
驱虎吞狼
你再看看交通大学的历史，本来就是交通部的下属，后来附庸风雅而已
全是政治，都是历史
跟不上了已经
当时大家都在用自己的想法救国
哈哈哈哈哈
他们也是按照自己的方法与手段实现远大理想
恼羞成怒了
厉害啊
多看几遍才能跟得上
这些钱好像都没还，好像一开始就没打算还。
妙啊
请正视历史
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
太专注于听内容。都忘了发弹幕
 才认识这位年轻大神
这么一看就合理多了
是吧？
前面的朋友，交通大学的交通，最早就是这个意思
淦
螳螂捕蝉，黄雀在后。
这不就是现在的美国
收复外蒙之大功臣
乌合之众
来去之间
非黑即白是否太天真
驱虎吞狼
梁财神
交通大学就是交通部办的，交通大学后来的寓意是引申出来的
听冯巩的
哈哈哈
张勋就是棋子而不自知
曾祖父吧我记得
演钱能训的演员眼神好像啊
这波在大气层
冯巩的祖父
想死你们啦 哈哈哈哈
我理科生确实很难懂
徐公
没有把觉醒年代往后拍是给
这波是大气层
下棋
他们好随便呀
越来越觉得老祖宗留下的东西很牛逼了
张勋就是工具人吗
666
777
888
666
好复杂的政治，老师梳理得好清楚！
大佬怼人
讲得脉络真清晰，以后要常来做视频哦，加油
哈哈哈哈哈这漏洞
目的都是为了救国
是军事联合体
汪大胡子我看错你了
啊这
哇原来如此！！！
哈哈哈哈哈哈
哈哈哈白嫖
二造共和段祺瑞
淦
历史上很多人物也是复杂的
就是一群没立场的政客
哈哈哈哈
哈哈，好搞笑
牛人
小诸葛
反转
请问大佬如何关注？
这个内容量很满意，放一般讲座，能铺开七八集了
你歇会儿吧
美国玩的多了
哈哈哈
淦
已缓存
讲得很好，但有一个问题要注意，结合当时背景，不然不清楚的听众很容易下简单结论。
。。。怪不得
财神爷
这就是政治
有啥好笑的？
干货满满，大赞
原来如此
哇哇哇，原来这样
哈哈哈哈哈哈哈
来都来了
上面没看懂的还有人以为梁启超是什么好东西么
不择手段的人
我感觉梁启超是个投机者
好家伙
一山不容二虎
段祺瑞主张参战对中国还是有力的最终夺回了山东半岛。虽然过程曲折
徐树铮收复外蒙还是有历史功绩的
卧槽！
我了个去！实在是让人大跌眼镜
一下子把这些事情给解释清楚了
合理。。
硬实力不敌草台班子？
川宝直呼内行
好家伙
觉醒年代选角真的好像
哈哈哈哈
难怪交通大学那么多
所有历史人物都是经不起细看的
！
哈哈哈
哈哈啊哈
真会玩儿
淦！
哈哈哈
