先三连再看
这......
热乎
人民万岁
6分钟！
哈哈
六分钟，烫手
哈哈哈哈哈哈哈哈哈哈
这是对的
哈哈哈哈
哈哈哈
说得好！
又重新认识了梁启超
hahahahaha
666
真通透
哈哈哈哈
这话听得舒服！
哈哈哈哈
牛批
来了
好耶
哈哈，我喜欢听这话
言论整合
+1
精彩
这才是有水平的历史分析啊
政治投机而已
养成好习惯，三连再观看
这个词用的好简单明了哇
哈哈
这是大佬    大家好好学习
学习
KMT现在也那样
一点没变
康梁派还是更看中权力。康有为保皇不意外。
控制舆论
徐志摩骂骂咧咧推出了直播间
党争
谢谢老师
梁启超学的清楚
不让发弹幕？
文痞i对流氓
洪门
所以宋给祭旗了
来了
热乎
排面
哈哈
战斗力极强
志摩好惨，舔狗一无所有
来了来了
高晓松：梁启超，康有为都是妄人~
哈哈哈，确实如此
这挑眉就很有灵魂
哦豁
我的天
确实
好年轻呀
确实
hhh
哈哈哈哈哈哈哈哈
大佬，我来听第二节课
强者的造型
弹幕可以发吗
。
是
是
我喜欢这个老师怼人的劲头
哈哈哈哈哈哈啊哈哈哈，说得好
来了
哈哈
必须三连
脾气爆。。。
哈哈哈
希望傅正老师能经常出视频，您的课讲的很好
哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈
哈哈哈
再看一遍
傅正老师常驻吧
哈哈哈哈哈
真实
哈哈
林徽因真漂亮，一出来画风就不一样了
说的太狠了····
大钊先生最值得尊敬了
CIA表示洒洒水
一言不合就来黑的
太明白了
喔
哈哈哈哈
嘿嘿
哈哈哈
确实
傅老师说得太好了！
致敬导师
梁启超说的没错啊 否则就是民粹了
哈哈哈
哈哈哈哈哈
6666666
老师你来了！
看得透彻啊
这话喜欢，特别反感徐志摩！
哈哈哈哈
哈哈哈哈哈
有点君主立宪内味
弹幕看到现在真的快把我要笑死了
搞特务
一向不喜欢梁启超，政治投机主义者
给这梁启超玩明白了属于是
二刷
有如今台湾那味了
再来一遍，有点难
觉醒年代让我对近代史很有兴趣
北师大真牛皮
哈哈哈哈哈
牛批
哈哈哈哈
夺笋啊
哈哈哈哈哈
怀念宋教仁先生
这也是没有办法的呀，他是真心在救国
专业
确实，老手了
我师大排面！！！！！！
哈哈哈
我也二刷了
hhhhhhhh
好直白
没错！
哦豁
不愧是你啊老师
hhhhh
哈哈哈，对对对，优良传统一直保存到现在
666
好样的，哈哈哈哈笑死我了
真动听
嗯
6666
这个老师全程高能！！
掷地有声
气节
原来是这小子干的
来点真实的
说的是真好
哈哈哈
一样，一直对梁没好感
不错
对
老师说的太直白啦
他就是余老师
哈哈哈
大师，我悟了
哈哈哈哈哈哈
太对了
直接点赞！哈哈哈哈
哈哈哈哈实话
原来梁启超是这样的人啊
好狠哈哈哈哈哈哈
大佬挑眉
哦，还有这一层渊源，感谢老师
笑死
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
哈哈哈
这火力绝绝子
梁先生。
大佬
哈哈哈
哈哈哈哈哈
这是明白人
通透
梁启超推崇的君子豹变
谭嗣同才是勇士和君子，梁启超康有为都是算计
梁启超真懂啊
这老师太有水平了
嗯嗯
初代杀手常凯申点了个赞。
美利坚直呼内行
封面以为是尤里
没有守常先生的弹幕？
哈哈哈哈
哈哈哈
好帅啊妈耶
北师大的我瑟瑟发抖
哈哈哈
哈哈哈哈
哈哈哈
哈哈哈哈
梁启超先生好帅
三连。哈哈
全程高能！
哈哈
哈哈哈
来了来了
老师好
再来看几遍
哈哈哈哈
哈哈哈
真实
哈哈哈哈要多来点这样的老师啊！
哈哈哈哈
建党伟业
哈哈哈哈
哈哈哈哈哈
再次回来听一遍
哈哈哈哈哈
哈哈哈
哈哈哈
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈！！！！！
哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈
哈哈哈哈
哈哈哈，我同意
哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈
哈哈哈哈哈
老师好！
哈哈哈哈哈哈
说得对
全程高能
哈哈哈哈
说得好
守常先生千古
守常先生必须有排面
哈哈哈哈哈
先赞后看养成习惯
先生
任公千古
老师太厉害了
哈哈哈哈哈哈
守常先生yyds 
来了
好喜欢这个老师
哈哈哈
哈哈哈哈哈
川宝心里苦啊~
他有比较灵活的道德底线~
看电视剧的也感觉不对劲，怎么都是在说北大
说得好，不能因为北大声量大就把所有功劳安在北大头上
北师大
哈哈哈
李菁长得还真有点像梁启超
哈哈哈
又来推翻认知了哈哈哈
这么说谭嗣同死不瞑目
戴笠
拜登：说我呢？？
似曾相识
二刷，三连。
二刷
哈哈哈哈
康有为梁启超都是投机主义者
灯塔国直呼内行
《进步》
6666
哈哈哈
专业政治家
守常先生
哈哈哈，我同意
这么年轻就是社科院研究员了
哈哈哈
只要不装糊涂，我就投币
真会玩
哈哈哈
糟了我不知道
大赞
徐志摩哭啦，原来输在这儿了
不知道他，应该也知道他弟弟林觉民。与妻书的林觉民
徐志摩，情感带师，惨，哈哈
二刷
哈哈哈哈
鞭辟入里
哇操的这个美利坚好像
就是全屏贼多线控的尤里
说得太好了
宋教仁危
母校好样的！
哈哈哈哈哈
乌拉
哈哈哈哈哈
哈哈哈哈哈，一针见血！
电视剧写不了这么大框架，而且主要目的是引发当代青年共鸣，请区分史实和艺术创作
通透
这研究才是矛盾论的基本思路，对立的矛盾双方在特定背景下推动的历史事件
哈哈哈哈哈哈哈哈
推销自己
哈哈哈哈哈哈
真是玩明白了
青皮流氓常凯申
这是周润发?
感情纠纷
姜维和钟会？
明了了
欢迎老师入驻，讲清史实
哈哈哈
不止梁启超，去查查康有为叭，康有为后来更离谱…
美国：勿cue
明白人
刺  客   兄   贵   会
没毛病
哈哈哈哈哈哈哈哈
建党伟业好评
魏和尚
哈哈哈
绝了，hhhhh
哈哈哈哈哈
我靠
哈哈哈哈 没毛病
我同意这个标题。
不然呢
666
哈哈哈哈
666
师范生牛人多
哈哈哈
留美预科学校干了啥
牛逼666哈哈哈哈哈哈
一个一个骂
北大：住口
那确实
人家可是诗哲
666
向凹凸是你吗
透彻
前面的任公千古刷早了吧
绝了
谢谢老师，让我们不被迷雾遮蔽眼睛。
清北把欧美那套宣传策略学会了，然后用来对付自己国家老百姓？？
北师大历史系学生瑟瑟发抖
哦呵
这波在太空层
纯路人，请问一下原来北师大的法学系还教火法的吗？[狗头]
果然都是背后的人
赵本山演的段祺瑞我直接笑出声了
人送外号，再嫁的寡妇
儒家士大夫就是如此
哈哈哈哈“诗哲”
我的妈呀哈哈哈哈哈哈哈
魏和尚
大师
特地赶来
哈哈哈哈哈哈哈哈
@美利坚
啧啧啧
哈哈哈
广东新会的自豪一分钟
老师好
哈哈哈哈哈
政治症煸，葛民，我们不需要涂上绚丽色彩，都是生命叠加出来的
梁太天真了
学长威武
守常先生
学美国学到位了
欧美出的战争游戏就是带着政治色彩的
大桶勇
要让塔里的老师，多多出来说说
。。。
哈哈哈哈哈
笑死我了
俨然一副美国政客的嘴脸
高啊
哈哈哈哈哈
再听一遍
重复学习，向大佬致敬
北师大武德充沛
老师的气质有点像南瓜/乌鸦
梁大明白
好骂，哈哈哈哈
哈哈哈哈哈
其实伟业系列都很好看
北师大排面！！1！
曲线救国
太厉害了，醍醐灌顶
要学会变通啊
傅老师真是简单直白，单刀直入，直接给定义，初学者其实是需要明确定性的，否则容易迷失
老师讲的好
长的好广东啊
哈哈哈哈哈
给守常先生排面
行家
站台的
现在的弯弯就是如此没有一丝丝改变
【觍着脸】
热搜
来了
哈哈哈哈好狠
青帮
本来前身就是帮派势力
林徽因父亲
这不就是美利坚么
领带着
哈哈哈
飞牛?
师范大学好多人才啊
美国不就是
行家啊
哈哈哈哈哈哈
好活
呵呵，痛快
听了一遍，太好了！！
哈哈哈哈哈
Hahahahahaha 
内行
哈哈哈哈哈哈哈
阿甘正传bgm？
？
这老师不错
人本来就是复杂的
别骂了别骂了
徐志摩:你礼貌嘛（doge）
北师大牛！
要让塔里的老师，多多出来说说
看电视剧的也感觉不对劲，怎么都是在说北大
不知道他，应该也知道他弟弟林觉民。与妻书的林觉民
幸好没嫁渣男
民权（有钱才是民）
游说集团哈哈哈
孙大炮常凯申本来就是黑社会出来的嘛
守常先生
进步空间很大
整天被骂的川宝？？
好家伙
哈哈哈哈
哈哈
守常先生！
守常先生yyds！！！！
中统军统点了个赞
梁启超是褒义的“变色龙”
你在？？？不怕？
新英雄
林徽因父亲
梁思成挺帅的嘛
至今这个传统仍然在岛上2333
这是太明白了吧
你们这群虫豸
非常有限
老舍的母校
哈哈哈哈哈哈哈
梁启超
再听一遍
守常先生
哈哈哈
守常先生
老师好
啊！赞！好钟意老师这么直白！！
哈哈哈
专业
哈哈哈哈
我是北师大的学生
仲甫先生yyds
守常先生千古
公关高手
哈哈哈
徐志摩：你礼貌吗哈哈哈
人肯定会思考自己的利益得失，重点得看是怎么行动的
忍不住投币
广府人特征
徐志摩哭晕在厕所
这个老师是大佬
说得很好
原来还有这么一段历史
哈哈哈哈哈哈哈哈哈哈哈哈
开心了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
挺帅的，就是头有点秃。
前面说李菁像梁启超的。一，你不认识梁启超；二，你不认识袁克定；三，你没看过建党伟业
哈哈哈哈哈情商好低，我喜欢。
老师怼人怼的好爽
哈哈哈哈
哈哈哈哈哈哈哈哈哈
这个。。。。。说得好
哈哈哈哈哈哈
干货很多，得看多遍
哈哈哈哈
玩过p社游戏的话，基本上就是这个理，只不过游戏进行了简化
哈哈哈哈哈哈哈哈
原来如此
还行
厉害了
玩明白政治了
可怕
好
@钟声
是的撒大所大所多阿萨德
我驕傲
我师武德充沛！
顶，标题太对了
你们确实有实力
正解
高啊
你已经是一位成熟的大总统了。。。
梁启超跟他老师康有为一个德行
各怀鬼胎
说实话，实话
内行内行
保护保护
许知远 还翻译 梁启超？还好没看
台湾还是如此
很有道理
北大还行
绝了
哈哈哈哈哈
胡适呢？
纷繁年代，长袖善舞很正常。
芜湖
哈哈哈哈哈哈
致敬
谢谢老师
先生啊
哈哈哈哈哈哈哈哈哈哈哈哈
美国：骂谁呢？
哈哈哈
哈哈
好
说的挺对
老师好
为这句话点赞，徐志摩算老几！最烦这种没骨气没傲气的
哈哈哈
大佬确实有水平
哈哈哈
守常先生！
梁启超可比康有为强多了。。。
投币了
厉害啊
哈哈
哈哈哈
哈哈哈哈
这才是有水平的历史分析啊
哈哈哈哈哈
对，一渣男
说得好啊
为啥一直眯着眼睛？
梁启超是真牛批呀
致敬
@漂亮国
守常先生千古
再看一遍
绝了，说的好
确实
哈哈哈
梁启超的吧
听一遍没听清楚，再来一遍，信息量有点大
说得好
陈独秀啊
透彻
这位老师讲得超好
好！
当时最优解了吧
强烈要求大佬出合集！！！！！
蔡锷
你就是那个大胡子
哈哈哈哈，你算老几
为了反对而反对
好家伙
梁启超在近代史中起了很大的作用
门当户对，郎才女貌，很般配
哈哈哈哈哈哈，对啊，徐志摩算啥啊
女神
老师这么年轻（年龄） 只是这么牛批 可以期待啊
哈哈哈哈哈哈哈
菊人兄
哈哈哈哈哈哈哈
前面北师大的你加油(doge)
火力全开
北师大牛
美帝：你再骂！
北师大牛逼
哈哈哈哈哈哈哈哈哈哈哈
徐志摩算老几
从头梳理一下
穷则变变则通通则久
高情商：非常有限
bgm耳熟
学有所成
这么狠的话为何拿捏得如此云淡风轻
确实
哈哈哈哈哈哈哈
北师大女篮很强
徐志摩连老几都算不上！
甚至只顾个人短期利益，哈哈
帅气的大佬
不要夸张，梁启超也不至于和康有为一个档次吧？
看完忘记发弹幕了，老师讲得很好
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
说得好
好帅
哈哈哈哈哈哈
这句话厉害了
守常先生
公者千古！
哈哈哈  清华大学毕业的老师
清北互怼名场面
老师清华的
老师清华的毕业生
徐志摩地位还真不比梁思成差多少。问题是他已经有老婆。老婆有个哥哥叫张君劢，是梁启超那个研究系的后世中国国社党的发起人之一。徐张梁林相当于同门师兄妹，徐已经娶了师兄家的妹妹，还惦记小师妹，过分了。
梁启超一生反复无常，但是爱过之心不变
梁启超一生反复无常，但是爱国之心不变
梁启超一生反复无常，但是爱国之心不变
哈哈哈哈哈
老番茄？
二话不说直入主题
这个老师好毒舌哈哈哈哈哈
传统艺能
确实，我以为北大赞助的哈哈
师范武德充沛
真的不知道徐志摩算老几
再暴击
第三遍
