谢你吉言
草，我是下届高考
白嫖失败已三连
得得得得得得得得得得得得的
已三连
已三连
前面的这辈子湖南学文哈哈哈哈
借您吉言
不管，先三连
祝我们成功
已三连，借你吉言
可恶，我信了
我已经出来了
借您吉言
已三连
成功骗到三连
全国甲卷，成就大专
借您吉言
加油加油！
已三连
祝我考好！！
现在是24号00：27分，贵州考生一点成绩影都没看到
又想骗我
许愿我心仪的学校
借你吉言！
过线还愿呜呜呜
耶！
所以要读高四
是我了
借您吉言啊
哈哈哈
已三连
哈哈哈哈哈哈哈
我信了，三连了！
三连借你吉言
求求了求求了
让孩子上大学吧
万事皆顺
求求了高分
让孩子上大学吧
ohhhhh！
让孩子上大学吧
借您吉言
加油
已三连，借你吉言谢谢
就是今天了
像极了当年我高考的样子，目前研二，加油哦学弟学妹们
反弹
借你吉言！
安徽：我好像听见有人说低是吗？
已三连 祝我好运
安徽文科生哭辽
我发誓真的不是我要给你硬币，是我口袋太满了，没地方放，可恶，给你了
内蒙古一本线418
谢谢谢谢谢谢！！
还没查到
借您吉言
希望好运
已三连
河南理借你吉言
三连献上
老子上了
太真实了
，
复读的怎么办啊各位大佬
捏妈，高了30分
不愧是我
借您吉言
已三连
谢谢谢谢
江苏的，已三连，希望能考到梦里的分数
今年四川理科521……
已三连
已三连
已三连
借您吉言啦，谢谢
求好运
希望能过
借您吉言
一定一定一定！！！
借您吉言
祝我好运
挤不进去
借你吉言，一定三连
求求了让我上一本吧
好我连我连
真实
上海等我
四川文科:你再猜猜
草
xs
哈哈哈哈哈哈哈哈哈哈哈
祝我高分
明天出分，祝我高分
25号给我冲！
借你吉言！
山东人表示不低不行
借您吉言
已三连
接您吉言
去年造了什么孽，在安徽选文
哈
借您吉言
领取好运
不了不了
领取好运
借你吉言!
借您吉言！
借你吉言，球球了
已三连
三连了
三连了
哈哈哈哈
笑死了
草
三连了
白嫖失败
借您吉言
我的妈呀我连二百五十分都不到
借您吉言
借你吉言，借你吉言，借你吉言
白嫖失败
果断三连
已三连
借您吉言
借您吉言！！！
夺笋啊，迫不得已的三连
借你吉言
三连了求好运
果断三连
三连了
祝我上六百
我们就是下一届改
已三连
好运好运
祝我们成功
白嫖失败
三连了
借您吉言
上辈子连环杀人，这辈子安徽学文​
借你吉言
！可以的
高考大捷
早已三连
耶
不管什么先来个三连吧
都能上大学，就是好坏而已。。。
借您吉言
马上连
山东
借您吉言
已三连
已三连已三连
今晚查分
吸吸吸吸吸吸
这次一定
已三连
哈哈哈好想哭
上辈子杀人放火，下辈子安徽学文
和我一毛一样
已三连，一定上岸
广东坐等
借你吉言 果断三连
祝我高分
借您吉言！
借您吉言
已三连
已三连
是本人了
借您吉言
借您吉言
白嫖失败
真实
你三连有了
领取好运
借你吉言已三连
考上了！！！！！！
祝我高分！
考上理想的大学
好运
这次一定
山东考生路过
求求了
山东的现在慌得一批
祝我上六百
一定要上一本线啊球球了啊啊啊啊啊
已三连
领取好运
今年分数线炸裂
已三连。借你吉言
借您吉言!
一段线以上，借你吉言
上岸上岸拜托了！！！
已三连
已三连，借你吉言
承你吉言
已三连
三连了三连了
广东
湖南的来了
已三连
借你吉言
湖      北
三连了
一模一样
就是今天了
借你吉言！
借你吉言
高分一定！
已三连
借你吉言
我本人
明天求求了
下次一定
三连了
已三连
被迫三连
接您吉言
安徽文科
浙江哭了
已三连，求求上600
今年更高了
借您吉言
三连了 谢谢你
祝我好运
祝我高分
借你吉言
480球球了
湖南
我就是下下阶
笑死我是下下届
领取好运
替我妹妹三连
三连了谢谢您
借你吉言!
已三连
笑死，浙江永远都是600一本，哭了
三连了借你吉言
山东七十多万考生呜呜呜呜
你忘了湖南？
安徽分数出的早，幸好我不是高考生，但我是中考生，幸好七月二号才出成绩，但我连分都没有估，幸好我考自主招生已经提前录取了
借你吉言 领取好运
谢谢谢谢~
必高分
上辈子连环杀人，这辈子江西学文
河南
冲冲冲
领取好运
吸！
三连了
考了662
借您吉言
已三连，借你吉言
湖北
借您吉言
借您吉言
哈哈哈哈哈哈
上辈子杀人，这辈子河南学文
就冲着你这句话，三连给了
白嫖失败
已三连
借的吉言
UI CUIC
复旦复旦 让我上岸
希望上630
接好运
求求了
真实
借你吉言。
已三连，希望能来还愿
2021本科上线！！！！！！
借您吉言
上500啊
接你吉言
接你吉言
上了上了
已三连求求了
祝我上本科啊啊啊
湖南四点半冲冲冲
河南吧这是
已三连
求求了！！借您吉言！！！
山东：？？？？
借您吉言
上六百
山东
640求求了
一本啊！
借您吉言
过线过线！
三连三连
湖北
山东
马上三连
三连安排
借你吉言，三连交了
不看答案太真实了
已三连！500求求了
耶
20分钟
这话爱听
ohhhhhhhhhhhhhh
借您吉言
狂吸
祝我高分
借你吉言
一本过线
三连必须
三连了借你吉言
三连
沾沾喜气
今年是赋分的，都不奇怪
三连了
已经三连，祝我上岸
三连了
借您吉言
啊啊啊啊冲
三连了三连了！！！
上辈子连环杀人，这辈子安徽学文
三连了
已三连！！！
没考上一定是因为出分了才看到这个视频
直接三连
已三连
高分上岸
河北
暨南大学球球了
安徽：想什么呢
三连了
一定上岸
明天查分，老天保佑，敬上
承你吉言
550  湖南理科   求求了。。。
福建2022分数线拜托低一点拜托拜托
550   求求了   湖南考生
江西哭泣
上辈子杀人，这辈子山西去年学艺
被迫三联
祝我高分
啊啊啊啊啊好紧张
给老子上520啊啊啊啊啊啊
借您吉言！！！！！
高三打基础，高四985，高五清北复，高六命题组
压根没有答案
祝我高飞
上岸了 兄弟们！
已三连，借你吉言
求600分
530求求了
借您吉言
已三连，求求上个一本
借您吉言
明年再发一次，可以各种套娃哈哈
赶紧三连
不我高
300+求求了
已三连
三连了
本一大学求求了
借您吉言
好活
已三连
已三连
接你吉言
领取好运
太吓人了，马上分就要出来了
谢谢谢谢
985，985
哈哈哈哈哈
安徽直接起飞
祝我考好！
借您吉言，已经三连
借您吉言
耶！
福建拜托了
借你吉言
白嫖失败
一本啊啊啊啊啊啊
一本啊啊啊啊
领取好运
必高分
贵州笑笑不说话
天 津
yeah！
山    东
已三连
借你吉言！！保佑我这次高分！！
借你吉言，三联了
借您吉言
已经三连 借你吉言！
江苏
青海真相了
已三连，希望中考也应验
借您吉言
已三连
浙江
借您吉言！一定能过线！
三连了三连了
借您吉言
450++++
三连，借你吉言
祝福我！！！
山西
己三连，借你吉言！
三连了，借你吉言
湖               南
高分高分借您吉言！
上辈子放火杀人，这辈子湖南学文
谢谢
希望希望希望600！！！
考上福师大
六百冲冲冲！
借您吉言
求你了
云南省文科一本线再创新高，是要让全大山的孩子走不出去
三连了
祝我高分
福建
三年
一模一样
明天查分，老天保佑，敬上
三连了 三连了
耶！！！
确实
河北
三联了
665路过笑笑不说话
祝好祝好
湖北
已三连
已三连
借您吉言
500+求求了
山东
第一志愿看看我！！让我390！！！！
已三连
上岸
接借你吉言
耶————————————————————！
这届低，让下一届怎么办(Ｔ▽Ｔ)
我高考633分哈哈哈
我安徽文科
耶！！！
被迫三连
已经三连
已三连
550+，求求了，跪求，呜呜呜
借你吉言！
领取好运
我过啦一本线45
借你吉言！
耶！借你吉言！
三连了
好真实哈哈哈
借您吉言
达拉达拉～
已三连
借你吉言！
这次一定
已三连，借你吉言！！！！ ！水考必过！！！！！！！！
已三连
浙江
被迫三连
已三连
上辈子连环杀人这辈子安徽学文
山东
真实
借您吉言下届就改了
借宁吉言
已三连
第一次三连
三连了
山东争点气啊
哈哈哈
上辈子连环杀人，这辈子安徽学文
借您吉言
三连安排
湖南
借你吉言
已三连！求过！
确实是我
已三连，明天还愿
山            东
已三连
借你吉言，求求你让我上500
借您吉言
希望能进命题组
我求求湖南不要争那个用来出殡的c位了啊啊啊啊啊啊啊啊
云南师范，求你！
北京
530求求了
我要一本aaa
浙江
这。。。正好我们初三这届
570
唉，我这一届是教材改前的最后一届，意味着我没有高四985的机会了
已三连，570球球了
已三连
耶耶耶
浙江考生笑了
求求啦
已三连，求好运
580
三连了，不过中考算不算
山东
借你吉言！！
借你吉言
三连了求求500+
借您吉言
借你吉言 三连了
三连了，求高分
320求求了
湖南五点半出现在是五点 半个小时后我来
借你吉言
三连了
借您吉言
村民新闻
三连了
已三连
480求求了
江苏理科本一线501
湖北
球球了！！
三连奉上
我也没对 哈哈哈哈根本不敢
上五百
已三连
砸了就刀了你
已三连 
546好了，不多。求求了
借你吉言！！！！！
中考生借你吉言
680 谢谢
已三连
480+球球了
明天还愿！！！！
借您吉言
620球球
耶
耶耶耶耶
已三连
三连了，明天来还愿
已三连
求求了！南京大学
一定高分，一定高分
下次一定！！！
6
此生无悔入华夏，来世不当荷兰人​
二本求求了
已经三连  领取好运
已三连
领取好运
已三连，希望能过线
三连三连明天还愿
被迫三连
虽然是中考，但是三连了！
今晚查分  保佑！！！！
我不用高考，所以不三连了
湖南考生已被遛一下午
用五年寿命
2022也是
求求了
吸吸吸
比我预期高了70分！！！！
吸吸吸
借你吉言，三连求高分
三连了，希望能考上我理想的大学
已三连
三连了
哈哈哈哈哈哈哈哈哈哈哈哈哈
借您吉言
哈哈哈哈哈哈哈
浙江
哈哈哈哈哈哈哈哈哈哈
一本冲
借您吉言
这次一定
已三连
希望希望
6666
华中科技求求了
可恶，三连了
借您吉言啊啊啊啊
三连了
600+
接你吉言
好家伙去年看过了
借你吉言加油！！
河北求上605，今晚出
三连了
我要上岸。理想大学
借您吉言
已三连
已三连
好家伙 广东直接发短信
已三连
已三连
520求求了
借您吉言
三连了求求400+
600 600求求了
谢谢你
谢谢
已三连！求过！
借您吉言
保我640
三连了
哈哈哈哈
少壮不努力，老大借吉言
借您吉言
明天就能查分了 害怕。。
借你吉言！
三连已给
已三连，今晚十点还愿
咿呀咿呀哟YY呀
三年保佑
已三连
福建和广东哈哈哈哈哈哈
505球球了
430保佑
600求求了
确实没看
浙江考生在线祈福
福大求求了
福建
没错，压根没看
过一本
还愿了家人们
600！
山东
已三连
借您吉言
已三连
600加求求了
借你吉言
安徽文科519喜提大专
已三连
借您吉言
浙江考生现状
感谢up主
江苏二本线四百六。。
耶！
耶！
保佑求过！！！高分高分
借您吉言
福建福建福建福建
借您吉言
谢谢吉言
河南学文的别走，我也是【哭死】
直接三连
已三连
改教材的23届哭了
可恶，不得不三连
已三连
求求一本
借你吉言！
祝我高分
湖南
三连了三连了，求求了
600分以上！！
已三连
三连了，借你吉言
三连了
祝我高分
借你吉言！
已三连
已三连
湖南泪目
借你吉言！！！
已三连
警院求愿
领取好运
过本科线求求了
祝上岸
借您吉言
吸吸吸
我直接看哭
已三连
直接三连，球球广西文科给三区的孩子上个大学吧
生在浙江，我很抱歉
610+求求了
就冲这句话，给你三连啦！
湖南上500求求了
借你吉言！！！！！
借你吉言！
耶！！！
借你吉言！！
借你吉言
今天出成绩好紧张，什么我大二了，那没事了
求求了560
湖南
已三连
借你吉言！
三连，借你吉言
借你吉言！！
借您吉言
借您吉言
480求求了
山东18级的哭了T﹏T
已三连，借吉言
求求了一本
山东人现状
广东考生25号
600
上岸！
以三连，借你吉言
今晚球球了
600＋!
浙江
接你吉言
成真 三连呢
已三连
600+求求了
高分高分高分，录取录取录取，本科本科本科！
已三连
山   东
已三连
560+，求求了，三连都给你了
已三连
也给我一次600吧
580
一本球球了
浙江千万得是这样啊
真实
三连了
460求求了
400求求
已三连
借你吉言！
北京林业大学。
一直不懂这个原作是啥
借你吉言！！！
借你吉言！！！
600分，冲冲冲
求求求求
520+求求了
山东学长祝学弟们高分
上上上啊
你三连有了。这次一定
搞砸了回来刀你
640上岸！
已三连，借你吉言
湖南文科哭死，历史平均分46
保佑我上本科吧
借你吉言已经三连
500+球球了
三连，求上500
不信谣，不传谣
谢谢谢谢
440求求了
本科求求了
被迫三连
保佑上岸
要哭了啊啊啊啊啊啊
吸吸吸欧气
借你吉言！！
球球了！！！
河南文科一本线558！！！
说的对
浙江愤怒
已三连
啦啦啦
吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸吸
河南！！！
笑死了
借你吉言！
福     建
求求本科线求求求求求求求
哈哈哈哈哈哈哈哈哈哈哈
河南一本线高的离谱
wannengyingyu
533
630
已三连
已三连
已三连
福建
明天（苦笑
已三连
求540以上
已三连
高考610+求求了
600+吧如果真有上帝
求求了考好一点吧
考上400一定要
借您吉言
借你吉言 
ohhhh
祝我好运
好好好
中考狗卑微三连
河南理科一本线518，文科一本线558
哈哈哈哈哈哈哈哈！
这不给个三连？
中考查分借你吉言
三连了
求求了求求了
上岸
广      东
好
上一本线求求了，已一键三连
这次一定
保佑
河南专升本医学原地去世
吸吸吸吸吸吸吸吸吸吸吸吸
笑死，我们广州还没中考
必上600
山东改完了
祝我高分！！冲冲冲
明天来还愿
江苏上线417
接您吉言
已三连
高考650！
三连了
580求求了
三连了，明天中考借你吉言
扩招没扩到我啊喂！
耶
2个硬币，谢谢你
三连求高分
希望有个好分数
中山历史系！！！
三连了
借您吉言
可恶，白嫖失败，必须三连
真实
河南愤怒
冲冲冲
求求求500
已三连
可以可以
山东考生
已三连
别说没看，根本没有答案
上岸啊
三连了三连了！
借你吉言！！！！！！
希望我一会查分  喜极而泣
今晚十点！让我上岸
好运领取了
430保佑我
借您吉言
超出一本70+！求求了！
山东学子拔刀
明天实现了还愿
求过五百
已三连
求稳过500
借你吉言！！！！
已三连
400呀400
全省前一百 謝謝
yeeeeeee！
浙江
三连了啊
草
已三连
520求求
黑龙江二本线280
卧槽
三连了
已三连
河北
掩  耳  盗  铃
求求了
470
600求求了
已三连
借你吉言
610+
602
已三连
580+拜托了
借你吉言
借你吉言！
已三连
吸
一中求求了
三连了
已三连
一本线过过过求求了
山上的笋都被你夺完了
550+求求了
湖北
580求求了，一键三连了
山东考生本科拜托
求求求
梦想成真必定一键三联
求求一本一定可以！！！！
湖北
已经三连，借你吉言
江苏
祝好
这次一定
吸吸吸吸吸吸吸吸
600求求
保佑保佑
金！榜！题！名 ！
哈哈哈
保佑过二本
借吉言！！
630求求了
一小时九分钟倒计时
已三连！请求分数上612！！！
已三连
借您吉言！！！！！！
三连啦
借您吉言
已三连
480！
已三连
广东
广东！
已三连
已三连
630求求了
湖北加油！
河南啊
哈哈哈哈
561达到了自己的目标
借你吉言
浙江无遗
借你吉言
出分了，没机会了，下次一定
接你吉言
金榜题名
河北
宁大或者550球球了
三连了
耶——！
已三连
已三连
一本一本一本一本
整活这么快？
加油加油
求过一本线啊求求了
一本
550+求求了
过一本线就行求求了求求了给您跪下磕头了
已三连
已三连
已三连 领取好运
借您吉言嘞！
三连了三连了
三连了
今年江西文科线更高
祝我高分
河    南
海南善待我
球球560
保佑明天！！！
上岸呀 拜托了呀！！！
211求求了
三连保佑
已三连
一本啊啊啊啊啊求求了
得得得得得得得得得得得得得
已三连
借您吉言!
查分就高呜呜呜呜借你吉言
求求了求求！！
qq
安徽文科一本分数线560，直接绝望
三连了
求求了，中考考上海德公费生，3万奖学金
耶耶耶！！！
借你吉言吸吸欧气
保佑保佑
高分嗷一定要高分嗷
借您吉言
你三连有了
广东
河北
已三连
已三连
哈哈哈哈，压根没对答案
河南高考还愿！！！615！！
500！
三万五以下位次求求了
…我们就是改教材的那届…直接多学三四本书…………
547！
619
已三连求保佑
广东
我踏马来还愿了！成功考得理想成绩！
已三连
求求了
吸吸欧气
福建!
590+求求
已三连
上岸！
600求求了
600求求了！！！
上500求求了
哈哈哈哈哈哈
已三连，借你吉言
刚查了，502
已三连，领取好运
借你结言
真实
508
借你吉言！
480求求了
马上三连
大家别看湖南 湖南就低了三分
三连了，一本线拜托了！
借你吉言，已三连
耶！！！
保佑保佑
来还愿了！！！
全国乙卷黑龙江理科一本降了四十分呵呵哈哈哈或或或或c
没错
借你吉言了
祝我高分啊啊啊
安徽现状
666
安排上了
上岸上岸、
上岸上岸！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈或或
470
三连了
已三连，沾喜气
借您吉言
浙工大求求了
630求求了
高考高分求求了
求求了求求了
高分
山东已经改了
浙江
耶耶耶
444
浙江！！
同济！！！
领取好运
三连了，求你了
己三连
山东直呼内行
借您吉言
300＋
500求求了！
拜托了拜托了
25号福建一本求求了
本科本科
07年有幸见证了一本线595
沾沾喜气
借您吉言
已三连
600+求求啦！
借你吉言，虽然是中考
已三连
河南的2023届不能复读
福              建
已三连
一本求求
考上了！！！！！！
已三连
借您吉言
求求求求祝我好运
祝我好运
借你吉言
重庆大学求你了
211求求了
领取好运
中考
借您吉言
中考借你吉言
液
已三连
盼望500，必来还愿
已三连
三连了！借你吉言！！！
借你吉言
湖北
江西考生哭了
yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
三连了
560求求了
借您吉言
借您吉言
已三连
求上东南中学 保佑
580
复旦求求了 实在不行就同济吧
求求了，让我上一本吧
借您吉言
二本求求了求求了二本本科大学求求了
已三连
543
球球了一定要上好点的本科啊啊啊！
已三连，还有四小时！一名山东考生
哈哈哈哈哈。。。。等等我好像就是下下届的
600！求求了
借您吉言
福  建
广东今年更高
上个500求求了
历史中考20+求求了
借您吉言！！！！
三连保佑
622
求求550
三连了，一本求求了
云 南
已三连
中考加油，一定考上
求求
580
550
占个喜气
已三连
哈哈哈哈哈哈哈哈
借你吉言
吸吸吸
我过一本线了，我要去学医了
浙江
求求了！！
河南：别说了，别说了，不用说也知道是我
求
确实
求求本科上线
浙江今天出成绩，求求了
借你吉言！
沾沾喜气
已三连
山东
今年更高哈哈哈
保佑保佑
求求了
已三连
我也没对答案哈哈哈哈哈哈
吉言吉言
已三连
借您吉言
求求了550吧
一本求求了
每年一遍
三连保佑
山     东
630同求
500
保佑保佑啊
求求了630
630
求求了
冲冲冲630
还一小时出成绩
求求了求求了，一本
保佑保佑，一会就出成绩了
求求了
已三连
求求了山东裸分340谢谢
湖北文科比理科高66分的本科
已三连借你吉言
好家伙，山东刚看完就出答案了
求上610
借您吉言
祝我好分
山东
吸吸吸吸吸吸
最后十分钟
没事，爷以不变应万变
少壮不努力，老大借吉言
没事大家都有学校上
笑死啦
中考也要加油
盼望500
求求一中
老天爷啊啊啊啊啊
515
三连了
三连500求求了
借您吉言
三连
已三连
已三连
600
yeah
少壮不努力老大借吉言
我们学校扩招
江西真实
580求你了浙江考生wyh
哈ha
580球球了
540+
借您吉言
借您吉言
白嫖失败，早知道就不点进来了
好耶！
借你吉言后天小中考5号查分希望考好
我没有白嫖！
求求了浙江考生让我上岸吧
中考人来吸吸喜气！前程似锦！
明天中考查分借您吉言
借你吉言】
山东
600+跪了跪了
已三连
大二生求保佑期末考试
已三连
来还愿！我比估分高了36分！！！
笑死，我582
借您吉言
是我没错了hhh
借你吉言，三连了
谢谢 已经感觉考上了
哈哈哈哈哈
已三连
借您吉言
吸吸吸！借你吉言！一定会的！
河北500一定上啊！
已三连
事实证明我分不高呜呜呜
还愿，560+
借你吉言，明天120
还愿
哈哈哈哈怎么这么好笑
很不理想，才考了548
已三连700
真实
613家人们我出息了
520
山东分低了
得得得得得得得得得
已三连
660求求了
三连换示范三连换示范三连换示范
放屁
借您吉言
求求了这次稳600求求了
老天保佑中考分上440
此处歌曲： 《This Girl》 Kungs
 那个厂牌
借您吉言
草............我们这一届改
哈哈哈哈哈
河南
注会综合借你吉言！
行知一年，幸福一生
加油
笑死，广东高了15分
哈哈哈哈哈哈哈哈给哈哈哈
总结：悲 喜 交 加
360
友友们，有什么好的技校推荐一下
ohhhhhhhhhhhhhhhhh 
已三连
哈哈哈哈哈
三连了
中国海洋看看孩子吧
好家伙
已三连
600
我才初一，就不三连了
福建423
今年分数线真的低
借您吉言
广东已经炸了
河南文科一本558
求550线吧
500求求了
已三连
已三连
广科球球了
安徽的有吗？
已三连
690满足了
被清华被打报送谢谢
一本报送谢谢
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
告辞 我一上班的
已三连
期末考拜托了
三连了
我我我我，来蹭个期末考，过过过！
笑死我了
我信你一次
求求了749
江西理科本科线好低，才443
已三连
下下届猛然惊醒
我就是下一届草
借你吉言！明天数政物球球各80分
太真实了
637
已三连
可以
没事，我还早，等等，woc我下下届
男人的快乐
谢吉言，701.
哈哈哈
云南565哭了
祝自己好运
确实低
上心仪的大学啊啊啊
这次一定
已三连
三连领取好运
过线啦啊啊啊啊啊啊啊啊啊啊9月北京见
2020年学生，复读机会都没有
真实
三科350求求了
山东602
23届暴怒
青海
安徽
安徽文科更高
你在内涵我
谢
耶好好
23届暴怒
哈哈哈哈哈
中考生路过
突然意识到自己就是下下届，笑容消失
保佑我，虽然我是中考的
谢谢
已三连
21届狂喜
我就是下下届。。。
湖北
黑龙江490上211了
祝我考660以上
前来还原
广东682直接飞机上清华
高三打基础，高四985
580
580
677
借您吉言
已三连
哈哈哈哈
河南直接哭了
喵的，搞得我现在生地会考更慌了·-·
他们哼的小曲是不是one kiss?
已三连
低个屁
我220
借吉言
已三连
宁夏
上边的确实啊，就是我这届
借您吉言
已三连
565
550
三连了
期末80名啊啊啊
真实
哈哈哈哈哈哈哈哈
已三连
求求了上岸吧
求求考好
要三连给你，考好就行
浙            江
借你吉言
因为舍友都没在学校谈恋爱，所以才能上下学一起这么久
保佑
已三连
已三连
已三连
哈哈哈哈
信阳师范
已三连
无语了温岭比去年高了七十分，气死我了气死我了
660
哦，。，，，，，耶！！！！！！！
是我是我！！！
夺笋
石牌!
过几年再来
被迫三连
山东：好客山东 一本不中
救命
三连了
这东西我一看就条件反射想到中考
查过了表示不为所动
耶
被迫三连
前来还愿
山东
山东没答案哈哈
被迫三连
笑死我了
今年起码涨四十几
安全一致
借您吉言
哈哈哈哈哈哈哈哈哈哈
安徽文科生:你说啥？
被迫三连
你币有了
已三连！
明年高考的哭了
借你吉言
借你吉言
真实的故事
三连三连
已三连谢谢up主
749
确实
