第一！先收藏再看
17测控前来报道！！！
园长哈哈哈哈哈哈
粉色是文学吧好像
过两年我也要在现场
电子科技大学发来贺电
这个小哥哥带的是女朋友的送的小皮筋吧
从母校毕业1年了
上海财经大学发来贺电
好好听
好听好听好听！我要考青岛大学
太原理工大学中幸大发来贺电
一岁又一载，再见浮山，再见麦岛，再见宁夏路。
我超我超我超
上午看直播，下午看回放
第四年参加青大的云毕业典礼（doge）
秦羽墨是你吗
说出来你们不信，喔是来看看前两年那个帅哥有没有毕业
广州新华学院打卡
小姐姐超好看！！！
吴席yyds
原来是刚才发的
前面那个转头的小哥是去年维持秩序的hhhh今年也毕业了
吴席唱歌最赞！
这一切还得从那一年起风了说起
雨刷器笑死我了
那红色的是博士吗
这个小姐姐好可爱
麦岛大学毕业典礼永远不会让你失望
拼搏白天我要上青岛大学
红色大佬还没登场
四千个人
青岛大学美女好多啊
提个小建议，加个字幕，没字幕我跟聋了一样
这声音有点像园长哎
牛
因为两天一次全员核酸
哈哈哈哈哈哈哈哈哈转头那小哥哥是去年的工作人员
北京师范大学发来贺电
工科排面！！
同样是
第一排的粉领是我们经济学院哦！
园长园长
哇⊙∀⊙！这声线
哇～
在现场
哇，硕士
一年了，好想念你我的青大
计科电气，前程似锦！
你曾是少年
牛蛙牛蛙！
这世界有那么多人    活在我飞扬的青春
好听
李心怡大美釹！
工科女生！
怎么感觉怪怪的，嘴型与声音……
为和声点赞
粉色经管的
是的
沈阳建筑大学发来贺电。
最前面是红色博士？
未来美好生活的前奏
工学学士
真的是学有所成
惠州学院发来贺电
妥妥的招生简章啊
哇 我起了一身鸡皮疙瘩
都是音表专业的吗？
学子归来你们曾是少年
唱的真好
还得从那一年的起风了说起
未来可期
青春飞扬
长焦小姐姐！
明德 博学 守正 出奇
黑色是本科，蓝色是硕士，红色是博士
哥们，来我们青大吧，毕业能开演唱会哥们！！！
小姐姐好美
好有仪式感
粉色的是文科的哦 感觉小哥哥是艺术生吧 好专业的亚子！
工科的这个！小姐姐唱的好好
人工雨刷器，哈哈哈哈
青春
前方预警
蓝色是硕士服
我就是云南小山村的，哈哈
现场听超级棒
哈哈哈哈，雨刷器的，真的笑死
我迷朦的眼睛里长存
青大下一届毕业生发来贺电
这世界有那么多人
西大发来贺电
今年毕业疫情无法返校  毕业快乐
青春不再见
常让我 望远方出神
这声音爱了爱了
高能来袭
秦羽墨 是你吗
新疆大学发来贺电
眨眼已经参加了青大三年的毕业典礼了​，各位校友现在过的好吗
看飞机轰的一声去远乡
哇塞
光阴的长廊 脚步声叫嚷
两个小哥哥都好有魅力！
辽宁工程技术大学发来贺电
合声真好听
复旦大学发来贺电
宁夏大学发来贺电
青大好声音
深职院来打个卡
黄色带子是工科，粉色是理科
我毕业啦
这是真嗓子，在现场
今年怎么没有专场字幕了啊
晚风中闪过 几帧从前啊
真的很好听！
全红是院长，别瞎说了，博士不是全红
开心
加利蹲大学发来贺电
猜错主角
都是文学学士
真像园长
远光中走来2 你一身晴朗
领导在下面坐着
你曾是少年  前奏一响就想哭了
许多年前你有一双清澈的双眼
身旁那么多人
"许多年前,你有一双清澈的双眼"
不用带口罩，会场还可以这么多人，羡慕了
许多年前，你有一双清澈的双眼
可世界不声不响
奔跑起来，像是一道春天的闪电
家里蹲大学发来贺电
后面还有和声的，这有点专业啊
朋友去年在这里毕业了
想看遍这世界，去最遥远的远方
笑声中浮过 几张旧模样
留在梦田里
感觉有双翅膀，能飞越高山和海洋
永远不散场
许多年前你曾是个朴素的少年
爱上一个人就不怕付出自己一生
昆明理工发来贺电
相信爱会永恒，相信每个陌生人
河北师范大学发来贺电
好多话要讲
当我和世界初相见，当我曾经是少年
世界那么多人
可是它不声 不响
这世界有那么个人
像周也
前方核能！！！
其他学校呢？按这标准卷起来
青岛大学 不说再见
毕业快乐 LJ
在泪水里浸湿过的长吻
已经看了三届了
泰州学院
常让我 想啊想出神
真稳啊
哇！
张韶涵
是的。蓝色硕士
好帅的声音啊
好好听的
好帅的
远光中走来 你一身晴朗
厉害
是的
你曾是少年
两个男生证明他们的男女比例(bushi)
有些时候 你怀念从前日子
华南理工大学发来贺电
可天真离开时 你却没说一个字
这上海有那么多人
你只是挥一挥手 像扔掉废纸
说是人生必经的事
1
现场听了一次，这下再回头专门看个回放
酒喝到七分 却又感觉怅然若失
红衣服那片是领导呀
镜子里面 像看到人生终点
戴的相思豆
蓝色是硕士
或许再过上几年
难道我们 是为了这样
才来到这世上
每一天一年 总是匆匆忙忙
还有和声团好专业啊
你我来自湖北四川广西宁夏河南山东贵州云南的小镇乡村
每次都选到我喜欢的歌！！i了i了
曾经发誓 要做了不起的人
不好意思，脑海里想到了费玉清以及他的动作
袁恩泉你是我的神（键盘妹妹是我闺蜜！）
袁恩泉你是我的神！
只想从这无边的寂寞中逃出来
许多年前 你有一双清澈的双眼
北京大学发来贺电
说像秦羽墨的站住。
奔跑起来 像是一道春天的闪电
青大四年
作为一名辽东学院的学生，今年因为疫情没有毕业典礼，感谢你们帮我把毕业典礼补了回来
想看遍这世界 去最遥远的远方
广州大学发来贺电
啊啊啊啊青大人好骄傲
感觉有双翅膀 能飞越高山和海洋
许多年前 你曾是个朴素的少年
不错
在现场，真的超级超级好听！！！！！！
雪龙吟
这种毕业典礼我大概会哭死
硕士小姐姐好漂亮
工科生排面
这个小姐姐唱的好好听
我爱李小凡！
和声太好听了
听得想哭
电子科大发来贺电
加下歌词阿，看着难受
高能女生
加利敦唐屏学院发来贺电
前奏起就想哭了呜呜
小姐姐厉害啊
感谢野生字幕君
我直接点赞投币！
蓝色的唱的好听
电子科技大学发来贺电
幸甚至哉歌以咏志
720p有没有高清的
中间的c位好可爱
和声好听
已经从19年追到现在了！
雪龙吟！
这个声音好好听哇！！！！！
青岛大学yyds
高能
工科的小婕姐我可我可
www毕业快乐
感谢绿色字幕君
慕了慕了
因为疫情就没有毕业典礼，蹭一个吧哈哈
每年最羡慕的毕业典礼
这不比招生简章好使？
SHE啊啊啊啊啊啊啊
毕业了 谢谢青大 谢谢文传 谢谢老师们 谢谢607 爱这里的一切一切
祝大家前程似锦！！！
在现场！
中国海洋大学发来贺电
白领色医学生
好好听
毕业快乐！
键盘手袁恩泉我爱你!(键盘妹妹是我对象)
去年这个妹妹是不是也在啊
粉领：文科专业+艺术专业
应该给他们搭个舞台
这种唱歌还是要提前录好，不然现场很难听
赞赞赞
他好像知道自己毕业典礼办得不错诶[思考]​
我闻到的青春
哈工大发来贺电
SHE啊！！！
这是毕业演唱会吧天哪。
沈阳航空航天大学发来贺电
妙！
又是一年毕业季
工科
青岛歌唱大学
这个合声厉害
前方核能！！！
青春万岁
好厉害
看看别人的大学
别人的学校
蓝色和黑色衣服有什么区别啊？
邓紫棋
没戴眼镜的小哥哥是音乐学院的！
湖南工业大学发来贺电
我们学校啥也不是
雪龙吟
青大再见啊
青大
青岛大学forever 
经院加一
蓝袍，硕士姐姐
泪目了，2015年，我从大学勇敢出走
好强
把毕业典礼搞得跟演唱会似的~~
山财说，我70周年校庆都没你们有排面
起风了
母校！！yyds
咱就是说毕业典礼还是得看青岛大学！
过来怀念我的青春
看了两届了，终于轮到自己啦
来自南大的学长发来贺电！祝贺学长学姐！
河南财经政法大学发来贺电
上学真好
右边小哥哥去年站在后面的，今年坐在最前排了哈哈哈哈哈
青大的毕业典礼从19年追到现在了
太好听了
陕西理工大学发来祝福
哪里核能？
哈医大发来贺电
期待两年后的毕业！
出片了出片了
郭敏毕业快乐
青大每年的毕业典礼都好高质量啊
好好听
毕业十几年的来瞅瞅
雨刮器大学（bushi）
真的真的是真唱 现场更明显
终于有个扎头发了
新鲜的啊啊啊啊
音色都真好啊
山财别跑！
蓝翔技校发来贺电
HFUT发来贺电
一帆是你吗
霍！
青岛理工大学发来贺电
哇
八千人正在看！
上海交大发来贺电
黄色是工科
关里的老乡好，大连海事大学打卡。
一年一次啊，我都快会唱《青大之歌》了
空调房里头皮发麻
好好听
蓝袍是硕士研究生，黑袍是本科生
三年打卡
现场比视频好听多了！大家都唱的好棒！！
给青核学长打call
全场最佳
听的哭了
9000+啊啊啊啊
领子颜色是什么意思
青岛大学起风了是王炸了，后面再也达不到那种震撼了
小皮筋抢戏了
感谢绿色字幕君
西南石油大学发来贺电
陕西财经学院发来贺电
我的蛇团
牛哇
电子厂发来Offer
广东工业大学发来贺电
玩自由可爱
妈耶，这是原唱吗
辽宁工程技术大学发来贺电
隔壁青科学学
工科排面！！！
蓝色是硕士服，黑色是学士服哦～
东北大学能不能学一学，羡慕疯了
工科
这是全场最佳
华南理工大学发来贺电
安徽大学发来贺电
曾经我也坐在这里
这里明显假唱
这个和声好绝
模仿北师大的那个 你在开玩笑吗？
雨刷器就离谱
看成了青鸟大学
工科黄色 
上午在现场 下午再在b站听一遍
我鸡皮疙瘩
文学学士服
19届毕业典礼来的
粉色是文科
宿迁学院谢谢你
霍思燕
这摄影师的大炮哈哈
工科女生！！！
华北理工大学发来贺电
博士大佬
选的歌太好了
杭师大发来贺电
羡慕死了，我们只有线上毕业
南开大学前来报到
一转眼十年前的你想到自己现在的狼狈了吗
我去 牛批啊
这个声音棒
费玉清你别走
现场听基本跟视频一样 这首歌最想哭
青大出东方！！！
感谢字幕君
黑龙江科技大学发来贺电
上海海洋大学发来贺电
这哪是秦羽墨 这是蒋媛
真心起鸡皮疙瘩了
好好听啊
好听
华中科技大学发来贺电
开口跪
都是别人家的学校
哇！好强
为什么我们什么都没有
这个声音好好听
蓝色是硕士
QDUyyds！！！
我想，静静听歌，开心笑得人应该挺多
东南大学
和音好听
桂航打卡
他们在抹眼泪了 
喜欢第二个小哥哥的声音！
很多人都是今年的十佳歌手
春晚水平
天津工业大学发来贺电
后面红头发小姐姐好好看！
音乐学院是吧
这啥画质？
山东科技大学发来贺电
北京科技大学发来贺电
栈桥发来贺电
秦羽墨
好好听！！！！！！！
前方核能！！！！
齐鲁工业大学（山东省科学院）什么时候支楞起来
雨墨，是你吗？雨墨
好牛
这个姐姐声音好甜啊
好厉害
后面的座位空的和往年形成对比啊
中诚信国际报道
河北地质大学发来贺电
这才是毕业典礼 555
大家，毕业快乐
排名往前就好 整这些
好像紫宁
画质什么情况啊，720p
一个学院一首歌？
绿色歌词辛苦了
画质感人
羡慕 
毕业五年了
唱这么好？？
太好听了吧
青农大，你看看人家。
牛批！
给我雪龙吟排面！！！
青大有音乐系，不缺会唱歌的
好听
国防科大发来贺电
山东财经大学发来贺电
社团
SHE
延安大学发来贺电
毕业两年的青大学子前来报道
江西理工大学发来贺电
今年的乐队出彩
假唱吗？
慕了慕了，毕业生前来打卡
国防科大加一，慕了慕了
哈尔滨佛学院发来贺电
黑色学士学位 蓝色硕士学位
湖南社会大学发来贺电
哈尔滨工业大学发来贺电
给我看哭了，毕业一年的我看到她们青春肆意的唱着歌真的绷不住，曾经我也是这样啊
感谢野生字幕君！
哈师大发来贺电
黑红是博士 再红就是大佬了
好酷啊！！！！
年度庆典
闭眼睛听还以为是李健
江西财经大学发来贺电
我喜欢这个长相和声音我都喜欢
我们学校艺术学学士也是粉色
还有混音这么卷
昌吉学院发来贺电
终于有个黄领的了
东南大学发来贺电
每年都是经典
哪个啊帅哥在哪
今年还能毕业典礼吗
青大属实是把招生玩儿明白了
南京传媒学院发来贺电
太极路男子职业技术学院路过
每年预定节目
毕业典礼天花板打卡
邓园长是你吗
青岛大学这么棒
可是我还不想离开校园
好听唉
可是我们还没做好长大的准备
江西现代学院发来贺电
上海大学发来贺电
前方到站青岛火车站，欢迎来到我的母校
硕士
前方高能预警
山东综艺频道今天全程，你敢信？
好羡慕，还有毕业典礼，我们都没有毕业典礼
四川大学发来贺电
才貌双全啊
前方高能预警！！！
东北石油大学前来观礼
齐鲁医药学院发来贺电
曾经的美好
胸外的浩哥呢
河工大一比起来搓的无话可说
在激动的掌声中前来，在感动的歌声中离开，愿毕业的你们带着这股力量行稳致远博学，笃志，明德，求真，守正，出奇
北京大学发来贺电
小学生发来贺电
和声真好听
上海工程技术大学发来贺电
蒋媛的站住
贵州大学发来贺电
东北师范大学出场
好听
东北师范大学谢谢你
好听！
福建师范大学发来贺电
对外经济贸易大学发来贺电！
蓝衣服是硕士服
安徽工程大学发来贺电！
新东方发来贺电
招生简章！
西工大打卡
玉溪师范学院发来贺电
西安外国语大学打卡
工科
法大羡慕
和声鲨我啊啊啊啊啊好好听
粉红色的领子是哪个专业来着
小破秦发来贺信
兄弟们，这个我是真喜欢
上海师范大学，，
硕士姐姐
福建医科大学发来贺电
理学灰色哈哈哈
嘉应医学院发来贺电
中国矿业大学发来贺电
我今天也毕业了
一秒钟的李健感觉
祝贺
济南大学快点学习起来呀
哇！！！！！！
四川大学发来贺电
哇噻
学起来济南大学
愿祝毕业生永葆青春奋斗之心
青岛农业大学表示很羡慕
果然，硕士显而易见的头发少了
这个男生唱的老让我觉得这首歌该让费翔来唱，用故乡的云那个腔调
在青岛
慕了慕了
硕士姐姐
6666666
这是青岛音乐学院吧？
感谢野生字幕君
这歌很绝
是青春的味道啊！！
这声音太好听了
延安市第一中学表示完全不敢想象
鸡皮疙瘩
桥哥加油
湖南大学实名羡慕
好好听
黄V领代表什么
靠，咋这种大神都有
内江师范学院
太厉害了
广东省外语艺术职业学院发来贺电
哇
太假了吧
一年一度青岛大学毕业典礼！四舍五入我也是青岛人！！
徐医发来贺电
在现场，大合唱超级震撼
这才是我想要的大学（来自期末医学生的羡慕）
再来一遍
他的小皮筋很出镜啊
观众席里都是美女啊
毕业快乐，zyx
宁波大学发来贺电
好帅
工科牌面
雪龙吟!!!
雪龙吟
我滴天
湖北汽车工业学院发来贺电！
长安大学发来贺电
我都要
青岛理工大学发来贺电
兄弟们这是我的别抢
鸡皮旮瘩出来了
粉色是文科类，黄色是工科类
好多美女
好快，每年都看
这绝对是现场 会听能听出来
这个戴了两个串他有两个女朋友吗哈哈哈哈哈
这个经历在简历上很加分吧
领子代表不同不同学，比如工学，农学，医学
SHE啊啊啊啊啊！！！！！
哈威实名羡慕
全是文学学士
好喜欢这个小姐姐
工科生的骄傲
山东第一医科大学发来贺电
今年颜值全在和声
蓝色是硕士
山科发来贺电
呜呜呜 本来能去现场的
21届毕业生回母校看看
鲁美明年搞起来吧
贾玲？
青大高一本线20分
好家伙
南京工业大学发来羡慕
野生字幕君
排面
西南交通大学发来贺电
声音好独特好好听！！！
桂林理工进来学习
好牛啊
实力宣传
太感动了，这辈子为什么没有上一个综合性大学
这音乐学院的吧
佛山大学发来贺电
这唱功！！！
中山大学发来贺电
济大学妹发来贺电
好好听
陕西师范大学发来贺电！
我永远为工科骄傲
北京大学发来贺电
领子颜色，白色医学类，黄色工科类，灰色是理科、管理、经济类，粉色是文科
黄领是工科生吗？
哇哇哇
山东工商学院发来贺电
奶
祝我儿子陈豪毕业快乐
大家毕业快乐啊
这表妹无敌了
众所周知，青大每年毕业典礼都要开演唱会的
厦门大学发来贺电
waipa～waipa
华东政法大学路过
星星发来贺电！
不是假唱我把话筒吃了
看哭了
这歌好听！
王炸
握草
重庆师范大学发来贺电
好家伙
牛牛牛
西安交通大学发来贺电
西南大学打卡
真的像邓园长
北京交通大学你看看，天天卷综测，一个毕业典礼都办不出来
北大...............青鸟发来贺电
好酷
1220310.
工科的？！？！
电子琴都上来了厉害
为啥没名字了…
研究生
山东科技大学发来贺电
硕士耶
架子鼓，和音6666
越来越高级了
摄影更好看
还是我科集体大合唱壮观点
我们学校也想搞一场这样的555
没农学吗？
南京师范大学发来贺电
帅哦
上海电力大学发来贺电
哇！！
666
山东财经大学发来贺电
1.2w
电子科技大学发来贺电（毕业限定）
黄领是什么科的呀
黄色代表工科
张杰！
太好听啦
怎么让我学校看到这个视频
大港油田发来贺电！！
佛山科学技术学院发来贺电
粉色是社科，黄色工科，银色理科，
青大！
皖南医学院发来贺电
他居然有头绳
黄色工科，粉色文学类，灰色理学，农学绿色，医学白色
后面那个摄影师，镜头装的有问题
红色黄领，工科博士
华南师范大学发来贺电
青岛科技大学发来贺电
安徽农业大学发来贺电
长春理工前来报道
2021届YYDS
东北电力大学发来贺电
黑色学士，蓝色硕士
工科
山东科技大学发来贺电
工科是黄色
15年毕业的
川师大，谢谢你
怀念母校
长沙理工大学发来贺电
萍乡学院发来贺电
青岛大学的毕业典礼总是让人期待
东海大学发来贺电
华中科技大学发来贺电
昆明理工大学发来贺电
大连海事大学发来贺电
黄领工科
哇！！！！
华东理工大学发来贺电
北京航空航天大学发来贺电
表白字幕君。
河西学院发来贺电
江西财经大学发来贺电
江西财经大学发来贺电
华北理工大学发来贺电
爱我青大
1.2w人正在观看…
SCU快来学！！！
河西学院发来贺电
666
都没戴口罩唉，好羡慕
好好听
又有杰哥的歌！！！
年轻真好
鲁东大学发来贺电
呢个呢个，再见了相互嫌弃的老同学 ，呢首歌，也是你们学校的吧
山东帅哥美釹就是多啊
你的对门，青岛科技发来贺电
S.H.E啊，我的青春
文学艺术的粉领好好看，本硕都农学的绿领哭了
北京大学发来贺电！
工科总算出现了
兄弟学校蓝翔发来贺电
东北林业大学发来贺电
好家伙
BV1SL4y1N7Lt官方现场全程实录很有气氛
太好听了叭！！！
可惜没能考上真正的大学
NJUPT，你看看人家
九江学院发来贺电
淮阴工学院打卡
西南交通大学发来贺电
南京医科大学实名羡慕
黑色本科 蓝色硕士 红色博士 领子粉色文科 黄色理科
感觉选歌比前两次差点意思（个人感受）
真很好
感谢绿色弹幕
鸡皮疙瘩一身
连大发来贺电
华北水利水电大学发来贺电
工科的姐姐
工科排面
山东师范大学发来贺电
齐齐哈尔大学祝贺你
他像鹿晗
这不比招生简章管用
难道我们，是为了这样，才来到这世上，这问题来不及想
主持人的嗓子
好好听！！！
最佳
NJUPT没有女生，办不起来
麻的从2019看到2022了
我的毕业典礼，一个人都没有，哭了
听哭了
暨南大学发来贺电
下方戴眼镜的这个就博士了啊。。看着好小啊
青岛理工大学贺电
哈尔滨工程大学发来贺电
贵州大学发来贺电
云南大学发来贺电，每年必打卡青大毕业典礼
我猜肯定又有说假唱的怪物了
哈尔滨工程青岛发来贺电
湖南农业大学发来贺电
这不是现场收音吧
真的厉害了
25届露过
山东艺术学院羡慕死
不用感觉，就是假唱
理工科小姐姐！
毕业快乐！
火星联邦大学发来贺电
麻省理工发来贺电
我靠我靠我靠好听
绥化学院发来贺电
川师实名羡慕  我们从来没有这么浪漫过
华中农业大学发来贺电
有几个老熟人了哈哈哈哈。怎么感觉去年也看见他们了。
这位去年就参加了啊
还是2019的最好看
拍照美女
山东交通学院
安徽农业大学经济技术学院发来贺电
亏贼
北京理工大学发来贺电
前方核能
广东技术师范大学深职院发来贺电
河南大学发来贺电
青大隔壁实属羡慕了
最喜欢这首
北大实名羡慕！
莘县实验高中发来贺电
北京航空航天大学发来贺电
什么水平
连着看
欢迎大家报考山东科技大学，实力绝对碾压青岛大学
555不给我进毕业典礼
西南交通大学
唱的好好听呀丸子头小姐姐
丸子头好漂亮啊
她们的声音都好有辨识度啊
戈加.里顿大学发来贺电
东北财经大学发来贺电
凭实力刷到自己的研究生学校
中国石油大学（北京）发来贺电！
都是假唱
怎么看着比我都老
中航大你看看人家
中科院路过
河南太难了，全部提前回家
东北林业大学发来贺电
每年都有杰哥！
毕业顺利！
清华大学发来贺电
好棒啊
潍坊医学院校友庆贺青岛大学2022级毕业生前程似锦
后面那小姐姐好好看
有一说一青岛大学不缺美钕
青岛大学美钕好多
和声像李健
江南大学打卡
好羡慕这种毕业
哇哦太绝了
学位服看着越来越不顺眼了
山东理工大学发来贺电
画质差评，其它yyds
提前录好的吧
江西科技师范大学发来贺电
石家庄铁道大学，你看看天天卷综测，毕业典礼都放出来。
北京航空航天大学羡慕
天津中德应用技术大学发来贺电
兰州交通大学发来贺电
青农实名羡慕
天津财经大学发来贺电
摆交带狠狠羡慕了
哇哦美女
河海大学发来贺电
小姐姐唱歌真好听
没有毕业典礼的上大发来贺电
这个毕业典礼真的好棒！！！
忘不了那年夏天，那年的《起风了》
。
你还年少
河北机电职业技术学院发来贺电
清华大学你看看人家
山东财经大学发来贺电
今年比往年多了戏腔和小孩i
许多年前 你还是个年轻的少年
水龙吟！！！
南昌工学院发来贺电
青海大学前来打卡，毕业快乐
我的学校555
电子科技大学发来贺电
新能源科学与工程前来报道
太原理工大学发来贺电
和声太和谐了
丁老师？
北京航空航天大学发来贺电
慕了，别人家的大学
理工科
厦门3号线机电一工区发来贺电
河南师范大学发来贺电
厦门3号线机电一工区发来贺电
许多年后只剩下散光和近视（doge）
我去，眼前一亮
厦门3号线机电一工区发来贺电
全是粉领
管李周刘缪张，毕业快乐~
2020届青大研究僧发来贺电
假唱？
00后都毕业了
复旦大学实名羡慕！
西安科技大学高新学院发来贺电
画质堪忧
东北林业大学发来贺电
厦门大学发来贺电
锦州师范高等专科发贺电
厦门3号线机电一工区发来贺电
毕业快乐
我一大叔，被感动哭了，没读过大学的我，羡慕啊
河南理工大学发来贺电
16年毕业的，一晃六年过去了
忠信笃敬发来贺电
陆工大国防工程学院发来贺电
羡慕
西华师大你看看人家
山东工商学院
同济大学只能云毕业
中国海洋大学发来贺电
山农发来贺电
今年毕业，真的到了时候才会感动
666
母校越来越好
社会大学发来贺电！！！
66
南京信息工程大学发来贺电
好好听呜呜呜呜呜呜呜呜姐姐呜呜呜
菏泽学院发来贺电
这句真的好像李健！
青岛大学全国第一！！！！！！！！！11
就报青岛大学了！！！
好嗨呀
深圳职业技术学院发来贺电
在简历上一点用没有，留下珍贵的回忆和简历上的一笔同样重要
清华大学发来警告
黑色是本科，黄色是硕士，红色是博士
新疆医科大学发来贺电
太羡慕了，太爱这种感觉了
建筑大学酸了
天津师范大学发来贺电
华南师大发来贺电
贺州学院发来贺电
辽宁工程技术大学发来贺电
才发现后面有海阔天空!
随律动摇摆的系着红绳的帽子那个就是我，你能找到吗
河南师范大学新联学院发来贺电
山东体育学院发来贺电
黑龙江大学发来贺电
回不去了啊，回不去了……
海纳百川   大道致远
燃炸了
河南理工大学发来贺电
大连理工大学发来贺电
宁波大学发来贺电
山东第一医科大学发来贺电
京剧味  好爱
蓝袍不应该是法师吗
蓝袍法师
雪龙吟！！！
阜师大发来贺电
博士生
我喜欢这个
齐鲁工业大学毕业生实名羡慕
f广州大学打卡
大连大学什么时候能有啊？！？！
广州大学打卡
在这里看不到资本就是好
河南理工大学发来贺电
李健
又是新一年了
又是一年毕业季
怀念母校  突然想起毕业10年了
画质感人
温州大学发来贺电
好多江西的呀，南昌理工来凑个热闹
我们仍是少年！
江西理工大学发来贺电
蓝袍是硕士 黑袍是学士
已报一志愿了
秦羽墨笑死了
欢迎回来
对外经贸打卡！
哇
没内味啊
湖南大学发来贺电
1.2万人
宁波大学发来贺电
樱桃小发绳
多才多艺的年轻人！
海口经济学院表示羡慕
工科是黄色，理科是灰色
SHE
燕山大学欢迎你
硕士姐姐
硕士啊
黑色是学士，蓝色是硕士
眼镜弟弟好帅
百分之百对口型好吗…
上海师范大学发来贺电
是你，wei！刚夺冠又毕业？
河北大学发来贺电
连续在青岛大学参加了三年的毕业典礼
三峡大学发来贺电
我滴妈
前方核能
毕业典礼还得看青岛大学
成都大学表示很赞
币有了
双岭路师范学院发来贺电
好好听
每年毕业典礼都有神人
新疆农业大学发来贺电
石油大学发来贺电
北京大学薛世轩发来贺电
信阳师范学院发来贺电
右后方这个妹妹懵懵的好可爱啊
山东中医药大学发来贺电
TGU实名羡慕！
中国地质大学发来贺电
福建师范大学欢迎你
好听的是歌吗？是22岁的青春
中国原子能研究院发来贺电
河南科技学院发来贺电
唱的不错，可我还是想见到去年唱那首遥远的你的崔姝君!
工科排面
红头发上面的妹子好看
又是你们哈哈哈
盐城工学院发来贺电
东北大学发来贺电
换换汉服如何？
西安理工大学发来贺电
加理顿大学发来贺电！
每年都这么秀
青岛理工大学发来贺电
山东理工大学发来贺电
