NB
一个字的时值和32分音符一样
AMD YES！
芜湖
amd 天下第一
希望amd快点杀入主流数据处理市场，把n卡也给灭了！
芜湖
AMD YES
AMD驱动有问题的啊
2.2g频率，冒烟了
yes
amd yes！
牛皮
？？？？？
这频率，不舍得对流处理器？
羞辱
不得了了
小嘴超了频
桌面端，难道要搞一个移动端的gpu？
AMD，yes！！！​
阿这，不生而养！
大声喊出来！！！
在笔记本里塞12GB显存？？？
杀人还要诛心呀
直接yes
amd yes
" AMD, yes"
停停停
哦，我的老伙计，好好休息
刚好蹲在厕所看腹泻式更新
？？？？
hahhahahah
这小嘴上了ddr5
卧槽
躺床上看的
1070ti喜极而泣
格局
当面 牛头人
来了
虾仁煮心啊
新鲜火热
鸡血驱动！
1650s 看的
总算要来了啊。。。。我的6900xt要活了啊
AMD YES！
苏妈给老黄做驱动了
AMD YES
无限缓存是啥？三缓没了吗
ohhhhhhh
这啥游戏啊
GCN阴魂不散
碰射战士？
wuhuuuuuu！
amd yes
AMD战未来！
AMD YES
三连推荐后看的
边拉稀边看，真应景
明年历史最强AMD全家桶
？？？握草
yes
这是为啥呢
7纳米产能得抢
AMD YES!!
我的1070可以焕发第二春了！
来跟我一起说:这点也不累
AMD yes
"我先来！AMD,YES!"
热乎的
加油AMD！！！   打到牙膏厂和老黄！！！！！！！！
《底线》
3080用户请写小作文
AMD，yes！！！
哈哈哈，偷家了！
要是六一八就卖，绝杀
虾    仁    猪    心
杀人诛心
YES!
嘴开PBO了
虾仁猪心啊...........
正片开始
你不体面我就帮你体面
武器店老板
AMD YES
卧槽
这只火鸡拉稀了
哈哈哈哈
amd yes！
我的1060有救了
够便宜就行
ohhhhhhhhh
yesyesyes
A卡站未来!\
有核显不错
AMD yes!
AMD，YES!
众神陨落
"早听说了,就看实际表现了"
你锁挖矿性能吗
啥人nzhu
这就很良心，老的也能用
笑容逐渐变态
yes
OHHHHHHHHHHHHHHHHH
相当于小米卖苹果的充电器，2333​
起飞
Yes
大饼，amd 真的饼王
好家伙哈哈哈哈
ohhhhhhhhhhhhhhhhhh
那么，算力如何？
沙疯了
杀人诛心
热乎的
苏妈永远的神！
AMD yes
杀疯了
1060抓住了未来，doge
您就是生产队的驴？？？
超威半导体，是！
AMD YES！！！！
全体起立
我的RX570熬到头了
驱动更新  战未来
？？？？
没关系，老黄也没产能
腹泻是更新
？？？？？？？？？？？？？？？？？？
AMD YES
233333
提前AMD YES
全体起立
全体起立！
杀人诛心
敌人的敌人就是朋友
这？？？
NB AMD
老黄律师函警告（doge
AMD yes！！！
AMD 我的超人！
卧槽？
6666
AMD YES
我一般都是0.75倍速看的
这嘴开了光的 我听力有点不够了
AMD这波太棒了，因为来不及等，所以只能买了1650的笔记本
AMD YES!!!
"AMD, YES"
产能在游戏机那
？
AMD YES!
yes?
AMDyes
杀人还要诛心？！
我去杀疯了啊
AMD一打二，真是流b！！！！！！
!?
AMD！
提问：算力多少？
杀人还要诛心
AMD，Yes!
NIVDIA！！
AMD！YES！
还要英特尔何用......
歪日
杀人诛心
杀人还要诛心
入门显卡要崩了！
AMD yes
AMD YES
AMD，yes！
??? 这么夸张吗
公开处刑
口条超频
这个核显鲁大师都6万，比750ti都好
我的r9000p抢早了！！！！！！
你有货吗？
？？？
"AMD,yes!"
大哥，这是笔记本平台，堆流处理器不怕功耗上天啊，隔壁老黄都没敢把3080的核心放进去
这是啥时候？
芜湖！！
芜湖起飞
不谈价格谈性能都是耍流氓
杀人诛心
？？？？？？？
厉害
那能上PS5吗
等下，我给耳朵超个频再来看
说个apu嘴也超频了
500？
AMD YES
真的假的我的妈
帮你体面
AMD yes
AMD yes !!!!
刚换的电脑
杀人诛心
小嘴频超烂了
全体起立！
打NV脸啊
驱动战未来！
？？？？？
这tm绝对是来砸场子的
热乎
《杀人还要诛心》
就打你脸
想学啊，我教你啊～
AMD  YES
AMD YES!
？？？？？？？？
666
跑分显卡
戰未來
"正道的光，amd,yes"
躺着看
虾仁猪心
全体起立！
京东退货潮！
GG
电脑呢？
还是祖传vega8啊
挖矿···
公开处刑
N卡都能用
AMD YES！
666
来了来了
鲨疯了
AMD YES!
AMD YES!!!!!
我全都要
全体起立
高产的火鸡
AMD yes！！！
能玩2077吗这APU
AMD： 你功耗高！
降维打击
可惜产能跟不上
AMD YES!
AMD，yes
苏妈不当人了
5700G
万年不变vega8，为啥就不能多给几个？
你功耗高！
amd yes
性能打平，功耗极低
7nm打三星8nm，功耗肯定有优势
全体起立！
杀人诛心
离谱
amd yes！
六个字母 两个标点
干饭英伟达
从     容
666666
全体起立！
我卖卡亏了啊
杀人诛心啊
哪里亚健康，已经病入膏肓
台词烫嘴
AMD:一打二，不是问题，甚至还准备跟三星一起打高通
我卖卡亏了啊
amd yes
这真是盖了帽了我的老baby
Vega8都跑到2ghz了(๑•ี_เ•ี๑)
amd yes
入门卡彻底没人买了
ohhhhhhhhh
fsr和dlss能同时开吗
芜湖
人类感谢你！
amd祖传鸡血
AMD Yes！
全体起立！
这不就DLSS么
芜湖，刚想关电脑
ohhhhhhhhhhhhhhhhh
这是疯狂打击啊
暗影2用户表示可以换了
A13处理器看的
这核显好像用了很久了?
小嘴超了频
AMD YES ！
哇 杀人诛心
？？？？？？
amd yes！！！
Vega8打uhd750能tm打死打的英特尔都不认识
夫前目犯
AMD YES!
刚打完英特尔，又来挑战英伟达
《也都是65W》
P5`
AMD YSE
Amd yes 
牛头人
AMD，YES！！！
牛啊
要是这次618能拿出产品来卖将会绝杀
战未来
！！！！
我感觉没货
杀人诛心
杀人还要诛心，好可怕呀
杀人诛心
AMD yes
AMD YES
AMD YES
AMD YES
战歌 起
跟英伟达搞起来了
都r7了，不上Vega11？
笔记本战桌面？
AMD YES！
三a笔记本回来了，坐等g50
AMD YES!
AMD YES！
太离谱了哈哈哈哈哈
AMD YES
生产队的驴，呸呸呸，生产队的火鸡。
我靠 牛逼
yes
小频超了嘴
amd杀疯了，拳打英特尔，脚踢英伟达
真是虾仁猪心呐
看到最后我只能说，我还是太年轻，我要默默的把刚进购物车的9000P移出购物车，等待全AMD的游戏本了……
r3核显默秒全
amd yes
AMD yes
AMD YES
AMD YES!
卧槽，我的卡有救了！
@联想
miao  a
ohhhhhhhhhhhhhh
ohhhhhhhhhhh
AMD YES!
这是虾仁猪心啊
卧！！槽
2.0倍速超频小嘴
AMD 一挑二
我跪着看的
热乎的
ohhhhhhhhhhhhhhhhhhhhhhh
AMD的光追目前还不理想，还得努力
ohhhhhhhhhhhh
什么叫国际大厂啊（
全体起立
带腚，好的
有上线超级挖矿技术吗
AMD YES
PS5 XBOX狂喜
让人民币汇率在升一会儿
杀人诛心
1帧吊打
APU？？？？
这波啊，这波是杀人诛心
ohhhhhhhhhhhh
AMD，Yes
2k出头，还可以啊
看游戏适配
用对手的卡自己给优化真的顶
amd yse
我丢
ntr狂喜
全体一一起立！！
全体起立
MC好评！
AMD yes！！！
1660S也能光锥
三A笔记本，冲
杀人诛心
虾仁猪心，可怕
杀人诛心
全体起立
跪着看的
NIUBI
核显无敌AMD YES
你会
弱小/可怜/又无助
ohhhhhhh
偷家了，偷家了
强啊
我特么直接投币！
ohhhh
从容（1/1）
开启超频模式
虾仁猪心呐
3A平台
这就有点离谱了！
虾仁猪心呀
AMD YES
虾仁猪心
杀人诛心
虾仁猪心
杀人诛心
这语速好厉害
？？？？？？
AMD evo
芜湖起飞
你老婆孩子我照顾了
感觉比5800x香
没dlss还是不太行
极 度 亚 健 康
OHHHHHHH
我直接yes
Nvidia Titan Rtx（ ）
核显吃鸡提上日程
这么猛
被AMD按在地上草
乱杀
哈哈哈哈哈哈哈，噫，好，我中了！
热乎的
你嘴是借的着急还吗？
科普一下 就算是6800m也才192bit
哈哈哈哈哈哈哈，AMDNB
我爱黎明！我爱黎明！我爱黎明！
产品线 终于 拉平了
苏妈放过英特尔一把吧（我装的，AMD yes）
显卡本身唯一缺点就是安装驱动，现在出笔记本驱动都预安装好了。无敌啊
AMD YES！
intel的tdp…
AMD YES!
又是祖传vega8
全体起立！六个字母一个标点符号
amd yes
苏妈牛逼
干翻老黄
AMD yes！
AMD：还有谁！
？？？
当场NTR
战未来
国外没有广告法
卧槽
卧槽，买买买
AMD YES!
小嘴儿超了频
amd yes
为对手提升性能
？？？？
？？？？？？？
580!!
580也能用，AMD，YES
AMD，YES
移动端1060看！！！
牛头人
《一点也不累》
0.75打开新世界
笋完了
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhh
正经人谁用鲁大师啊
杀人诛心杀人诛心啊2333
yyds
AMD  YES！
apu????
这tm买什么还用说么
也要买得到啊
amd 战未来
挖矿效率如何
躺着看的
瘫在椅子上看的
5700起飞！
amd yes！！！
杀人诛心啊
vega8拉到2G，好家伙
杀人还要诛心？
"AMD,YES"
woc 笔记本2.2ghz
全 方 位 打 击
牛逼大了
确实，位宽算是这个显卡为数不多的槽点了
祖传VEGA8
绝活一打二
！！！！！
AMD，yes！
没货出。。。哎
干爆NV
我。。。
AMD yes
AMD YES!
多少钱呢
人类感谢你！！
AMD YES
卧槽
MOUTH OC
苏妈nb
AMD YES！
三连有了
AMD YES！
提前起立
6666666
杀疯了！！
AMD YES! (1060用户）
AMD yyds
怪猎世界有这个功能，n卡也能用
AMD yes
好家伙
防晒乳
WDNMD杀疯了啊
AMD YES！
虾仁猪心啊
杀人诛心啊
杀人诛心
矿老板狂喜
全体起立
ohhhhh
AMD yes！
给爷杀
Amd yes
牛逼
为什么三缓这么低
苏妈我爱你
嘴超频了
格局大了！
145？？？？
AMD！yes！
amd yes
进阶版海飞丝？
离谱
ohhhhhhh
强啊
"AMD,YES!"
战未来！
师父，别念了
普通话烫嘴。
打脸！！！
杀人还要诛心啊好可怕
YZZ，ZDN！！
战未来
Yes
rdna2架构不肯上，不然intel都赶不上吃灰
小嘴超频性能接近amd处理器
这个好
ohhhhhhhhhhhhh
歪着看
蹲坑看的
在床上躺着看的
三连了再看
3400g的vega11变成绝唱了？
AMD YES
杀人诛心
AMD YES
杀疯了
价格有机会降下来了
yes
ohhhhhhh
厕所看
卡在手跟我走！
杀人诛心
鲨疯了
哈哈哈哈哈哈哈
杀人诛心
500???????????
ohhhhhh
牛哦
AMD YES!
产能供的上么
战未来！
666
《从容》
干翻“黄世仁”
65W
虾仁猪心
虾仁猪心
我生日!
AMD，yyds
这里应该说一下，5000系列APU也是zen3
现在的AMD已经不是以前的挑战者了，而是大魔王，一打二
ohhhhhh
NV跟intel你们一起上吧，我根本就不怕
哭了，RX400系列不支持吗
全体起立
？？？？？？？
AMD YES！！！
还有遂
杀人诛心啊
底线党的胜利
全体起立！！
老黄在矿卡和AMD的夹击之中
苏妈nb！！
卧槽
、、、
AMD yes
AMD，YES！
你功耗高
万年vega8，哪怕给个vega11呢？
卧槽
2K屏要普及了？
哦吼
全体起飞
2.3g…
+++++++++++++++++++++++
我终于可以把1050ti笔记本换掉了
+++
火鸡，我的超人！
一出就更新！
拳打英特尔，脚踢英伟达！！！！！
杀人诛心
++++++------------------------+++
Amd:头都给你打歪
杀人不用刀
amd，yes
nv末日
Apu?6666
虾 仁 猪 心 A M D
全体起立。
大快人心
卧槽无情
牛逼
amdyes
防晒乳
amd yes
釜底抽薪
杀人还要诛心？？
AMD YES
离谱
珠心了
AMD yes
AMD YES
老伙鸡唯一指定赞美词：从容
yes
超频小嘴  你慢一点不行吗
这波啊，这波是帮助友商产品提升性能，以延长其产品寿命
全体起立，家人们
AMD，YES！
偷家了
好家伙  超一半
全体起立
AMD战未来
吊打
嗯？仓鼠探头
底线
牛叉牛叉
乱杀？
路还很长，但大家都看好
伤害性不高，侮辱性极强
重点底线
全体起立！
杀人诛心
???
哈哈哈哈哈哈哈
A!M!D! YES!
AMD YES
AMD:现在我宣布我一打二
杀人猪心，好可怕
草……我血亏
榨算法
AMD YES!!!!!!
《底线》
RX590起飞！
AMDYES
全休起立！！！
全体起立
杀仁诛心
我昨天刚换电脑。呕了
啥时候了，还挖矿呢，虚拟币现在都跌成啥了
0.75才是正常语速
我昨天刚换电脑，呜呜呜
垃圾11代还是14nm
Intel的核心本来就是黑洞
AMD YES
太热了，我站在阳台吹风看
ohhhhhhhhhhhhhhhh
杀人诛心
p5
66666
杀人诛心
杀人诛心
碾压啊
这太狠了
伙计你这活可以啊
卧槽，我的RX580也行?
AMD YES
苏妈和老黄越长越像了
华擎出来干活了 A300饥渴难耐了
苏妈 yyds！
等等党好耶
来，给嘴超个频
skr
AMD yes！
别杀了别傻了
躺床上看的。
红色为品牌色是真不喜欢，老感觉发热了
可惜amd那边的光追和dlss都不太行
不再是空气卡了？
我用你的刀，打你的脸系列
空气
一小时还热乎
什，4600u起飞(
真的是等等党的胜利！什么时候开始量产…
太狠了 杀穿了 2022618指日可待
AMD YES!
全体起立
吊打
好耶，3A
亚健康？ 直接贫卡癌骨灰盒期
热乎的
我宣布1650还能再战3年
woc
牛蛙
AMD，Yes！
全体起立!告诉大家：这是空气，请坐
卧槽，APU都可以用
AMD YES
AMD YES!
KY语速的这是节省时间好吧？数据都在屏幕上看着不快？
底线
致命节奏
同性能价格比功耗好就香
起飞！！
ohhhhhhhhhh
现在所有观众全体起立
woc
！！！
牛逼
按在地底里打
杀人诛心啊，这是当场处决老黄
乱杀！
不行的，不插电mc带着都吃力
台积电拖后腿了
杀人诛心
开始吟唱
"AMD,YES!"
操 老子心动了
ohhhhhhhhhhhh
哈哈哈哈哈哈哈hh
老子580可以再战十年
杀人诛心
无情
遥想第一台笔记本就是1w+的3a
核显amd一直都比intel好，不过被ddr4得带宽
660看的
耽误了
amd yes！
超频完毕
AMD YES
躲笋啦
AMD Yes！
卧槽!!!!!
AMD，YES！
热乎热乎
？？？？？？
杀人诛心
全体起立！
这不p5音乐
卧槽，起飞了
Amd yes
ohhhhhhhhhhhhh
woc，杀人诛心
跟着我念，amd，YES！
3a重回移动端
太好啦，受不了n卡的高功耗
ohhhhhhhhhhhhhhhhh
哈哈哈哈
超了频
起飞
那就差不多3070性能啊
AMD!!!
底线
杀人诛心
《批准入典》
杀呀！！！
瞬间不打算在618买游戏本了
amdyes
卷起来，卷起来！
虾仁猪心
好耶
卧槽
ohhhhhhhhhhhhhhhhhh
无限缓存 厉害了doge
杀人诛心，杀人还要猪心呀！
全体起立
杀人诛心啊！
从容
直接好家伙
AMD YES
底线。
我帮你优化
哦hhhhhhhh
"amd,yes!!!!"
ohhhhhhh
amd的显卡实在yes不起来，性能再强驱动一塌糊涂还是太闹心
杀疯了
"AMD, YES"
p5天下第一
虾仁猪心啊
早点儿卖就好了。。不然我就可以买minis forum的裸机了。。
杀疯了
FSR防晒乳技术
卧槽amd牛逼
amd yes
无敌
杀疯了
杀疯了
？？？
拳打英伟达，脚踢英特尔！AMD必须牛掰啊！
虾仁猪心
11700用户默默的路过一下。。。。
哈哈哈
卧槽，吊打啊
ohhhhh
太牛批了太牛批了！！！
真杀疯了，AMD：我杀起来我还得帮友商一把
现在FSR算是补齐了，啥时候把光追性能提上来就可以和老黄say goodbye了！
杀人诛心
我就想问一下火鸡这嘴是多少GHz的~
amd的核显性能确实甩友商八条街
起立！！！！
一并超
30系空气显卡的报应来了，光追的用户需求没提升，游戏开发者不感冒，AMD埋头追赶
电池状态…是怎么个比法，同待机时间？
杀人诛心
隔壁动不动就两倍
卧槽，无情
谁说笔记本上没有了？连老黄家显卡都适配怎么可能不上自家移动平台？？
虾仁猪心
全体起立
说实在的我在想FSR姗姗来迟会不会是想靠适配性干老黄一票
我靠这么强？
卧槽！
AMD YES
全体起立
卧槽
虾 仁 猪 心
AMD yes
一打二AMD YES
蒸  気  母  猪
杀疯了
？？？？
AMD  YES!!!!
大表哥2笑了
amd 又yes了！
"AMD,YES!!"
ohhhhhhh
卧槽卧槽卧槽
这还亚健康？都重度病态了
真的3A交火猛如虎！
烫嘴
YES
这啥游戏
2080ti有救了？
全体起立
杀疯了
鲨疯了
起飞了
AMD yes
哈哈哈哈哈哈哈
夺笋呐
AMD YES！！
来晚了啊 已入拯救者
黑科技啊
《亿点也不累》
我的老baby
小嘴超频5G
幻15吗
别用游戏对比了，直接比算力
问题来了，ps5和x1x能用上么
"AMD,YES"
全体起立
"AMD,YES!!!!!!!!!!!!!!!!!"
120？
等等党的胜利
amd yes
烦死人技术（doge）
全体起立
NB
NBNBBNNBNBNBNBNBNBNBNBNBNNBNNBNB
有货就是杀穿
1060能用FSR？？？？？？？？
她终于来了
“现已开始出货”
全体起立
RX580起飞 A卡战未来
AMD YES
AMD YES
全人类玩家感谢您，苏博士！
1050还有救吗
全体起立
起飞！
什么叫格局
英特尔：全体起立
杀人诛心
那么哪里可以买到呢
AMD：还有谁
ohhhhhhhhhhhhh
鲨疯了
我宣布苏妈永远的神
哈哈哈哈哈哈哈哈
？
AMD YES
AMD YES!
哈哈哈哈，这也太自信了吧
全体起立
高产似母猪
他们来了
AMD YES
刚刚买了个锐龙9 5700HX笔记本，amd yes
小嘴超频了
经典偷家
苏妈YYDS
wcccccccccccccccccccccc
哦！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
空气罢了
把interl头打歪
小嘴抹了蜜。
杀人诛心
靠，买早了
窝巢
全体起立
《底线》
AMD YES
全体起立！！！
杀人诛心啊
《10G》
and yyds
杀人诛心
杀人诛心
强无敌！！！！
amd yyds
小嘴开始超频
靠，我暗夜精灵买早了
全体起立
P5天下第一
我的1050ti还能再战
起飞了
AMD NB
AMD，YES！
AMD 现代的神
6666666
ohhhhhhhhh
AMD YES!
虾仁猪心
YES!!!
这个apu有点东西
AMDYES！！！！！！！！
拳打英特尔脚踢英伟达
可以啊
"AMD,Yes"
《格局》
刚买了3060的我，大意了
那么算力多少
BGM回来了！
AMD战未来
杀人猪心
灌口赞
超频是吧？
？？？
最低
虾 仁 猪 心
满血Vega8
woc！老卡战未来
杀人诛心
卧槽
杀人诛心
我只看见boom
佛山人（fsr）要来了
这个东西，N卡也可以开……
佛山人
8G对于有需求的 友好多了
好
吧3060出掉的我超开心
3070
杀人诛心
。。
我只要6600m
yes
全体起立
全体起立！
插电笔记本战平 nv，不插电笔记本秒nv
狂喜锤子，这代a卡挖矿不合算
6666666
哈哈哈哈哈哈哈
AMD YES
amd一直致力开源，格局不是老黄那种满嘴生意的人可以比的
Amd yea
我宣布580还能打5年
光追！？！？！？！！？！
AMD yes
《都是65W》
AMD 永远的神
5800x用户狂喜
杀疯了真的是
仓鼠探头
杀人诛心
那是口巾打
虾仁猪心
AMD yes
杀人诛心了
AMD yes
AMD YES
AMDyes！！！！！！！！！！！！！！！！！！！！！
格局！大气！
证书杀人诛心啊
我的4800u yyds
我尼玛
我用你的显卡打你的脸
AMD yes
好家伙
AMD YES!
香
杀人诛心
vega战未来？？？
小嘴超了频
这个我看黄牛党咋整，你不可能把这个显卡扣出来吧
AMD YES
amd yes！
哈哈哈
杀疯了杀疯了
AND NB！
睡前看的
沃德发？
杀人诛心
杀人诛心啊！
太狠了
流弊
屠英灭黄
把nv吊起来打
都不是百分之几了都是多少倍了
《格  局》
砂仁猪心
格局
苏妈：老黄要是不体面，咱就帮他体面！
拳打南山英特尔，脚踢北海英伟达
然而NV的技术大都封闭
杀人还要诛心？？
虾仁还要猪心
2077表示不服
Woc 
 AMD  Yes
杀疯了
WARFRAME！
AMD YES 
？？？？
回来了
有一说一，vega8乱杀英特尔核显还用猜吗
跪下了
AMD移动端产品是很好，但是。。。真的是没货啊
致敬AMD，致敬苏妈！
久等了久等了
杀人诛心
《格局》
边投币边看
amd yes
苏妈这大钻戒，这么远都闪翻天
牛逼啊
格局！
AMD终于归来了，AN、AI打得越狠，消费者才能越受益
这波是amd YES！
INTEL：我有货。NVIDIA：我也有货。
老黄正在看嘤特尔被暴打突然自己被打一巴掌嘤嘤嘤
AMDYES！
哈哈哈哈哈哈哈
AMD YES!!
145/草
牛逼!
《格局》就在老黄想着圈钱的时候，苏妈已经致力于制定行业标准了
战未来！！！
AMD YES
AMD打了鸡血？这么猛
amd yes
AMD YES!!!!!!!!!!!!
AMD，yes
"AMD,YES（破声！！！）"
底线
矿老板最爱
牛批！
我的580也能站起来了
全体起立！
乱杀
起飞！
产能上不来说啥都是屁话
格局
杀人诛心啊
虾仁猪心~
AMD:你功耗高
AMD yes！
A卡战未来
晚了
杀疯了
喊着AMD YES!看
吊打
当面NTR
杀疯了
笔记本拥有台式性能 我他妈买爆
他来了他来了
全体起立！！！
发生甚么事了
草率了买早了
AMD yes！
1.5倍无压力
技术无敌
《底线》
wc杀疯了
tdp
Amd  yes  nvd   lj
哈哈哈
12gb显存！！！？？
ohhhhhhhhhhhhhhhh
我把刀给你
加油！
好快
这么猛散热跟不跟得上啊
格局！
杀人诛心
amd，yes！
rx480哭了
虾仁猪心
卧槽！！！！！！全体起立！！！！！！！！
六个字母
《格局》
ohhhhhhh
这是武器店bgm吗
ohhhhhhhhhhhhhhh
脚踩英特尔拳打英伟达
woc
66666
AMD，我的超人！
干翻牙膏厂，干翻妮维雅
《从容》
ohhhhhhhhhhhhhhhhhh
RX500？？？
《底线》
香啊
全体起立
哈哈哈哈哈哈哈哈哈
《最低》
1060
AMDYES
杀人诛心！！
1060开fsr看的
AMD Yes！
amd yes
6900XT笑出猪叫
杀人诛心阿
amd+台积电真的就能1v2了吗！！！
AMD YES
热乎热乎
无敌
AMD YES！
杀人诛心
杀人还要诛心
帝王归来
卧槽
太牛逼了
AMD YES!
yes
太猛了 真的太猛了
AMD!YES!
AMD战未来
哈哈哈哈哈哈哈哈哈哈哈
现在显示技术革新很快，跟风搞搞不过老黄的
虾仁猪心
杀人诛心
我去，买爆
amd yes！
补完作业看的
新时代贯口
"AMD, YES!"
"涂上防晒乳,画面更丝滑"
amd战未来
全体起立！！
底线
不便宜啊
A卡战未来
杀人诛心
？？？？
杀人诛心
AMD YES！！！
睡前看的
vega8 太拉跨额
？？？？？？
等下，3080移动版不是16g显存吗？
580 yyds
580起飞
全体起立！！
全体起立
吊打
能挖吗？
666
500？
amd，yes￼
A卡战未来！！！
20分钟的视频被你念成了5分钟
建议耍猴价
ohhhhhhhhhhhhhhh
ROG老AMD粉了
过分了啊
《格局》
明年建议往死里打
嘴巴超频
yes
杀人诛心
老黄厨房要搬家啊
还不yes等什么
虾仁猪心
杀仁诛心
amd yes
？？？
我叛变了，我选择AMD了
"AMD,YES!"
杀人诛心啊！！！
给嘴超个频
bgm是什么啊
草，我觉得很适合啊！
泼个冷水：FSR支持的游戏就那么几个
大气
AMDyes
AMD YES
虾仁猪心
Vega64坐不住了！
杀疯了
我在3连看的
？？？？
矿老板最爱？？
格局
惠普耍猴精灵
yes
这显卡烫嘴
AMDnb
AMD，yes
杀人诛心
格局
ohhhhh
580又一次站了起来
最   低
a卡真战未来
a卡真战未来
Amd yes
苏妈这样子
大格局
芜湖
全体起立
PS5水平？
对不起，没货
下张卡买amd了
可以应用在主机上吗
这睿频还可以
AMDyes
VEGA8拉胯啊
我买得起算我输
杀人诛心
蝦仁豬心
前面说产能的，Intel在马来西亚的封测厂因为疫情关掉后掉了整%50的产能，等台积电新生产线开了之后amd就上来了
电池状态感觉意义不大啊
Vega64起飞！！！
5700XT坐等更新中！
AMD，YES!
amd yes
fsr来了
"AMD,yes!"
P5天下第一
无限缓存
杀人诛心
可以可以，3A平台走一波
格局
虾仁猪心
!!!!!!!!!……!……!……
起立!!!!
卧槽 卧槽 杀人猪心阿
算力多少
战歌起
p5音乐真的太赞了，头已经摇起来
amd  yes！
牛啤
p5？
左挑英特尔，右撕英伟达
AMD YES
我宣布，这里是AMD广场!
BGM黑化了
这波啊 是越塔强杀
比3080还厉害?时代真的变了
我不想喊的，但是还是忍不住amdyes
persona5
牛头人狂喜，英伟达：哒咩，变成amd的形状了！
amd yes
就凭这个N粉怕是不敢再喷AMD了哈哈哈
经典超频小嘴
"AMD, YES!!!"
苏妈YYDS
你在u里塞个独显？！？
瞧把你们激动的，好像能买到一样
A卡战未来
AMD YES!
芜 我的p5
暂时未必能买到，但能把nv头打歪
师傅别念了，我错了
卧槽，2K120帧底线？
AMD YES
AMD 牛逼
？？？
你比APU还强
woc？！全体起立！！！！！
yes
离谱
rx580 起飞
这底线有点高
amd yes!
芜湖，我没抢到r9000p，这波直接攒个两万，买不到你这个算我输
YES
新鲜空气
AMD yes
这个可以冲，预估16999？
底线
然而产能抢不过手机芯片
卧槽
苏妈。。杀人诛心
我直接吹爆
AMD  nb！！！！！
AMD！！nb！！！！！！！！
全体起立！
"amd,yes"
145太凶残
那ps5和xbx不也起飞了
牛头人狂喜
嘴是租来的吗
580又开始牛逼了
wc
买了
2060狂喜
虾仁还要猪心，好可怕呀
nbbbbbbbbb！！！！！！！
11帧   杀疯了
不会又是空气吧
底线
卧槽
夺笋啊
Adm yes
底線
哈哈哈哈哈
a卡战未来
？？？？？
这算不算NTR
别想太多 售价会跟着性能走 而不是跟着进货价走
终于笔记本能上A卡了 而且fsr还支持前几代显卡。。
杀人还要诛心
1000
你不做，我帮你做，你做得不好，我也帮你做
Sc
amd，yes
虾仁猪心
杀人诛心
有mxm卡吗
流弊！
看看甜品级
求求华硕做个人，别跟天选一样120帧卡客服回应调60帧解决问题
师傅别念了
p5天下第一！
ohhhhhhhhhhhhh
头都打歪了
AMD YES!
佛山人 yes
杀人还要诛心？
？？？？？？？？？？？？？？？？？？？？？？？？？？？？
干死inter
大气
虾仁猪心
蚌埠住了
一个3070，怕是把这些卡团灭了
强杀
哈哈哈哈哈
哈哈哈 没想到吧
底线？
小嘴超了频
杀人诛心
给老子往死里打英特尔
直接帮老黄体面了
杀人诛心啊
全体起立
再次起立
核显配d5 秒现在的入门卡了
能玩dcs吗
杀人诛心这是
AMD yes！
杀人还要诛心
什么鬼啊，移动端显卡乱杀桌面级?
