视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量
BV1Ku411B7XR,510131240,1,搞笑,1,http://i2.hdslb.com/bfs/archive/106920be6df92da9d7bc41a0f49acc0ebb428d5f.jpg,《梗王之王》多少梗，快来快来数一数，24678...,1648555908,1648556536,谭sir、二仙桥大爷与演员李广奇一起卖瓜，携手登台，进军娱乐圈。B站站友用爱发电，助力三位五旬老者，挑战金鸡、百花、柏林、戛纳。,10682447,712501
BV1SS4y1U7GP,725021167,1,手工,1,http://i2.hdslb.com/bfs/archive/3ed314a535b5fd7a7cfe0747f58a765637c4c1d7.jpg,B站的姐妹们，小心你们的手机屏幕。兄弟们，对不住了。,1648281268,1648281268,稻香（周杰伦）,12875345,823392
BV1g3411W7ye,425182036,1,明星综合,1,http://i0.hdslb.com/bfs/archive/d748971319a5a494ab98b257b780413b016ddaca.jpg,我来B站“卖瓜”了！,1648465396,1648465396,瓜摊老板李广奇入驻b站啦！,19343938,1835837
BV1ca4114778,212716480,1,美食制作,1,http://i1.hdslb.com/bfs/archive/bd9bec78efef924272c50950df44c02c78866e3b.jpg,把1斤重的猪蹄，剁成315个小颗粒！,1648467102,1648467102,"日更微博：绵羊料理 
微信公众号：绵羊料理 
油管同步更新：https://www.youtube.com/c/sheephoho",5472100,562566
BV1Yr4y1q7Qz,767526817,1,日常,1,http://i1.hdslb.com/bfs/archive/4b281ab2b748d77bece9d4c897d021b1a87bdd28.jpg,我这00后好像跟网络上不太一样,1648086360,1648086359,目前的00后大致分成fyp派和天天刷着视频der呵乐派,7824315,874892
BV12L4y1L77j,852839997,1,搞笑,1,http://i2.hdslb.com/bfs/archive/4544770598e225803adf01a0c403555c0ee21f7e.jpg,烧 死 我 了,1648713575,1648714203,"防火小知识！
发现火灾要及时报警，报警早、损失小，我国的火灾报警电话是119。发生火灾后，正确报火警方法是：讲清着火单位、详细地址、着火物质及火势大小，是否有人被困，留下报警人姓名及联系方式。消防救援队扑救火灾不收取任何费用。发现火灾隐患消防安全违法行为，可拨打火灾隐患举报电话96119，向当地消防部门举报
家庭消防安全四件宝：灭火器、防烟面具、手电筒、灭火毯。
不要乱接乱拉电线，电路中的保险丝切勿用铜丝、铁丝代替。
不要在家中存放汽油、轻质油、酒精、香蕉水等物品。灶台附近不可存放易燃易爆物品。",8891752,595605
BV13i4y1Q7nt,552644948,1,单机游戏,1,http://i2.hdslb.com/bfs/archive/e56dfcfd32dcdb3198b766aa547d6f1d4e3d4c34.jpg,国产独立武侠游戏 代号《锦衣卫》 16分钟实机流程演示,1648692596,1648701000,"项目名暂定为代号《锦衣卫》
这是一个体量不到剑魄完整版一半的较小作品。
6人小团队的阶段性倾力成果，技术力和整体资源有限，目前有很多不足还请见谅。
完成本项目还需要进一步扩充各方面的合作伙伴，欢迎联系~

特别感谢配音大佬们：
青林昊 周一菡 刘若班 盗愁虚盲 释白衣 倚兰桡 懿阎大饺子

关于《剑魄》，距离完结尚远，我跟ta没完~但ta太过庞大需要从长计议。",5779662,495216
BV1ru411q7Vd,510009379,1,MAD·AMV,1,http://i1.hdslb.com/bfs/archive/d3fea6fd6b41f6b9cb3f7ddab63fd2106f30f292.jpg,3000万到15亿，草帽一伙悬赏令传遍全世界,1648287748,1648287748,"对之前的一个视频进行了重新制作完善

BGM--ルフィ猛攻(混音)",6059669,289601
BV1rS4y12787,725102448,1,手办·模玩,1,http://i1.hdslb.com/bfs/archive/1173f63df4a286622d128de39c0ed0170393b612.jpg,童年愿望达成！！用轮胎打造【天女兽】?!!!【数码宝贝系列02】,1648264209,1648264209,答应大家的天女兽来了，感谢大家一直以来的支持，不知道这期天女兽大家喜欢吗？喜欢的话可以点赞，三连支持我。本期视频点赞到十万我们来制作一期战斗暴龙兽！上期天使兽视频 BV1B64y1Q7Zz,2581641,310473
BV1bS4y1N7yn,682688049,1,日常,1,http://i2.hdslb.com/bfs/archive/7f43c514fb3bee3cfc30dd588bf7a8efb60b35db.jpg,长相和声音完全不符是怎样的体验？,1648364431,1648369800,第一次对镜头唠嗑，确实有点紧张，剪辑也很菜，请多多包容～,8293917,407038
BV1ZT4y1i7Ev,937687685,1,搞笑,1,http://i2.hdslb.com/bfs/archive/fc3b65803ee4b8d74c084a9c9f9c68224d6a8f0f.jpg,黑帮：尝尝我们的酷刑吧！！,1648446739,1648458300,"*本视频中所有内容不含对现实生活中的任何影射*
微博@炎辰大鸽子 （会更新日常
求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连！求关注求三连】",5999704,434579
