视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量
BV1E5411T75m,461249025,1,综合,1,http://i1.hdslb.com/bfs/archive/efb14eab03aa083f537646ec186f059f5ee92d9a.jpg,Super爱豆的笑容都没你的甜 > > 热爱105℃的灰原哀,1623852756,1623852756,"热爱105℃的你/热爱105度的你

向洗脑神曲屈服……
纯舔颜向视频 剪辑了自己比较喜欢的一些片段 小哀的可爱合集

歌词排版：咕噜喵i",6542894,436773
BV1No4y1C7mw,376317017,1,科学科普,1,http://i1.hdslb.com/bfs/archive/1f05bad38ee5257371bd4025653aa572d213eb1f.jpg,【亮记生物鉴定】网络热传生物鉴定31,1624447751,1624447751,-,8763623,716160
BV16q4y1L7Up,546218475,1,短片·手书·配音,1,http://i0.hdslb.com/bfs/archive/a3fa700fd033e501b55f1e998d3e669cffb9ccdd.jpg,期 末 复 习 现 状,1624026458,1624026458,"虽然我上周鸽了
但是其实都是我用心良苦！
只为了大家期末能专心复习好好考试
兄弟萌有被感动到快去点个三连啊！
Ps：开头唢呐部分来自浑元Rysn",13020764,727741
BV1zh411a7Du,206169832,1,综艺,1,http://i1.hdslb.com/bfs/archive/3dee820a0d1b9e9235c4780eb5e4dad0d5333e90.jpg,许嵩《有何不可》《如约而至》爷青回！【B站夏日毕业歌会2021单品】,1624195040,1624201909,"许嵩如约而至，粉丝有何不可~若有一天秋叶金黄，你我华发苍苍，我们再相约老地方，你还会如期赴约吗？
更多精彩，请移步【B站夏日毕业歌会2021全程回顾】>>https://www.bilibili.com/video/BV1Sb4y1d7zG/",4601799,277801
BV1yK4y1u7hm,888714741,1,搞笑,1,http://i2.hdslb.com/bfs/archive/fad76d66b9f2873ee3c641c9babecf375ea4fa47.jpg,【仙剑奇侠传三】仙剑相伴 此生不换！！！,1624179836,1624179836,"陪伴我们青春十年的仙剑三 
也为我们的青春画上了句号…
感恩陪伴 此生不换",6461441,429140
BV1Lg41137dp,503783453,1,单机游戏,1,http://i1.hdslb.com/bfs/archive/95edb2a4a48e71fa308ae5bc3d157e050096f9bd.jpg,嘻嘻，我的情商可真高,1624554412,1624593610,《情商》精品课，第一章，第一讲,6840967,566782
BV1jK4y197Au,931125260,1,翻唱,1,http://i1.hdslb.com/bfs/archive/98d3b1ead62a9f80eca155c43aa9aa0d8188c3ab.jpg,女声日语版《热爱105°C的你》最甜日语填词❤️,1623656508,1623667212,"\(*ˊᗜˋ*)/♡终于肝出来了，希望大家听得开心！


■ 网易云/Q音：早稻叽
■ 禁言通知群：473535941
■ 交流④群：687110287
■ 微博@纯白早稻叽

原唱：阿肆
翻唱：早稻叽
填词：雲夏的小盆栽
混音：圈太@圈太  
视频：邪目零Official@邪目零Official  
插画：炭烤咸鱼10086、蝉宇_大拖把、洛七安",9239015,558470
BV1KM4y1u7CX,931144460,1,短片·手书·配音,1,http://i0.hdslb.com/bfs/archive/ca06f397e39d2b9d49b97b279d1ca4ce6294947c.jpg,课 堂 请 勿 对 对 子 【第二季】1,1624045845,1624073407,"这期视频，我是哭着做完的。
新的开始，新的故事
结尾3段是按照歌词形式写的，如果大家喜欢，有机会我出一首单独的rap
最后
我们不要这样的历史。
你的三连是我最大的动力，投币过10w，我们下期再见！",7256700,787429
BV1So4y1y7ch,376160635,1,日常,1,http://i1.hdslb.com/bfs/archive/99463b0a01562d96d789406f92691230f6554af6.jpg,在漫展cos艾伦问路人：为什么妈妈那天会被吃掉！？,1623882274,1623916812,"两年前的今天，我cos游乐王子拍了人生第一个vlog。两年后，我带着BGM再次卷土重来…… 我知道很多人已经把我视频的部分cut提前发出去了，整活不易，希望看过的大家也能补个三连吧 T—T

封面：波波羊

点击过100w穿cos唱“他都不难受，他只要自由”",6411567,418593
BV1k54y1G7ts,846166465,1,明星综合,1,http://i1.hdslb.com/bfs/archive/54241f0dd0755e10cfca8e900833b418be0ba995.jpg,【凤凰传奇MV】预算不够的【我从草原来】,1623999364,1623999364,这是凤凰传奇第二条MV视频，因为预算不够，娱乐为主，切莫当真。这个MV系列会继续更新，好消息是下一条MV的预算足够充足，希望能拍出一个真正的MV。明天就是周末了，祝大家周末快乐。记得一键三年哦~,4708691,362193
