视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV1uS4y1w7GK,683577193,1,美食制作,1,http://i2.hdslb.com/bfs/archive/9a45a709d188cb62d83ae0a9686a7aa6ae7c8de1.jpg,进来让世界感受一下什么是内卷王中王！！,1650997871,1651053600,-,9748472,1135083,1523676,225572
BV1EY411P7tB,255974064,1,日常,1,http://i0.hdslb.com/bfs/archive/1a84551b203af3ee2078c09de14c6702a0f03b7d.jpg,被央视转发视频后，全国人民都知道我是楼长了？,1650708303,1650708302,"本期点赞20W，给你们分享一下我为楼里居民组织的娱乐活动哈哈哈哈哈哈
前情提要：我怎么当上楼长BV1eY4y1v7uh
我当上楼长后崩溃大哭BV1C94y1Z7qL",8456803,714424,209210,58957
BV1644y1G7CC,980907985,1,健身,1,http://i2.hdslb.com/bfs/archive/dec3f96d6707869c1f9fb317e53b991af21f634b.jpg,《 本 草 纲 目 》 ，上 点 难 度,1650862117,1650862116,莱美中国GRIT展示者秦也，给莱美男孩女孩们带来《本草纲目》莱美版！,9840936,351740,86865,241121
BV1K5411S7UM,468163645,152,校园学习,1,http://i2.hdslb.com/bfs/archive/17ce2fa9cede2f96a759ea18e30ba0f8610df7d4.png,【B站最全单词库】小学、初中、高中、大学、四六级、专四、专八、专升本、考研、考博、托福、雅思、托业、GRE、SAT、GMAT、MBA、新概念等通通整理好啦！,1650034508,1650637318,"连续耗时数个月的整理与制作终于做好了这个大合集！由于分单元会导致列表文件呈指数级爆炸（审核君的噩梦）所以每个视频都是时长一两个小时的全部单元整合版本（平均1~2G）还请各位耐心看完，没学完的可以记下你背到了第几个单词，第二天接着学（不要再放收藏夹吃灰了）你的点赞是我更新的最大动力！更多视频版本见我主页收藏夹，祝你学习愉快！

百度网盘下载地址：https://pan.baidu.com/s/1Wv5KkymD-Zpuf7pz-Sl2eg?pwd=6666

阿里云盘下载地址：https://www.ali",2579032,259644,190632,638398
BV1BT4y1a7jQ,938385269,1,搞笑,1,http://i1.hdslb.com/bfs/archive/b214aca07522ed0755db9b3cc71113afe808fa6f.jpg,【无间广场】07：好人，就该被人拿枪指着？,1650621661,1650621632,"本片中没有小动物受到伤害~


BGM：
Jeff Beal - Lucas Cornered
Max Richter - Whispers
Daniel Dombrowsky - They're Just Duckies
Fernando Velázquez - Reencuentro
Alexandre Desplat,London Symphony Orchestra - Christopher Is Dead
Jeff Beal - Nuclear Codes",6161360,355148,263132,61605
BV1Mi4y1m74n,553427459,1,原创音乐,1,http://i2.hdslb.com/bfs/archive/c412789d502fdf9d22e4261c7591780654cc8455.jpg,在家隔离50天，写了首歌送给2019年,1650686464,1650686432,"彩虹始终为乌云存在！

作词/作曲：某幻
混音/母带：隆历奇
编曲：J Grooves
封面：怪生音",3627032,441665,417470,234622
BV1VA4y1D7fJ,896059602,1,美食制作,1,http://i0.hdslb.com/bfs/archive/6509e69f7510136f6a8bd0b29983311238d502a3.jpg,这 配 方 一 百 万 都 不 卖！,1650966384,1650966384,"这是我卤过最香的牛肉，详细的配料量化到克，一定要收藏起来，有机会做一次！
糖色和高汤在“重庆小面”的作品里讲过，需要可以翻一下",3665622,217131,96744,204017
BV1634y1e7Uc,811061632,1,搞笑,1,http://i1.hdslb.com/bfs/archive/cd6452898cd17bb7d0e71ff6c34723bb06f35f5a.jpg,当 代 军 迷 大 战,1650901380,1650942000,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,4563040,163966,31998,25823
BV1rF411u7XQ,298561811,1,美食侦探,1,http://i2.hdslb.com/bfs/archive/4f9f9c57093958960ef0be2338d9d1d9eeff1da7.jpg,重庆火烧铁板！老板当面玩火，直接把我看傻了…,1651052398,1651052397,杨女士骨折的第8天，想她。,3812725,512432,177862,37708
BV1qR4y1K7Yo,340998652,1,搞笑,1,http://i1.hdslb.com/bfs/archive/3506167bb28598eff22ef490713a86fd9b321107.jpg,千万不要和情侣去理发！,1650709762,1650709762,"久等了，一日电灯泡第二集~~~连肝28小时总算赶出来了！这次受苦的不止我一个了﻿@山城小栗旬的理发日记﻿ 希望大家看的开心，谢谢小栗旬老师制作的新造型！
点赞能过的话，下期就让王老师剪了吧",4710554,599552,168923,45188
