视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV117411r7bi,85440800,1,搞笑,1,http://i0.hdslb.com/bfs/archive/43867c350da941996d4311c21271692b8dd8ef41.jpg,全  国  现  状,1580210188,1580210188,"大家一定要记得佩戴口罩啊！！！
喜欢我的宝贝们麻烦大家~(｡･ω･｡)ﾉ♡
关注我！关注我！关注我！
评论我！评论我！评论我！
三连我！三连我！三连我！
粉丝群：278091837 微博@浅唱君Jacky",3573868,287834,21009,30295
BV1g7411r7Ss,85358443,1,鬼畜调教,1,http://i1.hdslb.com/bfs/archive/5298bce23c82ee04f9b6a818130be03c7ef2c02f.jpg,村长RAP硬核肺炎大作战,1580168024,1580168024,"BGM：Flo Rida、Sage the Gemini、Lookas - GDFR
今年过年和往年不太一样 大家远离人口密集区域 抗击肺炎 从我做起
祝大家新年快乐 身体健康 百毒不侵",344433,19160,11254,8540
BV1R7411q7PC,85734125,1,短片·手书·配音,1,http://i2.hdslb.com/bfs/archive/bd549587d22fa5dec15877b4cde53bb626453d2c.jpg,【胖雪人】老爹买不到口罩,1580371868,1580371867,"配音：胖雪人
策划/制作：胖雪人
素材来源：《成龙历险记》

我的模仿配音，学习模仿的是赵震老师（原版老爹配音演员）、赵岭老师（原版成龙配音演员）的声音，还未学到精髓，请多多包涵！

买不到口罩，我们都着急。
但不做防护上地铁还唾沫飞溅，我认为不对。
病毒有潜伏期，做好防护再进公共场合，是对所有人负责。",6539486,766181,437110,226825
BV1x7411z7Ci,85542896,1,热点,1,http://i1.hdslb.com/bfs/archive/613fa476972544fe0db298266903f1a47db47178.jpg,【凉风辟谣】开局一张图，内容全靠编！别再信谣传谣啦！,1580275047,1580306457,开局一张图，内容全靠编！别再信谣传谣啦！,4138251,469488,232496,62009
BV1t7411B7Tx,85880712,1,热点,1,http://i2.hdslb.com/bfs/archive/ef7d314d09677dc1bd2eebc886bf1e0db8ca864d.jpg,【武汉Vlog】小姐姐每天给医院做800份盒饭，猜猜她挣了多少钱？,1580446597,1580446871,武汉疫情爆发以来，送餐去医院成了许多外卖送餐员惧怕的选择，武汉盘龙城的一家餐厅夫妇二人专门为医护人员做起了盒饭。现在，每天他们要为医院制作盒饭800-1000份，全部平价销售。采访时他们表示：“我们只是做了一些力所能及的小事，不值一提。”,1104959,85795,44756,9081
BV117411r7R1,85440373,1,原创音乐,1,http://i1.hdslb.com/bfs/archive/ea0dd34bf41e23a68175680a00e3358cd249105f.jpg,当我给拜年祭的快板加了电音配乐…,1580212263,1580377255,"【CB想说的】看完拜年祭之后最爱的一个节目！给有快板的部分简单加了一些不同风格的配乐hhh，感谢沃玛画的我！太可爱了哈哈哈哈哈哈哈！！！
【Warma想说的】我画了打碟的CB，画风为了还原原版视频所以参考了四迹老师的画风，四迹老师的画真的太可爱啦！不过其实在画的过程中我遇到了一个问题，CB的耳机……到底是戴在哪个耳朵上呢？

原版：av78977080
编曲（配乐）：Crazy Bucket
人声（配音）：Warma/谢拉
曲绘：四迹/Warma
动画：四迹/Crazy Bucket
剧本：Mokurei-木灵君
音频后期：DMYoung/纳兰寻风/Crazy Bucket
包装：破晓天",2280157,156317,71165,58726
BV1s7411r77D,85368928,1,综合,1,http://i0.hdslb.com/bfs/archive/e2658460e6f895120e2be8c9b2db94fa3f54932b.jpg,小伙丢下500口罩就跑，警方喊话：你“逃跑”的样子真帅！,1580180435,1580180435,"在全国抗击疫情的时候，公安民警始终奋战在一线，而群众们更看在眼中，记在心里！1月27日，安徽省六安市公安局裕安分局小华山派出所内，一男子匆忙丢下500个口罩，说了句：“你们辛苦了！”转身就跑。民警急忙追赶，却并未追上，只得用敬礼表示谢意！
视频来源：民警刘小川",3082668,272123,94123,38399
BV1E7411k7Qy,85054372,1,MAD·AMV,1,http://i1.hdslb.com/bfs/archive/c8a201342dba040683468c6069ac4c8faf44cf6c.jpg,曾火遍全网的《溯》，你是否还知道？,1579985677,1580011202,"视频制作 我 精灵 千珏 隐紫 傻不理 英梨梨 老平凡 星海 御魔君 程情 酱一
希望大家喜欢的话三连关注支持一下",45071826,2462267,1973454,1902948
BV1F741167mf,85651734,1,搞笑,1,http://i2.hdslb.com/bfs/archive/9872faf19283ea5e60b8323a37098cc89f867846.jpg,娚,1580311540,1580311540,-,2963508,337963,306622,117517
BV1j7411z7KQ,85508117,1,科学科普,1,http://i2.hdslb.com/bfs/archive/363b0b0943e3304516f4b7044221cb28438ee5e8.jpg,简单算算，你宅在家里究竟能为抗击肺炎疫情做出多大贡献？,1580238505,1580263240,"新型冠状病毒的疫情形势依然很严峻，想必大家都宅在家里过春节。
今天就想和大家分享一下我曾经学过的流行病学模型，看完这个视频后，你也许会更加理解“病毒传染”是一个什么过程。
我也会给大家计算一下，你宅在家里、出门戴好口罩，单纯做到这两件简单的小事，你究竟为社会做出了多么巨大的贡献！
还可以分享给不愿意听劝执意要出去串门的亲戚或朋友们！
武汉加油！中国加油！
希望白衣天使们都平平安安，希望所有人都健健康康！我们下期再见！",2108675,163870,127041,42803
