视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV1NG41137um,430470591,1,美食制作,1,http://i2.hdslb.com/bfs/archive/48513e39adca95fd12505194928b55f96bb7101d.jpg,醒狮酥，但是老虎版，且翻车Plus版...,1662951025,1662955220,"日更微博：绵羊料理
微信公众号：绵羊料理
油管同步更新：https://www.youtube.com/c/sheephoho",5242752,802178,613581,134784
BV1Bd4y1X7Ej,387869131,1,校园学习,1,http://i2.hdslb.com/bfs/archive/ca656838e191fe8f7aa68f3d6a863aad2ae81ec4.jpg,B站教师节、中秋节特别企划《送月亮的人》 | 一寸月光万里路，莫卷人生卷诗书,1662624777,1662696000,"明天就是教师节，也是中秋节。双节来临之际，我们邀请了B站的宝藏老师们参演特别企划《送月亮的人》。借这支短片，祝所有老师双节快乐。感谢你们，让知识像月光一样洒在每个人身上。

目前，已有超5000名老师在B站分享知识视频，你想关注的宝藏老师都在B站。

《送月亮的人》短片由哔哩哔哩联合中国新闻社、半月谈、侠客岛、新京报、南方都市报共同发布。

感谢@刘嘉麒院士  @戴建业老师  @郑莉课堂  @罗翔说刑法  @宋浩老师官方  @北师大心理学韩卓  @正直讲史-李正Str  @乡村教师日记  @翎人祭酒   ",5674357,294646,146158,165338
BV15W4y1i7iM,942944237,1,搞笑,1,http://i1.hdslb.com/bfs/archive/aafc978e3d52e87caa921e88c7e65bec4e3cb2ff.jpg,不要“做”挑战？（第十六期）,1662814280,1662814279,"中秋节快乐！天天开心！
希望观众老爷喜欢这个系列！
（希望你们喜欢，记得素质三连！）",8966084,749951,394520,172738
BV17T411M7gs,472959915,1,绘画,1,http://i0.hdslb.com/bfs/archive/f5cdf58f502968b1d85d6cd4a88b46ca9263b8da.jpg,张 三 诱 捕 器,1662832134,1662890700,"点进来的一个都别想跑（
感谢画师@卜噪大仙  辛苦肝稿
动作参考：BV17a411U7pp
BGM：See Tình-Cukak Remix",4383214,844716,80941,183757
BV1ke4y1h7VJ,560327730,1,人文历史,1,http://i1.hdslb.com/bfs/archive/4ca1f5ef2df0f534e876f5c4f7030f2ea62f19f8.jpg,深度|| 为了让悟空脱离低级趣味，佛祖究竟花了多少经费？（中秋特供）,1662642397,1662685200,中秋节礼特供,7093199,657783,718787,303826
BV11e411T7hm,260621449,1,日常,1,http://i2.hdslb.com/bfs/archive/dbf8d5daf13126032fa45a6a91cbe529f9cfaa92.jpg,你们要的100万粉丝女装来了,1663061386,1663061831,-,7219742,766597,877642,58164
BV12a411u7QB,217938174,1,单机游戏,1,http://i0.hdslb.com/bfs/archive/64bcbcdea10bf7a14e0c753813b171da1c189ff2.jpg,这还能是.......地铁跑酷！?保安被辞职的原因找到了,1662882502,1662890400,"所以你知道为什么现在版本的保安是黑衣服而不是绿衣服了吗。

哈哈哈，谢谢大家观看，一个整活小游戏罢了！
1、欢迎大家游玩并发布试玩、二创视频，下载地址：https://wwm.lanzouw.com/b02vihxuh
2、投稿添加话题#木糖的游戏挑战#
喜欢的话记得三连关注！下期再见！",11895361,628280,135459,178159
BV1cU4y167sP,687838427,1,日常,1,http://i0.hdslb.com/bfs/archive/6de8d571efc4a5d6424fbbd97d83f4c102c6b079.jpg,【warma】我在电脑里建了个1000平的家！,1662654903,1662696000,"脚本/绘画/录音/视频：Warma
赛博朋克过家家~我想做这样的事已经想了很久了！让我在这个视频里试试～

我的微博：_warma_",5005375,758260,291682,189592
BV1LP411G7bx,302915190,1,原创音乐,1,http://i1.hdslb.com/bfs/archive/c86fa57e07323dfc63400b71118639843417eb52.jpg,情商太高，也是一种负担…,1662757319,1662781800,"作词/作曲：老番茄
编曲：杨秋儒
MV：藤井旋风   虾丸
友情出演：力元君   雨哥到处跑   某幻君   中国BOY超级大猩猩
非常感谢好兄弟们的友情出演！！！摇篮真的好热啊！！！",5768223,626447,253076,133817
BV1cP4y1o7G3,900606660,1,人文历史,1,http://i0.hdslb.com/bfs/archive/4bfec3d151bb5d6e6068aa2bbbb183ae35605c15.jpg,苏联黑帮如何在美国逃税【神奇组织02】,1663063974,1663124400,"本篇为神奇组织之美国俄裔黑帮。

参考资料：
罗伯特·弗里德曼2009年出版《红色黑手党：俄罗斯暴徒如何渗透美国》
卡尔·西法基斯2010年出版《黑手党百科全书》
2003年出版《小说中那些罪犯》（俄语）
詹姆斯·芬克瑙尔1998年出版《美国的俄裔黑手党：移民、文化和犯罪》
雷·布莱克2004年出版《歹徒和枪手》
马克·加莱奥迪2019年出版《律贼们，俄罗斯有组织犯罪历史》（俄语）",4033040,345033,110467,48770
