视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV1ua411p7iA,215631694,1,MV,1,http://i1.hdslb.com/bfs/archive/e281360e6d36e645dbc1146cb9e7027fbf80f917.jpg,【最伟大的作品 | 官方MV 】周杰伦 化身时空旅人与艺术家们相遇,1657076425,1657080000,"周杰伦一曲钢琴弹奏化身时空旅人，
瞬移到1920年代与艺术家们相遇，
曲风巧妙优雅地融合古典、嘻哈、饶舌与流行，
MV则是融合绘画、文学、音乐、影像的当代艺术表现形式，
当中呈现了许多周杰伦的狂想！",39472811,2779844,2605968,1225779
BV13Y4y1n76t,642901286,1,三农,1,http://i1.hdslb.com/bfs/archive/cb23895dc688962c9856adfe02a0552d6a2cda70.jpg,我为我的奶奶，拍了部“电影”,1656569105,1656569105,-,7404176,1773860,1266974,262176
BV1b3411F7Db,513036045,1,鬼畜剧场,1,http://i0.hdslb.com/bfs/archive/eae86d67706bb12690fb1f69b9633b270ad72772.jpg,爱 捣 蛋 的 嘎 子,1656993746,1656993746,"制作过程感谢：@世界狗  @阿毛带你买橘子  @Crs丶叉烧包  @豆取丸了  
视频中王大队长换头灵感来源：BV1i34y1z7Se",9157862,1109523,314769,267115
BV17B4y1i7YF,598101015,1,原创音乐,1,http://i0.hdslb.com/bfs/archive/5494ef28562185ee2954786081fa09c4488cdc6c.jpg,“明枪易躲，暗恋难防”,1656709207,1656734437,"《听说我喜欢你》
演唱/作词：老番茄、翠花不太脆
编曲：杨秋儒
混音：沈逸丹
视频：zipper、Hoshizora
原画：盒装小椒硬糖",9459293,896994,451800,367966
BV17a411p79N,215626826,1,综合,1,http://i0.hdslb.com/bfs/archive/f19df85ea8c351a8d2f3c6e8e5ba7d4945bb05e1.jpg,笑死！这才是《最伟大的作品》原版MV视频！！,1657115294,1657115294,"喜欢的请给一个免费的赞吧
bgm：最伟大的作品——周杰伦
素材：《老鼠出售》《忧郁的猫》
 《胆小的猫咪》 《博士教学班》
《老鼠打扫记》 《没有毛的束缚》
《快乐的小鸭子》《消失的鸭子》
《会飞的巫婆》 《老鼠年》
《卡若瓦猫》 《烹饪时间》
 《西部牛仔》《三只小猫》
《没有用的猫》 《飞行猫》
《保镖》《杰瑞的远亲》 
《强力牛乳》《海底新乐园》 
《秃鹰变奏曲》《万能指挥家》
《汤姆猫演唱会》《斑点猫》 
《古宝猫》 《四处窜的杰瑞》",4248550,528488,139817,96548
BV1Tv4y1T7Jy,555506646,1,手工,1,http://i2.hdslb.com/bfs/archive/4cfb224c8fe13ff578f7db39254c8f7e6c49b874.jpg,用玻璃切割一颗看起来百万的宝石！！身边的小伙伴都惊呆了！,1656765045,1656765045,上一期想去潘家园买一块宝石料子！没想到，逛了一天也就玻璃合适，就买了一个玻璃来打磨，效果惊呆了,14176469,1113007,141484,132539
BV14L4y1w7S2,855445646,1,小剧场,1,http://i2.hdslb.com/bfs/archive/ea5a39ed8fcefdace88cc565cf7c5ce3bd551927.jpg,玫瑰花被摘了 你要怪摘花的人 而不是怪花开的艳,1656653038,1656653038,,7464887,1137951,144637,129585
BV1834y1p7Bk,813044932,1,搞笑,1,http://i0.hdslb.com/bfs/archive/1fb533bda692e9299e5de7258416c61f7a609642.jpg,如果广告用了错误的音效……,1657034695,1657080000,今天挑战全包统一冰红茶广告！,8594745,685220,136086,87268
BV1xa411X7Xr,258045177,1,短片·手书·配音,1,http://i0.hdslb.com/bfs/archive/f18ec28863f31a41bec726cb7967d25664e7a31a.jpg,【  青春也好，当下最好  】,1656744622,1656744622,"如果可以，你想回到学生时代吗？
反正我是不回。
我一想到那个教导主任老六让我出校门把头发剪了短去，
一想到自己犯困时候班主任一掌给你拍醒让你上后边站着去，
一想到处对象让老师发现把双方都叫到水房一顿臭骂，
还是算了。
上学的日子，有它的美好，也固然每个人都应该去经历，
但是再经历一遍，我还是算了。
我想豹姐应该也和我是一样想的。",4508181,519194,254708,110107
BV1ma411D7VN,258212828,1,乐评盘点,1,http://i2.hdslb.com/bfs/archive/0334314f332d68c63aa5bdc6000bbb5f6ef0c840.jpg,为什么是《最伟大的作品》？,1657161094,1657161094,写文案的时候，我一直在单曲循环，MV主角回到1920年，而我好像回到许多年前。具体是几几年呢？记不太清了。总之那时候的歌迷不叫粉丝，听众不用做数据，作品没人控评，没有对冲谩骂，只有音乐说话。没有热搜，传唱度却是真的破圈，离开了互联网，还有大街小巷。那时候的歌好像都和这首一样，你说不上来为什么，但就是… 很好听啊。谢谢周杰伦。喜欢的话欢迎一键三连，把这支MV的故事分享给更多的人。,5422426,526386,240451,110805
