视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV1NB4y1S7x4,597449075,1,绘画,1,http://i2.hdslb.com/bfs/archive/08fca7a5cab5f498a214e158ab8e31dcbe1b03ba.jpg,15OOO个泡泡，用针管画了幅梵高的星空图,1655006268,1655006268,"片末电影片段：永恒之门 At Eternity's Gate (2018)----导演: 朱利安·施纳贝尔
片段BGM：Lianne La Havas - Starry Starry Night电影《至爱梵高》插曲",12750801,1432991,479256,271999
BV1zT41157n2,469972598,1,搞笑,1,http://i2.hdslb.com/bfs/archive/9512d737701a4f7651dfaf6177a5272e4b3b23dd.png,⚡   梗 王 王 中 王   ⚡,1655129181,1655129431,爱你，但是是五旬老者。《重返帝国》再次助力谭sir/二大爷/穿山甲 冲击奥斯卡。,9490642,1022634,372724,209520
BV1LW4y1k7Nc,939920044,1,舞蹈综合,1,http://i1.hdslb.com/bfs/archive/295cf812f9121de8fc183c75b5ded564d1b7d9bf.jpg,假如教导主任跳Kpop，你高考多少分,1654868569,1654868569,-,7812271,898381,92850,175022
BV1dt4y1H731,982465857,1,搞笑,1,http://i1.hdslb.com/bfs/archive/5d95530c9000ba4ecd3fc41242ba38abe12bba92.jpg,【广场往事】我 和 我 的 怨 种 外 甥 ！,1654855397,1654855397,"BGM：
久石譲 - Summer Road
久石譲 - Mother 
Lex Vandyke - Maria Elena
Angelo Badalamenti - Rose's Theme",6744686,430114,252410,73850
BV1fZ4y1q7PA,385062580,1,搞笑,1,http://i0.hdslb.com/bfs/archive/e62247255061aed5843335ccfdccdb82bf7e9615.jpg,绝命毒师安陵容,1655352035,1655352035,留学归来的安陵容，在后宫打出一片天~,7647268,607643,130090,106702
BV11Y4y1W7EJ,639895956,1,搞笑,1,http://i2.hdslb.com/bfs/archive/8acd2ff3d6914db3af5ab58ac02527345bbef05c.jpg,当代年轻人的两幅面孔,1655206290,1655206290,-,6778644,782732,33791,65490
BV1cT411573g,469884567,1,人文历史,1,http://i1.hdslb.com/bfs/archive/2cf21281d96c724537d9ea3e58077d72665b32e3.jpg,一个美国人如何走遍长城？【小约翰】,1655092415,1655094468,"本篇为小约翰之盖洛。
参考资料：
P.W.威尔逊1927年出版《改变视野的探索者》
盖洛游记《扬子江上的美国人》
盖洛游记《中国的长城》
盖洛游记《中国十八省府》
盖洛游记《中国五岳》
威廉·林赛2009年出版《两个威廉的长城》",3306558,321061,242324,62174
BV1aU4y1X7aF,685068657,1,短片·手书·配音,1,http://i0.hdslb.com/bfs/archive/caa47c652742a705a73b6d88d30fedc3e62009f0.jpg,【原创动画短片】《怪美的》|容貌焦虑到极点的她竟然！？-暨南大学动画专业毕设短片,1655290313,1655298240,"两位创作者历时一年的毕业创作完成~美貌没有天花板，自卑才是无底洞。谨以此片送给深陷容貌焦虑的大家和自己！
【音效&音乐】来自爱给网",2048147,171148,35140,46946
BV1pt4y1h7Rp,982576427,1,搞笑,1,http://i2.hdslb.com/bfs/archive/8c4da63c9ce05385a6a77847c3808af1e71794b4.jpg,反整蛊！假装在外面不经意叫女友一声“嫂子”？让她体验彻底社死！用女友的方法整她！,1655279752,1655287258,这次真的都社死了！,3987498,278434,101960,20531
BV1YA4y1R7RJ,897395126,1,社科·法律·心理,1,http://i2.hdslb.com/bfs/archive/5c3c2252ff22d9aa4bc6033b2d09cffa8c466751.jpg,【罗翔】令人愤怒的唐山打人案涉及什么犯罪？,1654927786,1654927786,相信很多同学都这件事十分生气，甚至气到吃不下饭睡不好觉。让我们一起持续关注该事件的发展。,23738060,2808060,1539067,427331
BV1jL4y1N7QC,854952717,1,MAD·AMV,1,http://i0.hdslb.com/bfs/archive/61e198f8625db4de194918afaf059977780493c0.jpg,约尔：我只教一次，看好了吉克耶格尔，球是这样投的 ！！,1655178455,1655178455,"BGM：LOSER
真的很用心的对待每一个作品，爆肝很久却比不上别人随便剪的切片观众多，真不想凉了，恳求给点推荐吧！",4396063,328758,105277,83627
