视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV1cy4y1k7A2,797663148,1,数码,1,http://i1.hdslb.com/bfs/archive/81584c757a6b4c71dc93170664745167b175dd72.jpg,【何同学】80年代的电脑能做什么？苹果麦金塔深度体验,1604585819,1604585819,"简介 ：
制片：九老师
给麦金塔上网 顾问：paizhangpi
动画：joyteeth
像素画：石西籽
感谢阿范来帮我拍视频
感谢程序猿旺旺带我逛创业博物馆
感谢排长给我讲山西高速公路的故事
感谢蘑菇 远哥的帮助
能认识大家是我的荣幸
YouTube：youtube.com/c/hetongxue",12478306,1677259,1923186,504076
BV1pa4y1s7SW,670119108,1,影视剪辑,1,http://i1.hdslb.com/bfs/archive/5d6f0b577b9987bf625a2317de7fc70da5591909.jpg,【沈腾 超燃 踩点】原来踩点的沈叔叔可以这么帅！,1604041547,1604041547,"这次这么密集的踩点剪辑也算是给自己的一个挑战，也参考了一些其他up的剪辑片段，剪得蛮累的，如果您觉得还不错的话，那就请点个赞吧，这对我很重要。
素材:《西虹市首富》
         《夏洛特烦恼》
         《飞驰人生》
         《羞羞的铁拳》
         《一念天堂》
音乐: edge of my life",3222978,185472,82764,50782
BV14r4y1w7aD,755135444,1,MMD·3D,1,http://i0.hdslb.com/bfs/archive/e465748ff650e9682f9f70318330c93577997141.jpg,又学了一年动画，重做泰坦尼克号，一洗前耻！~,1604362342,1604362342,又学了一年动画，如今3D技术突飞猛进的我，带着新的技术重做泰坦尼克号，一洗前耻！~,4790110,247614,50069,41209
BV1Dv411k73p,245031131,1,影视剪辑,1,http://i2.hdslb.com/bfs/archive/4cbcab281ce88d71a745c99ee8c600c628d6fd74.jpg,那些看了一遍就再也无法忘记的绝美瞬间,1603971860,1603971860,"BGM：Memories
世界上怎么可能有这样的声音？听完这个BGM自言自语道，于是便有了这部作品～
希望你们喜欢，审核大大辛苦了～",2189931,102647,23767,73130
BV1hr4y1w7sU,755121884,1,单机游戏,1,http://i0.hdslb.com/bfs/archive/c6e567f915a8f50028fcb736b44a71f7a4c8b62a.jpg,我！爱！学！习！,1604036006,1604036006,"游戏：《bad guys at school》
如果喜欢，希望能够三连支持一下！",8230013,518253,188296,81544
BV165411L7d1,457640391,1,搞笑,1,http://i0.hdslb.com/bfs/archive/c6933f35391d80651b397ec4fb2339ac346f1672.jpg,当猛男用萝利音在网吧打游戏,1604304136,1604304136,我最近胆子越来越大了hhhhhh，友情客串女声@姜峰真的苟,8376142,341634,45302,71085
BV1VK4y1E7wn,885161783,2,综合,1,http://i0.hdslb.com/bfs/archive/580e85ed1ab40b8905926d4df1ae61f1ac305175.jpg,【数码宝贝】这才是数码宝贝最后的进化,1604131419,1604131419,"对不起，BGM犯规了，但是，这应该才是我们想要的数码宝贝们最后的进化！！！
bgm:宮崎歩 (みやざき あゆみ) - brave heart (勇敢的心)
和田光司 (わだ こうじ) - Butter-Fly (ピアノバージョン)",2538851,121041,98516,64714
BV1wT4y1F7RX,927500694,1,动漫杂谈,1,http://i1.hdslb.com/bfs/archive/57567cdfaefb2aea361d3532747093a06669ab79.jpg,笑到猪叫！动漫高手最终决战！你画这个我可就不困了？！（第二期）,1604043505,1604056248,"动漫高手你画我猜线上争霸赛 第二期
参赛选手：泛式、瓶子、赫萝、天堂、呜喵
平台：gartic .io",4341039,329266,164010,72067
BV1qy4y1B7Qs,800148879,1,影视杂谈,1,http://i1.hdslb.com/bfs/archive/3c9f0590a25aa08bb58b410bb1f5cf6f041e07a5.jpg,人质：别救我了，我想再呆一会【阅片无数71】,1604498418,1604498417,"想看更多的阅片无数小伙伴们转发三连搞起来哦
更多生活中的凉风请参见→微博@凉风Kaze
第七十期BV1P5411L78A：学生复仇数学老师，逼其两小时做完整本习题
第六十九期BV1Jy4y1B7Pj：全站应该没几个人看过这全员变态的日剧
第六十八期BV1zf4y1B7WE：三小时从单身到离异
第六十七期BV1dp4y1a7MH：什么剧？穷得挤洗菜池子
更多生活中的凉风请参见→微博@凉风Kaza
另外一些不适合在视频解答的题，之后会放在微博",4622238,324408,75966,24739
BV1nr4y1w7NW,755082978,1,校园学习,1,http://i1.hdslb.com/bfs/archive/8ffd2b38532efa5f966a2b8c484371595ba63057.jpg,作文技巧大放送！5年老记者揭秘写作绝活儿,1604053284,1604053284,作文技巧大放送！5年老记者揭秘写作绝活儿,3929700,421454,311714,427678
BV1yp4y1k7CC,970153273,1,财经商业,1,http://i1.hdslb.com/bfs/archive/c4d01b04101aeb4e4d7a97e0ea8c448e5728f66d.jpg,【半佛】周震南想洗白，还得学罗永浩,1604239908,1604239908,正道的光。,3126392,230200,108656,31583
BV18K4y177ZD,885019782,1,软件应用,1,http://i0.hdslb.com/bfs/archive/774bbe34aec483cb2f515f2ad0791a49ddc06e4d.jpg,【苏星河】颠覆你对夸克的认知,1604060690,1604060690,"Safari教程：BV1Ug4y1i762

结尾有惊喜！",4220260,329285,192650,130346
