视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV1K4411A7rn,57786319,1,动漫杂谈,1,http://i2.hdslb.com/bfs/archive/c7bb20be33845431f31d965ad9637bbc87e297ed.jpg,奶爆新番！七月最值得期待的10部动画！最后一部竟然出乎意料！「泛式/七月新番导视」,1562211385,1562211385,"2019年七月新番导视，个人预测的10部最值得期待动画，如果实际表现不佳欢迎回来打脸！
微博 @泛式 http://weibo.com/FunShiki",2900266,154859,120128,64785
BV1d4411F7Ad,58408903,1,搞笑,1,http://i1.hdslb.com/bfs/archive/ad05ba2ebbc4a6bc00cd73c4224031183080981c.jpg,bilibili少儿频道开播啦~教小朋友如何把垃圾分类（玩游戏）,1562613653,1562644987,三连三连三连视频中的小姐姐@矮乐多Aliga 喜欢的小魔仙可以去关注一下,1664340,105881,34297,13322
BV1T4411w7aU,58149114,1,人力VOCALOID,1,http://i1.hdslb.com/bfs/archive/60e7aa8f76463280815480249ce200bb364165b4.jpg,【赵本山】Bad Guy,1562439649,1562479210,BGM:Billie Eilish - Bad Guy,15006709,904619,727725,475235
BV1z4411F76W,58385470,1,动物综合,1,http://i2.hdslb.com/bfs/archive/419d2f4d6402999cc8fd2d39e24c7742c0cf9daa.jpg,【龙猫】我和龙猫的吃饭日常 治愈系吃播-7月8日晚饭,1562601291,1562601290,"2分钟的视频够玩了吗~
阿呆吃的是龙猫粮，龙猫以提草为主食，只有晚上的时候才会给些粮，平时基本不喂零食，会偶尔给些苹果枝磨牙。",2941386,81328,22784,28341
BV1y4411F7Zv,58368677,1,搞笑,1,http://i0.hdslb.com/bfs/archive/65319b297f6762db8d4d0da32d1ef9b9d465ba8a.jpg,【朱一旦】20 枯燥的周一，我决定从办公室挑一个人，送去非洲,1562590452,1562590451,有钱人的周一 也是同样的无聊又枯燥,5329293,76046,21608,5923
BV1c4411w7pY,58130411,1,电子竞技,1,http://i0.hdslb.com/bfs/archive/2f84e5f00f8258b1e7363cd0d5e3da2374ff3cdc.jpg,罗汉鬼套路：lol一个不被秒就死不了的套路 万鞭归宗！！！,1562428984,1562428984,"万鞭归宗套路和万毒归宗师出一脉~
无论是强度还是娱乐性都非常的高 大家抓紧机会玩吧
收藏这个东西对UP主来说还是特别重要的  大家多点收藏 罗老师就把命不要的高产 之后有可能会尝试其他类型的视频~",6477639,348144,356342,136976
BV1hx411f7JB,58658296,1,单机游戏,1,http://i2.hdslb.com/bfs/archive/e04fa81852abb3757edff468ec91bf2204b9f31e.jpg,【敖厂长】中国游戏最黑暗一天?但曾经却拥有光明,1562817619,1562817612,充电和收藏来一大波，如果反响好本期节目可能还有更震撼的下期。,6744951,316062,273211,70942
BV1T4411w71C,58149845,1,单机游戏,1,http://i2.hdslb.com/bfs/archive/6c9ba5c5431ea1f0acb892486a5c8fb573a2e48e.jpg,猜猜我是谁！全明星捏脸猜猜猜猜猜！,1562472051,1562472039,"全明星捏脸猜猜猜！一起来回忆童年！你能猜中几个！
喜欢的话长按点赞一条龙支持吧！",4731978,219619,121716,58056
BV1fx411f7x2,58255752,2,鬼畜调教,1,http://i0.hdslb.com/bfs/archive/cc4c791aeed5fb1885510ab88df6502d678647ce.jpg,【爱情公寓】吕子乔：让我把我的语录rap出来,1562510170,1562510170,"爱情公寓素材来源于爱奇艺
BGM：TheFatRat——Unity
第一次做鬼畜，做了半个月，爱情公寓粗略的刷了几遍，有时为了找一个字找了半天。
目前不怎么会用pr，字幕做的有点不好，BGM有点太大声，请多多包含，以后努力学习技术，会改进的。
为什么我要剪吕子乔的鬼畜呢？鬼畜的意义在于开心。小时候觉得曾小贤最搞笑，长大后觉得吕子乔既搞笑又特别牛逼，可以不用工作，生活又过的丰富多彩，其实也是因为他有一群好朋友啊。下次有机会就做曾小贤的鬼畜。
喜欢视频的点个三连呗，这真的很重要！",4659216,348665,152357,122370
BV1wx411f7Ke,58557158,1,手机游戏,1,http://i1.hdslb.com/bfs/archive/be78067712052745f619e4af6ba6a649196f268f.jpg,罗德岛于2077年投放的广告,1562710908,1562733053,2077年的广告,3512866,193026,121942,115420
