视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV1fV411x72a,418448598,1,极客DIY,1,http://i2.hdslb.com/bfs/archive/ffc49d25827443f438d86de3a4fb41dc259cc142.jpg,【自制】我把自行车做成了 自 动 驾 驶 ！！【硬核】,1622944209,1622944209,"终于填坑了，巨！累！

这个项目应该我最近做的最硬核的一个了，研发过程断断续续花了四个月（虽然基本只有周末有空），期间遇到非常多的坑，视频时长原因有些内容并没有放到视频里，看了下素材已经拍了将近200G了...大家喜欢的话记得三连啦~

视频中提到的开源仓库地址：https://github.com/peng-zhihui/XUAN-Bike

视频中的BGM：
《松本晃彦 - Sakae in Action (栄の活跃 Sakae no Katsuyaku)》
《口袋妖怪BGM-未白镇》",4636541,439840,449525,141979
BV1Gq4y177xS,545993993,1,MAD·AMV,1,http://i2.hdslb.com/bfs/archive/a04f3f1f9315a0252a5faf9340dab0b5762d8820.jpg,【火影忍者全集】此视频属于所有热爱火影的人！,1622731597,1622731597,"起床上wc，打开b站，打开自己视频，一看百万播放，我屎都吓的夹断了半截，让我冷静冷静。。。
关于最后结婚部分，渣电脑实在不给力，总死机，pr里面100多GB素材太多了，死机有一部分没保存的就得从做，我会抽时间剪出来！
1.   火影001-019集：00:00-05:29 ‘’再不斩与白‘’ 波之国任务篇

2.   火影020-067集：05:30-10:42 ‘’中忍考试‘’ 前中后篇

3.   火影068-080集：10:43-14:49 ‘’火之意志’’ 毁灭木叶计划篇

4.   火影081-",6148273,512831,610969,369720
BV1xV41147Gw,418568901,1,日常,1,http://i0.hdslb.com/bfs/archive/5fa020f3be8e676939a2474f6c5acff36834c002.jpg,我们的希望小学已投入使用！一起来看看吧！,1623220249,1623232819,,9566429,1663860,2360962,377734
BV1Yb4y1Z786,630946242,1,野生技能协会,1,http://i2.hdslb.com/bfs/archive/768b519e7fd269c129275378366d27dcb69c8d26.jpg,呆住，学霸都这么找资源的？网友：白活了20年！,1622676617,1622676615,就......挺突然的，出来冒个泡~,6188953,497890,354278,728411
BV1iy4y1u7d3,803591280,1,综合,1,http://i0.hdslb.com/bfs/archive/ee400d313905bfed72795ad6eeb44a54e4d953fd.jpg,B站以前的LV6 VS 现在的LV6,1623239385,1623239385,感谢大家的三连支持，这篇视频我要投十个币！！,9808058,815742,898558,135725
BV1Vo4y1277p,375911751,1,搞笑,1,http://i0.hdslb.com/bfs/archive/31640328f69bc398221f18b06ca30dd6efc05605.jpg,肌肉金狮（蓝色战衣版）,1623065316,1623065316,"肌肉金轮：BV1R64y1d7pm
蓝色战衣：BV1Mv411h79F",1926929,118486,40595,11615
BV1c54y1G7NQ,846032451,1,财经商业,1,http://i0.hdslb.com/bfs/archive/26b3210dc2708a13add8549ab954f8502b602b40.jpg,你点的“外卖”成本只要几块？30秒就出锅？警惕黑心料理包产业【牛顿】,1623149017,1623149017,你点的“外卖”成本只要几块？30秒就出锅？警惕黑心料理包产业【牛顿】,5668980,268382,131571,71129
BV18h411e7f2,206005992,1,美食侦探,1,http://i0.hdslb.com/bfs/archive/d426972a7094c642459dbc24d6390e05682f0e2a.jpg,顶级大厨已疯！国家一级面点师：上海狮子头就得大！,1623228704,1623230822,顶级大厨已疯！不能做自己的菜，只能带我们去吃当地的街边美食。这次搞疯的是一位上海的聪明老师，他到底有多聪明呢？快跟我去看看吧！点赞35万就再把他搞疯一次。,4701567,412428,207167,41630
BV1RB4y1u7Pf,588392310,1,社科·法律·心理,1,http://i0.hdslb.com/bfs/archive/7b3753ecfce38bc307f1680f195a807259873730.jpg,【罗翔】传播校园不雅视频，构不构成犯罪？,1623124811,1623124809,关于这个事情我想了很久，大家如果遇到类似事件还是不要进行视频的传播，我们应该尊重他人，把人作为目的，而不是纯粹的手段。,4364237,332037,98312,29487
BV1Df4y1b7DP,290986889,2,健身,1,http://i0.hdslb.com/bfs/archive/43abffbdc9879fdda28e1b26f7d77be2ee46338c.jpg,抬头挺胸，最错误的体态矫正动作，越练越丑！,1622805686,1622805686,-,2426246,190453,77353,220312
