视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量
BV1AM4y1M71p,931463745,1,舞蹈综合,1,http://i0.hdslb.com/bfs/archive/f28fae0e133f8bb289d719e031891764edb332e1.jpg,破亿纪念!【猛男版】新宝岛 4K高清重置加强版,1625488229,1625488229,"BGM: 新宝島 - @sakanaction鱼韵乐队  
Dancer: Ram, Jc, Jawill, Isamu, Maezon, Jorie 
Production co-ordinator: NN",35916269,2582073
BV1aB4y1N7AU,589114730,1,日常,1,http://i2.hdslb.com/bfs/archive/d18003526d8f77dae6ef5db05b760012a93abfb6.jpg,猛 男 可 莉,1625565032,1625568262,祥哥直播间：https://live.bilibili.com/9177,4071185,596080
BV1af4y1b7ZB,291446874,1,搞笑,1,http://i2.hdslb.com/bfs/archive/6ce186033d5b9aeea6212cdb4c394bbe63e37489.jpg,超人叶问,1625316929,1625316929,平行宇宙666号地球，超人的真实身份是叶问。,8609496,558810
BV1CK4y1g7Hv,888907975,1,日常,1,http://i0.hdslb.com/bfs/archive/4284a0575776d90bef6f9530c14fb030dd2c66b0.jpg,困到底能困到什么地步，记录真实课堂,1625026646,1625026646,仅以此纪念我的大学生活，反正没有人会看。啊哈哈哈哈哈哈哈哈哈哈哈，毕业了，他做梦也没想过我录过这种视频。,7755084,424583
BV1gb4y1y7SZ,631449731,1,单机游戏,1,http://i2.hdslb.com/bfs/archive/ff246f74a68f8b0c11a5e9c8b59c5e26ab7246fe.jpg,我是不是有病？,1625281223,1625281218,这期视频千万别点赞，让我妈知道了她能打死我！！！,16493273,1557626
BV1qo4y1C7FN,376420782,1,美食记录,1,http://i0.hdslb.com/bfs/archive/927493f2015186db769e9bbb981be97543efb8a7.jpg,3.99美元的红翡翠原石开出来是什么效果？,1625282510,1625282510,一本正经的胡说八道,5099518,347663
BV1MU4y137Yi,674010448,1,数码,1,http://i1.hdslb.com/bfs/archive/4983f8188c2bfd2c850ca16c36cb7a6a2c2eba13.jpg,给手机装Windows11！还能玩大型游戏？！,1625580185,1625580185,"今天我们要给一台一加6T手机装上Windows11，不是远程桌面，不是虚拟机，是原生运行的Windows11哦！不仅如此，我们还要在上面尝试各种大型游戏，这颗845能坚持住吗？

项目地址：https://github.com/edk2-porting
教程：https://forum.renegade-project.org/t/845-windows/36
备用链接：
https://silime.gitee.io/2021/05/20/Windows10-on-arm64/",5288631,350872
BV1d64y197gj,758879239,1000,绘画,1,http://i0.hdslb.com/bfs/archive/26c6cd0b3ec4a063e6e364c490c2f3c5e4c0354d.jpg,冒死上传！目前B站最完整的绘画教程，包含所有绘画风格！插画|厚涂|原画|板绘!,1625114786,1625322415,"耗时4年录制！涵盖市面所有教程！！！
内容包括了：
日韩漫画
商业插画
厚涂技法
游戏原画，你想得到的这里有，想不到的这里也有！
为了让大家不会为了找各种教程而烦恼，UP每集视频都做了备注，方便大家学习与分享（想学习什么动动手指自己找下哈）基本所有相关的教程视频都有。
真心希望大家看过后给个【一键三连】当作学费，做免费的课程不易，先谢谢大家了！以后还不持续更新更多的绘画教程！！！",4188547,274990
BV1rK4y1g7iG,888897585,1,出行,1,http://i1.hdslb.com/bfs/archive/fe5fc462b35309f07f9020f7c39a732b0e616c02.jpg,千 万 别 去 西 藏 拍 星 空,1625381996,1625381996,"为什么不更新？
因为这个视频做了一个多月
2000G的素材，一张张的修图，我哭了
游记攻略地址：https://www.bilibili.com/read/cv12052461",5027468,376891
BV1PU4y157gh,673563305,1,人文历史,1,http://i1.hdslb.com/bfs/archive/f2fa3d092121d2718f0b26b5857749025546deaf.jpg,“把你老婆p掉，你不会生气吧？”学霸情侣的神仙爱情 透明课本02,1623329712,1625457605,"附：这期不是恰饭，是和出版社合作的活动~
作为一个小透明up主，希望有更多人能看到
历史上那些本不该透明的、智慧的女性故事。

透明课本 第1期《课本里的人都是秃头？》BV1wZ4y1A7vv
透明课本 第2期《课本里被删掉的女性》BV1PU4y157gh
透明课本 第3期《教科书级的天才爱情》1  BV13b4y1S7QT",9800657,436431
