视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV1GZ4y1A75G,374801051,1,特摄,1,http://i0.hdslb.com/bfs/archive/d7f6424815bea189c015434110ca776f9e63eec0.jpg,奥特曼入坑指南！十分钟帮你解决所有疑问！,1617182909,1617182909,点个关注再走哦~,3517166,215454,75548,45999
BV1s5411A7Ui,459966554,1,鬼畜调教,1,http://i1.hdslb.com/bfs/archive/f83731ec6d0f0e7ee73a5417e368436b075f7db1.jpg,弹 电 棉 花 r e m i x,1617298359,1617336304,"前几天棉花的事想起来这么一个素材
打磨了一阵子，不过也不算晚吧",7167788,453155,201563,156861
BV18i4y1P7Av,544784335,1,宅舞,1,http://i1.hdslb.com/bfs/archive/41f06b74e33f76ed3669ec55bb38cb60cfeabf71.jpg,【招行特供】 ❤ 挑战全网最甜书记舞 ❤,1616753762,1616753762,"舞蹈翻跳：《辉夜大小姐想让我告白》ED
出镜：招商银行重庆分行-娴娴
特别鸣谢：招行重庆分行&深圳分行
书记舞这么甜~还不快三连？",7976130,421377,239771,143780
BV13K4y1S75r,929767931,1,MAD·AMV,1,http://i2.hdslb.com/bfs/archive/c0f93a868513a547abb41af2a20735751805b9e7.jpg,"""你管这叫领域展开?""",1616809383,1616809383,"喜欢点个关注！谢谢~
BGM：Imagine Dragons - Whatever It Takes
你要在众人的簇拥下死去",7276196,654429,514629,342006
BV1oK4y127N9,929886721,2,短片·手书·配音,1,http://i0.hdslb.com/bfs/archive/23811b83ec93f0bda6dfba6c3063a541d33056ba.jpg,《 让  葫  芦  飞  ！》,1617197044,1617197044,"这期视频真的已经尽力了
拆成两部分也是真的无奈之举
一是我做视频确实慢了点
二是没有办法在十分钟之内讲完一个让子弹飞的故事
真的抱歉，但我毕竟已经承诺了
只有硬着头皮试试
期间看了好多遍子弹飞
最后发现自己还是拙劣的模仿着
姜文真的厉害，叙事节奏太好了
黑色的很幽默
幽默的很讽刺
讽刺的很现实
也真的难以模仿复制
我做着做着还是偏离了哪个味道
不过好在故事大纲我已经写完了
下一集很快就会和大家见面
比这一集更难做
但同时我保证会更精彩
有了上半集的经验我好像明悟点那种感觉了
剧情也绝不是单纯的照搬
希望大",7244154,473038,309529,146628
BV1Q5411P7k4,459759159,11,野生技能协会,1,http://i1.hdslb.com/bfs/archive/b94782fdc8cc566edff3454f45a013c22dac4a93.jpg,拜托三连了！这绝对是全B站最用心（没有之一）的PS公开课程，耗时千余小时开发！,1616772024,1616772024,"这套课程开发了整整半年，动效和内容质量都真的是非常非常劳神伤财了，绝对是你能看到的最用心的PS课程!
希望大家看过后给个【一键三连】

课程涉及的工程文件请关注我自个儿的小公众号【GenJi是真想教会你】回复【PS】就可以获取啦~
进粉丝群的话，在后台回复【我是铁粉】或者【进群】都可以，大佬、萌新、猛男、萝莉、还有我这个小透明up主都在群里等你哦~群里氛围还挺好的，可以来相互交流、学习进步

学完不过瘾，想要再学些更有难度的平面设计的话，来看看这个！
【Ps+Ai双专业！设计师的第一门必修课】：https",3950036,270712,276014,567907
BV1Yi4y1P7Bd,544829075,2,短片·手书·配音,1,http://i1.hdslb.com/bfs/archive/26c0f165a26ce9e575b44508fd641907d891129a.jpg,耗时近两个月！手绘856张 哥斯拉大战金刚,1616818217,1616818217,"头一次见像华纳这样发预告的，天天发，真滴是刷屏了。。。
本来画886张的，结果头三十张画了两遍，但还是效果太太太差了，就不放出来丢人了。",5260605,566234,422769,112455
BV1JK4y1S7zM,929797963,1,综合,1,http://i1.hdslb.com/bfs/archive/dc1cbb3170db68d6c467d475a9bf8098bbbbbb3c.jpg,B 界 等 级 修 仙 传,1617018399,1617018399,大型沙雕古装仙侠剧《B界修仙传》今日开播！！,8044245,806227,928695,239704
BV1KA411K7or,332338253,1,短片·手书·配音,1,http://i0.hdslb.com/bfs/archive/13f03d55a57901b9e64cef4bf59b6d55401d14ff.jpg,【自制动画】坏艾伦,1616674082,1616674082,"终于有些空闲继续发视频了。但不知为什么，视频做得越来越吃力，由原来两天就能出一个，到现在要将近一周时间……
BGM:Dawin - Dessert",3966772,248972,161228,143827
BV1hV411e7MF,417325787,1,日常,1,http://i1.hdslb.com/bfs/archive/c4f508ad607cb445de86ea669c84eab31576d426.jpg,疫情后重返中国，采访商户现状，对比美国的怎样？,1617161405,1617161402,,3163885,322556,151572,23605
