视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量
BV1Aa411E7ZR,214275530,1,人力VOCALOID,1,http://i2.hdslb.com/bfs/archive/199e8cc62153925119ed35aedd435cb5d12af3bf.jpg,爱你，就多判一年,1653389870,1653389869,"甜心教主X
添刑教主✔
BGM：爱你-王心凌",16353955,1508312
BV1st4y1s7Kk,981899374,1,原创音乐,1,http://i1.hdslb.com/bfs/archive/fb34295a03d9fae73817bbf05c7f9285f4b70463.jpg,我帮周董“出歌”还被本人评论了？！原创歌曲《常玉》,1653448561,1653448561,"肝了18天！“周杰伦新歌”《常玉》终于完成了！从杰伦发布新歌词灵感开始，就着手创作。作词、作曲、演唱、和声编配、混音、MV剪辑：贾逸可。特别感谢编曲：GrogTony ，这也是我们第二次合作啦！欢迎关注，一键三连！这次一定！希望杰伦本人能够听到，催更新专辑~
欢迎戳视频下方订阅，我的#离谱！华语乐坛# 系列
【热爱105°C的你】BV1qw411Z7Zy
【孤勇者】BV1AM4y1P7De
【有何不可】BV1WL411T7vD
【达拉崩吧】BV1rY411j73X
【本操纲目】BV1PY411A7sJ
【萨日朗】BV16L4y1a7oe
【套马杆】BV1YV411W7Ad
【一首歌的时间】BV1Xf4y1E7Q8
【周杰伦新歌？橙色靴子国】BV1bP4y1a7fH
【周杰伦新歌？群青】BV1AU4y1F7HL
【焯！爱不得忘不舍】BV1Gq4y137L6
【北京欢迎你2022】BV1ro4y1m7TN
【你被骗了】BV1T84y1F7rm
【两只老虎】BV1mK411F7XY
【迪迦奥特曼-奇迹再现】BV1QV411E7i8
【亮剑中国军魂】BV1Vv411H7sF
【明天会更好】BV1Q44y117fr
【国际歌】BV1b44y127hf
【逮虾户】BV1jg411g7Cg",2286889,116202
BV11g411d7TW,511749942,1,穿搭,1,http://i0.hdslb.com/bfs/archive/59b7e352d776e10df957c73c52ed12dd6c3115ff.jpg,约尔太太今天约会♥,1653038467,1653038467,用相似的衣服修改后复刻了约尔的衣橱，一些是漫画彩插里的衣服( ///－///,13978924,1358621
BV1x34y1E77j,811760277,1,综合,1,http://i2.hdslb.com/bfs/archive/dffadf09dc3946c33380cda67ba3a8608ddb52b1.jpg,“轻 轻 敲 醒 沉 睡 的 心 灵”,1653311055,1653311055,"bgm：明天会更好，李如意版
梦的光点：BV1bU4y1273p
童年：BV1iY4y1B7Aq
机战王：BV1pZ4y1477h",14104816,1241687
BV1ev4y1A7Wo,554289618,1,鬼畜剧场,1,http://i2.hdslb.com/bfs/archive/b2a2d731efca46d520cbf9033ec64503498baf21.png,美 国 退 长,1653363184,1653363184,梗指南：BV17Y4y167A3,6514433,342138
BV1cU4y1U7mp,684188309,1,短片·手书·配音,1,http://i0.hdslb.com/bfs/archive/8823bccf691e343ecef01d8e6ef0d8d1e8192fed.jpg,【521 仨 人 全 破 防 了】,1653034210,1653034210,"“我 才 终 于 明 白 ，办 不 到 的 承 诺 ~ 就 成 了 枷 锁 ~ ”
                                                                          
                                                 --- 《我还想她》（-林俊杰）     狮兄唱着。",6795308,576700
BV17T4y1z7gB,939191894,1,日常,1,http://i2.hdslb.com/bfs/archive/ba934331b9b359a97fa1b6efab22f2b2a062a169.jpg,怎么办啊！我被求婚了！,1653016502,1653016502,感谢遇到你，也感恩我的每一个朋友，感激每一位给我爱与善意的朋友，给我一场美妙的奇遇！被信任，被接受，被体谅；斯人若彩虹，遇上方知有。他言传身教给我最好的爱。来日可期，咱们既要今朝醉，也要万年长！！！,6088775,400518
BV1h5411X7DF,469350385,1,绘画,1,http://i0.hdslb.com/bfs/archive/4ce4773c8a408ee20f63e3aa70d08adbd1aec0ec.jpg,毕业创作的诞生,1653318163,1653318163,-,2131139,177288
BV1234y1E72K,811798455,1,人力VOCALOID,1,http://i0.hdslb.com/bfs/archive/327ba84141bd51904a44f75dcfbd763332ea3efa.jpg,爱你？劈你！,1653393276,1653393276,原曲：爱你——王心凌,1828965,113488
BV155411X7EN,469331250,1,极客DIY,1,http://i0.hdslb.com/bfs/archive/4a235e4ead3be352725b7c9497c3fd88c6520ebc.jpg,不忍直视，我居然制做了这么多垃圾,1653361603,1653361602,没有一个能应用到生活中…,11478458,1258079
BV1LZ4y1h7tQ,384276007,1,日常,1,http://i1.hdslb.com/bfs/archive/a45babbbc65afefcd6d479d158788691cab7a5f7.jpg,菜鸟驿站真的赚钱吗？我承包一个店给大家打个样！,1653364847,1653364837,一个视频发三次！下次体验什么店的老板我也不知道啦！大家也可以给我个意见啦！,5902335,343940
