视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量
BV14y4y1k71x,797190634,1,鬼畜调教,1,http://i1.hdslb.com/bfs/archive/0ca7a8e17eaeb39d751d33ddcfce7aa014437a02.jpg,张伟辩护，死刑起步,1600852140,1600852140,"尝试不以押韵为核心，而以故事走向为核心来制作这个视频，为了想这个故事我可真的是绞尽乳汁，哦不对，脑汁了，这个长度各位应该满足了吧，喜欢就点个关注吧！！！
参考视频：BV1Yi4y1V7TN

张三的奇妙冒险
第三期：BV1NX4y1N7Qr
第二期：BV1gy4y1q77i
第一期：（本视频）

BGM：Arbeit ist out -Shindy",27401835,1719018
BV1GK411K7Ke,499511206,1,影视剪辑,1,http://i2.hdslb.com/bfs/archive/25149bc340d8b14e36e440bd37868f27afe69309.jpg,【孙悟空×林黛玉】名著联姻 | 佛度众生不度我 宁负如来不负卿,1600395953,1600395953,"bgm：牵丝戏
都道是赤条条来去无牵挂，怎奈顽石一心盼花开。绛珠已是前尘泪，用什么暖你一千岁……",9469177,560271
BV1hv411C7jk,244638058,1,鬼畜调教,1,http://i1.hdslb.com/bfs/archive/8470a4e49c147534f7c257db1c72a480db79ad40.jpg,这是个音乐游戏？？,1600916377,1600938023,"上次 BV18k4y1R7cJ 把自己对S赛的回顾和期望都做的差不多了，这次就整个不一样的吧
中间混了一段早期英雄联盟的主题曲NUMB进去
整个视频皆是由我一个人在训练场录制完成的
感谢@吃萝卜的冬狼 借我的全英雄账号
视频有的地方卡顿和撕裂的大部分原因是因为我电脑录屏卡导致的。
录制视频的整个期间我把我的2K显示器调成1080P在用，还是卡是真的难啊，这就换。
最后LPL冲冲冲冲！",12722719,1337073
BV1wK4y1Y7P4,884678353,1,热点,1,http://i2.hdslb.com/bfs/archive/167152d0fc22e166abfdeb18e01bec9e2fc1d9de.jpg,总台记者王冰冰：“快乐小草”，再也不用担心会“秃”了,1600766375,1600766374,黄河流域的生态保护，草原修复也是一大重点。内蒙古呼和浩特市进行草原生态修复的科研基地里，诞生了被称为“快乐小草”的耐踩草坪。它们恢复能力很强，踩过后很快就能立起来，所以并不容易踩坏，使用寿命最长可达十多年。加油！一起保护环境！,6593644,385351
BV1Vi4y1E7py,542220160,1,搞笑,1,http://i0.hdslb.com/bfs/archive/55e8abc6e25e7da0ef0a0e984d211a60d55b053e.jpg,我 今 年 最 牛 的 视 频 2 0 2 0,1600572416,1600573016,"创作不易 你们的三连和关注就是我最大的动力！
点赞50w 组队去男生女生向前冲！

特别鸣谢： 
DJI大疆创新
九夜工作室
制作：九夜工作室 制片：林琳  
导演：赵俊  摄影：宋逸心 制片助理：莫剑宇
上科大创业团队影眸科技",4341476,604452
BV1wv411y7L6,244743030,1,软件应用,1,http://i0.hdslb.com/bfs/archive/8d73ced8f05378b13f129e7e7ce9d34ef2d52eb8.jpg,良心到难以置信的网站推荐第6期丨上网必备,1600832745,1600832744,"本频道传统系列之一，为你搜罗隐藏在互联网深处的干货良心网站
第一期 av3743771 第二期 av9856372 第三期 av27234784 第四期 av66209341 第五期 BV1a741137NS",1666621,125548
BV1ek4y1y7Hj,754522821,1,汽车生活,1,http://i2.hdslb.com/bfs/archive/e40eae03aca1b2a277e5b7e6f4898c10cd5daf87.jpg,历时118天，圆梦童年，我自己造了一辆真能开的胜利冲锋,1600336333,1600336333,B站的小伙伴们久等了，谁说四驱车只能用5号电池在轨道里跑。今天厂长给你们解密这台300匹会漂移，会烧胎的胜利冲锋是怎么造出来的。不过我们的大招胜利冲锋龙卷风还有待和大家一起开发。,5198461,585038
BV1hy4y1k7Qj,797235151,1,短片·手书·配音,1,http://i1.hdslb.com/bfs/archive/0d94404cb2a901bbdc6e7dc5f780632184ea1c26.jpg,“兄弟，这是你最后一次插队”,1600515055,1600515049,既然都站到了鸡哥面前，,15557059,655373
BV1yp4y1a7VG,969738617,1,MAD·AMV,1,http://i1.hdslb.com/bfs/archive/ae50f21b0034f66f8c4aad107fb1ad941f1d4203.jpg,跨次元无缝衔接！看完之后世界都惊呆了！,1600708494,1600747535,BGM：War Of Change,8254855,741474
BV1BZ4y1N7MA,372163956,1,美食制作,1,http://i2.hdslb.com/bfs/archive/4509d7ad5429cecf285ee3cccfc8d22ae4159dd9.jpg,论：如何将肉丸塞进蛋黄,1600674177,1600686037,"文字版菜谱在视频末尾(*￣ω￣)
日更微博@绵羊料理、微信公众号：绵羊料理
油管同步更新：https://www.youtube.com/c/sheephoho",6827756,489439
