视频bvid,视频aid,videos,视频分类,版权所有,视频封面,视频标题,上传时间,公开时间,视频描述,播放量,点赞量,投币量,收藏量
BV1Ch411y75c,203807862,1,影视剪辑,1,http://i0.hdslb.com/bfs/archive/aee3ec95b8058581465048963c15ce50f301a633.jpg,呐~这个就叫专业~~~,1611303199,1611303198,"BGM：龙拳—周杰伦
素材：功夫、叶问前传、叶问、叶问2、叶问3、叶问外传：张天志、叶问4、霍元甲、精武英雄、一代宗师、（其余素材来自B站up主：天佑咏春、水帘洞主·孙）
做视频以来做过的最长时间的混剪，人都搞傻了，算下来搞了刚好20天，修修改改了很多，但是感觉还有很多细节没处理好，大家多多包涵=_=
如果看完此视频能在你心里留下一些中国功夫的印记，那么我将倍感荣幸。
制作不易，如果喜欢本视频记得点赞哦~
如果感觉还行的话再三连一下吧~
你们的关注就是我最大的动力！
以后应该会每月有更的。",10660635,911880,746827,345273
BV1rh411y73T,203766118,1,短片·手书·配音,1,http://i1.hdslb.com/bfs/archive/2e01a6b4fd40ccde8e64d8f50e3f509651f18f6b.jpg,我的猫要去二仙桥,1611358473,1611358473,"三连只要亿点点，不能要多了o,o

（原版音频来自《谭谈交通》其中一期：BV16i4y1V7wW",8010071,562494,362773,163289
BV1Sh411y7iM,203794581,1,综合,1,http://i2.hdslb.com/bfs/archive/6735a1a137175a69c281b08f29e82c030e32063e.jpg,【咒术回战×李云龙】李云傩大爷初次登场,1611373092,1611373092,感觉两个人都有一个特点，天不怕地不怕，就做了一下，开心就好（PS：审核大大辛苦了）,4285012,340406,150666,119513
BV1UK4y1H7UG,886351757,1,汪星人,1,http://i1.hdslb.com/bfs/archive/c85e0a8a3f0392a6c8e5f8f97a2482f5033e58d9.jpg,拉布拉多果然是谁都能摸的狗子,1611664545,1611664545,夕阳下的奔跑,4342327,214243,56727,63739
BV14p4y1W78i,971297902,1,短片·手书·配音,1,http://i0.hdslb.com/bfs/archive/480f7c6754504d25db2cd579091eb819ee8f0a19.jpg,【狗哥专场】晚上出门要注意安全,1611398773,1611398773,（狗哥：虽然我打不过，但是我也忍不了。）,8923341,650618,345076,121365
BV1oz4y1U7fS,586165301,1,影视剪辑,1,http://i0.hdslb.com/bfs/archive/0e89fbbd60ac0fca401f40f58e569919723706fe.jpg,她要现在出道，绝对血洗B站了,1611032330,1611032330,二十年前的傻白甜，是真的太甜太甜了！我一个女生都顶不住啊！！我终于知道为什么当年她那么红了！,18555717,602814,144641,219619
BV1zo4y1R71Y,373855571,1,影视杂谈,1,http://i0.hdslb.com/bfs/archive/679b2e6a7721bbe6576e3f2a0574c78b98e41892.jpg,开年神剧！预定年度最佳？9.4分国剧《山海情》（1-4）,1611717644,1611717644,"演技炸裂！好评如潮！
2021开年第一好剧！
9.4分国产剧《山海情》
你看了吗？

本期点赞过10万
将于三天之内更新《山海情》第2P
一千零一部，拯救你的剧荒
点赞越多，更新越快哦",3382463,247799,104381,31352
BV1pv4y1f7Qq,543814179,1,野生动物,1,http://i2.hdslb.com/bfs/archive/f049c6f9662f5f57285db1f65b410226b20f9982.jpg,“苏醒了，猎杀时刻！”,1611717296,1611717296,"野生动物踩点燃向混剪
BGM：Light That Fire - Oh The Larceny
素材来自：《地球脉动》《地球脉动2》《王朝》《完美星球》《水深火热的星球》《生命故事》《蓝色星球2》《猫科动物：奇妙的动物家族》《地球：神奇的一天》《野蛮王国》《七个世界，一个星球》《冰冻星球》《猎捕》《猫科动物的故事》《生命》《非洲》《动物攻防战》《我们的星球》《大猫》《鸟瞰地球》《失败掠食者》《自然界大事件》《隐蔽王国》《荒野间谍》《鲨鱼》",3107515,242650,101581,84355
BV13h41117fT,203862502,1,单机游戏,1,http://i2.hdslb.com/bfs/archive/54b4d7fe5c4656f8037eed72fc21fa00f934755a.jpg,坚持了2年多，我终于在毕业前一个月被EA招入！！！！,1611470708,1611485410,即使过去了半年多了，却依然恍如昨日。至于为什么时间过去了那么久才做这个视频，因为我觉得等到一切走上正轨了才有底气说出我的故事，而现在一切都已步入正轨。【下集：BV1k5411N77n】希望我小小的经历能给迷茫的你带来一丁点的启发。那两年多度过的每一天都历历在目，大三时当室友得知我想通过玩游戏来进入游戏公司，都觉得我在做白日梦。但我没能说什么，因为连我自己都心里没底，我唯一能做的就是思考、尝试、失败、改进、失败、改进...... 事实一次又一次证明了每一次失败都会化作成功的垫脚石。绝望至极的时候希望也在缓缓,2127260,125417,53264,27592
BV1do4y1o7oU,373812862,1,搞笑,1,http://i2.hdslb.com/bfs/archive/d3774e56d1667ac47867e915f9949fb0c371c19c.jpg,《超级烂活》,1611315390,1611315390,"希望观众老爷喜欢这个系列！
（希望你们喜欢，记得素质三连！）",17382692,850086,296102,167583
