我
弹幕？
谁是凡尔赛女王
～
你倒是出牌啊
哈哈哈哈
弹幕嘞
？
笑死
我喜欢亲奥特曼阿姨
哈哈
哈哈哈哈哈哈哈哈
1
哈哈哈哈
噗
老凡尔赛了
再来一遍
哈哈哈哈哈
我在证明开了弹幕
哈啊哈
哈哈
马，，，梅
两点做饭？( •︠ˍ•︡ )
哈哈哈哈
这不是圣诞老人嘛
哈哈哈哈哈 有内鬼停止交易
太丰富
哈哈哈哈 bp机a
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈 太草了
哈哈哈哈哈哈哈，笑死了
这东北话
这就很凡尔赛
这不比宫斗剧好看
能发弹幕了终于
生化危机
哈哈哈哈哈
让子弹飞
哈哈哈哈哈哈哈哈哈哈
龙王哈哈哈哈哈哈哈
哈哈哈哈哈
要来了
哈哈哈哈哈
好了好了，还是打麻将吧
半天一张没打
我都记得
？？？
哈哈哈哈
笑死我了。哈哈哈
小策太有才了
老凡尔赛了
你不会也是奥特曼吧
来刷遍字幕
没事阿姨，那边不安全
前方高能
反客为主
更加离普了
我都记着呢
哈哈哈
哈哈哈哈
好家伙
你们到底打不打麻将了
这方言不错
这是和睡王一个毛病
打断施法
我受不了了 走了走了
一桌子神仙
牛
我们这就是两点钟，一天两顿饭
他急了
？？？？？？？
哈哈哈哈哈哈
xswl
鲍飞哈哈哈
十年
高级凡尔赛
下午两点，做饭
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
fast table（雾
哈哈哈哈哈哈哈
哈哈哈
哈哈哈哈哈
bp机，哈哈哈哈哈哈哈
条件反射，吓我一跳，手机界面下拉看看
凡尔赛
哈哈哈哈哈哈哈哈哈
我一看进度条，这问题不简单
哈哈哈哈哈哈哈哈哈哈
哇
来了来了
？？？？？？？？
好家伙，一个比一个离谱。
绿字笑死爷了
卧槽
进度条还长，放心食用
无情
在火星上
哈哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈哈哈哈哈哈
表情绝了哈哈哈哈
离谱
高手
过年好，妈，儿难回
德莱文啊
卡兹？？
哈哈哈哈
我直觉好家伙
好家伙
太离谱了呼呼呼哈哈哈哈
星际穿越BGM都来了
牛掰
诸神黄昏！
升腾了
流浪地球
老凡尔赛了
没温度了，老将
打 断 吟 唱
要币干什么
好家伙
哈哈哈哈哈
韩梅梅
打断施法
是玩德莱文的那个吗
弹幕呢
那我就先三连了 泪目
不打牌走了啊
你吼那么大声做什么
绝了
哈哈哈哈哈哈哈哈哈哈哈
有内鬼
三赖子
山东人说不得，说到就到
流浪地球
发的电报
发丝忒我
策导牛逼
说话这阿姨大相公
好家伙，回头看一下旁边人的牌，好一个声东击西
好讽刺啊，说记着棋谱，却忘记干什么
哈哈哈
这背景音乐
好家伙，您搁这凡尔赛呢
鹅姨
我了个去
震惊，精彩绝伦
文森特能没钱买东西
德莱文呢
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈哈哈哈哈 这口音 笑死
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
败了
哈哈哈哈哈哈哈好哈哈哈哈 高手来了
凡尔赛
好凡尔赛
哈哈哈哈哈
哈哈哈哈哈
哈哈哈哈
圣诞爷爷啧一个
凡学
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
打松果弹抖闪电鞭
刀乐尔
这些演员找的相当不错
蹲个BGM
小策好像是把棋子还给了大爷
哈哈哈哈哈哈哈哈哈哈
三赖子他妈？？？
哈哈哈哈哈哈
阿姨才是装糊涂的天才啊！
我好害怕
nt讲科比的是不是觉得自己很幽默啊睿智
hhhhhhhhhhhhhh\
哈哈哈哈
哈哈哈
德莱文玩的好啊
演技派
还了个子
哈哈哈哈哈哈
好哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈哈哈
哈哈哈哈哈哈
美元US Dollar
哈哈
我人傻了
哈哈哈哈哈
《记着呢》
凡尔赛语录
我大意了啊    没有闪
我死了
撒野
强调“才十年”
哈哈哈哈哈哈哈哈哈
x不接地气，应该加上美国，因为姑姨可能不知道纽约在哪
打断施法
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈
《文肾特》
哈哈哈
《别动》
不对劲
打断施法x2
圣诞老人
哈哈哈哈哈哈哈哈哈
老凡尔赛
离谱
圣诞老人
私人飞机草
狗都看不下去了
2点哈哈哈哈哈哈哈哈哈哈哈
呱呱呱！呱
好家伙给这玩星际争霸呢
哈哈哈哈哈哈
哈哈哈
文森特：我给你一斧子你试试
活久见！
孝chun好评哈哈哈
？？？？
老凡尔赛了
老乡好
哈哈哈哈哈哈
大和——是谁在呼叫舰队？
哈哈哈哈哈哈哈哈
…
？？？？？
我人傻了
三周目
哈哈
策导牛逼
哈哈哈
潘长江？
老年凡尔赛
天上最亮的那颗星啊，就是卡兹！
这不是郭杰瑞吗
凡尔赛
？？？？？？？
哈哈哈
？？？？？。？
谢谢你赛文
看到老大的海报了
太他妈真实了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
这母亲真够装的
老凡尔赛了？
哈哈哈哈哈哈
你那四九万不连着 怎么胡
哈哈哈笑死我了
两点左右，该做饭了
草hhhh
你吼辣么大声做什么
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈好
哈哈哈哈
10000$
刘培强中校
中国分诞？
第二轮开始
哈哈哈哈哈哈哈哈哈
少一家
化学老师
好凡
离谱
大相公了阿姨
哈哈哈哈哈哈哈哈哈和
笑死我
老凡尔赛
哈哈哈哈
哈哈哈
哈哈哈哈哈哈
哈哈哈哈
战术哟
哈哈哈哈
老 师爷 了 
打断施法
不动
好家伙
夺笋呐哈哈哈哈哈哈哈哈
就nm离谱
哈哈哈哈哈哈
好家伙
就这
都是老演员
哈哈啊哈哈
哈哈哈哈
好家伙
打断施法
夺笋呐
打断施法
bp机哈哈哈哈哈
这一幕我怎么好像经历过
强中自有强中手
猜到了哈哈哈在太空吧
《倒杯水》
哈哈哈哈哈哈
刀 拉
铺垫得可以啊
开始你的表演
文森特啊
.0
瞬间觉得打的热火朝天的春节档一点意思都没了
《倒杯水啊》
《我都记着呢》
但您女儿在纽约现在也不安全啊阿姨......
文森特就对了，十分钟都多少刀了
是天上最亮的星！
面壁人
哈哈哈哈哈哈哈哈哈哈哈
卧槽，一个比一个能吹
越来越魔幻了
.30+26
哈哈哈哈哈哈哈哈
太损了
韩梅梅？
这个淄博话绝了
就离谱
哈哈哈哈哈哈哈哈哈
你儿子是天问吗
哈哈哈哈哈哈哈哈哈
鬼！
凡尔赛女王们
美元
卧槽，这铃声，吓我一跳
他急了他急了
哈哈哈哈哈
这位师爷才是装糊涂的高手
哈哈哈哈哈哈哈哈神经病
你两压根就没出过牌
别扯，最亮的那是卡兹
哈哈哈哈哈
哈哈哈哈啊笑死我了屠宰场 砍一刀
我直接好家伙
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
快出牌
哈哈哈哈哈哈
妙啊
神仙打架百姓遭殃
记个寂寞
《我就是太阳》
这不会是小玲马小玲的妈妈吗？
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
窝里斗
三连有了
阿草
这他妈就离谱
阿姨居然没笑
屠宰场宰鸡？
一比二，这把你赢了阿姨
开始了，开始了
这几个阿姨的方言，我爱了
我人傻了
哈哈哈哈哈哈哈
快出牌啊啊啊啊
出 牌
哈哈哈哈
哈哈哈哈哈哈哈
升华了
晚饭吗？
抑扬顿挫，先抑后扬哈哈哈
哈哈哈哈哈
技高一筹
淑淑淑芬芬芬？
这是武林外传里的抹桌子吗
施法前摇有点长啊！
夺笋那
倒水倒水啊！！直接打断施法！
姨，你到底que不que啊
WDNMD，我裂开来！
哈哈哈哈哈哈哈哈哈哈
疯狂暗示
“做”直升飞机？好家伙
能坐一桌都不简单
她急了她急了
维护世界和平 哈哈哈
没事啊，还有个超级战力，迪迦啊
对不起是我肤浅了
老凡尔赛了
博山
《别提了》
哈哈哈哈哈哈哈哈
一动不动
哈哈哈哈哈哈哈哈
哈哈哈哈
策导流批
韩梅梅
啊哈哈哈这啥啊
？？？？？
狭路相逢
阴间背景音乐
丈母点烟
出牌啊
这个呦就很魔性
给文森特点烟
德莱文也在
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
博山话
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
2333，太空颜色
让子弹飞
《第四回合》
老凡尔赛了
是发的电报吧
