来了来了！
哈哈哈惊现我毛
看脸，不看肩
哈哈哈哈哈哈哈
她比喻一直可以的
natasha的话bb还是注意一下，辱亚耶
好家伙，好几个我都看过
朴栖含
笑死哈哈哈哈
看过哈哈哈哈哈
哈哈哈哈哈哈哈哈
快出快出
11111111
出出出
笑吐了
能不能综合一下，队内恋爱
111111
啊！改过自新！
哈哈哈哈哈
方灿！！！
1111111
知道！！！！！
出
点名jmk
？这已经是车上长人头的地步了
这是可以整的吗
11111111
哇哇哇
真有你的
会不会有人天生的宽肩，比如jin
朴栖含
确实
别太失衡吧
李秀赫真的超帅啊
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈这是可以说的吗哈哈哈哈哈哈哈哈哈
四月一！！！！
不喜欢
溜肩
但是阿加西真的帅……
不喜欢
金珉奎！！！！！
喜欢
喜欢
不喜欢
喜欢
不喜欢
喜欢
哈哈哈哈哈哈哈哈
喜欢
喜欢
不喜欢
喜欢
不喜欢
喜欢
不喜欢
不喜欢
瞎了！！！！！！
但是现在整体审美确实也发现肩宽更好看，有种健康的美
1111111
11111111
文俊辉！
卧槽好帅
…都还蛮帅的
1111111
11111
说真的帅拉稀的刚好
我超级喜欢！尤其是xxxholic
李东海！！！说的就是你！！！！
对对对对对我就想说这个
可太直观了
93！朴栖含！
我喜欢浓颜
对对对真的是（笑哭
我同意！
jin的肩膀真的宽，这还是他没有刻意锻炼很瘦的状态还很宽
！枯了
握草哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈就知道有吴世勋
这个妆真的好适合b
没错！！！
我不管！！矮子1也是1！！
李秀根哈哈哈哈哈哈哈哈
确实好看了很多
四月一日！2022了还有人记得四月一日！泪目了
我爱豆就天天不睡觉大半夜发ins
徐彰彬是你吗
神tm打开柜门哈哈哈哈哈哈哈哈哈给您点了
李洙赫李洙赫李洙赫！
23333
韩国狂攻。JPG
233333
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈李东海别跑
哈哈哈哈哈哈
111
瞎了！！！！！！！
 崔秀妍的相亲对象标准
哈哈哈哈哈
朴灿烈别练了！李东海别练了！！！！！！
快出！
南俊的身材真的很好
哇靠33宝！
艾特金硕珍
我觉得是珍妮
wuli33怎么在这
再来一期！
1111111
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
肩头比3:1
哈哈哈哈哈哈哈哈看过
没错！！真的瞎了！！！
但不代表喜欢双开柜门…不是，冰箱罢！
寒国矿工
好耶红毛！
笑死，都看过
金珉奎
23333333
哈哈哈哈哈哈
吴世勋宽肩不是练的，是天生的
哇塞哇塞
比例好更重要啊，局部过于突出会很像异形
这么多1 我想放个耳朵听你们说
我同意！
好有道理
妆画的越来越好啦！！！！
果然会有珍珍哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
同意!
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1111111
ze
美漫里那些超人都是宽肩
截图看文章哈哈
说得对！！
哈哈哈哈
点名方灿
吴世勋一杀
吴世勋双杀
吴世勋三杀
这个是要结婚的男人吧
hhhhhhhhh
豁然开朗了突然
哈哈哈哈哈哈哈哈哈哈哈
难怪崔秀彬这么执着于证明自己肩膀比键盘宽（bushi
宽肩代表osh
TAT苏荷啊不是你不努力啊……
我也喜欢宽肩啊
瞎了！！！！
外卖员！
做1？？？？？？？？？
李洙赫李洙赫李洙赫
哈哈哈哈哈哈哈哈
11111
111111
111111
呜呜，是苏荷
前面的姐妹cue根叔hhhhh
宽肩金硕珍 哈哈哈哈 他宽肩是她说的
111111
朱赫好不容易拿到一番还tmd是双男主！！！
金硕珍宽肩是天生的
朴栖含别练了！
中国男人能不能这么卷啊求求了
我咋觉得好多男的健身练到最后都是脖子和脸部最宽处一样粗hhh
吴世勋
知道！
崔Vernon！！！
 C妈！！！
哈哈哈哈哈哈哈这是能说的吗/doge/
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好家伙，看到了物种起源
李东海练肩一绝
来一期！来一期！！
令人咋（ze)舌
11111111
11111111
权顺荣！虎浪嘿～！
哈哈哈哈哈哈哈哈h
SEVENTEEN
要结婚的男人？
韩支撑！
哈哈哈哈哈哈哈哈哈哈
李秀根同款吗？。。。
可金硕珍肩宽48啊
曹承衍！！！
确实耽美的哈哈哈我都看过
方灿！！！！
砸健身房点名李东海
方灿！！！
111111
韩知城的背！！！！！
哈哈哈哈哈哈笑死
三角肌假体植入还怎么打疫苗？。。。。。
哈哈哈哈哈哈哈哈草
方灿 宽肩长臂
我其实也觉得宽肩好看，更大气更衣架子，男女都一样，但是过犹不及
李帝努
就知道会有我珍！
@李寿根
你说的对！！！！
阿珍是童年照肩膀就比别人宽
李秀根的绿脸比克哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
没错！！
双开门冰箱和小提琴（）
练得好的代表：2pm
哈哈哈哈哈哈
出！
我是真的觉得爱豆逆人类发展 不怎么睡觉还能活力满满很神奇
吴世勋哈哈哈哈
那jimin不是铁0了
元虎
哈哈哈哈会说话多说点bb
11111111
哈哈哈哈哈哈
对！
li xiu gen
李秀根
哈哈哈哈哈哈哈哈
赞成，他真的巨帅，声音又好听。
也挺好的 说明起码都在健身
海海大膀子真的很强
我也喜欢肩宽的男生
啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 认同
苏荷呜呜呜
李小狼啊啊啊
我同意
金珉奎！地球球草！
高情商：脸部条件有限 低情商：长得报看
你说的非常对，他们都瞎了
物种起源的攻的肩宽真的越来越离谱了
1111
出!!!
知道！
哈哈哈哈哈哈
选错了，可以改吗？我不喜欢肩宽的
林在范
11111111
我也喜欢，确实很有安全感哈哈哈哈
金烔完李东海
我也喜欢宽肩
哈哈哈哈哈哈哈哈
黄彼璟
想起拿放老师从一个纸片任变成3D人 
没错！
金钟仁
666哈哈哈哈
比克！寿根哈哈哈哈
可是clamp真的很美！
笑死
看他们漫画里的角色也是这样，离谱！
李在允别健了
徐英浩！
Clamp大妈！我的童年
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
狠狠刀到，求求我担这辈子再也不举铁
打开柜门然后出柜哈哈哈哈
同意！！！！！！！！！
哈哈哈哈哈哈
出！给我出！
挖坑记得填哈哈哈哈哈哈哈
可是孔刘真的好帅啊呜呜呜呜
狠狠同意！
rm！！！
33你别！！！！！！
这个下睫毛好好看啊
啊什么东西！！↑那位扣大分哦
大爱苏荷！！！！！！
oshhhhhh哈哈哈哈
吴世勋
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
天生宽肩的我哭了，我恨不得削掉
kai和世勋
看到了爱的合集
哈哈哈哈哈哈
所以他们喜欢会发光的吗（
哈哈哈，红字笑死
同意！！！！！！
好吓人
知道啊！
哦 这是可以说的吗
啊？不宽啊……
韩！知！城！
听说韩国太太喜欢画体型差
吴世勋是天生的，而且人家体态好！！！
现在1都直奔一米九了 真的很夸张
救命，哈哈哈哈哈
不愧是你啊BB
妈呀我们犯规
尤娜！
哈迷狂喜
挑扁担哈哈哈哈哈
可是有些不仅宽肩，而且斜方肌巨大！！
田柾国哈哈
我，男的，180。哈哈哈哈
一些银魂的记忆突然复苏
哈哈哈哈哈打开柜门
韩国男人热衷于肩宽，就连韩国言情漫画里的男主也普遍肩宽，胸肌还贼大
坏想法日记！！
up好像那个参加了韩国101的王珂啊
吴世勋
中国男的快点卷卷吧
哈哈哈哈哈哈哈哈哈哈
少女
我同意！！！
我也是
朴栖含克曼海
哈哈哈哈哈想到viper
wc我都看
这玩意还能整？没必要把
可能是因为咬牙咬的 所以脸变宽了
笑吐了哈哈哈哈哈
李在允、李達渊
真的！不理解！！
不是说举铁不好而是，求求各位了找对风格再选择举不举铁，有些爱豆不举铁时真的很帅
远看很帅气，近看很离谱
草哈哈哈（指一种植物doge）
大家快说：出一期！出一期！出一期！
哈哈哈哈哈哈哈哈
矮攻震怒!所以我爱看日漫，啥样都有
好猛
哈哈哈哈哈哈哈哈SHOWNU阿爸
哈哈哈哈哈哈哈哈新漫了这个
李知勋WOOZI
对对对就是
双开门冰箱
好像超大巨……这是可以说的吗
金硕珍！！！
好多都看过，而且是bl，BB你……
郑在玹！！！划内永远的老公！！
11111111
出！！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑疯了
对，这就是我不看韩耽的原因，因为实在不能接受体型差，太怪了，不知道有没有姐妹和我同感
11111
韩国狂攻哈哈哈哈哈
我靠，肩膀也能整形
？？？
苏荷诶！
啊啊啊啊啊阿加西！！！！
同意
关于李洙赫 您说的对
内娱男星请也这样卷起来
60？我靠，这个太吓人了
快出一期！快出一期！快出一期！
jin
为啥嘴唇和嘴唇周边那么黑
11111111
救命哈哈哈哈哈哈哈哈哈哈哈哈哈哈好
四头肩
1111111
想起一些金硕珍哈哈哈哈哈
金珉奎必须有姓名
11111
救命我小个子肩宽39已经觉得宽了
但是人家其实是头小！！！
韩国漫画男的肩都巨宽
歪题这个综合盘真的太好用了  巨巨好用 刺眼冲
？？？！！！哈哈哈哈哈哈
payback！！！
这个垫肩也太致命了哈哈哈哈
哈哈哈哈哈
有一说一，小头宽肩拍照确实好看
靠，看到了s级同人
是肌肉出来的缘故
我需要一些少年感身材爱豆TT
我也！！！！
！哈哈哈哈哈有在玹
哈哈哈哈哈
太同意了！
国男什么时候也能这么迎合一下我们的审美就好了………
金硕珍！！！
出啊！我要看！！
朴灿烈！！！！举铁了哥们
物种起源，无线电风暴
哈哈哈哈哈哈
我也喜欢宽肩的男生
李帝努！
李东海是你吗
韩国特产80
朴灿烈
表白小老地成员
啊啊啊啊33宝宝
当然
我赞同！！！
南俊！！！
这么说我发现自己也很在意男生肩宽这个事…
我同意！！！！！
但是孔刘也没多宽
朴栖含你不要再健身啦！！！！别再练啦！！
参加脱口秀大王吧，哈哈哈哈
我靠 真的是瞎了！！！啊啊啊
哈哈哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈世勋钟仁
金硕珍从小肩膀宽
同意
再来一期
好像换乘女1啊
玄彬肩宽我都看不见天花板
头一次开了慢速哈哈哈哈
wuli苏荷呀
前面提起拿放哥 她们团队长shownu肩宽刚刚好 还挺好看
要结婚的男人！
草绷不住了哈哈哈哈哈
增肩后成倍的帅
李帝努
我女生，肩宽58
？
绝 这些话 笑死人
语速慢点
我擦狂徒后爱
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
姜太显!就好看你懂吗
（柜门）意味深
林在范！！！
这个姐姐是我看的一个百合漫的姐姐 啊啊啊啊啊
哈哈哈哈
哈哈哈哈哈哈哈哈贴切！！！！
11111111！
真的，李朱赫要是来中国绝对是颜霸
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈，计算器：片酬打我账户哈
同意
好像柳姐
 一 模 一 样 
shownu！
很真实，画风要靠发型
↑撤回 我来发
我擦皇室血脉
11111
11111111
郑在玹！！！！
见到了可爱小熊
哈哈哈哈哈哈哈哈
身为女生时常为自己的宽肩而烦恼
底子也好好啊直角肩哈哈哈哈只是变厚实了
但是他太瘦了所以不怎么看得出来
支持，韩国没几个帅哥
11111111
朴栖含！！！
对啊，瞎了
前面李东海的别走 脸和膀子各长各的
Playback偿还
pay back 偿还yyds
虽然但是这说的就是李东海吧……有段时间二头肌比头大
确实up说了那么多我都不是很明白，但up说这个180，我瞬间就懂了
知道！四月一日超级好看！
啊哈哈哈李秀根
新西游记4哈哈哈哈
我就问 什么时候能卷到国内男士身上？！（指适度健身）
1111111
阿加西啊啊啊啊真的好帅
我很喜欢大妈们的画风来着
田柾国！，
哈哈哈哈哈哈哈哈哈
说的太对了
世勋
草哈哈哈哈哈哈哈
111111
苏荷！
我喜欢宽肩，但是别过分求求
前面的，zg男人身材外貌方面确实不太卷啊
111111
什么漫？？
毫无疑问吴世勋
请问女生肩宽的咋办
但是真的好帅啊！
肩宽确实会好看点，不会太柔，气势上就不一样
哈哈哈哈哈哈笑死我了
都没人夸夸嘛！姐姐好美！！！！
翼展
是的我是大宽肩，可我特喵的是女的啊！
金硕珍！天生宽肩！（不是特别夸张的内种哈
居然
喜欢金硕珍
哈哈哈哈啊哈哈果然有金硕珍
11111111
离谱这么帅
我同意啊啊啊啊
哈哈哈哈哈哈哈哈哈
我的阿星
真的是瞎了！！！！！
开了0.75倍还是觉得说话好快！bb
阿加西！！！
