完 美 日 记
说实话完美日记这几年真不行了，以前的还好，自从出了动物盘就……
《那 没 事 了》
该骂
趁视频被下架前赶来三刷
完美日记真8行换香奈儿了
姐姐好直接！！！！
九色盘真的可以，其他的不要买
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
关注了，太可爱了
哈哈哈哈哈哈哈哈哈哈
evelom不会再买了
保护！
恍恍惚惚恍恍惚惚恍恍惚惚
哈哈哈哈
完美日记唇釉还行，底妆完全死亡
完美日记的粉质是我见过最差的没有之一
有花西子吗，最难用的眼影没有之一
1
哈哈哈哈哈
哈哈哈哈哈哈
再来亿遍
语速好评
就这普通话你不是个合格的虎纠人
笑死我了
姐姐，慢慢说……太着急了
好家伙太能说了哈哈哈
看到dy下架了，我就赶紧过来看b站的
脱口秀节目。实锤
单押了
金角大王狂喜
哈哈哈哈哈，小姐姐绝了
保护
且看且珍惜
哈哈哈哈哈
这牌子真的难用，眼影完全上不了色
你这嘴是租来的着急还么，，哈哈哈哈哈哈啊哈哈哈
哈哈哈哈哈哈哈哈
姐姐吐槽太喜欢了
我在抖音刷到你，现在又在B站刷到了哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
关注了哈哈哈哈哈哈哈哈喜欢
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈或或或
讲真这个包装设计的也不耐看
好押韵
哈哈哈哈哈哈哈哈哈哈嗝
啊啊啊啊啊刚在抖音关注 现在b站又刷到了 难道这就是大数据的力量？
哈哈哈哈哈哈哈哈哈
保护
鳄鱼盘画不好和被打了似的
哈哈哈哈哈哈哈哈哈哈或或、
保护！
保护！
保护！
我朋友刚送我。。。我还没用。。。
保护保护
保护
我朋友刚送了我一个玉兔盘
哈哈哈哈
枫叶盘确实还可以
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈
哈哈哈哈哈哈哈哈哈哈
诗佩妮yyds
保护保护！！
哈哈哈哈
知道某日记来赶了特意再看一次
完了刚买完一个老虎盘
真的不好用……
笑飞了hhhhhh
what el以后不能用了
保护保护保护保护保护保护保护
保护
保护
保护保护
姐你相声出道吧
保护！
买过完美日记家的粉底，睫毛膏，口红，都腊鸡
绝
保护
哈哈哈哈哈
保护
他家最开始的动物盘也不持久，拉胯
我笑了，这和我20块钱买的眼影一样的质感
首页通知书
完美日记啥也不行
就知道有这牌子
看姐动态来的，保护
那难怪都用来画画写字了
直接好家伙三连
保护
家人们一起吧保护打公屏上
还好没种草
看到最新动态，过来保护
无限退步
有推荐的眼影盘吗
是的
我也被荼毒了
杀疯了杀疯了
Skr
虚空眼镜
哈哈哈哈哈哈
回力回力
跟我们学校的后勤一样 每天退步一点点
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
1.5倍速开启新世界
笑拉了 我直接关注
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
瑞思拜！
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
用心做营销
感谢拔草
我买了哎我感觉很好用
对比是什么盘！
不可能别给老子推了耳朵炸裂
我一个男生关注了
真的。飞粉严重
救命太会骂了哈哈哈哈哈
怪不得我觉得完美日记的眼影在眼睛上一会就神隐了……老虎盘
笑死我了
律师函警告
哈哈哈哈哈
保定长城汽车部件园：每天进步一点点
真实 哈哈哈哈
哈哈哈哈哈哈哈哈哈
玛丽黛佳可以
一直被完美日记种草却不知为何一个都没买
哈哈哈哈哈哈哈哈，出道吧！
那些男生做人别太完美日记
笑死了
这是二十不惑的暴躁博主嘛
另一个是光芮！
哈哈哈哈哈
哈哈，原来是东西出了问题呀。
这是脱口秀节目
哈哈哈
哈哈哈哈哈进来学骂人
哈哈哈哈哈哈
这隐隐的塑普就很rua
Skr
吓我一跳
哈哈哈
我买了完美日记的口红，香味特浓，涂完唇纹要多深有多深
哈哈哈哈笑死
Skr
太好玩了
完美日记最早的动物盘还挺好用的，
完美日记只会找代言人 啥也不会
太可爱啦
太可爱了
全线辣鸡
哈哈哈哦那没事了
哈哈哈哈哈哈
完美日记口红还行，别的算了
来听骂人了
玉兔盘的亮片真的太死亡了，仿佛小时候两元超市买的
再看一遍！！！！！
欧莱雅黑精华 太烂了
欧莱雅黑精华给我司
盯鼻子看
哈哈哈哈
笑死我了哈哈哈哈
还TM找戳爷代言，好家伙！
吐槽女神
笑死，看第二遍了
非战斗人员请撤离
哈哈哈哈哈哈哈哈
男生来看骂人
对 我前面买的两个完美日记的盘都很差 虽然我不咋化妆 但我还是分辨得出好坏的
双押哈哈哈
稚优泉至少唇釉不错
我买了鲤鱼盘，完美日记不好用
仿佛真彩的彩铅
哈哈哈哈哈哈哈哈哈
好狠的wordplay
三连！
确实
真没见过神仙
s k r
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
哈哈哈哈丹顶鹤表示很淦
哈哈哈哈哈哈哈哈哈哈哈绝了绝了
哈哈哈哈哈哈哈哈这亮片笑死我了
啊(」゜ロ゜)」？？？？？
哈哈哈哈哈哈哈哈
可不就是呢嘛，看到这种配色连思考都不想
ACDC！！！
哈哈哈哈哈哈哈哈哈哈哈
你是rapper？
推荐up主去吐槽大会呢
23333
2333333
双压
刚看一眼我还以为自己开了倍速
我不觉得包装好看啊，还觉得贵
你可以去奇葩说
哈哈哈哈哈哈
哈哈哈哈哈哈笑死
活的女rap?
啊好还没画呢
哈哈哈哈哈哈哈哈哈哈哈哈
视频才开始不到一分钟啊，我已经笑开了哈哈哈哈怎么办
为什么感觉30块菲鹿儿比他质量好
完美日记的妆前乳也巨难用
哈哈哈哈哈哈哈哈哈哈
杀疯啦
往脸上一画，尸颜画功更进一步
skr
我就不喜欢完美日记
我一看就知道不好用 哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我一个男生就看吐槽了
丑哭的配色
擦擦擦终于有人说完美日记粉质了 
姐姐的视频好下饭
完美日记真的差
单口相声yes
冲着代言人才买的哈哈哈
完子心选面膜好用
唇釉小酒管还行
哈哈哈哈哈哈哈哈哈
哈哈哈哈嗝
Hhhhh 
哈哈哈哈
此处也想@花西子
前面懂不懂 黑色才是最难做好的颜色 wmrj黑色都不敢出
我觉得完美日记小酒管唇釉还挺好
哈哈哈哈哈哈
福州？
鹤城人震怒
哈哈哈哈哈哈哈
安瓶还可以我觉得
好漂亮啊
粉底液是真的不行，虽然也不是很贵
美康粉黛的眼影千万不要买！
自带1.5倍速
哈哈哈哈哈哈哈哈哈哈哈哈
这颜色太不日常了吧
哈哈哈
完美日记是骗男的买给女朋友的
写字画画或许行
好犀利，哈哈哈
1
哈哈哈哈哈
哈哈哈哈哈哈
完美日记真的一会就没颜色了
哈哈哈哈哈哈哈哈哈
哈哈哈哈
福州…？
skr
哈哈哈哈哈哈哈
哈哈哈哈哈
我买了那个完美日记粉饼简直了别人都觉得好用，我取不出来粉
吐槽大会没你我不看
谢谢姐姐
哈哈   哈哈好
完美日记，优稚泉，真的很差
我买完美日记就是为了壳...毕竟我不会化妆 哈哈哈哈
姐姐太会说话了爱了
开头吓我一跳
去奇葩说吧姐姐
幸好我买的九色
真香
笑死了，这必须得三连
怎么跟孰可司一个感觉
建议出书哈哈哈哈哈
丹顶鹤的品鉴
丹顶鹤
Cbd
确实，我买的完美日记眼影上眼过一会就没了
是真的！！！！！！动物盘刚出的时候冲了小猪盘，粉质比后面出的小猫盘不知道好了多少倍！！！
哈哈哈哈
1
整活up哈哈哈哈
保护
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
但凡德云社收女弟子系列
感觉粉质涩啊
可以去中国新说唱了
其实小猪盘虎盘还可以哈哈哈哈其他就。。。
hhhhhhhhh
三押
hhhhhhhh
哈哈哈哈哈
笑死了好押韵
我怎么觉得啥眼影扫上眼皮上都会掉到下面来
鼻子？
送女孩子眼影只敢送Urban Decay 
有人知道这个对比盘是什么牌子的吗？
保护保护保护
eve可能用不了了
其他的动物盘也是
hhhhhhhhhhh
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
不好看，像游戏卡
牛啊牛啊
skr skr skr
保护
《一个单纯来看骂人的男生》
玉兔盘我有！就无语
好险 差点买了
哎哟，弹幕可别夸唇釉了
233333
哈哈哈哈哈哈哈哈
包装也不咋的
你胳膊怎么了？
一半的时长在骂完美日记哈哈哈哈哈哈
哈哈哈哈哈
我的天哪
押韵哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
幸好我没下载抖音
？？？？？？/
绝了
牛皮
锦鲤盘很好哎
关注了哈哈哈哈
tmd好会骂人我好爱
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
Respect
哈哈哈哈哈哈哈哈
保护
小酒馆唇釉真的让我怀疑人生
双押了
确实，never粉丝难过，不好用，营销我们女明星
啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
钱没给够吧哈哈哈
哈哈哈哈哈，说得太对了，现在每次经过完美日记专柜，都是把玩彩妆边大笑，先生问我需要什么他买单，我说你请喝港奶茶就可以了，必须加冰，火大了，无语透了！
巴巴托斯：？？
LA之光
这不是up 这是rapper
笑死
呵呵哈哈哈或或或或或或或或或或或或
救命哈哈哈哈哈哈哈哈哈哈
颜色这么深，上脸就是灾难
哈哈哈你好厉害
pdd5.9包邮的都比这强
人傻钱多速来
哈哈哈哈哈哈哈
完美日记非常非常不持久
哈哈哈
买过这家的口红哈哈哈哈也是抄袭别家色号
哈哈哈哈哈哈哈哈哈哈哈
对对对我妹妹也这样！！刚高二，全班女生都买完美日记
哈哈哈哈哈哈哈
哈哈
《金角大王》《银角大王》扮相，整体很仙
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我之前买过一支完美日记的唇釉，好家伙，这辈子没用过这么难用的，难涂开，猪油嘴，润唇膏都没它“滋润”
哈哈哈哈哈哈哈哈哈哈哈哈哈
我买的唯一一盘完美日记就是玉兔盘，问就是非常后悔
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
丹顶鹤我看配色就没入了哈哈哈哈哈玉兔还可以其实，也就是全盘打底色的意思哈哈哈哈，不过为了包装还能忍
关注了太好笑了
哈哈哈哈哈哈哈哈哈哈哈哈
你想成为rap star 吗？
死扑街max
完美日记真的不好用
完美日记只有唇部线好用
这个黑的是啥子盘！！！！
哈哈哈哈哈哈哈哈小嘴抹了蜜
wmrj真的不咋地
痘印也刷到了哈哈哈哈哈哈哈
哈哈哈哈哈
设计的很漂亮，就是采购的粉真的不上心
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
恩
说明了完美日记的设计优秀营销优秀，产品开发？被揍了
哈哈哈哈哈
我进来主演听押韵
我一个中年男子为啥会看美妆博主的视频，还觉得好爽？
吓我一跳
11111
新时代鬼故事哈哈哈哈口才太好了
这就把完美日记扔掉
哈哈哈哈哈哈哈哈哈哈
啊我以为是我技术不好
老乡
质量大于情怀
他们家就是靠推广
……完美日记？
我买了玉兔
skr
太押了呀
同意
保护保护保护保护
这很押韵啊！好评(o^^o)
up主可以去奇葩说了
我是来学习骂人的
真亮色
哈哈哈哈哈
哈哈，出道吧
我新手，没觉得完美日记的眼影多好用
好奇的男孩子路过
烫嘴
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈笑死。关注了
主业：相声，副业：彩妆测评
我刚买完他们家散粉和蜜粉好慌
skrskr
一个男生进来看相声
skr
破败城市yyds
玉兔盘我用着蛮好
我是小鹿盘，不错呀
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
祖安公主
喜欢这个语速，不用调整了
猛的一看我还以为这是固彩（不是）
eve lom 以后不会再买了
就知道有它
完美日记的眼影不是肉眼可见的不好吗？你们为什么要买
完美日记好奇怪，从玉兔盘开始都不太行，以前的我喜欢！咋回事
骂得太棒了！！！！
哈哈哈哈哈哈哈哈
完美日记刚开始出动物盘的时候我还以为文艺复兴出新的了
788v36t
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
我19念买的小熊猫盘粉质还行，也可以晕染开
鶴頂紅，怕啦
up这边建议直接当rapper 
吓死我了
1111
小心被公关
哈哈哈哈哈哈哈
哈哈哈哈哈哈
枫叶还在
哈哈哈哈哈哈哈哈哈哈哈哈
我也有
完美日记就算坑
来了来了来了来了来了来了
所以我把它抠出来，其他品牌的放里面了
完美日记的粉底 我糊鞋的胶都比它强 就离谱
完美日记现在唯一好用的就是那个完子心选的面膜，但是贵啊
哈哈哈哈这亮片
好家伙
哈哈哈哈哈哈哈哈哈哈
11111
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
新手时期我只喜欢三色眼影
哈哈哈哈哈哈哈哈哈哈或或或或或或或或或或或或
福州小辣椒？厦门人关注了
姐姐把朱广权吐出来！
外行人的我是来听相声的x
完美日记的以前九宫格眼影还是不错的，出名以后不行了
这样骂不会收到律师信吗？
哈哈哈哈，up主冷静
哈哈哈哈哈哈哈
我朋友特喜欢完美日记，还觉得特高端
up嘴好臭，我好喜欢，味儿对了
有点紧张，刚下单了不少
哈哈哈哈哈哈哈哈哈哈哈哈
保护保护保护
俺就是。
完美日记的口红比眼影好看
我买了这个 因为看着好看 没画过暂时
小嘴抹了蜜
1
哈哈哈哈哈哈笑死了
我感觉花西子也是这样
111111
白桃盘可以的
海狗连美妆区都不放过？
押韵
好狠啊！！保护你！！
哈哈哈哈哈哈哈啊
理然呢
哈哈哈哈哈哈哈哈哈
skrskr
其实都是抄和修改，就是很多国外元素，欺负大多数人看不到那些素材
保护保护
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈笑死我了
像那个莲花打开的眼影
妈耶
哈哈哈哈哈哈哈哈哈
笑死我了
这是单口相声啊！！
妈耶，好押韵
哈哈哈哈哈哈全程笑
笑死我了
他们家鳄鱼盘也是 粉质超差
哈哈哈哈哈哈哈哈哈
视频有点曝光多度
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
之前是新生的时候买了，以为自己没有做好打底
品控问题吧，虎盘还是可以的
skr
好敢！我好爱哈哈哈
太敢说了我爱了
我也觉得完美日记眼影盘不行
我还以为说的是某游戏，sorry
黑色是最容易卡的最难做的颜色
水军：显色度低适合新手
skr
她家眼线笔也巨难用
66
完美诠释了每况愈下
完美日记最垃圾
骂的很爽
都拿钱来打广告搞包装了，产品能用心研究，有钱来研究么
笑死我了
u1s1这个白色好几盘完美日记的盘里都有 也确实只有这个好用
橘朵啊
哈哈哈哈骂的舒适
哈哈哈哈哈
懂了，这就去买股票
哈哈哈哈哈哈哈哈哈哈笑死
完美日记最垃圾！
笑死我了
现在完美日记怎么还吃老本出各种动物盘啊？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈
111111
哈哈哈哈哈哈哈哈
还有小奥汀也收购了
哈哈哈哈哈哈哈哈哈哈哈
我买了www
奇葩说需要你
奇葩说小鹿
是的是的，我还以为是我的问题！
好像在看奇葩说
钱全拿来营销了
哈哈哈哈哈哈哈哈
姐姐嘴太厉害了
你能不能去脱口秀 求你了
太押了
哈哈哈哈哈哈
大英是我用过最好用的完美产品
爱了
什么？收购
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
三连有了
姐姐出书吗开班吗我报名
哈哈哈哈
国货之光不是瑞星咖啡吗[吃瓜]
大可不必
哈哈哈哈哈哈哈哈哈哈
九色是可，也就九色了hhhh
哈哈哈哈哈哈哈
吓我一跳
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈关注了
哈哈哈哈哈哈哈哈哈哈哈
我一个大老爷们看的津津有味
哈哈哈哈哈哈哈哈哈哈哈
skr
↑好像是光芮
据说品控不好，产品时好时坏看运气
保护
我要 笑死了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
胡冰卿
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
小狗盘也是啊真的无语了冲着never去的
原来不是我技术问题
哈哈哈哈哈哈哈哈哈
黑色对比是因为黑色很难做顺滑，这个程度粉质相当好了
其实我不咋能get到玉兔盘包装的点
男生听的津津有味
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
完美日记的眼影真的不行
好多up用来写字哈哈哈哈哈
up是rapper  叭 牛牛牛
会写毛笔字的up主都会收到完美日记的眼影盘
1.5倍速的单口相声
哈哈哈哈哈哈哈靠
我之前买的锦鲤盘感觉还可以啊，但是从那之后就没买过完美日记的东西了
完美日记以前的眼影真的蛮好用的，而且颜色也好看
evelom我不会买了
估计钱都花在壳上了
哈哈哈哈哈哈
发现了一个宝藏UP233333
哦吼，巧了，鳄鱼盘也是
这个颜色感觉就跟我烧完纸钱手里变红还带点金
哈哈哈哈哈哈哈
爱了爱了
姐，睫毛膏都苍蝇腿
笑死我了
哈哈哈哈哈哈哈泰好笑啦
完美最开始的动物盘是真不赖，飘了
口音有点郭化，哈哈
哈哈哈哈
他？
完美日记其他眼影盘也这样……
完美日记的很多眼影盘都这样……
我刚在抖音刷到，在这里又遇见了，幸好我没买过完美日记的东西，感谢避雷
1
哈哈哈哈哈哈哈哈
我一个40岁的老男人看的一直在哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
从来没用过
把up的嘴给创四寄过去
哈哈哈哈哈这个嘴可以借我骂几天嘛
完美日记唇炎唇炎唇炎 我嘴疼了将近一个月
关注了关注了哈哈哈
哈哈哈哈 火化了
保护！
这个真不行
押韵！哈哈哈哈
回复眼影盘品牌：光芮
11111
瑶姐真的好适合当班主任
主业作吐槽，副业说相声哈哈哈哈哈哈
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
它家感觉就包装可以了
哈哈哈哈
笑死
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好哈哈哈哈哈哈哈哈哈
哈哈哈哈哈笑死我了
哈哈哈哈哈哈哈哈哈哈哈哈
1
腾讯说你呢
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈，我要笑死了
新手大地色最友好
哈哈哈哈哈哈哈哈哈哈哈
盲猜在骂回力
哈哈哈哈哈
笑死
1111
哈哈哈哈哈哈哈哈
完美日记的底妆也不好
完美日记九色盘是巅峰了吧..金沙盘我还挺喜欢的
以前不懂随便买的，现在感觉有被蠢到
营销咖营销咖
笑得
笑拉了
光芮
开局吓我一跳 建议关小声
相声演员
我不化妆的，但是我关注你了哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈押
姐姐的脱口秀太棒了！
哈哈哈哈哈哈哈哈哈
押韵
原来是因为粉质不好，不是我不会用
关注了哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈好
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
我还以为狂人日记
Tx :？？？？？？？
好评
比pdd还垃圾?
神仙UP233333
不好用，我都不知道那些试用博主怎么夸的
关注啊！！
完美日记除了营销啥都不行
我唯一一盘完美日记的眼影就是九宫格，用着还行
哈哈哈哈哈好会骂
哈哈哈哈哈哈
哈哈哈哈哈
skrskr
疯狂押韵哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈肉眼可见的粗糙
用心做包装用脚做产品
还带押韵的
姐是在说脱口秀嘛哈哈哈哈
抬头纹天生的吗
哈哈哈哈哈哈
对
下巴的是高光吗
是的，粉质特别特别粗
盲猜花西子
对
哈哈哈哈
唇釉也不行
skr起来
哈哈哈哈哈哈
哈哈哈太逗了
真的假的…
骂得好
这配色学huda么
哈哈哈哈哈哈哈
我感觉它所有的眼影都是这样
hhh
太真实了
关注了哈哈哈
redmik40？
老押韵怪了
哈哈哈哈哈哈
手腕静脉窦怎么那么严重
真实
我也是一个男的点进来看骂人 哈哈哈
哦那没事了哈哈哈哈哈哈哈哈哈哈哈哈哈
好会说，哭了
ohhhhhhhhh
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好家伙我长城汽车的：每天进步一点
乂，它消失了，就消失了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
11111111
back in black！喜欢！
所以有好心人告诉我一下这个是哪个牌子吗
妈呀，吓我一跳
有一说一，我玉兔盘真的还行哎
哈哈哈哈哈哈哈哈
完美日记真的不行
枫叶盘我现在也有，觉得还可以
哈哈哈哈哈哈
我们公司三八妇女节组织化妆课，花钱请完美日记来讲课，结果完全就是花钱请人来打广告的
哈哈哈哈
于是拿个最黑的对比
押韵
哈哈哈哈哈哈哈哈
哈哈哈哈哈姐姐好会骂
哈哈哈，也要笑死了，这是吐槽大会还是奇葩说哈哈哈，
三押
哈哈哈哈哈
哈哈哈哈哈哈哈哈
丸美=玩没？
完美日记的眼影盘每一盘都这样，千万不要买
飘了
姐姐说得好爽哈哈哈哈
哈哈哈哈哈哈
恭喜！三十万！
这个亮片好看诶
哈哈哈哈哈哈哈哈
我化妆十几年都不买四色以上的盘
恭喜你发现了一个宝藏歇后语up
恭喜你发现了一个宝藏歇后语up
笑死我了哈哈哈哈哈这是单口相声吗
SKR
完美日记画一会跟没画似的
姐姐太棒，关注关注
小米新国货
get不到包装
皇帝的眼影
我买了 我哭了
 保护！
吐了
瑞思拜
来了来了
哈哈哈哈哈哈哈哈
你币有了！
关注了完美日记真不行
skr
nmd吓我一跳
哈哈哈哈哈
本来打算买眼影的
玉兔盘我买的超级后悔，但是我退不掉了，线下门店买的qaq
对对对 全是这个营销
完美日记后来出的粉底液还没有一开始几十元的那个好用……
哈哈哈哈哈哈哈
太敢讲了
真实
吓死我了
小嘴摸了蜜
哈哈哈哈哈哈哈笑死我了
玉兔盘那个蓝色那块我是真的无语，根本擦不下来
完美日记的眼影真的是吐了
确实
垃圾完美日记，传销
你这骂的也太狠了好怕你接不到她家广告了
哈哈哈哈刚准备买
终于有人说垃圾完美日记了，就是传销
斑虎盘也有这个问题
1
这一声“亲爱的”给我吓够呛
吓死我了
真是绝了AKA单押小天才
押韵
哈哈哈哈哈哈哈哈哈
但我觉得他们家哑光唇釉是好用的
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
女版朱广权哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
11111
提名花西子
哑光唇釉干到撕裂嘴唇
回力必须有排面
有点像吃播的喜喜
9m
会说话就多说点
好在我送女孩子是送大品牌  因为我自己就有代购的渠道   上脸的东西  不能省
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
笑死我了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
新手大地色才比较友好吧这个太花了
哈哈哈哈哈
真的真的！！！！
真的垃圾
哈哈哈哈
班主任式吐槽
哈哈哈哈押韵
WC，真有这样的东西啊
哈哈哈哈哈哈
不止你一个男生在看
……完了我口红全体中枪阵亡
押韵上了哈哈哈
1
这咋押x3 上了
完蛋 以后EVE lom不敢买了
九色真的好用 现在真的越来越差了
九色的确好用
下季奇葩说吐槽大会没你我不看
up押韵疯了
粉质好的眼影才是真的新手有好
整天就知道营销
哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈，up好强！
哈哈哈哈哈哈哈哈金句get
哈哈哈哈哈哈哈哈
  说话就说话为什么要放个屁呢真是的
额。。。我觉得完美日记挺好用的啊。。。
哈哈哈哈哈哈哈
诈骗哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
这个下眼妆是故意的吗
草哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈全套完美日记那不就是我本人吗
完美日记打钱让她住嘴哈哈哈
哈哈哈形容词
这个亮片真的是！飞的满脸都是！满脸都是！衣服上也是！
小猫盘伴虎盘好用吗
把朱广权吐出来
我就知道一定有完美日记
哈哈哈哈哈哈
不知道你怎么试色。我的挺好。再见了
我觉得挺好的。天留给你了
哈哈哈哈哈哈哈哈哈哈哈
完美日记真的不好用
哈哈哈哈哈哈哈哈
果断投币！
完美日记一生黑，总是找人打广告，看着都烦了
没有小米11？
完美日记前两年眼影做的还不错来着，现在越做越差了
完美日记  貌似很多人 推荐老虎盘
瑞思拜
你干嘛在川字纹打高光啊？？？？？？
听得我全身舒适
你要把我笑死了
