啦啦啦啦
不如强制变态不能养孩子
德玛西亚？？？？？
这就是flag
这不就是 智子么？？相当于锁科技树了呀
名字有点耳熟人没见过233
！犯人就是你的常驻！我知道！
弹幕救我
天啊哥哥 真的很勇敢啊
不补刀的坏处，
来了
韩国拍这些方面是真的在行
韓国真是……
难怪韩国死亡率超出生率，原因找到了doge
祖    尔     金
猪队友。。
小偷国日常变态
大斧头飞起来辣
传说中的坑妈
好弟弟
说明棒子都很菜
发福了？
这么大声听不到吗？
魔童，我命由我不由天
德玛西亚
46
我的恶之花还没看完这又来了
坑妈坑爹坑哥
大半夜大雪……
设定有点像白金数据诶
绝对是小民哥
说二打一的人家有刀啊这种情况普通人不吓得走不动都可以了
搞笑一家人第三季安在向哈哈哈哈哈哈
当科幻剧看吧
出息了 47min前
山泉水也可以啊
太强行的剧情了吧
直接就团灭呗
啊啊啊啊啊
二打一还打不过吗
胎儿没有，母亲有啊
那就是y基因
应该看胎儿月份吧，如果不看月份算，那么打胎应该就算是违法
妙啊
本孕妇现在看的拳头发紧
永远的小民哥
别眷顾了吧
为何不灭了成年的
这女的好像唐美丽哈哈哈哈哈哈哈哈哈哈哈哈
卧槽小民哥……
是爸爸来救妈妈了
无知之幕
要保护好自己呀
看老婆的表情，小民哥的帽子颜色一定不简单
但丁，不要开柜子
不是，弟弟那么小还什么都不懂
而且从他求妈妈留下露营也能看出来就是小孩子心性
妈妈刚刚应该和爸爸一起二对一
韩剧都这种套路……
这是正常小孩的反应，因为他还不懂
猎头者不是祖尔金吗？
所以小孩儿指的到底是谁
我去你母 的
好哈哈哈哈哈哈哈哈哈哈哈
下大雪去露营不就是去送人头？
这不二打一 跑什么
支持
xyue
雪水不行吗
不支持
直接孝死
说胎儿有继承权的那位，去补一下民法吧
犯罪人理论……说到底一个人犯罪全由基因决定吗
草!
世界的破坏者（bushi）
天呐
哇噢
哇
害死自己全家人叫正常？不知者真就无罪？
不会正义的二打一？？韩国人少的原因找到了
马景涛？
啥啊。。
反社会人格的大脑和正常人构造不一样倒是真的
以正义之名行恶魔行为
害怕，求弹幕保护
胎儿咋说呢，法律上还不算人
知道了。他就是凶手
不如叫猎颅者
ilidid
？？？？
孕妇不是人？
建议叫DD斩首
孕妇不是人？
别支持了，伦理问题，有很多影响的
胎儿是有继承权的，除非是胎儿出生时死亡继承权才消失
他没有头去加拿大
严格意义上，胎儿真的不算人，不然堕胎者得按杀人犯处理了
他没有头去加拿大
毒奶了，估计自己的孩子就是被认定的杀人犯
下雪真的会出来露营吗
百分之一是天才？先垫一垫
分首大师
骂孩子的什么情况。。。孩子怎么会知道
臭弟弟！
韩国人咋都有这个传统？寄生虫里面也是露营庆祝生日
就算我是孕妇的话我也会赞成，孩子是杀人犯不如不生下来
刚看完第三集
什么玩意怪小孩 小孩知道会发生这些吗
好孝
高振宁？
你是多逗才能说出被孩子害死这句话?害人的到底是谁？
这就离谱
这两兄弟，有成为蝙蝠侠的潜力(
警察什么德性
活该
哥哥也没大多少……同样是孩子
小明哥
这样的法律出来 会被人打死吧
反抗啊
不是吧？
妈妈不是人吗？强制堕胎唉！
二打一都怕？
我要晕了
想剧透，不要骂弟弟了，这已经是定局了，哥哥迟早会被找到
MAOA-L
两个打一个啊，那一个还被放倒了
如果真的能到达99就好了，但这明显是个伪议题
韩国都快成为首个消失的国家了，还堕胎呢
德玛西亚
小声一点嘛
可以设置的更合理一点观众不会出戏
风雪山庄模式
luca的教授！
我打100%包票，他俩的孩子有变态基因
预计这孩子要被打
支持
误差了咋办那么多生命诶
这不是短腿的反击里的安内相吗？？？哈哈哈哈
快点回去啊
不要留下来啊
万一你孩子就是呢
人头狗
杀人犯会不会是小民…
猎头公司：？？？
我愿意
。
有这个技术等出生在特别教育不好吗
小民哥 星梦奇缘
诶我擦这标准的韩剧泡菜狗血剧情。。有那泡菜味了
啊，窥探？我以为叫老鼠
打野抓上单，自己家上单原地回城
正常人在最危险的时候都会做拼死抵抗。搏一搏单车变摩托。搞不好自己就活下来了，而且几率还很大。
唐探网剧？这里是韩探网剧？
不听爸妈话啊
再传送上线又送一个
天生犯罪论
同意
我就想知道露营对这孩子来说到底多重要，没水没电又冷又饿又黑还一定要露营。这编剧，一定爱看摇曳露营
活该是真的
逻辑鬼才
想多了
？
这，，，，，根据大数据表明大多数杀人犯都和后天环境有关系
就是他吧
有这种基因未必会变成变态杀人犯呀，或许会成为天才呢
净扯淡
哇靠好帅
在家过生日不香吗？
战士基因吗
那当然支持啊
？？天才
细思极恐
民法规定的是涉及胎儿利益保护时，胎儿视为具有民事权利能力。不是仅局限在继承
yyuy
郑爽暗笑
猎头觉得很凎
害怕
D
大冬天露营···
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈经济消退，国内逐渐被外来人控制
不会是小民哥杀的吧
奶一口这个孩子是罪犯
加拿大无头鬼
来都来了
先天的影响远不及后天环境的影响，这个故事核心价值观就站不住脚
剧情好强行
好家伙
德玛西亚草
好家伙，13亿要杀1000万
谁来保护孕妇的权益
女性怀个孩子就只是多吃几碗饭吗
堕胎还不如检测携带犯罪基因的人不准生孩子，从源头解决
愣着干嘛
老电车了
奇葩说新辩题
？这小孩绝了
危
德玛西亚！
？？？？？？？？
胎儿有没有继承权，要看胎儿出生是不是活体，活体就溯及到从继承开始就有继承权
关上一小时的大门
蠢货弟弟、
？？？？
吴世勋  快保护我！
支持
怎么可能会同意这种事情
热乎？
怨孩子？杀害他们的是这个黑衣人！
第一，孩子小情绪的把控能力不高，何况杀的是自己家人啊！
这电视
胎儿没有，但是胎儿的母亲有
哎  垃圾
吓死我了
第二，就算弟弟不懂事，要是凶手不杀人不啥事没了？错在凶手好吧！
十岁的孩子不能怎样，只能祝您的孩子十岁了也还是这么不省心吧
？这种情况不是2个人一起反抗比较好么
电视上的人或者医院员工？
醒醒，韩国人已经不生孩子了
完全的架空世界观 几乎没有参考必要
可惜跟小民哥配戏女演员已经不在了...
？指的谁啊
给我也看看啊
36731
愚蠢的欧豆豆哟
？这种受害者有罪论是怎么回事
还能弄晕的？？这么nb吗
？？？
我特喵
啊
剧情有点搞笑
为母则刚
爽言爽语
我靠，风险太大了吧感觉
扯淡
支持
啊这，你不怕你被查出来吗
刚看完 很刺激 强推
当然不，母亲做错了什么，堕胎很可怕的好吗
说二打一 没打过架吧
你跑啊？。
不太可能
危
胎儿没有母亲有啊
这怎么检测
哇
草
犯罪基因是有这么个研究的，但是后天环境影响更大，国外有人研究时发现自己就是犯罪基因但是家庭条件好成了学者。
妙
星梦奇缘，当年也是大火
暴露年龄了
这99%是拍脑袋想出来的吗
天呐 我被翻牌子了吗 还是也有很多人在推荐！！
怎么感觉这个情节在哪看过？
心理测量者
这次只是一项犯罪基因啊
葫芦娃救爷爷，一个一个送
安在旭现在好像李立群……
韩国：就叫祝福叭！中国
狗血韩
什么祝福，是天佑啦！
支持
0
郑爽直呼内行
颠倒了因果关系
什么垃圾剧情呸呸呸
特定基因清洗比这简单多了
剧情就是要说这个黑衣人厉害你们怎么滴
安在旭老成这样了
限制犯罪率这个是有根据的，但是怎么检测的就是设定全靠嘴了
一群事后诸葛亮
人类社会的进步高于人类的生命，不支持
危
nb
确实
万一你的孩子有这种基因呢
这什么ruoxz
无语
支持
什么二对一，一个杀人犯是两个普通老百姓可以对付吗
这是唱
熊孩子
这种都没有腿
基因只是倾向，家教更重要好吧，一起筛选胎儿，还不如筛选父母
这种时候话还这么多
不是怪他，不是受害者有罪论，是单纯的觉得他烦人，这样可以吗？编剧总是能让人气死
谁啊？但是说啊
让我康康
是那个综艺  凶手就是你 里面的大哥吗？
这么大雪还露营 这不是熊的慌么
采样偏差
不支持啊
卧槽暴露年纪
送@
受害者有罪？怨大环境吧，庆幸国内基本没有这种凶手
安在旭这么老了啊　好多年没关注了
没犯法之前，哪来的嫌疑人，支持属于法盲的体现
初代韩国男神啊。第一波蓝色生死恋好像就是他
学生物的告诉你：逻辑崩了啊
这种雪在室外住要死人的
猎肠者艾尔莎直呼内行
天生犯罪人理论
跑啥呀！一起上啊捆起来交警察！
这弟弟绝了
爸爸要是去了杀人犯去妈妈那边直接灭三个人了都
还有一个安七炫
韩国片的套路太熟悉了
笑死
卧槽安在旭这么老了？
想啥呢类比爱因斯坦
作死典范
这么容易被认出来 也太傻了吧
不能确定百分百的话不行
心理测量者
太惨了
这种天气来露营
未來要這樣很多生命還沒來得及出生就夭折了
二对基也不一定能赢，对方是熟练的杀人犯，面对的只是两个无力的普通人
最讨厌的一句话就是他还是个孩子什么都不懂
论一击毙命的作用
这可真是个弟弟
熊孩子
吓死我了，还以为他喜欢小民哥
龙在天？安在旭
大雪天露营..真有你们的
变态从小时候可以得到矫正的 
放心你们国家没这些人
跟西方走得近的就没有正常人，各种迷惑操作。
神经病啊你
好弟弟还好不是中国人
打一顿就好了
思路新奇
强制堕胎，，伤身体，这不是侵害女性生命健康权吗
胎儿如果算一个器官，那强制摘除器官是可以的吗！！！！？？？？
然而这种不切实际的验证根本不可能出现什么杀人犯基因
弟弟觉了，他要是不整个杀人犯的名号我都感觉太狗血了
凶手以为只有一个孩子，已经被他杀了(但也没死)，其实哥哥把弟弟藏到暗格里了
大韩冥国
但是毫无疑问，这剥夺了一个生命的一切可能，但是…
所谓伦理……不都是基督教那套吗
哦，那他咋不想想妻儿有可能被罪犯杀死呢？
妈妈辈？我哭了  不过白领公寓好好看啊！！！！！！！！
？？？？
这不是推动 这就是剧情本身。。。
如果有这技术确定一个人是不是杀人犯，那还不如先避免一下那些三体患儿之类的基因疾病患者
这就出息了？
搞不好就是妻子，然后妻子孩子也有变态基因
优生学
只能说支持是一种预防，保护吧
狗头逻辑
哥哥很棒
冬天露营？
祥林嫂
这个死熊孩子，非要待在这
不是扼杀在摇篮里，扼杀在肚子里！
好神奇找不到罪犯就拿孩子
太搞笑了
真就熊孩子害死人
可
刚才两个人完全可以制服杀人犯
跑啊
我去，当年我还追过
不能这样，少数将重演悲剧，大多数会应这暗示成为sharen
熊孩子
大雪天露营吗
。。。。。
可别整这有的没的
？？？？？？？？？？？？？？？？？？？？？？
犯罪多数是后天环境影响吧
pcr……/有被笑到哈哈哈哈
这个不会就是大坏蛋吧
又双叒叕失去了信任
弟弟没脑子
淦！！！！
不支持
可能吗？
弟弟好惨呀，一辈子要在愧疚中了
犯人就是你里面的刑警变杀人魔，花之杀人魔变刑警！！
二打一能打过的吧
是小孩 但是人设不讨喜 还不让说吗？
淦
红字可别恶心人了 祝你摊上这种孩子
哪个公司的猎头？
总感觉在哪看过类似的？有没有一样的
不支持
教授专家的依据是什么呢
来都来了
可以用爱治愈
还拼了 罪犯拿着刀你咋拼 一个滑铲？
冬天露营
salute的哟？
这个好！
天才在左疯子在右
这个孩子绝对要出事
万一你孩子是呢
啊！鬼客里的神父
龙在天
这让人智熄的剧情
这孩子搅灾
大部分犯罪的都是家庭环境问题吧
这片就是为了变态而变态
看到这部分都不好看
就算有基因也不一定会犯罪，这样太残忍了，且不说堕胎对女性伤害多大呢
看解说都要快进，这片子故事不吸引人啊
弟弟这么小？你还希望咋。。。。
黑衣人手里提着的是？
我以为会是断头台
啊
本来就出生率低，还有人生？
"那妥了,他家孩子100%有这个基因"
既然是遗传基因，那父母肯定有一方含有，不如直接让他们不生孩子了？
韩国人口都负增长了。。。。
安装监控不好吗
喵喵喵
离谱
藏   头   尸
有点常识 基因有又怎么样 不一定表达啊
纱布
摇曳露营啊
是不是小民哥啊？
西比拉斯？
两个普通人怎么打得过杀人犯，两个警察都逮不住好吧
大雪天 真有你们的
不作死就不会死
不过按正常人来 剧本就编不下去了
怕是要有很多人出国生或者躲起来生
强行煽情
就前面这些简直太不真实了
支持有恶性犯罪事件的人不许有后代，已经有孩子的他的孩子不能生孩子
当利益无限大，损失无限小的时候，没有什么是不可牺牲的
弟弟有问题？骂弟弟的怎么想的
干的漂亮
再也不想过生日了吧这孩子？唉
看这西方的文化霸权
只是可能不是一定
猎头蟹
不支持 后天环境也能影响人
小明哥:闹太套
这个点弟弟绝了
哦豁 完蛋
这就是露营呦，孩子，喜欢吗
一看他孩子有问题
开始煽情
下雪天又黑漆漆的，这情况还要露营有毛病啊
所以当时为什么要留下？我要是提出这么无理的要求我妈这会已经打我八遍了（doge）
日常失去信任
怪不得韩国负增长了
基因不是具有遗传性，那父母不也得处理了
真特么关键了 胎儿还没出身 法律上还不算人
这个专家好眼熟啊
这句话足以惹怒所有天主教徒
不用想了  这孩子 妥妥的有那基因了
就真网上滑铲呗，不是谁都那么会格斗的
逻辑鬼才，有杀人犯竟然是对未出生的做检测
实力作死啊熊孩子
我认识 哭了！不服老不行
为了生日痛失亲妈，和亲爹
韩国有锤子未来，这为了未来如何如何，说出来韩国人自己都不信
我愿意
WOCAO
无知者无罪吗？
安警官哈哈哈哈
小民哥，我懂的
哥哥没大多少但就镇定，小的交代了都学不会，还是给惯的
是医生吗？
上帝：八嘎
卧槽  真 爷青回
暴风雪山庄模式
卧槽是安在旭！
这不就是上世纪美国对那些先天有癫痫的人做的事吗，强制绝育
一个年轻力壮手拿凶器的杀人犯，一对普通夫妻，你觉得真能反杀？一个拼死，一个趁机杀倒是可能
弹幕个个都是反杀大神，遇到这种事一定不会慌得
能不能别发底部弹幕？
胎儿不算但是女人有生育权啊
？弟弟咋啦？？？？
除了基因还有其他因素导致犯罪啊
不支持
环境也是影响因素，看怎么引导了。
我想到了韩国人的生育率
按照套路来说这俩小孩戏份应该不少吧
？？？？？
老了
心理测量者？
杀人犯不会是他老婆吧
什么玩意儿，编剧
真有那么多变态杀人狂吗
心理测量者我就不剧透了，真相令人暖心
不作死就不会死
安在旭！！
是警察？
熊孩子这种东西简直是成年人类的终极折磨
这研究怎么做的？韩国有那么多变态杀人犯供他们研究？
牛教授
有病吧怪小孩的
逻辑不通
强制堕胎是女性受苦
什么毛病
德瑪西亞！
跑啥，不会二打一吗
这就是露营知道了吗？孩子，还露吗
查尔斯曼森
温家兄弟直呼内行
前面的  原剧是安在旭告诉刘教授孩子乳名叫祝福 的
我认为是环境影响一个人是否为变态的…
那就是人的基因，没有人就什么问题都没有了
这男的是猎头吧
好弟弟
所以整体会越来越趋于平庸
服了
行吧女人不算人？
顶多对这种婴儿加以关注吧
反正都是死，俩打一先试试啊！
我同意
支持
照这个剧情怎么可能不是个变态呢
大雪大晚上的去露营
？好家伙这办法都能想出来
韩国刑警一向都是笑话
作死吗这不是
流放三千里的地方最不缺的DNA了
龙在天
德玛西亚
小丑竟是我自己
这剧情yue了
危
这个结局我不能接受
这情况还露营也是牛批
熊孩子真的是
哈哈哈
热
弹幕快骂
这基因能检测？
我都起鸡皮疙瘩了
就是他了
星梦奇缘
来了来了
我感觉可以像查男孩女孩一样，要么不查，查了就决定要还是不要，能教育改邪归正吗
、、、、、、、、、、、、、、
这倒霉孩子
编剧真有你的
吹水设定，还专门搞个科学解释，电影真TM敢演
人不应该为自己没做过的事付出代价
唉 脑壳痛
编剧为了推动剧情真是气死人
什么垃圾电影设定
不要把小孩当傻子好吗，他什么都懂
这……
怎么不是阿珍阿强了？
害怕的时候人会腿软
黑不溜秋的
魔幻片？
露营还是好玩
哟，安在旭啊
葫芦娃救爷爷，太扯了
迷惑行为太多了
为了防止杀人而去杀人
不支持。
吓到韩国人都不敢生孩子
这个女的只会叫吗？
安在旭！！！！
小明哥大宝贝
不支持
小翔哥
就这剧情还口碑炸裂呐
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这就是这部剧的设定，如果反社会人格由基因决定，并且能够被检测到。
不就是少数派报告么？
这话说的就很韩国
所以科技无法发展
这剧情很韩国
是
讲道理看的时候就无法理解这情节
这是安在旭啊，长得都不一样了
是哥哥捂嘴不让弟弟出声不小心给捂晕了，没看过原片的说话就降智。
剧情需要，天才你和魔鬼的对决
剧情真的好难理解 看了两集没追的兴趣了
新概念毒奶
这句话说的真tm绕
有刀你就打不过了？很多人就是怕刀才被杀
？？？？？
天才：???
导航是个好东西
?
这是 安在旭？？？？ 岁月真是一把 杀猪刀啊
卧槽！！！！！！！
支持
2V1不应该跑
然而1个爱因斯坦，影响力别说99个杀人犯，可能比9999个都多
不是应该提高教育后天培养吗
猎头公司：？？？？？？？？？
离谱
人杀人犯绝育不就行了，关孕妇什么事情
就要送死
我怀疑这个人有这个基因
讲道理我是姐姐我会捶死弟弟
2打1反杀啊
如果我是姐姐我会锤弟弟锤到他哭着要回家
这样一来，韩国就会提前消失
好家伙
这个教授该不会就是凶手吧
有一说一，按照这个说法，其实每一个所谓的变态杀人狂也都是天才阿
不是mouse吗
……没有天生反社会了财阀可以造出来后天反社会
片片你好长哦，小心肝阿！
刚刚从旺达幻视过来，小片片说的越来越精彩了
这个专家自己有这个基因就搞了
0  -
不同意留着
孕妇呢没有人在乎吗
真是惯的，
要后天的养育环境配合才能出连环杀手
神经病吧
什么迷惑操作
什么变态剧情
就是最小的那头熊孩子   最讨厌
不是矛盾也制造一个矛盾出来，，，简直了
坑妈王
？？？？？？？？？？？？？？/
跑啥啊一起上啊
？？？？？？？？？？？？？？？？？
反抗啊
2v1 跑什么跑啊
一家一起上啊
二打一岂不美哉，，，
心理测量者
谁啊、
这个不合理。堕不堕胎应该母亲自己决定
先把生育率提上去再说吧
盲猜犯人就是你们当中一人
DD斩首可太秀了
来了 来了
我来喷 抄袭我我们离恶的距离档次差了很多
难道不是好好教育或者好好治理社会风气避免犯罪的发生吗
不出声不都活了
你孩子怕不是个有犯罪基因的
名字都这么花里胡哨
骂什么孩子，孩子知道什么，大人不懂事，小孩子打一顿就好了
大雪天露营真是不怕死
我弟就叫祝福
这应该算不上社会达尔文主义，
头疼医脚
现在的韩国出生率
反击个锤子，已经被吓傻的人还能自己跑回去已经很不错了
他自己就有这个基因他就是杀人犯
..........
这个世界观就架构的跟现实不搭边- -，后天会做什么事百分之99都跟成长环境有关，基因决定的东西少之又少
大家不要把电影里虚幻的带到现实里来好吗？？？？
重新看一遍 哈哈哈 好多没搞懂
人的形态 心理是由基因 后天环境等多方因素形成的
教授肯定有这基因
太好了，支持韩国执行，滑稽
pp？
6
他只有六岁，他能撒谎吗
孝死我了
服了。。。
强行下线
韩剧就是要强行悲剧
问九头蛇或者神盾局
吓成这样的孩子话不是百分百可信吧
看原片
这杀人犯不会是小民哥吧……他不正好出门送客吗
就没一个人怪杀人犯...？熊孩子也好家长也好，导致悲剧的难道不是杀人犯吗？
卧槽 这个贼好看
这家长真是不靠谱
人家手里有刀而且还是沾满鲜血的杀人狂你们居然觉得二打一能反杀？
不支持
跑啥跑啊，二对一哎
狗血
小民哥
谁知道你是不是包藏祸心把没有犯罪基因的孩子全堕胎了
那凶手不抓了??
不用花开两朵了，肯定就是小民哥了
危
文在寅
抛开阴谋论，我支持！
危危危危危危危危
伦理也是中国的，前面的没常识吗
。。。。
瞎扯淡
这么多人？
？？？
胎儿在出生前视为有继承权，出生时是死胎的，继承权自始无效。
zardbest
两个成年人不联手
猎头公司 wtf
这不是得是回忆里才有的剧情吗
不合法不合理，二十年后犯罪率没下降，你们怎么向当年年受伤害的·孕妇负责
果然是巨婴
那提议执行这个项目的不就是杀人犯吗
看成了猪头者
那直接现有的有这种基因的人都弄死不就完了
是这个人，就是这个人
完了原谅色
危
为什么要柔弱女子自己去打水啊。。。
是不是前刑警
杀人犯死刑，就没后代了
剧情需要
为祖尔金报仇！
？？？
小孩:妈妈，我想投胎
危
变态的后台是变态的几率是普通人的四倍甚至六倍多。不一定都是变态吧。
危
这编剧醉了
德玛西亚~
作死啊
大雪天去山里打水。。。
这不就是不义超人干的事么
哈哈啊哈哈这种伦理问题本来就是满脑袋糊涂账
这生日过的不赖
因为杀人犯在等红绿灯时只看到了一家三口，所以不知道有另一个孩子的存在
都什么时候了 求求了
着急死我了
这个问题多少有点脑溢血
这剧情。。
心里没点逼数，万一你自己的孩子就会因此没法降生呢？
或许就是小民哥杀的？？
这试验过嘛 这需要大量的数据和时间来验证好不哈 不然滥杀无辜？
杀人犯也是闲着大雪天跑来这里。。。
说二大一的，呵呵，爸妈去打黑人，小孩子怎么办？他们知道情况吗？知道怎么逃跑吗？
好弟弟
那万一就是你孩子呢？想过没有，傻的了。
这孩子绝了！
能
啊这跟孩子有什么关系 小孩子不也是受害者？？
特别恐惧的时候会腿软没力气，呼吸困难
这两小朋友得留下多恐怖的心理阴影啊。。
不支持
不是你，你儿子基因是自己突变出来的吗？
如果是我看剧，看到这里我就关视频了
2021了，还有这么强行的剧情吗
有毛病
果然韩剧莫秒奇妙
咦，不会是教授的妹妹是小民哥杀的，现在他的妻子怀孕正好检测出胎儿有犯罪基因吧？
？？？
谁呀到特么说啊
凯露行为
白给
没十年脑血栓想不出这个方案
天才都是变态，一起处理了吧
暴风雪山庄
好孩子
都是小天使
？？？？
犹太人
老子反手就是一耳光 命要紧
快藏快藏，别煽情了，藏好再煽不香吗
胎儿不算人母亲算啊
这种很有奉献的环境下将就孩子本身确实要不得
这下变孤儿了
？？？？？？？
本来生育率就低，还强制流产。。。。。。
还有天才，怎么办
建议韩国立即执行这一国策
变种异煞
错的是孩子非要露营吗，这些弹幕令人匪夷所思
《天才在左疯子在右》
怀孩子的女生会伤心的
典中典了算是
神超？？？？
巨魔猎头
疑罪还从无呢，你凭什么决定别人的生死
这个好想是真的。。。有历史事件的，但是也有人有这个基因但不是杀人犯
--
大家看个乐就好，电影罢了
就韩国现在的出生率这种方案不可能通过的（狗头）
正常会被吓的打不出声音好吧，编剧非要加这个
会不会犯罪还是看后天环境，不去搞治安搞这玩意
？？？？？？？这么牛你咋怎么不上nature
有光明必有黑暗
？？？？？？？？？？？？？？？？
离谱
危
哦豁
基因无解
没人能通过预设给人判死刑
老了
吉良吉影表示很淦
淦
这弟弟怎么就绝了，一个小孩子能怎么办
别骂孩子啊，孩子也不知道有这种事
这编剧怎么想的
小民哥
强行1V1
好搞笑
认识啊，我就说这人好脸熟，可是忘记他叫啥
？？这么多天才吗？韩国自信
德玛西亚？
草
艾尔莎点了个赞
龙在天
小孩子是真的野
编剧怎么想的
果然帅哥也会丑
没坏人要警察干啥
