wow
敦煌的奶奶
热乎的
第一次，热乎热乎
82年生的金智英
致敬
豆腐
热乎的
墨菲
豆腐好秃然hhh
女孩子们要自信啊 你不比任何人差！
不是
了不起的女性力量
星际穿越天下第一
啊啊啊乡村教师！！老师好
我心归处是敦煌
双厨狂喜
哭了
真的哭了
女性除了客观上与男性有生理差别之外，其余没有任何差别。
这才是妇女节，是一个代表女性的节日
妇女节快乐！！！
致敬！
墨菲！
厉害
筷子！百万！！！梦幻联动
星际穿越
5分钟热乎
泪目！！
热乎
热乎
女医学实习生表示好自豪
梦幻联动！
n厨狂喜
播放量4个7。
豆腐发型不对
我靠，4厨狂喜，有喳爷，有小苏，还有豆腐
想哭
星际穿越
来啦来啦
好感动啊
我是第7778个播放量
落泪了
637人正在看
头皮发麻
我
ViVi！ViVi！
太伟大了
不是！
ADA
来看豆腐
我拒绝！
谢谢
妇女节快乐！
是的，我们可以！
嫂嫂！！！
女神
林巧稚！
我们从来就没有瞧不起女生
好帅
小苏！！！
致敬
广告狂人
我觉得配音蛮好
致敬
不是
致敬
这配音挺好的呀
好样的
重庆轨道三号线铜元局站
妇女能顶半边天！
看哭了，女性太不容易了
31分钟还可以吃
各位妇女节快乐！！！
vivi可爱多！！！我超级爱的博主
泪目
看哭了
是的
来了来了
为什么叶子视频的颜色和别人不一样
帅啊
小苏！
让曾经有人说成为曾经
哭了
节日快乐
喳喳！
泪目
致敬
妇女节快乐！
致敬
谁说的？
看哭了
谁说的
来了
思美节快乐
当总好美！！！
我觉得很多真心比我强多了
这一幕想到使女的故事了
豆腐豆腐
妇女就是半边天！
致敬
致敬
小苏快乐
父母
妇女能顶半边天不是靠在家生孩子做清洁做饭来的
姐姐！！！！
妇女能顶半边天！！！
妇女节快乐！姐妹们加油啊啊啊啊
丁老师，有点漂亮
张校长，我很尊敬她做的一切
女神节快乐
致敬
厦门鼓浪屿人
如果女性不能，那人类的繁衍将进行不下去
这里也能看到
泪目
伟大
梦幻联动！！！！
致敬
都很伟大   
居然没有玛丽居里
妇女节快乐
一看到张老师就泪目了
哭了
节日快乐
小苏啊啊
是樊锦诗奶奶吖！！！
太感人啦
哇
丁老师
啊啊啊老师好美
哭了
表白任老师
这都谁说的啊
渣渣！！！
牛逼
祝大家妇女节快乐！
这才是女权
妇女节快乐
模仿游戏!
泪目
妇女能顶半边天！
！小苏！
vivi啊啊啊
哭了
这是整个视频最伟大的
vivi！！！！
劳动妇女最伟大
上海红房子医院
小苏棒
支持丁老师！
伟大的女性！三八妇女节快乐！
丁老师好美
我一个男性觉得女性很伟大啊
丁老师
妇女节快乐
节日快乐！加油！
She power
人都是女人生的
失踪人口回归了
火钳刘明
敦煌的女儿
这配音太强了。。
喳爷呢？
哇！丁老师好漂亮！
当归！！！
渣爷nb
妇女节快乐 我们女性是最好的
哭
啊这
当归和小苏！！！！！双厨狂喜
谢谢这些打破天花板的前辈
办公室的女程序猿比我都厉害
you are fire！！！
丁老师o(^o^)o！！！！！
节日快乐姐妹们
致敬
妇女节快乐
热乎！
我不同意，我也看不懂doge
这才是女权
任总
天下的女性就是灿烂的花！
啊啊啊啊啊丁老师好美！
希望教科书和历史能让我们认识更多这些伟大的女性
强啊
节日快乐～
我的眼泪
丁老师
妇女节快乐
？？？
半边天
豆腐的头发，哈哈哈哈!!!!!
ViVi～小苏～
一小时热乎
当当
致敬
不了解请闭嘴
节日快乐
致敬
金智英！
都是喜欢的美女们！你们真棒！
当归
致敬
做阅读做到过这个
妇女节快乐！
造父变星
致敬
致敬！！！
丁老师发，看到渣爷
丁老师好！
妇女节快乐
祝各位半边天节日快乐！！！
张桂梅老师！！
丁老师您好！
半边天
爱了
来了
丁老师，任总会考100分的
我一个男孩子差点看哭了
让所有“曾经”成为曾经
小苏
一个都不能少
致敬
丁老师好！
泪目
来了
当归
英语课本里的林巧稚
金智英！！
女人不是能力的事而是自我认知的事 女人不比男人弱
渣爷也在
丁老师好漂亮
受教了，蟹蟹
丁老师粉丝团签到处！
世界上第一位程序员ada
喳爷！！！
眼泪不值钱
丁老师
我真的是high到不行啊
妇女能顶半边天
配音员666
致敬
妇女节快乐
渣爷，排面!!!
丁老师 
投币！
喳喳！！！！
居里夫人笑了
妇女节快乐！一起成就更好的自己啊！
还有wifi之母！
泪目
泪目
有丁老师还有喳爷哦！
致敬女性
牛逼
女孩们都是最棒的
丁老师加油
妇女节快乐姐妹们！
妇女节快乐！致敬每一位强大的女性！
我们的祖国里不分性别不分种族都是华夏儿女
妇女能顶半边天
致敬
泪目
真的 向另一半致敬
想想WLAN之母^O^
药师琉璃光如来
丁老师666
大制作
不 你们是拥有强大力量的
张校长一出来，眼泪就止不住了
丁老师！！！！
挺好的
联动啊
女医神
妇女能顶半边天！
科普：袁隆平是林巧稚接生的，难怪英语书上把他们安排在一个单元
vivi和当归！！梦幻联动！
妇女节快乐！
星星！！！
现代版《万古生香》
就离谱，还有裁判干扰
星际穿越牛逼
丁老师
我的师傅就是为女程序员，技术牛的很！我们用的两个框架都是她搞的
这一幕是什么电视剧呀？
妇女节快乐
致敬
真正的女权
zgm永远滴神
周围的男选手当时是在阻挠裁判！！
妇女节快乐！
凯瑟琳！！！
加油
老师好
男选手在帮她挡住裁判！
致敬
致敬
剪辑nice
57年呐
满分作文
第一个驾驶汽车的也是女性
祝天下所有的女性，节日快乐！！
哇！
节日快乐！
好美
。。。
妇女节快乐！
泪目
加油鸭鸭
丁老师真好看
伟大的女性
老师老师
不让操作望远镜这个是欧洲吧？
哇
哭了
星际穿越！
妇女能顶半边天
电影：妇女参政论
向世界的另一半致敬
三八妇女节快乐
妇女节快乐
燃起来了
打破偏见
牛
林巧稚院长！
偏见和误解并不会自动消失 女孩子们要更加努力
牛逼！！！
好美啊！
永远骄傲
丁老师好看，支持支持支持
你喜欢跑步吗？
老师好好看啊
叶子！！
加油老师
张桂梅的名字已经足够感动人
泪目
丁老师加油啊！
加油，女同胞
vivi
vi vi
贝爷
妇女节快乐
泪目
啊啊啊啊啊啊啊啊
渣爷六皮
当归
当归
哈哈哈
妇女节快乐
妇女节快乐
丁老师太好看了啊啊啊啊
节日快乐
丁老师加油
福女节快乐
哇塞，丁老师叶太好看了吧
6666
我和我的家乡
一个都不能少
vivi啊啊啊
妇女节快乐！
要哭了
丁老师！！！！！
感动！自豪！
丁老师加油
你们可以顶起半边天
梦幻联动
节日快乐
致敬
模仿游戏
致敬！
致敬
想哭
丁老师好漂亮！！！！！！！！！！！
Ada，程序员祖师母
泪目
听说豆腐没洗头呢
居里夫人笑了
认不出来了
6666
星星！
好佩服丁校长
麻雀渣渣！！！
穆桂英挂帅
花木兰从军
丁老师！！
ADA，码农“祖师娘”
豆腐姐姐
把火箭送上月球的也是我们女性
仙女节快乐
英语书学过她的经历
林巧稚院长，致敬！
加油
说这个你不行的肯定是脑袋有洞的某男人吧，谁管你行不行
致敬
泪目
女性能顶半边天！伟大的女性！
这个是我和我的家乡中的一个片段原型
丁老师好
突然泪目
丁老师，爱你呀
林巧稚！！！
提前祝女孩们妇女节快乐
女孩的梦想和人生不止厨房和家务！征程是星辰大海！！！
可恶！想哭！
祝姐妹们节日快乐~
丁老师！！！
中国需要，世界需要，宇宙需要，妳们
模仿游戏
丁老师化妆了！！
林巧稚！！！！我的童年女神！
让我想到了莫言的《蛙》
vivi
真是太感动了呜呜呜
加油！
樊先生！
祝大家和我妇女节快乐！！！！妇女能顶半边天
加油！
让那些乱说的人独自在尘埃里泯灭吧
加油！
vivi！小苏！宝剑嫂！
加油女性
居里夫人：？？？？
妈妈 最伟大的女人！
三八妇女节快乐
张桂梅老师一出来 我眼泪就吧嗒吧嗒往下掉 伟大的女性
喳喳
女孩子们加油
女神们  节日快乐
这个是真的，第一位参加马拉松的女性是强行闯入还遭到了一路的拉扯推搡
致敬
这才是真正的女权
说女性目光短浅，难道不是一些人在阻止女性去认识么，女性本身并不会天生就目光短浅
伟大的妈妈们妇女节快乐呀
女人节快乐
妇女能顶半边天！
活在课本里面先生！
ada
泪目
完了，开始于丁老师的故事，沦陷于丁老师的颜值
当总排面
bgm是啥
我和我的家乡
。。。。。
啊啊啊啊
wifi之母
姐妹们要加油呀祝 你们节日快乐
好漂亮！
女性就是半边天！！！
额，逻辑和理性没有多大关系吧？
妇女节快乐
节日快乐！
nb！！！
渣姐好
两小时24万播放量
有志气，英雄啊！
前面的加油会有对象的
任总呢
致敬丁老师
好家伙
时代楷模 张桂梅
张校长真的令我肃然起敬
提前祝三八妇女节的各位女性朋友节日快乐！
我为自己整理，希望你们也是
节日快乐
节日快乐
np
致敬
要自信！要努力！
一看到张校长我泪如雨下，她太难了，真正的伟人！！！
致敬每誉为
妇女节快乐！
里面有亦菲
豆腐我来啦！
节日快乐
泪目了
向妇女们致敬！
妇女能顶天！！！！！！！！！！！！！！！！！
眼睛进砖头了
泪目了
老师你在哪？
能顶半边天，杠杠滴
我的女神是樊锦诗！
致敬
女人是强大的！！！！！！！！！！
致敬张校长！！！！
张桂梅校长！！！永远滴神！！！！！！！！！！！！！！！！！！！！
Wifi之母很漂亮的
去你的，全都能做到！！！！！！！！
老师！！
妇女节快乐
嫂嫂
致敬！！！
致敬校长！
？
妇女节就是妇女节！妇女不是贬义词！祝所有妇女节日快乐！
致敬
丁老师！
哭了，张桂梅，黑龙江的骄傲，中国的骄傲！
时代楷模
丁老师
姐姐！
真好 我也要加油
致敬
姐姐妹妹节日快乐
这才是女权
光骄傲有屁用，要行动，要做事，不是口号！
祝所有女性节日快乐
妇女节快乐
VIVIVIVIVI可爱多多多多!!!
女子也是半边天
渣姐！！！！！！！！！！！冲冲冲
林巧稚，永远的神
nb！
泪目
裁判？
真的泪目了
你们是最棒的
致敬
致敬
girl power！！！
三八妇女快乐
英语书有
劳动妇女节快乐！！！！
vivi
敦煌的女儿
想找到可以理解我的上进，懂得我的温柔，愿意和我一起成长的双向奔赴
你是崖畔的梅，雪中的桂
眼泪控制不住了
致敬 居里夫人
前方高能预警
哭了
致敬
妇女节快乐！
只有自己干过家务，才知道做好家务事也是一项技术活
vivi！！！
当归.
张老师说过，我帮一个女孩等于帮三代人
喳喳
致敬
当归！
好燃
姐姐妹妹站起来！
第一位程序员竟然是女的
姐妹们，一定要读书，至少一定要走向外面的世界啊
集美们节日快乐
现在的女性是真的厉害
太棒了
向女性致敬
不许这样说！我们可以！妇女节快乐姐妹们！！！
请相信我们女性真的很优秀
叶子！！！
？
姐妹们妇女节快乐!
看得我热血沸腾
姐妹们节日快乐！
好漂亮
模仿游戏
你妻子的那里不属于你 
喳爷
致敬！！！
???
妇女节快乐！！！
加油
我们可以！
张桂梅校长yyds！！！
模仿游戏
我们都一样 我们很强大
致敬！
这里不是说家务不重要 而是说女性不是只能做家务 全职妻子or妈妈跟工作女性一样在发光发热
提前祝各位妇女节快乐
加油
节日快乐女同志们
女性需要不断进步，勇敢向前
叶嘉莹
我躺下是敦煌，醒来还是敦煌！
希望每个女孩都勇敢起来
泪目
魏敏芝
我们可以！
男女平等，互帮互助
怀孕理解 结婚为啥啊
妇女节快乐
致敬
女神啊好厉害
小苏！
袁隆平也是先生接生的
我欲立于群山之巅
是为了“保护”女性
向张桂梅女士致敬
真棒！
哇哦梦幻联动
这才是宣传女性！
3小时，热乎的
丁老师好，任总和段总在路上
中国女性加油
拜见祖师爷
很好用
姐妹们站起来
女孩子也很棒
广告狂人
挺秃然的哈哈哈
妇女节快乐
程心！！！
渣爷！！！
谢谢
女性伟大
当当~！！！！！！！！！
妇女节快乐！
妇女节快乐！
感动中国十大人物
泪目
曾经已经是遥远的曾经。
梦幻联动
丁老师加油！
求广大男性也努力一下
拜林先生
牛逼
拜樊先生
棒
致敬
麻雀
太牛了！
明天，妇女节快乐
大佬麻雀
好感动
???
你是涯畔的桂，雪中的梅，大山女孩的光
丁老师，加油
妇女节快乐
女生节快乐！！！
我留着这硬币有什么用？
星星！
平等
台变
这才是女性正确的价值观
读书是我一生要做的事
泪目
致敬
生而平等 我们终将逃离痛苦的曾经 拥有更好的未来
真的
丁老师好美啊！！！
太厉害了
加油
！！！棒
感动中国人物！
渣渣！
张奶奶！！！
致敬
我是丁老师的头号粉丝！！！
当总！
妇女节快乐！
多厨狂喜
致敬！
当归姐姐！！！！！
祝大家女神节快乐
小苏！
伟大女性
女生可以做任何事
WIFI之母
下辈子做个女人
当归！
当归姐姐！
要哭了
伟大的女性
知识改变命运
致敬张校长
泪目
我要这币有何用，我要投10个！
牛批
丁老师来了么 任总段总
女同志们节日快乐
女孩子可以做任何想做的事
无论男女，都应该读书，知识真的改变命运
妇女节快乐
还有简.古道尔！
妇女节快乐
妇女节快乐
一起加油
明天就是国际妇女节了
妇女节快乐
小苏
星星
丁老师好美
星星
程序猿来致敬，加油
喳爷
星星！ 
星星～ 
做家务难道很轻松吗。。做个几十年试试
常悦，保护长臂猿的一位战士
星星！ 
星星 好棒
星星！ 
致敬
樊奶奶
vvvvvv
喳喳
丁老师粉丝来了
谢谢妈妈
致敬
妇女节快乐
妇女节快乐安安
妇女节快乐
妇女能顶半边天！
大佬
我亲爱的女孩们，努力读书，超越边界，完成自我，加油
哇 ！！！
丁老师好美
祝各位女同志女神节快乐！
致敬
妇女节快乐！！！！
南丁格尔！
向张桂梅校长致敬！！！！
致敬
只有你自己才能限制你自己
致敬张校长
节日快乐
男选手还围绕在她身边帮她挡开裁判诶
宝剑嫂
女神节快乐
女神
泪目
致敬
时代楷模
鸡皮疙瘩起来了
姐妹们节日快乐！
想哭
我小时候是有偏见，但现在时代真的改变了，她们可以改变周围人的看法，知道什么值得，很聪明也很厉害
我是钢铁直男已经哭了
红字赞！！！妇女不是贬义词！
某种意义上 每天做家务真的也算一种吃苦了
林巧稚奶奶
哭了
致敬
星星！
三八妇女节快乐！！！
宏观从v发过火车VG还差个、
当归！
张老师
第一位发明WiFi的跳频技术也是女性
聘书有点搞，听了有点心酸。
牛皮
节日快乐
