生命不止 欢乐不息
阿伟丝了
大力我不和你抢了
幻昼
这次我不抢了，你配拥有大力
狙伟会正式散会
狙伟会散会
我现在笑不出来的
我不和你抢了
大力归你了
大力归没了
大力你的啦
张伟值得
BGM:所念皆星河
BGM:所念皆星河
泪目
泪目
村民
泪目
泪目
泪目
谁让我是爱情公寓，最有种的男人！
致敬——爱情公寓最有种的男人
原来伟大是个铺垫
你当我高富帅啊
谢谢大力的出现让张伟的世界有了光
大力就像一道光，照亮了张伟的生活
BGM幻昼
张伟，电视史上唯一在一部剧中，从客串一路演到主角的男人。
大力一定要和张伟白头到老啊！
祝福祝福
白嫖失败，你币有了
公寓里最有种的男人
这里很心疼张伟
羡慕张伟，又自愧不如
太尉？
兄弟们刷一波“有种”！！
最有种的男人
张伟有种！
BGM 幻昼
有种
赵海棠只差大力，张伟只有大力
张伟和羽墨其实第二部的时候挺般配的
洞                 察
以前我喜欢曾小贤，慢慢的我开始喜欢张伟！可能我觉得我跟张伟有点像吧
……这儿是真的
对啊
张伟只是想被人认可。。
关谷…
死要面子活受罪
开始了
换碟子
死要面子活受罪
bgm  幻昼
“老子拼了！”
喜剧即悲剧
泪目
万恶的亚萨西
爱情5
我退出
闪现平A
流泪了
炮！加油！
他值得被爱爱情五
有种！！！
大力吃醋的画面我来回看了四遍
泪目
有时候真的觉得其他几个朋友说话不太行
简介
张伟真的很搞笑！角色设定就很搞笑
哭了T﹏T
妈呀我最喜欢的两首轻音乐啊
有种！
突然想到春蕾
你就是！大炮
张伟陪的上大力，而我就图个成果
伟大cp，我的天居然这里就有暗示
最喜欢张伟了，张伟是2——5的最大笑点
张伟是个有原则的人
张伟最帅
泪目
泪目
高富帅
炮儿，你值得
张玮说实话真的太不容易了，第五季最后和大力拥抱真的戳了泪点。
十年相伴，我硬币够的话给100个
只要有困难…张伟…愿意帮助所有人…
他们这对情侣估计平时最多牵牵手抱抱，连亲脸蛋都是最后几集的事。真的好单纯
所念皆星河
快看哭了啊
他指的这样一个完美的女朋友
BGM犯规咯
张伟确实搞笑，但仔细一想我是笑不出来。
炮儿加油！
我们刨开喜剧就会发现它的核心就是悲剧
张伟的为人很好，愿意为朋友不惜一切，因为我觉得在他的世界里。朋友算是亲人。一声兄弟大过天，没有人能比自己朋友更靠谱了。即使生活三番五次戏弄他，他去一点也不丧，努力生活，微笑面对。
这段张伟是真的很惨
半辈子的迷茫和彷徨到头了
所以张伟是最值得有好结局的，一直自己默默承受，生活再苦也乐观到底
忽然觉得自己很像张伟
其实我是个天才，只可惜天妒英才
你是个好人
泪目
前四季我是当喜剧看  直到看完爱5我才想起来这是讲的人生成长过程（我或许就是有双亲没大力的张伟我很羡慕剧里的张伟）
他像一道波长520的绿光，照入我的生活，占据了我元素表里的30号位置，当我作为自变量趋近正无穷时，得到的函数量，就是你。——诸葛大力
无论何时他都想着别人
这一切不是任何人的安排是张伟自己努力赚来的 辛苦了张伟 
哈哈哈哈闪现平A可还行？
哈哈哈哈闪现平A可还行
张伟真的很善良
张伟他值得拥有大力
泪目
喜剧的背后不过是悲剧
泪目
伟大cp锁死
道德绑架了
泪目
最有种的男人！！！！
张大炮给我冲！
你很好 
泪目
大炮其实还是有钱的又重义气虽设定平均脸但如果到平均脸那也是很帅了
看爱5 34集张伟搬东西看到浴巾等东西是真的感慨
真的有这么丝滑吗？
我觉得航哥很帅阿
喜剧的内核都是悲剧啊
我也相信我会遇到我的“大力”
BGM自己看简介！
突然
放心，你以后会有大力的
卧槽明明搞笑的台词为什么这么悲伤
最有种的男人
高富帅！！！
所以第五季他转运了
不会的，张伟会越来越好真的真的
佳航演技是真的好啊
大力喜欢他是对的
一切都是缘分
看到没，我用命换来的
摸头杀！！！
杰大啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
泪目泪目泪目
再也不跟你抢大力了
看了这么多，原来大力真的是上天给张伟的礼物
祖安上线
一定要锁住张伟大力
杀！！！
杀！！！
杀！！！
杀！！！
杀！！！
杀！！！
杀！！！
杀！！！
杀！！！
杀！！！
现实生活中有好多张伟这样的人
不要再抢大力了，爱情公寓没了。。他真的真的只剩下大力了。
每个喜剧最后都是悲剧
真的张伟真的除了爱情公寓真的什么都没有了
我宣布 砍伟组就地解散，护伟组原地成立
高~富~帅~
张伟，爱情公寓最有种的男人
炮儿，这次不跟你抢大力了
我的青春啊！！
所以运气换来大力
炮儿加油
张伟冲啊
爱情的开始
张伟一直在爱情公寓里讲的是现实
最有种的男人
你就是！！！！！
你币有了
泪目
大力
我哭了
泪目
泪目
李家航演的太好了
炮儿真了
喜剧的内核是悲剧
以悲为喜是吧
张伟只有大力了
张伟是爱情公寓里面最努力的人
炮儿啊
大力说的对
情侣发型
看到爱五对比以前看得出张伟确实老了
炮儿加油
伟哥第五季老了啊
喜剧=悲剧+时间
亚撒西
张伟最终终于活出了他想要的未来
等待的滋味只有自己懂，而等到的滋味也只有自己懂
泪下
爱五也结束了
爱五也结束了
点赞
曹孟德
张伟加油
大力让给你了！
张伟很善良很可怜很努力
公寓里最有种的男人
回忆啊，泪目
我爱张伟
后面炮儿的表情好心疼
爱情开始的地方
张伟配得上大力！！！
最有种的男人
不，这是闪现平A
这里我也没看到
白嫖失败
大力是你的了
李佳航演技爆炸
泪目
我不和张伟抢大力了
火钳刘明
大力来了，你不用怕了
     嘴里的泡面它突然不香了
挺心疼的这里
泪目
大力会改变你的
伟大
之前每个人都是张伟，现在每个人都是赵海棠
高 富 帅，！！
爱情公寓 再见！！！
炮儿你是个很温柔的人啊
你真的很棒
伟大cp99
梦开始的地方
大力给你了你一定和她在一起永远
你一定要等她啊
。
不是吗？
爱情公寓最有种的男人——张伟
有种的男人
他顶配大力
张伟不是平衡脸
伟大9999999
叶不修
张大炮是爱情公寓最有种的男人
加油
青春走你   
来了
泪目泪目泪目泪目
万恶的亚撒西
万恶的亚撒西
我才是爱情公寓最有种的男人
所以张伟跟雨墨，我跟大力
信     仰    之     跃
bgm换了
难道不是吗
他值得拥有大力!
zhixi
最有种的男人！！！
你币有了别白嫖
隐藏了这么多年还是被你看出来了(๑＞ڡ＜)☆
张伟正经起来是爱情公寓最帅的男人
悲剧里可以有喜剧，喜剧里一定充满着悲剧
爱情开始的地方
害，爱五也结束 了了
说实话，挺喜欢张伟的
直到你遇见了他，炮儿，你值得拥有幸福！
高富帅
像大力说的，张伟迟早变成王者
梦开始的地方
摸头杀！！！
你的美夺走了我的心
别人是摸头，你是杀
大力是你的了
BGM幻昼
BGM幻昼
最有种的男人，炮儿
张伟是爱情公寓最善良的男人
有兄弟如此，人生还有什么不满意的
张伟真的是被生活绑架被道德绑架的倒霉蛋
真的讽刺啊，初看不知，再看揪心，不知什么时候开始，我自己就活成了悲剧
大力在未来等着你呢
矿大同款
幻昼
最有种的男人
UP剪的漂亮，你币有了
张伟呀，这是你应得的
BGM：所念皆星河
大力就是张伟前四季下来的最好礼物
伟大cp
全世界最好的张大炮
你是！你一直是！！
顿顿顿顿
最有种的男人配最聪明的女人
带着喜剧色彩，却是悲剧生活
炮，你要相信你的生活是先苦后甜
泪目
高~富~帅~
大力有眼光
最有种的的男人！
泪目
BGM是Asphyxia
闪现平A的站住
闪现平A的站住
张伟才是爱情公寓的灵魂
是大力拯救了张伟
演的最好人
你是个天才
张伟，你果然是爱情公寓最有种的男人
尼玛的害的老子都哭了
护伟从我开始
？？？？杰大啊啊啊啊啊啊
杰大！！！！！！
演技爆炸！
泪目一片
战略性喝水
正片开始
你的猛夺走了我的心
洞                       察
泪目
幻昼
泪目
我觉得是李金铭
一个不能让人哭的喜剧也不能谓之喜剧
宝藏男孩
活该有大力。
哎
伟大张伟
张伟存款斐然
闪现平A
你是个好人
前面的我也觉得是……她其实不应该笑场的
风中奇缘
万恶的亚撒西出现了
最有种的男人
最有种的男人张益达
泪目
我真的哭了
大力真的真的没有看错人
我一下子哭了
我承认我哭了，如果没有大力，斯内克还能不能撑下去呢？
前四季都没有第五季34和36级掉的眼泪多
人人笑张伟，你我皆张伟
bgm是幻昼!
泪目
泪目
流泪了
我也以为羽墨跟张伟是cp 特别是第五季羽墨回归时
借八万的名场面
论bgm的重要性
转运
你是张伟，张益达，张大炮，斯奈克，金甲战士，尔康
我硬币现在没了，我以后一定补上
不，我们都不是张伟
公寓最有种的男人
最有种的男人
你配的上大力
不，武器大师，你有大力。
我才是爱情公寓最有种的男人！
bgm幻昼
不抢了不抢了
爱啊
没错。
深渊潜航
这一幕出现的要是海棠，该有多虐啊
什~嘛！你当我是高富帅啊？！？！？！
爱5里我很喜欢 张伟
我虽然穷，但我原则。
海棠只缺大力，张伟只有大力
有种
这是炮哥应得的
情侣版海绵宝宝
幻昼bgm
有种
爱情开始的地方
他不配吗?!
他送了，他真的是爱情公寓最有种的男人
好好对她
兄弟们把公屏打在有种上！
最有种的男人
张伟勇去追，大力永相随
张伟勇去追，大力永相随
用前四季的运气，换第五季的大力
不过他现在有了大力呀
守护全世界最好的炮儿
张伟对自己很节俭，对别人从不吝啬
龙虾海鲜派还热乎
张伟老了
放心看，进度条很良心
泪目
伟大cp
爱情公寓别走
妈蛋年纪大了，眼睛进砖头了。
爱情的邂逅
泪目
看到你……
BGM好评！
炮儿，加油
幻昼，打call
炮儿，有种！！！
炮儿，你才是最有种的男人
摸头酒杀
有种
摸头酒杀
要是我就去干那个男的
他值配拥有大力
他配拥有大力
啊啊啊
感谢相遇
喜欢羽墨
这么一看张伟真的是太惨了。
我是个天才，只可惜天妒英才
泪目
他值得
我很感谢一个人，她就像一道波长520的绿光，照入我的生命，占据了我元素表里的30号位置，当我作为自变量趋近正无穷时，得到的函数就是你。lim me→∞＝you
张伟平凡的人，干不平凡的是事。
泪目
有种
幻昼
洞                            察
梦开始的地方
曾经的雨墨官配啊
这bgm是幻昼不用谢
爱张伟，他配大力啊
他是真的只有公寓没有爱情
他是真的大方哦
大力要上了捧场一下
再刷一遍爱情公寓
炮哥
所有人都嫉妒他的好运气遇到了大力 只是都没有看到他比常人更努力 更正直善良 勇敢 值得获得幸福
我币没了
你币有了
有种！
最有种的男人
谢谢佳航，你把张伟演活了
十动然拒
李佳航演技爆棚！！！
我不和你抢大力了
泪目
梦开始的地方
心疼
最有种的男人
最有种
bgm重要
他是一个温柔的人
完全笑不出来了
洞                              察
泪目
我愿称你为爱情公寓最有种的男人
张伟是校草
梦开始的地方
梦开始的地方
抢张伟吧
张伟真的很用心
狙伟会正式解散！
我想拥有平均脸
换了个bgm一切都变味了
加油张伟们
伟大刷起来
有了大力之前受的苦难都值得了吧对张伟来说
泪目
泪目
最有种的男人
这个配乐，瞬间就觉得不好笑
有种！
斯内克
斯内克加油
是张伟离不开李佳航
李佳航成就了张伟
是你的是你的斯内克加油
伟大长存
我175体重48
最有种
有种
炮儿真的配得起大力
泪目
我甚至都赶不上张伟，我朋友都没有
有种
这里最精髓的bgm不在了
进度条吓人
大力不和你抢了，给你
万恶的亚萨西
没错，你就是爱情公寓最有种的男人
伟大cp
致全剧中我唯一一个称为真男人的张伟
张伟，我敬你是真男人！
有种
最有种的男人
三场慈善晚会，捐款的钱都是自己出的，有种
他是一个非常温柔的人
爱奇艺？？
洞                                                            察
侧重杀的摸头杀
整个爱情公寓里就张伟是人生赢家
泪目
BGM是什么？
伟大cp锁死
前方高能请备好纸巾！！！！！！！
命运的安排
泪目
有種
老子拼了！现在就去表白！
大力是你的
这次大力先让给你吧
正片开始！
公寓里最有种的人
想哭。。
心痛张伟
心疼炮儿
其实好多次都挺心疼炮儿的
现在再看都是讽刺的现实
最有种的男人
你币有了！！
伟大锁死了
最有种的男人！
他是一个很温柔的人
大力让你了炮儿
眼睛进砖头
伟大！！
幻昼
从第二季张伟正式入住，我最喜欢的男性角色就是他
伟大
最有种的男人
这一集很过分，其他六个人都在和心凌斗智斗勇，张伟自己去买了所有东西
你终于遇到她了
张伟能有大力真是太好了
张伟加油！
高富帅
能量启动
虽然大力是我女朋友 ，但是你更配得上她。
张伟是一个孤
最有种的男人
洞察
停！！停！！停！！
这是哪一集？
泪目嗷
为什么只能投2个币
他值得
你就是，炮儿
。
有种！！！
最有种的男人！
张伟你永远是最有种的炮儿！！！！
那你来赔我的尊严？
高 富 帅
伟大！！
爱情公寓没了，张伟真的只剩下大力了
bgm所念皆星河
炮儿 你是最有种的男人！
张伟！！爱情公寓啊啊啊啊啊啊啊啊
其实我觉得7爷演技也不赖
我同意了
大力是张伟应得的
坏女人
喜剧的极致是悲剧
祖安老姐
这个人太现实了
伟大
伟大
最有种
最有种的男人
是镁
有种
有种
龙鸣bvm
卧槽，真男人
可怜他
我本来是可以保护你们的，这句话心碎了。
大人的声音！
李佳航值得我爱！
波长520的绿光
你真的值得拥有大力
你真的值得拥有大力
有种！
你真的值得拥有大力
你真的值得拥有大力
你真的值得拥有大力
大力给你了，我不跟你抢了。
张伟最棒
高俅
张伟真的是越来越喜欢，名副其实公寓最有种的男人
伟大CP永远在我们心中
BGM所念皆星河
自愧不如张伟
伟大
有种
张伟最平凡，也最贴近生活
张伟是个温柔的人呐
有种！
所念皆是星河
爱开始的地方
爱情开始的地方
最有种的男人
万恶的亚撒西
最有种的男人！！！
所以说张伟有哪里配不上大力
好人卡
伟大伟大!!!!
张伟像极了被生活鞭打的我
这段笑不出啊
还好有这么多朋友啊
司法考试是中国最难的考试 佩服张伟
woc，早有暗示。。。。
有种
要哭了
眼睛里进挖掘机了
炮儿！你最有种
伟大
一梦乍醒，人去楼空
老子拼了
有种
有种
难受个屁，他有了大力
有种伟
都tm给我哭
张伟是爱情公寓里三观最正的人
爱情公寓最有种的男人
首页通知书
你币有了
rio鸡尾酒
最倒霉
因为张伟的人生本来就很悲伤，只不过他很乐观
bgm换的很及时，你币有了
你真的值得拥有大力
草眼睛里怎么进沙子了
有种！
你们都被逃过婚？
炮儿，不怕，我永远相信你
他说一个温柔的人
他是一个温柔的人
公寓拆了，大力走了，伟哥咋办
有了大力，世界就是美好的
洞                              察
好样的，金甲战士
张伟可是一米八
保护我发张大炮
好人卡
小莉换大力，你賺翻了snake
摸头杀
有种！
司马懿的那个，我瞬间破功
最有种的男人
其实张伟前几季很帅的
张伟真的是最难的一个
最不希望看到分离
伟大cp
最有种的男人，加油
汤姆
操，给我看哭了，
李佳航的演技  爱了爱了
我币没了
高富帅
有种
梦开始的地方，人生新的起点
伟大永恒！！
你真的值得拥有大力
他还吃着泡面。
这几集我一直不想重看。。太憋屈了
伟大
杰大！！
杀！！！
所念皆星河啊
悲剧是把有价值的撕破给人看
有种
是的，张伟是高富帅。
阿杰
我才是爱情公寓最有种的男人
爱了爱了，bgm爱了。所念皆星河。爱了爱了
有种
以前我跟着别人笑张伟，后来发现我就是别人眼中的张伟
有种有种
泪目
最初的开始你值得拥有大力。
伟大锁死！
有种
杀
老子的青春啊
伟大
赵海棠只缺大力 但是张伟只有大力
有种！！！
舍不得你炮儿！
洞察
比A
梦开始的地方
本来不想看爱五的，突然想把这个IP守护到最后了，谢谢UP主
最有种的男人
宝藏男孩炮儿
有种
有种！
正片开始
连办三场
你真的值得拥有大力
讽刺
泪目
他是一个非常温柔的人
暗示伟大cp!!
伟大
bbbiu
有种
伟大
他配得上大力，老实善良，温柔，仗义
我爱张伟
幻昼好评
這是第幾季第幾期的呀？
最怕听到这首歌，听一次哭一次
还笑不出？一个个读了几年书啊 装啥清高？
转运咯
Wbxht
值得拥有大力！！
泪目
他就是张伟，值得诸葛大力的张伟
张益达，最有种的男人
心疼
泪目了
你就是
泪目
有种！
张伟真的只有爱情公寓啊！！！
张大炮最棒
泪目
大力去柏林
有种
最有种的男人
你就是最有种的男人
我就磕伟大这对
张伟值得
栋柴
你配的上大力
梦开始的地方
这段有点气人
有种
你就是高富帅！！
张伟就只有爱情公寓和他的朋友们以及大力了呀
泪目
↓最有种的男人↓
全公寓最有种的男人
金浩毛巾
人生转折点
你币有了
爱2好几集赤裸裸的讽刺了生活中的道德绑架
有种！！！！！！
伟大伟大伟大伟大伟大伟大伟大伟大伟大伟大伟大伟大 伟大伟大
有种
梦开始的地方，人生新的起点
最有种的男人
最省自己的钱，当身边的人有困难时，却一点都不节省
泪目
有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，有种，
白嫖失败
谢谢李佳航给了张伟灵魂
最有种的男人
最有种的男人
最有种的男人
最有种的男人
最有种的男人
最有种的男人
最有种的男人
最有种的男人
这一跪，海棠就输了
有种转运了哦张伟
男神
男神
渲情的音乐
大力没有看错人
人生的转折点
就是
他值得有大力
闪现接平A
最有种的男人
2333
QAQ
最有种的男人
高富帅
换碟
小火箭——咻！
要记得  花瓣飘来的地方
有种
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
张大炮！！！
大家都看到了自己的影子吗？所以才泪目
你值得拥有大力
全公寓最有种的男人
不知道为什么越来越喜欢李佳航了
刚看完
情侣服
泪目
你币有了
你币有了！！！大力大力大力
泪目
别伤心你在第五季转运了！
泪目
再看揪心
这是第二季关谷聘妻子的那集
幸福的开始
换个bgm感觉都不一样了 张伟啊
狙伟会可以散了
大力这辈子才是张伟的配偶
有种！
伟大锁死
爷的青春
伟大
有种
大爱张伟，支持伟大cp
我同意这门婚事
bb什么，张伟最配
真的有这么丝滑吗？
最善良的张伟
哈哈哈
伟大cp
高富帅
伟大，伟大，伟大
爱了爱了泪目
杰大！
张伟和我的遭遇很相像，一直都能共鸣
否极泰来！
你币有了
哭了
所以上天赐予了他大力
张伟真惨，遇见一个爱自己的女孩还被我们抢
缘分让我们相遇
火钳刘明
张伟用一辈子的运气才换来了大力
张•大炮，斯内克，金甲战士•伟，你是爱情公寓最有种的男人！
他值得
泪目
有种
脸一下沧桑了好多，看着心里难受
有种
泪目
高富帅
大力我就交给你张伟了，一定要好好对她
大力我就交给张伟了，但是成果我还是要的
爱   情   公   寓   最   有   种   的   男   人
泪目
闪！
最有种
最有种的男人
张伟才是我们的真实反应
保护我方炮儿
不说了不说了，投币
保护我方炮儿
张伟你是这个公寓最种的男人
伟大cp
有种！
梦开始的地方
张伟可能只是你生命中的一个过客，但你却是他的全部，张伟就是因为把你当成最亲的人，才会为你做一切
红狮子会
好人卡
杀
炮儿，我们是你坚强的后盾
这句话太刺骨了，我本来可以
有种
伟哥有种
八分钟你换来了八万赞
可可爱爱
锁住 CP
泪目
最有种的男人！！！
太好看了
确实很善良
没有弹幕？？？
开始了
转运啦！
哦？
有大力就已经是人生赢家了
泪木
死要面子活受罪啊
Bgm好评
泪目
泪目
你币有了
当时看这集的时候气死
有种
snake！！！张大炮！！！
绿通哭了
有种！
他值得大力
在这里才真正发现张伟的悲剧
张伟其实很善良
有种
语录哥？
有种
张伟你是爱情公寓最有种的男人
伟大！！
伟大CP
你真的配
我想看张伟大力续集
虽然要面子，但真的善良
大力我不争了给你了我认输
唉，不跟你抢大力了。
杰大
终会成功的！
张伟得到大力的喜欢上
看得我哭了
这tm整部戏所有人都在欺负张伟好吗
别人侧重摸头你侧重杀？
杀
难道他不值得有大力嘛 我觉得这是他应该的  这很完美 不是吗
zwjy
张伟
最有种的男人
有种才伟大！
大力在等你
背景音乐一起 整个人鸡皮疙瘩都起来了
所念皆星河
伟大伟大伟大cp
斯内克，你就是高富帅啊
最有种的男人
真的有这么丝滑吗？
有种
泪目
混入其中
我看谁敢拔刀
有种
而是希望你这样善良阳光的大男孩
道德绑架
图个成果
这里当时全部人喊团成团的时候张伟的反应，我真的很心酸
我看谁敢拔刀！挡刀会给我上
温柔如你，和大力好好的
大力是你应得的 好好珍惜
张伟才最配大力
泪目
这双眼里有光
张伟真的老了
你的美（镁）夺走了我的心（锌）
张伟一无所有，爱情公寓就是他的一切
最 有 种 的 男人
高富帅
不舍得爱情公寓
张伟值得被世界温柔对待
情侣装啊啊啊啊
你是！！！！！你永远是！！！
张伟他配
斯内克
爱情公寓从来都不是喜剧
炮儿昂
炮儿啊
原来阿我喜欢只是张伟的大力
这是你的益达
你是最棒的，泡儿
遇见你是我一生的幸运（伟/大）
炮儿，你是最棒的
爱情公寓最有种的男人
大力让张伟有了光，张伟让大力变的感性。或许遇见你是我用一生幸运换来的
张伟值得拥有大力，祝福
你币有了
泪目
杀
阿
最有种的男人
这个视频做的真好
有种
你会认识一个叫大力的女人，过上幸福的的生活
bgm幻昼
那个她来了
喜剧的内核是悲剧
张伟真的坚强到人心疼
爱情公寓其他人三观本来就是扭曲的
有种
爱情公寓最有种的男人
我……同意这门婚事
杀！！！
张伟最有种
大力让给你
张伟，就像我们一样
A了已经
人人都只在意雨墨的失恋 却没人在意张伟 反而一直让他举办晚会
张伟淳朴善良，憨厚大方，曾小贤油头滑脑鸡贼，吕子乔飘忽不定
最有种的男人
爱情公寓最有种的男人，张伟！
我居然哭了
我居然哭了
有种有种
杀
这一刻 梦开始了
敬下一个遗体！
我爱炮儿
散了散了，狙伟会解散了吧
最有种的男人
66666
没错，张卫军是最难过
跪求BGM
没错，张伟是世界上最难过的一个人。
张伟是最有钱的人
张大炮是爱情公寓最有种的男人
哈哈哈
爱情公寓能继续拍下一季吗 我肯定追。
泪目
他很棒啊
杰大嗷嗷嗷啊
立刻还花呗
我  收刀了 张伟他配！祝他幸福
张伟加油
伟大
有种
公寓最有种的男人！！！
一开始以为张伟不配，现在，伟哥加油！
泪目
情书没带在身上么
我决定重刷一遍爱情公寓
火钳刘明
有种
大力是张伟的，但成果是我的
这不就是某会的死马作为吗？
有种
成熟了
你再骂？
你再骂？
这一季全是遗憾
？？？
转运了
赶紧结婚
一点都笑不出来
这一段当时我看得超级气
只有张伟配得上大力
最有种的男人！
值得拥有大力
慢慢的回忆！十年里居然让张伟成为爱情公寓里最有种的男人
伟大，张伟和大力
想听大力说：张伟，我不去柏林了
谁敢跟张伟抢老子给他刀了
金甲战士，你是最棒的！
哇操，这么直接的吗
他是一个非常温柔的人
杀！
我怎么说 bgm真的很催泪
我这里哭了啊 为什么
有种
狙伟会会长宣布：狙伟会正式解散
所念皆星河
有种！
伟大！！！！！！！
哭了
囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍囍
有种
不知道最后，张伟这个角色是不是真的成为王者了，真的好奇
爱情公寓里最帅 最有种的男人
杰大我的妈呀
营销号的BGM？
最有种的男人
我替张伟挡三刀
一个选择善良的人
保护张伟！谁敢拔刀！
我哭了
哭了
？？
可是你们觉得大力是真的存在的吗
最有种的男人
有种
有种
这是电影啊
哈哈哈
哈哈
哈哈哈哈
老子的泪不要钱？？？
都   给   我   哭
伟大np
BGM幻昼
佳航真的演得好 现在才发现 当初以为好的是那几个
三连了
nb
张伟他值得拥有
赵海棠  学着点
兄弟萌把有种打在公屏上
为什么只能投两个币
最有种的男人
你币有了
今日佳航，永远张伟
洞                                                                        察
伟大
bgm  shi shenme
张伟最好了
这里张伟太苦了
眼睛进撞头了
有种
爱情中，人人都是赵海棠，却又不如赵海棠
梦开始的地方
你就是全爱情公寓最有种的男人
我磕伟大
闪现平A
你TM活该是公寓最有种的男人
高～～富～～～帅～～～～
爱情公寓最有种的男人
椅子上还有意大利语的我爱你
心疼张伟
你是爱情公寓里最有种的男人！
泪目
泪目
有种！
有种
这里被骗了，这个死胖子
死胖子
有种！
张伟特别讨喜 
张伟演的深入人心
现实
不拔刀了
最有种的男人
你币有了
张伟是爱情公寓最有种的男人
666666
我爱你 大力 是什么鬼
论bgm的重要性
恭喜发现宝藏
有种
值得
名场面
我喜欢的是张伟的大力
有种
弹幕空间用心了
哭了
爱情公寓最有种的男人
张伟加油
貔貅
三连有了
