为啥小蜘蛛周围都是女生
救命，这里剪辑好棒
想念寡姐
泪目
破防了
我的铁虫
剪的好棒！！！！
哭死了
如果nat在的话，这一幕会很完美
对上了
我是不是看到躺老大了，多米尼克·托雷多？
明年再次重逢集结号
感觉外国的演员演电影就跟真的是那个人一样
他是格鲁特的配音哦
剪的真棒 ，呼应上了
卧槽牛逼
哭了
家人侠
漫威细节狂魔
后来美队穿越回来的时候变老了
蝙超主题曲
美队就没穿越回来，他是直接在另一头生活到了那天然后去那个地方等他们的
好看不火系列
牛逼！！！！！！！！！！这个转场！！！
你在北美？
这个剪辑 很话心思啊 三连
我在这币又何用
555
他们缔结了一个宇宙!
伐木累侠
这里居然也有致敬
你赢了，我投了
妇联
蜘蛛侠的女团
Family！
它不是一个人!
史蒂夫并没有穿越回来而是在过去生活到现在从新来到那个地方
哇，催泪弹
人呢
预告骗
一闪而过的范迪塞尔
小罗伯特唐尼c位
哭了哭了
爆哭了
全TM是致敬
芝士汉堡（钢铁侠也爱）呜呜呜呜呜呜呜呜
黑豹陪老爷子去了
牛逼
老爷子
奶妈团
巴基
妮妮好像是汉堡王的终身会员
看复联4的时候还在大学，一转眼已经参加工作了……
不管荧幕内外，都是物是人非啊
三连三连三连
该查六级成绩了
我以为要亲一个了
雷欧～～～～
出现了，家人侠
这也有致敬？！
应该还有一个黄蜂女叫队长cap的
寡姐这句话好苏好有安全感好喜欢！！！
可惜，有些人不在了。
接得好
斯坦李老爷子！！！！
不是穿越回来，他是没选择回来，直接在过去活到4的结局，所以变老了
破防了
哭了
美队是配佩姬度过了一生，一直到现在，所以美队生命耗尽了，老了
75年以后
猎鹰:奇异博士求求你了一定要把传送门开在左边
BGM是什么
I'm iron man
《真·妇仇者联盟》
这里有点膈应 zz正确的味道太浓了
无限手套都在手上了，一群人还把它朝量子空间送，不理解
she got family
四级挂了
比博燃
雷欧！！！！
老公在，小兵都打不过，老公死了，灭霸差点都手撕了
承包吧唧（欧耶）
爱慕格鲁特
泪崩泪崩！
《美国队长1》
复联三是三年吧
真·泪目
爱你3000遍
时间好快啊
神呼应
80
80
卧槽！！
漫威女团！
黑豹终究是在乎克林顿了
卧槽。那么多致敬
something just like this！
起鸡皮疙瘩了
WANKANDA forever！
老爷子
能力越大，责任越大
妇联
神特么左撇子。。。盾牌全是戴左手的傻孩子
5555旺达幻视太虐了
555cheeseburger 
妇联
当时差点哭出来
3个人
打不过你，膈应你
你币有了
众神归位
当时还正面临者中考，现在高考都已经结束了
妇联
妈妈宝贝
冒昧问一下打铁用的是昊天锤吗【狗头】
这三连给的心甘情愿
三年过得这么快啊
幻视！！！！
细节怪
这张照片的海报我有诶
致敬x
致敬x2
致敬x3
幻红我彻底破大防了呜呜呜呜
致敬x4
致敬x5
美队过了自己想要的生活，大家大可不必难过
致敬xX
bgm是什么
哦鼠标垫
2020年的，我说怎么可能这么快
美队去找自己的爱人了就没回来
这是妇仇者联盟
两年
泪目
家人侠
八鸡
布达佩斯是啥意思
毛的三年，2019年4月上映的复联四
怎么还有个家人侠？？？我眼花了吗
鹿仔
你三连有了
骗子呜呜呜你没有回来陪他到最后
宛如昨日
寡姐这句真的破防了5555
黑豹没注意就算了，on your left注意不到也太路人粉了
呜呜呜这一幕没有寡姐
I love you three thousand times
少了个黑豹
泪目
2年
我他吗爆哭 cheeseburger
巴基不洗白就是我心中最帅的反派
旁边雷神都快气疯了
吧唧吧唧
格鲁特啊，范迪塞尔配的音
3000+你们好
骗子
这里值得10000个卧槽！
喵！
瓦坎达Forever！！，
泪目
太牛了太牛了
有寡姐，寡姐在手套上闪闪发光
salute
美队：奥丁，拿来吧你
家人侠
哭了哭了
有这么多伏笔啊
迪赛尔是格鲁特配音演员
家人侠是树人的配音
格鲁特是家人侠配的音
握草这么多细节我都错过了
我靠三年了
好多细节啊
我的鸡皮疙瘩
六级挂了
妇联
你是第一个一次夺走我两个币的人
泪目！
家人侠是树人啊
泪目！！
从高一到大一
三年了！！！
细节怪
美队不是不能回来，是不想回来
此生无悔入漫威
恶魔低语
破防了
冬兵爱了
三连
我爱吧唧！！！
小罗伯特唐尼永远C位
有一说一假设猎鹰真变成了美国队长，可能我就不会去看了
承包本尼迪克特康伯巴奇
格鲁特是老范配音所以他也来了
马克叔
老爷子呜呜呜
奥丁没了一只眼，哈哈雷神也是不愧是亲儿子
救命
你说啥？3年？！，！
兽人永不为奴
呼上了
太燃了太燃了
老爷子
你就这么剪了我十年
l am 格鲁特!
瓦坎达forever！！
斯坦李!
老爷子
你骗人
骗子啊啊啊啊啊
寡姐戳我
我的初三到高三，青春啊
好快
四级过了哈哈哈哈哈哈
只是在那边待到老才回来
2000+
黑豹rip
承包吧唧
呼呼 这锤子扔的寒毛竖立
赶紧出来赶走新冠啊
看哭
致敬
assemble！
光头范，最水复仇者。
时间过的真快啊
家父钢铁侠
国王真的记住克林顿的名字了！
可惜老爷子不在了
黑豹回不来了
我的幻红啊呜呜呜呜呜呜
婦聯
泪目
这里可以说是假预告的典范了
范 迪塞尔？
泪崩泪崩！
本来她也该在这里…
再看亿遍寡姐
复仇者集结，最让人安心的一句台词
来点巴西的妞！
80
这个致敬其实最容易看到啊
泪目啊啊啊，啊啊，啊啊
记仇
已经过了
Wakanda forever！
冬兵
安德玛打钱
真妇联
都看过但…没有视频真的想不起来这是呼应
漫威老爷子
复联四大决战小蜘蛛抢到拳套后
你币有了
瘦子美队
星云好美
经期举报大妈划水
漫威布局十年起步
他俩去布达佩斯杀红房的头
4年，从失业到就业到再失业
八嘎
美队！
六级518过了
原来这么多抄袭
爱了爱了
我爱超级英雄
老爷子
太离谱了
TMD 燃起来了
原来猎鹰的在你左边是这个意思啊，泪目
猎鹰求奇异博士把门开在左边
皮？
挖槽  细节怪
没有这个视频根本发现不了这些台词竟然一样
哇  这个当初竟然没发现
forever！
初一到高一
泪目
妇仇者联盟
这才是妇联
家人侠那个你想笑死我
漫威10年纪念！！
这就是妇联
啊啊啊啊啊啊啊啊啊啊这一段 哭死了
我爱惊奇队长的大方脸！
牛逼
幻视被修好了，不过变成了白色
这张图我有，超高清的
右三是漂亮的星云姐姐！
泪目
泪目
现在看队长瘦小时的样子，也觉得很帅
有一个窜场了
这一幕为什么没印象
应该是新出的复仇者
我靠
«妇仇者联盟»
啊啊啊啊啊，一直没注意那么多细节
有点想哭
漫威大宇宙
漫威大宇宙
猎鹰：求求奇异博士一定要把传送门开在队长左边（dogs）
原来如此！！！
漫威大宇宙
漫威大宇宙
漫威大宇宙
最爱雷神了，心疼
初1到初3了啊
RIP
泪目
寡姐不在啊啊啊
YYDS
你币有了
YYDS
可惜画质太感人了
《黑寡妇》也有布达佩斯
家人侠
瓦坎达佛挨维尔
family man
大四了
此生无悔入漫威
我不管硬币收下
我不管硬币收下
我不管硬币收下
初二到高二了
bucky！
我才注意有幽灵
我靠啊啊啊啊啊啊啊
布达佩斯是寡姐和鹰眼他们一起端掉红屋的地方
布达佩斯是寡姐和鹰眼他们一起端掉红屋的地方
离大谱
握草这个我没发现
啊啊啊啊啊啊啊啊
815个人你们好啊
收好爷的币，因为这币是给信仰的
进我的收藏夹里吃灰吧
泪目
on your left！我就知道有这个！
梦开始的地方
泪目
两年四个月，那时还是和兄弟一起看的，转眼，高中过去了，我们也要前去参与更宏大的演出
WANKANDA FOREVER！！！！！
泪目
哭了
2000+
泪目
斯坦李老爷子
再看一遍，各位没意见吧
what if，，，
克林顿？呢确定不是克林特？
Assemble
前面那个四级过了我也是哈哈哈哈
瓦坎达forever
家人侠
卷王队长
漫威再无黑豹
过了一年的样子才在大陆上映
瓦坎达Forever 
没人要唐尼吗
She’s not alone
I’m with you till the end of the line
On your left
老爷子已经仙逝了
少了个寡姐啊呜呜呜呜呜
关于布达佩斯可以去看黑寡妇个人电影
寡姐呜呜呜呜呜
泪目
范迪塞尔，树人格鲁特的配音
币：终究还是破防了
真·妇联
很庆幸我的鼠标垫就是这张合照
啊啊啊啊娜塔莎啊
不说，破放了，都给爷哭
漫威宇宙天团，钢铁侠C位出道
WANKANDA FOREVER
皇后区的哈哈哈
这些梗是真的破防
不是穿越回来变老了  是没穿越  变老了
《斯塔克，不要说脏话》
2年半的时间
美队值得！
language
过得为什么这么快
瓦坎达
瓦坎达Forever
泪目
我靠，三年了！！！
寡姐呜呜
吧唧知道美队要在过去终老，这句话给了提示
这可是一个宇宙啊
初二到高二
真泪目
哇，原来那么多
截图啊！
前面的，因为没送进量子通道，钢铁侠死了，你理解了没？
瓦坎达
斯坦李
宗师
我没有过
刀妹！！！
高一看的
高一到高三
山竹让我们相遇
这才是男生该玩的
还能说啥呢 我币没了
永远的黑豹
好快.....
复联女团啊
美队真的是以人类之身成为神明
要不系统我把币都全扔了
救命破防了
我永远喜欢妮妮！！！
这么多人聚在一次 真是不容易
印象太深了，那年我高考，就听看盗版的同学说寡姐死了什么的
初二到高二
妇联
你币有了
Wakanda forever!
好快啊
Wakanda forever!
Wakanda forever!
Wakanda forever!
Wakanda forever!
前面的：斯塔克再也不会说脏话了，对吧？
斯坦李（泪目）
骗子
这个视频的逻辑性真好，三连了！！
爱你三千遍
范迪塞尔
这里!整个电影院都尖叫了!
我看到保安了！
你骗人
为什么惊奇队长不打响指！！！
复仇者集结
时间真快
高三到大三！！！！！！
我也难受，哭不出来。
蘑菇娜啊啊啊啊
太细了，yee
拍拍rdj的屁股
问这是哪部的埋了吧
八嘎
卧槽来了
当初看的时候是高三，现在都大二了
唉，两年了
泪目
第一个三连 给你了
破防了
小度小度。
永远的盾冬
台词就是我的青春啊
榆木小先生_
三年过的飞逝啊
一个不可思议的虚拟世界，再反观我国的高中生恋爱
是19的
3000人一起在看
鸡皮疙瘩不停
能力越大，责任就越大
妇仇者联盟
寡姐本应该站在她们中间的……可是寡姐，你在哪
全是对应
此致，敬礼！！！
刚才问这是哪一部了你不会没看过四吧
初代永远的神
吧唧终于实现了他的诺言
让梦再来一遍
妇联
家人侠是格鲁特哦
这就离谱
初中到大学
高一到大一
从高一到高三呀
致敬黑豹
全体起立
年轻的美队！！！！！
首页通知书
妇联了属于是
从高三到大三
老爷子！！！泪目！！
哇，这个对应上以前没发现啊
复联四那句on your left把我看哭了，都回来了
巴基知道队长不会回
 Wakanda Forever
当时在电影院听到这句真的泪了
求超清大合照照片
牛笔
米琼恩
老爷子
你可以永远相信他！！！
这一幕我也没印象啊
好想哭啊
我的天，原来这么多伏笔的吗？
原来这个锤子的伏笔在这
language!
女权
老爷子S
猎鹰飞出去发现人太多又飞回来
这是漫威十年的时候
唐尼之后，再无钢铁侠
小学到初三
截图
截图
黑豹的演员。。。
u r 1503 years old！
奥丁：我人傻了。
磕到了
盾冬yyds
卧槽我竟然觉得她在右键蓄力龙王冲
永远的黑豹
请问这个场景在哪
英国人:iwill miss you 巴哈
初二到高一
小蜘蛛一脸懵壁
我知道哈哈哈哈哈哈
类目
惊奇队长为啥不打响指
复仇者，集结！！！
陛下！！！
Hail Stucky！
上气
这是我的桌面背景！！
我要这个币有何用
从小学六年级到初三啊啊啊啊啊啊啊啊啊啊啊啊
bgm完美
我的电脑壁纸
我要这币有何用
A4盾啊，原来你遗憾的是那支没跳上的舞，而不是那只没拉住的手
初三到高三
这么久了啊
什么！已经过去三年了
原来我要上大四了
I can do tthis all day
十年感谢有你
坏事都让你做了
在你左边
如果你有了这个能力 你会干什么啊
致敬黑豹，forever
不管是谁持有此锤，只要他配得上，就将拥有雷神的能力
泪目
冬兵
初二到大二
on your left
你想吃什么 克林特 拷给我‘ 教授在后面呢 干枯奥回来 这就是一个小子 这就是人生啊 你怎么还说啊 这个真的十四没有印象啊’
黑豹一去不复返了，给爷哭
寡姐呜呜呜
惊奇队长为什么不打响指这个问题好，他身体素质现在是最好的
破防了……
再来一遍
6666
小班到大一
寡姐！你本该冲在最前面的！
五年级到初一
只有你没回来
虚假的浩克
说了那么多 就是不是能力越大责任越大 我就是玩
真的吗，都三年了？
巴基知道队长要走
好基友，一起走
3000+
Thank you Stan
都这么久了啊
初二到高二
初三看的，现在马上高三了
你没有
Wakanda Forever
巴基呜呜呜呜呜呜呜呜呜
妇联
《芝士汉堡》
傻事都让你干了
爱你三千遍
他们永远是最好的兄弟
范迪塞尔格鲁特
黑豹永远不在了
泪目
老爷子，我的神
老爷子
按照官方发布的，至少23年至少不会再出一部复联6
蟋蟀！！！！
洛基捅了一刀
这叫呼应  不是对应没文化真的可怕
我哭死了
幼儿园到一年级
居然已经三年了
好吧，破防
骗子！！！
她不是一个人！
这芝士汉堡给爷整泪目了
始于钢铁侠，终于钢铁侠
说猎鹰发现人太多飞回来的还我感动
鸡皮疙瘩一身
3000+
太快了，真的希望重回2019
从初中钢铁侠1到现在参加工作3年
Assembly
“我会想念你的”
老爷子还在
bucky呜呜呜呜唔
《盾冬之恋》
啊！我崩不住了
哭了，真哭了
3000遍永不变
老爷子！！！！
你没有!!你放手了
冬兵!
我永远爱漫威
可惜黑豹再也看不见了
On your left 
我的美队好帅啊！因为他的善良被吸引
妮妮YYFDS
剪辑比电影好看
NO！！！！！！！！！
吧唧瘦了好多
就是，挺爱的
泪目
激励我！！！！
till the end of the line
梦开始的地方
绝了这些细节
初二到高二
瓦坎达forever !!!
没3年呀，就2年出头
从高一到大一了
最强惊奇队长
美女如云
初二到大一
妇仇者联盟
能力越大，责任越大
过得好快
永远的黑豹！
一年级到高二的时光啊 唉 08年的钢铁侠一见如故
老爷子
星云好好看
漫威宇宙
泪目
我的洛基我的浩克呢
这里来救小蜘蛛的全都是女角色
标题已经泪目
kksk
真.妇联
这段虐死我
这得看得多细 你币有了
都关联起来了
泪目
黑豹，呜呜呜
现在漫威搞的东西只能让我不停的骂漫威
看了那么多混剪，感觉这个真的是太感动了 
ZRL合影
两年好吧
导演出镜
初二到高二
漫威宇宙
老爷子！！
杀了我吧呜呜呜呜
这段哭死
高一到毕业，真快啊
别刀了，初三到高三
这么多细节彩蛋，现在才知道
钢铁侠是c位
巧了，假面骑士不知不觉也过去了三年了
哭死我了
复联4
纯路人
复联4之后漫威电影不再好看
小学到大学
啊啊啊啊啊刀子刀子刀子
RIP
哭死我了
冬兵军装挺酷的
确实感觉好久没刷到复联了
麻了麻了
高一到高三
芝士汉堡
初二到大四
漫威真的陪了我很久
左边
泪目
kdl，kdl
哇
初二到高二
这一对我也可以～
on your left
其实蚁人里有个队长cap的彩蛋
如果我zs了，我可能真的会怀念一秒钟漫威
弹幕降智建议屏蔽
吧唧！
高二到大二
吧唧！
假粉？
这个场景不应该没有浩克吗
刚才那一幕是美队2最后一幕
我也是才知道
六年级到大一
高三到大三
虚空之遗cg
请收下我的膝盖
啊啊啊啊啊啊啊美队别走
他已经知道你不会回来了
鹰眼和美队呜呜呜
初一到高一
破防了
初二到高二
寡姐我真的好爱呜呜呜
NB
气死我了
哭了
初一到高一
完了真的太好哭了
大学到上班
0.5倍速观看
芝士汉堡
这段在哪
黑寡妇2021已经上线了
鸡皮疙瘩
现在才发现这是行尸走肉那个黑妹
两年多吧哪有三年
she's got help!
泪目
2000+
泪目
火钳刘明
高二到大二
初三到高三，备战高考
啊啊啊啊啊啊，，，怀念怀念，，电影院2刷复联4啊
敬礼
泪目
初中到高中
泪目
高三那时还有女朋友，现在大二单身狗
破防了
漫威电视剧 旺达与幻视
最强女团
我爱美队！！！！！！！！！
