注意保暖
卧槽
帅
播放量一
关于我终于完整听完了一首歌这件事
太用心了！
好听！
大家快来看呀 好好听
谁再不给三连的，我跟谁急！！！
小特效
今年的第一个三连给你了 
快去唱给hgr听
塔们说
未   曾   设   想   的   道   路
这次有用了，沉默晒不干了
好听
好听！
宠粉是正路子
好长
好听
这搁着转圈呢
看到我你们就不是第一个了
4min啊啊啊啊
完整版的
塔姆说
不晕吗
爷直接锤爆
嗯，城堡空瓶 
完了这下晒不干了
牛逼牛逼牛逼
好听！！
弹幕护体
我发现他眼睛挺小的 
撒花
三连！
好好听
好听
恶龙咆哮
巨龙吐息（doge
鼻子都冻红了
本视频全程高能!！！
三连了
帅啊
有用的，我晒不干寂寞
唱的超燃！
牛逼
沉默晒不干了！
有用的
好听
你币有了
这次真有用
终于完整版
老公好帅
帅啊我的哥
致那黑夜中的呜咽与哈欠
火钳刘明
三连了
好听
和我长一样
好好听
！！！
站在光里
好帅
好棒！
好听！！
给b站的，大家好好听，别脏了
上面的我也怕
必须三连
牛逼啊老田！！！
好听！！
我家一名最棒
666
三连了
牛逼牛逼牛逼牛逼啊啊啊！！！！！！！！！！！！
不怕摔下去吗
好听！！！！！！
眼睛是红的
卧槽
果然没让大家失望啊
小特效
好听好听好听啊！
弹幕在哪里
帅
田一名长得挺帅的
音乐剧的功底了
我晕了
太棒了！
音色是真的好听。
好帅
三连了
有用的
太帅了（记得删除括号
今年第一次三连 送给你了
666
好汀好汀！
变长了
火钳刘明
田一名我衝著你真的發完整版給三連
好听好听好听好听好听好听好听好听好听好听好听好听！
火钳刘明！
哇！
经典镜头 
牛的！！！
火钳刘明
这么长都不习惯了，哈哈哈哈
好听
不晒了
鼓掌鼓掌好听好听
哦呦
好！！！！！！
三连了！！！！
帅极了
牛逼
发网易云快
帅啊帅啊
好听，唱功十足
火钳刘明
好听
很帅
挺不错的居然还有杜比
长视频草！
弹幕走起来呀
好听
“总有一天，全城的人都要高看我们”
超真的好帅
好耶ヾ(Ő∀Ő๑)ﾉ
帅哭我
五毛特效
我币没了
哇时长变了
菩萨，我来还愿了
好听好听
好帅好帅
三连了
终于等到一首完全的歌了，必须一键三联
喜欢长视频，开心
三连了！
好听好听
可以发到音乐软件上了
真好听
没用的
火钳刘明
拜个晚年
好听
好听
帅呆了
支持 必须支持
开头见
鼓掌！
頭要暈啦
xdm，这不给个三连真说不过去了，宠粉up！！！
三连了
好听好听
好耶
你的玩偶很破旧
好长
这一刻我没晒干沉默
强!
好听好听
帅！！！！！！！
好听
老公你好长
哦吼吼吼
好听！
专业进场
帅啊 哥
我将做我的国王，在鞍山之上！
油了油了
回归老本行
谁再晒干我跟谁急
牛批
牛逼
好听
太绝了！！
三连了
三连了
好听！
老鼻头都冻红了
成功转型
好听！！！！！！！！！！！！！！！！！
牛啊
好好听!!!!!
很有精神
好听
帅
帅
长视频好耶！
居然帅了
这一撮火苗帅啊
好帅！
为何孤独叫做孤独。
衣裳却十分破烂
三连了！又帅又绝！！我爱你！！！！
好听又如何，我晒干了沉默
是长视频！！好好听
就要爱破烂衣裳
留爪
好听的！
在城邦之上
nb
牛逼
卧槽，四分钟？？？
巨龙吐息
好听
火起来啊！！！
帅炸了
这里
牛ⅹ牛逼牛逼牛逼牛逼牛逼牛逼牛逼
火钳刘明
你在这搁这呢↑
好长好感动
这首歌很符合他自己
啊啊啊啊啊啊啊
终于可以听完整的了
卧槽
好听
好听！！！
爱了爱了！！真好听
这个声音很有力量
好听的
《孤勇者》这首歌，就很适合田一名自己​
田老师牛牛牛
牛逼
鼻子都冻红了
恶龙咆哮
三连了
我晒干了沉默，抱歉走错片场了
1000+
好听
太好听了
给我晒干
火中刘明
卧槽
垃圾推推棒
挽回形象成功！！！！！！！！！！！！！！！！！！！！
这就对了
牛壁
牛叉
居然不油了，挺好
上次我的评论他看到了！感谢田一名改了读音，谢谢！
哥慢点，我转晕了
塔玛说
唱的好听
哇塞！
重新关注
终于有长的了
《我受够了沉默》
鸡皮疙瘩掉一地
好听呀！
很好听
哇～(￣▽￣～)~感动了
很好听！
好帅啊
好听！
我靠
最好听的翻唱没有之一
爱了爱了
好好听
神！
牛逼
币有了
帅
帅！
好听！！！！
是瘦了还是打光更显棱角了？
多一些有力量的动作会更有感染力，一名加油！
这投币量就离谱
nb
好听
好帅
好听！
好棒好棒！！
0:00
好好听！！！
总有一天，全站的人都要高看我们！
谁说污泥满身的满身污泥
认真做事就很帅
三连了
好听好听好听好听好听好听好听好听好听好听好听
牛逼
很帅！
哇
三连了
帅！
成功挽回形象
只有乌龟才会比谁活的久
支持支持！！
哇哇哇长视频
3000+
这是我听过最好的翻唱了！！
谁说站在光里的在光里站
火钳刘明
好听
神，是伪造的
救命，太棒了!
哦哦哦哦~
我宣布个事
很好听
转晕我了。
火钳刘明
帅啊啊啊！
给我火！
烦死了在哪都刷废话版歌词是吧
呜哇，鸡皮疙瘩！！！
2000+
雀氏好汀
行！有你的
好听
挽回形象啦！
好听！
等了好久 
好听
就是很爱一名
帅帅帅
三连了三连了
专业对口
好帅
抱歉看着这张脸还是觉得太油腻跟歌不匹配哈哈哈
谁说梳着油头的才算热流！
NB
感谢
我哭死，他真的
牛逼啊！
好棒！！！
真的好好听！！！
牛逼
哇！！
帅
一名唱孤勇者啦哈哈哈
神。。。不好意思走错了
战干了沉默，悔得很冲动
没用的，我晒干了沉默！
混子林炜翔
3000+
三连了
身无分文了，两天没吃东西了，实在太饿了，一点办法没有，真的是寸步难行，有陌生人借几十吃个饭吗，把这两天过度过去，没有一点骗人的意思，待生活好转了，一定报答今日之恩。
绝
神，是伪造的
好听！
！
现在4000人在一起看
绝了
你变了
唱得好，但还是忍不住想笑
只是飞蝗
我晒干了
好听的啊
感人的长度
可以呀wc
选吗，配吗
热门啦！
哇哇哇哇哇哇
帅呀
天台歌会
口气清新
人帅歌好听
我bo5没有输过
不行不行晕了晕了
嘴型对不上了
张无忌别把vn来亮
帅
认真唱歌就不油了
好听！！！！
好听！！
好听
好听！！！
好听
还
总有一天，全盐城的人都要高看我们
强力去油
大眉viper和冰皇，全都没有含金量
陈奕迅第二
是皮肤的小偷
好听！
突然觉得他挺帅的
谁说八强十六强不算巅峰
小田一直很帅
鬼鲛唱的好
昙花一现的猪让
田子这人行 能处
确实好听的
太好听了8
亿遍，真就是最后亿遍！
好听
他生涯的三冠，是混来的
鸡皮疙瘩一身
好棒！
好听
上了台阶
帅帅帅帅帅帅帅帅帅帅帅帅帅
好棒好帅！！！
牛牛牛
铠甲合体（doge）
帅的
开始头晕了
好！
sos好听的要死
三连回血
好听！
确实左脑和右脑的歌词不一样
这次真可以!
咚~
有点像啊
只是飞蝗
田一名太适合这首歌了！
好听~~
帅，傻，帅
只有乌龟才会比谁获得久
他是在意我们的
要是少点金克丝镜头就好了…实在是讨厌电影里的人设看着烦躁，歌很好听
好听
心里还是有我们的
炎龙铠甲，合体！
厉害了
好汀，再来亿遍
塔们说
帅帅帅帅帅帅
哈哈哈哈哈这气会玩
你破旧的玩偶你的玩偶十分破旧
超棒！
田一名！！！！
卧槽，这么长的吗
谁说站在光里的才算英雄
洗脑了
冲冲冲
帅啊
加油！
讲道理觉得副歌部分大鼓的声音再浑厚一点会更震撼
实力唱将
由此推测，田一名在人民南路的一个小区楼顶
神，是伪造的
平凡人也能成为英雄
怎么又走起来了哈哈哈，刚刚坐着还想说帅哈哈哈
up主声音很有特色
田，我滴超人!
挺好！继续保持这样的风格！翻唱这样的歌，挺帅的！
帅
4000人的兄弟们好
好好听！！！！
专业歌唱者！！！
昙花一现的猪让
混子林炜翔
好好听呀
帅帅帅
昙花一现
好怕他掉下去
昙花一现的猪让
经典刷步数
热门第一来的
好听！！！
火钳刘明
百大冲啊！！田老师冲冲冲！！！
唱歌，田一名是专业的
田一名值得
田一名值得
nbnbnbnb
好听好听
田一名值得
田一名值得
田一名值得
田一名值得
哈哈哈哈哈加个小特效
田一名值得
田一名值得
田一名值得
田一名值得
田一名值得
田一名值得
田一名值得
哈哈哈哈哈
田一名值得！！！
终于不短了
踏们说
为了你的完整版，我给出了一键三连
只要你不发短视频我就直接投币
帅哥你是谁
这个怒吼有点叼
帥
晕了
兄弟萌三连走起来！
帅帅帅帅帅帅帅
好聽
晒干了沉默，涌出来心火
野火刘明
垃圾推推棒……
盲猜一手她在看歌词（dog）
好听!
这一走，就对味儿了
？？？？？？
真的牛逼。
空降
好听
空降00:00
再来亿遍！
开头见！
三连起手怎么说
宠粉区up
等了好久 
终于不短了
只是飞蝗
别走了啊  哥
给我转晕了
有心了
比杨好
好听的
还是坐着好，刚那两步像树哥
哇这里我手机正好在三连
认认真真唱歌还是很棒的！
还力量，不是每个人都能唱上这么高的调，降调很正常
！！！！！！！！
头皮发麻
昙花一现的猪让
好听！！！
巨龙吐息
巅峰
尺帝没有含金量
昙花一现的猪让 对线被爆的鼠皇
没用的 我晒干了沉默
选么？配吗？
不懂就问   来将可留姓名
走前别忘记交币啊
没用的
三连了！
友情提示：指人是不对的
等等我是不是误会了什么？
还行
泪目
谁说站在光里的站在光里
神，是伪造的
凌晨一点还3000+观看
迪迦！！！
欧布奥特曼！（doge
哥 别走了 就静静站那唱挺好的
哥，一定要憋住别笑，我快憋不住了
还配了特效 
爱了爱了
深夜2000加
一身鸡皮疙瘩
晕了晕了
天挺冷
2000+
变身了，我靠
田一名可以接触的，唱歌他认真的
我晒干了沉默
火钳刘明
好听的
有用的，我晒干了沉默
为什么那么好听啊！！！我服了qwq
已三连
昙花一现的猪让~
可以
好冷啊
混子林炜翔
看路啊！！！好怕你掉下去
总有一天全B站的人都要高看我们（doge）
冻！
冻~不必隐藏~
田！妈妈爱你
转型成功
火钳刘明什么意思呀
我的天！！我刚看完双城之战，打开b战就刷到了这个视频
没用的，我晒干了沉默
神
没用 我晒干了…
好听
这首歌真的很适合UP主！！
哇！！！！！
我要这三连有何用？！！！
非常可以
宝我三刷了
稳！
宠粉啊
到这了
这tm是油王？
孤油者
真不错奥
李荣浩我打小就喜欢你
凌晨两点还不睡觉，有2000多人，你们是魔鬼吗？
好听好听好听好听
好听好听好听好听
污染环境小心环保局抓你关个十天半个月
好帅啊
靠整活火了，靠实力稳了
第二笔啊
喷火龙使用喷射火焰！
帅呀
就不能好好帅着吗？开始油了哦哈哈哈哈
哈哈哈哈
家人们，把币交了
别走路！
这一刻要能突然站起来然后再转变镜头视角就酷毙了
好帅
帅帅帅
虽然他的声音不是我喜欢的那一挂 但是感觉这首歌唱的还不错 不油了耶 
太有用了
厉害呀，宝子
谁说站在光里的站在光里
神 是伪造的
大鹏展翅【doge】
居然是完整版，你终于不发30秒了
啊啊啊啊跪了太绝了
这里剪得很好，这个镜头特别适合用在这里
还是听曾一鸣吧
最好听的翻唱
啦啦啦
我晒干了沉默
真怕你往后仰啊
加油！
我觉得更像被伏地魔摄魂了
san loan
1000＋的朋友们不睡觉干嘛呢
他母说 闪电五连鞭
硅胶
666
都 是伪造的
天台边缘走路有点哈人的
我要说平平无奇，毫无波澜你们会给我点赞吗？我听过好听的翻唱
火钳刘明
大家不睡觉吗？
鬼鲛!
顶！
好听！
我晒干了沉默
一个字油
有一说一田唱功没得黑
1000+熬夜波比
早上好1000+的各位，现在2.50分​
。。。
牛逼牛逼牛逼牛逼牛逼！！！！！！
田一名值得
确实不错
在废墟中崛起！
好听
！！
鸡皮疙瘩
听过的最好听的翻唱
爱了爱了
咚
小丑..
对线被爆的鼠王
全靠队友带着浪
不值一提的冰皇
镜头前无比嚣张
神……
塔门来骗来偷袭～
我想起了曾一鸣 他二录版本也不错哦
远吗配吗这VN的皮肤
哎呀，这不是我老家附近吗，好几年没回去了
阿拉哈托屹立于大地之上！
给我走晕了hhh
这币我投定了
666
三连三连
昙花一现的猪让
早该这样！
三连三连
早上好950个熬夜魂，现在是阴间时间3：33
不爱你跪的模样
不爱你跪的模样
《 仙 气 缭 绕 》（doge）
好听
这次油吗？
好美！
塔们说
选吗 配吗 这vn的皮肤
好听呀
629人出来举个爪（手动狗头）
唱的好啊 干柿鬼鲛
606+你们好
神
哈哈哈哈哈哈哈哈哈哈哈哈
好家伙 医生给你和音（doge）
我晒干了沉默
快，上跑步机
现在是4：34
再不停摄影师要吐了
勇
银嘎～！！！
现在压力来到了陈奕迅这边
你破旧的玩偶，十分破jo♂
昙花一现的猪让
为啥口型对不上呢，后来录制的嘛？这是个MV？
4点四十八四百四十八人你们好呀
↑什么的第一说清楚点？？？？
水准在线
[经  典  复  刻]
冲冲冲
都五点了 还有四百多人陪着我
不够油！我炒菜都粘锅了！
5.18了还有415个勇士
穿好少好冷>_<
5.47
植发了
首页通知书！
火钳刘明
混子林炜翔
昙花一现的猪让
神，是～
他走了他走了，爷青回
6.22早上好
帅帅的
……
嗷~
NB
都你自己干的啊，不愧是中传的
开头见兄弟们
谁说站在光里的才算英雄
NB
好听
火钳刘明
火钳刘明
好听
太好听了吧
啊啊啊啊啊，有生之年！
爱了爱了
神
这个音真的不好低下去 up有点东西在身上的
小心点啊
孤油者
牛壁，这还是那个人间尤物吗?
田一名值得
昙花一现的猪让
在天台上走着唱歌不会掉下去么
aaa
我晒干了沉默
火钳刘明
哈哈哈
后期修音好厉害丫
油王你变了
这vn的皮肤
光就会被带着
必须三连
爱死机？
1000+
下来吧.工头答应给钱了
火钳刘明
还有特效
三连了！up加油
太赞了
爱了爱了
没用的，我晒干了沉默
好棒啊
好好听！
你的伤口，在额头上
呜呼
这弹幕都怎么回事？
别走了，停下来
被冻哭的吗
三连了
刘明
没有的，我晒干了寂寞
帅
火钳刘明
他一走起来我就想笑了
混子林伟翔
火钳刘明
火钳刘明
只有乌龟才会比谁活得久！
好 射死
职业选手禁止参赛
可以的哥
火钳刘明
原来b站可以放1分钟以上的唱歌视频啊
下次春晚没你唱歌我不看[doge]
好听
 这次一定
爱了
唱得很好
三连！！
牛哇
牛
前面晒干了沉默的别跑
nice
爱了爱了
超好听
好听！加油
