超爱斑鸠
哦嗷嗷嗷，这首歌好听又正能量啊啊
庆贺自己发现了宝藏
宝藏歌曲！
我要这币有何用！！给你了！
2000+
你的目光
入坑曲
这种现场的感觉好棒
好听
直接路转粉
听哭了
是姐姐 不是妹妹
红字笑死我了哈哈哈哈哈哈哈哈哈
恭喜发现宝藏
I love you
入坑曲加一啊啊啊啊啊啊
绝了，第6遍
恭喜我发现宝藏
宝藏啊啊啊啊啊
路转粉，果断关注
发现宝藏
开口迷
入坑曲
这段好像Wicked Man's Rest
好听但要嗯…qian
kksk
ここ好き
说实话刚开始听并不怎么样但是越听越好听
Skr skr skr
好好听！
杀死那个小石城人
这不是算是新歌了吗叫什么入坑曲?
给老子整泪目了
好好听
好好听
入坑曲！！
大家英语好好啊
谢谢 我不会再想你了
恭喜我发现宝藏
粉丝合音啊，绝了
好感动啊
泪目
好听到哭，歌太好了！
好好听哦
啊啊啊啊
感谢大数据
也恭喜我
很棒
歌词好感动，翻译的好
斑鸠啊啊啊啊啊！
太好听了吧
520的评论我不想打破
现在它也是我的入坑曲
入坑曲
很荣幸在我emo的时候能听到这首歌。
挑战学一下这首
520条评论不舍得打破
世界并不完美，但总会有惊喜
网易云记住了吗！推给我！！
这种是感情寄托，对作者来说是不能改的
19岁就有孩子，是不是太早啦 ？
啊啊啊啊
好喜欢合唱哇
第一次听歌听到哭
要是这首歌火了那我就是这首歌的见证者
这歌爱了!
If we
发现宝藏
斑鸠！
绝！已经去单曲购买啦！
恭喜我发现宝藏
喔喔喔喔喔喔
恭喜我发现宝藏
I LOVE YOU
这才是歌，歌里有人间的故事，歌以咏志，歌以载事
发现宝藏
为啥会哭呢
好好听啊
救命好好听啊！！
3000+观看
宝藏！！！
每听一遍都会哭
爱了爱了
真的太棒了
我要这币有何用
又发现一个宝藏诶*罒▽罒*
当我们开始寻求我们便已经失去
好好听，作词也很棒
入了
这声音好干净啊
本人账号嘛？真的是宝藏呀哈哈哈
太好听了
好听
感动
越听越上头
洗脑循环
好好听
好好听
多介绍一些冷门好听歌
入坑？蹲坑？
爱了这风格了
火钳刘明
一家人一起带宝宝都累，一个人带宝宝可不美好呀
到今天我才仔细看了这首歌歌词的含义…
《lf We Have Each Other》
i love U too
好好听！！
泪流满面呀！
吃了几个苏打绿
刑，入坑！
开会员只为听斑鸠的歌！
NB
迷路了
入坑曲
火钳刘明
发现宝藏！
我感觉配上现场台下伙伴们一起合唱更好听诶
欢迎回来
i love you好听
真的好希望不要被发现啊
好听！！！！！
好听
入坑了各位
歌词太棒了
斑鸠大爱，他的中文歌唱得特好
芜湖源源老太婆
第二次听这首歌
第二次听，马上就知道我听过这个
耶耶耶好听
优秀
没感觉就是没感觉
温暖是温暖，但是并没有解决源头问题啊。。。
入坑曲！我可太喜欢你啦!!
曲对币有 
他们英语都好好哦
入坑了
宝藏！！！
tookpart to
好舒服啊～
英文不是不分兄弟姐妹嘛
入坑曲！！！
相濡以沫？
好像听现场呜呜呜
与各位共勉
本杰明！！！！
王冕是你？
把我唱哭了
歌词写的好好
天，这什么神仙歌词
好好听
好听
《If we have each other》这现场大合唱感动死了[委屈]作为入
好听
感谢推荐
卧槽卧槽卧槽竟然在B站碰到了，爱了
一招鲜吃遍天
好好听啊
入坑曲！！
我发现了
哭了
一千多人就离谱
班鸠
火钳刘明
火钳刘明
￼
恭喜我发现了宝藏
入坑曲
好听！！！
爱了
入坑曲加一啊啊啊啊啊啊
垂直入坑
美国之殇
比那些网络歌曲好听多了
斑鸠！！！
好听！
好好听啊
哭了哭了
屏幕显的百灵鸟正一展歌喉。
那可太干净了哈哈哈哈
斑鸠
发现宝藏，谢谢
路转路了
Bye-bye 叫妈妈
听哭了
好听
真的好好听
斑鸠!
棒极了
哇好好听
歌词把我感动哭了(ಥ_ಥ)
I hope we could have each other
合唱好听
.
你说你讨厌母亲的市侩圆滑，却不知她也曾松花酿酒，春水煎茶；你说你讨厌父亲的世故虚伪，却不知他也曾桀骜洒脱，满目星辰​
好听！
到我的收藏夹里吃灰吧
完了我的水平不够了，感觉像口水歌
这首真的很好
入坑的都带带我，我先在坑下接你们
鸡皮疙瘩起来了
现场版好好听
斑鸠yyds！
妈蛋，入坑了。
为啥弹幕那么少
哭了哭了
好好听！
好听
好感动
对对对作词作曲都好棒！
好听！！！
斑鸠！
他们英语好 因为他们是英语人
好稳啊，现场和录音棚都没什么区别
我居然听哭了
好听！
好好听啊。。。。想入坑
火钳刘明
听哭了
太好听了，填词无敌
听着听着为什么会有眼泪掉下来
入坑
宝藏
这歌我今天日推
这是我见过最好的歌词
好耶
爱了入坑了
恭喜我发现了宝藏
斑鸠啊啊啊啊
不知道为什么听哭了
好歌应该火，对歌手好
像 周杰伦的 风格
听哭+1
全世界歌手中唯一一个能让我收藏其所有歌单的人
听哭了
好温暖的感觉
斑鸠欸
弹幕中文都好好哦doge
你中文也挺不错
凭实力刷到的视频，从入耳第一句一直听到现在
好喜欢这首歌
入坑曲啊啊啊啊啊啊啊！
第三遍!
在B站刷到我的宝啦
把我的币拿走，我的宝藏来挖掘吧
他的歌我循环好久！！！宝藏
入坑曲
同入坑
牙
宝藏！
发现宝藏！
坑里的同志接住我！
莫名想哭
恭喜我发现宝藏
你币有了
好喜欢
爹没了？？？
斑鸠？？？
现场和声好棒！！！
大数据记住我。
火钳刘明
爱了
救命，这个角度我看成法老了，我有罪
啊啊啊啊
好听爆了
世界不完美，但我们拥有彼此
前面那个，我觉得还是我的寒假作业更干净一点
好听啊！
喜欢斑鸠
这段要哭了
OH
入坑曲
好温暖的歌
emm其实我觉得 弹幕刷为什么他们英语那么好的这个梗其实不是很好笑……
斑鸠其实很搞笑的
一秒入坑！原谅我现在才第一次听到这首歌
宝藏宝藏！！！
恭喜你发现宝藏
希望我们在看清世界的不完美之后，还有一个人可以相拥
当年我就是又
当年，我就是因为这个现场入坑的
现场很稳
太太太太太太爱了
酷狗看到了吗，推给我
太喜欢了
斑鸠我爱你！！！！
妈耶，有点好听
亏着有中文歌词，要不不会有这么深感触，毕竟我听不懂英文
居然是男生唱的！！？
开口跪，直接划不动！
绝了，听哭
词曲声，现场合唱氛围一切都太太好
粉丝合唱绝绝子
太好听了
黑人之歌
是你！
火钳刘明
听不腻太好听了
啊啊啊啊合唱好好听！
宝藏！！
观众的合唱绝了
好听的
啊啊啊啊
好听！
爱了爱了
火钳刘明
希望不要被抖音发现了
1000+你们闲的吗？
我喜欢好久了 宝藏歌曲！！
我天啊真的好好听
贼喜欢这首歌
加入歌单了
1000+！！
他会唱中文？还是我找错了…
发现宝藏
恭喜我发现宝藏
我感动了
当场入坑
是斑鸠！！！
发现宝藏歌曲啦～
好好听
听哭了
太好听了，声音好特别
19岁都生娃了听我妈说
声音好好听！！！！
好温暖的歌
头皮发麻
内容是弱势的女性啊
入坑曲
tnnd，为什么不点赞
斑鸠中文也很棒啊
民谣？
发现宝藏
昨天刚刚把姐姐远嫁出去，刷到这首歌真的很难不哭
刚刚红字牛逼
qvlibihai
大数据记住我
入坑曲
特意倒放看红字
宝藏！！！！
给我推
温馨带来的安全感与归属感吗。
发现宝藏
天啊合唱真的好整齐
恭喜我发现宝藏
恭喜我发现宝藏
太好听了啊！！！
太棒了
爱了
有没有入坑多年的姐妹，评论区代入坑一下
这将是我的入坑曲
好好听呀
垂直入坑！！！
这是啥！！！
宝贝你终于火了！
因为这首歌我认识了你 从此掉入你的音乐
！！！！！！！！！
是姐姐
Nice
1000+
单曲购买了
很棒
发现宝藏！！
爱了
火钳刘明
好听唉
发现宝藏
let
好听
let me down slowly!!
但是不被发现歌手吃啥喝啥？为什么要求一个创作人淡泊名利？
我从他免费听到付钱
火了更有影响力了，有更多资源了可以创作更好的作品啊
好作品不火难道要劣币驱逐良币吗
这首歌是真的好听
发现宝藏
好听
你币有了
救命听哭了，太美好了
大数据带我寻宝
啊啊啊啊大爱
我以后就是你的人了
入坑
好好听
恭喜我发现宝藏
真好
奇奇怪怪这里有2000个人捆在视频里出不去了
真的好好听啊
好听
好听
好听，发现好歌
好听，发现了好听的歌
嗯
哭了T﹏T哭了
三连了
恐惧症发作了是吧
好好好好听
阿伟方便吗？出来死一下
再听亿遍
凌晨，两千人
好听
气好长！
入坑了家人们
2000+的朋友
斑鸠有个姐姐，是姐弟！ 这里是翻译错误！
发现宝藏！
好有爱
宝藏
恭喜我发现宝藏
入坑了
让我想起了毛不易。
好耶
太棒了
确实很好听，我都忘记第几遍了
好好听
第二遍刷到了，真的很喜欢他的声线
我想起了我的妈妈
爱了爱了
石蕾我爱你
恭喜你
哭了
我的入坑曲呜呜呜
我的入坑曲呜呜呜
哇宝藏
不在
宝藏
我好希望我的哥哥在我的婚礼上给我唱这首歌
斑鸠！！
LSH是个憨憨
LSH是个憨憨
LSH是个憨憨
LSH是个憨憨
火钳刘明
恭喜你发现宝藏
好听
好听
我喜欢的人喜欢这首
太惨了
姐姐这段每次都泪目
好好听！！
好好听！
宝藏歌曲
入坑曲呜呜呜
这词真的太丝滑了
他只是歌手为什么要解决源头问题又凭什么能够解决
好听啊
恭喜我发现宝藏
天呐
柯耳！
神！
肺活量不得了
林雨秋，希望停止呼吸那天我还爱着你
听了一晚上还很上瘾
爱意难满
好好听啊
越听越好听
寒假作业写不完了
入坑曲
1000+观看
宝藏
到我的收藏夹里日刷吧！
哇偶，我生日那天发布的，太巧了吧
我尼玛出不去了
这里是普通的正常人，不普通的或不正常的不要考虑进去
听哭了…
虽然歌好听但是歌词讲的故事。。。
好干净的歌喉啊
爱了
哈哈哈同感
孩子大了还是会离开你 不要太天真
！
！！！！！！！
感人的歌
第一次听，真的好好有感觉
不知道为什么，听得我热泪盈眶。
我表哥也是这样一直陪着我，现在他结婚了，希望他一直幸福
这是不是需要一个接盘侠
jude
坑德基
啃一肯给
呜呜呜，，。
这首歌第一节讲的是和他一起上高中的一个怀孕的女孩，她日夜工作来养活即将出生的孩子
这并不是在倡导或者美化什么，只是叙述现状，并站在朋友的角度希望她安好
再来一遍
现场好稳啊
现在还有这种歌，真好
斑鸠斑鸠我的单曲循环啊我好喜欢
这段比原版强太多
斑鸠我爱你！
感谢让我刷到这里
好好听
我要这币有何用
真的是宝藏了头一次听英文歌这么上头
歌词和译文都很棒啊
看得泪目了
为什么现场听见全是女声
啊啊啊啊啊啊啊斑鸠我爱你呜呜呜呜呜
宝藏！
好好听
为啥这么感动
好好听～
太好听了
鸡皮疙瘩
我爱你
发现宝藏了
大数据时代记住我爸
吧
网易云要VIP了呜呜呜呜
成功入坑
这是什么宝藏歌曲哇
实在没忍住，我先三连为敬
无敌！
真的好好听
好好听
OMG入的坑，斑鸠冲！
相濡以沫一般是形容夫妻的
这里翻译成哥哥的吗？
入坑曲
我哭了
恭喜我发现了宝藏
你永远可以爱斑鸠
我感觉加上合唱更好听诶
听过
恭喜我发现宝藏
垂直入坑。。。
恭喜我发现宝藏
这个人是贾斯丁比伯吗
这一段改了一点，所以下面没跟上
!!!
m
好听好听好听好听好听好听好听好听
入了呜呜
太好听了!神仙曲子
好好听的嗓音！！！
哭了呜呜呜呜呜啊啊啊啊
太绝了呜呜呜呜
斑鸠爱了爱了
吴厚霖我们相濡以沫
是姐姐吧
好听
好清澈的声音
恭喜发现镇站之宝
好听极了～～
tell her that……
OH MY GOD也好听
大数据助我一臂之力
好听
火钳刘明
上面的红字太真实了
这声音雀食比你暑假作业干净
本杰明！
感觉看过这个电影，一个黑人妈妈在快餐店打工
最近每个视频都有火钳刘明
看歌词哭了
每天一听开开心心
丨千多人在看哇
再听亿遍
你
我初中初次听这首歌的时候，评论还不过999
之前这首歌在网易云还免费的(*꒦ິ⌓꒦ີ)
京介和桐乃点了个大大的赞
The world's not perfect but it's not that bad
好听，入坑了
斑鸠！！！！
恭喜我发现宝藏
好家伙，这粉丝也厉害
?cccccc
入坑曲！！
绝了我靠
超喜歡的歌
火钳刘明
火钳刘明
好棒啊
我不会再想你了kk
嗓音好干净啊
宝贝斑鸠
暖人的歌
1.25发现新的奇迹
这种大合唱是真的挡不住啊
好清澈的少年感
不用换气的吗
1000＋
看到这里我真的破防了
好听
啊啊啊啊好听好听
衣服有链接吗！
她19岁生了一个仔
每天没事走路
晚上洗碗时她睁不开眼了
她感觉她要飞仙（命运的转机）
她会乘坐晚上八点两块钱的公交车穿过城市
火钳刘明
回到自己不知道是不是租还是买了家中，开个82年的灯
然后坐到自己500买的桌子中，告诉自己啥事没有
她希望上完厕所的那一天
她想有一个可以拥抱她的小崽子
当忘记盖被子的时候
她会说
这个世界挺完美，当也非常糟糕
.....
发现宝藏了！！！
我将变成你妈，并且握住你的手
你应该知道我会一直跟在你屁股后面
但世界非常的丑陋，又向你展示温柔的一面时
算了不想乱填了-_-||挺毁歌的，不得不说真好听(✪▽✪)
1000+
恭喜我
好好听
斑鸠！！！！
简直了真的是太爱
歌词真的很好入心
宝藏歌曲阿！
好听
kksk
我要这硬币有何用
这词太好了呜呜呜我也有个哥
直接三连
kksk
好听爆了
好暖心
！
很难不爱啊
爱了爱了
我爱了
2022年被感动的第一个瞬间
爱了
恭喜我发现宝藏
恭喜自己发现宝藏
恭喜我发现宝藏
恭喜我没有错过你，入坑了
戳我了
哈哈哈哈啊哈哈
真的好想哭
1.25新大陆
入坑曲啊啊啊
入坑曲+1
恭喜发现宝藏
想知道歌名
直线入坑
1
有点喜欢
好喜欢！！
好听好听好听！
宝藏
发现宝藏！！！
好喜欢呜呜呜呜呜呜
2000人，在吗
我将违背我的本性，违背我的天性，永远爱你
发现宝藏了！！！
我将违背我的天性，忤逆我的本能，永远爱你
好吧我又回来听一遍٩(๑^o^๑)۶
入坑曲！(｡>∀<｡)
比寒假作业干净的那个站住
恭喜我发现宝藏
这个歌词太棒了，全身起鸡皮疙瘩的那种
火钳刘明
我会一直在你身边
我会一直都在你身边
好美妙的歌词和声音！我爱了！
火钳刘明
再生一个就无语，是没仔细读歌词吗
恭喜你发现了宝藏同时也恭喜我发现了宝藏
等我学会一定要唱给弟弟听
爱了
上头！
真的很好听
这也将是我的入坑曲
在歌单好久了
粉丝合唱有点牛B
哇！宝藏！虽然听不懂
哇哦好好听
火钳刘明
火钳刘明
合唱真的很有氛围！
～
前面那个寒假作业笑死我了
入坑 这种风格好吸引我
现场版的合唱感觉好棒
好棒啊
恭喜我发现宝藏
终于有人看到你
感觉普通诶
现场版和现场剪辑版是不一样的
粉丝和声真的绝了
The world's not perfect but it's not that bad
恭喜我发现宝藏
斑鸠！
声音好干净啊~
为什么听哭了 
成功入坑
恭喜我发现了宝藏
好好听
恭喜你发现宝藏
恭喜你发现宝藏
好的已经知道您的寒假作业有多干净了
斑鸠
斑鸠！！！！
发现宝藏！
动听！
为了这个九块说充就充了TNND
太好听了
恭喜我发现宝藏
没有黑胶的我…
恭喜我发现宝藏
网易云下架了！？
对呀，我还有作业来着。
好好听呀！
歌词不错
入坑曲！
恭喜我发现宝藏！！
入坑
好想哭
太好听了呀
好好听好好听
想到康奈尔和妈妈
最喜欢的一首歌
我好喜欢
恭喜我发现宝藏
入坑曲呜呜呜呜真的好好哭
啊啊啊啊啊
近期听过的最好听最暖心的歌
听哭了
我要粉他！！！！
fans90%是girls
火钳刘明
这是什么歌!好好听！我的天哪
恭喜我发现宝藏
恭喜我发现宝藏
我不听歌，但是我收藏了！好好听
可怕收藏量
耶，每次进来都有1000多
艾尔克本杰明
入坑曲
好好听
好好听
再来一遍
我天好好听
太好听了吧
因为这首歌，我认识了你。
这个刘明是什么意思？
谢谢你提醒我马上就要开学了
有点众生相的意境耶
终于
斑鸠！！！
火钳刘明
路转粉
哭了哭了
发现宝藏！！！
电影取景地
老粉表示斑鸠的歌都是宝藏
现场版更好听系列
我的宝藏歌手被发现了
恭喜我发现宝藏
入坑曲
WC我最喜欢他这首歌
好听！！！！真的发现宝贝了！！！！！！
我觉得他最好听的歌啊靠
好好听
恭喜我发现宝藏
开头见
竟然，第一个弹幕没有“老公”
恭喜我发现宝藏
网易云要收费555
开头以为是戳爷
神仙粉丝啊啊啊啊啊啊啊啊
大数据怎么知道的我超喜欢斑鸠！！！！！！！！！！！！！
泪目了
恭喜发现宝藏！
真是宝藏
好好听啊
1
我超喜欢这首歌T^T
单曲循环永远不会厌倦
宝藏啊
绝了
我发现了宝藏
恭喜我发现宝藏
恭喜我发现宝藏
恭喜我发现宝藏
太好听了！热泪盈眶！
曲对币有
1000+???
哭了刚刚和妈妈吵架，她说话好难听
发现宝藏了
不行了，我陷进去了
这歌我之前听着也好喜欢
弟弟吧？？？？？
可恶啊我没币了
这的宝藏是我们一起用币堆起来的哦
宝藏
泪目了
宝藏
宝藏
/
生活不像你想的那么好 但也没你想的那么糟
好想去现场呜呜呜
宝藏！
斑鸠！！！
这歌词绝了
凭本事刷到的
很庆幸我能在最迷茫的时候听到
我找到了
恭喜我发现大宝藏
不是入坑了，直接带光环曲了
恭喜我发现宝藏
再来一遍
歌词很温暖
鸠
羡慕妹妹
世界并不完美 我们还有彼此！
恭喜我发现宝藏
天哪！！！
太美好了，听到就是收到美好
好温暖的歌
好好听
歌词真好。。挺适合美国
恭喜我发现宝藏
后悔英语不好
太好听了
CFhanhan
太宝藏了！！！！！！
大数据记住我!
鸡皮疙瘩啊啊啊
恭喜我发现宝藏
好听我超
世界并不美好，我会把世界变成我们希望的样子。
就是因为这首歌喜欢上的
我不爱听我滚
这首歌以爱作曲词吧？太感人了
底下观众和声绝了
这歌歌名是啥？
大数据记住我
粉丝合的太好听了
喜欢
卧槽我发现宝藏了
好听ヾ ^_^♪
这歌不冷门啊 只是这几年不是那么火罢了
开口直接入坑了阿！！
恭喜我发现了宝藏！！！2
好好绝
面对疾风吧！
芜湖！！！！！！
恭喜我发现宝藏！
2020年听的歌，今年再听有不一样的感觉
火钳刘明
恭喜我发现宝藏
啊啊啊啊好好听
封神了！！！！！！！！
nice啊
宝藏男孩~
我真的超级喜欢这首
恭喜发现宝藏
这是我爱的人推荐给我的
rukem入坑曲
好感动，这么多朋友知道斑鸠了
愿我爱的所有人平安喜乐
其实是姐姐
他的歌都很好听
我竟然想哭
好听
歌词绝了
每日必听
来啦
恭喜我发现宝藏
19岁未婚妈妈，辛苦了。保护好自己
宝藏
救命 好好听！
宝藏宝藏！！！
橘命橘命。。好好听！
恭喜我发现宝藏
斑鸠呀呀呀！
恭喜我发现宝藏
镇站之宝
没发现哪里好听啊
好听！
好有感觉
观众几乎都是姑娘呀
宝藏啊
宝藏
天呐太好听了
第一次听一首歌刚开嗓就鼻头一酸，现在眼泪已经在掉了
恭喜我发现宝藏
恭喜我发现了宝藏。
恭喜我发现了宝藏
Benjamin
同款变调夹！！！
太好听了呜呜呜
恭喜我发现宝藏
恭喜我发现宝藏
这是什么宝藏男孩!
听哭了
发现宝藏了！！
恭喜我发现宝藏
斑鸠斑鸠斑鸠斑鸠斑鸠斑鸠啊啊啊啊啊
恭喜我发现宝藏
发现宝藏！
恭喜我发现宝藏
恭喜我发现宝藏
听声识人了！我突然发现我下载过他的一首歌
听哭了
恭喜你发现宝赞
入坑曲
和声好好听
哇 我竟然在b站上刷到你了！！网易云老粉了
发现报宝藏
入坑曲+1
恭喜我发现宝藏
恭喜我发现宝藏
成功入坑
恭喜我发现宝藏
入坑曲
哭了T﹏T
他像是再讲一个故事
恭喜大家发现鸠鸠子这个宝藏，他也有很多好听的歌哦！！！
恭喜我刷到宝藏
封神封神
！宝藏！
好好听
恭喜我发现了宝藏
900++人在听
好好听救命呜呜呜呜呜呜呜
恭喜我发现宝藏
我哭了
好多人都在看
泪目
太好听了！！
好听，现在它就是我的入坑曲了
入坑曲，爱了
哇
 很好听
恭喜我发现宝藏
太绝了吧，这歌词呜呜呜
在我点进去之前我就知道我又发现了宝藏
恭喜我发现宝藏！！！再来一遍
好听好听！！
恭喜我发现宝藏
合唱什么的我真的是会泪目的
好好听！！！！！
Not bad 
听哭了
哔站宝藏真多
我发现三年了
好听啊
老粉报道
恭喜我发现宝藏
故事
恭喜我发现了宝藏
太好听了吧
终于火了啊啊，之前的歌也好听但是就是不火
卧槽
这币那去（进我收藏夹吧你）
恭喜我发现宝藏
入坑曲
他的歌每首都好听
我去年巨喜欢这首歌
恭喜我遇见你
恭喜我发现宝藏
恭喜我发现宝藏
好想去现场啊
果断关注
哇我哭了
app上可惜要收费
太棒了呀
恭喜我发现宝藏
恭喜我发现宝藏
 这首歌比我死去的灵魂还干净
去啊我
发现了宝藏
Oh my god
入坑啦入坑啦
天天上我首页，我还以为是还珠的斑鸠233333
恭喜我发现了宝藏，今年的情人节不算很好但也不是很糟
恭喜我发现了宝藏！
因为他是我宝贝儿，是我老婆，不是我老公
太好听了！！
泪目
恭喜自己发现宝藏嘞
太好哭了
单词都会读，但是速度太快了
胖达胖达额想你！！
胖达胖达额想你
好家伙1000+
副歌绝了
好好听！！！
鸡皮疙瘩起来了！
恭喜我发现宝藏！
爱了
第一次听，我发现宝藏了
当场入坑！！！！！！
爷青回！！我好喜欢这首的！！
大数据太牛逼了
新年快乐，祝大家在新的一年里，身体健康，天天开心，事事顺心，财运滚滚，心想事成!!!
入坑曲！！！Alec 终于火了！！！
你币有了。
恭喜我发现宝藏
绝了
妙啊
恭喜我发现宝藏
挖到宝了
好干净啊
我希望我和我的宝宝还有媳妇儿能平平安安。。
1000＋
已入坑
唱哭了
入坑了
这就听了一年多的宝贝终于火了
好治愈啊
听哭了
高音太像女歌喉了
真的宝藏
大数据记住我
大半夜的还有600+
斑鸠！
恭喜我发现宝藏
真的 斑鸠真的火了 太好了
好好听，莫名想哭
恭喜你发现宝藏
宝藏！！！！
rapper的舞台往往现场更绝《doge》
太绝了
恭喜你发现宝藏
n刷
有手机上自带的歌曲识别就是好
直接识别出来直接收藏
宝藏
其他歌也好听
哇哇哇哇
绝了
斑鸠！！
好喜欢
恭喜我发现宝藏
莫名的哭了
恭喜我
好好听啊
鸡皮疙瘩
好听
直线入坑就是说
泪目
宝藏
恭喜我发现宝藏
"The world’s not perfect,but it’s not that bad "
好听！！
1000多人正在观看
入坑曲
入坑曲！！
顶级
每天一遍
洗脑循环
恭喜我发现宝藏
听了一年多，推荐了无数好友
起鸡皮疙瘩了
发现宝藏！！！
恭喜我发现宝藏
好舒服的歌
恭喜我发现宝藏
恭喜我发现宝藏
恭喜我发现宝藏！
早读都没这么齐
平凡的爱最伟大
开始网易云是不需要黑胶的后来要了呜呜呜呜
哇偶！！！！！
1.25倍和0.75倍都很好听
恭喜我发现宝藏
宝藏男孩
+111+1
入坑曲
恭喜你发现了我发现了宝藏
恭喜我发现宝藏
恭喜我发现宝藏
我终于知道为什么有人现场会哭了！！隔着手机的我已经热泪在眼眶打转了
入坑曲加一呜呜
好听诶！
恭喜我发现宝藏
超喜欢!决定了这就是我第二喜欢的歌！
恭喜我发现宝藏
啊啊啊啊啊啊啊啊啊！！！！！！！！
啊啊啊啊啊终于又刷到这首歌了
怎么这么迟才发现
宝藏
歌词看哭了，想要个老二了都
太tm好听了
恭喜我们发现宝藏
恭喜，我发现了宝藏。
我怎么才发现他的b站账号，呜呜呜，错过错过
斑鸠斑鸠斑鸠！！！
大爱
爱了
大爱斑鸠
恭喜你们发现了宝藏，斑鸠!!!
他的声音好少年
恭喜我发现宝藏！
好喜欢
天使般的声音唱暖难的歌 
好听
第一次听就喜欢上了好好听
再来亿遍
一千+人数正在观看。。夸张
好好听！
宝藏歌曲
入坑曲
太好听了
恭喜我发现宝藏
恭喜我发现了宝藏
ohohohohoh！
我可是他网易大军（坏笑）
再来亿遍
恭喜我发现宝藏
好好听！！！！！！
好听
恭喜你，发现宝藏
现场竟然比后期更好听  
该
恭喜宝藏发现我
长得好像芒宝
亲切的到哆莱米发烧，邻家小调
恭喜我发现宝藏
恭喜我发现宝藏
哇瑟！好听啊！
恭喜宝藏发现我
恭喜我发现宝藏！
恭喜发现我的宝藏
我直接入坑了。
泪目
欢迎回来
爱了
歌词太好哭了妈妈啊
恭喜我发现宝藏
恭喜我发现宝藏
这是什么神仙啊呜呜呜
这个经历是歌手的亲身经历吗
斑鸠子啊啊啊啊啊！
好上头
恭喜我发现宝藏
鸡皮疙瘩起来了
一个富豪，唱着贫民的歌词，这世界挺讽刺的
恭喜我发现宝藏
爱了
恭喜我发现宝藏
恭喜我发现宝藏
好感动呀，刷视频的时候遇到自己会唱的歌。就这样的一直唱下去。
好听好听
林宝认真听课
恭喜我发现宝藏
輕快的歌
发现宝藏！！
恭喜我发现宝藏
每日亿遍
心肌梗塞
好绝啊
恭喜我发现宝藏
斑鸠的声音我真的好喜欢
恭喜我发现了宝藏！！！
歌词看哭了
再来亿遍
恭喜我发现宝藏
之前的版本就超喜欢啊啊啊
哭了
好喜欢啊
恭喜我发现宝藏！
恭喜我发现宝藏
好好听
恭喜我成功入坑。
恭喜我发现了宝藏
各种文字押韵
直接爱
爱了爱了爱了爱了爱了爱了爱了爱了爱了
到我收藏夹里吃灰吧
