最早一次！
真的排片差的我都心疼
笑死了哈哈哈哈哈哈
腹泻式更新
同意
好耶
并且他们每只羊都能在现实中找到原型
支持
不止，还有大电影
《四海》
好耶！！！！！！！
呜呜呜，当年生肖大电影其实我也都觉得不错
然而我并没有看完五千多集
臣附议
真的吗
这次一定
谢谢鹿人
真的会有没看过喜羊羊的吗？
dddd
礼貌KD：你妈
又是一年虎年了
过于真实
是羊守呜呜呜呜呜呜呜呜
其他TV剧还是正常画风~
五千多集了吧呜呜呜真的忍不住想留泪
支持
1.6万+
噗哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
喜羊羊的肌肉，斯哈
泪目了，从小看到大
这不比国足强？
喜林公式
1.6万
教练，我想打篮球！（bushi
公羊那位，已举报不谢
tv版也很好看！
说得好哇
鹿人雄起！！！！
这个好看，真的
是的！！！
我的童年！
为了打篮球，腿都变长了
这什么rz发言啊丢
喜羊羊排面
我也想拍羊屁股！
@四海
“五千多集”梦回跨时空救兵喜儿去世桥段
经典的更衣室矛盾
他们这个立绘一绝！
格林公式
太短了这
格林∶“这话我熟”
有内味儿了
不好意思看了70到80集的动画片了哈哈
哈哈哈哈哈哈哈哈哈哈哈九敏太好笑了
哈哈哈哈哈哈
这不比博人传燃？
如果是男的呢
确实！
燃啊
我的童年时光是神奇宝贝柯南数码宝贝
格林公式
超燃，我坐在影院里整个人都烧了起来（）
真的超级燃！！！！！！！！！！！！！！
但凡男足能有一半燃
先来个三连
没  有  蛀  牙   (捂头跑走)
救命什么鬼啊哈哈哈哈
《子供向》
比国足燃
拜托了，喜羊羊真的很好看
我也希望多点排片！！！我想看！！！
好耶！！！
？？？？？？？？？别两个碳基生物就cp好吗
去看！！
直接泪目啊
泪目了
虎翼嘿嘿
狼和羊关系破裂。。
谢谢您对喜灰的支持！
杜轰：一分一分打，二十分算个*啊
懒羊羊妈妈爱你！！！！！！！！！！！
从小看到大，后来就没拍过电影了
你来之前我们就是总冠军了（bushi
这个三指爆头帅死了
明年整部足球的呗
前方剧透，没看过电影的请谨慎观看
任何一个人不去看喜羊羊我都会伤心的ok?
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好燃！！
《四海》
哈哈哈哈哈哈哈哈哈哈哈
啥？居然有这个热搜
看过了，真的挺好看的
比国足燃
决定去看了
我突然笑出声哈哈哈哈哈哈哈哈什么鬼啊
宣发不会是致敬春晚吧？
哈哈哈哈哈哈哈哈哈哈哈哈哈
绝对比男足燃
嗑不动嗑不动（doge）
哈哈哈哈哈哈
升华了
草，灰叔声音一出就真的爷青回了
泪目
懒羊羊超神
因为黄金时间都给其他片了
真的燃爆了
虎虎生威已经过了这么长时间了呀
增加排片！！！
这段对话梦回跨时空救兵的刀子
？？？？好尴尬哈哈哈哈哈
好！
我不懂篮球，但是看完之后我大受震撼
哈哈哈哈
热的
救命啊，，
种草了，我要去看
还有狼屁股
波吉！！
逮到了
好家伙
那超级好看给我看
1.6万+
最后的比赛看的跌宕起伏，本以为都输了，结果回表了
泪目
格林公式
希望喜羊羊越来越好！
羊屁股:你礼貌吗
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
赛季报销
红太狼：？
比博燃
我同意
真的很好看啊我的家人们
更衣室？
哈哈哈哈哈
格林公式
？？？？？
早上看了 真的值
比勃然
这次一定
博人传：啊对对对
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
别两个碳基生物就Cp行吗
支持！
我哭了童年啊
票房有没有可能是被某部偷了？
1·4万人出来吧
去看喜羊羊！
虎翼妈妈爱你
库里！
我们认识多久了？5000多集了吧
《避免》
别人也很牛啊
这不比一月新番的打斗燃？？？
个人觉得有时候是这个IP限制了这群制作人
哈哈哈哈哈哈哈哈哈我不理解
2.5日9.35   1.4w
比博然
好早！
好家伙，5000多集了
哈哈哈哈哈哈
真的好看，我和我闺蜜看了超前点播
说起来有点不好意思，22岁的人了，看的时候还哭了好几次
没错没错
把喜羊羊牛逼打在公屏上！
喜羊羊绝了！！！
已经五千多集啦！直接泪目
附议
啊啊啊啊啊啊啊啊太燃了也
波吉ptsd。。。
啊啊啊啊啊啊好燃
我们认识多久了？5000多集了吧
好耶
篮球梦？ 回家看灌篮高手不香吗！
好耶
谢谢鹿人！喜羊羊电影真的太惨了
巨帅啊这个动作
绿间的三分球？
喜灰冲冲冲！
pe大防厚米们
男女混合打球？
比博燃
我喜欢那只白虎，哎嘿
三连了
黑子的篮球？
喜羊羊真的很好看真的真的
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
感觉像是黑子的篮球
建议各位可以先看《筐出胜利》，是电影前的时间线哦
好耶！终于有大阿婆帮喜羊羊宣传了
都给我去看喜羊羊！！！！！
泪目
泽北的拉杆过三人
升华了
我看了！真的可以！
可是tv版就很好看了
灌篮高手：版权费付了吗？
确实！！！
不止比博燃！！！
被安利到了哈哈哈哈哈，这就去看
我们的目标是，全国制霸！
这次一定！
哈哈哈哈哈哈哈
其实最后那个比赛回表有《绝杀慕尼黑》的影子，有没有人和我想的一样
当时我旁边的男生都快跳起来了
下次做足球吧
特利加奥特曼觉得很干
？
我直接泪目
宣发:这个好！
燃了
我们这里甚至没有排片
对啊对啊
中国的动画想给小朋友看但很多情节又成人化
卧槽，想看，但是要开学了
泪目了厚米们
三井寿
srds，顶级，都市，dbq哈哈哈哈哈哈哈
离谱
我的童年是喜羊羊！！
其实是5000多天，2000多集，官方是在玩梗哦~
没有蛀牙！！！！！！！
春节最惊喜的一部！
眼看着弹幕从630到967
哈哈哈哈哈哈哈哈哈哈
真的好好看
爷青。。。。。。。。。。。。。。。。。。。
快去看吧
灰叔帅炸了！！！！
？?
好耶！！！
给我哭！
我好早
鹿人你真好
燃就对了
不会打篮球看一看吗
求求大家支持一下吧
哈哈哈哈哈哈哈哈哈哈
真的很仁慈5000多级根本没VIP啊
请叫事业的同学举一下手
五千多集了啊………
白嫖失败，投币了
这次一定！！！
真的很好看！！！到后面超级燃！！！
太真实了
喜羊羊值得
菠萝蜜多斩——！（雾）
五千多集呜呜呜呜
剧透警告剧透警告剧透警告剧透警告剧透警告
？草
终于等到喜羊羊大电影，泪目啊，一定去看！！！！！！！！！
虎年用篮球打虎吗
为羊羊正名
《喜羊羊与灰太狼》
不要炒cp啊！！！很雷的！！！
哈哈哈哈哈哈哈哈哈
说得好！
真的很好看！！！！节奏很紧凑
喜羊羊!
虽然但是，喜灰宿敌cp不是由来已久吗
这是用喜羊羊的外皮的热血运动漫啊
原来他俩是平辈的吗，我以为灰太狼是叔叔。。。
真的很好看
可能去看喜羊羊的应该是我们00后多一点吧，但我们已经成年了
别看我只是一只羊
1.2万好
最后一场球赛真的燃爆了！！！
喜羊羊值得！！！！
这次一定
哇
谢谢你，好心人
绝对值得一看
格林公式
我们的目标是。。。算了，我们还是倒数5个数（
hhhhhhh
平时的单元剧也是这样子的，讲故事能力特别好
泪目了
哈哈哈哈哈哈哈哈哈哈哈哈哈
笑不活了哈哈哈哈哈哈
卧槽，突然有点想去看了
我从小爱到大的喜羊羊与灰太狼呀!
这是。。。
电影燃爆了！
哈哈哈哈哈哈哈哈哈哈哈哈哈
超出预期
格林公式
？？？？？
好耶
不是制霸全国？
good！
啊啊啊啊啊哭了
无语了。宣发，长点心吧
没有蛀牙
？？？？不至于不至于
B站整的活还少吗（doge）
哈哈哈哈哈哈哈哈
前传是TV版《筐出胜利》，感兴趣的可以看看
啊啊啊啊，为喜羊羊打call！！！真的值得看！！！
鹿人终于做了！强推！一定要看啊
它值得！！！！
我有种看灌篮高手的错觉 很好看
哈哈哈哈哈哈
哈哈哈哈，太淦了
博人传都灭不掉的火
成功被安利到
这个变向时的擦鞋声好细节，
绝了
我也是！
形象！
真的很好看
都看过，忠实粉丝
呜呜呜呜谢谢鹿人呜呜呜
五千多集其实是五千多天，真正的集数有接近一千集
哈哈哈啊哈啊哈哈哈啊，导演有心了
俺也一样
这种假设不成立 不会有人没看过的
刚看完
不会吧？不会吧？不会真的有人没看过喜灰吧？
感谢鹿人！！
灰太狼：落魄了家人们（灰太狼可是狼王啊）
还有没有人记得很久以前有一部很燃的足球动画
比国足燃多了
听说在电影院看喜羊羊的有很多帅气的男高中生
五千多集也就十几年，哭了T﹏T
打个篮球就是灌篮高手？你咋不说NBA致敬灌篮高手呢
喜羊羊的最后那个金色闪电是工作人员花了两个月的时间完成的
笑死
哇
我也希望再多排点片，都是早上的一场就没了
库里懒
现代观众基本诉求（）
致敬灌篮高手
我又泪目了 呜呜呜呜
喜羊羊是童年！！
三连啦谢谢鹿人～
做足球的那条弹幕别走，我被笑到了
不可能有人连喜羊羊都没看过吧？除了中老年人
这就去看
真的非常好看！！！一定要去看！一点都不亏！！
笑死我了什么鬼啊哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
我要去看了
“只做一代人的动画”
超好看！！！
我靠我靠我靠
这句话给我整泪目了
足球：我没有梦想，但我可以守护其他球的梦想
碰拳好像黑子和青峰
hhhhhh
没想到鹿人竟然会做喜羊羊视频，真泪目了
特别然！！！强推
希望男足买团队票观看
这是否……
这次一定
这不比四海
这不比四海...
格局打开！！！
我靠
不用喜洋洋灰太狼造型可能效果更好
二号战术［doge］
妈妈 我想吃饺咂！
教练我想打篮球怎么不提（doge）
热爱，你所热爱
这句话我差点想哭
开头媒体的缩写也很有意思
鹿人的肝再生好迅速！
爱了爱了喜羊羊必须支持
比博然
这次一定！
真的很燃
1.2万人
哈哈哈哈哈
哈哈哈哈
配音声音都变了 但你们依然在这
爷的童年啊
！！！好激动
你个B
星～辰～大～海～（）
呜呜，真的好看
前作动画水平也非常高的
这不是少林足球？
真的会有没有看过喜灰的人吗？
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
只要有人夸喜羊羊！我直接三连！！太好看了呜呜呜呜呜呜呜呜呜X﹏XX﹏X
臣附议！
博人传:我懂我懂
大♂打出♂手
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
臣附议！
增加排片！！
泪目
从小看到大的羊啊！爷的青春啊！
面向小朋友宣传卖票，票房X3
今天中午看的，真的很好看！暖羊羊妈妈爱你！！！！！！！
配音不大行
能让你放弃的只有你自己，我听到这句直接破防
泪目
暖羊羊真的太暖了
喜灰才是永远的神！！！
星辰大海
哈哈哈哈哈哈哈哈哈
你可以永远相信喜羊羊
去看吧
灌篮高手+黑子+周星驰？
是我卡了吗？怎么没有画面
家人们泪目了
男足确实该看看
这电影超级好看呜呜呜
dark ♂打出♂shit
喜羊羊的厕所奇遇？
上次投过了(doge)
铁总
！！！双厨狂喜
哈哈哈哈哈哈哈
剧情很像少林足球和灌篮高手
喜灰绝配，天生一对！！！
燃爆了好吗
不不不，喜羊羊已经跟着我们一起zha。g
1.2万你好
已看完 ，很燃。
我的喜儿灰叔啊！
好耶！
太谢谢鹿人了！！！
但是真的很多帅哥！！！！！！
什么玩意啊哈哈哈哈哈哈哈哈哈哈哈哈
臣附议
真的超好
都去看！！喜羊羊
一点也不幼稚！！
据说都是帅哥去看，我打算去捉一个
这个羊好像魏翔
狙击手更阴间
嫌短加一!!不够看
喜羊羊永远的神！
只要你安利喜灰我们就是好朋友
连羊和狼都有肌肉了，我。。。
唯一缺点就是太短了
三连有了，今天刚看，超赞
称霸全国！！！！
哇啊啊啊啊啊这句台词真的一整个爆哭
魁拔
这特效不比国产剧好
我看到了！超智能足球，我小时候带着我弟一起看！潜龙yyds！
魁拔
比博燃
魁拔
梦幻脚步加勾手，属实强的一批
是我
全场磕cp真香
动画筐出胜利也很不错！看完看电影更清晰
魁拔
真的很棒
是二号机，那没事了，我还以为说的反话［doge
魁拔
哈哈哈哈斯蒂芬库懒
电影里的bgm也超好听
还好我是点映去的，排片时间阳间
不合适吧
虎天，虎山，虎翼，虎小雪，虎虎，虎威
歌也很好听
同意！
这个画面流畅我都惊了
最后的比赛非常精彩，让篮球小白也能感受到的那种精彩
对，想看。但排片太阴间，孩子根本起不来。
行了，我要去看
啊啊啊啊啊啊啊啊啊喜羊羊我永远的爱，虽然近年开始改变了画风，但是我越来越喜欢，它也越改越好
啊啊啊
1.3万人
筐出胜利也超好看！！！
吹爆 
我三刷了，一定要支持喜羊羊，
魁拔
周笔畅的声音！
看不懂
搞成拟人，直接爆炸
强烈安利大家去补筐出胜利这个番，里面更完整讲了五只小羊和灰太狼的成长！也很燃！！！
对！！！！支持
好耶！
我真的谢谢up！！！！
这个作画确实优秀
虎翼
每年都看
小朋友：我们长大了
里面太多致敬了
可怜影院虚前席
这宣发还不如自来水
你报身份证号码得了
就是看过所以这种形象还是接受不了
，白嫖失败。
好家伙
喜儿不哭我心疼
如果你是喜灰粉，看喜羊羊与灰太狼之筐出未来，赴春节大电影之约
我去二刷了！
cp粉圈地自萌别ky
明年踢个足球吧
没错！我真的情不自禁的不靠椅背
如果你是喜灰粉，看喜羊羊与灰太狼之筐出未来，赴春节大电影之约
哈哈哈哈哈哈哈哈哈哈格林公式
真的非常好看！！！一定要去看！一点都不亏！！
bgm也超棒
真的非常好看！！！一定要去看！一点都不亏！！
被安利到了想去看
大家看最后菜单  3号艾弗森
魁拔也是的
吹破大天也是动画片
超智能足球是很燃，很难忘的动画，但是麻烦请不要ky
如果你是篮球爱好者，看喜羊羊与灰太狼之筐出未来，观赏精彩痛快的球赛
我一直在安利
之前有一部好像叫《筐出英雄》还是啥来着
懂了，这就去安排一锅羊蝎子
不，喜羊羊是给我们这代人看的
是的，感谢他们坚持了17年，希望还能继续！我还不想变成无聊的大人
我看他们分开的时候就我一个人咧咧哭
谢谢鹿人呜呜呜！！
好耶
nb
永远滴神
男足那么糟心，欢迎看看篮球换换心情
感觉喜洋洋是罗斯
自来水在这里谢谢鹿人！！！终于大up做了视频！
都去看
喜羊羊挺好看的
排片真的少
我姑且问一下各位都多少岁了
这个是tv筐出胜利的后续
真的好看！而且不觉得时间长 看完感觉还想继续！
我的评价是没有虎威太岁好看
明天就去看
绿老师重出江湖
灰太狼的确是叔叔
哈哈哈哈哈哈哈哈哈哈
超推荐！
超级好看
说的好！赏
谢谢你
爱了爱了
ky 狗死
泪目了
十几年了已经
啊啊啊啊啊啊！！！！！！五千多集
人家其实早就在B站整活了，只是播放量惨淡
有几段有些崩 但总体很棒！！
如果是一个没有特别关注喜羊羊的人，看到这个会更不想看吧
NND，预告片就给我看燃了。
真的非常好看！！！一定要去看！一点都不亏！！
哈哈哈哈哈，离个大谱
臣附议！
有段那个飞机的声音就是从左边到右边的 很细节
救命哈哈哈哈哈哈
增加排片！
说太好了!Up主绝对是在客观描述事实 刚看完的切身感受 超赞 
配乐也不错
这里帅爆我！！虎翼！！
真的好看
我想去打篮球看完电影之后
都给我去看！！！！！
哈哈哈哈哈哈哈
教练，我想打篮球!
《返老还童》
ai晃过上帝的一球
不要停下来啊！
???
？？？啥玩意哈哈哈哈哈哈
22:22
哈哈哈哈哈哈
鹿人你竟然做喜羊羊的视频了，我爱你呜呜呜
哈哈哈哈哈哈哈哈哈哈
准了
这里真的泪目了
天哪，燃的我头皮发麻
这次一定
厉害了
这竟然还算比较好的宣发你们敢信？
哈哈哈哈哈哈哈哈哈
现在票房都没有破亿，真可惜
滚
真的太多回忆了，五千多集，泪目
博人传：啊对对对，我不可燃行了吧
没~~有~~蛀~~牙~~~~~~
某清明节档电影
俺也一样！
准备去了，爷青回
哈哈哈哈哈哈哈哈
比博燃辱它了
没~~~有~~~蛀~~~牙！
提示：“《喜灰》”，并不是什么cp名字的简称，“《喜灰》”只是《喜羊羊与灰太狼》系列作品剧名统简称。
谢谢你鹿人
没~~有~~蛀~~牙！
绝对三连！
喜灰友情yyds！！
臣附议
大家不要听少数人乱ky 自己去看就知道了喜灰真的值得 
好耶
电视上很多这部电影的广告，别问我为什么知道，问就是陪外甥看的
《小朋友》
鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅好好笑
虎翼那个动作超帅 啊啊
喜羊羊竟然和灰太狼同龄，我以为。。。
哈哈哈哈哈哈哈
“我想给守护者队点一首歌。”
不看篮球的人，对这部确实不感兴趣
鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅求求鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅饿饿饿鹅鹅鹅饿饿饿鹅鹅鹅
腿拉长了 打起篮球超帅 
博人传:啊对对对，啥都比我燃
臣附议
电台那一段 真的哭爆 
哈哈哈哈哈
我真的好喜欢虎翼
鹿人我爱你啊啊啊啊啊啊！！
特别燃！
太感谢了呜呜呜！
这就去
但还是太短了，应该讲的更多的
我明天就去看！！！
懒羊羊妈妈爱你.jpg
说得好，下次一定
是谁又哭了，原来是我
对！！！！！！
先赞再看
真实了
我这边没有拍片看不了
一定会去看！
《超级高水平》（狗头）
好！！！！！冲！！！真的很好看！！！！！
n
暖羊羊终于被看到了
我决赛差点没站起来呐喊！我感觉全场都是这种状态
说实话腿这么长有点不适应（doge）
哈哈哈哈哈哈哈哈哈哈哈哈
因为我们是妖精的尾巴
我就是因为这句台词才去看的
只要比国足好看就行
想起了《那儿当入樽》，那个我高三毕业前还在课堂里偷看的漫画。
虎翼帅！
格林公式
现在的票房还不到1亿，本都没回
再次感谢鹿人
小灰灰那个玩偶真的可爱
感谢鹿人，我的影评作文有素材了！
我也是11:30去看的
wc
哈哈哈哈哈哈哈哈哈哈哈哈哈
前情关注tv版动画《喜羊羊与灰太狼之筐出胜利》
比博燃
请男足的训练场上循环播放
谢谢三代鹿人
首先排除四海
我们还是上一届的守护者队
要是人类题材的还比较好安利，偏偏搞动物形象，这安利太难卖了……
达咩！
对呀，本来是准备带孩子去的，排片太难受了
比国足燃
我现在就去补番
之前那部叫框出胜利
排片太少了！！！！！
四海......
我们这还送了喜灰的贴画和口罩
爷的青春可是很NB的
形象！！
升华主题
哈哈哈哈好像这个热搜还挺吸引我的？
你是真的心疼你某个电影的票钱
这次一定！！
哈哈哈哈哈哈哈哈哈
今天在电视里看到了，不用去电影院，少儿频道有
哈哈哈哈哈哈哈哈
泪目
玛德我这直接没有排片！！
给我哭
格林公式
啊啊啊鹿人居然说喜灰了
啊啊啊啊！！！虎翼，我的黑皮傲娇小可爱！！！
懂懂懂
？？？哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
五千多集了
∫Pdx+Qdy=∫∫(偏Qx-偏Py)dxdy
谢谢鹿人！！！
呜呜呜，这句话……
真的很好看呜呜呜呜
泪目！
这句话我当场直接爆哭
好耶
哭了T﹏T
我也，八点五十的，排片真的很少
可以哎
@国足
燃！
在。。。。在哪？
少林足球？
喜灰我爱你
喜灰爷的童年
一定要看！！！！！！
应该拍一个足球的不是吗
笔笔为电影唱的歌也好听
谢谢你，鹿人
哈哈哈哈哈哈哈
三井寿
5000多了呀！
福瑞有那味了
有被安利到！！！
我也觉得希望这片多点下午场
喜灰
打篮球，从娃娃抓起
喜灰是童年的回忆啊！
冲冲冲
一样的时间，这个年终于起了个大早
真的离大谱
好
他们长大了，我也长大了……
我焯，方向搞错了吧
牛逼
好真实
虎翼这一敲敲进了我心里꒦ິ^꒦ິ
已经看了
框出胜利那段时间虎扑全是吹的！连守护者队咋加强都一堆人争辩！
剧本很有诚意啊
五千多集
我靠我想看！！因为我打球的
补充：“教练，我想打篮球”致敬了三井
……灰太狼办公室：我整活了！整了！
不会有人觉得喜羊羊与灰太狼是留给这一代的小朋友看吧？
喜欢永远十分
泪目
我早上八点看长津湖
只要你安利喜羊羊，你就是我爸爸
排片真实
后悔没去看了，找机会补票去
哈哈
青青草原是心底的那片白月光……
1.2万＋ 离谱
dddd
感觉是这就完了吗？老子没看够
这不是少林足球吗
这个画面是不是致敬炮姐
美羊羊：我呢？
臣附议！
懒洋洋和小灰灰
美羊羊的演技可比刘浩存好多了
比国足燃
好耶！！！！
首页通知书
这个宣发让我想起当年的魁拔
@男足
啊啊啊灌篮高手的三井啊！
这不是黑篮里面黑子和青峰????
笑死，光是守护羊村那剧情怎么看都不像子供向
电影里大量篮球梗，身边有喜欢篮球的朋友记得拉上！
就冲这一点，我要看！
筐出胜利也好看，家人们
三连了，希望这个视频能让更多人看到，去电影院一看
拍片不行啊，都是上班时间的票，我怎么看啊，麻了
哈哈哈哈哈哈哈
b站有《喜羊羊之跨时空救兵》，也好看
虎山那段帅哭了
贯穿了我的童年啊！
已三连
好耶！！
广州地铁
???
冲冲冲
你还不如说遇见美女
原片就说的打铁
六公主！！
哈哈哈哈，好开
咩咩咩咩咩咩咩咩咩咩
？？哈哈哈哈哈哈哈哈
杜峰牛逼
23333333
在b站已经整了很多了
想起有一集喜羊羊倒下问认识多久了灰太狼也说的是五千多集，泪目了呜呜呜
星辰大海
我们这就每天一场9点的
镜头什么的都很好啊！！！！！
王道就是好看哈哈哈
这不比国足燃？
少林足球？
冲冲冲
17年了……
家人们，真的推爆了好吧，真的好好看
好的，去看
喜羊羊冲啊！！！！！！！！
我们这没有排片。。。。。
格林公式哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈嗝哈哈哈哈哈
真的阴间排片
看起来很燃，但是总感觉有点奇怪
666
好耶！！
因为点映票价低去看的，没想到真的挺好看
今天刚看完
《羊狼的篮球》
真的好好看
喜羊羊与灰太狼之筐出未来真的好看
我同学说她真还遇到了哈哈哈
喜羊羊真的好看
没看过？想多了
哈哈哈哈
经典台词
明年出个踢足球的吧
喜羊羊好棒！！
我喜哥请放下手里的六六六！
看见喜儿 果断三连
美羊羊！俺的美羊羊
影中地铁涂装是广州地铁三号线的涂装
超级好看！！！！！
制霸全国
喜灰加油
五千多集，爷的青春啊
凭什么他能火魁拔不行……
就是这里我直接哭死
杜兰特：这我熟
泪目
好，有你这句话，我要去看，先把视频关掉了（防剧透）
打不过就加入！
足球就拍不出来这效果了:-D
我也是广door人，我们可能是老~乡
三连了！真的很好看啊！
为什么看出来模仿黑子的篮球的感觉（褒义）
美羊羊！？？？？
当年画喜洋洋的也长大了
喜羊羊好看，大家快去看woc
就这一句话，便是我十年以来的童年
这个四肢好长，喜灰你们偷偷拉腿了
对对对，不会落下其他配角！！！强力推荐
哈哈哈哈哈
都用在画动画上了
懒羊羊！妈妈爱你！
喜羊羊！
泪目
?
楼下的 小灰灰已经长大啦!!!
喜羊羊！喜羊羊！喜羊羊！
某海
我根本买不到票
哈哈哈哈哈哈哈哈哈哈
哇！
喜羊羊冲！
只要你推喜羊羊我们就是朋友！！！！
家人们加把力豆瓣记得评下分，口碑这不得整起来，没有他们说给我出下一部啊呜呜呜
泪目
所以说美羊羊暖洋洋果然是公羊吧
家人们加把力豆瓣记得评下分，口碑这不得整起来，没有他们说给我出下一部啊呜呜呜
家人们加把力豆瓣记得评下分，口碑这不得整起来，没有他们说给我出下一部啊呜呜呜
最近的一次
艾弗森
到这儿了投币了！
三连了
没跟啦！
妈妈爱你们啊羊羊们
四海:你礼貌吗？
真的很好看！！！！
我看到这个真的笑死了
家人们加把力豆瓣记得评下分，现在才6分。口碑这不得整起来，没有他们说给我出下一部啊呜呜呜
好燃啊
支持支持
咩咩咩咩咩咩咩咩咩咩咩咩咩咩
家人们加把力豆瓣记得评下分，现在才6分。口碑给我顶上去
离大朴
顶分豆瓣，捞捞我们样
燃爆了！
这一万多的队友你们好
四海：报我身份证？
？？？
这次一定
曹，又尬又燃的感觉
草
我们县城就两个电影院一天各一场在早上，市区也不是上午就是中午
哈哈哈哈哈哈
好电影一定不会被埋没
好家伙一万+
三井！！！
哈哈哈哈哈哈哈哈
好，我知道了，马上就去看
篮球少羊（＋一只社畜狼）
+1我也觉得沸哥这里超帅的
我看完了，太出乎意料了
