看到我你就不是第一了
一分钟！！！！！！！！！！！！！！！！！！！！！！
大家晚上好啊(≧∇≦)/
怎么没有BGM吗，
叫人家的大名Tomas嘛
先有汤姆有后天，裆锯大树日神仙。。。。
好！
梦幻联动了属于是
怎么算出来的
哈哈哈
up肝还在吗 
好家伙，这一个月也太辛苦了吧
啥时候统计一下灰太狼的挨打次数啊
b站两大闲人
泪目
卧槽
不跟柯南的吗？爷青结
哈哈哈哈哈
什么少的集数嘛 我一直认为老多集了
灰太狼那个不错
43分钟
我以为有几千集
哈
惨！
牛逼
奇怪的双厨狂喜，梦幻联动
草哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
俺也一样
辛苦了！
笨猫:指除了抓老鼠什么都会的汤姆
几千集的，太夸张了，在那个年代，制作一集猫和老鼠至少都是两个月
最长的一集甚至用了一年半(好像)
猪？！
惨
牛壁
9去哪了?
中国也有？
星·朱广权·耀
你这笑就没停过
灰太狼：“难不成我爷爷黄太狼和汤姆是失散多年的兄弟？”
牛逼的
狗居然打的比鸡少，不可思议
哈哈h哈哈
哈哈哈
你好牛。
坚持适中可贵的品质。
坚持是一种可贵的品质。
呵呵。和自己是什么仇什么怨。要对自己下这么狠的手。
感谢up主的统计。
感觉汤姆好坚强。做人就要像汤姆猫一样。即使有困难也要向汤姆一样。
惨！
为什么此时我开始心疼汤姆了？
心疼汤姆三秒钟
交警大队:无话可说……
光头强，灰太狼表示那我呢
哈哈哈哈哈哈哈哈哈哈
除了不会抓老鼠还不会谈恋爱啊
严谨
中国好铁臀
没想到狗居然才第五还没鸡多
汤姆除了抓老鼠，在各种意义上都是一个奇才(
中国没老鼠是吧
牛逼
铁裆劈树的连续伤害怎么算的
哈哈哈哈哈
汤姆的脸确实挺帅的
扒猫屁股是块宝
先有汤姆后有天，裆劈大树赛神仙！
铁裆
必须给币
我打我自己
笑死。
世    界    冥    画
中国有老鼠昨天吃面的时候就看到一只
作为一个动画学术党，其实我个人觉得一个多月已经够可以，详细可见隔壁华纳迪士尼，派拉蒙和特里通就不用说了，老烂片王了
这里鸡咬汤姆是比尔利特约翰的，一个特征，有略微的小变形，但是属于报国克兰陪特的那种，再提个点，他，就是在迪士尼大楼开飞机的那个
ohhh
中国没有猫和耗子么？
美式损管
《  汤  姆  自  己  》
因为狗一般一拳干趴下，所以总次数反而少了
怪不得那么傻
我一直以为tom跟柯南一样多集
你币有了
撞飞机这个没看过
狗都是重击，而鸡是连击
鸡的攻击频率高，刚刚那个片段可能就啄了几十下
我杀我自己
你闲的吗
2014年有新集的
666
妈妈这肝上长了个人！
最新版本低也没被记录。
hhh
竟然只有160多集，说实话  这才是最让我吃惊的
这个算黑鼠
23种吧，人也算动物（dog）
除了鱼
鸡攻速快啊，两秒十七下
辛苦了
都说人类最大的敌人是自己，Tom也是
恶臭集数
63-67版生硬可怕的画风
飞机也太离谱了吧
？？？？？？！！！！！
你是真的闲啊
新版猫和老鼠呢
可汤姆明明是美服的
很难不三连
哈哈
点错了
狗子一般一下就打飞了
61-62的垃圾导演简直是制作恶魔
精确统计。
你这是要发sci 啊
我还以为是斯派克
下次丕定
开头莫名想到凉风
泪目
世界服
卧槽
UP主，再出一集杰克的！
搞半天这是个鬼畜视频啊
哈哈哈哈
十那里，他不是有两个包吗？ 
还有电影版
还有最后的新版猫和老鼠
计数狂魔
2000＋人
upnb
这就是你整天宅在家里看猫和老鼠的原因？？
七连出来的猫
2000+
野蛮狗头讨厌
工作量巨大
假老练
华纳兄弟版的漏了
提莫才是国服挨打第一
9去哪了
。。。。好惨哪。
。。。
。。。。突然间就笑不出来了。
不————
为什么每句话最后一个字要加重音  显得每句之间一点也不流畅 个人习惯吗
你币有了
哈哈哈哈哈哈
hhhhhh
Tom and Jerry kids show 没有统计吗。经典。这个版本央视播过。​
《28年》
论一个人能有多闲
头角峥嵘
阿鲁巴
卧槽，你真的闲啊
前面的，没说40年到05年每年都拍OK？你拍吗？
传下去汤姆的高达被炸了25架
您的挡批过大树
其实，汤姆是好几届捉鼠冠军，只是抓不到杰瑞，你品，你细品
我要这币何用
我们国家被剔除发展中国家行列不是没有道理
建挡大业
点错了
鸡只有一集，但是次数多
牛逼
。。。
众所周知，阿婆主都有n个肝
累计时长
全场伤害最高
肝帝
真·头铁
第二是自己
其实汤姆除了抓杰瑞其他什么都会，弹琴击剑发明唱歌等等
卧槽，2000+人
众所周知Tom是个名字不能用在Mr之后/doge
啦啦啦啦啦啦啦啦啦啦啦啦啦啦木木木欧诺头诺头木木多头诺特偷摸头呕呕呕
离谱
人类
你币有了
铁头功
还是让你吃的太饱了
满身疮痍
up说话是咬牙切齿吗？
马云
先有汤姆后有天，铁裆劈树赛神仙
有心了 必须三连
笑死
档劈大树
磕到了
666
你币有了，赞也有了
还有剧场版呢
 第十张图片里有两个山峰
猫坚强汤姆
《绿螃蟹》
还劈过大树
饥饿鲨
兄弟们记得看方言版的，绝对比原版搞笑
我竟然要看完他
基恩戴奇甚至让它撞飞机…
辛苦了
要有剑鱼！
妈耶！
这些加起来也没有白猫带来的伤害深
最新版呢
白猫给的失恋伤害＞全部伤害加起来
汤姆可是捕鼠冠军，他只是不会抓杰瑞而已
就离谱
63-67的画风我最喜欢
哈哈哈
调戏是重点
辛苦啦
灰太狼不服请求出战
生物链底层汤姆。
笑不活了
这里少了
专业
人类也算动物啊
查克琼斯做的贼好看
肝
你是真的闲
你是有多闲
五更琉璃
猫是流体
汤姆杰瑞妥妥五阶圣人
但有一说一这个应该是美服
红太狼点了个赞
我杀我自己
专业
先有汤姆后有天，铁裆劈树赛神仙
下次一定
汤姆：我太难了
没2000以上我倒立洗头！
草，撞飞机可还行
2016年的新版和电影剧场版呢？
泪目
大黑猫过分了
比大狗还多
假老练
我看到现在 突然不想笑了
看到标题就已经三连了
第10张有两座
666
有人吗有人在看吗
没少，第10张有两个
什么高达
？
俩币给你了，顺便把膝盖拿走
您的档锯过大树
最强主T
闲的蛋疼
这么卷的嘛
还有剧场版。
这是65年吧
明日方舟精二立绘
？？？？
我好喜欢
你这统计真牛
你这赶紧出个论文并发表吧，否则就被人抄袭了
砍大树呢？
牛逼
闲啊
计量单位：毛利小五郎
奇怪的计量单位：被绿
汤姆:打的死我再说
从以前到现在看汤姆多次受伤，泪目，敬礼！
所以自己要爱自己？？
打是亲骂是爱
UP长在肝上
中国要是有老鼠，我巴不得猫抓他
你也好奇了？
突然佩服汤姆，被攻击多次却不依不饶地抓杰瑞啊，他的精神已经超过了一般动物和人类，永远不疲劳地抓杰瑞，他不在意自己怎么样，只要抓杰瑞就胜利了啊，这精神太强了
几何冲刺
咋咬牙切齿的
其实可以顺便对比下杰瑞受到的攻击
别的不好说，但肯定有老鼠的打
除了抓老鼠什么都会
一点五倍速更好看
汤姆自己就离谱
为你可怜的肝点赞
不去建设国家浪费人才呀
就一句话，被熊猫打过吗
杰瑞和汤姆都是演员 这些是拍戏
居然还有汤姆自己
真狼人
还是吃的太饱了
哈哈哈哈
哈哈哈哈
所以说，人不能吃得太饱
灰太狼请求出战
已三连，这必须三连
哈哈哈哈哈哈
？什么时候中国没有老鼠了？
小小猫和老鼠呢
卧槽
666
下次一定
原来是被打傻的
迫害乔总
汤姆自己 绷不住了
猫柱
裆批大树
搁这网易云总结呢
牛
阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴。
这让我想起了灰太狼
那倒是
先有汤姆后有天。下一句。
？？？哈哈哈哈哈哈
牛哇
泪目
论一个人有多闲doge
高达?哪里有高达
还有一集进狗场的吧
草
统计区up
真淦
小乔，我老婆
小猫咪做错了什么！！
这他喵可以发篇论文了
3000+人！
赶紧发论文去
应该是美服第一吧，国服第一是灰太狼
中郭的1940年还在抗日战争啊…
肝上长了个人
不三连都不好意思啊
独家？
世界第一不够？
红太狼：这个我熟～
666666
6666
up朱用心了啊
还有剧场版呢，猫和老鼠剧场很多的
新版猫和老鼠没算呢
先有汤姆后有天，铁裆劈树赛神仙
先有汤姆后有天，铁裆劈树赛神仙
先有汤姆后有天，铁裆劈树赛神仙
先有汤姆后有天，铁裆劈树赛神仙
先有汤姆后有天，铁裆劈树赛神仙
先有汤姆后有天，铁裆劈树赛神仙
布奇属实真爱了(bushi)
这个UP用1.5倍速正好
狗的攻击次数少是因为威力太大
这不是脑震荡就是铁头功
什么叫国际影星啊（战术仰头）
MVP
笑死我了
马云
汤姆猫精二
中间拿13集真的阴影
大狗叫斯派克
区区致命伤
65年
什么玩意
浓
是只狠猫
原来第一集这么早，还在抗战时期呢
UP太肝了厉害
梦幻联动《柯南》哈哈
可以角逐世界第一了
nb
自己占第二哈哈哈哈
《保蛋护犊》用得好
灶门炭治郎自愧不如
血小板好评
牛逼
硬核拆迁
高情商：我跟全世界单挑
牛
你是闲着没事干是吧哈哈哈哈
先有汤姆后有天，铁裆劈树赛神仙
乔总要气死了
牛皮啊
居然是自己，还以为是那只狗
点错了
农
农
可怕，肝帝
脚呢
61年的有人类角色
没有童年Q版那部
就是吃的太饱了
还以为第二是斯派克
握草。。。。
这不早死了
点错了，，，
专业
是有多闲啊
四川话版的黑娃
这一波棒球就刷了好多伤害
惨！！！
汤姆自己哈哈哈哈哈
不是还有一种画风很可爱的汤姆嘛
裆劈大树
卧槽！闲
杰瑞靠亲戚，汤姆靠大号（）
点错了
k
点错了
1940 真的牛逼
没有，只是因为杰瑞家族的基因太强大
给你了，不就是三连嘛。
先有汤姆后有天，铁裆劈树赛神仙
早期的泡面番（doge）
那个时候美国动画就那么牛逼了
肉身成圣
你是真闲
要是我来统计，看着看着就忘记统计这事了
属实珍爱了
我在看战报么hh
林俊杰
114？（有所察觉）
真闲
先有汤姆后有天，铁裆劈树赛神仙
up主好闲啊
哈哈哈哈哈
俗话说得好打人不打脸，所以打脸没有占到第一
妈耶！这个肝上长了个人！
好家伙
哈哈哈哈两千+的人在看
1.25倍速观看体验更佳
死侍和金刚狼这么折腾估计也遭不住
狠人
无惨直呼内行
下一部憋打他了，一起打外星人吧
人闲了是多么恐怖
打傻了属于是[doge]
肝
大黑鼠布奇
自己打自己
汤姆除了抓老鼠以外什么都会
保蛋护犊哈哈哈哈哈
这是妥妥的暴击啊 狗头
这是妥妥的暴力啊 狗头
调戏杰瑞！！！！！！！！！！！！！！
笑死了
汤姆除了老鼠，什么都会的笨猫
jim还有两个巨像！
哈哈哈
世界第一是灰太狼
离谱
点错了
闲啊
全程单押s ke r～
国王？？？
啥也不说了，两个币
硬核
灰太狼表示都是弟弟
阿婆居然看了28年
 柱   间   细   胞 
袁爷爷，您放心，这个UP我们饿不死他！
林俊杰
上次给了
辛苦了
下次丕定
牛批
押韵狂魔
精二汤姆
草，还弄出个占比来
卷nm呢
牛蛙牛蛙
押韵了
2000+人？卧槽
2000击以上
原来只有163集？
1.5
1.5倍
被爆头率
点错了
大黑猫叫布奇
忍住
喏，这就叫专业
玛德害怕
这是有多闲啊？
不是吧不是吧难道单押也算押？
一直以为狗会排第三，没想到黑猫这么多！
怎么感觉up在咬着牙说话呢
牛屲
1  0  0  7 次
这次一定
这蜜蜂得计多少次？
承伤MVP
我不行了哈哈哈哈哈哈还是好好笑
2000+
买定离手啊！开奖了开奖了！
牛B
您
美服第一笑死我了
太闲了
好家伙，金刚狼＋死侍＋奎托斯＋柱间细胞＋阿修罗神体转世
老姆鸡是输出全靠弹夹炮
是个狠猫，抓不到老鼠就连自己也不放过
他说的是播出时间，中间有多空挡没更新，一个个是转不过来还是什么的
狼灭
杀人诛心呐
才16次
老M了
装飞机貌似被移除了
你真闲的
其实第一集猫和老鼠诞生于1939年
温馨提示：该视频不要让家长看到，分分钟举报
大狗叫斯派克
无情铁头
降维打击
斯图卡来袭
请尊重一下up好吗....
这么大岁数了
尊重up
尊重up
尊重up
真的牛
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
米糕酶
不要语言攻击！
《年度结算》
笑不活了
不要语言攻击！
不要语言攻击！
Tom一生之敌
怎么这么搞笑
哈哈哈哈哈哈哈哈哈哈哈
是国际服第一
卧槽
尊重你劳动三连了
WWE总冠军——杰瑞
先有汤姆后有天，铁裆劈树赛神仙
从肉体到心灵的彻底打击
+
。。。。真给你闲的
阿鲁巴之王——汤姆
+++
牛逼
越挫越勇出处
哈哈哈哈
大老鼠
哈哈哈哈
kdl
五更琉璃
辛苦了
最爱猫和老鼠
其实美国的兔八哥鬼马小精灵也是借鉴了这种
？
牛逼
狗应该是第二
汤姆不是全国捉老鼠冠军吗
这完全没想到
就离谱
还有dio批大树
竟 是 我 自 己
？？？
生命法则掌管者汤姆
我杀我自己
够闲的
牛
焯！点错了
吃的太饱
欢迎收看经典连续局《点错了》
复制人汤姆
up主，哪里可以看完整版呢？
哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈
好家伙
太卷了吧
好可怜
过于真实
汤姆我记得是抓老鼠第一名
我的童年第一次磕的cp啊
所以说呀，这人呐就是闲
比波硬
火钳刘明
自己第二哈哈哈哈哈哈
你肝没了
真是个狼灭！
这是怎么算出来的
必须三连了
大哥，你是有多闲
看了全集 nb
世界第一不过分
美服
哈哈哈哈
档劈大树才是实力
剧场版和新版也没少挨打吧（虽然我没看过）
这肝了多久才整理出来的？？
厚礼蟹
D N A 唤 醒 计 划
先有汤姆后有天，铁裆劈树赛神仙
加把劲哈哈哈哈哈哈哈哈哈
最强肉体～～Tom
电影呢
你是疯了吧
怎么闲，我的作业给你写！？
233333
哪有高达？
先有汤姆后有天，铁裆劈树赛神仙
就是这样达到动画效果的啊
生命法则执掌者跟你开玩笑？
好家伙
个人认为其实汤姆只是故意抓不到杰瑞的，毕竟杰瑞是它的伙伴
林俊杰笑死
不能好好说话吗
玩比特币的布奇捡过垃圾当过富豪
什么时候再找一下电影里面的
skr
有点公德心，不要发挡字幕的弹幕好吗？
假老练
疯狂承伤
太闲了你
先有汤姆后有天，铁裆劈树赛神仙
哈哈
先有汤姆后有天，裆劈大树赛神仙！
虐猫视频，谨慎观看
人类还有救吗？
狮兄所言甚是
神人了
少了
先有汤姆后有天，裆劈大树赛神仙！
大声说出来！谁才是阿鲁巴之王！
王老五
你有币了
汤姆是捕鼠王，就是抓不到杰瑞
建议写篇论文发nature
ohhhhhhhhhhhhhhhhhhhhhh可以啊hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
点错了
3000+
你早没有了
啥也不说，投币
痛击我自己
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈就哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这个bgm?
辛苦了
俺也一样
点错了
有壁了
尊重你劳动三年了
你币有了
我的硬币，你的了
笑不出来了
是我 早自杀了。全世界都在针对我
满屏幕都是被老鼠调戏
我的天
哈哈哈哈哈
真的辛苦了！
哈哈哈哈哈笑死我了
哈哈哈笑死了
汤姆·挨打王
666
撞飞机我咋没看过
你们好哇3000+的人。
哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈哈哈哈
统计大佬
自己虐自己
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
极速拍档梦幻联动
美国海军损管
满级损管小组
尊重劳动成果好吗
哈哈哈哈哈哈哈哈
战神汤姆
卧槽！狠人啊！投币了
哈哈哈
原来黑猫有名字
什么！！！才这么点集 我以为有一千多集
这画质怎么越来越差了
封面笑死
交出我的小钢镚～
3000+
妈，他肝上长了个人。
真肝人
哈哈，精二立绘的真破防了
笑死哈哈哈哈哈
大佬
66666666
666
3000+
丘比特也有笑死
哈哈
汤姆自己可还行
泪目
喜欢1940的
阁下人否？
恐怖一位叫六谷的不知名人士他才被绿过七次
先有汤姆后有天，铁裆劈树赛神仙
受过的攻（？
《舌头》
我只认114集版
大公鸡攻速快
。
磨根时代
建议1.25倍速观看
翻译：我们本质上是猪猪(bushi)
啥笨猫，汤姆可是全才
还要加上“多少瓶复活药水”
统计区up主
月份和日期是我生日！
生动形象的诠释了没点技术都不好做up主，天！
先有汤姆后有天，铁裆劈树赛神仙
先有汤姆后有天，铁裆劈树赛神仙
我不太同意，他的牙齿就没掉过吗？
谦虚了，不止国服
人呀、就是不能闲着
这特么这么闲吗
笑死
点错了
小不活了
什么国服第一，分明是球服第一
傲月十号
先有汤姆后有天，裆劈大树日神仙
猫生真苦
疼啊
感觉还是巴伯拉时期的经典好看
要素察觉
《查看死亡回放》
心疼汤姆
《完美团战输出》
哈哈哈哈哈哈哈哈哈哈哈哈哈
我不能说辛苦了因为看这玩意挺享受的
法国还没有投降
这是剃毛吧
哈哈哈哈哈哈哈
你很闲
林俊杰
灰太狼可能是第一
封面是大司马
五更琉璃
2000人们好
2000人们好
强
细细细
这个是必须三连了
为了一期素材也太闲了
爷青回？
附加题：汤姆一共叫了多少下
《附加题完美解答》
下次不定
还被调戏过啊
还被绿了那么多次
汤姆什么都玩过啊厉害
先有汤姆后有天，铁裆劈树赛神仙
吃瘪界的无冕之王
他们俩算什么呢？
哈哈哈好像他啊自己伤害自己
