没有评论？都看直播呢哈哈哈
咳咳，恭喜恭喜EDG哈哈哈。精彩绝伦的第五局，荡气回肠。本来有点担心jiejie哥，因为前四局拼惩，哥有点不自信了。不过最后一局，直接完美比赛了。
EDG加油加油
淀粉集合！
EDG牛逼
彦祖，一点钟还在看视频？
恭喜edg！！！
恭喜edg
恭喜EDG
牛逼！
恭喜EDG！
进决赛了！！
EDG决赛尽力加油，重铸LPL荣光！！！
恭喜EDG！争气！
恭喜EDG
1.3?
骑士归来
恭喜edg！
比赛前做梦都梦到了edg输了，真的怕了
恭喜edg
恭喜edg
恭喜EDG进去决赛！决赛加油
恭喜EDG挺进决赛！！！
不破不立！
恭喜edg！
冲！
过年咯
恭喜edg！
我不懂Clid你老惦记着EDG
卧槽
我的钱包保住了 阿门 真心脏受不了
现在，全体起立！恭喜edg！
把把按我盲仔我怎么c要我怎么玩
恭喜EDG
现在，全体起立！恭喜edg！
神中神
现在，全体起立！恭喜edg！
骑士归来！
现在，全体起立！恭喜edg！
误会解除！！！！！！！！
nbnbnb
edgnb
恭喜芙兰朵这个逼第一次世界赛就进决赛
现在，全体起立！恭喜edg！
恭喜芙兰朵这个逼第一次世界赛就进决赛
恭喜edg
edg牛逼！
现在，全体起立！恭喜edg！
5555555???????
恭喜EDG
edg给爷杀 干碎dk
现在，全体起立！恭喜edg！
恭喜EDG！
现在，全体起立！恭喜edg！
现在，全体起立！恭喜edg！
我忍住了最后两把没看比赛
现在，全体起立！恭喜edg！
恭喜edg
EDG牛逼EDG牛逼EDG牛逼EDG牛逼
恭喜edg！n
edg牛逼！
恭喜恭喜
edg牛逼
恭喜得EDG！
恭喜edg！能睡个好觉了
恭喜EDG！！！！
恭喜EDG！！！
恭喜edg
大家晚安
edg!edg!!
恭喜edg
再来一遍！
恭喜EDG
可爱
恭喜EDG!
我们保底亚军，争取冠军！四年决赛我们从未缺席！
cild是我见过最能创造奇迹的盲僧，但也仅仅是盲僧星不散冲啊  圣枪哥 向着那个永恒的，神圣的目标
恭喜EDG
加油，EDG!
赢了EDG
决赛见！
edg加油
骑士归来
决赛见  恭喜EDG
EDG！
恭喜EDG！
回来了
恭喜edg！
恭喜edg
edg赢了奖励自己一发
edg牛逼
恭喜EDG！
来F盘了
再看一遍
不敢看直播，只敢回来看回放
啥都别说了！都给我品尝胜利！！！！！
我们是亚军！
恭喜EDG
EDGnb
恭喜EDG！
edg赢了奖励自己一发
EDG牛气
今晚不睡觉
牛逼
决赛见
恭喜EDG 
两万了
EDG牛逼
握草，EDG我爱你
恭喜edg
恭喜edg
恭喜edg
恭喜EDG
EDG牛啊牛啊
EDG加油！拿下DK
翻过这座山，我们是冠军！！！！
我摊牌了，我不装了，我是60e
载入史册
可爱
今天又加一次
不吃辣，谢谢
恭喜恭喜
恭喜edg
恭喜EDG
老婆
刷屏，我的二等功
！！！！！！！！！！！！
edg牛逼！
其势归来
今天第五个
恭喜edg
韩杂沉默
7777777
还是不错的
EDGnb
恭喜EDG！
jiejie（✘）
"广东佬,不吃辣"
牛皮
真就不看就赢呗
77777777
亚军也不亏啊
恭喜EDG
现在是第五个了
恭喜edg
恭喜EDG
恭喜edg
加油啊！
老WE粉OMG粉恭喜EDG
回来补课
恭喜恭喜
恭喜EDG
可吃
恭喜EDG
为啥我觉得很好吃
恭喜EDG!
edg牛逼
軟粉前來恭喜edg！！！！！
恭喜EDG
很快就有第五个了
恭喜edg
恭喜edg挺进决赛
恭喜EDG!!!!!!
本猪杂来看回放了，老传统不能落下
有伞在，没意外
现在第五个了
、
恭喜EDG
预测压的100。geng，但为什么这么激动呢？
3万人 都不睡觉的吗
可汗定律：冠军始终快我一步
恭喜edg
爆竹酸奶？不怕炸嘴？
二刷
舒服了
骑士归来！！！！！
恭喜EDG！！！！
空降1：01：01
恭喜EDG！！
EDG牛逼！
好好好
恭喜edg!!!!
amd yes
3万人
EDG加油！
皇杂 前来祝福 顺便售卖速效救心丸plus版
7777的意志
淀粉们过年快乐！
太紧张了这个晚上
我edg能赢dk2局我就倒立让兄弟帮我洗头！能赢3局 ，我就倒立在盆里潜水！！
皇杂前来祝福edg
恭喜edg
怎么翻的？
大预言家
LPL加油，EDG加油。冲冲冲！！！
决赛见
现在，全体起立！恭喜edg！
edgmiubi
恭喜EDG！！！！！！！
让我们恭喜EDG！
恭喜edg
edg牛壁
大家好我是皇猪杂
恭喜edg
恭喜EDG！！！！！！！
恭喜EDG!
3.3万
恭喜EDG
你们不睡觉的吗
空降23:33
777777
1:05
冒泡赛就已经预测EDG冠军的我一点不慌
恭喜edg
恭喜edg
我来补回放了，真的不敢看直播啊，
来看回放啦
好吃！！
现在，全体起立！恭喜edg！
加油edg，决赛一定要加油！！！
3.4W
恭喜edg！
看了下弹幕，给edg加油的人还是很多吗
这波我忍住了，没看直播
777777
6年了。6年了，你知道这六年我们怎么过的么？
牛逼！！！
我先来，恭喜EDG！
EDG加油
666
借您吉言
我也看完五场看回放
哇哦恭喜EDG
直接看回放.之前看了两局两局全输
恭喜EDG进决赛了
恭喜edg！！！
恭喜EDG！
恭喜
过年了噢，淀粉过年
今天一样
好耶！
EDG牛逼
恭喜edg
edg！！第五个！！！
恭喜edg
恭喜edg
恭喜国电
开心，恭喜EDG哇
确实好吃
clid真的打得挺好的，很好的一名选手
弹幕呢
6年ig粉前来恭喜edg
求这里的BGM啊兄弟们
预言家  刀了刀了！
可爱
可爱
恭喜edg
7777777！
恭喜EDG！
恭喜EDG
恭喜EDG
过年啦
不破不立！
恭喜EDG！
EDG牛逼EDG牛逼
恭喜EDG！！
edg牛逼！！！
淀粉从不看直播
360伯人一起观赛！
帅！
恭喜edg！
曾有巨像将天顶，鏖战五局改皇命今有嘉文陷阵地，鏖战五局破而立
恭喜EDG！！！  决赛给我冲！！！
爽！
淀粉复活
不破不立
恭喜edg
恭喜EDG，加油
我是猪崽！！！！！
过年了！过年了！
企鹅真不要脸
联盟？？？
恭喜edg
第三把真的血压升高
EDG牛逼
nbnb
lpl团结一心一起支持edg
没敢看直播
骑士归来
淀粉砸了棺材
恭喜
lpl团结一心
恭喜EDG
现在，全体起立！恭喜edg！
恭喜EDG晋级决赛
恭喜EDG
恭喜EDG
恭喜edg
恭喜EDG
大家人们，晚上好！
edg牛壁
恭喜EDG!
冠军粉宣布edg终身免黑
空降
根本不慌
根本不慌
3.6 
都这个点了就离谱
电宝奥力给
我们是第五个！
好爱
恭喜EDG！！！
360伯人一起看
空降18:38
恭喜EDG
可爱
恭喜edg！！
赢了
可爱
恭喜EDG！
好吃
我们是冠军！
好吃！
360伯人
恭喜EDG永远的神啊啊啊啊啊啊啊永远的神啊啊啊啊啊啊啊永远的神啊啊啊啊啊啊啊永远的神啊啊啊啊啊啊啊
皇杂末日
恭喜edg
笑死，根本不敢看直播
3.5W就离谱！！
这百分百好离谱
可爱
恭喜EDG
EDG给爷杀！！！
所有瞧不起edg的现在可以闭嘴了
是轩默宝宝吗？收藏了！
edg总决赛加油
可爱
EDG牛逼
edgnb
你这个年龄段你睡得着觉？
恭喜EDG！！！！！！！！！！！
睡什么睡，再来一遍
恭喜edg
恭喜edg
恭喜edg
nb
恭喜edg
edg牛逼
恭喜edg
离谱
决赛继续伞爷，buff叠满
恭喜edg
viper
厉害
没试麦吗，怎么老喷麦
恭喜EDG
啥都致癌，啥都别吃了
恭喜EDG！
恭喜EDG
edg牛逼
从中国到冰岛的直线距离为7777公里！！！
难吃
恭喜edg
我们进决赛了
这么多人吗
2.4万人+在看 厉害
恭喜EDG
可爱
朴泽园倒了
6666
为了联盟
弹幕还原
不破不立！
两万多人开玩笑的吗
不破不立
果然每次只要我不看就能赢
7777777
一觉醒来，翻天了？
啊啊啊啊啊啊啊啊啊7年了
恭喜EDG
kid
EDG夺冠我剃光头
没人了吗
恭喜edg  lpl加油
恭喜EDG！
我擦，你们都不睡觉的吗，明天周一诶
大家好我是lpl杂。
复习了
过年啦！
鬼！
淀粉狂喜！
恭喜电宝！
300斤的vn
今天第五个
狗都不吃
恭喜EDG！
可爱
正经粉谁看直播呢(手动狗头
小菜电加油！！！lpl加油！！
前面的别走！淀粉不看直播的比赛能赢！
edg牛逼！
小伞
田野软辅真的强
可爱
恭喜EDG
恭喜电宝
可爱
舒服了
可爱
the shy来全吃了
不吃饭不会致癌
EDGnb
EEEEEEDG!!!!!!!!!!!!!!!!!!!
3点了睡不着
fdawfaas
电热二二热吻我如果特然
恭喜Edg
恭喜EDG！
然而水晶哥还是个花盆
想吃
全程直播 来二刷
想要刀妹玉剑仙手办
恭喜EDG
恭喜EDG
难吃
我们是亚军！！！！
EGG牛蒡
1－2不敢看现在来补了
凌晨4点7000小伙伴你们好
可以啊，EDG！
夜宵肯德基下班了
恭喜edg
可拉倒吧
恭喜EDG
四点起床看结果，EDG赢了！
这不是直播6000多很正常啊
哈哈哈edg牛逼
恭喜EDG
难吃。。。
今天淀粉过除夕，6号赢了，直接放鞭炮赢新年
恭喜EDG 
卧*！赢了
恭喜，离谱奥
国电给我杀！！！！
全体起立，恭喜EDG!
加油奥利给
ig？
不破不立
广东人不吃辣！
EDG牛壁
好吃就完事了
恭喜edg！！！
我们进决赛了！！！
没人
我们是亚军～
恭喜EDG!!!
冲啊
卧槽！！！！！！！！
恭喜EDG！
第三局看完睡觉，醒了，赢了，合理？离谱？
赢了，牛逼
恭喜EDG
我先来edgnb
五个啦
大早上的赶紧来补
EDG夺冠我一年不骂猪杂
牛批
恭喜EDG！
不破不立，EDG加油
剑!你应该看不到吧
昨天谁立的flag
卖家秀是吧
EDG牛逼！EDG加油！EDG乘胜追击
没夺冠就解散吧
11月1号  七点二十五
恭喜EDG
战至终章，恭喜EDG
Edg牛逼
恭喜EDG
恭喜EDG
FPX 16强了，好伤心，来看看父皇的战队
dDe
瞳夕是不是胖了
恭喜edg
恭喜EDG
恭喜EDG
EDG夺冠我特么倒立洗头！
恭喜EDG！
居然打赢了，看到第三局被翻盘了就睡觉了
恭喜EDG！
edg给爷冲！！！
恭喜edg 
看稿子呢
夜宵不得吃炸鸡啤酒
直播带货哈哈哈
恭喜
爹词词
几万人一起看就离谱
可爱
1.2w
EDGNB
恭喜EDG
恭喜edg
干碎d k
恭喜EDG进军总决赛
看回放
淀粉只敢看回放
恭喜EDG
1.3万在看
EDG牛逼
伞皇闭嘴 我想听我老婆说
恭喜edg
不是我说，do今年的状态，edg还是难
EDG加油，冲
恭喜EDG
牛逼
edg nbbbbbbbbbbb！！！！！！！
SKT都锤不过DK，你们的要求越来越过分了，不过我喜欢
恭喜EDG
恭喜EDG
恭喜EDG！！！…
恭喜edg
我在地铁上看重播
恭喜EDG
看着稿子念是吧，扣钱
走的够远了，不亏。拿不上冠军也不意外。
早上看比赛的我只能说你们亏大了
1.6w人
GenG的bp挺不好做的 中上好多英雄不玩还不能放
恭喜EDG
就在今天！！
这不是晚上！没流量看直播嘛
皇杂气死了
恭喜EDG
极粉前来道贺
1.6w
全体i起立
恭喜edg
如果时otto，现在已经再吃了
恭喜EDG
EDG牛逼
恭喜EDG
恭喜EDG！
EDG赢了
可爱
edg牛逼！！！！！
我直播看的两局edg都输了。。。还好没看三局
昨天已经点了，难吃的一批
edg我的超人！
敏感肌能吃吗
恭喜EDG
145懂的都懂
骑士归来！
EDG夺冠，我直接戒导。
我不敢看直播
恭喜EDG
大清早的1.9万+再看？
tsm
xiangchi
恭喜edg
不吃
科比h
可爱
不吃
我只吃麦当劳
thy shy来全吃了
恭喜EDG
恭喜edg！！！
7777777
1.9万人看？
好一个前十五分钟领先百分之百胜率
可爱哈哈哈哈
下次试试
7777777
恭喜edg！
两万人观看就离谱
恭喜EDG
EDG牛逼
首先还是恭喜，其次是加油，打破不可能
恭喜edg
爱吃
一看这数据，打算瞧瞧
真正的淀粉只敢看重播
真正的淀粉只看回放
伞皇被迫营业哈哈哈
我感觉我有毒，没看直播的都赢了
怎么就赢了
7个韩国人的总决赛
可爱
即将第五个了
我但凡看一眼直播就会输我也不知道为什么
哈哈哈哈哈哈可爱
也太小了
醒醒麦当劳卫生不规范被做成视频了
瞳夕 好吃
2.1w+
讲真的賊难吃
不好吃也比麦当劳的汉堡好吃
可爱
恭喜EDG
我选麦当劳
第三局气死人
吃了能防防住詹姆斯吗？
恭喜edg
EDG不破不立！看德云色二路流！有一起聊比赛的，球球搜索：dys水友群​
万年难题 锤石算硬辅还是软辅？
直播跟完，自己在刷一遍
恭喜中国的俱乐部队伍
好爱
恭喜edg
半价宝石在向我招手
恭喜edg
恭喜EDG！
恭喜edg
去去去
不破不立！！！
可可爱爱
我其实还好
圣枪哥!
我看完了，但是我又来看了
恭喜edg
今天也是
misfit RNG 受害者
EDG牛逼
恭喜EDG
瞳夕我爱你
++.01
没我家冰冰一半好看没得！
世界，聚焦于你
评论1.8W
恭喜EDG！！！
恭喜EDG！
恭喜edg！！！！
恭喜EDG!
2伯伯人一起看
管泽元你真是做法了
edg加油
恭喜edg
牛逼，听说赢了，回来看
cute
EDG夺冠jk拉杆上篮和操场裸奔二选一！！！[给心心][给心心]
两万+就离谱
今天也是
EDG马上也是了
恭喜EDG
恭喜EDG
牛蛙牛蛙
我被算视频刷屏了 我不打游戏 但是还是要来看看大家的青春
EDGnb
这个贼咸
EDG冠军
好好好
我的妈我正在吃，我觉得挺好吃的啊
恭喜DK！
EDG牛逼
2.5万摸鱼大军
加油
不敢看直播 来看回放
牛逼
全体起立
EDGnb!!!
括约肌能吃吗？
味道却....哈哈哈
顶住压力，一举夺冠！！
恭喜EDG
直播归来再看一遍
回来补课
为什么不BAN皇子
老淀粉看完直播又看视频
恭喜EDG！
可吃
3.3万+  离谱！
恭喜EDG！！！
我们是亚军！
3.44万
edg夺冠我直接写5000字作文发b站朗诵
恭喜edg
恭喜edg
恭喜edg
姐姐真美
不破不立！
中国队咋了，求解释
昨天没看直播，今天看的回放，有么有握爪的
淀粉过年咯
EDG给我继续冲啊！
全员男子辈
恭喜EDG
恭喜EDG，等了多少年了
恭喜EDG！
因为不加油的都神隐了
赢了吗。。。
瞳夕是不是又整了。。。
哇
NB
edg进入决赛
再来亿遍
我们是冠军！
恭喜edg
极粉前来祝贺过年
狗都不吃
恭喜edg
、
恭喜edg
66666666
骑士归来
恭喜EDG
EDG牛逼
再来亿遍！
爱妻
爱妻
可爱
不好吃
锤石是个身板挺脆的硬辅
想吃中国风应该吃中餐​
SKT？？T1！
怎么不吃一口啊
你们做不了赤膊啊
吃剥会不会
电一老年ADC恭喜EDG
恭喜EDG
牛啊EDG
恭喜EDG
恭喜EDG
拿不到冠军做什么都是错的
预言家刀了
edg牛逼！！！！！！！！！
五个了
恭喜edg
恭喜edg
恭喜EDG
ban 盲僧
11月1号下午俩点，1.6W人
edg夺冠，我木雕奖杯
前方高能预警
再过来鞭尸，哈哈
可爱
看了就饱了（狗头）
什么怪味
当时不敢看，事后看的爽！
可爱
保护 我方解说 伞爷
.36.
恭喜EDG
恭喜EDG
瞳夕该减肥了
姐姐真漂亮
世界亚军你们好
EDG牛逼！！！！！！！！！！！！！！！！！！！！！！！！
恭喜EDG！
不吃
SKT G2 DK 还有谁？
可爱
可爱
瞳夕超可爱！！！
汉堡就快比肉夹馍小了
淀粉出息了
锤石是软辅吧，反正我的扛不住
恭喜EDG!
这弹幕是实时的吗？兄弟姐妹们
我还以为=不是
各位千万别点，后悔了
今天会有一只新俱乐部加入，那就是EDG
给我冲 edg
滔博让二追三
直播不敢看回来看回放
恭喜EDG！
少吃这种东西，多吃家里烧的饭菜不香吗？嘻嘻
？？？
恭喜EDG
明凯你看见了吗
鸭鸭
edg牛逼
恭喜edg
恭喜edg
EDG拿冠军，我 撒尿给倒立洗头的人当洗头水
EDG拿冠军，我 撒尿给倒立洗头的人当洗头水
不破不立 干！
车迟
恭喜EDG
EDG加油！！
谁先来EDG牛逼
恭喜edg
可吃
过年拉
最少是亚军啦
恭喜edg
狗都不吃
恭喜EDG
6666
瞳夕瞳夕我的爱妻
知道结局的我一点都不慌
恭喜edg
免费头像在向我招手
嗷呜
1.7w再看！！！！！！！！！！！！
买了，今天打窝爆护了
可爱
nb！
三年单身，换EDG夺冠
韩国内战 看点在哪
伞皇啊
吃了可以暴打秀妹吗？
硬辅说的不是先手辅助吗
功利奶不可取
恭喜
、】】
恭喜EDG
冲！！！！！！！
我不看就赢了
国足夺冠了吗
我最后两把也没看，前天skt最后两把没看输了
恭喜EDG
“
恭喜EDG
777777
恭喜edg
666
edgnb
恭喜EDG
这个就是伞皇吗？
可爱
没试过不知道好不好吃 但是确实可爱
我不能看到棒子赢 看到就好气
EDG太牛了
慢慢欣赏
極粉恭喜淀粉。。極粉表示常备速效救心丸 昨天全程看得直播
味道却....肯定一绝
lpl冲！EDG冲！
恭喜EDG
牛逼
可爱
打到第五局都是lpl荣光
恭喜EDG
泡菜味吗？
恭喜edg
恭喜恭喜
EDG牛逼！
we
第一句bp空降 18：30
11月1日1.8W人看回放？
恭喜EDG
大乌龟
恭喜EDG
edg
我其实还好
恭喜edg
KID
胖嘟嘟的童汐
五个了哈哈哈哈哈哈哈哈哈EDG也做到了
牛批
1.7万一起看是认真的吗
味道却哈哈哈哈哈哈
离谱，过万人在线
EDG牛逼！！！！
恭喜EDG
阿P：你礼貌吗？
锤石是个身板脆的硬辅
。。
看了无数遍了，精彩，希望走到最后吧！
不好吃其实
在呢
恭喜EDG！！！
7777777
这个大再往左一些就很完美
LPL
好家伙又刷满5局
恭喜edg
DYS看完再来这里感受一下不一样的味道
恭喜edg！
1号晚上1.4万+
小姑娘是谁
恭喜EDG
666
恭喜EDG
请问是过年了吗
恭喜EDG
恭喜EDG进入决赛！
游戏里开背
恭喜EDG
EDG加油冲冲冲！
瞳夕瞳夕我的爱妻
恭喜EDG!!!
edg 加油！
现在五个了
edj牛逼
弹幕是实时的吗
帅
恭喜
过年好啊
恭喜EDG！！！
《为什么你他妈不ban皇子》
400w报道
edg牛逼
恭喜EDG
牛壁
马上就有第五个了
不破不立
二刷三刷的来
恭喜EDG！
牛逼
牛逼！
66666
EDGNB!!!!!!!!!!
恭喜EDG杀进决赛
我看直播都累了。更不用说打满五把
edg牛逼
肯德基？no thanks
断剑重铸之日，骑士归来之时
恭喜EDG
来看回放！
777777
童汐真的好粉嫩啊
.
《焦灼》
edg nb
正在吃
恭喜lpl
1
Rng 前来祝贺！
可爱
？？？？？
EDG决赛加油！
七七七七七七七七七七七七
游戏体验卡有个der用
keai
水电费
哈哈哈
edg牛逼
恭喜EDG！
恭喜EDG
EDG加油
恭喜EDG！！
加油
恭喜EDG
恭喜EDG
恭喜恭喜
瞳夕我老婆
瞳夕老婆
//
现在五个了
777777
可爱
可爱
咦
不吃不吃
不吃
现在五个了
EDG牛逼
可吃
汉堡可爱，瞳夕可吃！
可爱
可爱
可爱
爱吃
绝绝子
李哥太老了
5000+在看？
德云色的回访在哪里看
EDG第五个！
？？？？？？？？？wocedg盈利
瞳夕是不是胖了
牛逼
喷射战士
+
恭喜EDG！
恭喜EDG
恭喜edg
今天就第五个了！！
有一点咸 但是辣味还行 肉挺厚的
你们这些狗六的害人精
7777
断剑重铸之日，骑士归来之时！
。。
恭喜EDG
7777777
77777
恭喜EDG
图片仅供参考  
口味中国风。。。
你想不要要呢？
恭喜EDG！！
666
让Khan带着遗憾退役！！！！！！！！！！！！！！！！！！
可爱
77777777
味道却？？？什么？ 说啊！
恭喜edg
恭喜EDG
弹幕呢
恭喜EDG，EDG永远的神啊啊啊啊啊啊啊
恭喜EDG！
恭喜EDG
不破不立
重温一遍
意想不到
ming太离谱大招不去给没大的奥拉夫
11月3号晚上8点，3000+朋友们好
王记得话还是最多的
7777
77777777
胖啊
恭喜edg
错过直播的我来看回放了
伞皇做解说了？
起飞
不能吃辣哈哈哈哈哈
.
不好吃
绝了
牛逼
不破不立
我只是只是凑个热闹哈哈
edg牛逼
依旧是那么的拘谨
依旧是那么拘谨
。。。。
太难了
EDG干爆DK！！！
都在认真看呢
4
可爱
恭喜EDG！
恭喜EDG！
恭喜EDG！！！
509.1W！
弹幕好少啊 是不是我看回放的原因
锤石没护甲成长，很脆的
可爱
错过直播回放回顾。
可爱
可爱
网路
看看
EDG牛壁
淀粉集合！恭喜EDG
小伞很大
小伞很大
恭喜EDG
EDG牛逼
样品仅供参考的不能吃
哪四个？
恭喜EDG
恭喜EDG
恭喜EDG！！
EDG
edg夺冠我倒立洗头
恭喜edg夺冠！
。。
被迫营业
s1mple会上场吗
这就买！
otto在这都吃了
恭喜EDG
恭喜EDG！！
恭喜EDG
EDG！！
+
加油
恭喜EDG！@
恭喜edg
确实打满了
恭喜EDG
恭喜EDG
EDG！
难吃
LPL真的忍了太久了
已经买了100箱了 孩子很喜欢 
33
恭喜EDG
恭喜EDG！
恭喜EDG！！
可爱
可爱
可爱
不好吃
我预言EDG3：2拿下冠军
EDG牛逼
EDG！！！！！！！！！！！
难吃
加油
edgnb
EDG牛逼！！
..
","
EDG加油
恭喜EDG！
恭喜EDG
可爱可吃
666
clearlove7
加油
恭喜
2000+
牛壁
EDGnb
niub
当然了，加上这次，SKT才一共输过3个BO5
可爱
恭喜EDG
恭喜EDG
恭喜EDG
可爱
测试
恭喜EDG
买了20斤，孩子撑死了
EDG牛批！
马上决赛了，来看下，我现在EDG冠军
徐岱荣别玩了
加油加油加油
18:37
没办法，它给的太多了。。。
通过隔壁宿舍的欢呼，我知道赢了
蓝吃
过年了
EDG是冠军！！！
冠军了啊 啊啊啊啊啊 a
冠军
不破不立 edg牛鼻
我们是冠军
我们是冠军
edg牛逼!!!
恭喜EDG
我们是冠军
夺冠了回来再看一遍
恭喜edg~！！！！
EDG牛逼！！！
夺冠的回来看
冲冲冲
我们是冠军！
刚哭完没力气了
恭喜EDGS11总冠军！
我们是冠军！！
恭喜EDG   我们是冠军
EDG牛逼
哈哈
恭喜EDG
我回来了 EDG NB
回来温习
我们是冠军！！！
我们是冠军！
123
垂死病中惊坐起，冠军竟是EDG
回来重看了
我们是冠军
我们是冠军！全球总决赛冠军
edg牛逼！！
我们是冠军！！
恭喜EDG！！！
EDG牛逼
EDG牛逼
+
*4+65
EDG，牛壁
在这呢
夺冠了，但凡食品赞助商的东西都吃一遍
这不整一个吃
EDG牛壁
77777
再次观看
牛逼!!!
87777
7777
我们是冠军
nb
回放看起来
恭喜EDG
我只吃金拱门
好吃个p
我们是冠军！！！
恭喜EDG！！！
夺冠了回来考古
EDG
EDG牛逼
我们是冠军！
贵……
可爱
一场没看只看了总决赛
EDGNB
恭喜EDG
恭喜edg
再来看一遍
我们是冠军
EDG牛逼！！！！！！
夺冠以后，我才回来看的
恭喜EDG！！！
这啥味道?
鞭尸队集合
EDG牛逼！！！
我们是冠军！冠军时代不请自来
牛逼！
恭喜edg
总决赛传来捷报，我们是冠军
总决赛传来捷报，我们是冠军
今年除了三比零，其他的全是第一把赢的队伍拿下了
EDG做到了两次！
EDG牛逼！！！！！！！
我们也2:1翻盘！打满5局
这么多人吗
赖复习两个bo5
EDGEDGEDG!!!!!!!!
合影
EDGnb
EDG夺冠！！！三刷这次总决赛EDG所有比赛
EDG夺冠了！
edg牛壁！
已经夺冠，重温经典
我也是错过了，来看回放
哇
爱妻瞳夕
可爱
恭喜edg
马上就要第五第六个队伍了
没吃过kfc
我们是冠军！！！！！！！
EDG牛皮
哇，妹子漂酿啊
妹子腰有点粗哟
DK也会被翻盘！
味道却
今天也是，决赛也是
淀粉集合
可爱
EDGNB
EDG
伞皇如释重负
我又来看回放了
半决赛叫做《为什么不办皇子》
杀尺帝！进决赛！！！
决赛也是
看完冠军赛过来看回放的
断剑重铸之日，骑士归来之时！
断剑重铸之日，骑士归来之时！
决赛也是
鸡腿堡不是卤叽叽？我不是很认可
伞皇
决赛也是
牙膏厂
这小姐姐啊，这么可爱
恭喜EDG
EDGnb
所以EDG是第五支队伍，也是唯一一支总决赛失塞点情况下拿下总冠军
李哥累了，年纪大了
好吃的
真美+1
奥尔良鸡腿堡才是永远的神
what's up
bgm是啥
好了好了好了
我们是冠军！！！
rng不是第一把赢了？不还是输
跪求背景音乐！！！！！！
恭喜EDG
今天也是
《可靠》
决赛也是
bo5训练不够
弹幕被清了
没想到还有这么多人
大早上都有人
就TM你是2号种子？
牛莉
味道却……噗哈哈哈哈哈
版本答案勾叉叉勾勾
这个bgm是什么呀？
穿越回来上嘴脸
可爱
可爱
可爱
好吃
预言家
ig？
我们是冠军！
为什么不ban皇子
哈哈哈哈我好喜欢小伞
爱妻爱妻
好尬呀
G2：？
今天也是，决赛也是，edg bo5的神
别吃别吃
兴奋
冠军是KFC
可爱
虚空冠军皮肤是吧？
7年淀粉5场直播全看完
可爱
