这卡得绝了
王后好像用魔法是有副作用的，之前使用要喝回复药剂
她说的这个士兵是说了王子的坏话
她甚至专门学了手语
22小时
不翻译细节
波奇的亲妈对波奇也好好，可惜
破防了
破防了家人们
最怕剧情发展成，二王子戴达弑母
他一定会成为最伟大的国王，对吧！
王后她只是想保护他，平凡快乐的活着就好
好可爱
皇后只是想让王子安逸的平安的过完这一生
炮姐的声优
早就学会了，只是不能表现的和王子太亲密，其实很好懂啊，为了王子好
对，被诅咒了
一直会nm，没看别bb好嘛
再来一次呜呜呜
亲妈一般没这个耐心
为了不伤他的心
心一颤一颤的
破防
泪目
治愈，撒花
确实是一个母亲对孩子想做危险事情的时候严厉的管教
当妈可真难啊
画风越纯，剧情越神
是后妈，可后妈不是贬义词呀
这部动漫是唯一做到让我一集哭一次的 
这番不出个几百集很难收场啊哈哈哈
玩个蛇
皇后可是前牧师呢
饼干是后妈做的
她的手语真的很快啊
不是为母则刚，是因为善良。
手语快说明她真的想和孩子沟通
呜呜呜
呜呜呜(┯_┯)
除了那面镜子，那面镜子有孩子吗？
很此时越好，越难想象后妈离去的时候，王子会如何
真不错
别刀了，卡克妈妈
超爱后妈
后妈好漂亮
真的想哭
是的，被诅咒了
他太弱了，这相当于一种保护吧
这一段属实破防了家人们
啊啊啊我也要后妈！呸呸呸
好可爱
开司的那个你是真的……
看就对了
其实只是过度保护
因为里面是黑影↑
我不行了，破防了
哭死我得了
这里跳下去我感动要哭了
臭B站真懂我口味，为什么要买这个 
英雄的母亲往往也不希望孩子成为英雄，因为这意味着承担风险
因为后妈王后职业是僧侣，所以会有爆衣来展现力量
蹂躏这条蛇
这里虽然说了狠话但是不让手下手语翻译，只是没想到他能读唇语
她毫不犹豫地跳了下去
国足的那个恶心不恶心？这是日本任务
霸权社十周年纪念作品啊！怎么可能差？
呜呜呜呜呜呜呜呜哭死
其实在保护他吧，他不合适
‘’本能‘’
‘‘抱抱’’
草我又哭了
想想你会臣服于一个聋哑孱弱的国王么？
为母则刚的写照
只不过是刀子嘴豆腐心罢了
牛顿看了这部动画心满意足的盖上棺材板 doge
侏儒症男主
我提议把《后》字去了，直接改成《妈》
有魔法也治不了残疾吗？
人生的几大错觉：她喜欢我。
这番出几百集，就不会成为神作
这里破音了 想起来我脑袋磕出血那次我妈妈也是这么叫我的名字跑过来 我好想她啊
虽然国家排名第七，但是伯斯王武力是第一啊
这个是真的没想到，但是又在合理之中
这速度换个番少说上忍了
皇后爱了爱了
呜呜呜呜
错了，没有丝毫反转，因为我从第一集就被告知皇后是大好人了。
她想永远都把他保护起来，但是他在慢慢变强大
就是片尾曲
纲手
从没觉得讨厌，因为歌曲最后小王子的后面站了很多人，都是他的依靠
速趴赛亚人
国王和恶魔做了约定，才生的小布丁
看一集哭一集
哭了
是很漂亮
救护
守护全世界最好的希琳
成熟点的戴达更合适
炮姐式傲娇
不要对后妈这个词刻板印象
给我哭！！！
bgm是这个动画的ed
哭了
她这样是在做一个好妈妈，妈妈当然不忍心自己弱小的孩子承受那么多
民众不服他
蛇蛇我的蛇蛇
迪士尼你学学如何塑造后妈
在漫画有更多描写，这一段我个人还觉得挺可惜的，毕竟篇幅问题
迪士尼你好好学学怎么做后妈，我霸权社只演示一次。
我还以为她这里举手是表示胜利
，1
不科学第一集王子飞檐走壁，这个为啥绳子下来
看到她毫不犹豫跳下去的时候眼睛突然就模糊了
当后妈难吧，这感觉二王子好可怜。后妈把爱都集中在大王子这边不嫉妒死
xs
胜似亲妈
都怪他爸呜呜呜呜
破放了呀
二王子弑母的不用担心了，后面剧情没这种破事
牛顿那个，皇冠没掉（手动滑稽）
我的眼泪是那么好骗的吗？
冲弟，玩蛇啊。
暖心版多罗罗？
慈禧可是把光绪毒死了
破防了家人们
首页通知书--------
这个样子确实不适合做国王啊，我们是上帝视角而已
这里拍完后妈就晕过去了 哈哈哈哈可爱死了
泪目了
王妃麦外敷！
对，被诅咒了，卡克也一样，同病相怜
绯红女巫？？
不是为母则刚，是后妈本身就善良强韧
后妈本身又不是贬义词
意识到话说重了
泪目
后妈不是贬义词啊
刻板印象是真的害人
等国王排名更新的日子，好无聊
这个动画的人物都塑造的非常好
有人会服从一个聋哑弱小的国王吗？
继母时候会比亲妈更小心翼翼的呵护孩子
继母有时候比亲生母亲对孩子还要好
呜呜呜
↑懂了，以后所有的后妈都不能有坏人是吧
动画别带入现实行吗，现实的后妈怎么样自己没点数吗
大多亲妈都没有这么耐心
不要见着优秀的女性就急于用她来代表全体
勇者小队的牧师，无敌的
其实是在保护他
后妈是真的好
她好爱他
有点像斯内普
3000+
迪士尼在逃王子。。
泪目
这是日足
我感觉下集要被她儿子弄死了
这波属实剧透
又不是所有后妈都坏的
这个大皇子是聋哑人，身体娇小力量也很小（没错他是大皇子
泪目
真的，本以为是恶毒王后，看完一下子又喜欢起来了
为母则刚
这个吻，可太美好了
外表刻薄其实非常温柔
漫画里后妈为了能和王子交流，专门去学的手语，刚开始学不会，扬言要判手语老师死刑，后来还是去跟老师认错，学了手语
她是位称职的母亲
是说心理年龄小
她在保护他啊
爱归爱，她当时也不知道大王子在装傻，不可能把国家放他身上啊
这就是刻板印象啊，后妈从来都不是贬义词
“用我笨拙的方式偷偷的爱你”
“她也爱你 所以她奋不顾身”
“知道啦 我也爱你”
迪士尼你看看人家
炮姐不会让我失望doge
好治愈
国足个屁，又不是国漫
纯爱战士爆哭
她可以为了你跳下去，那她怎么可能故意害你呢？
超级好看！！！一定要去看呀
王母手语学得快到跟结印似的
番剧《国王排名》
问bgm的你看了吗
破大防
她是好妈妈 QAQ
wc?
泪目
太牛逼了卧槽！
可爱的妈妈
后妈打死也没想到，其实波奇会唇语
这里真的泪目
看的时候真的泪目
破防了呜呜呜
哭了，这得非常善良才能做到，我青年期能这么爱身边人，成年后却做不到。
剧情越纯，道理更深
刀子嘴豆腐心
骂老师学会手语
hh
上课在打挥舞手只有自己能看懂
真就心满意足的盖上棺材板
三秒钟破房
这比亲妈还亲
谁让我想起了火影忍者
已经泪目
结印
BGM！
蛇没死，这蛇老厉害
名场面
破防了 看的时候明明都够难受的了
二
妈妈！！
这里太高了飞不下去
戴达能弑母？当我王妃之盾吃白饭的
ed oz
妈妈妈妈！
ff
看到她会手语就知道她不简单了
前面那个胜利的笑死我了哈哈哈哈
治好伤反手一耳光太真实了，无需过多言语，一个母亲的形象树立地鲜活立
不知道这个母亲后面是不是会死
戴那就目前来看有些暴君的倾向
蹂躏这条蛇
哪里一直就会手语。。专门为了孩子学的好吗
可能是无法治愈先天疾病
真好，他有两个好妈妈(ಥ_ಥ)
看哭了T﹏T
透过现象看本质
草蹂躏这条蛇哈哈哈
好治愈
吆你脸红啦
爱你，妈妈
吓得我赶紧又看了一遍
国足之光那个，我眼泪憋回去了
大车
炮姐当妈
哭死啦救命
泪目了
是后妈发起皇宫里的人学手语的，她是最早学会的
细节，只有皇后的手语能跟上正常讲话的速度
一切反套路
笑着笑着就哭了
十月我最爱的番
被剧透了
学了手语就很好
德鲁西也是真男人
这里我真的惊呆了
我是因为这一幕王妃奋不顾身跳下去，才决定追这个番的。
没有一点犹豫就跳下去了呀
漫画里还边喝难喝的回魔药水边给波子治疗
谁告诉你后妈就不能好了？？？？虽然少就是了但事无绝对好吧
如果不喜欢他怎么可能会学手语 一开始说他就能听出来 语气是关心的
我看过这个，本以为这个女生跟坏，可没想到结局。
这电视剧叫什么名字啊？好想看。有知道呢吗？能告诉我吗？
迪士尼教坏小孩
？？？
离谱
洗白个p啊漫画都出到中后期了希琳王妃一直都是爱着波奇和戴达的
不让他当国王是想保护他
嘴上说着麻烦，可是你还为此学了手语啊
好妈妈！
百万！
血缘关系并不能代表什么！感情才是最重要的！
破防了
几乎是毫不犹豫就跳了
大无语，关人家迪士尼什么事，不是天下的后妈都像这里面一样好好嘛
bgm太大声了
做得真好，反正被感动到了~！
主角团看样子是全员好人，漫画进行到现在就墨镜和伯斯王有问题，但感觉他们也是在布局想干什么。
这个后妈有啥私心啊，就是单纯的认为大儿子能力不行，想让他活得快乐，希望弟弟这个正常人努力照顾哥哥
又要我哭一次，up我谢谢你
真好
bgm永远的神
漫画很好看
泪目
破防了家人们 呜呜呜
守护全世界最好的后妈
失去了臂力的巨人
跟紫罗兰一样治愈的番终于再一次出来了
最爱
 Bgm就是这部番的主题曲。
学会手语了，之前有人翻译的
看到这里我泪崩了
这一幕可以说明刚之前还是不知道王子是聋哑。
传 说 中 的 超 级 赛 亚 人
还是很感人的，这个女人为了保护男主才这么做
她没想到自己认可的二儿子反而违背自己本来的意愿
刀子嘴豆腐心
为母则刚
原来这个蛇原来这么小，它吃激素长大的吧
漫画里王妃准备饼干的时候偷笑的
因为她知道大王子喜欢吃这种饼干
噗
哈哈哈哈哈
踩迪士尼的脑子是什么构造？
一定很舒服吧
B站正在连载，快去看！
细节：王子所有落泪都没有正脸
有些日漫看到
亲娘发言 说你啥不行时句式通用
曹，本来眼泪都下来了，国足之光把我整笑了
过度保护个p，看到后面就知道这决定太正确了
还学会了手语
你脸红个泡泡茶壶
医 疗 忍 术
全程剧透 ，没看过的先看原番
包里有卡克
搞半天皇冠能取下来
呜呜呜～想哭
泪目了家人们
最后一下蚌埠住了
这剧片尾曲我觉得真的厉害，听了两句，差点流泪。
只有皇后至始至终都是好人，反转挺多的。
妈妈我爱你
这就是妈妈
迪斯尼的后妈和国王排名的后妈
国王排名冲冲
王妃以前和皇后是相识以后会讲到的
吹爆国王排名！
她那么得注重礼仪，却在你有危险之时不管仪态，就这样，奋不顾身地跳了下去
主要考虑波奇听不懂容易被弄成傀儡
二皇子被魔镜古惑其实也是个好孩子
剑之勇者才是真垃圾，后妈看错人了
好快
呃呃呃，波奇比他弟弟至少要大3岁以上，不可能一直哄着吧
皇后其实很难受
史上最好后妈
这条蛇是记恩的
看过漫画了，表示可以一直放心看，有小虐，但不会刀
我要再看一遍第三集
预感下级便当
人物都挺立体的
我天，，这，，我错过了什么好动漫，，我要补回来
养养在看
已经开始哭了
神特么意大利炮
求求了别剧透
bgm你把动画一分钟不跳就知道了呀
前面的，观察很细致哦 点赞！
用心了
希林很漂亮
这个毫不犹豫跳出去的场景给了我的眼睛重重的一拳，这是我从没见过的爱
马德我又哭了
别问了bgm是 ： Oz.
泪目了
爱了爱了，好感动
爱了爱了，好感动
谁说后妈就一定要坏的呀…
其实是在保护他
金发多傲娇
为母则刚也没必要皇后本来就厉害
我喜欢这个王妃，希望她不要领便当
这蛇都快成妖了，王子还没变化
前面说打拳的 脑子里只有打拳是吧
后劲很大
爆衣撅了
不按套路出牌的迪士尼
致敬长发公主？
卧槽三头蛇？
神tm国足之光
看哭了……
不是每个后妈都很坏，我后妈就对我很好
我本是泪目，国足之光笑到我了
泪目，迪士尼还是不按套路出牌
她亲儿砸也是小孩儿  
奶妈爆衣啦
鼻子，鼻子戳到了！
继承了要成为容器
希望王后一切安好
王后死了的话就很难受了
裙子终于不是反重力的了
弹幕笑死我了
再来亿遍
守护全世界最好的后妈
不用怕王妃出事，王妃之盾简直靠谱的不行
十月霸权！！
刀子嘴，豆腐心。
为母则刚
我前面都忍住了唯独那一吻泪目了
好暖
最强奶妈
最强奶妈
后妈后二王子都很温柔哦
我愿称为最强奶妈
国足之光那个我都快哭了给我整笑了
炮姐啊
后妈只是个名词
温柔蛇蛇
还有漫画？
因为小黑
而且王后是唯一能同声翻译的，别人都有些延迟，王后手语很熟练
这里泪点太多了
后妈也是妈
这些蓝色的瓶子装的是回魔药水，非常的难喝
好可爱的后妈
张雨欣我喜欢你！！！
从见到孩子第一眼就开始当自己孩子
原声大碟
主角就是把一切都憋着，内心里只装着母后，母后就是最重要的人 被最重要的人这么数落 很伤心吧
和国足之光什么事（笑死）
记住这条蛇。
AaccompanyZ1300
佐藤利奈子常配外冷内热类型哎
破防啊啊啊啊啊啊！！！！
听见ed就直接泪目
天哪泪目了
佐藤利奈哦
王妃学手语了王子开始还是不理她，王妃还怪手语老师没教对
你 好 爱 他( doge )
泪目
皇后后面应该会被刀
跳下去那一刻我哭了 这是亲妈吧！！！
她只是想用自己的方式去保护他
后妈会手语，她学了是为了交流，不然没必要学
又哭了
她其实真的也是为了国家考虑，只能说她格局不够，不是她人不好
这就是母爱
为母则刚
后妈一直到最后都没有便当，神级辅助
这一刻，她是超人
头一次看见爆种放治疗的
看哭了
md，国王不配
家银 破防了
呜呜呜看哭了
healing
老肩巨滑plus
守护全世界最好的后妈
治疗力MAX
二王子某种意义上弑母了
波斯王当年和恶魔订了契约，自己儿子全部力量都在波斯王体内，所以才有恶魔
守护全世界最温柔的后妈
迪士尼的沉睡魔咒不是后妈吗？
十月霸权！！
在哭一遍
我从这破防了。
解释一下，王后治愈是可以源源不断的，但是会累，这种爆衣就是比较着急的全力治疗，所以才会晕倒
好可爱
我爱她
鼻子越来越长了爆哭啊
这把迪士尼的继母设定摁在地上捶
只有妈妈才会预感到孩子会出事
上一次摔到腿，我没有和家里说，我妈就打过电话过来了，我一下就哭了
泪目
后妈也是妈
她真的毫不犹豫
剑圣也不坏哦，这个番几乎是全员好人，可能除了波斯王和魔镜吧
她毫无犹豫的跳下去呢
太好哭了
童话般的世界，哭了
我不管，这就是亲妈
善良的国王
这谁看谁不哭啊
越看越想无痛当妈
直接三连，话不多说
谁tm说的国足之光的我笑死
救命
手语速度都快赶上卡卡西结印了
生气又不舍得打
哭了
刚刚进王宫的时候后妈不会手语的...
弑母是吧 艾伦是吧，刚好声优还同一个人 都不用换 直接上
对的  一开始以为是恶毒皇后那
"在已知的条件下,无论从任何角度看大皇子都不适合,"
施术让王子说话
有正脸好吧
愚蠢的臣民看到王子弱不禁风，便觉得他不能成为王
正如我们看到后妈，就觉得一定是恶毒。
-
来了来了
泪目
.
哭没了
他枕头边上是不是那条蛇。。
泪目
kvk
挂印封金
太善良了
踢蛇的动作漫画里更搞笑，直接踢飞了
正常人来想   一个聋哑的小孩去当皇帝确实太危险了
母亲都是这样的，一直把孩子当小孩
便秘疗法
太好哭了吧
为什么要哭
一直都会，在下人面前自己不做手语而已
看完漫画，觉得这个后妈好好啊
可恶啊，看了2集去把漫画追完了。。。
破防了，我妈妈一定也会这样
亲妈也是保护王子而死的
呜呜呜呜呜
破防了
Yama
破防了
其实戴达是弟弟
妈咪！！
肯定比国足强
为什么小孩子能玩蛇？
问BGM是什么的肯定把op跳了
可是理由呢
其实她的意思是:外面那么危险，你那么弱，受伤怎么办
深有同感
聋夫与蛇
要是我也有这样的母亲就好了
蚌埠住了
泪目
泪目
别虐她们两母子好吗，作者求你了！
剧透一下，就目前漫画进度来看往后纯纯好人一个
翻译：如果在这里不开心就去姥姥姥爷家玩吧
整个一大破防给到
后妈很爱大王子的不输给小王子 真的是因为太爱他 才不想他继位 
刀子嘴豆腐心
这里笑拉了
总有人偷偷爱着你呢
裂空座！！！！！！
知道了，我也爱你
众所周知纲手经常教人医疗忍术之类的
这条蛇本来就受伤了 不是王后踢的
不得不说 ，你这是在剧透 
为母则刚
蕾姆
好喜欢王妃
这就是妈妈吗
她在用自己的方式保护这个儿子。
后面的剧情你猜不到
只是后妈觉得他不适合当王，不是不爱他
泪目了
怕是二王子不是真的，是魔镜变的
国足之光可还行
0V0
都怪他爸！！！！
这里说过头来
BGM:Oz，就是这个番的结尾曲
王后治疗魔法天花板，只要没凉透都能救回来，就是消耗大量魔力
单单只是小王子身体太弱了一个理由，在这里以战立国的国家，根本不能聚拢民心
再来亿边
后妈为了王子甚至学了手语
王妃有事我必寄刀
看哭了
奥特之母
喜欢这种不加奇怪滤镜的
破大防了，家人们
亲妈也不过如此
他不是小孩子，他已经成年了，只是身高有缺陷
唉
从后妈不会手语到熟练的飞速手语就能看出这绝不是一个恶毒后妈
萨安的萨了提
国足之光笑死了
真正的爱永远无法用语言表达呢
其实现在很多后妈都不坏的，我生母是我哥哥的后妈，对我哥不要太好，他开公司把钱都给他挣了钱一分不要的那张
3
这是明目张胆的爱了吧
两个人都太可爱了 我能看这个视频看一天
国足之光你赔我饭
嘴上说的很狠，实际上手语熟练的不行
漫画这里是咬屁股了2333
这个连衣裙好好看
默默的付出 严慈的母爱
王妃是怪女仆没教好她手语，但是女仆哭了，王妃马上就鞠躬道歉了
每次听这个bgm都感觉像紫罗兰
拥有至纯至善的治愈术，人又会坏蛋哪里去呢
卧槽
漫画里面咬的是屁股哈哈哈哈哈
啊啊啊啊啊啊啊啊
寿元终
我快哭烂了
这里敢跳下去 就知道有多爱波奇了
其实一直被否定也挺痛苦的
泪目
大臣里但凡有一个二心的，主角当上国王都活不到第二天
暴力奶妈
♛●        ●'''          '''    ╲╱​
奶乎乎的好可爱
原来当初王后不让他继续翻译是因为她能看得懂
哭了
呜呜呜呜哭死我了
想都没想就跳了
这段是真的直接哭出声
这蛇可牛了，后来单挑好多魔犬
后面有回忆，超感人
泪目
蛇:“老子歇逼了。。。”
希林怎么可能教出坏孩子呢相信要妈妈
真不戳
好感人，看到王后这里我哭了好久
我也想他平凡快乐
这个爆衣属实没料到
哭死我了
这一段音乐，，
你币有了
泪目
为什么这个剪辑像是回顾王妃的一生
全员好人
为母则刚的前一句是女子本弱哦
呜呜呜这个视频太催泪了
"""知道啦妈妈 我也爱你"""
泪目了
本来要哭的，结果来了个国足之光给爷笑死了。
死去的国王要夺取新王的身体
她只是用自己的方式爱着他
两个都是小孩，只是因为他太弱了，没有变强的可能
这番后面绝对有刀！！！
真好的后妈，慈爱的好母亲
破防了家人们
qaq
戴拿 你要快快长大 好保护哥哥哦
想破我防是吧
眼睛里进沙子了
你真的好爱他呜呜呜
敏捷和毒抗都点满
我好像知道为什么弹幕这么少了 都哭的眼泪模糊了
为什么是笑着下去？
其實后媽說得沒有錯
其實后媽說得沒有錯
我要成为 那孩子的妈妈
当时看的时候，就给我哭屁了
都是对他的爱啊
太好哭了呜呜呜
多次循环
这手语熟练的让人心疼
白雪公主：喵喵喵？
不让波奇继承王位是想保护他，现阶段的波奇根本无法胜任国王，就算戴达不是明君也比他更适合
在小时候救卡尔的不会就是她吧
healing
这里真的很感动
傲娇的炮姐
"这部番人物设定挺神奇的,你以为的坏人全是好人"
还是同意了
哭死我了
又感动又好笑
感动居然码了虫子！
王子和双头蛇是好朋友
哭死了
破大防
这个后妈真的好喜欢，刚开始真的觉得她是个恶毒的后妈
这个妈妈真的很棒
快更新啊啊啊
音乐也很应景都是佳作啊
漫画后妈没有刀
这基本还是童话
后妈是超善良的人啊
当场泪目。
忽然颤动。
裂------空--------座----------
天哪破防了
泪目
破防了
这才是小孩子应该看的童话！
@武磊 学一下怎么射门
别剧透啊 兄弟
我妈就是我两个姐姐的后妈，兢兢业业。
不知道为啥会想到那首歌，尽管我们手中空无一物
蛇蛇是好蛇，后面有说
刀子嘴豆腐心的王后好可爱
最怕看这种番了
就硬洗
爱有回应多么好
泪目了家人们
开始哭了
我又相信童话
恶毒，恶毒在哪里？
帅气继母
她的手语是唯一能跟的上语速的
佐藤利奈
泪目
这或许就是这番的魅力了吧
她必须表现得狠心才可以保护想保护的人
烦不烦啊天天迪士尼
哈哈哈哈，爆衣
爆衣高能 帅爆
这个番不能用单纯的好坏评价角色
其实每个人都有一个默默爱你的人，要用心去发现
这一集，完全被王妃治愈啊！
毫不犹豫跟着跳下去
高高举起，轻轻落下
她意识到自己话说得太重了……毕竟也只是个孩子啊
学治疗魔法的人 能坏到哪里去
后妈不一定都是坏的，只是是迪士尼的后妈给我们留下了深刻的印象，请不要说什么胜过亲妈
破防了
不必翻译是因为她特地去学过
破防了QAQ
在外面还不好意思哭
我看了n遍，我哭了
鼻子的长度已经暴露了
泪目 破防真的是没有理解妈妈和爸爸对我的好
说明国王看人很准
她真的好温柔
突然爆衣，与其格斗！
开始在哭了
呜呜呜呜呜呜呜呜呜
我都没有看过这部番，我都要泪目了
妈妈就希琳，对应英文healing
泪目
不是所有的后妈都是恶毒，也许她只是用自己的方式去爱你（狗头）
她不是童话里的后妈，却也是童话里的后妈​
为母则刚
主少国疑懂不懂？
她这一跳，真的爱上了这个后妈~
注意一开始王妃不会手语的 需要人翻译
治愈之前要喝很多很难喝的药
泪目啊
泪目
终于看懂这里为什么不要翻译了
感觉已经超过亲妈得程度了
知道了我也爱你
王后的名字是治疗的音译，可以说很符合角色的定位了
尼玛，开头光听bgm我已经哭了
再见了妈妈今晚我就要远航
可以TwT
一开始我以为就是恶毒王后和儿子残害善良的王子的故事，看着她奋不顾身往下跳，我惊呆了
哭着哭着就笑了
一看到这个画面就忍不住泪目
太好哭了
看过了漫画的好想剧透...
亲妈转世
二王子敢弑母就给作者寄刀片！！
昨天看才两万赞，一天涨了这么多
国足之光那个你站住2333
《又菜又爱玩》
求BGM
说国足之光的你给我站住！还我眼泪！！
aile
爱了
超爱看的，画风简单又治愈
话说回来，啥时候才能见到卡克呀
“我认为这孩子没资格当国王”=“我想好好保护这孩子”
这个剪辑是真的好
可是那些恶毒的话不也是他说的
牛顿:我笑着笑着就哭了
甚至把手语练得跟上说话
刀子嘴豆腐心爱了
能不能别用为母则刚这个词。。。
大家好，叫我阿瞒就好~~~~~
大家好，叫我阿瞒就好~~~~
大家好，叫我阿瞒就好~~~~~~
大家好，叫我阿瞒就好~~~~~~~
这个视频明天看几次
会治愈魔法的不会是坏人
失去力量的巨人
猛男落泪
如果你可以 她还真让你当
唉唉唉
哭了
前面说皇后的真恶毒的，笑死我了
是妈妈啊
王妃对亲儿子都没这么好
1+-+0
他哭我也想哭
她居然会手语
亲生
这里看得出她真的很爱这孩子
也太强了吧，还会魔法，又有武力值，又善良，干脆你当国王好好保护王子们好了
这里和漫画比改了
后妈不一定都恶毒，亲妈不一定都很好，不要太刻板印象
太亚撒西了王后
Healing~治愈
德三确定了↑
牛顿欣慰的盖上了棺材板
这里卡克在背包里救了王子一命！？
她可能是为了保护他，只是方式不一样而已
这是我看过最好的母后了
王妃对大王子保护过度了
她只是一个拼了命想保护孩子的母亲
怪不得要请佐藤利奈，不愧是外冷内热傲娇专业户
心好痛
为啥王后越来治疗越费力了
细节：后妈毫不犹豫跳下去
王子不是对所有人都是坚强的笑脸吗
爆气放治疗
草看哭了
女本不弱，为母更刚
她本身就是个心地非常善良的人 后面的剧情会逐渐丰满她的人设
王妃是真的幸苦 更别提还是后妈
妈妈……TT
只有国王我觉得很渣 看后面剧情怎么说
在她说出那句兄弟相残很没意思的时候，我就觉得她没准是个好人
只在妈妈面前哭
那条蛇长到那么巨型
她真的好爱他呀
呜呜呜呜
小天使
这已经不是后妈了，是亲妈
哎，我没充会员就被您标题剧透了
希琳真的是人间宝藏
心……促使她跳下去的吗
泪目
人被刀久了都不敢相信糖了
看哭了
泪目了
确实
泪目
还我眼泪呜呜呜呜年纪大了完全忍不住
果然金毛都是傲娇
769个人们你们好
成功的继承了火之1
又哭了
破大防了
太好竖了
呜呜呜
画质感人
泪目
她的手语可是能跟上正常交流语速的
这一条，亲妈不过如此
跟着跳下去的瞬间破防了。。
黄字的那个，这种故事里100%
卡卡西：？
注意：皇后的治疗术，是消耗自身的体力
这样的好老婆到哪找啊？
炮姐
亲生的也不过如此了
奶妈开大了
这样的确实不适合
二五仔必死
@静默随风丶 好感动wwww
恭喜
恭喜突破百万
这后妈，
后妈是褒义词，某些坏人让这个词变坏了
他一定是最伟大的王
就更新了3集，能让你哭2级的
后妈说感觉再也见不到男主戴达了，感觉后面要出事
哈哈哈哈好合理 破防了
这是三头蛇你没看见那条蛇的中间那个头断了吗？
你是朱厚照吗？
这一刻，她是超人
“虽然用错了方式，但妈妈还是很疼你”
BGM：OZ
my！baby！！！！
哭死我了
破防了家人们
二王子杀妈妈还是不可能的
她是超人！
这里就对应了前面她特别反感没穿好衣服的侍卫那里了
亲妈行为
真希望能够有国语版，让我们的小朋友们看一下，真的，内容挺好的
泪目
这就是亲妈能干出来的事
哭了家人们
她是个好妈妈！！！
ww，是ed！
你永远可以相信佐藤利奈
爱死后妈了
呜呜呜呜呜！
泪目番
老傲娇了
如果让大王子自己出去路上遇到劫匪和什么危险的动物的话很可能那啥所以才不让他出去的吧
剪的太好了呜呜
你有危险，我保护；你有愿望，我满足
她真的跳了 她是真的跳了
一个小孩子能当什么国王，但凡学过历史的都明白这小孩没有好下场吧？
不亏是霸权社
互相结印
我第一次见这王后的时候就感觉不对劲
治愈番别老想着有天坏的人
www
1
就是在保护他，当了国王就要去战斗去排名，怕他受伤，在爱护着他呢
刘辩实名羡慕！
鼻子不怕扎到他吗
呜呜呜呜呜呜呜呜呜呜
流眼泪了家人们破大防了
王后還會魔法？
她一定是一位伟大的母亲，伟大的王后
哭了
泪目
爱了
是不是被治疗了就会变大啊
不是哦，王后的手语是很早之前就学了的
不要把艾伦行为上升戴达啊（什么）
这后妈绝对是estj
曹贼竟是我自己
放心，二王子马上自身难保
好羡慕
泪目
5555
哭了
泪目
她这么在乎仪态的人奋力一跳
再来一遍
中国，以前的小孩子皇帝如何了呢？
好喜欢这种
看见妈妈就想哭呜呜呜呜呜
ovo
超感人
？？？？？？？？？？？？？？？？？？？？？？
傲娇
这部番剧，真实的让正常人感受到残疾人群体的不容易以及坚强的外表下藏着一颗脆弱的心。
