EDG冲啊！
皇杂恭祝edg[点赞]lpl加油！！！[奋斗]
决赛加油
这一天我们等了九年
牛牛牛
edg加油
决赛必胜
不破不立，决赛必胜
恭喜EDG
！！！
不留遗憾
EDG冲起来！！
以为
不破不立，今年s赛必须拿下 ！！！
不破不立！edg加油！
说拉倒的是不是贱呐
加油啊
恭喜！！
牛逼
杀尺帝!
决赛加油
必拿下
皇粉恭喜edg
恭喜
恭喜EDG拿下冠军！
说到不破不立，相信我没有哪只队伍比EDG更破了！（Pun）
爹！
冲冲EDG
杀尺帝！杀尺帝！
加油！
恭喜挺进决赛，EDG决赛给我冲
加油啊
恭喜edg
来啦，国电给我冲！
辛苦了
cool
不破不立，EDG决赛冲冲冲冲冲冲
4强队伍17个韩国人，edg实属排面
7777777
egd冲！！冲！！
恭喜恭喜
决赛加油！
决赛加油，电宝冲冲冲（软粉留）
、
决赛加油！！！！！！
加油！
我把那帮发誓的录屏了，各位记得要言而有信哦
猛猛猛
杀尺帝！
我把那些第五局打的时候发誓的录下来了，大家记得言而有信哦
meiko！！！！！
恭喜恭喜恭喜恭喜
edg你给我冲就完了！！！！全力以赴毫无保留不留遗憾！！此生仅有的机会！
恭喜edg！！！
加油
加油！
EDG真赢了我不敢相信，虽然我把家当都压了你但其实就是一种支持
接下来好好打
edg加油
牛壁了吧
EDG牛逼
拿了冠军再发啊
决赛必赢
冲啊
加油！
冲 冲 冲 
666
恭喜恭喜
恭喜
杀尺帝 进决赛
EDG牛逼
恭喜edg
冲!
封面没厂子，哈哈
加油
嘉文五世！！！！
ED冲冲冲
行
edg加油
加油啊！
冲冲冲
杀尺帝！
7777777的意志
没人记得亚军，我们就要当冠军
冲冲冲
77777777
恭喜
rhgk
恭喜EDG进决赛。
恭喜
加油
不破不立
恭喜EDG！！！
打爆dk
EDG冲啊
冲冲冲！
恭喜edg
恭喜EDG
恭喜edg
7
加油
不破不立，决赛给我冲！！
冲
皇子玩的不错，决赛不要拿了
加油
冲！！！
必胜！！！！！！
EDG加油呀，冲冲冲
记得看小黑板，哈哈。小黑板YYDS
edg冲！
决赛加油！必胜！！！！
你知道冰岛到中国的距离吗？
你是我爹
加油
加油啊
决赛加油
恭喜edg！
EDG加油！
好好打
杀杀杀！
10年淀粉不请自来周六是吧吹爆
EDG夺冠
喜提亚军
小学弟我的超人
决赛加油
edg冲
圣枪哥第一次进世界赛 就进决赛了，加油
干碎dk，让许秀谦卑
银龙骑士 不破不立
银龙骑士 不破不立
银龙骑士 不破不立
银龙骑士 不破不立
s8登峰造极 IG成功登顶s9涅槃 FPX斩获冠军s11不破不立 EDG打破八强魔咒后面接什么不用我说了吧
加油 保亚争冠
7777777
不破不立！
杀尺帝！进决赛！
不破不立
我的妈
加油！！1
彳亍
777弹幕
加油加油
这不是神那是什么？
恭喜
加油
7777
杀尺帝
只剩一个bo5了
给我杀
咬下dk
EDG加油！！
牛逼！！！！！
大声喊出来！EDG牛逼！
冲冲冲
EDG必胜！！！
玛德给爷冲
加油！！！！
恭喜
干死DK
不破不立！！
杀尺帝！
edg能拿冠军 洗洗睡吧一帮青铜玩家 懂比赛吗 去玩你的王者荣耀吧
不破不立！
不破不立
必胜！
电宝加油！
给爷加油
恭喜
恭喜EDG
不破不立
冲冲冲
决赛加油！！！！！！！
edg夺冠直接当场表白
朴泽园怎么不说话
加油edg！！
爹
加油
恭喜！不愧为国电之名！
edg！！继续冲！银龙杯就在眼前了！！！！
加油！冲啊
加油冲冲冲冲冲
赢了赢了
好好想想bp，太重要了
加油啊加油啊！
对面打野可不止有瞎子
EDG牛逼！不破不立！
EDG加油！！！
你币有了！
在现场
加油，成为大魔王的背景板！
加油
加油加油
决赛必胜
加油啊
光宗耀祖了！
EDG不破不立
冲冲冲
恭喜edg
加油！！！
恭喜EDG
不破不立
EDG我的超人
恭喜EDG
放手一搏
骑士!!!
bo5拿下
冲冲冲
给我冲啊EDG！
EDG夺冠吧！！！
恭喜
电宝！！？？
虐杀
恭喜恭喜
冲
加油
edg要是赢了我直接吃奥利给
能进决赛就很好了
不破不立 edg加油！
干碎dk，edg加油！
杀尺帝！
777777
加油
ohhhhh
不破不立！！
给我冲
lck加油
再问一次，为什么不带厂长去
加油加加油加油
骑士精神不破不立
恭喜
再赢下三把！
冲！
雀氏牛逼
加油，我们是冠军！
干碎dk，加油啊
3000+
加油加油
娃娃米勒凡人之躯对抗玄学也是功不可没
EDG加油
加油加油
继续冲 宝
冲冲冲
打完决赛再说 不着急着发
不破不立
不破不立！！！！
我们是冠军
凤凰粉发来贺电
给爷把冠军拿回来！！！
呜呜呜呜呜
恭喜EDG，EDG加油
恭喜！
EDG牛逼！EDG冲鸭！
提前开香槟是吧
3000？？
不破不立！！！
EDG已经是我心目中的冠军了
只希望决赛能放开打，
7
恭喜恭喜
恭喜EDG
加油
EDG夺冠我把点赞的人的名字抄写一百遍
恭喜！
昨晚管大校都不敢怎么说话
尺帝又倒了
冲冲冲!
77777777
冲冲冲
加油
恭喜EDG
恭喜EDG！！！！
恭喜EDG
！加油
必胜！
牛逼
7777777
加油加油加油加油加油加油
4强14个韩国人
edg，决赛给我放开打啊
edg决赛加油！！！
EDG加油
EDG夺冠，高中不冲了
恭喜恭喜
冲呀！
不破不立！
7777777
不破不立  决赛必胜！
决赛加油
冲冲冲
躺着进
Dk要是夺冠了我就继续导
加油加油加油加油
加油加油加油
冲冲冲
总决赛加油！！！！！
中下血妈C
决赛必胜
不破不立！
不破不立
加油
向死而生，不破不立！
冲阿啊啊啊吧
厉害
必胜
冲！！
加油
EDG夺冠
加油！！
EDG加油冲冲冲拿下冠军
bp限制鬼，抓上路可汗
骑士重生！
加油呀，我爱你们！
杀尺帝！进决赛！
把他们干碎！
干爆DK！
打哭徐秀
夺冠了在说你做到了。
加油啊啊啊 
银龙骑士，不破不立
决赛加油！
不破不立
加油加油
加油！！
加油加油
EDG牛逼！！！！！
不破不立，edg冲！！！
吸欧气！
冲
银龙骑士，加油！！！
杀尺帝，进决赛
妈妈爱你！！！
冲冲冲
杀尺弟
不破不立
EDN牛B
EDG牛B
EDG牛B
杀尺帝，进决赛!
EDG必胜！！！加油！！！
恭喜！！！！！！决赛加油！！！！！
加油！
决赛加油！
好好好！
厄斐琉斯可以拿的啊
我们还在等最后一个奇迹
全体起立
恭喜
杀穿dk
干掉！DK！
我室友说你们夺冠他就穿黑丝去辅导员寝室倒立洗头
EDG加油啊
EDG加油！
恭喜恭喜
已经很完美了，放下包袱，享受比赛，期待更完美
加油加油
加油加油
不破不立！
干碎DK
IG粉发来贺电
七!这盛世如你所愿^O^
向死而生，不破不立！
7777777
不破不立
不破不立，干碎许秀
加油edg，干碎许秀
不破不立
大校你哭吧，我们无所谓的
EDG夺冠我这冬天剪个寸头
不破不立！
不破不立！
恭喜edg
牛马
EDG要是夺冠我删掉手机里的全部黄油，从次戒导[doge][doge]反正这么多层楼，也没人注意到我[脱单doge][脱单doge]​
牛笔
EDG加油！！！
继续冲！
Meiko
加油加油
杀尺帝
谨慎相信EDG
淀粉发来贺报
软粉发来祝贺
77777777
杀尺帝
淀粉发来贺电！！！！！！！！！！！！！！！
给爷冲
像mis的rng一样给我爆杀dk
牛哇
EDG牛逼!
S11中国最后的希望
加油骑士们
等你们夺冠
加油呀
我们是亚军了，不亏
EDG要是能夺冠，我直接喝芦荟汁
冲冲冲
加油！
骑士归来
加油
老子是软粉，但EDG给老子冲烂DK！！！
全是眼镜
冲！
杀尺帝
不破不立，edg冲
加油啊
差点以为是爱剪辑
不破不立，战至终章
恭喜
干碎dk
NB！！
不破不立 骑士归来 决赛给我冲！！！
冲冲冲冲冲
edg夺冠那就是edg夺冠了！！！
不破不立！！！
RNG粉丝发来贺电!
我害怕怎么办。。。
加油，edg 
edg牛逼
不要盲目了。。。DK和T1的比赛和EDG和GEN的根本不在一个层面
EDG加油
加油
保冠挣亚，输了鼓励 记得鼓励！
决赛见
给爷杀，好吗，求你了
不破不立！！！！
不破不立
加油
不要拿皇子了！
EDG能夺冠 我也一定能上岸！
7777777
。拿下
加油！
冲!
77777
EDG牛逼
LPL最后的希望
不破不立
加油!
冲
给我好好打！！！
管泽元加油啊，靠你了！
我觉得要跟去年一样了
777777
冲冲冲冲冲冲！加油！
正赛开始
爹！！！！
加油鸭EDG
好！
77777777
不破不立！
7777777
EDG加油，给我冲!
EDG牛逼
、、、
加油
牛逼
加油
我差点以为是夺冠了
+++++++++++++++++++++++++++
7777777
牛逼！！！
EDG加油啊
不破不立！
加油啊！
想听“碰杯吧！EDG！”
好！！！
edg牛逼
777777
沖！
加油
edgnb
给我冲！
edg加油
加油啊！！！
恭喜
77777
冲啊！
牛逼！！！！！
牛逼
加油！干掉DK，拿到冠军。
吸吸
冲冲冲
加油啊!!!!!!!!!!!!!
好好研究  好好训练   决赛不留遗憾  冲冲冲
加油！
edg加油!!!
322322
决赛加油！
太强了，加油啊！！！
决赛保持第五把的状态，给我拿下DK！
不破不立
都打到决赛了，不拼一把冠军皮肤？？？？这可是难得机会，加油吧
牛逼！！！！！
我们是亚军！！！
7777
加油
加油
向死而生，不破不立
加油啊！
77777777
杀杀杀杀了他们
两枪做掉！
翻过这座山，他们就能听到你的故事，不管故事的结局，EDG加油，LPL最后的希望，中国的最后排面，EDG加油，EDG冲啊
7777
加油
加油加油加油
给爷杀！！！
EDG加油
尺帝不宜久留
牛逼
不破不立冲冲冲
加油加油
edg3：0爆杀dk
决赛加油！
！！！！！！
不留遗憾！
viper打的是真狠
决赛加油！！！不破不立！！！！
牛逼   加油  电子竞技没有什么做不到 只有不敢想   冠军还有一个bo5   加油加油！
6666
EDG冲鸭！
不破不立  决赛加油
别高兴太早啊，混蛋！
加油！EDG
不破不立
加油EDG你已经赢了
进决赛！！
7777777
相信自己，相信队友，集中精神，团队协作
777777
EDGEDGEDG
DK加油！！！
EDG加油！！！！！
7777777
777777
帅！
不破不立
edg
777777
记得ban猛犸
一定要ban猛犸
加油
加油！
可以了
冲冲冲
EDG加油
EDG加油
冲冲冲冲冲
EDG加油！！！！！！！！！！！！！！！！！！！！！
打的好啊电宝
不破不立，应EDG身上了嘛？
冲啊啊啊啊啊啊啊
帅 给爷冲
牛批
edg给我冲！
加油
EDG牛逼！
干碎DK
彬快出视频啊！催更催更！
asdsd
给爷冲
meiko加油
EDG加油！！！
已经满足了
说真的 亚军满足了
决赛加油
加油
77777
加油
冲冲冲冲！
只是一个配角罢了
断剑重铸之日，骑士归来之时！
给我把秀妹打哭
Q7777
BV1Su411o7kr
夺冠直接剃光头
我们是冠军！！！
能不能让他们安静点决赛能有个好成绩
。加油！再进一步拿下冠军！
不留遗憾冲冲冲
加油
加油加油加油
7777777
牛逼
加油
7777
加油
加油
加油
牛逼！！
杀尺帝
冲冲冲
加油
决赛加油！
777
加油呀
EDG加油！
加油加油
7777加油
加油！
77777
加油！
EDG夺冠我倒立洗头！！！！！！
NB
edg牛壁
7777777
加油加油
EDG
牛啊啊啊啊
EDG NB
加油
EDG！
冲
请收下我的膝盖
恭喜
夺冠
edg加油！！
7777777
加油
加油
EDG加油！
加油！
加油
加油！
EDG加油！！！！！！
EDG赢了的话，多少赞就多少天不导，中国人不骗中国人[藏狐]​
EDG赢了的话，多少赞就多少天不导，中国人不骗中国人[藏狐]​
edg给我高高的飞起来啊！
杀尺弟
77777777
加油
加油！
向死而生，不破不立！
加油！
我们是冠军
加油加油加油
edg NB
77777
冠军
EDG牛逼！
夺冠了
冠军！！！
我们是冠军！
Edg牛逼
我们是冠军！！！！！！
我们是冠军！！！！！
我们是冠军！
我们是冠军！
夺冠啦啦啦啦
edgn！
EDG牛逼！
夺冠了!!!
我们是冠军
夺冠了！
恭喜!
EDG牛逼！
恭喜EDG夺冠！
加油，继续努力
全体起立
恭喜EDG夺冠！
我们是冠军！！
我们是冠军
我们是冠军
EDG牛逼!
冠军
恭喜夺冠
冠军了已经
赢了！！！！！！
夺冠了
我们是冠军
我们是冠军！
大声的告诉我！我们是什么！
QQ炸了
我们是冠军！！！
牛逼！！！
我们是冠军！！！！！
牛逼
我们是冠军！
我们是冠军
我们是冠军
我们是冠军！
我们是冠军，
77777
我们是冠军！
我们是冠军
牛逼！！
NB！
恭喜
牛逼
我们是冠军
已经冠军了
EDGNB
恭喜冠军！！！！
牛逼
我们是冠军
我们是冠军！
牛逼，冠军
我们是冠军
恭喜EDG
牛逼
我们是冠军！
NB！
我们是冠军
我们是冠军
牛逼
弑神成功！
牛逼！
牛逼
牛批
77777
夺冠了！！！！
恭喜EDG
7777777
牛逼！！！
"我们是冠军,恭喜EDG"
恭喜EDG夺冠!!!
我们是冠军
我们是冠军！！！
冠军！
EDG牛逼！！！
冠军
我们是冠军。
EDG不破不立！
EDG牛逼！！
我们是冠军！
你们做到了，EDG是冠军
77777777
冠军啦！冠军咯
牛逼
牛批
我们是冠军…！！
我们是冠军
我们是冠军！
我们是冠军！
edg我们是冠军
恭喜
恭喜edg
厉害
我们是冠军！
我们是冠军
EDGNB！EDGNB！EDGNB！
我们是冠军
恭喜夺冠
我们是冠军
我们是冠军！！！
edg牛逼
夺冠了
我们是冠军
不多说，EDG血nm无敌棒棒牛
牛逼
7777777
恭喜edg！
我们是！冠军！！！
恭喜EDG
赛文老祖
我们是冠军！
jiejie永远滴神！
夺冠了！
冠军！！！
牛批
我们是冠军！！！！！
77777
不破不立！
我们是冠军
恭喜恭喜
粉你10年！！！
我们是冠军！！！
nbnb
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
给给好赛
我们是冠军
牛逼
我们是冠军
777777
7777777
棒棒棒
世一野！
你不仅挺进了决赛，你还挺进了冠军
干碎DK!!!
唉
""
