《关爱》
很蓝的啦
很蓝的啦
《关注和喜爱》
神tm分析
鹏哥好
怎么还变白了
确实是荒漠
加油
所以您能踢中卫嘛？
行
格局大了
说实话，赵鹏还是能踢的！
整个中国就是足球的荒漠
没这个能力
是你！！！！！赵鹏！！！！！
退钱
地上足球，足球带我奔跑
哈哈哈哈哈哈哈哈哈或
他能上b站
哈哈！赵鹏还是很帅的。
《分享鬼畜素材》
能踢
穆里奇点赞
啥都有
很蓝的啦
日内瓦战士请战
没这个能力啊！
哈哈哈哈哈
RNM！退嵌！
哈哈哈哈哈
好家伙
rnm退钱
你有这么猛，中国队早世界杯冠军了
《故逝》
《喜爱》
硬爱？
脸皮是真厚啊
respect
脸都不要了是吧
《关注与喜爱》
彼此尊重
能踢吗
能踢了吗
“喜爱”
下次一定
rnm退钱
老了，早就认识你了
帅哥你谁
最后一站长安竞技
@范志毅
我觉得还是得足球人才干实事，而不是只会骂。像王大雷这些实干家，踏踏实实为中国足球做贡献。
哦哟 谢天谢地了
余欢水
赵鹏都在踢中卫他能踢吗
哈哈哈哈哈
确实是荒漠
彼此尊重
已经结束嘞！
格局打开
格局！
就是荒漠
脸都不要了
脸都不要了
咱就是问他能踢吗
灌注和惜唉
6000加
没见过球员啊
《硒鑀》
踢不了，没这个能力知道吗？
赵鹏nb 赵鹏nb 赵鹏nb 赵鹏nb 赵鹏nb
看来是熟读了YYF的三本书
彼此尊重
没这个能力知道吧？
力  量（原地垂直向上）
6000+观看就离谱
很蓝的啦
脸都不要了
哈哈哈哈哈
刑啊
很蓝的啦
这话水平很高啊
很南的阿
很蓝的啦
加油啊
退钱
国足滚蛋
你能踢中卫吗
赵四
脸皮好厚啊，哈哈哈哈
有6000多人开。
彼此尊重
很蓝的啦
哈哈哈哈牛逼
我也叫赵鹏
踢中后卫的赵鹏
作为河南球迷还是支持赵鹏的
郭京飞老师o(^o^)o
我超，p5！
支持
哈哈哈哈
其实更早不知道长什么样的鬼畜明星是吴克
鹏哥好
好家伙
很蓝的啦
师傅您是做什么工作的
《反复处刑》
格局
如数家珍
《热爱》
卧槽，真的是你，赵鹏
彼此尊重
赵鹏，毁于恒大.
大晚上这么多人看，够了啊
谢天谢地
格局打开了
反复鞭尸
@我是范志毅
赵鹏！！！！！！！！！！！！！！！
听说是董璐
能够得到替身（幻视）
《避战》（bushi）
格局打开
哈哈哈哈
赵鹏你好 怎么踢中卫
逆天
不要了吧，改行吧
格局
你们有贡献吗
日内瓦 退钱
你赵鹏什么的都在踢中卫他能踢吗
很蓝的啦
安心上路
情商大于冯潇霆那厮
《地上足球》了解一下
所以你到底能不能踢中卫
脸都不要了
你能踢吗（笑）
很蓝的啦
被塞巴斯蒂安打爆炸
加油
搞笑名场面
能踢中卫吗？
满脑子圣地亚哥
逐渐毛不易
皂朋
您还有脸回来？（doge）
回家队
格局大了
那你到底能不能踢后卫
谢天谢地
到底能不能踢
尊重
很蓝的啦
他有这个能力吗
很蓝的啦
重新定义喜爱哈哈
脸都不要了
格局打开
我不认识赵鹏，我真不认识他
能踢吗
哈哈哈，可以
很蓝的啦
竖直上抛
《彼此尊重》
退钱
喜爱？
再见
来你 M
格局
很蓝的啦
在b站还想找到尊重？
你能么
滚
很蓝的啦
你来b站？有这个能力吗
你这 批人…
？
很蓝的啦
格局打开
阴阳怪气
很蓝的啦
尊重
已经结束咧！
你就说，到底能踢吗？
加油
皂鹏
黑自己
别慌，冷静
很蓝的啦
中国足球的事故
你所爱的就是你的生活
真丢人啊
你就是赵鹏？？？
只要我自己不觉得尴尬 我他吗就软饭硬吃
地上足球
你可算了吧，安心做个up，他能踢吗？
笑死我了哈哈哈哈哈
握草，p5
他能吗
能踢么
很难的啦
《日内瓦退钱》
p5
哈哈哈哈
能踢，只能踢一点点
？？？
建业队长！
我现在也可以理解
能踢中卫？
你能踢吗
卢惠光
能力好强
能力好强
能力好强！
荷兰建业队
？？？？
《反复鞭尸》
《皂鹏》
很蓝的啦
rnm退钱
哈哈哈
皂鹏
还真是
哈哈哈哈哈
哈哈哈
《喜爱》
赵鹏，牛逼
加油干
皂棚！
？？？？？
这钱你也恰，脸都不要了
范止导
真大气啊！和某人发律师函一比简直就是天上地下
笑死我了
《彼此尊重》
你很勇哦
麻烦把足球的理念先搞懂
《喜爱》
你能踢中卫吗
《分析》
欢迎欢迎
《喜爱》
没这个能力知道吧
《关注和喜爱》
合肥城市足球俱乐部
《博主》
《》博主
本尊！！！
大气!
亲自下场
尊重
托雷斯？
格局
你能踢吗？
正在踢中卫的赵鹏
哈哈哈哈哈哈哈
世界第一中卫（doge
很蓝的啦
他能踢吗
？？？？？？？
从退钱哥入驻开始，就不是了！
喔 要涨价了
格局
很难的啦
赵鹏我真的不认识
rnm退钱
建业球迷在这里
《地上足球》
不错
up博主
这个可以
格局打开
他赵鹏到底能不能踢中卫
你能踢吗？
离谱
左上角是瓜迪奥拉的光头嘛？
。
这
很蓝的啦
卧槽
他能踢吗？踢不了，只能顶doge
中肯的、
《不知道长啥样的鬼畜明星》
支持
格局
很蓝的啦
《贡献》
很蓝的啦
加油
国足！牛逼！
很蓝的啦！
能踢，只能踢一点点
高情商
很蓝的了
W的号召
隔着打入敌人内部了属于是
彼此尊重
很蓝的啦
你是 枪弹轨迹 吗？？？
B站U60足球队中卫有了，其他位置欢迎回复告知
托雷斯
地上足球888
你到底能不能提
赵鹏！
你真是赵鹏?
很蓝的啦
海参好吃吗
很蓝的啦
很蓝的啦
很蓝
很蓝的啦
币给了！
下次一定
不是，你在恒大时就知道了
我就想知道国足啥时候解散啊
你怎么睡得着的？？？
到底是踢哪里的
高下立判
脸都不要了
很蓝的啦
毛不易
师傅 你是做什么工作的啊？
说得好
地上足球
赵鹏，你就是歌姬（bushi）
哈哈哈哈哈哈哈
逆天
地上足球888
用头踢!
哦呦谢天谢地了
要素察觉
脸都不要了
《彼此尊重》
冷体马
懂路才是真懂球，你们这帮踢球的懂个球
你吃海参吗？
加油
确实是荒漠
请问你能踢吗？
666
好家伙
p5还行
感觉帅了一些
已经结束嘞！
余欢水
不错
建业球迷感谢赵鹏
建业球迷 永远支持你！
我不是，我是2011年亚洲杯对卡塔尔那场你的封神之战认识你的
比起其他運動已經是足球綠洲了
脸都不要了
亚泰球迷路过 虽然你没为球队出过场 但我永远不会黑你
在不退役骂死你
问一下：赵鹏他可以踢中卫吗？
哈哈哈
他赵鹏什么的都在搞青训，能搞吗
皂膨
《喜爱》
投币了，太有勇气了！
有你在，起码不会输越南
很蓝的
鞭尸，赵鹏是好球员，能力有限踢不了
举办了
心态挺好呀
对阵国奥队1-5
喜  爱
你赵鹏什么都踢中卫他能踢吗
b站资本简直了有点热度就赶紧拉进来
单防托雷斯伊布
足球荒漠这里是
刷很难的啦什么成分
很蓝的啦
很蓝的啦
鹏哥你会蚌埠回旋吗？
还不是为了挣钱
《别慌，冷静》
谁还问有没有贡献？
？？？？？？？？？
Jiayou
别特么刷了你们
格局
你这视力，不带眼镜踢球没问题吗？
经典永流传
很蓝的啦
很蓝的拉
这句话说的挺好
卒球运动员
之前是玩梗，现在来看，这叫预言~真输越南了！
脸都不要了
卧槽p5
他能踢吗 
很蓝的啦
很蓝的啦
@地上足球888
格局打开
《脸都不要了》
很蓝的啦
很蓝的啦
踢不了，只能踢一点点
很蓝的啦
所以你到底能不能踢中卫
别去看地上足球888
很蓝的啦
欢迎欢迎
真•脸都不要了
还记得那一抹黄吗？制霸亚洲
很蓝的啦
勇气可嘉
李老八
很蓝的啦
大冤种
哈哈哈
你来了估计就不是荒漠了
哦哟谢天谢地了！
《彼此尊重》
很蓝的啦
分析：指李老八的狗到处咬人
很蓝的啦
开幕雷击
说是青训，就是有偿教足球
很蓝的啦
还挺乐观，加油！
滚
给运动员奉献海参
高情商
哈哈哈
格局
加油
进来挨骂
女足 3:2   男足8:Q
你家装修真好
那你能踢中卫吗
很蓝的啦
很蓝的啦
点名表扬
恰钱
看的1000多人站出来
很蓝的啦
我看到了《rnm退钱》
很蓝的啦！
很蓝的啦
一键三连，加油
B站还真是荒漠
心里没有B数嘛
到处踢人
升华
很蓝的啦
懂球帝才是足球荒漠doge
挺好的
《喜爱》
第二个是退钱哥
很蓝的啦
同样的还有音乐，大部分是娱乐
情商..
可怜
加油
尊重
下次也丕定
你能不能踢后卫？
你退役了居然
你能踢吗
反正比现在球员踢的好
很蓝的啦
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
看了视频 觉得踢得了
踢不了
很蓝的啦
很蓝的啦
退钱
比吴曦强
《分析》
彼此尊重是不存在的
《up博主》
海参队
彼此尊重哈哈哈哈哈哈
彼  此  尊  重
哈哈哈哈哈哈分析
rnm投币转发收藏
很蓝的啦
泪目
彼此尊重
升华主题
不是荒漠，是撒哈拉沙漠
好的好的
意思也就是开始带货，钱不够了要收韭菜了
《好苗子》
你还好意思
超勇的
小丑
很蓝的啦
来找骂还是来捞钱的？！
你没关注退钱哥把
难怪踢的都跟你一样  原来你是幕后
评价一下地上足球吧
郭京飞你闭嘴
哈哈
毛不易还会踢球
全是花钱的水军
很蓝的啦
这是一个人。
赵鹏脸都不要了
“喜爱”
缈子
支持女足 支持女足 支持女足 支持女足
真正的勇士敢于直面
支持女足 支持女足 男足全体自宫支持女足 支持女足 男足全体自宫
哈哈哈哈哈哈哈
Nice to meetyou
很蓝的啦
退钱！！
赵鹏老师有没有踢过中卫？
很蓝的啦
退钱！
很蓝的啦
很蓝的啦
pes认识的
？？
很蓝的啦
看来真的工资降低楽。
支持
很蓝的啦
别啦
啥叫膝矮
哈哈哈哈哈哈哈
很蓝的啦
我靠欢迎
还真是足球荒漠
凡尔赛（不是）
很蓝的啦
你还有脸来
赵鹏本鹏
哈哈
能踢吗！
我早就感觉，赵鹏恐成最大赢家
很蓝的啦
格局打开了，自黑也是一种自信，看好你
你赵鹏什么都在搞青训，他能搞吗？
赵鹏是个戳沙壁
实际上就是
祸害青年啊
你能踢吗
很蓝的啦
《足球人》
地上足球
“喜爱”
《中国足球的雇逝》
尊重
？
《皂膨》
1000+的人同时吃瓜
脸都不要了
格局打开
没事 你不是最次的
其实在建业踢得还行，但是那一场直接崩掉了
格局大了
扯淡
B站至少有20W＋球迷
赵鹏无处不在
范志毅の爱
喜爱？？？
毛不易？
踢不了
久仰大名
《分析》
放屁
帅哥你谁啊
皂盆！！！
格局
不认识
很蓝的啦
很蓝的了
地上足球888
脸呢
就我们班那赵鹏/dog
他踢不了
他没有这个能力
能在一个队踢200多场，至少在国内也是优秀的
流浪才是王道。
很蓝的啦
很蓝的啦
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好好好
关注喜爱（x）鞭尸（✓）
全是喷国足的视频
加油
不以为耻，反以为荣。
这叫格局打开？
很蓝的啦
咋还戴眼镜了呢，学文化墙学的？
建业球迷支持赵鹏！！
自知之明
很蓝的啦
滚
很蓝的啦
很蓝的啦
话说得很合适，饭吃得也痕体面
p5yyds
很蓝的啦
《关注和喜爱》
故  逝
很蓝的了
很蓝的啦
很蓝的啦
哦哟，谢天谢地
很蓝的啦
卧槽
玩过以前的FM
支持
很蓝的啦
我C关注错了，不好意思
Respect
《彼此尊重》
很蓝的啦
不不，因为我们无聊，需要找一个消费品
你能踢中卫吗
喜爱？
哈哈哈哈哈哈哈哈哈
赵鹏你叫什么名字
哈哈哈哈哈哈哈
已经结束咧
很蓝的啦
很蓝的啦
很蓝的啦
心疼
蚌埠住了
很蓝的啦
很蓝的啦
多，就这一点粉丝还多，就是借你骂国足而已
很蓝的啦
谁稀罕你了
很蓝的啦
有什么可分析的中国足球
这拼抢，真男人，伊布直接上脚了都
很蓝的啦
臭不要脸
很蓝的啦
他能踢的
很蓝的啦
真TM的不要脸
我邀请的
彼此尊重
《关注和喜爱》
滚
这么牛的
个个都是人才
没这个实力知道吧
BGM：うれし、たのし
哈哈
加油！
赵鹏
很蓝的啦
脸都不要啦 
脸都不要啦
关注了
女足不是2比8吗
“ 他 能 踢 吗 ？”
很蓝的啦
情商很高啊！
退钱！
脸都不要了
很蓝的啦
能踢
地上足球
所以你能踢中卫吗
“没这个能力知道吧”
很蓝的了
加油，加油
《反客为主》
越来越漂亮了
反复鞭尸
赵鹏不管咋样也比现在的强一百倍
格局大了
"RNM,退钱"
格局打开
很蓝的啦
很蓝的啦
很蓝的啦
焯
很蓝的啦
能进国家队都不简单
很蓝的啦
很蓝的啦
很蓝的啦
很蓝的啦
分析
很蓝的啦
师傅你是做什么工作的
格局大了
我呸
李老八狂喜
b站是个宝库，求求你别坏了一锅汤。
分析（指鬼畜
至少心态真是不错
很蓝的啦
↑↑↑你特么故意找茬儿是吧？
你观众什么的都在三连，他能三连吗 没这个实力知道吧（
情商
很蓝的拉
很蓝的啦
很蓝的啦
很蓝的啦
很蓝的啦
很蓝的啦
很蓝的啦
真情流露
好家伙！！
不仅当时，还有现在
哈哈
可以 心态可以
可以的
吃你的海参吧。
respect
多分一份钱
很蓝的啦
《彼此尊重》
给你个币吧
毛不易
滚
很蓝的啦
格局大了
格局
哦哟谢天谢地了
很蓝的啦
哈哈哈
别青训了，那都是帮什么人，没意思
很蓝的啦
彼此尊重，哈哈哈哈哈
很蓝的啦
很蓝的啦
狗都不如  滚回去吃海参吧
很蓝的啦
你能不能踢中位 说了一堆没用的！
很蓝的啦
很蓝的啦
哈哈哈哈哈哈哈
很蓝的啦
很蓝的啦
范志毅为啥拿你举例。你也没有什么恶名啊
哈哈哈哈哈哈   真的难
哈哈，见到正主了
很蓝的啦
行不行，很蓝的呀
love you
我也是第一次见赵鹏
很蓝的啦
很蓝的啦
加油
《老坛时光机》
建业球迷不会黑你
《分析》
你就是毛不易是吧
很蓝的啦
有这个能力吗
云淡风清接受 自信客观阐述 优秀的
很蓝的啦
地上足球
《关注和喜爱》
很蓝的啦
很蓝的啦
很蓝的啦
很蓝的啦
很蓝的啦
所以到底能踢吗
为什么要在我喝牛奶的时候看到这个球
加强青训是好事
你就是歌姬
幸亏退役了
他能入吗？！
能踢不啦
很蓝的啦
卢克文！！！
建议去看一下赵鹏你就是歌姬吧
很蓝的啦
很蓝的啦
BGM、
我邀请的
《分析》
热爱
很蓝的啦
很蓝的啦
赵鹏这一脚，踢出了整个盛夏
所以你能踢中卫吗
当场认错
赵鹏什么的都在做阿婆主，他能做吗，做不了（狗头）
很蓝的啦
爱之深责之切
最接近李毅的 踢球的
很蓝的啦！
很蓝的啦
真有脸
b站不是足球荒漠吗
哈哈哈哈哈
很蓝的啦
很蓝的啦
很蓝的啦
《关注和喜爱》
不蓝的啦
很蓝的了
国足 还有救吗
很蓝的啦
很蓝的了
很蓝的了
很蓝的啦
别说热爱好不好 我难受
不要啦。不要酱紫
很蓝的啦
你有这个能力吗？
不不不，中国是足球的荒漠
笑死我了
赵鹏杀疯了
我是赵鹏，中卫
很蓝的啦
赵鹏实力不差的，就是运气不好遇到至暗时刻
很蓝的啦
很好
这个发言可以
哈哈哈
很蓝的啦
哈哈哈
你赵鹏什么的都在做青训，他能做吗
哈哈哈哈哈，这是想笑死我吗？
喜爱
很蓝的啦
诶呦，谢天谢地（手动抱拳）
彼此尊重
很蓝的啦
很蓝的啦
很蓝的啦
干杯倒是很熟练（doge
国足什么时候也能尊重一下球迷们
《㧐棵与喺癌》
《关注和喜爱》
能！
鈤尼玛退钱
格局打开了
很蓝的啦
很蓝的啦
很镧的啦
很蓝的拉
很蓝的拉
哈哈
很蓝的啦
自 投 罗 网
p5！
好！
很蓝的啦
很蓝的啦
P5的BGM！
很蓝的啦
退钱！
地上足球888
很蓝的啦
《足球人》
你怎么进的国家队，有没有水份？
格局
中国头球队
你到底能不能踢中卫
输球靠实力，进球看运气
我一直看国足的比赛，赵鹏在当年是确实有资格入选国家队的。他给我感觉的缺点就是转身慢，容易被小快灵的球员抓空挡。但是正面和高空还是不错的。
格局
很蓝的啦
很蓝的啦
很蓝的啦
和范志毅一起解说 足球赛吧
哈哈哈哈
很蓝的啦
“   喜   爱   ”
很蓝的啦
从装修看得出来
《 彼 此 尊 重 》
赵鹏什么的能入驻吗，很蓝的啦
加油吧，爱之深责之切
《棺筑和锡砹》
建业
你赵鹏什么都在做青训他。。。。哈哈哈哈哈
很蓝的啦
你退役就是贡献力量了
什么毛不易
能踢嘛？
很蓝的啦
很有格局啊 加油加油
很蓝的啦
很蓝的啦
@李老八
能踢，加油！！
脸都不要了
很蓝的啦
秀啊，老哥
赵鹏世一卫
很蓝的啦
点 名 表 扬
很蓝的啦
赵鹏有名气，别的明气都不大感觉
《彼此尊重》
真尼玛
脸都不要了
哈哈哈本尊来了
《体育铲叶》
赵鹏什么的都在做青训
哈哈哈哈哈哈哈哈哈哈
加油
很蓝的啦
被伊布踹脸这个有点凶残啊
主要是国足今年太丢脸了，你今年也就更火了
这张脸太饼了吧，怀疑你有韩国血统
宋康昊
有点觉悟
有饼吧 谁喜爱你
酒足饭饱
很蓝的啦
这话说的，不错
笑死，还搁着青训呢，我看你5年后能带出批什么人来（也许可以叫做人？
加油
赵鹏，你是做什么工作的？
你到底能不能踢中卫
能踢吗
青训靠你啦
《罩棚》
很蓝的啦
很蓝的啦
这么说青训很赚钱
不能踢中卫的中卫
请把认证改成：前男足，请你清醒一点
很蓝的啦
彼此尊重的评论
还不是国足摆烂~
很蓝的啦
很蓝的啦
很蓝的啦
很蓝的啦
教教我怎么在场上乱踢人（doge）
他有这个能力吗？他有！
赵指导带领中国青训队走向世界杯
1001
你是踢中卫的吗(doge)
很蓝的啦
很蓝的啦
不重要
已经结束咧
支持
很蓝的啦
很蓝的啦！
不容易啊 终于看到点正向内容
很蓝的啦！
很蓝的啦
很蓝的啦
比现在强
很蓝的啦
鹏哥我们都知道你可以踢
借你吉言
很蓝的啦
很蓝的啦
加油！
"我就想问，我们男足和越南的差距,是因为缺乏斗志吗？"
《踢出整个盛夏》
很蓝的啦
很蓝的啦
赵鹏这样得都在做体育馆他能做嘛做不了没这个能力知道吧
《彼此尊重》
你能踢吗
很蓝的啦
鹏队，我是你们队的那个守门员啊
男足没有故事 只有事故。。。
很蓝的啦
很蓝的啦
格局大了
respct做青训，真的伟大不容易
支持
支持
败也范志毅，成也范志毅
很蓝的啦
很蓝的啦
很蓝的啦
卧槽
支持
你家布设真好，没少花钱吧，不心疼吗
《赵鹏疯了，到处踢人》
你能踢中卫吗
赵鹏啊
笑死
很蓝的啦
分析：rnm退钱！
很蓝的啦
毛不易
<分析>
卧槽圣经
《喜爱》
很蓝的啦
做青训工作的话，值得尊敬
TM赵鹏你就是歌姬
我超，P5
托雷斯？？！
很藍的啦
《彼此尊崇》
很蓝的啦
太蓝了
很蓝的啦
哈哈哈哈哈
自刀哈哈哈哈哈哈
很红的拉
很蓝的啦
正面对刚
很蓝的啦
余音绕梁
加油
所以到底能不能踢中卫
懂球弟的一般最爱说这话
很蓝的啦
很蓝的啦
脸都不要了
动作指导：罗翔
格局
脸都不要了
很蓝的啦
混饭全了，吃相越来越难看了
啊哈哈哈哈哈哈哈
俺也叫赵鹏
很蓝的啦
很蓝的啦
格局
学大帝自己黑自己啦
国足能进世界杯吗
我炒，p5
哈哈哈哈哈
小高带的蛮好的你赵鹏把他换下去干什么
对不起我没有关系没有钱
很蓝的啦！
余欢水？
很蓝的啦
很蓝的啦
《㷶呰捘螤》
明明就是荒漠啊
能踢中卫吗？
宝藏  尊重，哈哈，笑了，天天互喷
很蓝的啦
格局打开了
你皂鹏什么的都在入驻B站
很蓝的啦
尊重可还行
很蓝的啦
一键三连，鼓励造鹏
很蓝的啦
改过不拉
日内瓦退钱
很蓝的啦
哈哈哈
你工资没了
拿得起放得下
03年比现在还要老
泪目
很蓝得啦
你能保证世界杯能赢啊？
脸都不要了
很蓝的啦
别！
管住和洗哎
体育产业——卖海参
《喜爱》
教怎么敛财
很蓝的辣
这豪宅！国足球员年薪是真的高啊！！！！！
很蓝的啦
造鹏！！
