热乎
啊啊啊啊啊啊啊啊啊
好帅，卧槽
1111
打卡
卧槽秒一万播放？！
许嵩啊啊啊啊啊
冲鸭
1吗
当我又飞到山顶
在后面等你们
嵩哥真的很棒！！！
许嵩许嵩！！！！！！！
九年老粉不请自来
来了来了
电影有点意思
嗷嗷嗷！
先发制人
来了
这一周的夜都是为嵩熬的
冲！！！！
昨天循环了一天乌鸦
猿辅导西安分导前来报到
在座各位都是我朋友
音乐纯粹，爱v绝对！
李向楠90年的第一首歌玫瑰花的葬礼
嵩嵩的小卷毛哈哈哈！
怎么感觉憨憨的
哈哈
好帅好帅
这个发型
音乐纯粹爱v绝对
谢谢你嵩哥
老公！！！！
静静赶紧去睡觉
嵩哥！
大噶都来的好早
野人嵩
别光评论不投币啊喂！！！
我在这！
赞你再取消，再赞再取消，哎，就是玩
\许嵩许嵩许嵩/
空屏承包
这个造型好有感觉
来结合mv解读这首歌了
音乐纯粹
老公好帅
我居然看出了演技
乌鸦
这是我即将发表的首张独创专辑
合着弹幕都在开头了
看看我家的小帅哥
2021冲鸭！
遮眼睛了，剪剪
D。
好可爱呀
许嵩许嵩
好美，像油画
我嵩哥好萌啊啊啊啊啊啊啊
爱了
音乐纯粹，爱V绝对
来
第一第一
景色好美
采蘑菇的老嵩头
第一时间就来了！！
(*˘︶˘*).｡.:*♡
采蘑菇的小嵩嵩
爱了就爱了
好听，许嵩yyds
？？？真的叫声吗
小张老师看这条~
好美啊
弹幕
这个发型！！！
哇
。
好爱
看不懂呜呜呜
当我又飞到这里听歌～
不吉利
好帅啊
来了
太帅了吧
所以那个孩子是乌鸦嘛
第一个
也太美了吧
有点想笑哈哈哈
好美的环境
好绝的景
这mv真棒
全看来了，都没人d发弹幕吗
哎
我来承包
找狐主任一起啊
音乐纯粹，爱V绝对！！！
啊
发型好看诶
都在认真看吧
好心酸啊
音乐纯粹 爱v绝对
音乐纯粹，爱V绝对
啦啦啦啦
鹩哥，这真是鹩哥
来了！
音乐纯粹爱v绝对！
我惊呆了
许嵩  yyds
嵩哥棒棒
许嵩许嵩
在这里发弹幕一定能收到零零星星几个赞
许嵩啊！！！
这是中国旅游纪录片嘛？？太美了
没有前排就抢个弹幕吧
就不会勉强合群
我学会了一键三连啊啊啊
心疼
卧槽这个造型好帅
m'v时长要比歌长
要拉着小可宁的小手一直一直走下去
艺术片的感觉
乌鸦真的好好听
冰火岛
弹幕呢
但想到你，就不会勉强合群
漂亮啊
好帅啊
我哭了
但想到你，就不会勉强合群
采蘑菇的小姑娘（不是
反手就是一键三连
嵩嵩
音乐纯粹爱v绝对
杨总，到了没？？快回我！
这大场面卧槽
哈哈哈哈哈这造型
又是一个新故事
嵩式风格呀
嵩哥爱你
我是第一
哭了
纪录片水平？？
哈哈哈哈哈野人
1640人正在看
承包空瓶
好会拍呜呜呜
音乐纯粹 爱v绝对
飞上枝头的都风趣  占了巢的都在窃喜
很少发弹幕的我为最爱的歌手贡献一条
老许！！！！！！！
这个伤口好像翅膀被挖了一样
永永远远互相感应
还没人看的到吗
音乐纯粹，爱vae绝对
发型好哇
但想到你，就不会勉强合群
兄弟姐妹们弹幕发起来
好听啊！
抗拒宿命
这个孩子霸气
就不会勉强合群
哇哇哇这个造型好看
起飞
兄弟们，别睡啊
好美
有了mv对歌的理解又深了一层
没看太懂
怎么没有弹幕
嵩哥好敢
景色好美
风景也太美了把！！
这个男生优秀死了
音乐纯粹爱v绝对！
好好看
哥好帅
最好的MV
这里画面绝美
赞赞
没想到这次mv有这么多人物
老公
王永贺好漂亮
可以看到我吗
呜呜下次给我哥换个好看点的发型
看得有点伤感
摄像集
好有感觉
太美辽
许嵩牛逼
来了来了
哈哈哈哈哈哈哈哈哈这发型太野了
河南科技大学发来贺电
ಥ_ಥ
这帅气的发型奥
爱了
哥哥我爱你
呜呜呜
小孩是乌鸦吗
看不懂，有没有解说
配合mv更好哭哟～
音乐纯粹，爱V绝对
生气嵩
这伤口怕不是天使的翅膀被割了？
来啦
这小孩是嵩哥小时候吗
这里好帅
音乐纯粹
估计又会被高考拿来当素材
好听冲冲冲！！！
太离谱了这人气
景色拍的像广告一样
“穿过每一片 午夜森林”
啊这
这是哪里，太美了
在呢
哇哇哇
好好看
我永远爱许嵩
都在认真听歌
我想看嵩哥
帅还是帅的
太绝了许先生
好帅我的妈
大制作！
666
啊啊啊啊啊啊啊好帅
拉进度条，到这里
来了
吓我。，还以为是蛇呢
来啦
当我又飞到这里
果然 有自己！呜呜呜 哥哥我爱你 小松鼠们都爱你
牛啊
看不懂
寓意深远
。
这是哪里呀
这是翅膀吗？
好惨
嗨
许嵩东西被抢了，哈哈哈哈哈哈
把MV拍成了微电影
河南省人民发来贺电
好怕树枝断掉（狗头）
这感觉~~~
就当作是我不吉利
大制作
太美了
想不到吧，我跳过来等着你们了
弹幕何在
又回到了这里
大家都在安静看吗
现在还没有弹幕
鸦人？
老嵩头哈哈哈哈哈哈
许嵩许嵩许嵩许嵩最叼
画风不对劲安
我还以为是眼镜蛇
我爱yjw
冲鸭，嵩哥冲
承包空屏
真的拍的好好
都在认真看mv～
翅膀没了嘛？？
嵩鼠们
你的存在是一个奇迹
1
音乐纯粹！
嵩哥演技好好
乌鸦自喻，好想哭
我爱你
awsl
老倒霉蛋了
来了，乌鸦声音很好听，每天早晨醒来都能听到
发生了什么？？
来了来了来了
老许好帅好帅好帅好帅
莫名的伤感
好喜欢宿命这个尾音！！！！
来了来了！！！
承包空屏
？干嘛拉着我老公跑？
泪目啊啊
就当作是我不吉利
好家伙，我咋没看懂呜呜呜
就当作是我不吉利
好有质感的my啊
有深度多看几遍
鸡皮疙瘩起来了
前奏我好爱
看不懂，感觉很震撼
这几个航拍镜头太美了吧
哥哥你好帅
我好爱啊
不随波逐流挺好，做一只乌鸦挺好～
这故事也太悲伤了吧
yyds
啦啦啦啦
电影质感
？？？？？？？？
一直都在
等你的回应
质量好好！！！！
来了
但想到你，就不会勉强合群
乌鸦竟是我自己
老公我爱你
小孩应该是乌鸦
少年是乌鸦吗？
三连支持大制作！！！
被踹下来了？？？
吓死我了。我以为来了一条蛇。。。
芜湖
华南理工大学打卡
好听
嵩哥委屈了哈哈哈哈
老许真是敦实啊
承保空频
靠画面太美了！！！！！！！
好好好好聽
啊啊啊啊
你才没有不吉利
吓死  以为是蛇
这貌似就是一个，纪录片
来啦
冲冲冲
我的少年真棒
承包空屏
我直接嗨老公
我一个大老爷们竟然觉得可爱
请的演员也好好诶 有辨识度 
但想到你 就不会勉强合群
承包空屏
没人嘛？那我占了
承包这片空屏？
看不懂
我叫文丿王木木
好想哭
都在看没人发弹幕了
嵩鼠集合
不要停下来
很温暖啊但是好悲伤啊
正在看
此时此刻与3.7w+的嵩鼠共享盛宴
承包空屏
哭了T﹏T
我早该想到，我的币留不住的
永远都在
完全没看懂呜呜呜
有点黑暗
这个侧颜我爱了
爱你爱你爱你
才相信
新发型
多看几遍
如约而至！
这是长大后的吗
开始反抗了嘛
老公！
家人们在吗
许多事没有道理
音乐纯粹，爱v绝对
到了没
就挺突然
我以为是格洛米。
电影的质感
冲鸭
乌鸦成精！！
景取得好美啊
嘿嘿
诸葛亮既视感？？！！！
爱了爱了
哈哈哈哈哈吹口哨可还行哈哈哈哈哈
空屏承包许嵩
我要好好看了
环境好美 
他没等到，兄长
许嵩许嵩许嵩
没有道理
疯狂截图！
爱你
弹幕呢
老公嵩嵩太帅了
哭了
承包空屏
vae
哇塞
所有人都值得鸦
许嵩=乌鸦
采松鼠的蘑菇
呜呜呜呜呜我哭了怎么打人
没看懂
帅啊
景也太绝了
消解了莫须有的光环和罪名
来了，来了，兄弟们冲鸭
景太美了
截图选壁纸
乌鸦不只是乌鸦，也是他
有的
妈妈心疼了
大嵩嵩( ﹡ˆoˆ﹡ )
哇塞哇塞好哇塞
把自己幻想成一只乌鸦了
在认真看呢
币比赞多系列
有故事，语文课代表，快来啊。。。。
好有代入感
来了
晚安!
许嵩第八张专辑
今晚最好的礼物，
大片
哈哈哈哈
晚安
败者食尘
重播了，骗了我两个晚上的眼泪，我的眼霜白涂了
关于生命的阐释
加油啦，白
啊！这是分叉的羽翼
你年轻年轻！
许嵩yyds
好帅
这是一部电影吧
很有电影质感
这个MV都有电影的质感了
来都来了
音乐纯粹！！！
天哪  发生了什么
究竟人是乌鸦的天敌，还是说乌鸦是人的天敌。​
永远保持炙热
笼子开了
听两遍睡觉嘻嘻
晚安
不幸的是人类
懂了，又似乎没懂
有点费脑子
老许上树了刚刚
小企鹅看这里
太美了吧
好漂亮！！
我懂了嵩哥是乌鸦
淮阴工学院发来贺电
疯狂截图截图
这一段太爱了！真的好好听
许多事没有道理
承包空屏！！
没太看懂啊，开弹幕等解说，居然没人
别这样啊
看不懂
大爱
嵩哥生气ing
好有质感好喜欢
真全在评论区
许嵩爱了
嵩哥是乌鸦视角么
每幅画面都美得能当壁纸了
歌詞好棒
我在我在
姐妹们开头见！
音乐纯粹，爱v绝对。
 音乐纯粹，爱v绝对 
这委屈的小表情
承包空屏
承包空屏
这个光影效果我美哭了
许多事没有道理
VAE惟爱你
侧颜好帅
在呢！
我的网好卡，啊啊啊
帅呀
绝了手速太快了你们
突然想起演唱会上的那只熊
天堂制造
江湖有嵩承包空屏
好委屈哈哈
来了来了，可能他们在下载B站，耽误时间了
还有我！！！
许多事没有道理
这个造型可
音乐纯粹爱V绝对！
爱了爱了
弹幕呢
好孤独啊整个故事
啊啊啊啊啊啊
呜呜
怎么到结尾，才来弹幕啊
好帅
我擦，这是啥情况
你能！！！！！
我爱许嵩！
许嵩牛逼
就当作是我不吉利
老公老公
好好
大爱这一句的曲啊
哥，你可以去演戏了
电影既视感
没人了吗
这个色调！质感！太棒了吧！
船在笼子里，鸟在海面下，人在树枝上，陆地上是什么
一只乌鸦，这又和你是乌鸦有什么关系。
yyds
晚安
没看懂，再来亿遍
镜水的绳
好听
排面
好美
还睡呢，刘玉红
嵩哥我们保护你
好心痛
我来承包这个屏幕
好感动啊
每一秒都想截图！！！！太美了！！
抱抱
2021必上岸冲冲冲
这就是人生~
空屏承包嵩哥！
晚安
南昌大学发来贺电
果然安静的听歌，嵩哥的魅力
绝了
太温柔了吧
治愈
为我写反转剧情
看不懂啊
甘肃人民发来贺电
她为什么起这么帅
说难过的肯定还没看懂
完美
结局出人意料
所以是捡到了？
是的嵩哥来了他们就倒霉，乌鸦是自己的视角
张罗平老师！
他的眼光里透着的是坚毅
是个悲伤的mv
一研为定
质感！！！！
给我看哭了
士强个der
棒棒棒
这个质感！绝了啊啊啊！
烧脑大剧
啊啊啊啊这个镜头配上歌词
又一个叙事型MV耶
拍的很有质感
沉迷于mv，第二遍才有空发个弹幕
uae
各位晚安
好听
好看
可可爱爱许老师
弹幕呢？
“越听越深刻“
怎么回事！弹幕呢！
音乐纯粹 爱V绝对
不能拥有美好幸运
莫明可爱
我直接好家伙
拍得好好
嚼透了一些道理
小孩演技不错诶
承包空屏
每一帧都美如画
张驰和黄玉洁要一直在一起！
你的存在是一个奇迹
我爱你陈皮皮！，我们会一直走下去
爱V绝对
电影的视觉
听哭了
还是都沉醉了
我没有脑子，有点不懂
这是一直等然后长大了吗？
倒叙插叙，故事情节紧凑饱满
我在石大来应援了。。。。。
35了！！！
鸷鸟之不群兮，自前世而固然
不想勉强合群
值得仔细再看又看
等等 这一下怎么没看懂
好好听
小孩子是乌鸦么
背箩筐的小嵩嵩～～～
乌鸦视角。
？？？？？咋了咋了咋了
晚安 明天见
在，我一直都在
直接一波三连
看着看着突然想哭是怎么回事
感人
一帧一帧都可以当屏保
看的心痛是怎么回事
音乐纯粹，爱v绝对
马上老公就来了
牛笔
许嵩
才看懂了这里的光影为什么是这个样子
好好哭 虽然感觉自己没有很懂
孩子的翅膀被折断了？
抗拒了宿命
嵩哥厉害
srds这个鸟叫“鹩哥”不是「乌鸦」
用音乐讲故事
你怎么啥都捡宝贝
太好看了
为什么大半夜的要虐我
这真的是视听盛宴啊
期待耀君的解读
嗷嗷嗷嗷嗷嗷
这也算打榜了吧
那个男孩有翼孔，是代表着乌鸦吗？
飞走了
承包这个发呆的老许，帅炸了
看你这么帅的份上 就原谅你拍了蛇给我吓到半死
所以说，许嵩是小男孩养的乌鸦还是？
音乐纯粹，爱v绝对
呜呜呜看不懂了！！
这是九寨沟吗
罗杰不勉强合群
造型好好看啊
绝了
单曲循环了！！！！！
承包空屏
来了
他跳下来的？
感应你
大家晚安～
啊啊啊啊啊，刚才吹口哨那里太好看了！！！！
这歌需要细品。像《胡萝卜须》
我
这衣服真是……
好想亲亲他
许嵩许嵩许嵩，冲鸭
她只是我的妹妹，妹妹说紫色很有韵味
我嵩好可怜
就不会勉强合群
哈哈哈哈哈
小孩的眼里有倔强
