好帅
进入你的身体♂
一点五倍新世界
我斑愿称你为最强
神罗天叫（滑稽）
这是正片？
稍微等等，我出去点个赞
我二柱子秒你！
我来了
很好看
白嫖白嫖白嫖白嫖白嫖
凡人看戏
我死了
月光疾风？
纹身时代即将到来
木叶飞舞之处 火亦生生不息
怎么发彩色弹幕
我斑愿称你为最强！！！！！
你三连有了
？？
抱歉，有博人传就算了吧，你币没了
斑：是谁又想起舞了？
志乃！！！！
秘术 虫玉
这才是真正的火影，博人传算个啥
博人传说忍者时代结束的那个？是不是没被斑爷烧过？凯皇踢过啊
神羅日症候群
我想看宁次止水
已三连
辛苦
nb
水遁水龙弹
仙术:爹给的螺旋丸～
我二少帅死了
陈老师呢
你币有了
纹身的时代即将到来
耍刀
攻受一目了然（我没变色）
开始
火影里有这画面嘛？
慢！封面在哪
帅帅帅
鼬神牛逼
好像很牛逼的亚子
giao
三连了
本来都困了，一看又精神了
燃燃燃
没有凯皇，我不认可
大火影无敌！！！
1.25倍好评
众所周知，鸣人家的螺旋丸是无敌的
我靠好帅啊啊啊啊阿
下忍打架，散了吧
火钳刘明
我币没了
BGM音质有限啊
那个被班认可的男人呢?
啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
不错
净眼？！博人
帅炸佐助
The last
跑月球去打了
神罗天征
拍个两部曲大电影怎么样
握草
前期开挂后期封号的小李
，新老藤说
游龙当归海 还不迎我自来也
快到卡住
樱哥好帅！
火影忍者生生不息！
神罗天征
不喜博人传是和鸣人同时期的人都被削得可怜
鸡皮疙瘩掉一地
二柱子NB
求剧场名
哪一级啊
可以可以
？？？
哈撒黑
永代美
你币有了
是谁？估计是那个把丸子戳到极致的男人
这就是 木叶下忍
神罗天征
希望佐助能把沉底的自来也带到未来去，这并不影响过去
自来也那个是火影迷自制的不知道别瞎说B站有视频
没有八门遁甲凯皇？我不服
佐助骑鸣人
nb
一袋米毁一村
有一说一博人这段挺不错的
博人传算什么东西
你币有了
弹幕别喷博人好吗
剧场版没看过？最后的物语啊
giao
DJ价格没毛病fejnmbchs
所以，狐狸精注定被骑？
Bgm好评
QAQ
还是疾风传好看
自来也在博人传被转生出来了？
下忍毁天灭地
你币有了
bgm:Hop
我将来要跟我的娃一起再看一遍！
阿阿阿冲鸭
这是博人转
火影就给b
木叶最强三忍三个死了一个。
实际上，火影忍者是科幻动漫
辛辣天蟹
木叶飞舞之处，火亦生生不息
为何这次白嫖我一点都不快乐
一给我里giaogiao
鸣人妈：我怎么不知道？
纹身时代即将到来
神罗天征
你币有了
纹身时代即将到来文身
斑
一袋米
这个bgm很火影
我的凯皇那一jio呢
凯皇
弹幕护体
我斑愿称你为最强！！！！！！！！
辛辣天线
我嘞giaogiao
自来也：你赶紧用色诱之术啊，你师父等不及了
1.25好评
纹身的时代即将到来
giao
giao
你币有了
lbwnb
帅
处女币。
你币有了
成吉思汗
没有凯皇的画面，赞都不给你
二呆亲全是禁术
协力同心
神罗天征！！！
前方高能预警
弹幕护体
强
自来也的螺旋丸
没玩过究极风暴4的，别乱说神罗天叫
这是动漫里的情节
我斑愿称你为最强
1.25倍佳用
我要开始氪金了
我的画风在你之上
后期全部成神
八门凯八门凯八门凯八门凯
看后面，感觉像是在看龙珠
66666666
你们不认关我们diao事
声音太大了
神罗天征
来，爸爸给你搓个丸子
奥力给
月光疾风（滑稽）
木叶飞舞之处，火亦生生不息
你有币了
辛辣天蝎
666
成年鸣人和自来也打架？是哪一部啊？
木大木大木大木大木大木大木大木
四代目啊啊啊啊啊
黄色闪光
那家伙不在的话，能装B的只有我了
太帅了啊啊啊啊啊啊啊啊啊
辛辣舔森
木叶飞舞的地方，火就会燃烧。
信了，开塞。
那家伙不在的话，只有我能装逼了！
没有夜凯属实遗憾
牛逼
打舍人
辣仙根!!
辣仙根!
情怀啊
须佐能乎
辛辣天醒
一giao喔哩giao giao~
神仙大乱斗
一给我里giaogiao
头皮发麻
头皮发麻
这是法师
不就是币吗 直接给了
张口就来剧场版？
这就是青春
神罗天征！！！！
。。
辛辣ten塞
哈西辣妈！！！_
（言外之意:在座的各位都是乐色）
awsl
太子踢搞起来啊
凯爹。开大！
。。
。。。
下忍打架见笑了
国家队
投币tb
下忍打架毁天灭地
我要看回忆！！！
博人传好像佐助穿越到从前了。
木叶飞舞之处，火亦生生不息
他们的
燃爆
木叶飞舞之处，火亦生生不息
鼬鼬鼬神!
此处应该有我凯皇，
我斑愿称你为最强，
神罗天征
我是鸣人，我只会搓丸子
那家伙不在的话能装逼的只有我了
神罗天征！！
看哭了
神罗天征
三七分我爱罗
骑射是哪集的？
火影牛逼
giao
我的眼睛。
木叶飞舞之处 火亦生生不息
只有我了
背负火影之名，我不能输
除了鸣人的其他全是弟弟!
神罗天征!
超大玉螺旋连弹
嗷嗷嗷
我斑愿你为最强
疾风传后无火影
嘿嘿嘿
辛苦up主了
本当ですか？牛が強いです
这帧数我爱了
神罗天征
每个剧场版都看了的，没看见自来也被转土秽生呀
乌拉乌拉乌拉乌拉乌拉乌拉乌拉
阿妈忒拉丝
忍者的时代即将结束，蛇姨：一吐舔森诺九滋
神罗天征
我也想问
博人转能叫火影吗
奥利给！
木遁造万物
一拳超人！
六道之下凯无敌，六道之上一换一
打爆月球！！！
神罗天征
先有凯皇后有天，八门遁甲日神仙
。。
神罗天征
火铅留名
。。。
辣仙根
纹身时代即将到来
超燃
萨斯给
几年了
辛辣天塞
我斑愿称你为最强
新辣天赛
狂笑四杰
月光疾风，是你
长门帅炸
长门帅炸
下忍打架
神罗天征
感人
神罗天征！！！！
"[""339"",""383"",""1-1"",4.5,""木叶飞舞之处，火亦生生不息"",""1"",0,""520"",""153"",""600"",""500"",1,""SimHei"",1]"
木叶飞舞之处，火亦生生不息
牛笔
我斑愿称你为最强
我柱间牛逼
神罗天征
高级弹幕
辛辣田赛
他不在的话，村子就由我来守护
燃炸了
卡卡西sensi
哦买一哇。莫，新得一路
博人传最好看的一集
¥766
斑，长门，蛇叔，鼬我咋老是喜欢反派
我要这硬币有何用
左边必输啊
giso
啊啊啊！
giao！
哈西辣妈！
全村的希望
一袋米要扛几楼
你giao我里giaogiao
处女币给你了
处女币给你了
我班愿称你为最强
众所周知博人传不是火影忍者
将来我要跟我娃一起看
名人之后无火影
666
666
牛B
大筒木
帅炸
我斑愿称你为最强
求封面
哈哈
这只是我们村的下忍
辛辣天森
秀啊
圆梦大使兜
神仙打架
佐助！！！
长梦还在多好，那样
凯老师请好好看着
木叶飞舞之处，火亦生生不息
NB
逮虾户
拿肾刚
不想看弹幕关掉OK，在这里唧唧歪歪
这才是火影
NB
yffyfyfy 
这就是，木叶的下忍!
夕象
辛辣天森
求音乐
一狗我里睾睾
这也太帅了吧
我班愿你为最强
神特么   拿肾杠
博人传有点bug吧
仙法.哦大吗拿参刚
开启装逼模式
白夜已经把火影玩坏了
还是第六门啊~！！！！！！！！！！！！！
ppp
我斑愿称你为最强
蹦迪去不，哈西辣妈
凯皇开大！
行了，添水
66
怎么不能固定颜色
可气哟赛
舍人的是转生眼
nb
你也想起雾
你也想起舞吗
666
正！
牛掰！
木遁·真数千手
木遁·真数千手
爹赐螺旋丸
bgm?
sixzosdd
"xodd,id"
666
神罗天征！
只有疾风传才配称之为火影忍者
666
冲鸭
虽然完结依然经典
宇智波斑：你也想起舞
我斑愿称你为最强！
这是剧场版吧
求野生字幕菌
木叶飞舞之处，火亦生生不息
樱哥
火钳刘明
+6
好看！
神罗天征！
giao
燃爆了
太炸了
神罗天征
哈西辣妈
哈撒给
bb牛逼
刚从蕾丝的视频转过来
辛辣甜咸
协力同心
博人傻了，这都是什么
神罗天征
花有重开日，人无再少年
博人就算了
秽土转身大合集
神罗天征
奔雷――狂滋重炮
这是博人传吧
我马达拉愿称你为最强
我斑愿称你为最强！！！
能装逼的只有我了
燃爆啊！！！
泪目 泪目
好高级
这BGM不行啊
神罗天征
牛逼！
牛壁
成吉思汗的你吗棺材多少钱买的？
nb
已经投币子
giao
我斑愿称你为最强
最强幻术，火之意志，
e
此生无悔入火影
来伊遁
，
博人：都是神仙
木叶飞舞之处，火亦生生不息
水遁水流拖把
前方高能预警
见证
可以
火影都快成其他番打斗场面的范本了
鸣人秀场，火影黑幕
大药丸子，红的绿的白的
无地搓丸子，祖产搓丸子，木叶一搓
你奶奶
我的鼬神
顶上去，让博人专看看
弹幕护体
发错了 不好意思哦  来个惯例 神罗天森
佐助话外之意在座的各位除了鸣人都是弟弟
神罗天征
佐助好帅
。
NB
我斑愿称你为最强
封面都是王者，除了博人
"[""427"",""90"",""1-1"",4.5,""高级弹幕在此！！！\n木业飞舞之处，火亦生生不息！！！"",0,0,""451"",""499"",500,0,1,""SimHei"",1]"
"[""461"",""306"",""1-1"",4.5,""我斑愿称你为最强！"",0,0,""500"",""339"",500,0,1,""SimHei"",1]"
那家伙不在的话，能装壁的就只有我了
有币了
迪迪迪迪迪迪迪迪迪迪迪迪迪迪迪迪迪
神罗天征
牛逼
∝私我艾灸啊爱情
后面我都没看。。。有空补补课
你也想起舞吗
腥辣舔鞋
我凯愿称你为最肉
我要粉！
给你个铅笔盒，让你装笔
辛辣天塞
太帅了啊
嘴遁
天照月读呢
卡卡西
这是哪一集？
凯封皇
木叶飞舞之处，火亦生生不息
木の葉が飛ぶところ、火も止まらない。
神仙打架
神罗天征
6666
厉害了
就很棒
超级赛亚人既视感
木叶飞舞之处，火亦生生不息
1.25倍贼爽
感觉像七龙珠对轰气功波
佐助骑鸣人
这
鸡
木叶飞舞之处，火亦生生不息
你币有了
nnnnn
??????????????????????????????
白夜的那个别走
牛逼！！！！！！
神罗天征
万象天引
辛辣天蟹
接下来将是纹身的时代
跑！快跑！不要回头
哎
辛辣天塞
好多丸子
看不懂博人传就别乱跟风哔哔
你币有了
(⊙o⊙)…
博人就算了
.木叶飞舞之处，火亦生生不息！！！ 木叶飞舞之处，火亦生生不息！！！ 木叶飞舞之处，火亦生生不息！！！ 木叶飞舞之处，火亦生生不息！！！ 木叶飞舞之处，火亦生生不息！！！
giao
？
giao
giao
奥力给！
美瞳的时代即将结束，纹身的时代即将到来
一袋米扛几楼
木叶
拿肾刚
哈哈狐狸骑士
木叶飞舞之处火亦生生不息
面对疾风吧
神罗天征
啊我的眼睛
只是我们村下忍打架而已，不要大惊小怪
木叶飞舞之处，火亦生生不息
nb
弹幕这么少吗
博人传最不喜的就是主角人设了，熊孩子
抖音已盗
高级
那吊不在轮到我装逼了
"[""849"",""439"",""1-1"",4.5,""木叶飞舞之处，火亦生生不息。\n木叶飞舞之处，火亦生生不息。\n木叶飞舞之处，火亦生生不息。\n木叶飞舞之处，火亦生生不息。\n木叶飞舞之处，火亦生生不息。"",0,0,""245"",""156"",500,0,1,""SimHei"",1]"
卡卡西！！！！
斯巴克田赛
帅
木叶飞舞之处，火亦
来招球道玉。
夜凯
爽进度条感人
我靠，中国画师
骑狗？
九喇嘛
燃爆
木叶下忍最强，没有之一
这可是爷的青春啊！！！！
带土
イズミヤ感じる
你币有了
博人传也配叫火影？
哈哈
思
忍术发动失败了。
忍不住点了一波赞。
月光疾风是你！！！
啊嘛嘛
混入其中
鸡皮疙瘩来了
木叶下忍
哦豁
爹赐螺旋丸
木叶飞舞之处，火亦生生不息。 木叶飞舞之处，火亦生生不息 木叶飞舞之处，火亦生生不息。 木叶飞舞之处，火亦生生不息。  。
木叶飞舞之处，火亦生生不息。 木叶飞舞之处，火亦生生不息 木叶飞舞之处，火亦生生不息。 木叶飞舞之处，火亦生生不息。  。
我来晚了
啊啊啊啊啊
我變色了
这么多颜色不同的撒尿牛丸看起来挺好吃的
啦咯啦咯啦咯啦咯啦咯了
"[0,0,""1-1"",4.5,""木叶飞舞之处  火亦生生不息/n木叶飞舞之处  火亦生生不息/n木叶飞舞之处  火亦生生不息/n"",2,0,0,0,500,0,true,""SimHei"",1]"
疾风之后，无火影
辛苦了
先罗天写
あなたを最強と呼びたい
なーうどん
宇治はサシ
千年不拉稀！
天晴了雨停了二柱子又觉得自己行了
干就完了奥利给！！
好燃啊
下次一定
up辛苦
你币有了
那家伙不在的话，能装B的就只有我了
就我所知，木叶最强是下忍
凯皇！！
1.25倍体验人生极乐
神罗天征
那家伙不在的话 你们都是渣渣
下忍打架而已，小场面
666
佐助好帅
666
太燃了啊啊啊
thelast
洗内
燃
圣罗天真
你也想起舞吗
下忍打架而已，别方
自古对波左必输
白嫖失败
日本下忍哪家强，木叶鸣人帮你忙
giao
白嫖成功
在联军赶来之前，全部
?
啊啊啊啊
啊啊啊啊啊啊
辛辣天森
看看这就是c忍打架
哈哈哈哈
高燃警告
白嫖失败
干就完了
宇智波一族
真tm爽啊
首付秽土水门
木叶F4
牛逼牛逼
辛辣天蟹
神月出云牛壁
艺术就是派大星呢？
23333
一袋米有扛几楼
我要这币有何用
月光疾风？
斯巴拉西
二柱子帅
不行了不行了
木遁   真数千手
背景音乐声音太大了
卧槽！
妈问跪系列
NB
似里，月光疾风！
似里，月光疾风！
开起来大纹身时代
好可以
一起跳舞
我怎么才1级
木遁·真数千手
祖传的丸子
木叶飞花之处，火亦生生不息
卧槽，这什么鬼
那家伙不在的话 只有我小李子可以装逼了
原地爆炸
前方高能预警
下忍打架。。。
3连了
那家伙不在的话，就该我来装逼了
嘴遁-大忽悠之术！
欧拉！！
我班愿称你为最强
兜，蛇姨：你在想屁吃
白嫖党，无所畏惧
奥利给
火钳刘明
佐助最帅 啊啊啊啊啊啊啊啊
燃燃燃
小场面，一群下忍打架而已。
神罗天征
才快快快
一克走
BGM
奥利给
木叶飞舞之处，火影生生不息
自来也是什么时候被秽土转生的
气死谁啊
斑爷
上了，九喇嘛！
666
木叶飞舞之处，火亦生生不息。
648
行了  添水
那
千手
家伙不在的话，能娶小樱的只有我了。
鸣人爱你！
美瞳的时代即将结束，现在是纹身的时代
皮卡丘
转生自来也？
木叶之火
涉案
燃燃燃
月光疾风？狗头
忍者巅峰
地爆天星
木叶飞舞之处，火亦生生不息
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
忍者时代已经结束咯，现在是纹身开挂时代。
yi月好帅啊
哈西辣妈！
拿肾肝
辛辣天森
ha
开始水
下忍的打架小场面
辛辣天塞
nb！
夜凯警告
拿肾肝
杀死给
火影牛逼
木叶飞舞之处火亦生生不息
下忍打架
这次一定
辛辣天森
木叶下忍
美瞳的时代已经结束
神罗天征
木叶飞舞之处，火亦生生不息
下忍最牛
三连了
木叶飞舞之处，火亦生生不息。
nb
牛逼
好燃
博人那都什么玩意
木叶飞舞之处，火亦生生不息
牛壁！！！！
白膘
sasike
木叶飞舞之处，火亦生生不息
？？？？？？？？？？？
准备进我收藏吃灰吧
气死谁呀
博人传算什么懒觉
最爱自来也，爱性格，爱水门，凯，强不强我不关心，但帅是一辈子的事。
NB
援军到来之前全部解决掉
！
GIAO!
见到木叶上忍可以皮一皮，见到下忍赶紧跑
nbnb
承包宇智波鼬
草（一种植物）
博人你看好了，这才是真正的火影忍者
帅爆了
木の葉が踊る場所では、火は無限です。
我难没了
一袋米扛几楼
上忍打架锅碗瓢盆下忍打架惊天动地
一袋米要扛几楼
凯皇凯皇吼吼吼吼
出现了，阿拉伯佐助！
宇智波狂笑四杰
6666
辛辣天丝额
佐助好爱
柱子！！！
有没有死门凯？
木叶飞舞之处，火亦生生不息
欧拉欧拉欧拉欧拉欧拉
愿称你为最强
鸣人那家伙不在我就可以为所欲为了
刺激啊
木叶飞舞之处，火亦生生不息
气死谁呀
木叶飞舞之处，火亦生生不息
RUNYOU
鼬神
凯皇
搓丸子
雷切
0.75好评
神罗天征
燃爆了
用肾肝 就完事了
奥利给
第几集
红红火火恍恍惚惚
？？？？？？？？
下忍打架
火影等级：下忍，中忍，上忍，精英上忍，影，木叶下忍
火钳刘明
⊙∀⊙！
射的你
火影
天须雨流星命·龙宫
。。。。。。
你也想起舞吗？
看得我热血沸腾，鸡皮疙瘩掉一地
我斑愿称你为最强！
拿肾刚
卧槽
抢老婆战役
牛逼哈
叶舞火不熄
木叶飞舞之处，火亦生生不息。
招式表
自古逢秋悲寂寥，坏蛋究竟是怎样炼成的
一颗搜
下忍打架，小炒面
千手摸头
哈辛辣妈
点天灯
自来也是粉丝自己画的
他不在的话，在座的各位都是垃圾
额
辛辣天森
哈哈哈哈哈下忍老头笑死我了
柱间辛辣天塞等于神秘跺脚男
腥辣甜咸
没币了。。。。。。白剽吧！
白嫖成功
，，
九喇嘛
八门遁甲开
欧力给
木叶飞舞之处，火亦生生不息
qi
钢铁加鲁鲁
背负火影名号 我必须快人一步
木叶飞舞之处，火亦生生不息
太燃了
拉三给
哦吼吼吼吼
班：你TM想起舞
异域舞王
你币有了
火影忍者
白嫖是我快乐
超我tm拿肾肝
水遁，大口痰哪去吃
尼玛，末日天启战？
白嫖失败
木叶飞舞之处，火亦生生不息
木叶飞舞之处，火亦生生不息，你也想起舞吗
木叶飞舞之处，火亦生生不息
哇嘞哇配音   斯卡咪哒
我的鼬呢？
嘻嘻嘻嘻嘻
giao
你有币
啊啊啊啊啊啊啊啊啊
木叶飞舞之处，火亦生生不息
纳斯港
哦哦
在援军到来之前全部解决掉！
博人什么鬼
この世に悔いのない火影来世へ木葉村!
颗颗有泥
我是波风水门，准备爆炸了
正因为是火影，才要贯彻无情的态度
NB
噗
看看这就是我们村的c忍
跟漩涡家对丸子跟对波赛亚人一个结果
剪的好
我币没了
你币有了
那家伙不在，在坐的各位都是弟弟。
你是沐浴阳光的树叶，我是黑暗之中的根
木叶飞舞之处，火亦生生不息
都交给你了，长门
佐鸣
把博人叉出去，好碍眼
这是60帧的吗
帧率nb
辛辣天森
仙法•爹赐超大玉螺旋丸
美瞳时代结束了，现在是纹身时代
有话直说，说到做到，这就是我的忍道
木叶飞舞之处，火亦生生不息
你也想起舞吗
至高战力
奈何本人没文化，一句卧槽行天下。
夜凯
还有谁
木叶分fai
请收下我的膝盖
一开口就知道是老火影了
技高一筹警告
许多是我班一人
哦买药无马哦卡
自来也那个?
小场面，我们木叶村下忍而已
他不在的话，能装b的就只有我了
哈西辣妈
直接秒还是走过程
超tm拿肾多连肝！
涊鍺溡笩旣將結娕
一生所爱，疾风之传
绝对不投币，这就是我的忍道
太帅了，我丢
前面那个佐助上面那个等等我
你也想起舞吗
你也想起舞吗
你也想起舞吗
你也想起舞吗
你也想起舞吗
你也想起舞吗
谁给我一袋米，行了 添水
班爷
爱辽
死神:大蛇丸，你又来卡BUG
白嫖失败
这才是我的火影啊
斑:原来如此，既然这样那么我宇智波斑也要全力迎战了。
zzz真害怕
お前も舞うか？
奥利奥里奥利给
博人？
你币有了
继续加油
寸草不生
超爱鼬神
，，，，
啊啊啊
木叶飞舞之处，火亦生生不息
大人，时代变了
三秒男
 狗贼还我硬币
不能白嫖了
感受痛处吧
我班主任愿称你为最强
高能预警
马弓手关羽
起立
木叶下忍之间的战争
阿西辣吧
前面说博人牛逼的举报了
？？？？？
一个我里giaogiao
斑：你怕是想蹦迪。
これからは、世界に痛みを感じさせます
自来也
为什么没有我苍蓝猛兽
下忍打架神仙遭殃。
你币有了
骑狐狸 厉害了
你也想起舞吗?
好帅
白嫖这件事，我会一直坚持下去
仙发，超我tm拿肾多连肝
好燃
下忍打架，小场面
卡卡西就是最缺蓝的人
bgm
一颗丸子拯救世界
仙法·爹赐超大玉螺旋丸
自古对波左必输
有些人活着活着就成了月光疾风哈哈哈哈
。。。
老北京手艺
神似月光疾风
下忍打架粉天碎地，上忍打架锅碗瓢盆
i了
别看了。都是下忍
铠甲合体
流批
前面的知道这个螺旋丸代表什么吗？
最好看的剧场版没有之一！
什么时候六门可以打陨石了？
高达之战
一袋米
第四次忍界大战的人到博人传都用了飘柔
。
永带妹
一袋米要抗几楼
打败了神的人已经做不回凡人了
疾风是你吗
都是弟弟
辛辣天塞
我可痛，气死谁呀
NB
怎么感觉我在看龙珠
哈
全体起立
？？
！！！
木叶飞舞之处，火赤生生不息
自来也和鸣人打是网友自创的
小场面，下忍打架而已
前方核能！
下忍打架
木叶上忍打架，小玩小闹；木叶下忍打架，毁天灭地
怎么没有宇智波鼬
说博人强的先看完疾风传在说
帧数好评
不要惹木叶的下忍
可以给个赞
川木：忍者的时代结束。斑：你也想起舞么？川木：谁tm说结束了的？继续继续
舞王宇智波斑！
拿肾肝！！！！！！！！！！！！！！！
神罗天征
谁给你一袋米哟，辛辣天塞
那家伙不在的话 能装逼的只有我了
带土是我的
博人？
有的人活着活着就活成了月光疾风
佐助
木叶飞舞之处，火亦生生不息。
逼王在此
流动现场直播！
神威雷切
仙法拿肾肝
活成了疾风
辛辣天赛
带土！
带土我的
我村下忍打架
辛罗天征
博人怎么了？你发这个问号就显得很没礼貌
那是外国动漫爱好者做的，智来业没有转生
0.5X
宇智波斑宇智波斑宇智波斑宇智波斑宇智波斑宇智波斑宇智波斑宇智波斑宇智波斑
我斑愿称你为最强！
螺旋拿肾干
斑：你是想见识一下我的全盛时期吗
能装逼的只有我了
月 光 疾 风
看封面进
他说的不是博人，是这颗丸子
。。。
一大米有扛几楼
当川木来的木叶孤儿院看到兜在擦棺材说你已经知道要死了连棺材的准备好了。兜笑而不语悪い地球の再生然后棺材被一脚踢飞跳出来个红发杀马特说了句あなたも踊りたいですか然后川木：忍者的时代继，继续
我求求你别自称忍者！
纹身的时代开启了
你币没了
让世界感受痛楚
爸爸的号真香
一袋米扛几楼
帅
PS自来也和鸣人打架是外国一哥们自己做的
第十门：肛门！
6666
星啦天线
下忍无敌
秀起来
这是剧场版佐助云追番吧
顶上化佛
辛辣填塞！！！！！
我班愿称你为最强
在援军到来之前
博人算哪门子巅峰战力?
博人算哪门子巅峰战力?
都是手游玩家，哈哈
只是下忍，坐下
博人算个屁
请收下我的膝盖
氪金的时代即将来临
雷霆半月斩！
四舅来开门
白嫖失败白嫖失败
我币没了
鸣人的六道有
白嫖失败
我终于超越你了，哈西辣妈
一起起舞吧！！！
木の叶の舞うところには火も生きている。
硬币天征
木叶下忍最恐怖，没火影和上忍的事儿
辛辣天森
giao的那位笑死我
在校
好不容易攒了200个币一天全用光了
白嫖失败
白嫖失败
背负火影之名，我不能输
骂人的给我滚。
前面有一个人说博人牛逼结果举报了的那位，你tnd是不是人？喜欢一个人是自己的自由，你这么限制别人你和小鬼子有毛的区别。
giao？
元气弹
三连三连
爹赐螺旋丸
卧槽
这个是佐助
马化腾说你把钱充了，这些都是你的保镖
下忍拯救世界
你币有了
。。。
这次电池先欠着
萝莉道
大筒木好菜
洛克李！
博人是谁？
木叶下忍最强
忍者の時代は間も終了
私はあなたを最強と呼びたい。
木叶飞舞之处，火亦生生不息
仙法：爹赐螺旋丸
我tm啊拉神钢
气哦姑麻德
牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼
上影打架锅碗盆瓢。
博人传滚吧
哈西辣妈
这让我有了再把火影刷一遍的欲望
狐骑士
仙法 爹赐螺旋丸
气死谁呀！
下忍打架小场面
辛辣天森
大人，时代变了
撒死给
哈哈哈哈哈哈哈哈哈哈哈哈哈
下忍打架 仅此而已
谈博人？他算个p
白嫖失败
九尾，你太强了
哈西辣妈
仙术下次一定
辛辣天塞
得得得得得得得得得得得的得得得得得得得得得得得的得得得得得得得得得得得得得得得得得得
丸子比博人还强一百倍，而这只是常规水准
牛逼牛逼牛逼牛逼
up主幸苦了
绿嫖
你也想起舞吗
你币有了
这是网友自己制作的
虽然我有纹身，但我还有美瞳！
可惜不能让这些人打团 要不然外星人一族死绝啦
怎么样才能升级呀我才二级
下次一定下次一定下次一定下次一定
下次一定下次一定下次一定下次一定下次一定下次一定下次一定下次一定下次一定下次一定下次一定下次一定
下次一定下次一定下次一定下次一定下次一定下次一定下次一定下次一定下次一定
全体起立
美瞳的时代已经结束，现在是纹身的时代了！
秒了666
博人算算个屁
佐助的意思是在座的各位都是垃圾
878507
那家伙不在的话，能保护村子的就只有我了
你币有了
giao？
【宇智波斑】进入直播间
基本哇孤独哇吗給捏
再来一遍00：00
木叶飞舞之处，火亦生生不息。
八门遁甲死门开
下次一定
这就是648的力量吗？
大千世界
鸣人之后再无火影
下忍打架
1
木葉飛舞之處火以生生不息
博人转差评
你币有了
白嫖失败
白嫖失败
卡卡西像博人这么大已经是上忍了，而且和带土做的任务级别都高很多
博人转差评
博人算个屁
宇智波斑宇智波斑宇智波斑宇智波斑宇智波斑
忍术·白嫖之术
啊啊啊！献上我的膝盖
辛辣田蟹
木叶飞舞之处，火亦生生不息
那些骂博人的你们哪来的优越感
接了个前女友电话，手里的火影突然就没味了。
一袋米哟抗二楼
博本伟nb
嘴遁
