标题不是写了
求您们别刷了
想和FLJ 一起去看
建议屏蔽底下弹幕
想自己一人去看
想和冯婷婷一起
真的好喜欢阿羊阿
lyh能和你见面一起看嘛.肯定不能叭.哈哈哈
只有我想一个人带着猫去看嘛
想一个人去看
又在做遥不可及的梦
柔柔我喜欢你啊
epx
syx我喜欢你
我想和ql
想和徐瑞晗一起去看。啊
想和道枝骏佑一起着
七七姐我喜欢你！
想和常莹一起看
我想和邹魏琴去看
wj有空吗
想和zdm一起看
我想求你
我想和zwh一起去看！！
和小源一起
再刷就祝愿大家都自己去看嗷
今年又是一个人呢
我想喝JYD一起看
沈滢，你会同意和我一起去看吗
想和晓玉一起去看
我也想自己去看
想和gjy看
今年我想和所爱之人去看
夏大大我想你了
想和她一起去看，却发现我没有任何理由邀请她
遇见阿一真的太好了！
新海诚不相信爱情
想和周治宏一起去看
还是有遗憾啊
想和cy一起去看
想和GWQ一起去看
想和xh去看
想和kll
我想和jyh一起看
和自己去看
想和hgy一起看
一个人去看
想和zl一起看
我已预购完票，你们自己看着办
等等，不会又要虐吧
lkr
我想和cxk一起看
想和婉怡一起去看
想和lqy一起看
想和TW去看
想和吴双一起去
想跟谁看就去看。磨磨唧唧的。
和王星惠一起去
想和hxq去看啊！
要和秋酱一起看
想和zj
想和Lyon一起去看
想和yy去看！！！！
我想要和蔡徐坤一起看
桐姥爷
很重要
想和zyt一起看。
想和gws一起去看，可是……
神様、どか どか どか！どか！！
谢先生，还是好喜欢你呀，世界不柔软，只有你有温柔，
和lyx，wzy去看！
我想和不知火一起去看
mkf 我爱你
想和虞佳瑶一起去看
前面的dd想什么呢，Hanser当然是要跟我去!
和TJP一起去!
永远喜欢c
想和楼莺要去看
小学生表白墙
哈哈哈和我朋友去看
想和hjh看
我自己一个人去看
想和zk一起看
祝弹幕的兄弟姐妹长长久久 好下去
想和周棋洛去看
我想和沈先生一起去看❤️
想和拇指姑娘一起去看
和王柔丽看！爱死丽丽了
新海诚行为
想和你一起去看
终于出来了，可是那个女孩子已经没了……
zby是我误会了回来好不好
想和茶一起看
想和CQ一起去看
想和DZJ一起看
和当年你的名字一样，我依然不能和所爱一起去看，但是差别是……我爱的人，换了一个……
熙
刷屏的终成兄弟姐妹  亲生的那种
和蒋昊琛一起去
我一定要和jhc一起去
当年你的名字没和她去，这个一定要去
想和cwy一起去看
想和沈鑫一起去看
想和jzy一起去看
dota dota dota！
我要和lxl一起去啊啊啊
和姬友一起看
我想和彤一起去
我想和彤一起去看
ZXY我喜欢你
谢鸿宇
想和她去看
我想和陈莹一起看
想个屁
想和野田洋次郎一起看
去nm的爱情，老子自己看
想和xxj一起看
小说也就那样
Z！
想和千禧去看
我，儒夫阿森，想和翁梓杰去看
乔碧萝我想和你一起看
刘玉莹我喜欢你
想和广、樱满集、桐人、路飞、索隆、佐助、鼬、夏目、炭治郎一起去看
和乔碧落一起看
把新海诚摁住锤
以上是遇难者名单
我觉定自己去看
想和徐钰一起看
祝所有弹幕表白成功
想要西片和太太一起去看
我自己一个人去看
想和WY一起去看
我要和CXK去看
我一个人在南昌看
新海诚行为
tyf
想和沙雕们一起去看
想和syx一起看
syy我喜欢你！！！喜欢到变成了心跳的颜色
施子，我喜欢你
想和hy去看
我想和zsl一起去看
想和那个包欣赟一起去，我希望你能记得我，我叫西米露
我想和LY一起去
想和眠一起去看
想和眠一起去看
期中考加油(我是一股清流）
我喜欢陈子琪
想和林熙淑一起去
l。。。。
别表白行不！！！不是应该庆祝开播嘛！！
乔碧罗过分了
想跟h去看
想和sqy一起看
想和gyw去看
xyj我想和你一起看
和命中注定的人来一场甜甜的恋爱
LJX
sjl，我想要和你在一起看！！也想和你在一起啊……！
真想和喜欢的人一起去看啊
我想和柳玲丽一起看
人海中的那个她希望我们可以快点相遇
我想自己去看
想和徐韶洋一起去看
还有没有列车
和卢本伟一起看
唉，莫萃希我也只是想再见你
我喜欢你，只是对不起
和菜虚鲲一起看
我想和右手一起去看
想和hsr去看，可是我们已经两个月没联系了
我想和你一起去看
新海诚不相信爱情
新海诚不相信爱情
我这次就是自己去看了
猫七姑娘!能当彼此最重要的人真是太幸运啦!!!
想和cxk去看打篮球
ZYY 想和你一起！
带我女人去♂(通缉犯)
想和cs一起去看
海星。
想和我喜欢的人一起去
想和zf一起看
明年的在和你一起看吧
hyy
自己一个人看其实挺好的
和我偶像一起看  哈哈
张权玉！
不再想lxy
我家小恬一起去
我想和我一起去看
z b等我回去一起看
想和xl一起看
zby不好
想和秋人一起去看
想和可回收去看ahh
W
J
我只想自己去看，不要任何人陪
我不是懦夫  我已经叫她一起看了
我要和童童一起去看
lkf想和你一起去看
QAQ画质感人
想和sxy一起去看呐
苏老板想和影子去
苏老板想和影子去
我想和我爱的人一起去看
我没有喜欢的男孩子，所以我要和夏静静去
我没有喜欢的男孩子，所以我要和夏静静去
xzy我想和你一起看
从你的名字到天气之子，到头来我还是一个人
我想和王文揎一起看
f你回来吧
刘耀文
一人观影
张钮文星我我们可以做好朋友们，一辈子的！！！
轻轻佛晓
赵煜蕊我想和你一起去看
不虐的，超暖
带上赵杠杠，冲鸭
CXG
哎？？我看到自己名字缩写了
想和简瑶一起看首映
我也很想有一个可以付出的人
为你，千千万万遍
拉德温普斯！！！！！！！！
想和乔碧萝一起看！！！！！！
生化危机警告
他们说的都是我小名
想和候欣岑一起看
陈雪，我喜欢你
想和X果果去看想和⭐果果去看
lysq我真的还在喜欢你
想和hyl一起去看
想和xf一起去看，但是最终也只是网友啦
lyl
想和帆帆一起去看
我想和你在一起lfz
想和鹿笙一起去看
谁陪我去看呢
重庆组队
想和李新华一起去看
我要自己单独一个人去看
我想和czx一起看
伍露今年我想和你一起去看
今年，终于可以一个人看了
别躲着我了，一起走吧
ZPT我喜欢你呀
我会在梦里和你一起看
我想和大家一起去看
想和自己一起去看
一个人看
qsy我要和你去啊啊啊啊
lxy，想和你一起看
 想和gly一起去看
想和wyy去看
不是悲剧结尾，好的
狗粮可好吃了
按住新海诚啊啊啊啊啊
mxr我喜欢你
想和沙雕一起去看。￼
想和LJS看下一部
hh等我
黄泽晴我想和你去看 
以上均为肃反名单
想和女生看
想和索比池一起去看
龙章洁 你肯定不知道我在这里呼唤你
想要未来更好的自己
lsp我喜欢你，永远都喜欢你
只能自己看  哭了
想和wzw一起去看
杨川慧我喜欢你啊
啊啊啊啊
陌兮还是一个人
腊鸡lmlm看到了吗不要和我一起去看
腊鸡
想和王浩宇一起去看啊啊啊啊
夫人，我想和你一起看
自己去看他不香吗
想和大哥一起去
今后也要永远一直一直在一起啊！
一群懦夫在这刷个屁
一个人看也是挺不错的
zyf我好爱你
想和lxl一起看！
陈艺锋
就要上映了，好开心
我想跟源源一起
梁洪坤想和你一起看
翟梦雪我爱你!这次我想和你一起相信爱情！
想和景夫君一起去看 
xm。。。我只想和你单独一起看
李佳欣你想和我一起去看吗？
我要和why一起看
表白能不能加个名字，不然总以为是在说我
自己一个人去看又怎样！
我心里永远会有有一个jtx
新海诚又不相信爱情了
以上均为死亡名单
没关系。石原里美会和我一起去看的。
mamo
用的是胸针正常时候的声线
我想和cyf一起去看
xyy，我喜欢你
不会又TM悲剧吧
只想和自己去看，没有喜欢的，也没有喜欢我的。。。。
自己去看
看哭了
表白的都给我成敖
遇见你真好
雨語
我只是想再一次，见到她啊！
小学生？
我的鸡皮疙瘩
谭睿你慢点跑，我会努力追上你的脚步的
我
WF
别刷表白弹幕啊
大榴莲我想跟你去看！！！
想和yzs一起看
想和小徐一起去看
一个人
杨瑞翔我要跟你去看
苏廷婷，你能和我一起去看吗？
与其在这刷名字倒不如鼓起勇气去和对方说
突然就想一个人去
为什么我听到这首歌就想哭
谁管你想和谁看呢，想看你约么，在这逼逼赖赖有什么用
gc想和你一起看
我想和你一起去看wzj
想和cjy一起看，可是.........她..............
和mila一起看
ly你看看我啊。
对捂住，我中意你
我连孩子都想好了
在这刷屏有意思吗？
别在这找存在感行不行
别在这找存在感行不行
别在这找存在感行不行
为何要让一无所有的我们怀抱梦想
华伟
我也想和你一起看呢，嘻嘻
小翟吖，我好像喜欢你呢
我喜欢你，周梦阳
这次只有自己一个人去看了哦
地下的弹幕不发会死？
thy爱你
万恋一我爱你
期中考试前看一遍期中考试后看一遍
我还能再见到你吗
zwt我想和你一起去看
一群怂b
超级超级想和知知一起去看！！！！
还是没等到，一个人看
sl
啧啧啧
szx607我要和你一起去旅行
LN你在哪
上映那天也是我的生日！
请大家遵守弹幕礼仪，不要刷人名
zzk等我
我要跟右手一起去看
袁媛我真的真的很喜欢你啊
我要和自己去看
我要和自己去看
想和krs去看
真刺激
等一人，一起看
我一直爱你，j
想和邓汝坚一起去看！
关弹幕ing
还是一个人看
一个人可以去看嘛？
cxk我喜欢你
我想跟李子航一起看
杨新生
兔兔一定要坚持下来啊
特别喜欢那句话  现在就要放晴了
卢姥爷回家了
我只是想再一次，见到她啊！
想和ghl去看
自己一个人看
表白的是憨憨
？
雪最终还是会化
郑磊我爱你！
xyj
你们的女朋友就交给我了吧
我也是威海的诶
ZY我是真的 喜欢你啊！！！！！！！！！！
韦嘉蕊我喜欢你
啊啊啊
蔡徐坤我爱你
范慧我喜欢你啊
郑先生呀，我很想你
不知道还有没有机会和她去 估计是没有了呢
yxn我喜欢你
ldy
@八爷orion
发底层弹幕有没有素质?
有请懦夫们进行发言。
你的名字上映的时候一个人，可今年夏天遇到了你GWX，虽然现在分开了，你还好吗？感谢你教会了我很多，现在我也在你生活的城市
发弹幕表白的，你一定会出现在他（她）的婚礼观众席上，不用谢，你继续刷。
邓智文
如果可以，章若楠你愿意和我一起去看吗？
烁烁
yyt我喜欢你
新海诚我想和你一起看
grz我真的希望和你去看啊，，，，
姚鑫，我爱你
我想和卢本伟一起看呐！
钟珊我爱你
好听
我想和排骨教主一起去看
对不起
莫名听成刀塔。。。
...........................
我喜欢你啊我喜欢你啊
李榆蓉，汤玉婷IOU
在这表白的废物们 一个也别想成
爱能做到的还有什么？
想和tyz去看
蔡徐坤我要和你一起去看
师父我想和你一起看
还有半个月  会遇到那个人吗
我没有他了哎。
我是一匹孤狼，自己去看哈哈
hbx我喜欢你！！！！  
有发名字的勇气，为什么不去告白呢
LC
和季晨阳一起
新海诚行为
争争小可爱~我爱你（心心！！
一起去体验生活 享受生活
小学生表白墙
这部电影看定了
fb，sj喜欢你
曾静贤稀罕你
yzt月色真美
我不想再一个人去看了
愿我生命中最珍贵的的你早日遇见我
我好中意你啊
熟悉的感觉
等你
我想和你一起去看啊 就算只是路上遇见也好
想和徐企航一起啊
想和蔡东一起去看
下个星期让我们一起相遇电影院
郭樱玉我爱你
笑笑，说好陪我走到最后
孙兴源你看b站吗我是lxl我想和你一起看
自己答应自己一个人看，叹气
我TM在弹幕里看到了自己的名字?????
爱与做
lzq我想和你一起去看
Lxj我想和你一起看
我想和卢本伟一起去
一个人去的举个手
FR想跟你一块看
想和杨子跃一起看
乔碧萝，我想和你一起看！
。
11月1日
梁非凡我爱你
我是Lyy
zyh我喜欢你哇
j          s               q
想和蔡徐坤一起看
zar等我
zjm我想和你一起看呢
2323
竹小姐 我喜欢你呀
yjj我要和你去看
yjj我要和你去看
yc
这个我都能看泪目
cxk我要和你一起看
lyy我想和你你去看
LL，一直在等你的
新海诚又开始了
画面感超强的
好想有一个能分享生活的人啊…好想和她一直在一起啊…
我永远喜欢五河琴里。
想和芷颜一起看
王志强我竟然还在想你
卢老爷牛逼
我想和DJX一起去看
我连想打个名字都没有呢
颖哥我想和你一起看
许个愿吧
11.1见
让我们组成一个弹幕表白墙，然后转发给那人
初起酱我要和你一起看哇
zez我想和你一起看
破次元壁
要跟fxx一起去看哟
懦夫表白
987我忘不了你
这是什么番啊
我想和乔碧罗一起去看
母胎单身20年是不是没资格发弹幕哈哈哈哈哈哈
zzy我喜欢你
我一定会等到约定好的时间！
想和dzk一起去看
我要和蕾姆看（滑稽）
表白自己
我放过你了，也放下了
"呼叫dxh,我是ls"
曹宇宏我想了
zx我想和你一起看蛤蛤
好好学习zx
正视青春期心理，弹幕表白不好的
zjy我想和你一起去看
离开我你真的快乐了吗
三年后我又变成了自己
表白的能有点理智吗？喜欢去说啊，在这发有啥用
张雯慧我想和你一起看 可你要和我在一起
一个人看
小学生表白墙
小学生表白墙 小学生表白墙 小学生表白墙 小学生表白墙 小学生表白墙
11.1见各位
Was
卢本伟我爱你啊！
田柾国我爱你
表白我也会
想和她一起去看
啊啊啊啊
看起来很好看的样子
1
王勤坤，草泥马
安排！
在弹幕说给谁看啊
马柯云 嗯 
刘畅
鸽子，我想跟你一起去看
我要看
没人陪我看电影
瑶，我当然忘不了你。
这弹幕，真不是人
好听
自己去
弹幕请不要发在正下方好吗！
秒速五厘米的结尾场面时空呼应了
wsh我想和你一起看！！
931个人啊，emmmm
ljy我爱你
就
11.1河北保定
lhq我想和你在一起呀！！！
刷名字的，素質呢？
乔碧萝我爱你。啊~~啊~~
欣怡我爱你❤️
想跟lj去看
我的左手谢谢你陪伴我的右手十五年
阿伟和我去看
以上皆被带绿帽
说懦夫表白墙的，说的好
我只要孤独一人就可了。
？饼饼我想和你一块去看
我竟然被表白了
我爱卢本伟
钱昕沂我喜欢你
你们是怎么学习弹幕礼仪的
这弹幕，，，，
普达拉斯的魔女？
如果有神明的话，可以让我不再一人去电影院了吗
zyj我爱你！
斋藤飞鸟我爱你
看来又只能一个人看了
Zmm我想过和你一起看
y d我想和你去看
新海诚又要搞事
我要和DXY一起！
不想自己一个人，就找闺蜜吧
没钱买正版音乐搁着找你吗排面
老师我喜欢你
csj我爱你
太爱了
牟辰轩我喜欢你！
djy你去和别人看吧
想你了
我们此生会不会就，彼此别过呢
刘雯倩
求你了，给个好结局
梅文科
王伟我还要和你一起去看啊！！
小烊遇见你真的是太开心啦~
自己去
歪你！小桐！
想和小灿去看！！
新海诚行为
你这样唯唯诺诺永远不可能在一起
你们也不会在一起
以上告白人员均为兄妹
杨翊涯我喜欢你很久了呀
哇啊啊啊啊和他一起看呐！
故事讲完了，再见！！！
哎一起
虽然离别多年，但我依旧记得你笑的样子
新海诚哥
表白的像个小学生一样
lpy♥
想一个人去看
我靠，四周飘着滔滔
npc
喜欢你
刷名字的biss
和基友一起去看、、、
又是一个人看电影啊
神啊，求你
xjl我喜欢你
袁小迪我想跟你一起去看
发名字的真是一群FW
期中考试前150！！
hhh我也是
LX
我想和你结婚啊zhr!!
cy我喜欢你
为你哭，是不是一件很好傻的事情啊
WMR
我爱你
我想你
想和袁野去
有一种单身叫从你的名字到天气之子
cjx我喜欢你
jhhz一定要和你去看天气之子
王悦，我想你了
你们带菜虚鲲去，乔碧罗怎么办
夏星
兄弟这里是新海诚啊
相信你会越来越好
、
懦夫表白墙
互相喜欢的两个人什么时候才能在一起呢
我们有无缘分李昱盈！
kaji！
和你第一次看电影，虽然我不在你身边
z淑z我喜欢你
金惠等我 管他什么实习
鑫妹想和你去看
即使相差了15岁，我愿意把这一辈子的爱，都给你
和航航一起看！
全家悦我喜欢你
菜菜想跟你看天气之子
明明互相喜欢却因为各种原因没在一起》
这句话说完之后阳菜就消失了
11月2号，高数a1考试的我
lyr我与你同在
你为什么不珍惜我的好呀
所以我想要为你而勇敢
感觉和你的名字差不多，一样的桥段
今周五
李凌老子爱你，我这辈子一定会嫁给爱情，嫁给你
我想起了 你的名字
张国玉我想跟你一起去康
lnj我喜欢你
我喜欢你胡丽娜
czy我想和你去看！！
我是何毅，宋一铭我爱你
祝表白的全tm分手！
zjx我很喜欢你
再这里表白的都是闹钟
地爆天星
想跟你一起看
想和李静一起看，虽然不可能吧
想和lr一起看
祖国母亲，我爱你！！！！
wy我想和你一起看
何洛洛妈妈爱你！
我爱吴亦凡
爱你么么哒
我能做到的还有很多啊
再一个人看吧
pyz我喜欢你
我还爱你，真的
好想和你去看天气之子
高静静我好想你呀
我一定，会一个人，看完的
太上头了
 作为单身狗的我们怎么办？
zcy一直想和你一起去看，现在却只能自己去看了
喜欢你  喜欢你  喜欢你
zcy我爱你
"txr,我只想和你一起去啊！"
明天就要去看啦
孙衍龙  我想和你一起看。
我想和Yaoo一起去看
以下为枪毙名单
马林欣仪爱您奥
明天一个人去看
洛天然我等你，嘤嘤嘤
刘潇我爱你
WDNMD我女朋友呢
和基友订好票了，我们两个一致决定不要女生
想和聂晓北一起去看可是我不敢
明天见
我喜欢你llk
歌还蛮好听
放手了
菜虚鲲是乔殿下的
林菲菲我爱你
新海诚行为
明天，电影院不见不散
等我hh
啊！！！！！！！
我明天跟老婆一起看这个
底部红字弹幕是多没素质？挡字幕？
一个人看不香吗
xyy，歪爱你呀！
黄文艳爱你呀
再一个人去看吧
我想自己一个人看
一个人看会难过吗
我喜欢尼玛
xx我喜欢你
11.1湖北武汉
11.1天気の子
黄巧怡我好想还是忘不了你
画质狂魔果然厉害
啊啊啊啊啊啊啊
哈哈
泪目
我也不知道爱能够做什么
憨逼表白墙
xmy我喜欢你
想和燕子一起来然而我却只能自己来了
一个人看
刘星妤，可惜没如果
。
今天有陪同一起去看
唐飞  ，我爱你
我要和sxt一去看！！！！
加油
喜欢的是我坐在教室的最右边，静静的看着教室最左边的她
三三君，我想你了
lsy，我要自己去看了
看完了
我靠，新海诚，你不能好好玩?
潘慧琳我想和你一起去看
十香？
lss，希望我们能一直上到大学
李典恒我爱你
我想和我最爱的曦文一起去看
王兴萍，我爱你
好感动
我已经看了我已经看了
以下为枪毙名单
新海诚行为
新海诚行为
李佳蓬我真的特别特别喜欢你
今天上映啦
晨晨阔以吗
新海诚行为
世界，我喜欢你
苏永鑫我喜欢你
6
告白的全给老子送去非洲
疯狂打call！
11.1重庆
一起看的人已经不在了
lyt我爱你
去看电影的一定会被两个路人给惊到的，我保证，都认识，但是我不剧透
