来了来了
岚岚！！！！
好耶！！！！！
大家！出来了
我发现了什么？
前排！！！！！！！
狂喜！！
爷青回
哦普雄
好家伙 我直接过年
新年好
实况岚出现了！！！
活得够久！
半夜等到实况！！！熬夜的孩子有岚人看！！
爷爷你追的up主更新了！
热乎的！
解体新书
哇啊啊啊啊
深夜档的胜利！！！！
爷青会！
入站作啊啊啊啊啊啊
看我发现了什么
爷青回
过年了
心脏骤停！！！！
dna动了
好家伙
！！！
诈尸了？
没弹幕啊
岚少骂我
啊啊啊啊啊啊啊啊啊啊啊过年了！！
解体新书
新年好
一晃八年
太草啦
初见视角
好家伙！！！
惊了惊了！
当初的zzzzzzzzzzzzzzzzz
出息了！
不要把什么都刻在DNA里啦！！
来了
哈哈哈
哦  这熟悉的BGM
熟悉的音乐
解体新书
zzzzzzzzzzzzzz
想死了
dna里放的东西有点多哈哈哈
过年了！
好想你呀岚岚！
发现自己都快忘光了……
爷青回啊啊啊啊啊啊啊啊啊啊！！！！
第一！！！！
解体新书！
不要什么东西都往DNA里刻啊喂！
过年好
思念弹幕来了
好家伙八年了
卧槽卧槽!有生之年
解体新书
dna动了
粉五厨大失望
哈哈哈哈哈哈啊哈哈哈哈哈哈我还记得
文艺复兴
我也怀念！
？？？？？有生之年
好家伙什么时候出的重置
这熟悉的bgm呜呜呜
成包空屏
岚少啥都往dna里刻
过年了！过年了！！
过年了
有生之年系列！！！！
不要什么东西都往DNA里刻啊！！
8年啦
等待并心怀希望把
尸解新书？
bgm一响，DNA动了
1551
魔王魂 炼狱庭院
俺青回
解体新书
好热，好烫！qianqiznqia
魔女之家
好久没见这种实况了
落泪了落泪了岚少终于更新了
解体新书！
我dna动了
爷青回!
《解体新书》
好家伙 八年了
哈哈哈真的完全不记得了啊！
前前前！！！！
zzzzzzz
小 红 书
我记得清清楚楚
等弹幕肥了再看
来了！！！！
想你想你想你
我去，诈尸了
解体新书
阿雅好漂酿
以前只有五个存档
八年了
都八年了么....卧槽时间如梭
来啦！
好家伙赶紧复习一下旧作
好家伙我直接好家伙
好的作品 值得收钱
和GBA模拟器一样的键位哈哈哈
活着真的太好啦！！！
突然感觉回到了曾经的一个午后 
太怀念了
初中到大学泪目
都忘记啦
就能等到你更新
我岚！
解体新书
有生之年
哈哈哈哈哈哈
阿雅
啊啊啊，过年啦！！！
许久不见甚是怀念
解体新书
有的有的！
英翻还是我们的老朋友vgp
音人 魔王魂 
思念弹幕
多年以后，面对重置版，岚少会回想起自己被爹追的
一周目二周目？
爱你
逐渐产生睡意
爱你爱你
啊我的好岚岚！
呜呜呜想死你了
好家伙竟然8年了
先一键三连，那个岚人回来了！
爷青回！
重温过不下8遍的我记得一清二楚
还好前几天去补了岚岚以前的视频
震撼我妈
岚岚我爱你！！！
我记得是二十一个
爷青回
听到8年我心脏骤停了一下
解 体 新 书
岚岚啊
各位！过年啦！！！
哈哈哈哈哈哈哈哈哈
我永远爱岚少！！！
草
爷青回！
是你！解体新书！！
岚岚啊啊啊啊啊！！
呜呜呜
有生之年我要我和岚少贴贴
好家伙，我直接好家伙。
高级
！！！爷青回
岚岚我爱你啊啊啊！！！
好耶！！
"8,8年了~？"
《看了就会死的书》
我是DNA，不是光碟
？？？好家伙
8年一下子就过来了呜呜呜现在也是老社畜了
爷青回
梦回12年啊啊啊啊啊
！！！！！！！！！
《 解 体 新 书》
进度条你怎么了！！！
好家伙 不记得还行
八年······
是时候重刷一下旧的了
过年了呜呜呜
这个岚少 她居然 更新了！
岚岚！！！！！！
纯新人，这是谁？
岚少！
8年了，你知道这八年我是怎么过来的么
真的 回来了
旧版狂父只有五个存档
表白岚岚呜呜呜
有的！
有生之年
活着真的太好了呜呜呜
啊这个bgm
这也太久了
亮晶晶
??????
好耶!!!!!
过年啦
想哭
求同款DNA
我哭了！
是很怀念！请务必多玩玩！
爷青回
我昨天去复习了，有的，有宝石
hhhh
解体新书
怀念的bgm啊！！
dna苏醒了
啊啊啊啊啊啊啊啊啊啊啊
爷青回
我的妈！有生之年我岚！爷青回
啊啊啊啊啊更新啦！！！
疯爹
八年了 整整八年了！
岚爷爷，我想死你了
重置:指解体新书高清重制
上次万圣节打折8块
上来就玩大的！爷青回！！！！！
大哥大嫂过年好！！
zzzzzzzzz
过年啦！！
爷青回
这个经典的BGM噢噢噢噢哦哦哦——
3分钟？加起来一个小时？
思念弹幕!思念弹幕!
原来我来B站八年了…
呜呜呜呜感动到哭泣！！
爷青回
好家伙
时光机研发成功了.j p g
解体新书哒！
？？？？？？？？？？？？？？？？？？？？？？？？？
想起了电锯追逐战的恐惧
这个bgm，哇，好熟悉
你是谁？为什么在我关注列表
！？
幸好我命长QAQ
中中中中中中中中
我就记得一个“娘——”
尼玛八年了
一晃八年，我已经从中学生变成社畜了
好家伙，我TM直接好家伙
等一个ng重置
呜呜呜呜呜呜呜呜呜呜呜呜呜呜
确实
爷青回！！
过年了呜呜呜呜呜呜呜
来了来了  终于等到了
右下角倒影瞩目
mogeko的小黄书
好家伙，一次性4P，
爷青回！！！
好家伙，一次性更4P
真结局旧版就有 只是岚少忘记了罢了
八年了，天哪
回想起岚少发视频，仿佛就在去年
熟悉的感觉
MMD FATHER
RPG遊戲實況回歸
？？？？爷青回
你也知道！！！好久没玩了55555
落泪了
爷青回
5555
我竟然还记得！！！
卧槽一下4p
爷青回
懷念的致鬱回憶
玛德爸子
垂死病中惊坐起
哇！哇哇！（激动到说不出话
岚少台湾腔好重鸭
新年好
解体新书！
别什么都往dna里刻
天啊我都30多了…
连打回来惹！
再来一遍！
来了来了！
哇啊啊爷青回
不要什么都刻进DNA啊！！
熟悉的bgm!
我是在做梦吗？惊啦啊啊
只要我苟得够久
想你
太怀念了
爷青回！！！！！！！！！！
DNA里什么都有
熟悉的bgm
岚少，啊啊啊啊，我好开心啊！
蒙娜丽杀是哪个来着
熟悉的味道
解体新书！
《****》
解体新书
同款DNA
8年
一切都是熟悉的味道
过年了过年了!!!!
岚岚！！！！！
好家伙我直接好家伙
好久不见呜呜呜呜呜
卧槽已经八年了，我看到这个系列到现在也有三年了……
这是真的爷青回
我去我去我去，岚少啊阿啊阿啊阿啊阿啊想死你了啊阿啊阿啊阿啊阿
好家伙八年了
这过分熟悉的BGM！（激动地把笔盖甩飞）
熟悉的音乐
欢迎回到2012年！！！
解体新书
有没有魔女之家重制╭(°A°`)╮
DNA动了，鸡皮疙瘩已经起来了！
"normal:一般的,师范的...."
我也没印象了。。。
青回了，没想到还有能看到岚少恐怖实况的一天
草玛德爸子
八年
阿~雅~
阿雅依旧这么美
解体新书
dna苏醒了
八年了草
梦回ib（
哭了，真的哭了，时间过的太快了…
万   恶   之   源
活久见！！！
过年啦
初中到大学加一
解体新书！
爷青回
声音还是那么苏555
官方简中？
大家过年好
哈哈哈哈哈哈哈哈
真正的爷青回哈哈哈哈哈
玛德爸子哈哈哈哈哈哈哈哈哈哈哈哈哈
←蒙娜丽杀不是魔女之家的吗
↑玛德爸子也太好笑了哈哈哈哈哈哈哈哈哈哈
这个bgm真的莫名感动呜呜爷青回TAT
岚人5555
值得收钱
你回来了！！！！
爷青回
啊啊啊啊前一小时爷青回！！！
爷青回
经典魔王魂
啊啊啊啊啊啊啊啊
哎呦，变了变了！
我也……不记得了
爷青回
爷青回啊
！！！岚少
"playism,永远的神"
真 刻在dna里
有哈哈哈哈哈哈哈哈
我爱你，岗少
Z健哈哈哈哈哈哈哈哈哈哈
哇！
有生之年？？？？
都八年了
兄弟们，晚安，明天看
我不行 在这种日子 有点泪目了
岚少我来了
岚岚，我喜欢你
思念弹幕
思念弹幕
思念弹幕
以前看大海原，我还是个中学生
好家伙
岚岚岚岚
好家伙！给岚少顶上去啊！！！
岚岚！！！！！贴贴
思念弹幕
8.。。。。。
思念弹幕5555
好家伙
啊啊啊啊啊啊
好怀念做恐解的岚岚
思念弹幕～
思念弹幕～
思念弹幕～
岚岚开放思念弹幕好贴心555555
冲鸭
熟悉的bgm
岚岚的声音好好听好爱听
mad father
八年了
虽然岚岚做什么我都爱看 直播呼吸也爱看 但是恐解不愧是我最喜欢的555555
呜呜呜泪目了
岚少我爱你
8年了，从高中到社畜。。。。。。
大家新年好
AMD YES！。。。。？
过年啦！！！
爷青回
？？？？
实况岚好熟悉呀
好家伙 泪目了
思念弹幕
好家伙
呜呜岚岚好可爱
爷青回
卧槽卧槽卧槽！！！
8年真的好快
八年了
深夜党的胜利
这就是冬天的快乐吗！！
前段时间才重温了一遍
爷青回！
爱了爱了爱了
想你想你想你你
熟悉的bgm
