Skr
到了到了
来了来了来啦来了
左下角是B站手语老师吗哈哈哈哈哈？？？
哈哈哈
来了来了
第五千个赞！
来了来了
不愧是国际大平台
来了来了！！！
手语老师可以稍稍休息一会啦
有内味了
真的在b站看新闻了
跪求广权儿上春晚！！
下次一定
！！新闻联播我来了
确认过眼神，你是对的人
哈哈哈哈哈
瞅瞅发现了啥。。。
下次一定
下次一定
下次下次
来了来了
小破站可以啊
那，下次一定
达成成就：在b站看新闻
来来了了
可以
合影
我就是来看手语老师的
有点意思
哈哈哈哈哈哈哈排面走起来
哈哈哈，我在b站看你
下次三连
排面走起走起
我在b站看新闻!有面!
 为朱广权打call
来了
我来了
成就达成：在B站看新闻
下次一定
哈哈哈哈哈哈，下次一定！
哈哈哈来来来啦
排face
哇有排面了！！！
排面
skr
牌面
新手语老师
手语老师入住
下次一定
下次一定
下次一定
你是对的人！
来了
我爱权权
下次一定
下次一定
来了来了！！！！
排面
我在B站看新闻，推开一扇与众不同的大门，确认过眼神你是有眼光
"哈哈哈哈哈哈哈,他真的来了"
一定一定
合影！
合影！
哈哈哈哈
币给你了
广权叔太可爱了吧
不赞都不行啊
排面
下次一定
这次不得不三连了233～
合影
哇好前！
这是我权哥！
下次一定
你币有了
还有人不知道广权儿是b站十周年的主持人吗
我在b站看新闻成就达成，合影留念
国家队啊
合影
合影
我是有眼光的人————!!!!!（破音）
合影！
你币有了
众所周知，B站是个学习网站
手语老师
下次一定
合影留念
合影留念
我是有眼光的人
名场面
合影
官方牛！
哈哈哈
硬核
合影
我是有眼光的人
合影
下次一定
合影
合影
合影
哈哈哈哈哈哈安排上了
合影
哈哈哈哈哈
够押韵
合影留念
合影
合影
看我发现了啥
合影
合影!
合影
合影
合影留念
我在哔哩哔哩看新闻~
左下角瞩目
达成成就：在b站看新闻
合影！妈妈！我真的在B站看新闻！
合影
合影
合影！
合影
合影
合影
合影
合影
合影
合影
合影
合影
合影
下次一定
合影！
明示三连
合影
合影
合影留念
合影
合影
合影
合影
记得一键三连哦 哈哈哈哈哈哈哈哈 被逗笑了
合影
官方？
合影
合影并且三连
来了
合影
