热乎
丫长的真高
扎心了
好难过
太惨了。。。
这就是美国大片吗，被感动了
十六岁长这么高
你们需要一些红色的智慧
听出了那种绝望的感觉
泪目
泪目
电视剧？
泪目
有点心酸
看到的是无奈
正道的光
FBI安排下
明白人安排一下
好像刚进nba的字母歌啊
唉╯﹏╰
保 留 革 命 火 种
富兰克林
发人深省，他46，我31，你16.。各种年龄层的嘶吼。但毫无用处。。
正道的光～
正道的光
非浪
他们需要一个幽灵，一个飘荡在欧洲大陆的幽灵
正道的光，正道的光
❤️
看完竟有点小感动
？
姆巴佩
wow这个哥们的话突然打动我了
我感受到这个黑人大哥的无奈
.
居然没弹幕？？？这不科学阿
唉。一声叹息。只能托付给年轻人了
唉
1
想哭
说明以前抢完就停了
这也是一位前浪对后浪的教诲吧
原来站起来就是做抢劫犯啊 
2333.这都不打马赛克？
未曾设想的道路
教子有方
说得好，这样的人才是有良知的
世界名画
致敬
这16岁比你们两都高啊
Are you understand!
这样病毒传播得更快了
你需要力量
16岁好高
有点秀
站起来就是抢劫呗？
理性
这45岁的白活了，典型的亡命之徒
笑死，一个抢劫犯叫另一个抢劫犯别抢
心酸
400
这孩子面相好好
正 道 的 光
打游击战吧
明白人
泪目
火星燃起了，但他们没法让他燎原
后浪
respect
美国没救了
唉
正道的光
觉醒！！！
理想
理性
许可馨回国了么？
泪目
太难受了
大叔很心痛啊，感受到了悔恨
真的无奈
做16岁应该做的事情，好好读书，才能发挥更大作用
正能量
那开枪吧
说的好
哽咽了大哥
后浪
正道的光
温度
这扎心了
马丁路德
黑哥们节奏感真好
戴口罩啊
。
有点心酸
少年强则国强
test-for-1
还是有理智的人看不下去了
16岁好成熟，看着像24岁
这人还是挺清醒的
交流就交流，不要跳舞不要RAP
明白人
?
心疼
方法要用对，抢砸没用，要有一个水平高的组织
。。
有点泪目了。唉
黑人天生说唱蛤
快哭了
经典手势
没戴口罩，还面对面的喷......
未曾设想的道路！
啊这
少年彻底迷惘了
别听他的 忽悠你的孩子doge
大叔三观很正，但是我觉得在美国，这种人还是少点好
知耻而后勇
这老哥是个明白人
祖国的希望
正道的光！
好人啊大叔
字母歌
没有思想指导，还能在街上抗议；有了思想指导，还是和黑豹党一般成为尸体
看哭的，
看哭了，真的，，
正道的光
唉
姆巴佩？？？
respect
唯一办法就是拿起枪杆子
还是有明白人
致敬
他是个清醒的人
小朋友很听话啊
这是智者
有内鬼
大哥好样的，可惜没有人有能力做些什么
他感动我了
他们需要马克思主义（绝无嘲讽）
所以我们国家才要坚持民族统一啊
这是有智慧的人
果然自带RAP的特效
字母？
实际上是一种无奈
所以你想了十年相出办法了没
致敬
一个领袖的崛起
45 31 16
未曾设想的道路
Cj
泪目
太可怕了
这真有点感人！ 
16岁这么高。。。
加油啊 16岁的后浪
真·后浪
是应该长远解决
全世界无产阶级联合起来！
泪目
唉
RESPECT
这哥们有故事
幼年奥巴马
致敬
很理智
是真无奈
唉
姆巴佩！
有道理
侧脸这么像字母歌哈哈哈
"yes,sir"
哭了
不打马赛克？
黑人们要抢就抢个大的，比如把美国抢下来
像姆巴佩
大预言家？十年后还会发生
缺乏领导
有点感动
完了 听起来像rap
？
预言家
泪目
泪目
泪目
因果报应
富 兰 克 林  克 林 顿
致敬
小姆巴佩了
有希望，有希望。
“因为我们什么也没有做到”
致敬
正道的光
泪目
？？？
感觉到他们的绝望
正道的光
终于有个有脑子的了
你有想法又怎么样
正道的光
泪目
灰虫子
加油
正道的光
这个孩子后来穿越回去，成为了奥巴马
泪目
说16岁这么大的认真的吗…nba选秀才20左右啊
泪目
给我演美剧呢
鸡皮疙瘩起来了
泪目
都差15啊
他说了，会开枪
泪目
我们曾经也是这样，老一辈吃了2代人的苦
正道的光
这个才叫绝望
致敬
这老哥真的是明白人
正道的光~~~铁纸们我做得对吗
相声
美国打球的16岁的确就很高
增高版姆巴佩
那你出个主意啊
黑人要团结   不团结就玩玩
不懂
泪目了
老哥过来人
看的好难过
泪目
病毒肆意中
加油
那怎么做啊，还是没有答案
泪目
觉醒
看哭了
其实社会需要大叔这种人多一点才会良性发展
姆巴佩？？？
他们需要组织领导
说出了无奈吧
10年后又多了一个黑人总体
无奈╮（╯＿╰）╭
正道的光
明白人
正道的光
正道的光
站起来！！！
泪目
回去读书
泪目
未来的nba巨星
泪目
口罩？！
互换口水
姆巴佩？？11
rap模式开启
推翻暴政建立共和
勇士
泪目
泪目
冲进白宫，一了百了！
出路只有一条，武装一起！！！
知道为啥被看不起了吧
工农联盟起来！
仪式感是真强啊
疼
泪目了
泪目
话说美共呢。可以开始设想那条道路了
要不然呢？失学失业，你让他做什么？
怎么感觉黑肤色很显老
这才是正确的
你们需要一个领袖
致敬这位智者
独立吧
正道的光
黑人独立建国
全世界无产者联合起来
泪目
肺腑之言
泪目了
这不会是共和党的演员吧
正道的光
未曾实现的希望
说教大哥的表不错
给大叔报个党校安排下
16岁这么高了
说得好
要多思考
好感人啊
太有头脑了
正道的光！
这不自由
这也是在对自己说啊。。
姆巴佩！！！！
正道的光照在了大地上
姆巴佩
唉……真正苦的是这些人，有多少人又是真心为他们？
泪目
挺可怜的
泪目
声音本来就这样还是喊哑了？
姆巴佩
泪目
后浪
十年后，王晓会说，天降猛男~
明白人
泪目
泪目
加油啊
姆巴佩
16
诶 
后浪
这就是说唱
Right then  there will  be  no  
巴黎是冠军
独立独立
cj
哭了。真美国大片！
这挺像老罗
拉什福德
泪目
泪目
唉，想为国好，但是不是每个人都是这个16岁的青年能听你的
让美国再次伟大！
全世界无产者联合起来
正能量
泪目
反抗呀
正道的光
说的没错
他说的有道理
火种啊
泪目
富兰克林你想干嘛？
黑人开始惊醒了，他们的孩子也在变坏
站起来站起来
他们会走向历史的舞台中心
这个人是有思想的
星星之火种下了
我…
16岁
这少年说不定是天选之子呢？
泪目
这话是有道理的
泪目
绝望的咆哮
"黑人需要指引,带领,多用脑子,提高民族团结,要不然永远改变不了什么"
泪目
泪目
明白人
泪目
自我感动
泪目
"就算你们现在抗议成功了,一个民族还是那么浑浑噩噩,不团结没向上的冲劲,再过多少年,这种事还是会重现"
是个好人
无产阶级
you need a leader
姆巴佩
泪目
抗议跟你去抢劫有必然联系？
泪目
黑人纲领
泪目
怎么一股好莱坞大片味儿
妥协
可以尝试马克思主义
这特么的是16岁？？？？
泪目
rap
致敬
说得我眼泪都出来了
抢劫是不对的
记住历史，加油
致敬！
站起来！
需要天降猛男
这个老哥是个明白人，可惜没什么用...
只有知识才能改变命运，帆布鞋和帽子不能
加油
后浪
致敬
回去读书
我看了两遍的确有好人尤其是那些挺身而出
建议大家去看看范老师在观网的视频，里面说美国底层人的抗争都是绝望的
黑人为了领袖
唉 都太难了
这位大叔让我想起了底特律变人里的精神领袖马库斯
没领头不行啊
大哥。。。。。就因为在美国才这样啊
原来他们日常交流就这样子啊
没用的  你们需要从马列开始学
蕾姆
难得的清醒者
泪目
这才是明白人
心酸
不要传播错误思想
恶性循环
开始rap？？？
泪目
很可怜，他们真的需要一个真正的领袖
站起来抢劫？？？
黑人理解不了的，算了吧
泪目
好感动
说的好。
黑豹党后黑人群体的政治给人为阉割了，音乐HIPPOP，体育明星就是阉割政治的道具，没错科比和乔丹就是统治阶级统战黑人的工具。
是时候需要一份纲领性文件了
这才是正能量，
SKR
你们需要一个好领导…
他们需要正道啊
没得主义 没得纲领
黑人兄弟团结起来！
去寻找方法吧，年轻人。。。
泪目
栗木
泪目
站起来反抗吖，争取独立吖
可是怎样才能10年后不这样
奔涌吧，后浪！
泪目
清醒的人
看哭了
我踏马被感染了 泪目
明白人
字母哥?
“你们得想出一个更好的办法，而不是单纯的发泄愤怒”
明白人
致敬
泪目
泪目
首先在这个环境下，他需要活到26岁
16岁又怎样，没钱没资源以后还是底层
是个明白人
泪目
谁是我们的朋友，谁是我们的敌人
这个大哥说得很正确
他们憋屈太久了
需要一个领袖
这演讲能力
英特纳雄耐尔！！！！
好办法就是黑人在美国重新建立一个国家
美国也有好人
这才是人生导师
感觉这能拍电影了
站起来就是破坏？就是抢东西吗
还真有点像姆巴佩
少年强则国强
因为我们只能去诉说，无法去改变，真正改变是在年轻人身上，他们才是未来和希望
这不自由
大叔是过来人了
理智理智
暴力不能解决问题
无力者的嘶吼
无产阶级 联合起来
泪目
唉难过
自带RAP
抢劫确实不对
瓦坎达
别再说了，你们还有未曾设想的道路
经典rap手势
值班一赞
泪目泪目
未来是你的
什么都不懂这人茫然的点头听都没听懂
泪目
黑人智者
按头
赴死
泪目
泪目
我看了好几遍
站起来，站起来，
组织起来吧
富兰克林
明白人
泪目
明白人
泪目
这才是真的民族脊梁！
胸前字母是Freedom AK的缩写吗？
得经历过多少才能说出来这样的话，唉
大叔明白人
18岁这么高
正道の光
理智对待愿世界和平
好希望他能真正懂得
泪目
泪目
泪目
还是有人清醒的
泪目
16岁的小孩，和我表弟差不多大，真的很为他们难过
起来！我要战斗！
这话听哭了
黑人已经受够了
泪目
？？？？
这tm16岁
正能量
佩服
学习新思想，谋求出路
心痛三秒
感动
怎么可能懂
带劲
希望你们的运动能有更多思考 而不是单纯的发泄情绪 不然解决不了问题
泪目
泪目
致敬
反智，可悲
泪目
太难了呀
泪目
演员吧
禁止抢劫？？？自不自由！！！！
要多思考，要打入敌人内部，进行变革
都是人！
泪目
站起来啊
他有可能活不到26就会被白人警察杀了
打倒美国资产阶级！
不抢东西就好啦，抗议可以文明继续
正能量黑大叔和那个被窒息死亡的黑人，都是遵纪守法的黑人啊
正能量
泪目
总会有理智的人
泪目
泪目
他希望青年能够担当起重任去改变世界
泪目
泪目
为他点赞
英语说的真好
哎
有层次的人
站起来！起来！
自强不息
还是有冷静的人
那孩子眼神多么稚嫩
封面会成经典
马丁路德金
老哥 那你说怎么办啊
阿富汗
你们站出来了，抢劫超市，银行然后一把火烧了
泪目
分清敌友
泪目
泪目
苦口婆心啊
泪目
这是真的爱美国的人
没有统一号令
你们需要涌现一群马丁路德金，很难，但只有这一条路
真的好感动 国内少有的感动
十个泪目九个笑
泪目
字母歌
说唱
泪目
泪目
This is a revolution
"生亦何欢，死亦何苦，熊熊圣火，焚我残躯，怜我世人，忧患实多，怜我世人，忧患实多!普救众生,唯光明故!!!!!!!!!"
这是美国！你去抢劫只会让你的敌人找到理由杀掉你！
rap
泪目
你们需要马克思列宁主义的指导思想来推翻白人统治与资产主义
好高
泪目
独立！！！
天赋
和平是解决不了问题的
明白人
加油
为什么除了这3都在拍照
姆巴佩
明白人
类目
rap
聚会
站起来！
泪目
泪目，还是有明白人的
泪目
这少年的眼神好坚毅
明白人
少年的眼睛中充满了坚毅的决心
忽然有些难过
真的让人流泪了
哎  
还是有明白人的
十六这么高的 我们现在的初高中也很高啊
互传新冠
泪目
马克思主义了解一下
这句戳中了
太不容易了
老哥我也想哭了
我们说“亮丽的风景线”是对那些蓬佩奥之流的人说的，真正受压迫的人，真正的无产阶级者是不论肤色的！
听出来了一种浓浓无奈
泪目
好人
觉醒吧 扛枪才是硬道理
泪目
这16也太壮了
是个明白人，希望和平吧，唉
泪目
终于看到一个思维好的黑人了
致敬
感觉他特别无奈
真实
说得好，很有觉悟啊这哥们
加油加油！期待领导者带着指导思想出现
泪目
也有好人
需要领袖
美国不是恶魔，我们需要和他们友好相处
？？？
快去读书吧，孩子
泪目啊
说得好
哎！
正道的光
人生得以改变。
牛批
越理智，越显得怒火中烧
泪目
明白人
无奈
入党吧
抢劫犯
明白人
泪目
泪目
泪目
小小年纪经历这些，少年不知愁滋味，可怜，本是没烦恼的年纪
明白人
下一代才是未来
这是哪部美剧？
当代马丁路德金
年轻人就是希望，星星之火可以燎原
他们需要苏维埃的红旗
IF LOOT THEY SHOOT
心疼啊，美国的法制要靠人性来维护
明智
人性的光辉，
种族天赋
明白人
泪目
真的哭了T﹏T
because we aren't doing it（哭腔）
加油
泪目
棒棒的
泪目
你们需要理论
来个炸弹背心，正面向敌
直接把会开枪的事说出来这个人看来很聪明啊知道他们最怕什么
来中国【狗头】
