手工耿江西分耿
谢谢你，阿b
shapr3d不错不错
666
辛苦了
赣州！！！！
这次一定
好心酸
这样对着屏幕都没有出问题诶！不是显示器会坏吗
看他电脑上的logo
就凭这个老子买b站会员就是赚的
小米打钱！
这次一定
牛逼！！！！
太有意义了
支持
这个真的可以申请专利
卧槽
支持
熟悉的口音
白忙活加没头绪是最难受的
龙门吊
祝贺
自摸君格局大了
快点赞，xdm
woc，我九江的听不懂
字幕君单飞了，不是科美
我的小爱也出来了
遇到问题是正常的！加油！
赣州的要支持一下
直接三连再看
办法总比问题多，up加油！！！
赣州人狂喜
老表
手工耿做不出来有用的东西
致敬
感谢！哦
从第一天直播到现在，朱哥真的做到了很多人做不到的事
怎么感觉有《我爱发明》那味了
辛苦
顶上装滑轨不知道会不会
宜春人路过
凭什么强制下载wegame
这是哪种焊接？
居然是比亚迪汉dm
一万多的人
小米打钱
改造＝全换
怪不得，祖传的字幕君手艺
这不是我老婆的猫么？
小破站牛壁
WC，我也是赣州的
zmj，字幕君，朱铭俊
辛苦了
动手前还是得实地看
老爹V587
感谢小破站，感谢字幕君
B站牛逼
侧顶滑轨耐久不够，第三不好清理
龙门吊？
老表厉害
感谢努力，倾心付出
你这内向的方面好像有点问题
致敬
动手能力遗传的呀
大哥你用嘴巴玩的都比我好
手艺世家
铝合金，氩弧焊
期待已久
吸顶固定+旋转结构+电动遥控
辛苦了
没有金刚钻 揽不了瓷器活呀，厉害
赣州人来了!
小爱同学
西顶固定
...风冷就好
来了
客家人牛逼！
卧槽！赣州老表
来了来了
..
这，太有意义了哇
赣州的呀
江西老表！酷！
格局大了
卧槽
进度条也不一样
辛苦了
老爸也好厉害
赣州人狂喜！up太棒了
白嫖失败
辛苦了
关键时刻还得叔叔出马
江西老表！
燃起来了
致敬英雄
老表！
0.
老表啊
没有实地测量就开干了啊？
终于来了
强
wc一样赣州人
不说还不知道
卧槽
软件 犀牛（Rhino3D）
字幕君原来是老表，我家就在赣州隔壁
米哈游怎么还不来
牛皮
小破站牛B啊
米哈游过来打钱
我同意这门亲事！
可以考虑胀管滑轨贴墙设计
泪目
节目效果拉满
这里的剪辑和情感太生硬夸张了
换房子
赣州 做家具很牛
SU？
找朱一旦和小策来互动一下
您
科技美学
字幕君牛批
卧槽，他爸说的我听得懂，赣州老表牛逼
用重症病房的吊臂呀
牛批。
帅的
有梦想改造家那位了。
三连了
谢谢B站
11w+
第一次思考，为何才能投两个币？
正能量
建议直接申一波专利然后找个公司做
厉害i
可以啊
致敬
致敬英雄
完全听得懂哈哈
好药
心海
祖传啊喂
有人看字幕吗
哇塞赣州！
老表辛苦了！
为什么只能投两个币！
otto的太空椅
我想三连可惜没硬币
燃起来了！！！！！！！！！
1万+
致敬
这个方言我也会！我就是赣州的
老表！！
应该改成“特别篇”
小爱同学打钱，比亚迪打钱
致敬
这方言太亲切了
nbnbnbnbnb
你们的努力会让这个世界更好
旁边的洗菜大妈表示不服
跟我一样是赣州的
赣州！！！
我老家哦
2币奉上，辛苦了
这是真的嘴强王者
兄弟们投币啊
还有升降功能便于护理
沟通很重要，加油
一万+人再观看就离谱
小伙子第一次搞这种设计吧，不推翻个两次那都不叫方案~
哈哈
加油
江西老表！
先三连再看
三连你值得拥有
哇，以前好帅
旁白让我以为自己看的是梦想改造家
卧槽同赣州人
真梦想改造家
一听就是飞利浦t100
值得
哇赣州老表
这个时候元宇宙就有用了
一个小时涨了8000个赞
加油
必须给个大大的赞
字幕君牛逼
好家伙赣州老表
干的漂亮
支持UP主
事前工作要做好啊
三连后看
太好了，让消防员兄弟好好的玩！！！
感动
江西老表报道
差点以为后面在搓麻将
昨天有个消防员兄弟因为救人摔下楼走了
感谢老表
吉安的报道
辛苦了
泪目
加油
现实打败幻想 困难铸就辉煌
青云山！！
原来是专业的
联机鹤观
科技美学字幕君？！
和老爸一起商量好温馨
江西老表
什么软件？
铭啊
先三连，后观看
我感觉阿B都可以申请专项了。
卧槽，这是梦
专利申请
哇赣州！！！
这次一定
英格瑞玛？？
辛苦了
666
实践才是检验真理的唯一标准
投币了
辛苦了
.
辛苦了
致敬
感动
牛逼
@手工耿
666！太有意义！！！三连奉上！！！
感谢字幕君！你真的很有爱！
致敬
科技美学的小哥啊
致敬
老表
来了，看床床！！！
子墨君
手工耿可以一战
这次一定
真正的嘴强王者
致敬朱哥！朱哥最棒了！
来了
you那味了
我也是
@梦想改造家
好家伙
辛苦了字幕君
@梦想改造家
此处字幕错误，应为“朱铭骏”吧？
致敬
此床距离成功就差一条束缚带
苹果有一套无障碍系统
终于来了
不破不立啊
能不能试试抓娃娃机的那种机械设置
江西中煤，家里有矿啊
我靠，字幕君，不是科技美学的吗？
江西赣州(〜￣▽￣)〜
哎呀是每天喂饭的妈妈！
我在赣州上大学
他是自摸君
哈哈哈哈理想与现实
好耶
辛苦了
6666
辛苦
牛哇
啊啊啊辛苦
设计施工会有冲突的，现场确定好改就好了
牛逼
人才
江西老表，有爱了
赣州人来了！
·
期待量产
五杀剑圣！
好样的，活出属于自己的精彩
辛苦了
滑轨太贵了，有可能超预算，而且有坠落风险
致敬
ROG灯条就算了吧
不只是游戏
腼腆
困难的从来不是模仿，而是从无到有。
车牌还是打应该码
我一个初中同学老家也在这里
加油
这位是字幕君吧？以前在那岩的科技美学哪里那位
你晃我
赣州人
辛苦了
致敬
很快啊，我直接三连
专业
哎，我也住在山东
辛苦了
三连给了
字幕君牛逼
来了
想起了傲风设计了3年的破玩意
三连了还投了两个币
一万人你们好
直接上墙吧
~设计好厉害
这是那岩的那个小助手吗？这么刁的吗？
b站真的有温度
这不是科技美学那个字幕君
这活得交给耿哥啊
老表出来吃茶la
应该先要一个数据啊
这要是找手工耿不得当场把朱老师送走。。。
感谢
科技不是拿来给资本赚钱的工具，取自人民，造福人民
节目效果拉满
江西老表集合了
辛苦了
黑暗降临！！？
终于来了
字幕君=zmj=朱铭俊
我要此币何用！
sharp3d 
先投币再看
英雄
就不要用水冷了，整个200左右的风冷，除了他的电脑是I9，不然散热绝对够了
江西人顶起
辛苦了！太不容易了
江西理工路过～加油！！！
章贡区
江西人诶，狂喜
太棒啦
米哈游打钱！
加油啊
手艺从这里来
还不三连等啥呢？！
一个好汉三个帮
泪目，感谢你们，让消防员朱哥可以有更好的环境
干掉科技美学指日可待
shapr3D！
做吊装啊！！！！
投币了
@otto
牛
感觉很疼
你不是黑龙江人？
太帅了
前一小时
NB
Tim那里出了一个设备树
不容易
原来是祖传手艺
upnb
没人？
好家伙，原来是祖传的手艺
啊这，本来就不会成为问题的地方，属于是up失误了
煤老板
\]\
加油
加油。
白钢好东西
简单，换个房子dog
其实up还有年轻了，应当实地考察再设计。
才发现进度条变了
致敬
你币已经有了
最后肯定不会这么简单
墙上做导轨怎么样
up加油！
辛苦了
我要这币有何用？
谢谢你们
致敬
1.1万人，你们好
在赣州读的大学
中煤   牛批
赣州人！
老爹nb
辛苦了
一转空间改造计划
辛苦了
这里名字打错了吧
老表呀
江西的啊
面对这样的的困难  设计师请报上你的名号
只差一个三连
666
1.1w+
辛苦了
nb
梦想改造家？
赣州
期待成品
赣州的，(⊙o⊙)哇
致敬
梦想改造家
赞
朱哥，太好了( Ĭ ^ Ĭ )
来了来了
等到了
很有意义
买一个不就好了
居然是比亚迪汉ev！！！
传递爱心很棒
找手工耿的那个，你觉得老朱还是躺的太舒服咋滴？？？
这不就是龙门架吗
感觉，只要不找那个焊工就行，不然估计直接做成高达了
国家应该多给发钱给英雄！
我的天，果然b站除了我都卧虎藏龙
冲压奥力给
想哭
加油
字幕君去年就离开科技美学了
久等了
汉DM
woc，是老表
这个镜头真不错
这是那岩团队的小哥吗
赣州！
江西人狂喜
有意义
最难以置信的是他用嘴过了深渊12！
吊轨式设计应该更好吧？
这么帅
小破站 哈哈哈
up也是英雄，这一波是英雄帮助英雄！！
致敬
比亚迪汉EV
致敬
科技改变生活
牛逼！
我为啥不对自己致敬
辛苦了
致敬
懂了，买个房子再
赣州老表哎
牛逼
江西老表啊
感激
赣南客家人
客家话！
这不小亮吗
辛苦了
一股梦想改造家的感觉
致敬英雄
果然你还是忘不掉她
这电竞仓牛批啊
我爱发明
好事多磨 加油
老表！
哟，同款车~
好看
江西老表，辛苦了
辛苦了！
设备全部架空啊
这就是设计师和建筑师的冲突
虽然我不会赣州话，但是听着就是无比亲切
太赞了
水冰从入门到理赔
祖传手艺
你币有了
B站路走宽了
我一男的都觉得好帅！
jiojio还能动！！
老爸也是手艺人啊
谢谢up主帮助残疾人 
卧槽我在赣州上大学
翻译:上当啦
Shapr3D
otto牌轮椅
1.4w
实地考察的重要性
太不容易了
攻坚克难
加油！！
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
专业
耿哥来啊
牛逼
致敬
必须投币，不要给我白嫖！！！
一键三连已给
加油
yyds 字幕君
草  这个方言太亲切了
致敬
58分钟
研究个潜行设备能更方便点
先抑后扬。
支持！
居然是赣州的！！！！！！
不要光污染谢谢
字幕君？
up也是赣州人呀
居然是客家人，关注一波了
《预算不是问题》
蝎子尾巴
绝对要上央视
这个活应该让手工耿来干
谢谢！
科技美学？
都敏俊？
卧槽 赣州老表狂喜
赣州老表 冲啊
电竞护理床
三连，加油！！！
这我只能说前期工作没了解好，白做也只能自己认了
这才是科技的意义
我。。。赣州。。。
啊b，你令我感动了，真的是很温暖的企业了
坐着靠背会不会好点
牛逼
床面改造计划第一期
耿哥开就是第一张电竞车床了
加油！
这个支持
赣州yyds！
过程中遇到问题是正常的，加油！解决它！
看成安卓平板的眼睛卸了吧，那么大根Apple Pencil都能认错
致敬！
字幕君 朱铭骏 zmj
难怪手工这么强。。那边全是家具。。
支持
加油
久等了
？
梦想改造家（bushi ）
工匠精神
要不b站就和一下这个架子，给朱老师换个房子吧
先投币
中国需要这些有想法的人
要不上整个房顶的大滑轨
南康的别走！！！
厉害
字幕君 zmj 朱铭骏
加油
不说了，冲这期主题和字幕君就先来个三连
老表！！！！
加油！
龙门吊
up的父亲看来是专业人士啊
投币表示感谢！
赣州+1
字幕君牛逼！
字幕君牛逼
？？？
RGB 就是生产力！！！
四川话怎么了？
是科技美学的那个字幕君嘛
致敬！
躺着玩游戏的电影场景在现场了，买起来
唉呀
致敬加油
一般家庭无法完成
这个得花好多钱吧，
发现 字幕君 和 朱铭骏 的拼音缩写还是一样的
真的泪目
太难了
辛苦了
新课了
老表!
世界上？这个有点夸张吧？
赣州!
赣州老表
你币有了
这不拍x光透视的c形臂嘛
舍弃掉这身臭皮囊，加入光荣的进化吧。
泪目
投币点赞了兄弟
辛苦了
加油！
哎，我大江西的小伙子
于是让b站给换了套房子
辛苦了
致敬
加油
祖传手艺
加油
怎么有点科教频道的味道
手工耿的别ky好不好
加油！
第四个还以为是耿哥呢
太感动了啊B
小破站NB
这电脑离得有点远
他在看
谢谢你，啊b
你也是BYD车主！
1.4万
致敬所有为人民服务的人！你们都是英雄！
强推影视飓风设备树！！！
1.5w+
先抑后扬
我的小爱答应了
好！
智能生活就是为了更好的服务人们
加油
他在尝试让我听懂
这是什么软件
手工耿来个电竞漂移床
致敬
致敬！
车屁股漂亮
江西制造杠杠的
NB
free3D好评
生活以痛吻我，我却报之以歌
朱哥好帅
投个币吧
1.4W人????
icu吗
把加油刷起来。
老表
灯带刺眼睛
直径2
我要这币有何用
网瘾少年   佛了
字幕君yyds
高情商：想的不多，一口答应
致敬
有梦改那味儿了
江西人牛的
江西人
小破站牛批
难受
先点赞投币
居然和我一样是赣州的
梦想改造家dna动了
有梦想改造家那味了
这种视频还有人满脑子想着涨经验的？我都想捶给丫的一顿
同款桌椅
江西人狂喜
麻将桌堆满杂物
辛苦了
我要和他sala
吉安前来报到
可以在房间做滑轨啊，做三层一层管一层的东西然后横杆上做伸缩杆
电源感觉
好帅
牛逼
比我一个四肢健全的都热爱生活
耿哥：你们不找我试试？不信我？
T
这波b站格局大了
床面改造计划 
朱哥最强
梦幻联动！
手持mpp，把我的红米手机炸了出来，草（一种植物）
《桌面改造》
致敬
值一个三连
想哭
俺也是赣州的
1.1万+
自摸君
三连了！！！
最强
热乎，投币再看
好耶
字幕君nb
你是最棒的
加油
赣州老表
致敬
江西老表啊！好亲切
进度条告诉我故事并不简单
江西老表
窝里草 青云山广场？？？？
这期视频很有意义，最近负能量新闻冲的我都怀疑人生了
加油！
水冷漏水的电脑？？？
加油~~
手工耿：这我熟
哪那么简单的。。。这个架子做的属实草率
恐怖的进度条
车牌都不打玛么
终于来了，等了好久了！
赣州。  老表
原友！！！
硬核老爸
牛逼啊
向英雄致敬
44
辛苦了！！！！
8000+
电竞床终于到了
幸苦了
赶紧申请专利，注册商标
字幕君！？
帅哥
汉DM!!!!
追风者amp
三连再看
字幕真实
谢谢你的努力
原来是技术顾问
太有意义了，这事儿办的
啊，这方言太熟悉了
我男朋友是江西赣州的
剪辑鬼才
同款行李箱
英格瑞玛的老大，牛啊
应该叫上耿哥
给爷上热门！
我小爱叫了！吓我一跳
南康家具吧
来了
我女朋友是江西赣州的
6000+
原来字幕君的手艺是祖传的
加油
铜江西老表
来了来了
辛苦辛苦
投币
哈哈哈哈哈哈哈哈，字幕真实了（doge
大叔一看就是专业的
切里切里～
加油
剪辑好评
我的天这么快
诶，为什么是四川话
好有爱
江西老表！！！
手工耿表示他想试试
家装世家！
大片感
令尊是干啥的
字幕君NB
等了好久了
？？我他妈是不是看到耿哥了
来了来了！
《我当时确实想的不多直接一口答应下来》
赣州排面！
科技为人
付出了很多啊字幕君
我果然还是忘不了她（）
不管是不是为了热度或者其他，我觉得这样的事情本身就是一种让人暖心的事情
@手工耿
太感动了吧这也
赞
来了
小破站nb
就这就不行了？
第一！！！、
致敬
支持
世界第一过了嘛？
NB
美滋滋
崇义县扬眉镇不请自来
致敬
致敬
致敬！牛逼！
辛苦了！！
要是专业工业设计师来干，应该很不一样
坚持就是胜利我相信你
加油加油加油
华农也是
致敬
这不投币 还等什么
虽然但是。。我也好想要一张这个床啊。。
致敬
投币了！
辛苦了
直接三连
来了来了
我老婆赣州的我安徽的，哈哈
小爱同学的意义出来了
原本以为是整活，结果是励志片
我也是赣州老表！
这次一定
我天赣州人？
燃起来了
辛苦了
找手工耿就是另一番景象了
太有意义了！B站这波做的太好了！！！
致敬勇士
这后期真老套
视力真好
《桌面改造》
致敬
国产车好评，给你点赞
老爹yyds
加油
还要折磨他
天才女友
太棒了
我大赣州终于也上b站了
还是要老师傅
赣州人狂喜！！！
请收下我的硬币，2个不够下个视频继续投出来
卧槽，高位截瘫者的福音
真好
正常装修公司也都会在实地哈进行测量各种尺寸
红木椅子土豪呀
立刻一键三连
这是啥软件呀
这个必须赞
以前那么瘦呀
这应该找手工耿
好家伙我听的懂
元宇宙很快来了就可以帮助他们了
致敬
怪不得这么久没更新
辛苦叔叔了
好家伙，叔叔手艺精湛
有意义
客家人
这币留不住了
致敬
居然是我们江西的
不联系一下手工耿？
辛苦了
致敬
广西老表不服
致敬
致敬
美国人就算了
再来亿遍
致敬英雄，愿你在这个时代还能保持自我！加油，坚持下去！！！！！
刚
拿走拿走这币给你了
风林水火
币给了给力
感谢up和小破站的帮助
致敬
厉害
666666
你就不能先实地考察交流下再开始设计制作吗
牛逼
辛苦了
挂顶啊
赣州！！！
致敬
高位截瘫：指心海玩家
阿伟，还在找猴啊，休息一下吧，去导一发好不好
躺上去试试
居然是我们赣州人
用最美的双手做最有爱的事情
谢谢小破站
创始人。。。
赣锋锂业
谢谢你们！
致敬
顶了，能给几个币？
这二头肌爱了
shapr3d很可以
老表耶
钱肯定够，要么早死了，但是史铁生也挨不住
加油
赣州哪里啊？
我不太能理解，不过能帮助卧病在床的人缓解心情也不错。
致敬
辛苦了
B站太棒了
辛苦了
致敬
"可以的,大制作!!!!!"
有水冷已经不错了
这次一定！！！
致敬!!!!!
致敬
谢谢你们 
谢谢啊B，谢谢团队
保护
这次一定！！
up是赣州哪里的
我也是赣州 的
我靠
致敬
江西龙南的呀，也算半个老表吧
辛苦了
你有币了
这不给三连都不好意思
赣州人狂喜
致敬！
我也是江西人呢 
应该找手工耿，哈哈
吊顶，装个达芬奇手术机器人，搞定
真的了不起
比亚迪好评
山东牛逼
别搞RGB了吧，让人家好好休息
阿姨？
跟我同名不同字吓我一跳
还有模特？？？
哎？我家也有小爱同学！
真的不容易！辛苦了
赣南老表狂喜
建模软件是Shapr3D
电竞房=rgb灯带？
三连你有了！
辛苦啦！
致敬
字幕君是ZMJ。朱铭俊也是ZMJ。
正能量点赞三连
我觉得可以把手工耿拉进团队
0
赣州认亲切
真实，一般制作者们都比较内向
江西人狂喜
语音控制，太棒了！！！！
先三连为敬
辛苦了
老弟一直这么帅
牛逼！
加油
加油！
这不是科技美学工作室的那位么
赣州人打卡
致敬
辛苦了
客家人呀哈哈还好棒
致敬
好帅啊！
哇。字幕君也是赣州的呀
加油
哇，老表
牛逼啊
这事儿应该找手工耿啊
嘴竞床
i3架构
哇，我九江的
致敬！
拜托，在座各位有几个用水冷啊
三联走啦
意志之力
赣州人路过   66666
这个是上螺丝的。。。听到了客家话
加油！！！！！！！1
赣州？
咋带回去？
汉，帅！
本来内存都没多少了，为了三连牺牲一下。
为什么不请手工耿
致敬
致敬！！！！
同赣州老表
混合动力！！！！！
工程师的生活意义
ggggg
g
wc
辛苦了，投币支持
我也是赣州的
江西人 狂喜
zhi jing
真的辛苦了
老表
好听点，龙门架
致敬！
只要不失去尼的崇高，整个世界都将为你敞开
确实，焊的时候我就想说方管其实和他那个没多大差别
打卡
中煤是什么鬼
不截瘫能用吗
辛苦了
差点看成周深
好人一生平安
我更关心怎么能更轻松的护理他不得褥疮。
致敬
呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜
致敬
？
C型臂
辛苦了！！！
买新房（不是）
三连了!
刘浩存应该进来看看
字幕君要干这么多事的吗
投币观看
困难切正确的事
致敬
三连
辛苦啦
辛苦字幕军了
工匠一家
投币了兄弟，
《预算不是问题》
点赞
为啥要让手工耿做啊
我也是赣州的
家装区up主
上设备树哇
这个三连说不过去。。
人生中第一个三连给你了
致敬
幸苦
致敬
燃向视频，逐渐燃向
。。。。
致敬
老表
恭喜恭喜
致敬
看标题第一反应就是电竞仓
安全啊安全性一定要高 你这个架子要多放一条腿
加油希望你们多做一些公益活动
为啥要找手工耿？你们只认识手工耿？中国牛的师傅多的是
电动吊顶??
能吊起来就好了
开始就错了
加油
辛苦了
为啥不让手工耿做啊
加入光荣的进化吧
太棒了
梦想改造家即视感（doge）
平板好像是iPad 建模软件好像是Sharp 3D
谢谢你    
致敬
辛苦了
大家给阿婆主点点关注吧！
致敬
笑死，当你发现你队友挂机时，他可能只是睡着了
你媳妇
辛苦各位了
三连给你了
小破站牛
上ysjf的天地架
这个字幕哈哈哈
致敬
赣州！
辛苦了
同江西人
老表好啊
万事开头难，加油！
我居然听懂了
表！
在小破站你还真的能找到各路大神
我还以为你是东北人
“桌面”
加油
加油
加    油
江西人狂喜，太赞了
业余，现实就是业余
shapr 3d
赣州人狂喜
这个是双螺丝给
专业对口
辛苦啦
记得三连兄弟们
客家话
字幕君牛啊
@手工耿怕是做个刑具出来哦
1145万粉丝了
我在婺源
致敬
进度条三分之一警告！
哇，我生日欸。
鸟居是吧
三连为敬
老爸是干啥的啊
这活不得手公耿干更合适一些啊
 B站好暖心
心海
辛苦啦 棒棒！！
我需要，请量产
@LKS
哈哈哈哈朱哥在跑鹤观
致敬！
江西赣州！
太有意义了
牛逼
汉
换房
江西人狂喜！
没币了，三连失败了
wow
up居然是赣州人！！
不敢想象两个月里up燃烧了多少脑细胞，小破站有心了，up更是好样的！
三连助力
我要这币何用，这次一定
会好起来的
升华了！ 这才叫做有意义的事
三连给你
心疼
这不就相当于个电脑座舱？
这就是机械人的力量吗
辛苦了
致敬
辛苦了
首页通知书
首页通知书
感谢
这次支持b站
加油！
比亚迪汗EV好评！
南康给南康给
辛苦了
比亚迪好评
辛苦了
手工耿
我在赣州啊啊
别未来意识上次，来个未来义肢或者医生进步靠谱点~
赣州橙子好吃
赣州人狂喜
草
这才是空间改造真正该帮助的人
你在干嘛!
三连了
确实帅
要不是我没币了
太黑暗了
致敬
辛苦啦
致敬
江西必须关注
好厉害膜拜，一家大佬吖
加油啊
太让人佩服了
嘴强王者
赣州排面
辛苦辛苦
字幕君辛苦了！很厉害！
太棒啦
致敬
好棒
致敬
后面电脑屏幕的logo上的ZMJ既是字幕君又是朱铭骏啊！！
这都不是问题好吧
b站 
这种改造太有意义了！感谢！
致敬
上阵父子兵
比博燃
f5
我要这硬币有何用
这才是战士
不是特斯拉好评
罗翔
老爸有点东西
原来是自己人
客家话欸！亲切
泪目
辛苦了！感谢！
投币了
都给我献出硬币
我是在江西赣州于都的
江西人牛逼！
这种架子容易倒，砸到人
大家三连走起
这是水管吧
加油
四千人正在观看 
欧泡又在带节奏是吧？
字幕君
致敬
太牛了申请专利吧
草，我生日，好诶
吸顶有点不安全吧
没有条件，我们创造条件，加油。
加油，能行的。
辛苦了！
卧槽，设计师都用这个app吗
强者拔刀向更强
废了。
众所周知rpg就等于电竞，没有rpg在高的配置在奢侈的外设在优秀的技术都算不上是电竞
有心了
辛苦了！这次一定！
谢谢你阿B
谢谢b站
这次一定
先投币再看
辛苦了
这种父子上阵也挺温馨的
字幕君！
赣州人啊优秀
去医院参考ICU啊
先三连在看
我也要币我今天过生日
这玩意儿这么不把刑部尚书叫上
小米行李箱
老表
我也想要这样的电竞床
赣州人狂喜
封面生草
车牌没有打码
燃起斗志
燃气斗志
先致敬为敬
辛苦了
这就叫工匠精神！
中国人特有的温良坚韧的力量是最强大的力量！
大汉
投了
致敬
致敬·
你就是勇士！
致敬世界上每一位温暖帮助别人的人！
包饺子那
上墙吧
看时长故事并没有这么简单
不考察直接开干也是头铁
致敬
三连了
字幕君
说个煞风景的话有焊工证吗
江西老表赛高
致敬
这申请不了专利孩子们
辛苦了
赣州牛啊
我相信医院，越来越好最先进医疗
三连三连
直接一键三连
躺着玩游戏的电影场景在现场了，买起来
我有点想要
嘴强王者居然成褒义词了
致敬
英雄
